"","ZEB2","GSK3","CDC42","PAK1","KLF4","Destcompl","cfos","EGR1","FUS","RKIP","LIV1","cateninmemb","SMO","SHH","ILK","SUFU","HEY1","AKT","Csn","STAT","DSH","SRC","TrCP","cMet","Frizzled","NOTCHic","RAS","DELTA","SNAI2","RAF","PI3K","FOXC2","NOTCH","AXIN2","Csl","GLI","Wnt","Jagged","CD44","TCFLEF","cateninnuc","TWIST1","IKK","NFB","Patched","SMAD","miR200","MEK","ERK","Ecadherin","SOSGRB2","SNAI1","TGFR","TGF","ZEB1"
"Jagged",-0.224154589371981,-0.0616858237547893,-0.2,-0.2,-0.211111111111111,-0.0262857142857143,-0.2,-0.1,0,-0.107692307692308,0,-0.0289903054691787,-0.0333333333333333,-0.066025641025641,-0.0666666666666667,0,0.0333333333333333,-0.0666666666666667,0,0,0,0,0,-0.02,0,-0.12,0.0533333333333333,0.0533333333333333,0.150326797385621,-0.0533333333333333,-0.0533333333333333,0.0242857142857143,0.134285714285714,0.0142857142857143,0.1,0.0276923076923077,0.02,0.0243290043290043,0.0276923076923077,0.0186013986013986,0.0197002997002997,0.104,0.0333333333333333,0,0.0583333333333333,0.0714285714285714,0.115757575757576,0.22,0.22,0.0712631578947368,0.22,0.15,0.211111111111111,0.215111111111111,0.224154589371981
"DELTA",-0.224154589371981,-0.0616858237547893,-0.2,-0.2,-0.211111111111111,-0.0262857142857143,-0.2,-0.1,0,-0.107692307692308,0,-0.0289903054691787,-0.0333333333333333,-0.066025641025641,-0.0666666666666667,0,0.0333333333333333,-0.0666666666666667,0,0,0,0,0,-0.02,0,-0.12,0.0533333333333333,0.0533333333333333,0.150326797385621,-0.0533333333333333,-0.0533333333333333,0.0242857142857143,0.134285714285714,0.0142857142857143,0.1,0.0276923076923077,0.02,0.0243290043290043,0.0276923076923077,0.0186013986013986,0.0197002997002997,0.104,0.0333333333333333,0,0.0583333333333333,0.0714285714285714,0.115757575757576,0.22,0.22,0.0712631578947368,0.22,0.15,0.211111111111111,0.215111111111111,0.224154589371981
"GLI",-0.224137566137566,-0.22134446281286,-0.1,-0.1,-0.223079365079365,-0.148100638314976,-0.142619047619048,-0.134285714285714,-0.130357142857143,-0.128511673695388,-0.1,-0.11728147702642,-0.130357142857143,-0.129584488116234,-0.0320640754799077,-0.142857142857143,-0.0343395757232769,0.0151164742212675,0,-0.1,-0.18,-0.0774193548387097,0.0333333333333333,-0.0798583792289536,-0.15741935483871,0.0262046861184792,-0.0866153503087615,-0.0883975285265833,0.131711352683876,0.0883975285265833,0.0883975285265833,0.00846577227382181,-0.0319189718327649,0.0748656400966184,-0.0337046861184792,0.0613742985183092,0.160948766603416,-0.00485069020389234,0.0807204481944708,0.0800710975451202,0.0801308704082403,0.108536633146141,-0.00730397422126745,-0.00526315789473684,0.124234693877551,0.0326046160204483,0.113195545424648,0.151430126043386,0.138722943722944,0.151273673310863,0.015453779259089,0.158879101337921,0.109433962264151,0.107786903440622,0.224137566137566
"STAT",-0.219526627218935,0.0220694259012016,-0.210795454545455,-0.204545454545455,-0.315309962368786,0.0418915908220381,-0.193333333333333,-0.233333333333333,-0.05,-0.0829520592020592,0.1,-0.00422405572861971,-0.0566666666666667,-0.0592186320916512,-0.0734299516908213,0,-0.072,-0.066456820016142,0,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,0,-0.00974025974025974,-0.0142857142857143,-0.0321144674085851,-0.00485684172191153,0.000367038875103392,0.109515777402071,-0.000367038875103392,-0.000367038875103392,0.000951601908657127,0.0350270887678084,-0.0164176999471117,0.0294117647058824,0.00889992360580596,0.00974025974025974,0.0269926257295635,0.00888555888555888,0.00793918664581125,0.00758161811184224,0.157852459051859,0.0647619047619048,0.06,0.0636434108527132,0.0722805264034649,0.110550519448497,0.201872232764073,0.205098039215686,0.0691053828589262,0.294170771756979,0.129072252364504,0.21869019138756,0.224004201049396,0.219526627218935
"cateninnuc",-0.214838716803407,-0.246216088349385,-0.0834285714285714,-0.0834285714285714,-0.166522949174195,-0.242315016229043,0.0108005521048999,0.0282608695652174,-0.0566666666666667,-0.206585074974653,-0.0393939393939394,0.093460948137311,-0.0615846994535519,-0.0670868036768838,-0.00060894660894661,-0.0666666666666667,-0.00973258848120724,0.0704204545454545,0.0583333333333333,-0.0317016317016317,-0.0317016317016317,-0.0344794094794095,0.0333333333333333,-0.0344794094794095,-0.0330714947153303,0.0431860319128746,-0.0815096515096515,-0.0818463518463518,-0.219554291650076,0.0818463518463518,0.0818463518463518,0.157891283579808,-0.0413678500946928,-0.00672711616720208,-0.0455116133082235,0.0322809808813382,0.0330714947153303,-0.0460130130297653,0.0336857586857587,0.0333123456909865,-0.0666600376285385,0.0221598398256545,-0.0735454545454545,-0.0795454545454545,0.0646902895156637,0.00210962873718672,0.124900111259005,-0.00643404414995858,-0.00826890653527968,-0.078456572780078,-0.0980346724351594,0.209470479477909,0.0834285714285714,0.0838652526512788,0.214838716803407
"cateninmemb",-0.208291271110589,-0.22592768601625,0.00436363636363636,0.00836363636363636,-0.171542428504454,-0.223103548814847,0.0409625668449198,0.0527272727272727,-0.133333333333333,-0.192231880835412,-0.133333333333333,0.0829894813355404,-0.120833333333333,-0.130934086868174,0.0167536231884058,-0.166666666666667,5.82441640475606e-05,-0.00397306397306398,-0.04,-0.115686274509804,-0.115686274509804,-0.108709530323757,-0.1,-0.111318225975931,-0.108709530323757,0.0995087061609037,0.00429287056464184,0.00261689291101056,-0.205055674544645,-0.00261689291101056,-0.00261689291101056,0.16462197751027,-0.0991369589490078,0.0647145062634273,-0.0943540669856459,0.111767001588125,0.110433668254792,-0.121362763594279,0.112990466778607,0.11211873576989,0.111465140998648,-0.0770491839193778,0.00137566137566138,0.0161904761904762,0.126209677419355,-0.0150587079341685,0.137585555350918,-0.0232467794990536,-0.0275605049892497,0.0304979929557672,-0.123438205290241,0.189969594618481,-0.00485144124168514,-0.00539393672088948,0.208291271110589
"TWIST1",-0.193576032172523,-0.175492595050936,-0.116823406478579,-0.103030303030303,-0.181248697102356,-0.157403926692317,-0.0884057971014493,-0.0666666666666667,-0.222222222222222,-0.147363656059308,-0.1,-0.140628332457572,-0.210222222222222,-0.210330191720839,-0.128947128947129,-0.233333333333333,-0.125963866641833,-0.164009436890793,-0.2,-0.0857142857142857,-0.0857142857142857,-0.0857142857142857,-0.2,-0.0814589665653496,-0.0857142857142857,-0.0311680911680912,0.0442588075185356,0.0425464787514123,0.207896577352603,-0.0425464787514123,-0.0425464787514123,0.00474469266667316,0.0311680911680912,0.0791395701073121,0.0362962962962963,0.0812511278195489,0.0804511278195489,0.0192100358090288,0.082663785842458,0.0831232039129021,0.0821456305949032,-0.0426283099051978,0.167399267399267,0.176923076923077,0.208852359208524,0.133237557990033,0.141684309820773,0.101773170759475,0.0963005339435545,0.199650345777508,0.104780066107297,0.180577314330812,0.115573406478579,0.117623520373795,0.193576032172523
"SOSGRB2",-0.192456140350877,-0.324731902039055,-0.155714285714286,-0.135714285714286,-0.182456140350877,-0.275477542591637,-0.080952380952381,-0.0476190476190476,0,-0.0315058479532164,0,-0.181573066573067,-0.0166666666666667,-0.0232034359941337,-0.0333333333333333,0,-0.0247159090909091,-0.0919590643274854,-0.1,0,0,-0.0142857142857143,-0.2,0.00745341614906832,-0.0142857142857143,-0.0832167832167832,-0.0875054324206867,-0.0785310734463277,0.260506963715628,0.0785310734463277,0.0785310734463277,0.0923199023199023,0.0958928395548114,-0.0106091859185919,0.0909090909090909,-0.0237577639751553,-0.0107142857142857,0.0297337140242818,-0.0204968944099379,-0.02365478914678,-0.0230811753800496,0.111159420289855,0.083625730994152,0.0888888888888889,0.0301801801801802,0.0382284382284382,0.124321690759101,0.111337311337311,0.105276705276705,0.213148696259108,0.156666666666667,0.162004264392324,0.167252747252747,0.184983243706648,0.192456140350877
"ERK",-0.185319654627103,-0.341822443454422,-0.183328882955051,-0.158095238095238,-0.183739837398374,-0.308420421897326,-0.253624358033749,-0.247241379310345,-0.14,-0.0986885943352565,-0.0333333333333333,-0.189191161719503,-0.128524590163934,-0.13000228269022,-0.147864168193532,-0.12,-0.133302200634258,-0.0879246243952126,-0.0857142857142857,-0.00701754385964912,-0.00333333333333333,0.00067476383265857,-0.0857142857142857,0.00696847012636486,0.00435897435897436,-0.0939192599776541,-0.143906626926429,-0.142916527916528,0.391596496685898,0.142916527916528,0.142916527916528,0.116577930715862,0.0964123347698979,-0.000745245090722088,0.099028749028749,-0.0109033072190967,-0.0106526806526807,0.132040634356849,-0.00722292305257352,-0.0068511758406776,-0.00719839806289983,0.0697718472275868,0.0879246243952126,0.100865800865801,0.13048537447766,0.152423438710249,0.120021927950036,0.17335044902725,0.171957691367082,0.233505346554403,0.281584219448297,0.166712088431218,0.186978517991548,0.190000496013526,0.185319654627103
"MEK",-0.184847213682221,-0.341549963890389,-0.158095238095238,-0.153333333333333,-0.183739837398374,-0.306879647752268,-0.247241379310345,-0.23,-0.12,-0.0961816305469556,0,-0.188087205877737,-0.14,-0.13048537447766,-0.145281142363274,-0.1,-0.130230528279309,-0.0879246243952126,-0.0857142857142857,-0.0333333333333333,-0.0333333333333333,-0.00701754385964912,-0.1,0.00067476383265857,-0.00333333333333333,-0.099028749028749,-0.142916527916528,-0.139424464424464,0.389161870896899,0.139424464424464,0.139424464424464,0.11469758883552,0.0939192599776541,-0.00253386297690095,0.0797979797979798,-0.0106526806526807,-0.00435897435897436,0.130835815079741,-0.00696847012636486,-0.00722292305257352,-0.0068511758406776,0.0679687959099724,0.100865800865801,0.0857142857142857,0.128524590163934,0.147864168193532,0.118551339714742,0.171957691367082,0.253624358033749,0.231548600931334,0.265079365079365,0.166249125468255,0.183328882955051,0.186978517991548,0.184847213682221
"RAF",-0.18405356288857,-0.337864460204886,-0.153333333333333,-0.133333333333333,-0.16805356288857,-0.305833622647665,-0.23,-0.13,-0.1,-0.105392156862745,0,-0.184672571731395,-0.12,-0.128524590163934,-0.138350449293967,-0.1,-0.122957801006581,-0.100865800865801,-0.1,0,0,-0.0333333333333333,-0.1,-0.00701754385964912,-0.0333333333333333,-0.0797979797979798,-0.139424464424464,-0.133441558441558,0.382592527831206,0.133441558441558,0.133441558441558,0.125508399646331,0.099028749028749,0.00287154242850446,0.0888888888888889,-0.00435897435897436,0.00333333333333333,0.12427843803056,-0.00067476383265857,-0.00696847012636486,-0.00722292305257352,0.067602495543672,0.0857142857142857,0.0857142857142857,0.14,0.145281142363274,0.12133771742372,0.253624358033749,0.247241379310345,0.228998509856653,0.251746031746032,0.162402971622101,0.158095238095238,0.183328882955051,0.18405356288857
