"","GSK3","NOTCHic","Destcompl","NOTCH","Csl","AXIN2","RAF","DELTA","RAS","Jagged","Frizzled","DSH","STAT","SRC","GLI","cMet","CD44","Csn","TCFLEF","cateninnuc","SUFU","LIV1","AKT","SMO","EGR1","Patched","NFB","FUS","TrCP","ILK","ERK","miR200","SNAI2","ZEB2","ZEB1","CDC42","TGF","TGFR","RKIP","SNAI1","PAK1","KLF4","HEY1","MEK","SOSGRB2","SMAD","cateninmemb","cfos","SHH","TWIST1","IKK","Wnt","Ecadherin","PI3K","FOXC2"
"RKIP",-0.278605200945626,-0.097979797979798,-0.236084677773548,-0.105672105672106,-0.0888888888888889,0.129969526488514,-0.109090909090909,-0.109090909090909,-0.111655011655012,-0.109489449430027,0.1,0.1,0.1,0.1,0.09,0.0947368421052632,0.0947368421052632,-0.1,0.101030548398969,0.104338436439682,-0.1,0,-0.135876623376623,-0.1,-0.08,-0.112,-0.114285714285714,-0.1,-0.1,-0.162740693196406,-0.0196551724137931,-0.100339026192471,-0.081156379320394,0.102517455762793,0.102517455762793,-0.04,-0.023756119270138,-0.020952380952381,-0.216736694677871,-0.192369559081929,-0.0333333333333333,0.0985174557627929,0.147348044909021,0.0345487894350697,0.0848253968253968,0.161750594186505,-0.0473424685189391,0.03,0.130032786885246,-0.201636957813428,0.126785714285714,-0.09,-0.0754202997864047,0.109090909090909,-0.158193339227822
"RAF",-0.278605200945626,-0.097979797979798,-0.236084677773548,-0.105672105672106,-0.0888888888888889,0.129969526488514,-0.109090909090909,-0.109090909090909,-0.111655011655012,-0.109489449430027,0.1,0.1,0.1,0.1,0.09,0.0947368421052632,0.0947368421052632,-0.1,0.101030548398969,0.104338436439682,-0.1,0,-0.135876623376623,-0.1,-0.08,-0.112,-0.114285714285714,-0.1,-0.1,-0.162740693196406,-0.0196551724137931,-0.100339026192471,-0.081156379320394,0.102517455762793,0.102517455762793,-0.04,-0.023756119270138,-0.020952380952381,-0.216736694677871,-0.192369559081929,-0.0333333333333333,0.0985174557627929,0.147348044909021,0.0345487894350697,0.0848253968253968,0.161750594186505,-0.0473424685189391,0.03,0.130032786885246,-0.201636957813428,0.126785714285714,-0.09,-0.0754202997864047,0.109090909090909,-0.158193339227822
"MEK",-0.279833702174128,-0.105672105672106,-0.236503087815389,-0.115161156766996,-0.097979797979798,0.134474030993018,-0.111655011655012,-0.111655011655012,-0.112607392607393,-0.105391088774289,0.09,0.1,0.1,0.0947368421052632,0.0962937062937063,0.0947368421052632,0.101030548398969,-0.114285714285714,0.104338436439682,0.104338436439682,-0.1,0.1,-0.151170741023682,-0.112,-0.03,-0.130032786885246,-0.126785714285714,-0.1,-0.1,-0.161750594186505,-0.0345487894350697,-0.103125403901449,-0.0813996883228271,0.103311106556444,0.103311106556444,-0.020952380952381,-0.0244860462774372,-0.023756119270138,-0.215420905204187,-0.195574687287057,-0.04,0.104399808703969,0.147348044909021,-0.0687845438982636,0.0892698412698413,0.166547642156984,-0.0466107612018659,0.0196551724137931,0.129379192114004,-0.205666261842732,0.135876623376623,-0.09,-0.0714130138119056,0.111655011655012,-0.158193339227822
"TWIST1",0.102049930354656,0.0491737891737892,0.0847155086367312,0.0520039778530345,0.0414814814814815,0.0794796601248214,-0.0176730440361054,-0.0176730440361054,-0.0163031810224068,0.0350830668470084,0.0357142857142857,0.0190476190476191,0.0190476190476191,0.0357142857142857,0.0501984962406015,0.0484802431610942,0.048881849586797,0.1,0.0441345295255413,0.0417768526997794,0.166666666666667,0.0333333333333333,0.0718383311603651,0.129333333333333,0.113333333333333,0.130703196347032,0.0769230769230769,0.133333333333333,0.1,0.0585403585403586,0.137704042715484,-0.148339447297628,0.0472551799875098,0.132406968371881,0.132406968371881,-0.122424242424242,-0.122185062469801,-0.127424242424242,-0.0676543002629959,-0.0821738617961175,-0.122424242424242,0.134917656868876,-0.0477556341963122,-0.144171704407027,-0.142089616460326,-0.0516096654710516,-0.0544661573600554,-0.135072463768116,-0.135136693883978,-0.0809722676255857,-0.0769230769230769,-0.0493984962406015,-0.0557528238054763,0.0176730440361054,0.0143326010073947
"SNAI2",-0.125309346820883,-0.12280701754386,-0.121370467633128,-0.126703121439964,-0.117543859649123,-0.115487375127324,-0.128169339348981,-0.128169339348981,-0.128625960353547,-0.0774677864255621,-0.0527272727272727,-0.0527272727272727,-0.0527272727272727,-0.0527272727272727,-0.0635128417564209,-0.0597695262483995,-0.0629953327000124,-0.133333333333333,-0.060727291462899,-0.0593297759349487,-0.1,-0.08,-0.144882980196649,-0.0858823529411765,0.166666666666667,-0.0920048019207683,-0.133333333333333,-0.08,-0.1,-0.0879946344735077,0.170588235294118,-0.164662208153623,-0.0459112426499324,0.148892385147892,0.148892385147892,-0.0226890756302521,-0.0156178859503668,-0.0149967679379444,-0.0752435897435897,-0.0863310450038139,-0.0274509803921569,0.135384615384615,0.0575195901145268,-0.159777424483307,-0.11551724137931,0.0836884143778139,0.037844086997352,-0.172549019607843,0.0990470554418951,0.0500595533924012,0.14367816091954,0.0597695262483995,0.023571067660175,0.128169339348981,0.0277153317381675
"cMet",-0.105952380952381,-0.0481203007518797,-0.104319811462669,-0.0502479603263478,-0.0428571428571429,-0.0588888888888889,0.175238095238095,0.175238095238095,0.177124887690925,-0.195337995337995,-0.05,-0.1,0,0.05,-0.0342424242424242,-0.0433333333333333,-0.0317054263565891,0,-0.0363208109719738,-0.0419705284860981,-0.1,0.1,-0.0595833333333333,-0.22,-0.1,-0.22,-0.0333333333333333,-0.2,0,-0.232426303854875,-0.11,-0.190006862099253,-0.0518201020390801,0.172005772005772,0.172005772005772,-0.0716666666666667,-0.0644562647754137,-0.0772222222222222,-0.23,-0.0703006875174583,-0.0466666666666667,0.273015873015873,0.226178190574475,0.104545454545455,0.266666666666667,0.241517212945784,0.0267264348936947,0.12,0.22625,-0.0673251841791168,0.0533333333333333,0.0433333333333333,0.00936154028690665,-0.175238095238095,-0.108285864978903
"CD44",-0.105952380952381,-0.0428571428571429,-0.102968460111317,-0.0481203007518797,0,-0.07,0.166666666666667,0.166666666666667,0.175238095238095,-0.195337995337995,-0.1,0,0.1,0,-0.0433333333333333,0.05,-0.0433333333333333,0,-0.0317054263565891,-0.0363208109719738,-0.1,0.1,-0.0533333333333333,-0.2,-0.1,-0.22,0,-0.1,0.1,-0.222222222222222,-0.12,-0.186881862099253,-0.045980685980686,0.173015873015873,0.173015873015873,-0.0466666666666667,-0.0772222222222222,-0.0716666666666667,-0.241111111111111,-0.0753854332801701,-0.0666666666666667,0.258730158730159,0.216374269005848,0.11,0.266666666666667,0.232426303854875,0.0306410256410256,0.1,0.22,-0.0706959706959707,0.0333333333333333,0.05,0.00300021713169037,-0.166666666666667,-0.112083333333333
"Ecadherin",-0.196902052805204,-0.202005623242737,-0.187490819156609,-0.209812314692551,-0.192727272727273,-0.176297522515549,-0.209769984917044,-0.209769984917044,-0.210049314525982,-0.134493136207016,-0.0939808481532148,-0.0823529411764706,-0.0823529411764706,-0.0939808481532148,-0.102992342406088,-0.103546065544519,-0.101873824741844,-0.22,-0.098262367705729,-0.0984491090689409,-0.166666666666667,-0.1,-0.248186628186628,-0.179166666666667,0.245454545454545,-0.193145161290323,-0.234285714285714,-0.166666666666667,-0.2,-0.126434782608696,0.227928772258669,-0.238044783687242,-0.0557381285968558,0.223844022517962,0.223844022517962,-0.0324242424242424,-0.0302754310627111,-0.029009608277901,-0.121393944026368,-0.146401987048542,-0.0470909090909091,0.193670886075949,0.0843250393507006,-0.219693478141022,-0.16159008155036,0.122318559848405,0.00719737015468723,-0.245454545454545,0.196294767589535,0.0840424288896192,0.241693121693122,0.104325675739422,-0.0186765614182074,0.209769984917044,-0.00407776131427463
"cateninmemb",-0.196902052805204,-0.202005623242737,-0.187490819156609,-0.209812314692551,-0.192727272727273,-0.176297522515549,-0.209769984917044,-0.209769984917044,-0.210049314525982,-0.134493136207016,-0.0939808481532148,-0.0823529411764706,-0.0823529411764706,-0.0939808481532148,-0.102992342406088,-0.103546065544519,-0.101873824741844,-0.22,-0.098262367705729,-0.0984491090689409,-0.166666666666667,-0.1,-0.248186628186628,-0.179166666666667,0.245454545454545,-0.193145161290323,-0.234285714285714,-0.166666666666667,-0.2,-0.126434782608696,0.227928772258669,-0.238044783687242,-0.0557381285968558,0.223844022517962,0.223844022517962,-0.0324242424242424,-0.0302754310627111,-0.029009608277901,-0.121393944026368,-0.146401987048542,-0.0470909090909091,0.193670886075949,0.0843250393507006,-0.219693478141022,-0.16159008155036,0.122318559848405,-0.0781525471394056,-0.245454545454545,0.196294767589535,0.0840424288896192,0.241693121693122,0.104325675739422,0.0228282544333109,0.209769984917044,-0.00407776131427463
"KLF4",-0.196019050597698,-0.192727272727273,-0.188515982250738,-0.202005623242737,-0.192727272727273,-0.175266594680497,-0.207564102564103,-0.207564102564103,-0.209769984917044,-0.136552632774522,-0.0823529411764706,-0.1,-0.1,-0.0823529411764706,-0.104325675739422,-0.0939808481532148,-0.103546065544519,-0.2,-0.101873824741844,-0.098262367705729,-0.2,-0.166666666666667,-0.241693121693122,-0.166666666666667,0.2,-0.179166666666667,-0.22,-0.166666666666667,-0.1,-0.129333333333333,0.245454545454545,-0.244562474562475,-0.0574840647798781,0.23000515995872,0.23000515995872,-0.0470909090909091,-0.029009608277901,-0.0324242424242424,-0.12401566687281,-0.141971607301707,-0.0590909090909091,0.2,0.0849961802902979,-0.227928772258669,-0.165537449971412,0.126434782608696,0.00488967784699492,-0.245454545454545,0.193145161290323,0.0838562091503268,0.234285714285714,0.0939808481532148,0.0783049380949377,0.207564102564103,-0.0116292487284623
"HEY1",-0.196019050597698,-0.192727272727273,-0.188515982250738,-0.202005623242737,-0.192727272727273,-0.175266594680497,-0.207564102564103,-0.207564102564103,-0.209769984917044,-0.136552632774522,-0.0823529411764706,-0.1,-0.1,-0.0823529411764706,-0.104325675739422,-0.0939808481532148,-0.103546065544519,-0.2,-0.101873824741844,-0.098262367705729,-0.2,-0.166666666666667,-0.241693121693122,-0.166666666666667,0.2,-0.179166666666667,-0.22,-0.166666666666667,-0.1,-0.129333333333333,0.245454545454545,-0.244562474562475,-0.0574840647798781,0.23000515995872,0.23000515995872,-0.0470909090909091,-0.029009608277901,-0.0324242424242424,-0.12401566687281,-0.141971607301707,-0.0590909090909091,0.2,0.0849961802902979,-0.227928772258669,-0.165537449971412,0.126434782608696,0.00488967784699492,-0.245454545454545,0.193145161290323,0.0838562091503268,0.234285714285714,0.0939808481532148,0.0783049380949377,0.207564102564103,-0.0116292487284623
"FOXC2",-0.196019050597698,-0.192727272727273,-0.188515982250738,-0.202005623242737,-0.192727272727273,-0.175266594680497,-0.207564102564103,-0.207564102564103,-0.209769984917044,-0.136552632774522,-0.0823529411764706,-0.1,-0.1,-0.0823529411764706,-0.104325675739422,-0.0939808481532148,-0.103546065544519,-0.2,-0.101873824741844,-0.098262367705729,-0.2,-0.166666666666667,-0.241693121693122,-0.166666666666667,0.2,-0.179166666666667,-0.22,-0.166666666666667,-0.1,-0.129333333333333,0.245454545454545,-0.244562474562475,-0.0574840647798781,0.23000515995872,0.23000515995872,-0.0470909090909091,-0.029009608277901,-0.0324242424242424,-0.12401566687281,-0.141971607301707,-0.0590909090909091,0.2,0.0849961802902979,-0.227928772258669,-0.165537449971412,0.126434782608696,0.00488967784699492,-0.245454545454545,0.193145161290323,0.0838562091503268,0.234285714285714,0.0939808481532148,0.0783049380949377,0.207564102564103,-0.0116292487284623
"LIV1",0.107715909090909,-0.104358974358974,0.164781143730696,-0.106556776556777,-0.0935897435897436,0.160009294544103,0.0579361283808916,0.0579361283808916,0.0524815829263462,-0.135636716087253,0.144074074074074,0.17,0.17,0.144074074074074,0.109465601673561,0.11974974974975,0.111828957670542,-0.183333333333333,0.114051179892764,0.117223593685867,-0.176190476190476,0.15,-0.14537037037037,-0.162749615975422,0.12,-0.15657677646925,-0.158333333333333,-0.15952380952381,-0.133333333333333,-0.182386072708653,0.0482240235814296,-0.249891871838722,0.00550222729932607,0.230684069729405,0.230684069729405,0.107563025210084,0.105302717212071,0.115138782785842,0.103115043336038,0.111197032929911,0.10952380952381,0.237187613843352,0.173364053267484,-0.033557356914763,0.00217271727172717,0.165611879160266,-0.0832559171261358,-0.0634782608695652,0.16057677646925,-0.0220294560511952,0.158333333333333,-0.11775828460039,-0.114064739240794,-0.0579361283808916,0.00798038980100029
"cfos",0.117897727272727,-0.0935897435897436,0.16703678282844,-0.104358974358974,-0.116666666666667,0.171330049261084,0.0713507625272331,0.0713507625272331,0.0579361283808916,-0.134409722222222,0.17,0.15,0.15,0.17,0.11775828460039,0.144074074074074,0.11974974974975,-0.133333333333333,0.111828957670542,0.114051179892764,-0.133333333333333,0.1,-0.158333333333333,-0.15952380952381,0.04,-0.162749615975422,-0.183333333333333,-0.176190476190476,-0.1,-0.192063492063492,0.0634782608695652,-0.259536541889483,0.00297058172970582,0.232291786771206,0.232291786771206,0.10952380952381,0.115138782785842,0.107563025210084,0.124662004662005,0.124323524576689,0.0857142857142857,0.261777777777778,0.183658170914543,-0.0482240235814296,-0.00277777777777778,0.182386072708653,-0.0852705691407879,-0.12,0.15657677646925,-0.0182251082251082,0.158333333333333,-0.144074074074074,-0.111781002216573,-0.0713507625272331,0.00660107945617271
"SRC",0.0264069264069264,0.0102380952380952,0.0114552476508998,0.0245238095238095,0.015,-0.0994878660376557,0.174952023362537,0.174952023362537,0.176467174877688,-0.115436367913432,-0.075,-0.1,0,-0.075,-0.0531967213114754,-0.045,-0.0531967213114754,0.05,-0.0690503798480608,-0.0746432210113717,-0.1,0,-0.000854700854700854,-0.17,-0.0333333333333333,-0.166296296296296,0.0166666666666667,-0.15,0.1,-0.171929824561403,-0.0313131313131313,-0.241923583662714,-0.0290720382650944,0.235908954776879,0.235908954776879,0.0763888888888889,0.0877308802308802,0.0859126984126984,-0.0622352557836429,0.0473382153182687,0.0888888888888889,0.337467700258398,0.1654832836809,0.0407470935772823,0.00285714285714286,0.167425320056899,0.00541311180960934,0.0424242424242424,0.163355119825708,-0.00651004168245548,0.00641025641025641,0.045,-0.0161305633364457,-0.174952023362537,-0.0477777777777778
"Csl",0.0167819720093255,-0.137705554208101,0.0177899714345921,-0.139523736026283,-0.132442396313364,0.0174528552104097,-0.00925420406679777,-0.00925420406679777,-0.0140336158315036,-0.152900552354195,0.033986013986014,0.0430769230769231,0.0430769230769231,0.033986013986014,0.00683547635160538,0.0175024975024975,0.00893106893106893,-0.188888888888889,0.00908374068679412,0.0119996926593499,-0.183333333333333,0.02,-0.171576227390181,-0.175641025641026,0.14,-0.170264681555004,-0.177777777777778,-0.175641025641026,-0.133333333333333,-0.197355258650223,0.105714285714286,-0.280668899778046,-0.0542039581952412,0.261788596186867,0.261788596186867,0.097663082437276,0.100274402973983,0.105943337214346,0.0760573767467186,0.0795536106405672,0.100888888888889,0.265086266390614,0.284619319299626,-0.0937577639751553,-0.0481351382891819,0.185133036428,-0.00606706146476924,-0.111428571428571,0.175437095348108,-0.0237083885275049,0.180103359173127,-0.0157064440935409,-0.0147420437965943,0.00925420406679777,-0.0146689064947447
"NOTCHic",0.0245875684747158,-0.132442396313364,0.0204103248776146,-0.137705554208101,-0.0485714285714286,0.0264502845163223,0.000105401844532282,0.000105401844532282,-0.00925420406679777,-0.148733885687528,0.0430769230769231,0.02,0.02,0.0430769230769231,0.0157064440935409,0.033986013986014,0.0175024975024975,-0.133333333333333,0.00893106893106893,0.00908374068679412,-0.133333333333333,0,-0.180103359173127,-0.175641025641026,0.14,-0.175641025641026,-0.188888888888889,-0.183333333333333,-0.1,-0.200952380952381,0.111428571428571,-0.288294172109201,-0.0562173810140331,0.263446054750403,0.263446054750403,0.100888888888889,0.105943337214346,0.097663082437276,0.0866564550877324,0.0870634920634921,0.0888888888888889,0.282229123533471,0.290501672240803,-0.105714285714286,-0.0505741626794258,0.197355258650223,-0.00667868225987627,-0.14,0.170264681555004,-0.0239341221618164,0.177777777777778,-0.033986013986014,-0.0126490205407804,-0.000105401844532282,-0.0181171823568137
"IKK",-0.306794871794872,-0.212987012987013,-0.194979504935154,-0.214574314574315,-0.227272727272727,0.00142857142857142,-0.114277071990321,-0.114277071990321,-0.112868621286095,-0.116761949390815,0.00555555555555556,-0.05,-0.05,0.00555555555555556,0.024017094017094,0.0286324786324786,0.024017094017094,-0.3,0.0110227437346081,0.0055375116670976,-0.1,-0.1,-0.307014157014157,-0.2,0.05,-0.211111111111111,-0.371428571428571,-0.2,-0.2,-0.290277777777778,0.0808571428571429,-0.294860646599777,-0.0596139612618259,0.277478696741855,0.277478696741855,0.111111111111111,0.123111111111111,0.111111111111111,-0.024408014571949,-0.021282160022618,0.1,0.288644688644689,0.276057791537668,-0.0697460317460318,0.0224789915966387,0.297208470847085,0.0338127514943157,-0.0928571428571429,0.207662835249042,-0.147091503267974,0.288095238095238,-0.0286324786324786,-0.0271514032729157,0.114277071990321,-0.258412698412698
"NOTCH",0.030372692441658,-0.0485714285714286,0.0277436582109479,-0.132442396313364,-0.02,0.0361725067385445,-0.00424242424242424,-0.00424242424242424,0.000105401844532282,-0.144098124098124,0.02,0,0,0.02,0.033986013986014,0.0430769230769231,0.033986013986014,-0.1,0.0175024975024975,0.00893106893106893,-0.1,0,-0.177777777777778,-0.183333333333333,0.2,-0.175641025641026,-0.133333333333333,-0.133333333333333,0,-0.214285714285714,0.14,-0.3004329004329,-0.0548145754028107,0.281964573268921,0.281964573268921,0.0888888888888889,0.097663082437276,0.100888888888889,0.0683465959328028,0.095,0.1,0.289371980676329,0.304347826086957,-0.111428571428571,-0.0642105263157895,0.200952380952381,-0.00363608591099189,-0.14,0.175641025641026,-0.0409152542372881,0.188888888888889,-0.0430769230769231,-0.0137209960384833,0.00424242424242424,-0.0310204081632653
"Jagged",0.039463601532567,-0.02,0.0342857142857143,-0.0485714285714286,0,0.0342857142857143,-0.0133333333333333,-0.0133333333333333,-0.00424242424242424,-0.132987012987013,0,0,0,0,0.0430769230769231,0.02,0.0430769230769231,0,0.033986013986014,0.0175024975024975,0,0,-0.188888888888889,-0.133333333333333,0.1,-0.183333333333333,-0.1,-0.1,0,-0.2,0.14,-0.317575757575758,-0.0489944695827049,0.289371980676329,0.289371980676329,0.1,0.100888888888889,0.0888888888888889,0.0717948717948718,0.075,0,0.311111111111111,0.3,-0.14,-0.08,0.214285714285714,-0.00625388695811231,-0.2,0.175641025641026,-0.046,0.133333333333333,-0.02,-0.016140350877193,0.0133333333333333,-0.0371428571428571
"DELTA",0.039463601532567,-0.02,0.0342857142857143,-0.0485714285714286,0,0.0342857142857143,-0.0133333333333333,-0.0133333333333333,-0.00424242424242424,-0.132987012987013,0,0,0,0,0.0430769230769231,0.02,0.0430769230769231,0,0.033986013986014,0.0175024975024975,0,0,-0.188888888888889,-0.133333333333333,0.1,-0.183333333333333,-0.1,-0.1,0,-0.2,0.14,-0.317575757575758,-0.0489944695827049,0.289371980676329,0.289371980676329,0.1,0.100888888888889,0.0888888888888889,0.0717948717948718,0.075,0,0.311111111111111,0.3,-0.14,-0.08,0.214285714285714,-0.00625388695811231,-0.2,0.175641025641026,-0.046,0.133333333333333,-0.02,-0.016140350877193,0.0133333333333333,-0.0371428571428571
"STAT",-0.0896728971962617,-0.126656067832538,-0.102220660659305,-0.133452184337393,-0.150980392156863,-0.0870102446573035,-0.109046732837055,-0.109046732837055,-0.118001956717652,-0.127862684793625,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0196428571428571,-0.0497421695951108,-0.0287337662337662,-0.0483918858918859,-0.15,-0.0569092360496146,-0.0548830143571235,-0.15,0,-0.200799031476998,-0.18,0.166666666666667,-0.182325581395349,-0.21,-0.2,-0.1,-0.218679549114332,0.183137254901961,-0.325909659405846,-0.031716465352829,0.297023489331182,0.297023489331182,0.0352272727272727,0.048003779210873,0.0378588516746411,0.0458462033462033,0.0434394626914185,0.0227272727272727,0.413220439691028,0.204,-0.173459835547122,-0.167036124794745,0.216380698539619,0.0112519326400695,-0.206666666666667,0.181440625643136,0.0371518786061515,0.195714285714286,0.0287337662337662,-0.0203544518355112,0.109046732837055,-0.0705371506475801
"SHH",-0.161538461538462,-0.2,-0.12025974025974,-0.233333333333333,-0.1,-0.0952380952380952,-0.15,-0.15,-0.142307692307692,-0.0771428571428571,-0.2,-0.2,-0.1,-0.1,0,0,0.1,0,0.106666666666667,0.09,-0.2,0,-0.2,-0.3,0,-0.4,0,-0.2,0,-0.133333333333333,0.1,-0.35,0.0360919540229885,0.325,0.325,0.0333333333333333,-0.0266666666666667,-0.0666666666666667,-0.14,-0.116666666666667,0,0.3,0.133333333333333,-0.2,0,0.2,-0.0898924731182796,-0.1,0.28,-0.125,0.1,0.1,-0.104722222222222,0.15,-0.225
"AXIN2",-0.387276917209411,-0.0131704260651629,-0.394151108344244,-0.0158731287678656,-0.00245614035087719,0.625929001332374,-0.185627056864081,-0.185627056864081,-0.186414458438884,0.17418255070429,0.246976744186047,0.24,0.24,0.246976744186047,0.267850741149829,0.259045709703288,0.267563059861017,-0.166666666666667,0.269556025863361,0.268734581851256,0.1,0.233333333333333,-0.231062801932367,0.0578754578754579,0.18,0.0489468864468864,-0.197101449275362,0.0769230769230769,-0.133333333333333,-0.236829997699563,0.187111921586506,-0.341191091258933,0.127618875442143,0.327676193503353,0.327676193503353,-0.114984567901235,-0.116529589660048,-0.115869523653447,-0.21950677458742,-0.242455871943432,-0.11375,0.325556405442366,0.233146678988464,-0.190560197448575,-0.014852876592007,0.244766505636071,0.254695952431725,-0.182439024390244,-0.0453403290698373,-0.258106355618188,0.218840579710145,-0.259045709703288,0.0409325889825703,0.185627056864081,-0.289047236916089
"Wnt",-0.343181818181818,-0.135714285714286,-0.250782235090833,-0.152380952380952,-0.15,0.265454545454545,-0.198496240601504,-0.198496240601504,-0.203041695146958,-0.0372303921568627,0.1,0,0.1,0.2,0.230263157894737,0.225,0.230263157894737,-0.1,0.22312030075188,0.218484539162476,0,0,-0.2575,-0.1,0.1,-0.127272727272727,-0.2,-0.1,-0.1,-0.211965811965812,0.18,-0.377373737373737,0.046551724137931,0.350549976087996,0.350549976087996,-0.0666666666666667,-0.0515942028985507,-0.0733333333333333,-0.09,-0.115113871635611,-0.1,0.362745098039216,0.196410256410256,-0.185882352941176,-0.124242424242424,0.232896044523951,0.0333050847457627,-0.2,0.132034632034632,-0.217647058823529,0.22,-0.225,-0.120322393316099,0.198496240601504,-0.311902834008097
"PI3K",-0.375913900913901,-0.173076923076923,-0.277310146109839,-0.176302729528536,-0.15,0.261333333333333,-0.242528138528139,-0.242528138528139,-0.242528138528139,-0.0584210526315789,0.211111111111111,0.2,0.2,0.211111111111111,0.225693050910442,0.224154589371981,0.225693050910442,-0.3,0.22512807915903,0.224097151323978,-0.1,0.1,-0.387330316742081,-0.133333333333333,0.2,-0.156410256410256,-0.333333333333333,-0.1,-0.2,-0.256958783513405,0.205882352941176,-0.399761012875767,0.0210699311171009,0.383844880471298,0.383844880471298,-0.0941176470588235,-0.0765566714490674,-0.0741176470588235,-0.130736910148675,-0.161425120772947,-0.1,0.386842105263158,0.236945481451586,-0.18457087753134,-0.102692307692308,0.256158783513405,0.036489087307773,-0.2,0.167521367521368,-0.239285431445089,0.374509803921569,-0.224154589371981,-0.112693967020955,0.242528138528139,-0.333783972125436
