"","SNAI2","DSH","Destcompl","cMet","SOSGRB2","FOXC2","SHH","Patched","HEY1","SMO","ILK","EGR1","SMAD","cfos","FUS","TGFR","CDC42","TrCP","SUFU","TWIST1","PAK1","TGF","ZEB2","RKIP","AKT","miR200","SNAI1","Csn","IKK","ERK","MEK","NFB","cateninmemb","Jagged","Csl","KLF4","NOTCHic","NOTCH","ZEB1","TCFLEF","cateninnuc","STAT","SRC","LIV1","CD44","GLI","Frizzled","Wnt","Ecadherin","RAF","PI3K","DELTA","RAS","AXIN2","GSK3"
"TrCP",-0.23011011902262,-0.15,-0.184171493741269,-0.136186186186186,-0.0876925192519252,-0.0327976102131349,0.0528481538374011,0.0468481538374011,0.0643641414586824,0.0307987711213518,0.06068441713603,0.04,0.0587489332650623,0.00956521739130434,0.0404761904761905,0.0288006111535523,0.0257703081232493,0.133333333333333,0.0904761904761905,0.0311463391680783,0.0238095238095238,-0.034811540115301,-0.0487934367526872,0.00338317299643266,0.122977582846004,-0.00175891922682009,0.0190278003921096,0.133333333333333,0.115570175438596,-0.00448047162859248,-0.0111471382952591,0.120833333333333,0.0985604755346555,-0.0502202624403545,-0.0269230769230769,-0.0572672391360916,-0.0253846153846154,-0.0330769230769231,0.0435191189124841,0.133344235324433,0.133758028427882,0.15,0.138888888888889,0.15,0.135196087176285,0.132162316360006,0.138888888888889,0.133625730994152,0.156469422823046,0.129617673627717,0.129617673627717,0.129617673627717,0.131435855445898,0.177018000433745,0.0395351731601732
"LIV1",-0.23011011902262,-0.15,-0.184171493741269,-0.136186186186186,-0.0876925192519252,-0.0327976102131349,0.0528481538374011,0.0468481538374011,0.0643641414586824,0.0307987711213518,0.06068441713603,0.04,0.0587489332650623,0.00956521739130434,0.0404761904761905,0.0288006111535523,0.0257703081232493,0.133333333333333,0.0904761904761905,0.0311463391680783,0.0238095238095238,-0.034811540115301,-0.0487934367526872,0.00338317299643266,0.122977582846004,-0.00175891922682009,0.0190278003921096,0.133333333333333,0.115570175438596,-0.00448047162859248,-0.0111471382952591,0.120833333333333,0.0985604755346555,-0.0502202624403545,-0.0269230769230769,-0.0572672391360916,-0.0253846153846154,-0.0330769230769231,0.0435191189124841,0.133344235324433,0.133758028427882,0.15,0.138888888888889,0.15,0.135196087176285,0.132162316360006,0.138888888888889,0.133625730994152,0.156469422823046,0.129617673627717,0.129617673627717,0.129617673627717,0.131435855445898,0.177018000433745,0.0395351731601732
"CD44",-0.225583305583306,0,0.0974517079559096,-0.05,-0.0357142857142857,-0.025,0.0736363636363636,0.11,0.0514619883040936,0.15,0.0611111111111111,-0.1,0.0631519274376417,-0.075,0.1,-0.0075,-0.02,0,0.1,0.0145054945054945,0,0.0519444444444444,-0.0444444444444444,-0.118148148148148,0.0866666666666667,0.0613175230566535,-0.031632110579479,0.1,0.133333333333333,0.015,0.005,0.1,-0.0314285714285714,-0.0667599067599068,-0.1,-0.120634920634921,-0.142857142857143,-0.116541353383459,0.0349206349206349,-0.0149612403100775,-0.0364997018485391,0.1,0,0.1,-0.00333333333333333,-0.00333333333333333,-0.1,-0.05,0.0120350667679948,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.019047619047619,-0.04,0.0202380952380952
"SRC",-0.0939084444243261,0.1,0.1081071826724,0.005,0.0285714285714286,-0.0835901027077498,0.0456209150326797,0.0544444444444444,0.0378517047335319,0.11,0.0317982456140351,-0.0666666666666667,0.0561225699383594,-0.0212121212121212,0.15,0.0829365079365079,0.130555555555556,-0.1,0.1,-0.0837564734116458,0.155555555555556,-0.0793001443001443,-0.022319556753519,-0.0838057999348322,-0.0606837606837607,-0.00889181671790367,-0.00306111034208782,0,-0.0384615384615385,0.0101010101010101,0.0421764817991233,0,0.00551264780721449,-0.0360932721712538,-0.185,-0.121770025839793,-0.142142857142857,-0.117142857142857,0.0994159928122192,-0.034468212714914,-0.0239536713278894,0,-0.025,0,-0.0295901639344262,-0.0295901639344262,-0.025,-0.005,0.0486285827462298,-0.0410680016687526,-0.0410680016687526,-0.0410680016687526,-0.0471286077293587,-0.0653682689447065,0.0522077922077922
"AKT",0.0385546902261955,0.0444444444444444,-0.13254144609373,0.0662504645113341,0.00123931623931624,0.0387731523931781,0.100571300044984,0.0816239316239316,0.0954648754870731,0.0871794871794872,0.0812344137655062,0.0476190476190476,0.0883051208362133,0.0299719887955182,0.133333333333333,0.00116594930655188,0.000352941176470584,0.1,0.15,0.0369759780602862,0.0323529411764706,-0.0117399674334401,-0.0165401126846109,0.00512773671341446,0.00957996252113899,-0.0148446267780887,0.0234109428159771,0.133333333333333,0.114630467571644,-0.00538182486109197,-0.0066476476459021,0.127450980392157,0.0847885210414457,-0.0827233647031486,-0.119230769230769,-0.0110323886639676,-0.103101736972705,-0.11285783453368,0.078536976430406,-0.0574299158480456,-0.0580453004634302,-0.0444444444444444,-0.0400966183574879,-0.1,-0.0679453797655714,-0.0690437606007196,-0.0400966183574879,-0.0662504645113341,0.0937169185869909,0.0390113265729704,0.0390113265729704,0.0390113265729704,0.037806507295862,-0.103129448169159,0.0593731089698832
"Csn",-0.060833559008931,-0.116666666666667,0.111437262694079,-0.124061764298574,-0.125402974749222,-0.0914436458002558,-0.0054359794973227,0.00194106968300517,0.00847176079734219,0.000865800865800867,0.0153623188405797,-0.0266666666666667,0.0125345553444358,-0.0175757575757576,-0.0142857142857143,-0.11455223880597,-0.11455223880597,0.18,-0.0142857142857143,0.0137634408602151,-0.125,0.119564171980194,-0.0151612903225806,-0.075662184745448,0.0990666666666667,0.00516167906843937,-0.0902585114274002,0.08,0.0966666666666667,0.00848484848484848,0.0105681818181818,0.0883333333333333,-0.0210340050923827,0.0207131225547214,0.103535353535354,-0.0190662931839402,0.0996392496392496,0.10540848040848,0.0175550041356493,0.118396883984176,0.117735428782732,0.116666666666667,0.113218390804598,0.133333333333333,0.124506208743018,0.124498445521281,0.113218390804598,0.124061764298574,0.0318686566966212,0.026915168043689,0.026915168043689,0.026915168043689,0.0278748609419616,0.156577352848599,-0.0648669991956653
"PI3K",0.0438813233920246,0.1,-0.129646491585872,0.0400966183574879,0.0234615384615385,0.0455400696864112,0.0816239316239316,0.0871794871794872,0.0811791612013588,0.133333333333333,0.0660344137655062,0.0333333333333333,0.0812344137655062,0.0476190476190476,0.15,0.000352941176470584,0.0323529411764706,0,0.1,0.0372817884578398,0.05,-0.00116594930655188,-0.0131154551503643,0.00326438267614738,0.114630467571644,-0.0127055893449336,0.0221578099838969,0.1,0.127450980392157,-0.0299719887955182,-0.00538182486109197,0.133333333333333,0.0938608961688667,-0.0754385964912281,-0.15,-0.0135964912280702,-0.119230769230769,-0.103101736972705,0.0819616339646526,-0.0679453797655714,-0.0574299158480456,-0.1,-0.0444444444444444,-0.1,-0.0662504645113341,-0.0662504645113341,-0.0444444444444444,-0.0400966183574879,0.0961411610112334,0.0527099567099567,0.0527099567099567,0.0527099567099567,0.0390113265729704,-0.0977142857142857,0.0597763347763348
"ILK",0.0438813233920246,0.1,-0.129646491585872,0.0400966183574879,0.0234615384615385,0.0455400696864112,0.0816239316239316,0.0871794871794872,0.0811791612013588,0.133333333333333,0.0660344137655062,0.0333333333333333,0.0812344137655062,0.0476190476190476,0.15,0.000352941176470584,0.0323529411764706,0,0.1,0.0372817884578398,0.05,-0.00116594930655188,-0.0131154551503643,0.00326438267614738,0.114630467571644,-0.0127055893449336,0.0221578099838969,0.1,0.127450980392157,-0.0299719887955182,-0.00538182486109197,0.133333333333333,0.0938608961688667,-0.0754385964912281,-0.15,-0.0135964912280702,-0.119230769230769,-0.103101736972705,0.0819616339646526,-0.0679453797655714,-0.0574299158480456,-0.1,-0.0444444444444444,-0.1,-0.0662504645113341,-0.0662504645113341,-0.0444444444444444,-0.0400966183574879,0.0961411610112334,0.0527099567099567,0.0527099567099567,0.0527099567099567,0.0390113265729704,-0.0977142857142857,0.0597763347763348
"Wnt",-0.0196551724137931,0,-0.141820389483024,0.05,0.0787878787878788,-0.0274493927125506,0.0703463203463204,0.122727272727273,0.0594871794871795,0.15,0.0461538461538462,0,0.0391771019677996,0.0333333333333333,0.1,0.146666666666667,0.166666666666667,-0.1,0,-0.0373529411764706,0.1,-0.116231884057971,-0.00832137733142037,0.0266666666666667,0.0075,-0.00171717171717172,0.0579710144927536,-0.1,0.02,-0.0533333333333333,-0.0356862745098039,0,0.0827542372881356,-0.0538235294117647,-0.15,-0.00588235294117647,-0.164285714285714,-0.130952380952381,0.0591582974653276,-0.0661654135338346,-0.068152168500722,-0.1,-0.1,0,-0.0447368421052632,-0.0447368421052632,0,-0.05,0.102737814244502,0.0195488721804511,0.0195488721804511,0.0195488721804511,0.0150034176349966,-0.0927272727272727,0.0693573667711599
"IKK",0.233328408989166,-0.1,0.09620030019614,-0.0444444444444444,-0.127521008403361,0.111976911976912,0.101966794380587,0.0985185185185185,0.10061919504644,0.08,0.10625,0,0.105259900990099,-0.0142857142857143,0.08,-0.127272727272727,-0.15,0.2,0.1,0.179477124183007,-0.15,0.134472727272727,-0.008,-0.0114754098360656,0.200772200772201,0.00615384615384615,-0.0155781735934408,0.3,0.214285714285714,0.0102857142857143,-0.00526984126984127,0.314285714285714,-0.00171094268859632,-0.0199312714776632,0.109090909090909,-0.00256410256410256,0.0852813852813853,0.0773448773448773,0.008,0.0624366217586557,0.0502003348388244,0.1,0.0444444444444444,0.1,0.0675213675213675,0.0675213675213675,0.0444444444444444,0.0444444444444444,-0.0259672699041127,0.100120992135511,0.100120992135511,0.100120992135511,0.109980147065089,0.0919047619047619,-0.0146886446886447
"Frizzled",-0.0174469705210486,0,-0.140494129536075,0.0447368421052632,0.0636363636363636,-0.0390772996892948,0.0638947074430945,0.0703463203463204,0.0573595199127114,0.122727272727273,0.0391771019677996,0.0333333333333333,0.056934111313594,0.0533333333333333,0.15,0.116231884057971,0.146666666666667,-0.1,0.1,-0.049733893557423,0.166666666666667,-0.117184265010352,-0.0053510803017174,0.015952380952381,-0.01125,-0.00952967171717172,0.0579710144927536,0,0.0075,-0.0356862745098039,-0.00976034858387799,0.02,0.088151062684961,-0.0629144385026738,-0.164285714285714,-0.00588235294117647,-0.130952380952381,-0.113305322128852,0.0700493865742385,-0.068152168500722,-0.0595807399292934,-0.1,-0.05,-0.1,-0.0661654135338346,-0.0661654135338346,-0.05,-0.0447368421052632,0.0973765088831965,0.0150034176349966,0.0150034176349966,0.0150034176349966,0.00319239401294934,-0.102029598308668,0.0699634273772205
"NFB",0.239629221997297,-0.0444444444444444,0.100851462986838,-0.0675213675213675,-0.11594206103494,0.114765756598426,0.09232824016372,0.101966794380587,0.0988334807607253,0.0985185185185185,0.105259900990099,-0.0142857142857143,0.10786213147337,-0.0102857142857143,0.08,-0.134472727272727,-0.127272727272727,0.3,0.08,0.176619981325864,-0.15,0.142067663981588,-0.00531800766283525,-0.0127574611181169,0.198549978549979,0.00162212409946549,-0.00927680373042707,0.314285714285714,0.200772200772201,-0.00526984126984127,-0.000694677871148462,0.214285714285714,0.0104326687158387,-0.0228089693193898,0.0852813852813853,-0.0102564102564103,0.0773448773448773,0.0831513289577806,0.011448275862069,0.0502003348388244,0.0540434720937264,0.0444444444444444,0.0444444444444444,0.1,0.0624366217586557,0.0619033899932776,0.0444444444444444,0.0675213675213675,-0.0232385379618976,0.109980147065089,0.109980147065089,0.109980147065089,0.110975171940711,0.0926139817629179,-0.0127278603749192
"SHH",-0.222145593869732,0,-0.214805194805195,0,-0.05,0.025,0.0933333333333333,0.133333333333333,0.0666666666666667,0.1,0.0666666666666667,0,0.0333333333333333,-0.1,0.2,0.0666666666666667,-0.0333333333333333,0,0.2,0.05,0,-0.106666666666667,0,0.06,0.15,-0.0333333333333333,0.05,0,0.1,0.2,0.14,0,-0.0437275985663082,0.0542857142857143,0.1,0,0.2,0.166666666666667,0.05,0.11,0.0877777777777778,0.1,0.1,0,0.05,-0.05,0,-0.1,0.0933333333333334,0.15,0.15,0.15,0.173076923076923,0.180952380952381,0.192307692307692
"Patched",-0.215478927203065,0,-0.218101898101898,-0.05,-0.0166666666666667,0.045,0.0558333333333333,0.0933333333333333,0.0282051282051282,0.133333333333333,0.0333333333333333,-0.1,-0.00666666666666667,-0.2,0.1,0.106666666666667,0.0666666666666667,0,0.2,0.0833333333333333,-0.0333333333333333,-0.0816666666666667,0.00833333333333333,0.0742857142857143,0.135714285714286,-0.0190476190476191,0.0403225806451613,0,0.15,0.14,0.0861538461538462,0.1,-0.0409498207885305,0.102433862433862,0.2,-0.0111111111111111,0.166666666666667,0.157575757575758,0.0583333333333333,0.0877777777777778,0.057680690399137,0.1,0,0.1,0.11,0,-0.1,-0.05,0.117605177993528,0.173076923076923,0.173076923076923,0.173076923076923,0.204326923076923,0.226406926406926,0.201831501831502
"GSK3",0.0231950713787388,-0.0447368421052632,0.142980826550667,-0.068152168500722,-0.0412200278450987,0.0429506193520881,-0.0886547391453284,-0.08291311235107,-0.0787096079355366,-0.0638947074430945,-0.0641039226343487,-0.0356862745098039,-0.0618550470721299,-0.00976034858387799,-0.0703463203463204,-0.12589506640408,-0.117184265010352,-0.02,-0.122727272727273,0.0444251876793434,-0.116231884057971,0.128459168968183,0.00854514612521309,-0.0248172003435161,0.0152877247273799,0.013492728932738,-0.0638432278877173,-0.0075,0.0169971264367816,0.0105122282831261,0.0207395010103988,0.01125,-0.0804059545377571,0.068959818460802,0.113305322128852,0.00831324303233485,0.120997629821159,0.130608019431549,-0.0629920220880385,0.0594916927342801,0.0626495874711222,0.0447368421052632,0.0661654135338346,0.05,0.0595807399292934,0.0614145194655154,0.0661654135338346,0.0694333873900437,-0.0994730397291315,-0.00291228196813141,-0.00291228196813141,-0.00291228196813141,-0.00858455087569443,0.102865773481587,-0.171027392694113
"DSH",0.0219871335012582,-0.05,0.142593366177296,-0.0661654135338346,-0.0416851441241685,0.0447050053170004,-0.08291311235107,-0.0638947074430945,-0.0749033795618342,-0.0703463203463204,-0.056934111313594,-0.0533333333333333,-0.0641039226343487,-0.0356862745098039,-0.122727272727273,-0.117184265010352,-0.116231884057971,0,-0.15,0.050443113415579,-0.146666666666667,0.12589506640408,0.00928808817573315,-0.018050283050283,0.0169971264367816,0.0119686961074156,-0.0617391304347826,-0.02,0.01125,0.00976034858387799,0.0105122282831261,-0.0075,-0.0812017105059268,0.0714415702856195,0.130952380952381,0.00296973158195317,0.113305322128852,0.120997629821159,-0.0661123787002227,0.0595807399292934,0.0594916927342801,0.05,0.0447368421052632,0.1,0.068152168500722,0.0694333873900437,0.0447368421052632,0.0661654135338346,-0.0958839715697637,-0.00319239401294934,-0.00319239401294934,-0.00319239401294934,-0.00291228196813141,0.106670948519639,-0.0701954459387054
"SMO",-0.195478927203065,0.1,-0.209574766318952,-0.11,0.00964912280701754,0.0553448275862069,0.0113888888888889,0.0558333333333333,-0.0146520146520147,0.0933333333333333,-0.00666666666666667,-0.2,-0.00825396825396826,-0.14,0.133333333333333,0.0816666666666667,0.106666666666667,0,0.1,0.0686274509803921,0.0666666666666667,-0.0546396396396397,0.0100282485875706,0.0576190476190476,0.131714285714286,-0.0152501506931887,0.0427035330261137,0.1,0.135714285714286,0.0861538461538462,0.0952447552447552,0.15,-0.013765354769113,0.102433862433862,0.166666666666667,-0.00277777777777778,0.157575757575758,0.197575757575758,0.0701977401129944,0.057680690399137,0.0667032467901145,0,0.05,0.1,0.0877777777777778,-0.0222222222222222,-0.05,0,0.116498166923417,0.204326923076923,0.204326923076923,0.204326923076923,0.199675760286225,0.229855202268995,0.208627618336356
"SUFU",-0.201693593066547,0,-0.211954460300644,-0.057680690399137,-0.0162250030671083,0.0423893619991624,0.0373785148785149,0.018459595959596,-0.00115454651861148,0.0113888888888889,0.00400409626216077,-0.0861538461538462,0.00700640573098295,-0.0952447552447552,0.0558333333333333,0.0652779375119801,0.0546396396396397,0.15,0.0933333333333333,0.0584088510991378,0.0816666666666667,-0.0757315864271675,0.0101971825255096,0.0520562451784838,0.132204734862453,-0.017723557885209,0.0382613743041182,0.135714285714286,0.13556043956044,0.119382686279238,0.116403962874983,0.131714285714286,-0.0317537242920805,0.0855492217332929,0.197575757575758,0.00393666219473621,0.208939393939394,0.19544733044733,0.0698450534706305,0.0767575946162014,0.069647620191649,0.11,0.0877777777777778,0.05,0.0667032467901145,-0.0425181901947701,-0.0222222222222222,-0.0510683760683761,0.101431648858437,0.186138642382295,0.186138642382295,0.186138642382295,0.18803737655951,0.210671819721393,0.203920410935508
"ZEB1",-0.0632607695302821,-0.0904761904761905,-0.167238481655455,-0.124666151638892,0.0288109161793372,0.214461195283408,0.0193735290945883,0.0254233511586453,0.01777165839342,0.0352272727272727,0.0123235290226121,0.0333333333333333,0.0147273751764583,0.0613333333333333,0.0125,-0.0509304992173964,-0.0392553723138431,0.0666666666666667,-0.025,0.188659486026705,-0.0522988505747126,0.0513242000047979,0.0120907209614327,0.0743593994657825,0.064049878795349,-0.0316418493915715,0.0809306655997727,0.0666666666666667,0.0597641645096348,-0.0695686274509804,-0.059436468860672,0.0614035087719298,-0.0157121375597853,-0.0138512055783056,-0.0104166666666667,0.00632678455797435,-0.0104166666666667,-0.00380509641873279,-0.173681795172226,0.109875962513596,0.117116667014575,0.0948717948717949,0.11682301438399,0.133333333333333,0.111471707194448,0.108092226271759,0.112427409988386,0.120119717680693,0.0464148506172968,0.0974527572785248,0.0974527572785248,0.0974527572785248,0.090996064365139,0.144795343828403,0.0849087802304464
