"","FOXC2","Jagged","NOTCH","EGR1","NOTCHic","Csl","SUFU","TWIST1","MEK","Csn","ERK","AKT","cMet","NFB","IKK","SMAD","STAT","SRC","ILK","SNAI1","RKIP","Frizzled","SOSGRB2","LIV1","FUS","SNAI2","ZEB2","PAK1","RAF","PI3K","DELTA","RAS","ZEB1","CDC42","TGFR","TGF","HEY1","SMO","DSH","Wnt","Patched","GLI","AXIN2","KLF4","Destcompl","SHH","cateninnuc","TCFLEF","miR200","CD44","cateninmemb","Ecadherin","cfos","TrCP","GSK3"
"NOTCH",-0.104081632653061,0.137873977873978,0.153087557603687,-0.2,0.288571428571429,0.26,0.1,-0.0874745762711864,-0.0404761904761905,0.1,-0.0333333333333333,0.133333333333333,0.0723076923076923,0.133333333333333,0.122222222222222,0.102380952380952,0.1,0.08,0.102380952380952,-0.0243589743589744,-0.0191865605658709,0.08,0.0842105263157895,0,0.133333333333333,-0.241554741554742,-0.139533011272142,0.1,0.0218181818181818,0.0218181818181818,0.0218181818181818,0.0145718050065876,0.139533011272142,-0.133333333333333,-0.113333333333333,-0.100430107526882,0.00507246376811595,-0.183333333333333,-0.1,-0.0723076923076923,-0.144871794871795,-0.0692773892773893,-0.0614824797843666,-0.121014492753623,-0.0985403240356511,-0.133107088989442,-0.0817106702820989,-0.0747718947718948,-0.0756709956709957,-0.0692773892773893,-0.0937023473539955,-0.0512948500282965,0.1,0,-0.120872518286311
"cfos",-0.0572890619662499,0.101041666666667,0.106666666666667,-0.2,0.120512820512821,0.166666666666667,0.133333333333333,-0.0153246753246753,-0.076551215917465,0.133333333333333,-0.0443478260869565,0.145833333333333,0.0188888888888889,0.133333333333333,0.145833333333333,0.0928827444956477,0.05,0.03,0.0912698412698413,0.0127689188448682,-0.00270396270396271,0.03,0.0347222222222222,0.1,0.176190476190476,-0.182063070749202,-0.127193589300127,0.114285714285714,-5.44662309368199e-05,-5.44662309368199e-05,-5.44662309368199e-05,0.0133601679154046,0.127193589300127,-0.0904761904761905,-0.0728291316526611,-0.069798828622358,-0.0811344327836082,-0.126190476190476,-0.05,-0.0188888888888889,-0.110061443932412,-0.0188888888888889,-0.0423152709359606,-0.123904761904762,-0.0378126679076668,-0.0989503328213005,-0.027033469112677,-0.0255519876311955,-0.0661658602835073,-0.0215915915915916,-0.0196685273943655,-0.00195569177108795,0.04,-0.1,-0.0781709956709957
"Frizzled",-0.0721721118538744,0.123877748068925,0.0302521008403361,-0.0666666666666667,0.0714285714285714,0.0714285714285714,0.1,-0.0876890756302521,0.0169934640522876,0.133333333333333,0.0392156862745098,0.125833333333333,0.159210526315789,0.113333333333333,0.113333333333333,0.0957276103113965,0.2,0.175,0.0929238719936394,0.0358005521048999,0.0142857142857143,0.175,0.106060606060606,0.1,0.15,-0.22548406396171,-0.126042302939046,0.166666666666667,0.0427546138072454,0.0427546138072454,0.0427546138072454,0.0482664248308674,0.126042302939046,-0.16,-0.142608695652174,-0.132132505175983,-0.0931042007637752,-0.177272727272727,-0.3,-0.159210526315789,-0.134415584415584,-0.159210526315789,-0.106060606060606,-0.113165266106443,0.113739428724042,-0.131189777963972,-0.17570689969958,-0.170468804461485,-0.0602367424242424,-0.159210526315789,-0.0899313962873285,-0.0509275343067633,-0.0333333333333333,-0.1,-0.00412225705329154
"PAK1",-0.0552200964490085,0.104109151329243,0.102271062271062,-0.04,0.106666666666667,0.120512820512821,0.176190476190476,-0.0153246753246753,-0.088551215917465,0.133333333333333,-0.076551215917465,0.143981481481481,0.0215915915915916,0.145833333333333,0.145833333333333,0.0941730670762929,0.03,0.0188888888888889,0.0928827444956477,0.0153942171742238,0.00226841298664502,0.0188888888888889,0.0238311331133113,0.05,0.126190476190476,-0.182424734402005,-0.124942785441606,0.0904761904761905,0.0133601679154046,0.0133601679154046,0.0133601679154046,0.0188147133699501,0.124942785441606,-0.0728291316526611,-0.069798828622358,-0.0725310690595165,-0.0811344327836082,-0.110061443932412,-0.03,-0.0188888888888889,-0.0989503328213005,-0.0223035230352304,-0.0429442017535707,-0.127183450429352,-0.0405194348249601,-0.0999503328213005,-0.0257920898023322,-0.027033469112677,-0.0641354034307155,-0.0255519876311955,-0.0189359266617647,-0.00216330422783535,0.0443478260869565,-0.133333333333333,-0.0803528138528139
"CD44",-0.120833333333333,0.136783216783217,0.0195488721804511,-0.1,0.0142857142857143,0,0.1,-0.078021978021978,-0.155,0.1,-0.185,0.226666666666667,-0.15,0.2,0.233333333333333,0.154988662131519,-0.1,-0.2,0.161111111111111,-0.0842105263157895,-0.00148148148148148,-0.1,-0.05,-0.1,0.1,-0.231559551559552,-0.122222222222222,-0.0666666666666667,-0.0428571428571429,-0.0428571428571429,-0.0428571428571429,-0.0628571428571429,0.122222222222222,0.0866666666666667,0.0741666666666667,0.0630555555555556,-0.138011695906433,-0.15,0,0.05,-0.13,0.0566666666666667,0.06,-0.0365079365079365,0.135026737967914,-0.157272727272727,0.0651460942158617,0.0589922480620155,-0.0926130873956961,0.0566666666666667,0.0881684981684982,0.0468396482466616,0.125,0,-0.0613095238095238
"Jagged",-0.0857142857142857,0.145281385281385,0.288571428571429,-0.1,0.26,0.2,0,-0.079,-0.0333333333333333,0,-0.1,0.122222222222222,0.08,0.1,0.133333333333333,0.102380952380952,0,0.1,0.116666666666667,-0.0166666666666667,0.0256410256410256,0.1,0.1,0,0.1,-0.241025641025641,-0.121014492753623,0,0.04,0.04,0.04,0.0218181818181818,0.121014492753623,-0.1,-0.133333333333333,-0.113333333333333,-0.0166666666666667,-0.133333333333333,0,-0.08,-0.183333333333333,-0.0723076923076923,-0.0671428571428571,-0.116666666666667,-0.0994749034749035,-0.144871794871795,-0.0747718947718948,-0.0692773892773893,-0.0642424242424242,-0.0723076923076923,-0.0889903054691787,-0.0464561403508772,0.2,0,-0.136781609195402
"DELTA",-0.0857142857142857,0.145281385281385,0.288571428571429,-0.1,0.26,0.2,0,-0.079,-0.0333333333333333,0,-0.1,0.122222222222222,0.08,0.1,0.133333333333333,0.102380952380952,0,0.1,0.116666666666667,-0.0166666666666667,0.0256410256410256,0.1,0.1,0,0.1,-0.241025641025641,-0.121014492753623,0,0.04,0.04,0.04,0.0218181818181818,0.121014492753623,-0.1,-0.133333333333333,-0.113333333333333,-0.0166666666666667,-0.133333333333333,0,-0.08,-0.183333333333333,-0.0723076923076923,-0.0671428571428571,-0.116666666666667,-0.0994749034749035,-0.144871794871795,-0.0747718947718948,-0.0692773892773893,-0.0642424242424242,-0.0723076923076923,-0.0889903054691787,-0.0464561403508772,0.2,0,-0.136781609195402
"IKK",-0.0263780663780664,0.0137644486098094,0.0995670995670996,0,0.0948051948051948,0.109090909090909,-0.1,-0.0397712418300654,-0.0285079365079365,-0.1,-0.0262857142857143,-0.184105534105534,0.0888888888888889,-0.114285714285714,-0.197619047619048,-0.0478272827282728,0.1,0.0888888888888889,-0.0527777777777778,-0.105491942324003,-0.105191256830601,0.0888888888888889,-0.0857142857142857,0.1,-0.08,0.189966723371236,-0.0611679197994987,-0.1,0.0981851179673321,0.0981851179673321,0.0981851179673321,0.102410470080008,0.0611679197994987,0.1,0.1,0.0944,0.0606811145510836,0.08,-0.1,-0.0888888888888889,0.0688888888888889,-0.0935042735042735,-0.0828571428571429,-0.0695970695970696,-0.208566302737733,0.055095785440613,-0.0912515380397809,-0.0929393017528611,-0.0387179487179487,-0.0935042735042735,-0.134547017228581,-0.106605989200085,0.0142857142857143,0,-0.0914468864468864
"NFB",-0.0211987835095405,0.0152032975306727,0.107954196341293,-0.0142857142857143,0.0995670995670996,0.0948051948051948,-0.08,-0.0362791783380019,-0.02262558356676,-0.114285714285714,-0.0285079365079365,-0.177438867438867,0.0935042735042735,-0.197619047619048,-0.184105534105534,-0.051173007635336,0.0888888888888889,0.0888888888888889,-0.0478272827282728,-0.106861805337702,-0.0962168978562421,0.0888888888888889,-0.0825563909774436,0.1,-0.08,0.189966723371236,-0.0546545098378129,-0.1,0.102410470080008,0.102410470080008,0.102410470080008,0.0999229078909535,0.0546545098378129,0.1,0.0944,0.0906025316455696,0.057109685979655,0.0688888888888889,-0.0888888888888889,-0.0935042735042735,0.055095785440613,-0.0935042735042735,-0.0814387031408308,-0.0638278388278388,-0.207901850910491,0.0502765083321793,-0.0902319301966436,-0.0912515380397809,-0.0353946858780696,-0.0929393017528611,-0.133174261156776,-0.106605989200085,0.0262857142857143,0.1,-0.0941919844861021
"TGFR",0.0244397732512409,-0.0139450065099998,0.0880203423468122,-0.0714285714285714,0.0858620689655172,0.11,-0.02,-0.0222189271121655,-0.104843615889038,-0.1,-0.0938847117794486,-0.146074488546949,0.0785534591194969,-0.128571428571429,-0.139097744360902,-0.0548410056250717,0.0666666666666667,0.0766666666666667,-0.0651612903225806,0.0143827907142469,-0.0258008658008658,0.0957142857142857,-0.0867608836907083,0.1,-0.00333333333333334,-0.17602820968857,-0.0479547776892451,-0.128888888888889,0.131547619047619,0.131547619047619,0.131547619047619,0.136810776942356,0.0479547776892451,0.143174603174603,0.0467460317460317,0.0453275920297197,0.0607061404774965,0.041264367816092,-0.0857142857142857,-0.0976010781671159,0.041264367816092,-0.0995365620380837,-0.069976761965317,-0.0423109403944644,-0.0693518043643425,0.0373095655562049,-0.0886671007806188,-0.0868070476362433,-0.0566766103751643,-0.0825008275405495,-0.10601566025514,-0.0688356045800731,0.0872180451127819,0.1,0.0514672926588773
"TGF",0.0318633540372671,-0.0182928325969563,0.0858620689655172,-0.1,0.11,0.1,0,-0.0175925925925926,-0.0938847117794486,-0.1,-0.0872180451127819,-0.139097744360902,0.0766666666666667,-0.1,-0.128571428571429,-0.0651612903225806,0.1,0.0666666666666667,-0.07,0.0111379529561348,-0.0229437229437229,0.0857142857142857,-0.0855263157894737,0,-0.02,-0.17139858005894,-0.0407849663684904,-0.14,0.138690476190476,0.138690476190476,0.138690476190476,0.131547619047619,0.0407849663684904,0.128888888888889,0.143174603174603,0.0467460317460317,0.065183752417795,0.00333333333333334,-0.1,-0.0957142857142857,0.041264367816092,-0.0976010781671159,-0.0652557319223986,-0.0262395118230359,-0.0665292237191812,0.041264367816092,-0.0868070476362433,-0.0825008275405495,-0.0546238244514107,-0.0785534591194969,-0.101858616375233,-0.0695170355851838,0.0714285714285714,0.2,0.0522007889913956
"ZEB2",-0.227614607614608,-0.144442757415872,-0.133017234131988,-0.125,-0.124820512820513,-0.112820512820513,-0.1,-0.0986399008106616,-0.0910917636341049,-0.0888888888888889,-0.0825551782682513,-0.080708722741433,-0.0778947368421053,-0.0763888888888889,-0.0741666666666667,-0.0708624416920535,-0.07,-0.07,-0.0690331733993706,-0.0607231570389616,-0.0600161030595813,-0.0590909090909091,-0.0555494505494506,-0.05,-0.0428571428571429,-0.0352541775960469,-0.032799999755066,-0.0298701298701299,0.0303246753246753,0.0303246753246753,0.0303246753246753,0.0318236046608638,0.032799999755066,0.0353246753246753,0.0400865800865801,0.0453775853775854,0.0513140085720731,0.0571428571428571,0.0590909090909091,0.0642191142191142,0.0668989547038328,0.068806270182417,0.0704229235979978,0.0725903064392418,0.0749635060760366,0.0759898637947418,0.078539175866826,0.0798378771655273,0.0814772964691134,0.081598440545809,0.0891105301609107,0.093963988580069,0.0986842105263158,0.1,0.178275542354113
"Csn",-0.0786823537010027,-0.030386928749623,0.0547147297147297,-0.05,0.0566378066378067,0.044949494949495,-0.0142857142857143,0.0227388187626617,-0.01620670995671,-0.055,-0.0266233766233766,-0.0647666666666667,-0.13349951530259,-0.055,-0.0591666666666667,0.00422800007451287,-0.133333333333333,-0.129885057471264,0.00911231884057971,-0.0758971940061706,-0.0709508699878759,-0.129885057471264,-0.110686037126715,-0.133333333333333,-0.0142857142857143,0.0934659920741991,-0.0138130686517783,-0.115909090909091,-0.0715296856497835,-0.0715296856497835,-0.0715296856497835,-0.0767120273004552,0.0138130686517783,0.111431478968792,0.110149427686741,0.115161360860965,-0.00794019933554817,0.00519480519480519,0.133333333333333,0.13349951530259,0.0084206116464181,0.140049733643201,0.10401892508656,-0.0108324355383179,-0.113737594926671,0.0133386444333033,0.142597382700898,0.142416985827777,-0.0102184517502672,0.140166181969256,0.0650667143254884,0.030877987238684,0.0409090909090909,-0.02,-0.0143455153335869
"miR200",-0.200444758493539,0.00903791257092623,0.0163652556288442,-0.114285714285714,0.02935960591133,0.0155665024630542,0,-0.209507486378652,-0.0390414347557205,-0.04,-0.0315584415584415,-0.0300468151510853,0.131426821800367,-0.0347368421052632,-0.037593984962406,0.0167773995238139,0.14,0.135652173913043,0.0152100014046917,-0.0649028749028749,-0.0544101099770999,0.144,0.0480174081237911,0.1,0.0125,-0.237930769690146,-0.0133646953405018,0.0583333333333333,0.115962495216227,0.115962495216227,0.115962495216227,0.115214365540416,0.0133646953405018,-0.0759803921568627,-0.0679158760278305,-0.0626833178882956,-0.0214689265536723,-0.0391666666666667,-0.14,-0.139774647887324,-0.032837552742616,-0.140873548986225,-0.090914399586313,-0.00679779158040028,-0.177352571589078,-0.0263158136121813,-0.138416218171786,-0.134931369686938,-0.0220057618249699,-0.132550417305985,-0.162269281264411,-0.0522947187552303,0.0542857142857143,0.1,-0.0500824608289744
"SOSGRB2",0.0469352869352869,-0.0138328066355449,-0.146124298236974,0.00952380952380952,-0.15034965034965,-0.127272727272727,0,0.0775652173913043,-0.0528840528840529,0,-0.0589446589446589,0.0610380116959064,-0.109937888198758,0.0555555555555556,0.0818713450292398,0.0030588766072637,-0.1,-0.114285714285714,0.0135483870967742,0.0300966595593461,-0.0184941520467836,-0.114285714285714,0.0169444444444444,0,0.0333333333333333,0.233876514676997,0.0194235588972431,-0.0142857142857143,-0.200188323917137,-0.200188323917137,-0.200188323917137,-0.198906272635086,-0.0194235588972431,0.0342857142857143,0.0227472527472527,0.0220380328890967,-0.0174242424242424,-0.0166666666666667,0.1,0.105952380952381,-0.00315315315315315,0.104503105590062,0.0878987898789879,0.012280701754386,-0.00708139734985373,-0.000827571757804314,0.115756399894907,0.110593875994334,0.0112464996594263,0.108488612836439,0.154017511017511,0.12705580400309,0.0238095238095238,0.1,-0.026553505711991
"RKIP",0.0647804302976717,-0.142323550812515,-0.0604118104118104,0.15,-0.0565656565656566,-0.0111111111111111,-0.1,0.154266191325015,0.0498165810711666,-0.2,0.0689655172413793,-0.141233766233766,-0.149122807017544,-0.157142857142857,-0.132142857142857,-0.11605563958193,-0.1,-0.133333333333333,-0.109124946512623,0.0363741476160562,-0.104971988795518,-0.133333333333333,-0.126285714285714,0,-0.0666666666666667,0.387114588797575,0.0447680535628886,-0.0666666666666667,-0.0470779220779221,-0.0470779220779221,-0.0470779220779221,-0.0325480075480076,-0.0447680535628886,0.0866666666666667,0.0866666666666667,0.0857320872274143,0.104258614014712,0.106666666666667,0.1,0.143333333333333,0.118666666666667,0.139487179487179,0.10478199718706,0.0347680535628886,-0.0934653303830243,0.130142076502732,0.15513447982311,0.148773156667894,0.0168010196619236,0.14527665317139,0.185419032477856,0.159117915727747,-0.1,0.2,0.0681245074862096
"RAF",0.0647804302976717,-0.142323550812515,-0.0604118104118104,0.15,-0.0565656565656566,-0.0111111111111111,-0.1,0.154266191325015,0.0498165810711666,-0.2,0.0689655172413793,-0.141233766233766,-0.149122807017544,-0.157142857142857,-0.132142857142857,-0.11605563958193,-0.1,-0.133333333333333,-0.109124946512623,0.0363741476160562,-0.104971988795518,-0.133333333333333,-0.126285714285714,0,-0.0666666666666667,0.387114588797575,0.0447680535628886,-0.0666666666666667,-0.0470779220779221,-0.0470779220779221,-0.0470779220779221,-0.0325480075480076,-0.0447680535628886,0.0866666666666667,0.0866666666666667,0.0857320872274143,0.104258614014712,0.106666666666667,0.1,0.143333333333333,0.118666666666667,0.139487179487179,0.10478199718706,0.0347680535628886,-0.0934653303830243,0.130142076502732,0.15513447982311,0.148773156667894,0.0168010196619236,0.14527665317139,0.185419032477856,0.159117915727747,-0.1,0.2,0.0681245074862096
"ERK",0.0710405365577779,-0.152663270346388,-0.0568369878386661,0.0689655172413793,-0.0582220293899126,-0.0604118104118104,-0.106666666666667,0.162395925668341,-0.0293199091795298,-0.132142857142857,-0.0401834189288335,-0.165184117016281,-0.148773156667894,-0.141233766233766,-0.154174942704354,-0.122850242482366,-0.149122807017544,-0.14527665317139,-0.120114680172336,0.0327060564479651,-0.0947242245380779,-0.139487179487179,-0.113793804900601,-0.133333333333333,-0.118666666666667,0.396011273520447,0.0498511681735622,-0.0866666666666667,-0.0373099123099123,-0.0373099123099123,-0.0373099123099123,-0.0418203633550168,-0.0498511681735622,0.0857320872274143,0.0842722332128158,0.0883931123336949,0.110054456397585,0.130142076502732,0.143333333333333,0.142983682983683,0.133410050358941,0.149750600276916,0.111725526081809,0.0527343098328384,-0.0874924916572173,0.137274784658458,0.159591315841284,0.158480204730173,0.0177427121283838,0.15513447982311,0.192780981902318,0.162027428201508,-0.0498165810711666,0.157142857142857,0.069583534013356
"MEK",0.0701858357030771,-0.1472415835994,-0.0582220293899126,0.1,-0.0604118104118104,-0.0565656565656566,-0.0666666666666667,0.15976069681952,-0.0401834189288335,-0.157142857142857,0.0498165810711666,-0.154174942704354,-0.14527665317139,-0.132142857142857,-0.141233766233766,-0.120114680172336,-0.133333333333333,-0.149122807017544,-0.11605563958193,0.033169019410928,-0.0944456730060445,-0.143333333333333,-0.119619047619048,-0.1,-0.106666666666667,0.39222407784867,0.0503236091184441,-0.0866666666666667,-0.0325480075480076,-0.0325480075480076,-0.0325480075480076,-0.0373099123099123,-0.0503236091184441,0.0866666666666667,0.0857320872274143,0.0842722332128158,0.109713159469257,0.118666666666667,0.133333333333333,0.139487179487179,0.130142076502732,0.142983682983683,0.109286501691565,0.0465327594452415,-0.0905364600901372,0.133410050358941,0.158480204730173,0.15513447982311,0.0189682023244623,0.148773156667894,0.190297081258344,0.160757259990042,-0.0689655172413793,0.2,0.0664046057663079
