"","FOXC2","CDC42","PAK1","TGF","ERK","SOSGRB2","cfos","IKK","Csl","NFB","TrCP","AKT","Csn","SNAI1","NOTCHic","SHH","SMO","SNAI2","Patched","ILK","TWIST1","PI3K","DELTA","RAS","LIV1","Wnt","Frizzled","GLI","GSK3","ZEB1","Destcompl","CD44","cateninnuc","TCFLEF","SRC","cMet","DSH","STAT","AXIN2","Ecadherin","RAF","cateninmemb","HEY1","SMAD","miR200","SUFU","NOTCH","FUS","Jagged","RKIP","ZEB2","EGR1","MEK","TGFR","KLF4"
"cMet",0.100495780590717,0.113333333333333,0.113333333333333,0.114160756501182,0.385,0.384285714285714,0.365,-0.0333333333333333,-0.214285714285714,0,-0.1,-0.0208333333333333,0,0.08355995278386,-0.251127819548872,-0.16,-0.16,0.223095136817765,-0.16,-0.142403628117914,0.0560209079310203,0.134285714285714,0.134285714285714,0.136172506738544,-0.1,-0.156666666666667,-0.15,-0.156666666666667,0.19573732718894,0.0935064935064935,0.136801133229705,0.158992248062016,0.162225624854714,0.160530709600477,0.25,0.156666666666667,0.1,0.2,0.187936507936508,0.287076744450089,-0.134285714285714,0.274469125180869,0.133883728930169,0.151494537208823,0.0537789580588494,0.1,0.25325547912334,0.1,0.170815850815851,-0.258518518518519,-0.0909090909090909,-0.325,-0.390454545454545,-0.107777777777778,0.0222222222222222
"Jagged",0.147142857142857,0.2,0.2,0.162666666666667,0.26,0.22,0.2,-0.1,-0.1,0,0,-0.0666666666666667,0,0.0166666666666667,-0.16,-0.0826923076923077,-0.1,0.141503267973856,-0.075,-0.0666666666666667,0.054,0.0533333333333333,0.0533333333333333,0.0533333333333333,0,-0.02,0,-0.0276923076923077,0.0409961685823755,0.0623188405797102,0.0182857142857143,0.0276923076923077,0.0257609057609058,0.0246620046620047,0,0.02,0,0,0.0242857142857143,0.0785964912280702,-0.0533333333333333,0.0558240351198098,-0.0333333333333333,0.0714285714285714,-0.000606060606060604,0,0.16,0,0.0556709956709957,-0.0564102564102564,-0.0884057971014493,-0.1,-0.226666666666667,-0.166666666666667,-0.0666666666666667
"DELTA",0.147142857142857,0.2,0.2,0.162666666666667,0.26,0.22,0.2,-0.1,-0.1,0,0,-0.0666666666666667,0,0.0166666666666667,-0.16,-0.0826923076923077,-0.1,0.141503267973856,-0.075,-0.0666666666666667,0.054,0.0533333333333333,0.0533333333333333,0.0533333333333333,0,-0.02,0,-0.0276923076923077,0.0409961685823755,0.0623188405797102,0.0182857142857143,0.0276923076923077,0.0257609057609058,0.0246620046620047,0,0.02,0,0,0.0242857142857143,0.0785964912280702,-0.0533333333333333,0.0558240351198098,-0.0333333333333333,0.0714285714285714,-0.000606060606060604,0,0.16,0,0.0556709956709957,-0.0564102564102564,-0.0884057971014493,-0.1,-0.226666666666667,-0.166666666666667,-0.0666666666666667
"DSH",0.286969570617061,0.306666666666667,0.306666666666667,0.311591173054588,0.280348583877996,0.352180339985218,0.272941176470588,0.0583333333333333,-0.189285714285714,0.0708333333333333,0.133333333333333,0.0778735632183908,0.0333333333333333,0.205496894409938,-0.19124649859944,-0.11869644966815,-0.114718614718615,-0.00331680467005125,-0.108267001815389,-0.115269441611541,0.0743608081530484,0.184597768580363,0.184597768580363,0.198883482866077,-0.1,-0.130451127819549,-0.119736842105263,-0.12718315396334,0.221027294304757,0.170284282351122,0.0874485090051208,0.127139869541403,0.129319405647921,0.131901774303308,0.119736842105263,0.130451127819549,0.125,0.125,0.177840875638933,0.204697778926729,-0.184597768580363,0.172135173508025,0.101210555029144,0.114892083120975,0.0101850055432373,0.1,0.203134610487552,0.0909090909090909,0.110821570700162,-0.269092574092574,-0.0880931792272077,-0.22,-0.302153095156191,-0.313333333333333,-0.0944140763101357
"SNAI1",0.145586237855039,0.165380697733639,0.163865546218487,0.168919389783701,0.249408007860477,0.260797683541939,0.24274134119381,-0.0475633528265107,-0.0987179487179487,-0.0605263157894737,-0.075,-0.0572855750487329,-0.05,-0.0634389153973654,-0.103113553113553,-0.0918145745405376,-0.0842805939580133,0.103538383669483,-0.0962805939580133,-0.0716077828981055,0.0371189897059462,0.0483429222884029,0.0483429222884029,0.0453872572637724,-0.12,-0.11044216231636,-0.116783625730994,-0.113550023376689,0.111266276627663,0.0851786079502924,0.105552736873304,0.115009464910455,0.115075688897068,0.113630154565627,0.116996996996997,0.112046501947492,0.108888888888889,0.108888888888889,0.145313153556485,0.210956508056189,-0.0483429222884029,0.19826135639369,0.0637170910343148,0.0741908087283638,-0.00318724303246329,0.0857142857142857,0.102705389848247,0.0953917050691244,0.090104314527447,-0.0909771727305651,-0.0864718424839929,-0.247826086956522,-0.252098590820118,-0.168112938170797,-0.0816879628211021
"EGR1",0.142917876990998,0.163865546218487,0.161904761904762,0.168112938170797,0.24274134119381,0.258910891089109,0.247826086956522,-0.0605263157894737,-0.106410256410256,-0.05,-0.1,-0.0475633528265107,-0.075,0.0386963159193605,-0.0987179487179487,-0.0962805939580133,-0.0953917050691244,0.102566208007398,-0.0842805939580133,-0.0748335893497184,0.0380420666290232,0.0410701950156756,0.0410701950156756,0.0483429222884029,-0.1,-0.116783625730994,-0.108888888888889,-0.11044216231636,0.104863636363636,0.0848096042602555,0.109335631610146,0.112046501947492,0.113630154565627,0.115009464910455,0.108888888888889,0.116996996996997,0.12,0.12,0.143914552157883,0.209707808784597,-0.0410701950156756,0.199055829623397,0.0684789957962195,0.0716077828981055,-0.00385967338789076,0.0857142857142857,0.103113553113553,0.0857142857142857,0.0893984321745058,-0.0893035325632011,-0.0841348191137592,-0.2,-0.249408007860477,-0.165380697733639,-0.0851147540983607
"CD44",0.0941666666666667,0.113333333333333,0.133333333333333,0.107777777777778,0.365,0.364285714285714,0.325,0,-0.2,0,0,-0.0333333333333333,-0.1,0.0801701222753854,-0.214285714285714,-0.16,-0.1,0.223825063825064,-0.16,-0.144444444444444,0.0504029304029304,0.114285714285714,0.114285714285714,0.134285714285714,-0.1,-0.15,-0.1,-0.156666666666667,0.189285714285714,0.0904761904761905,0.13747680890538,0.156666666666667,0.160530709600477,0.158992248062016,0.2,0.25,0,0.1,0.18,0.284786668114211,-0.114285714285714,0.271978021978022,0.139766081871345,0.142403628117914,0.0428414580588494,0.1,0.251127819548872,0.1,0.170815850815851,-0.236296296296296,-0.0777777777777778,-0.3,-0.385,-0.113333333333333,0.00793650793650794
"Patched",0.19,0.333333333333333,0.233333333333333,0.325,0.2,0.283333333333333,0.1,-0.1,0,-0.1,0,-0.142857142857143,0,0.146774193548387,-0.0333333333333333,-0.280833333333333,-0.133333333333333,-0.235892720306513,-0.293333333333333,-0.116666666666667,0.0138888888888889,0.0384615384615385,0.0384615384615385,0.0259615384615385,-0.1,-0.2,-0.2,-0.2125,0.0721611721611722,0.175,0.0476723276723277,0.12,0.119298813376483,0.114444444444444,0.1,0.1,0.2,0.1,0.265800865800866,0.0706877022653722,-0.0384615384615385,0.144462365591398,0.11025641025641,0.146666666666667,0.0142857142857143,0,0.0606060606060606,0.1,0.166560846560847,-0.18,-0.075,-0.1,-0.207692307692308,-0.333333333333333,-0.0444444444444444
"NOTCH",0.149183673469388,0.166666666666667,0.2,0.16589247311828,0.226666666666667,0.225263157894737,0.26,-0.0666666666666667,-0.16,-0.1,0,-0.0555555555555556,0,0.0151282051282051,-0.16,-0.0885746606334842,-0.075,0.142032368502957,-0.0826923076923077,-0.0714285714285714,0.0556949152542373,0.0533333333333333,0.0533333333333333,0.0547826086956522,0,-0.0276923076923077,-0.02,-0.0246620046620047,0.0478143504005573,0.077133655394525,0.0192202937249666,0.0246620046620047,0.0253527424955996,0.0257609057609058,0.02,0.0276923076923077,0,0,0.0261725067385445,0.077790039615167,-0.0533333333333333,0.0563475953292338,-0.0289855072463768,0.0614285714285714,-0.00632034632034632,0,0.0696774193548387,0.1,0.0556709956709957,-0.0667550839964633,-0.0735909822866345,-0.2,-0.248095238095238,-0.162666666666667,-0.0884057971014493
"SMO",0.183103448275862,0.333333333333333,0.333333333333333,0.322297297297297,0.207692307692308,0.309649122807018,0.2,-0.142857142857143,-0.0333333333333333,-0.1,0,-0.114857142857143,-0.1,0.153917050691244,-0.0606060606060606,-0.303055555555556,-0.293333333333333,-0.237797482211275,-0.280833333333333,-0.146666666666667,0.0168300653594771,0.0259615384615385,0.0259615384615385,0.0445661896243292,-0.1,-0.2125,-0.2,-0.206944444444444,0.0595398129378712,0.180084745762712,0.0616258160444207,0.114444444444444,0.116291294579491,0.119298813376483,0.1,0.12,0.2,0.1,0.269249141662935,0.0681046764351139,-0.0259615384615385,0.149316734523437,0.143589743589744,0.135555555555556,0.0130198915009042,0.1,0.0756060606060606,0.133333333333333,0.173703703703704,-0.191111111111111,-0.0665254237288136,-0.1,-0.228904428904429,-0.325,-0.0694444444444444
"KLF4",-0.00357991082431494,0.0529090909090909,0.0409090909090909,0.0516082779009608,-0.0224598930481283,0.102644368210406,-0.0636363636363636,-0.0266666666666667,-0.0145454545454545,-0.06,-0.1,-0.0637037037037037,0,0.0327742317405606,-0.0461244019138756,-0.0274865591397849,-0.0166666666666667,-0.130387658555126,-0.0479166666666667,-0.0133333333333333,0.012239651416122,-0.021025641025641,-0.021025641025641,-0.0401432880844645,-0.0333333333333333,-0.00848153214774282,-0.0294117647058824,-0.0222746355960187,0.0535597660908297,0.0747626418988648,0.0354961943774341,0.023264140843395,0.0204144592563697,0.0135651441878766,0.0294117647058824,0.00848153214774282,0,0,0.124604164576904,0.218970786050007,0.021025641025641,0.216396573164866,0.00325439266615737,0.0278260869565217,0.0473667073667074,0,0.0265367730478962,0.0333333333333333,0.0190850029530689,-0.0430735930735931,-0.0603199174406605,0,0.0420475219141077,-0.0462424242424242,-0.0333333333333333
"HEY1",-0.00357991082431494,0.0529090909090909,0.0409090909090909,0.0516082779009608,-0.0224598930481283,0.102644368210406,-0.0636363636363636,-0.0266666666666667,-0.0145454545454545,-0.06,-0.1,-0.0637037037037037,0,0.0327742317405606,-0.0461244019138756,-0.0274865591397849,-0.0166666666666667,-0.130387658555126,-0.0479166666666667,-0.0133333333333333,0.012239651416122,-0.021025641025641,-0.021025641025641,-0.0401432880844645,-0.0333333333333333,-0.00848153214774282,-0.0294117647058824,-0.0222746355960187,0.0535597660908297,0.0747626418988648,0.0354961943774341,0.023264140843395,0.0204144592563697,0.0135651441878766,0.0294117647058824,0.00848153214774282,0,0,0.124604164576904,0.218970786050007,0.021025641025641,0.216396573164866,0.00325439266615737,0.0278260869565217,0.0473667073667074,0,0.0265367730478962,0.0333333333333333,0.0190850029530689,-0.0430735930735931,-0.0603199174406605,0,0.0420475219141077,-0.0462424242424242,-0.0333333333333333
"FOXC2",-0.00357991082431494,0.0529090909090909,0.0409090909090909,0.0516082779009608,-0.0224598930481283,0.102644368210406,-0.0636363636363636,-0.0266666666666667,-0.0145454545454545,-0.06,-0.1,-0.0637037037037037,0,0.0327742317405606,-0.0461244019138756,-0.0274865591397849,-0.0166666666666667,-0.130387658555126,-0.0479166666666667,-0.0133333333333333,0.012239651416122,-0.021025641025641,-0.021025641025641,-0.0401432880844645,-0.0333333333333333,-0.00848153214774282,-0.0294117647058824,-0.0222746355960187,0.0535597660908297,0.0747626418988648,0.0354961943774341,0.023264140843395,0.0204144592563697,0.0135651441878766,0.0294117647058824,0.00848153214774282,0,0,0.124604164576904,0.218970786050007,0.021025641025641,0.216396573164866,0.00325439266615737,0.0278260869565217,0.0473667073667074,0,0.0265367730478962,0.0333333333333333,0.0190850029530689,-0.0430735930735931,-0.0603199174406605,0,0.0420475219141077,-0.0462424242424242,-0.0333333333333333
"Destcompl",0.119004933609847,0.138233638282899,0.143061224489796,0.140245564650543,0.0861783025717452,0.146417238807503,0.100932400932401,0.00538302277432712,-0.0565922444183314,0.0387163561076605,0.0666666666666667,0.0308863784790251,-0.00476190476190477,0.0646911926263152,-0.0424618096357227,-0.122516655207801,-0.126655719759168,-0.124406895856552,-0.109557274163313,-0.0649206349206349,0.00993003219940709,0.0593277402447941,0.0593277402447941,0.0750263273719527,-0.0166666666666667,-0.0403011631887259,-0.027429876060013,-0.0323234266395608,0.0532060280055693,0.112086031452359,-0.0416208443990402,0.032653756657028,0.0346366001880752,0.0388181402186718,0.027429876060013,0.0408627118809086,0.0452380952380952,0.0452380952380952,0.14170156255136,0.0452778581650001,-0.0593277402447941,0.0430925829251225,0.0602617894925587,0.0580200501253133,0.0326931430581685,0.122222222222222,0.0550870601367247,0.0980842911877395,0.0426252603680479,-0.0870625326382778,-0.0546007518024169,-0.0615384615384615,-0.103899821559087,-0.143496796177636,-0.0694430230323593
"cateninnuc",0.0429846383125072,0.129186813186813,0.124571428571429,0.129071368725638,0.00688646032619616,0.162655175351463,-0.0108350586611456,-0.0257272727272727,-0.0140615191462649,-0.0477272727272727,-0.0333333333333333,-0.0374460227272727,-0.00833333333333333,0.0282631571239438,-0.0256894261230091,-0.118375713950742,-0.114134790528233,-0.271832542281325,-0.124693796739413,-0.0464516594516595,-0.0495816374615373,0.000195030195030202,0.000195030195030202,-0.00822247822247822,-0.0939393939393939,-0.0816220805202342,-0.088143819650669,-0.0867604204411828,0.0477474353964643,0.11702418032968,0.041134364431843,0.088302880694185,-0.0123237848917392,0.0849421637412351,0.0896658896658897,0.0831441505354549,0.0785547785547786,0.0785547785547786,0.255684719506729,-0.00970289758000096,-0.000195030195030202,0.0832295478888627,0.034743749609334,0.0520451110205544,0.0269365489551923,0.0888888888888889,0.0206894261230091,0.128888888888889,0.090394639890196,-0.0350712885129758,-0.0542183332436716,0.00289855072463768,-0.000464441977572305,-0.126887962612101,-0.0461637314840162
"SHH",0.2,0.233333333333333,0.2,0.333333333333333,0.1,0.25,0.1,-0.1,-0.1,0,0,-0.1,0,0.15,0,-0.293333333333333,-0.1,-0.23455938697318,-0.133333333333333,-0.133333333333333,0.025,0,0,0.0384615384615385,0,-0.2,-0.2,-0.2,0.0435897435897436,0.2,0.0641558441558442,0.1,0.114444444444444,0.12,0.1,0.1,0.2,0.1,0.247619047619048,0.0658333333333333,0,0.147240143369176,0.133333333333333,0.116666666666667,0,0,0.0333333333333333,0,0.162857142857143,-0.18,-0.05,0,-0.2,-0.333333333333333,-0.1
"ZEB1",-0.100746131469334,-0.101974012993503,-0.10632183908046,-0.109028651468262,-0.0910588235294118,-0.0938401559454191,-0.104,-0.0212884670693126,0.00833333333333333,-0.0196491228070175,-0.0333333333333333,-0.0270027527835983,0.00666666666666667,0.0188158500064383,-0.00539215686274511,0.000688827779575112,-0.000378787878787877,-0.134434470081969,-0.000378787878787877,0.00721020389261567,-0.0742808485241381,-0.0853486664435164,-0.0853486664435164,-0.0930652018765873,0,0.0251005092468507,0.0212543554006969,0.0206331552949607,-0.089226492033806,-0.126437458387807,0.00409559751357279,-0.0167810917362567,-0.0169944822513086,-0.0194406662043418,-0.0157598499061914,-0.0216422028473678,-0.0285714285714286,-0.0230769230769231,0.0838256606333447,0.0536175634647816,0.0853486664435164,0.147981452585601,-0.0087719361812626,-0.00624866543107721,-0.0329101139795932,-0.0166666666666667,-0.00287230594717225,-0.00416666666666667,0.0162889745664568,-0.00760431058303399,-0.0471934007139934,0.1,0.103834153925888,0.110603454617869,-0.0335101569436378
"IKK",-0.0216161616161616,-0.0277777777777778,-0.05,-0.0253777777777778,0.0342857142857143,-0.0680672268907563,0.0142857142857143,0.202380952380952,-0.0727272727272727,0.285714285714286,0.2,0.19967824967825,0.3,0.113549618320611,-0.087012987012987,0.0893997445721584,0.1,-0.301785895484526,0.0962962962962963,0.08125,-0.129673202614379,0.10508166969147,0.10508166969147,0.0980394161703433,-0.1,-0.0534188034188034,-0.0611111111111111,-0.0611111111111111,0.216886446886447,0.0513784461152882,0.0934779593349679,0.0611111111111111,0.0613757181339245,0.0571563088512241,0.0611111111111111,0.0534188034188034,0.05,0.05,0.0778571428571429,-0.0272486864266499,-0.10508166969147,0.0293356643356643,-0.0876160990712074,-0.080259900990099,0.0179821627647715,-0.1,0.0822510822510822,-0.08,-0.0115385816932209,-0.117030965391621,-0.0453333333333333,0,-0.0276190476190476,0.0277777777777778,-0.0307692307692308
"Ecadherin",-0.0115890641423927,0.0462424242424242,0.0529090909090909,0.0481724731993333,-0.0420475219141077,0.102644368210406,-0.0224598930481283,-0.0637037037037037,-0.0461244019138756,-0.0266666666666667,0,-0.0364309764309764,-0.06,0.0441666368038517,-0.0265367730478962,-0.0416597874862416,-0.0479166666666667,-0.131892775954283,-0.0274865591397849,-0.0278260869565217,0.0113085527196602,-0.0401432880844645,-0.0401432880844645,-0.025059489201783,0,-0.0222746355960187,-0.00848153214774282,-0.0129413022626853,0.0356789713888429,0.0761844428467321,0.0497552810503138,0.0135651441878766,0.015745925176071,0.0204144592563697,0.00848153214774282,0.023264140843395,0.0294117647058824,0.0294117647058824,0.121099009937729,0.117412850314856,0.0401432880844645,0.221140162908456,0.0200329161560903,0.0188672491841246,0.0326553479626105,0.0333333333333333,0.0410349143118367,0.0166666666666667,0.0170255063855632,-0.0344593608638552,-0.0413625714690965,0.0636363636363636,0.0236161493650881,-0.0516082779009608,-0.0624472573839662
"NFB",-0.0275922572336915,-0.0277777777777778,-0.0277777777777778,-0.0285423347398031,0.0276190476190476,-0.0649093321539142,0.0342857142857143,0.19967824967825,-0.087012987012987,0.202380952380952,0.3,0.19967824967825,0.285714285714286,0.118755097772665,-0.0822510822510822,0.0857852867408331,0.0962962962962963,-0.302598903614607,0.0893997445721584,0.080259900990099,-0.131895424836601,0.0980394161703433,0.0980394161703433,0.105999615175318,-0.05,-0.0611111111111111,-0.0534188034188034,-0.0577403245942572,0.211396250808016,0.0494627373030277,0.0996241387369612,0.0571563088512241,0.059258071075101,0.0613757181339245,0.0534188034188034,0.0611111111111111,0.0611111111111111,0.0611111111111111,0.0764387031408308,-0.0269276591393305,-0.0980394161703433,0.0317643866165514,-0.0840446704997788,-0.0828621314733704,0.00982506306688626,-0.08,0.0932188241865661,-0.1,-0.0136968550745158,-0.110620708981365,-0.0357547892720307,-0.0142857142857143,-0.0400373482726424,0.0253777777777778,-0.0442307692307692
