"","NOTCHic","Destcompl","Csl","TrCP","LIV1","ZEB2","ZEB1","cateninmemb","Csn","SNAI1","TWIST1","NFB","CD44","SUFU","HEY1","TCFLEF","IKK","SHH","AKT","SMAD","FUS","ILK","DSH","SNAI2","FOXC2","miR200","KLF4","RAS","GSK3","RAF","PI3K","DELTA","Frizzled","STAT","SRC","Ecadherin","Wnt","GLI","cateninnuc","Patched","cMet","SMO","Jagged","AXIN2","NOTCH","RKIP","ERK","cfos","MEK","EGR1","TGFR","TGF","CDC42","PAK1","SOSGRB2"
"DSH",0.0463585434173669,0.205094746685981,0.0404761904761905,-0.0666666666666667,0.1,-0.0491725984356363,-0.0491725984356363,-0.00770606068384112,-0.0466666666666667,-0.0757660455486542,-0.0476977173848263,-0.0591666666666667,0.100627396305333,-0.05,-0.0410124328825337,0.102055967733904,-0.0591666666666667,-0.0686715191266943,-0.060316091954023,-0.0461573749717016,-0.0772727272727273,-0.0510630353490601,0.1,-0.0232492328842097,-0.0826946126089333,-0.0282255481645726,-0.0620352995567159,0.094594079201963,-0.142471046168542,0.0959946394260526,0.0959946394260526,0.0959946394260526,-0.105263157894737,-0.1,-0.105263157894737,0.113139098406622,-0.105263157894737,-0.100687994496044,-0.100720259808704,0.0692850160592096,-0.105263157894737,0.0725108225108225,-0.00264099614475811,-0.149306785844908,-0.0512536483124718,0.0248967698967699,-0.0505010893246187,-0.0690196078431373,-0.0557642472193556,-0.0866666666666667,-0.0201656314699793,-0.0253921123062162,-0.0249275362318841,-0.0466666666666667,-0.155062823355506
"SNAI1",-0.0425274725274725,-0.108045669585444,-0.0392307692307692,-0.0833333333333333,-0.08,-0.0485166036694084,-0.0485166036694084,-0.124109538944359,-0.0958333333333333,-0.0896040243125262,0.0803467474554431,-0.0958333333333333,-0.0818445177851118,-0.0476190476190476,-0.0719936775309824,-0.0833617591644222,-0.0939814814814815,-0.0567252096324024,-0.0898148148148148,-0.0698479835796822,-0.0572964669738863,-0.0699709848096945,-0.0837037037037037,0.0789578230366703,-0.0417326728884006,-0.0404302959219778,-0.0457215668249834,-0.105506619890185,-0.0165148139813981,-0.105014009052746,-0.105014009052746,-0.105014009052746,0.0837037037037037,0.0837037037037037,0.0837037037037037,0.0986481813019656,0.0802890695573622,0.081203146339812,0.0826906182248249,0.0565310348751209,0.0807334066740007,0.0585310348751209,0.0615505708929788,0.111446540880503,0.0421193092621664,-0.0703223366860991,-0.275403586342422,-0.280736919675755,-0.269125559436592,-0.275652173913043,-0.144698952606378,-0.143086049380571,-0.149070537305831,-0.152100840336134,-0.199636392884571
"Jagged",-0.16,-0.0861776061776062,-0.1,0,0,-0.0471014492753623,-0.0471014492753623,-0.118340954819828,0,0.0333333333333333,0.097,0,-0.0569230769230769,0,-0.166666666666667,-0.0599533799533799,-0.0333333333333333,-0.041025641025641,-0.0888888888888889,-0.0714285714285714,0,-0.0666666666666667,0,0.101809954751131,-0.0528571428571429,-0.0672727272727273,-0.0166666666666667,-0.110909090909091,0.0203065134099617,-0.12,-0.12,-0.12,0.1,0,0.1,0.0865263157894737,0.08,0.0569230769230769,0.0654478854478854,0.0333333333333333,0.08,0.0333333333333333,0.0548051948051948,0.104285714285714,0.145714285714286,-0.0769230769230769,-0.26,-0.2,-0.293333333333333,-0.1,-0.188888888888889,-0.168888888888889,-0.2,-0.2,-0.18
"DELTA",-0.16,-0.0861776061776062,-0.1,0,0,-0.0471014492753623,-0.0471014492753623,-0.118340954819828,0,0.0333333333333333,0.097,0,-0.0569230769230769,0,-0.166666666666667,-0.0599533799533799,-0.0333333333333333,-0.041025641025641,-0.0888888888888889,-0.0714285714285714,0,-0.0666666666666667,0,0.101809954751131,-0.0528571428571429,-0.0672727272727273,-0.0166666666666667,-0.110909090909091,0.0203065134099617,-0.12,-0.12,-0.12,0.1,0,0.1,0.0865263157894737,0.08,0.0569230769230769,0.0654478854478854,0.0333333333333333,0.08,0.0333333333333333,0.0548051948051948,0.104285714285714,0.145714285714286,-0.0769230769230769,-0.26,-0.2,-0.293333333333333,-0.1,-0.188888888888889,-0.168888888888889,-0.2,-0.2,-0.18
"TrCP",-0.0392307692307692,-0.107113652041584,-0.0346153846153846,-0.0333333333333333,-0.1,-0.0469175876792485,-0.0469175876792485,-0.124213165887364,-0.0833333333333333,0.00861661625686882,0.0800390551477508,-0.0958333333333333,-0.0807334066740007,-0.0476190476190476,-0.0749698680071729,-0.0818445177851118,-0.0958333333333333,-0.0565310348751209,-0.0939814814814815,-0.0699709848096945,-0.0476190476190476,-0.0719064686806622,-0.08,0.0791254395301332,-0.0444010337524413,-0.0411027262774053,-0.0441639344262295,-0.105014009052746,-0.0177689393939394,-0.106832190870928,-0.106832190870928,-0.106832190870928,0.0837037037037037,0.08,0.0837037037037037,0.099636734891976,0.0837037037037037,0.0802890695573622,0.0833617591644222,0.0585310348751209,0.0837037037037037,0.0572964669738863,0.0615505708929788,0.111446540880503,0.0425274725274725,-0.0699039266442581,-0.280736919675755,-0.275652173913043,-0.275403586342422,-0.28,-0.149070537305831,-0.144698952606378,-0.152100840336134,-0.161904761904762,-0.200013751375138
"PAK1",-0.0392307692307692,-0.107113652041584,-0.0346153846153846,-0.0333333333333333,-0.1,-0.0469175876792485,-0.0469175876792485,-0.124213165887364,-0.0833333333333333,0.00861661625686882,0.0800390551477508,-0.0958333333333333,-0.0807334066740007,-0.0476190476190476,-0.0749698680071729,-0.0818445177851118,-0.0958333333333333,-0.0565310348751209,-0.0939814814814815,-0.0699709848096945,-0.0476190476190476,-0.0719064686806622,-0.08,0.0791254395301332,-0.0444010337524413,-0.0411027262774053,-0.0441639344262295,-0.105014009052746,-0.0177689393939394,-0.106832190870928,-0.106832190870928,-0.106832190870928,0.0837037037037037,0.08,0.0837037037037037,0.099636734891976,0.0837037037037037,0.0802890695573622,0.0833617591644222,0.0585310348751209,0.0837037037037037,0.0572964669738863,0.0615505708929788,0.111446540880503,0.0425274725274725,-0.0699039266442581,-0.280736919675755,-0.275652173913043,-0.275403586342422,-0.28,-0.149070537305831,-0.144698952606378,-0.152100840336134,-0.161904761904762,-0.200013751375138
"LIV1",-0.0392307692307692,-0.107113652041584,-0.0346153846153846,-0.0333333333333333,-0.1,-0.0469175876792485,-0.0469175876792485,-0.124213165887364,-0.0833333333333333,0.00861661625686882,0.0800390551477508,-0.0958333333333333,-0.0807334066740007,-0.0476190476190476,-0.0749698680071729,-0.0818445177851118,-0.0958333333333333,-0.0565310348751209,-0.0939814814814815,-0.0699709848096945,-0.0476190476190476,-0.0719064686806622,-0.08,0.0791254395301332,-0.0444010337524413,-0.0411027262774053,-0.0441639344262295,-0.105014009052746,-0.0177689393939394,-0.106832190870928,-0.106832190870928,-0.106832190870928,0.0837037037037037,0.08,0.0837037037037037,0.099636734891976,0.0837037037037037,0.0802890695573622,0.0833617591644222,0.0585310348751209,0.0837037037037037,0.0572964669738863,0.0615505708929788,0.111446540880503,0.0425274725274725,-0.0699039266442581,-0.280736919675755,-0.275652173913043,-0.275403586342422,-0.28,-0.149070537305831,-0.144698952606378,-0.152100840336134,-0.161904761904762,-0.200013751375138
"EGR1",-0.0392307692307692,-0.107113652041584,-0.0346153846153846,-0.0333333333333333,-0.1,-0.0469175876792485,-0.0469175876792485,-0.124213165887364,-0.0833333333333333,0.00861661625686882,0.0800390551477508,-0.0958333333333333,-0.0807334066740007,-0.0476190476190476,-0.0749698680071729,-0.0818445177851118,-0.0958333333333333,-0.0565310348751209,-0.0939814814814815,-0.0699709848096945,-0.0476190476190476,-0.0719064686806622,-0.08,0.0791254395301332,-0.0444010337524413,-0.0411027262774053,-0.0441639344262295,-0.105014009052746,-0.0177689393939394,-0.106832190870928,-0.106832190870928,-0.106832190870928,0.0837037037037037,0.08,0.0837037037037037,0.099636734891976,0.0837037037037037,0.0802890695573622,0.0833617591644222,0.0585310348751209,0.0837037037037037,0.0572964669738863,0.0615505708929788,0.111446540880503,0.0425274725274725,-0.0699039266442581,-0.280736919675755,-0.275652173913043,-0.275403586342422,-0.28,-0.149070537305831,-0.144698952606378,-0.152100840336134,-0.161904761904762,-0.200013751375138
"cfos",-0.0346153846153846,-0.106061020462637,-0.05,0,-0.1,-0.0459529574541681,-0.0459529574541681,-0.122747964422163,-0.0333333333333333,0.0088552797413557,0.086017316017316,-0.0833333333333333,-0.0837037037037037,-0.0333333333333333,-0.0779110444777611,-0.0807334066740007,-0.0958333333333333,-0.0585310348751209,-0.0958333333333333,-0.0719064686806622,-0.0476190476190476,-0.0751322751322751,-0.1,0.0789446077037318,-0.0416424130627861,-0.0380570409982175,-0.054,-0.106832190870928,-0.0192234848484848,-0.111710239651416,-0.111710239651416,-0.111710239651416,0.08,0.1,0.08,0.101366838698204,0.0837037037037037,0.0837037037037037,0.0818445177851118,0.0572964669738863,0.0837037037037037,0.0476190476190476,0.0646180555555555,0.113333333333333,0.0392307692307692,-0.0770862470862471,-0.275652173913043,-0.28,-0.280736919675755,-0.16,-0.152100840336134,-0.149070537305831,-0.161904761904762,-0.185714285714286,-0.206944444444444
"CDC42",-0.0346153846153846,-0.106061020462637,-0.05,0,-0.1,-0.0459529574541681,-0.0459529574541681,-0.122747964422163,-0.0333333333333333,0.0088552797413557,0.086017316017316,-0.0833333333333333,-0.0837037037037037,-0.0333333333333333,-0.0779110444777611,-0.0807334066740007,-0.0958333333333333,-0.0585310348751209,-0.0958333333333333,-0.0719064686806622,-0.0476190476190476,-0.0751322751322751,-0.1,0.0789446077037318,-0.0416424130627861,-0.0380570409982175,-0.054,-0.106832190870928,-0.0192234848484848,-0.111710239651416,-0.111710239651416,-0.111710239651416,0.08,0.1,0.08,0.101366838698204,0.0837037037037037,0.0837037037037037,0.0818445177851118,0.0572964669738863,0.0837037037037037,0.0476190476190476,0.0646180555555555,0.113333333333333,0.0392307692307692,-0.0770862470862471,-0.275652173913043,-0.28,-0.280736919675755,-0.26,-0.152100840336134,-0.149070537305831,-0.161904761904762,-0.0857142857142857,-0.206944444444444
"SMO",0.00909090909090909,-0.143600430577175,0,0,-0.1,-0.0319209039548023,-0.0319209039548023,-0.103371437519574,-0.1,0.0440860215053763,0.0801742919389978,-0.15,-0.0977777777777778,-0.1,-0.0945054945054945,-0.0987486515641855,-0.192857142857143,-0.0658333333333333,-0.196857142857143,-0.0949206349206349,-0.133333333333333,-0.0933333333333333,0,0.0315270935960591,-0.0237931034482759,-0.120012055455093,-0.00833333333333333,-0.228354203935599,0.138514883175077,-0.242307692307692,-0.242307692307692,-0.242307692307692,0,0.1,0.1,0.0153156733023641,0.0125,-0.00972222222222222,0.094989253067945,0.0658333333333333,0.12,0.0533333333333333,0.142089947089947,0.258904314076728,0.00590909090909091,-0.103333333333333,-0.258461538461538,-0.22,-0.261491841491842,-0.2,-0.225,-0.214189189189189,-0.233333333333333,-0.233333333333333,-0.18859649122807
"ZEB1",0.0908088235294117,0.0743276763824709,0.0770833333333333,0.133333333333333,-0.0333333333333333,-0.0207038691384754,-0.0207038691384754,0.136620344182365,0.113333333333333,0.0773613678928372,0.0416109994008338,0.0870175438596491,-0.0181097407693534,0.0666666666666667,0.0747879754097371,-0.0149182514076513,0.0788208225481737,0.0600655920731282,0.0845351082624594,0.0631731596180054,0.0666666666666667,0.0612500826949285,-0.0333333333333333,-0.020106313135144,0.00844864419552323,-0.154041267891907,-0.0210171362959699,0.0294983316327981,0.0068113029994555,0.0290258906879162,0.0290258906879162,0.0290258906879162,0.0113821138211382,0.0256410256410256,0.00368980612883052,-0.049183171631167,0.0248436522826767,0.0251872948943605,0.0134505410358313,-0.0568627450980392,0.017415296324909,-0.0666666666666667,-0.0745434768423325,-0.0777128729547562,-0.0808914681575109,-0.10304570993159,-0.147176470588235,-0.146,-0.148498056491319,-0.15,-0.195995065073216,-0.195995065073216,-0.19751790771281,-0.207662835249042,-0.186588693957115
"Patched",0,-0.144375624375624,0,0,-0.1,-0.0166666666666667,-0.0166666666666667,-0.108225806451613,0,0.060752688172043,0.103703703703704,-0.1,-0.12,-0.2,-0.0897435897435897,-0.0977777777777778,-0.15,-0.0658333333333333,-0.192857142857143,-0.0933333333333333,-0.1,-0.0833333333333333,0,0.0239080459770115,-0.01,-0.123809523809524,-0.0166666666666667,-0.242307692307692,0.147252747252747,-0.242307692307692,-0.242307692307692,-0.242307692307692,0,0.1,0.1,0.00904261057173679,0,0.0125,0.0987486515641855,0.0533333333333333,0.1,0.133333333333333,0.152804232804233,0.265800865800866,-0.00909090909090909,-0.12,-0.22,-0.2,-0.258461538461538,-0.1,-0.233333333333333,-0.225,-0.233333333333333,-0.233333333333333,-0.183333333333333
"TCFLEF",0.0406025824964132,-0.268063365851895,0.0327594452415112,0.0571428571428571,0,-0.0121038011695906,-0.0121038011695906,-0.0118933458908392,0.0298701298701299,0.224734191889004,0.0963233646032162,-0.0221298701298701,0.0021778745363651,-0.1,-0.0502936530592825,-0.0935838665862008,-0.0350330959363217,-0.09918897778783,-0.0372070089798,-0.0571999867563921,-0.08,-0.0535670995670996,0.00588235294117647,0.0469455577092838,0.184508772307891,-0.182514299622733,-0.0113493124522536,-0.113185799580679,0.246607742488861,-0.112528769357289,-0.112528769357289,-0.112528769357289,-0.0108823529411765,0,-0.005,-0.00118544781883493,-0.0168652589240825,-0.00816960675016941,0.0936697772391217,0.0912135176651306,-0.010982905982906,0.0847619047619048,-0.0211175679041662,-0.350560195360195,-0.0402703565827919,-0.169481103916977,-0.139082462253194,-0.134320557491289,-0.147245727559316,-0.0928571428571429,-0.344741109792186,-0.340105348202782,-0.348479427549195,-0.346153846153846,-0.257908183632735
"CD44",-0.0428571428571429,-0.243048128342246,0,-0.1,0.1,-0.00634920634920635,-0.00634920634920635,0.0534981684981685,-0.2,-0.18187134502924,-0.121978021978022,-0.2,-0.00666666666666667,-0.1,-0.13859649122807,-0.0089922480620155,-0.2,-0.171818181818182,-0.22,-0.177210884353741,-0.1,-0.183333333333333,0,-0.0555666555666556,-0.0258333333333333,0.0423715415019763,-0.120634920634921,-0.0685714285714286,-0.180952380952381,-0.0428571428571429,-0.0428571428571429,-0.0428571428571429,-0.1,-0.1,-0.2,-0.0404852893279774,0,0.00666666666666667,0.00283840190816935,0.19,-0.1,0.15,0.176876456876457,-0.02,0.0796992481203007,-0.128888888888889,-0.425,-0.425,-0.405,-0.4,0.0958333333333333,0.123611111111111,0.0333333333333333,-0.0666666666666667,-0.385714285714286
"NFB",-0.164069264069264,-0.180170713366988,-0.168831168831169,0.1,-0.05,-0.00111998386771527,-0.00111998386771527,-0.0585890902715866,0.0571428571428571,-0.000621298910538689,0.183043884220355,-0.0428571428571429,-0.07916123424598,-0.08,-0.109359796550199,-0.0838025844569505,-0.050965250965251,-0.0876840696117804,-0.0465208065208065,-0.103342044241599,-0.1,-0.102970297029703,-0.0833333333333333,0.0847771015448538,-0.129373875349971,-0.000420333639826612,0,-0.00714812481901731,0.0843061840120664,-0.0131182740727487,-0.0131182740727487,-0.0131182740727487,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.00883316629679339,0.091025641025641,0.0786660904638433,0.0826261138687152,0.0888888888888889,0.091025641025641,0.0888888888888889,0.0936798190313728,0.100987841945289,0.169875715682167,-0.00818971556676475,-0.0544126984126984,-0.0388571428571429,-0.0511447245564893,-0.0428571428571429,-0.103745454545455,-0.101846720368239,-0.104545454545455,-0.1,-0.111766917293233
"RKIP",0.106060606060606,0.259918392444086,0.133333333333333,0.1,0,-0.00108369201339072,-0.00108369201339072,0.0718146718146718,0.1,0.111142308287585,0.121984551396316,0.142857142857143,0.0729419703103914,0.1,0.10572977158343,0.0764384738068949,0.142857142857143,0.0895300546448087,0.121645021645022,0.0863643200006779,0.133333333333333,0.0893346170303808,0.1,0.117359969691671,-0.0166519304450339,-0.146082716464463,0.0249163079866093,0.103604728604729,0.00996847911741529,0.106168831168831,0.106168831168831,0.106168831168831,-0.0666666666666667,-0.1,-0.0666666666666667,-0.0212388127503808,-0.0566666666666667,-0.0682051282051282,-0.0721127740613478,-0.0813333333333333,-0.0614035087719298,-0.0933333333333333,-0.1153165170992,-0.102625410220347,-0.0983682983682984,0.132633053221289,0.178965517241379,0.21,0.185348495964784,0.21,-0.22952380952381,-0.215505117935025,-0.22,-0.2,0.0356825396825397
"RAF",0.106060606060606,0.259918392444086,0.133333333333333,0.1,0,-0.00108369201339072,-0.00108369201339072,0.0718146718146718,0.1,0.111142308287585,0.121984551396316,0.142857142857143,0.0729419703103914,0.1,0.10572977158343,0.0764384738068949,0.142857142857143,0.0895300546448087,0.121645021645022,0.0863643200006779,0.133333333333333,0.0893346170303808,0.1,0.117359969691671,-0.0166519304450339,-0.146082716464463,0.0249163079866093,0.103604728604729,0.00996847911741529,0.106168831168831,0.106168831168831,0.106168831168831,-0.0666666666666667,-0.1,-0.0666666666666667,-0.0212388127503808,-0.0566666666666667,-0.0682051282051282,-0.0721127740613478,-0.0813333333333333,-0.0614035087719298,-0.0933333333333333,-0.1153165170992,-0.102625410220347,-0.0983682983682984,0.132633053221289,0.178965517241379,0.21,0.185348495964784,0.21,-0.22952380952381,-0.215505117935025,-0.22,-0.2,0.0356825396825397
