"","SNAI2","FOXC2","miR200","AXIN2","Ecadherin","TWIST1","TCFLEF","CDC42","CD44","cateninnuc","Jagged","Patched","Wnt","AKT","GLI","SMO","TGF","RKIP","SNAI1","IKK","Frizzled","cateninmemb","NFB","FUS","TGFR","PAK1","MEK","EGR1","ZEB2","RAF","GSK3","RAS","PI3K","DELTA","ZEB1","ERK","LIV1","SOSGRB2","cfos","HEY1","KLF4","SHH","ILK","NOTCHic","SRC","SMAD","Csl","DSH","NOTCH","TrCP","SUFU","cMet","STAT","Csn","Destcompl"
"SOSGRB2",0.31242406331886,0.17015873015873,0.129927754231943,0.0774546204620462,-0.0571863780361027,0.161188405797101,0.0723765936580582,-0.03,0.077639751552795,0.0760094808473507,0.0526848878684413,-0.00675675675675675,0.0678571428571429,0.171710526315789,0.0722049689440994,0.05,0.0122258592471358,0.0703581871345029,0.0923887704335466,0.217543859649123,0.0428571428571429,-0.0985777075777076,0.233333333333333,0.0666666666666667,-0.00692307692307692,0,0.0122928122928123,0.0476190476190476,-0.0327443609022556,-0.118079096045198,-0.0741873149446782,0.116797044763146,0.118079096045198,0.118079096045198,0.0327443609022556,-0.000171600171600167,0,-0.0936111111111111,0.00793650793650794,-0.0143939393939394,-0.0513157894736842,-0.00952231301068511,-0.0189247311827957,-0.227272727272727,-0.0428571428571429,-0.032211444469509,-0.227272727272727,0,-0.206145966709347,-0.2,0,-0.0732919254658385,0,-0.2,-0.23339643205415
"DSH",-0.291654298767334,-0.124253478060088,-0.0662238236018724,-0.295892275715649,-0.103257497878523,-0.167191131771858,-0.245741257116301,-0.177101449275362,-0.247646019021063,-0.240309378220486,-0.0999868037419337,0.0301494204720011,-0.248308270676692,0.000718390804597709,-0.246347486362966,0.0398268398268398,-0.164929556127859,0.014032634032634,0.00571773636991028,0.00416666666666667,-0.244736842105263,0.0525548668090742,0.0166666666666667,0.0636363636363636,-0.159006211180124,-0.146666666666667,-0.0164198076891575,-0.00666666666666667,-0.0309906914504417,-0.177655394750297,-0.139107407380469,0.1745741622573,0.177655394750297,0.177655394750297,0.0309906914504417,0.00514161220043574,0.2,0.0617147080561715,0.0125490196078431,0.0050874321646998,-0.0316363438579315,-0.0405788683247619,0.0112844290631728,0.096358543417367,0.244736842105263,0.0252466932141162,0.0904761904761905,0.25,0.0998550469138705,0.133333333333333,0,0.248308270676692,0.25,0.0333333333333333,0.27526237580519
"LIV1",-0.337021342635313,-0.30042895543415,-0.0980933336263286,-0.198144499178982,-0.178576714524963,-0.191247223790702,-0.155379835280825,0.0112044817927171,-0.156861316762307,-0.154552249073929,-0.0944220773687798,0.0151590146213802,-0.158966861598441,0.0394005847953216,-0.155552227452099,0.00898617511520737,-0.00946119133197243,-0.0993726899251761,-0.120294088759694,0.0282894736842105,-0.153703703703704,-0.115082833475931,0.0125,-0.00714285714285715,-0.0100076394194041,-0.0142857142857143,-0.054436747727831,-0.04,-0.0290591873932344,-0.146916679951113,-0.0338538961038961,0.141007589042022,0.146916679951113,0.146916679951113,0.0290591873932344,0.0557700810611643,0.15,0.1372799779978,0.0269565217391304,0.057783608195902,-0.0190018214936248,-0.00115901462138021,0.0612561870626387,0.0487179487179487,0.153703703703704,0.0496432838368322,0.0564102564102564,0.15,0.0454212454212454,0,-0.0428571428571429,0.161811811811812,0.15,-0.05,0.161436821653026
"ZEB2",-0.143497466468472,-0.140789432789433,-0.136641555713131,-0.115878504494636,-0.110208638466808,-0.103766922805205,-0.101866814924636,-0.0953246753246753,-0.0948245614035088,-0.0944642175220381,-0.0927011326016214,-0.0921951219512195,-0.0908391608391609,-0.086113707165109,-0.0816648489125553,-0.08,-0.0799051741908885,-0.0782769726247987,-0.0759147293602464,-0.0758333333333333,-0.0754545454545455,-0.0741531521114703,-0.0736111111111111,-0.0714285714285714,-0.0687940630797774,-0.0571428571428571,-0.050031057186633,-0.05,-0.0281532037673299,-0.0265584415584416,-0.0154244813435905,0.0246312466976279,0.0265584415584416,0.0265584415584416,0.0281532037673299,0.048811544991511,0.05,0.0523809523809524,0.0552631578947368,0.0628603654410106,0.0680234590640376,0.0740133037694013,0.0755930454522004,0.0856410256410256,0.09,0.0914467039887858,0.0923076923076923,0.0954545454545455,0.0971164354770912,0.1,0.1,0.103157894736842,0.11,0.111111111111111,0.117985162155971
"SRC",-0.151345564281888,-0.284365079365079,-0.118193529497877,-0.232663946619066,-0.283761070084599,-0.20193002399899,-0.172896841263495,0.0194444444444444,-0.186311475409836,-0.17893710971987,-0.0317342978122795,0.0925925925925926,-0.165,-0.0435897435897436,-0.186311475409836,0.0666666666666667,0.00948773448773449,-0.0450309547083741,-0.103188528123182,-0.0602564102564103,-0.175,-0.129620191588086,-0.0833333333333333,0.0666666666666667,0.000396825396825395,0.0444444444444444,0.0294835143891748,0.0333333333333333,-0.025486672656484,0.0751272423863162,-0.111774891774892,-0.0645211817802556,-0.0751272423863162,-0.0751272423863162,0.025486672656484,-0.0464646464646465,0.2,0.0157142857142857,-0.0242424242424242,-0.110923535253227,0.0671834625322997,-0.0896514161220044,-0.0719298245614035,0.124285714285714,0.175,-0.0602181128496918,0.11,0.1,0.11,0.1,0.0333333333333333,0.165,0.2,0.15,0.146454053193184
"RAS",-0.14035075692612,-0.026984126984127,-0.00123076923076922,0.182924901185771,0.0759399447086696,-0.0146644844517185,0.154651968807163,-0.04,0.148498122653317,0.152668965974302,-0.0185176424206584,-0.0793333333333333,0.167647058823529,0.0733333333333333,0.150980392156863,-0.0833333333333333,-0.00179382644146768,-0.17088679245283,-0.0858603736479843,0.0733333333333333,0.15,0.0107685394635389,0.133333333333333,0,0.00117647058823529,-0.02,-0.161883384932921,-0.16,-0.0252503681885125,-0.0774358974358974,0.102997416020672,-0.0187179487179487,0.0774358974358974,0.0774358974358974,0.0252503681885125,0.148157894736842,0,0.138095238095238,0.185,0.0233201581027668,-0.0407142857142857,0.0505197740112994,0.0199134199134199,-0.113157894736842,-0.15,0.040321583178726,-0.15,-0.1,-0.118818272095333,-0.1,0.1,-0.167647058823529,-0.1,-0.1,-0.126187467466537
"cfos",-0.337383006288116,-0.305256541641047,-0.104184704184704,-0.198144499178982,-0.180583634940188,-0.196138528138528,-0.156861316762307,-0.0142857142857143,-0.161811811811812,-0.155379835280825,-0.0876736111111111,0.00898617511520737,-0.153703703703704,0.0282894736842105,-0.158966861598441,-0.00714285714285715,-0.0100076394194041,-0.103240093240093,-0.106212943174969,0.0125,-0.15,-0.114716533109631,0.05,0.0428571428571429,0.0112044817927171,0,-0.0557700810611643,-0.16,-0.0223067758176717,-0.145697167755991,-0.0353084415584416,0.146916679951113,0.145697167755991,0.145697167755991,0.0223067758176717,0.0269565217391304,0.1,0.126388888888889,0.04,0.0327836081959021,-0.0124444444444444,-0.0151590146213802,0.0354497354497355,0.0564102564102564,0.15,0.0612561870626387,0.0333333333333333,0.15,0.0487179487179487,0.1,0,0.153703703703704,0.15,0,0.163241332931222
"CD44",-0.184171384171384,0.0141666666666667,0.0502064119455424,0.14,0.220347410704592,0.00879120879120879,0.0990697674418605,-0.02,0.12,0.106762075134168,-0.0786946386946387,-0.13,0.1,-0.113333333333333,0.12,-0.05,-0.00472222222222222,-0.0633333333333333,-0.0322966507177033,-0.0666666666666667,0.1,0.148644688644689,-0.1,-0.1,-0.0325,0,-0.015,0,-0.0222222222222222,0.0142857142857143,0.0851190476190476,-0.0171428571428571,-0.0142857142857143,-0.0142857142857143,0.0222222222222222,0.045,-0.1,0.0166666666666667,0.025,0.128654970760234,-0.141269841269841,0.120909090909091,0.116666666666667,0.0571428571428571,-0.2,0.0819727891156462,0.1,0,0.093984962406015,0,0.1,-0.2,-0.1,0.1,0.0931900032740369
"STAT",-0.268080482234718,-0.301637355146558,-0.0973197761304316,-0.217633738810209,-0.259104357955628,-0.260020422689088,-0.164038423896468,-0.0767045454545455,-0.158044733044733,-0.154384073479305,-0.0788500565011242,0.00267441860465116,-0.169155844155844,0.027409200968523,-0.156550802139037,0.005,-0.0687970956706655,-0.140707850707851,-0.145436633883746,0.0257142857142857,-0.146428571428571,-0.110796514545618,0.04,0.025,-0.0451255980861244,-0.0454545454545455,-0.0643769765970904,-0.0666666666666667,-0.0190962883270576,-0.196190033085194,-0.117743658210948,0.190966152488179,0.196190033085194,0.196190033085194,0.0190962883270576,0.0525490196078431,0.2,0.174794745484401,0.0466666666666667,0.0426666666666667,0.0914537532184591,-0.0177186663922618,0.0454106280193237,0.0365129835718071,0.146428571428571,0.0706979843411628,0.0392156862745098,0.171428571428571,0.045250847649477,0.1,0,0.169155844155844,0.171428571428571,0,0.157099553849514
"TCFLEF",0.268755160164822,0.490401719058335,0.229459135242268,0.400978266178266,0.243964363253071,0.261371900461271,-0.0452214059255491,-0.0340488968395945,0.0503112401225609,-0.0462523337606006,0.124738790357075,0.00682027649769585,0.0568225238813474,0.0270215843062968,0.0549591698440803,-0.00285714285714286,-0.0442488101898452,0.29834412453506,0.300727055371407,0.0183259321323837,0.0525490196078432,0.194726737283751,-0.00748051948051948,-0.0266666666666667,-0.0508713267461366,-0.041025641025641,0.194071677451468,0.195714285714286,-0.0116564770512139,-0.025620957213015,-0.220751739089003,0.0241754907215564,0.025620957213015,0.025620957213015,0.0116564770512139,-0.193391405342625,-0.0666666666666667,-0.130882235528942,-0.19815331010453,-0.056769372284074,-0.110042653425006,0.0054496621526109,-0.0709043821675401,-0.0648334130400127,-0.0466666666666667,-0.0768317244237542,-0.0569902757851108,-0.0725490196078431,-0.0718101572260593,0.0285714285714286,0.0333333333333333,-0.0509401709401709,-0.0666666666666667,0.0194805194805195,0.256239407225634
"Csn",-0.0859179940721055,0.113376358756591,0.0393423178158743,-0.183941808309726,0.0543484695019525,-0.0065045971637837,-0.144966975712288,-0.141417910447761,-0.144645432303928,-0.141779964287153,-0.0302271881694532,0.0277102825489922,-0.147756543415039,-0.0413666666666667,-0.144699774856087,0.0395382395382395,-0.134946458272252,0.123790864308106,0.122254505257232,-0.0341666666666667,-0.146551724137931,0.0786883452767862,-0.0383333333333333,0.0365079365079365,-0.137571756601607,-0.125,0.0199161255411255,0.0266666666666667,-0.0105078577336642,-0.122204107920981,-0.122137372239737,0.119708906385473,0.122204107920981,0.122204107920981,0.0105078577336642,-0.0188744588744589,0.133333333333333,-0.0290187939582613,-0.0175757575757576,-0.011766334440753,-0.014512676865618,-0.0326283153358775,-0.0064453933747412,0.0814574314574315,0.146551724137931,-0.0051600463310394,0.0853535353535353,0.15,0.0862651237651238,0.18,-0.0142857142857143,0.147756543415039,0.15,0.055,0.242955804616162
"SMO",-0.432613026819923,-0.270344827586207,-0.165702230259192,-0.388311688311688,0.0336522508428968,-0.183278867102396,-0.23151024811219,-0.12,-0.218888888888889,-0.21948017292422,-0.183068783068783,0.2,-0.35,0.125428571428571,-0.322222222222222,0.2,-0.149954954954955,-0.168730158730159,-0.177726574500768,0.121428571428571,-0.3,0.174831924000418,0.05,0.2,-0.128333333333333,-0.1,-0.230815850815851,-0.2,-0.00692090395480226,-0.270192307692308,-0.184633166186564,0.258564400715564,0.270192307692308,0.270192307692308,0.00692090395480226,0.233846153846154,0.1,0.000877192982456138,0.18,0.0446886446886447,0.0138888888888889,-0.194444444444444,0.05,0.0212121212121212,0.2,0.0579365079365079,0.0666666666666667,0.3,0.0362121212121212,0,-0.3,0.246666666666667,0.2,-0.1,0.20804002199351
"MEK",0.441825693924167,0.223693056451677,0.130790808611046,0.0624893881222995,-0.0708115535905494,0.207177136588901,0.061748804296012,0.0333333333333333,0.0589498221077168,0.0598900682365325,0.142647867686138,0.103978142076503,0.0533333333333333,0.0914043799337917,0.0526340326340326,0.0826666666666667,0.0345339609341247,0.155060445230724,0.107762291241656,0.0784632034632035,0.0533333333333333,-0.104399445561569,0.117857142857143,0.126666666666667,0.0454828660436137,-5.55111512312578e-18,0.0310357055514796,0.12,-0.0066840199494432,0.143062493062493,0.0122422228805208,-0.147189477189477,-0.143062493062493,-0.143062493062493,0.0066840199494432,-0.139369038884813,0,-0.218730158730159,-0.137241379310345,-0.106081019251751,0.00248684839789574,-0.103324547305261,-0.10977156123828,-0.108857808857809,-0.0596491228070175,-0.103498498507653,-0.124242424242424,-0.0333333333333333,-0.116887005938101,-0.1,-0.166666666666667,-0.0596491228070175,-0.0333333333333333,-0.142857142857143,-0.232847609616646
"SUFU",0.435677517943266,0.288736495341202,0.17746931774861,0.391936573761235,-0.0351442870151807,0.196291227441361,0.224914955532916,0.149954954954955,0.21948017292422,0.217907282898644,0.184173439223092,-0.179292929292929,0.335683760683761,-0.10382299579615,0.322672608267404,-0.194444444444444,0.136060120929188,0.200709960960329,0.18009872582988,-0.11389010989011,0.322222222222222,-0.173000466837309,-0.125428571428571,-0.2,0.124423040061338,0.128333333333333,0.241243828316462,0.233846153846154,-0.00429097476841282,0.261621169274516,0.175812848245871,-0.255608511046667,-0.261621169274516,-0.261621169274516,0.00429097476841282,-0.236562977252632,-0.2,-0.00507299717826034,-0.230815850815851,-0.0437282814967467,-0.0161859341426437,0.188173238173238,-0.0521300563236047,-0.0316666666666667,-0.218888888888889,-0.0662178161388472,-0.0362121212121212,-0.35,-0.0427777777777778,0.05,0.2,-0.23151024811219,-0.246666666666667,0.121428571428571,-0.203488319800625
"cateninmemb",-0.183614146409694,-0.0954125520085961,0.000155524177870546,-0.162324774903312,0.20529750099785,-0.0220816689183432,-0.0574615000232816,-0.0976363636363636,-0.0428911388775779,-0.0456034234593226,-0.0495414015480298,0.0541666666666667,-0.0679505322578109,0.132823472823473,-0.0432838655911442,0.0875,-0.0859590381831814,-0.00133958247922935,-0.00175901004436033,0.151005291005291,-0.0420884632922937,0.0833966973223865,0.136190476190476,0.05,-0.0727583148558758,-0.0696363636363636,-0.113467482588162,-0.125454545454545,-0.00320995896487804,-0.14184766214178,-0.0916664290720856,0.133188444264685,0.14184766214178,0.14184766214178,0.00320995896487804,0.123271404156789,0.0333333333333333,0.0373611988805633,0.107807486631016,0.0240958567685769,0.0160806375996249,-0.0691272965879265,0.031536231884058,0.0053706900804025,0.0420884632922937,0.0380737621504018,0.0332057416267943,0.0862745098039216,0.0265602811584694,-0.1,-0.1,0.0673058545966415,0.0862745098039216,-0.16,0.0883965689850249
"IKK",0.374290297549766,0.142914862914863,0.00153846153846154,0.160238095238095,0.0432019891181746,0.222091503267974,0.125988700564972,0.15,0.133333333333333,0.128942287062862,0.122671040299906,0.0688888888888889,0.125641025641026,0.160939510939511,0.133333333333333,0.08,0.159636363636364,0.00491803278688525,0.00294034492507775,0.169047619047619,0.133333333333333,0.0278974098527171,0.285714285714286,0.08,0.163636363636364,0.15,0.0293968253968254,0,-0.002,-0.0209921355111918,0.0973626373626374,0.0195836848069664,0.0209921355111918,0.0209921355111918,0.002,-0.0182857142857143,-0.1,0.0989495798319328,-0.0142857142857143,-0.0947368421052632,-0.00256410256410256,-0.0757854406130268,-0.10625,-0.195670995670996,-0.133333333333333,-0.107240099009901,-0.190909090909091,-0.1,-0.187734487734488,-0.2,-0.1,-0.125641025641026,-0.1,-0.3,-0.212093473791287
"SNAI2",0.117133882431222,-0.123154813391114,0.00571042824827218,-0.228448114968272,-0.295412773490431,-0.149813536063772,-0.162324774903312,-0.131652661064426,-0.173664981088879,-0.167138439499586,-0.178561424046711,0.160720288115246,-0.163987561734041,0.188318792411023,-0.174147989541527,0.142352941176471,-0.13562356938316,-0.00316666666666667,0.00287686429187724,0.179885057471264,-0.179480519480519,-0.115374209653513,0.183333333333333,0.16,-0.14618257559434,-0.141176470588235,-0.136910439851616,-0.1,-0.00153534717851898,-0.191334482389586,-0.146458431434102,0.191791103394153,0.191334482389586,0.191334482389586,0.00153534717851898,0.127450980392157,0.16,0.0793441514536849,0.129411764705882,0.0256781193490054,0.0126923076923077,-0.145227330368767,0.0440643863179074,0.081140350877193,0.179480519480519,0.045499793016472,0.0653508771929825,0.150909090909091,0.0694520391888813,-0.1,-0.1,0.163987561734041,0.150909090909091,-0.133333333333333,0.139034576163163
"NFB",0.376526069907489,0.145703707536377,0.00244480594933767,0.158110435663627,0.0451281528420911,0.217329598506069,0.128942287062862,0.163636363636364,0.125988700564972,0.124942287062862,0.118354493537316,0.0757854406130268,0.133333333333333,0.165383955383955,0.125468164794007,0.0688888888888889,0.164066743383199,0.00491803278688525,0.00595404355521474,0.160939510939511,0.125641025641026,0.0239903348791163,0.169047619047619,0.08,0.159636363636364,0.15,0.0274360410830999,0.0142857142857143,-0.000850574712643678,-0.0195836848069664,0.0946175393234217,0.023066271871643,0.0195836848069664,0.0195836848069664,0.000850574712643678,-0.0293968253968254,-0.1,0.106318000884564,-0.0182857142857143,-0.0965225563909775,-0.00448717948717949,-0.07337580205881,-0.107240099009901,-0.187734487734488,-0.125641025641026,-0.111329318340756,-0.195670995670996,-0.133333333333333,-0.193540939347391,-0.3,-0.08,-0.133333333333333,-0.133333333333333,-0.285714285714286,-0.211595134920855
"KLF4",-0.178255928468694,-0.0869457327866281,0.00183150183150183,-0.173664981088879,-0.100220903149974,-0.0367930283224401,-0.0428911388775779,-0.0696363636363636,-0.0673058545966415,-0.0574615000232816,-0.0680768706555813,0.0875,-0.0420884632922937,0.151005291005291,-0.0679505322578109,0.05,-0.0727583148558758,-0.00471036899608328,0.00520301527209536,0.136190476190476,-0.0862745098039216,-0.0358629412592827,0.16,0.1,-0.0976363636363636,-0.113636363636364,-0.123271404156789,-0.08,-0.000366357069143447,-0.137435897435897,-0.0947569367983549,0.14184766214178,0.137435897435897,0.137435897435897,0.000366357069143447,0.107807486631016,0.1,0.0676243567753002,0.125454545454545,0.0247669977081742,0.0148148148148148,-0.0541666666666667,0.0373333333333333,0.0332057416267943,0.0862745098039216,0.031536231884058,-0.00363636363636364,0.0333333333333333,0.0053706900804025,-0.1,0,0.0420884632922937,0.0333333333333333,-0.1,0.0856938662823223
