"","TGF","TGFR","PAK1","RKIP","SOSGRB2","SNAI1","TWIST1","Jagged","NOTCH","NOTCHic","Csn","cfos","TrCP","SUFU","ERK","RAS","RAF","PI3K","Ecadherin","ZEB2","cateninmemb","GSK3","AXIN2","DSH","FOXC2","CD44","cateninnuc","SRC","TCFLEF","cMet","SNAI2","ILK","KLF4","LIV1","Destcompl","FUS","miR200","SMAD","Wnt","Frizzled","STAT","NFB","GLI","SMO","SHH","HEY1","Patched","ZEB1","DELTA","IKK","MEK","AKT","EGR1","Csl","CDC42"
"Ecadherin",-0.054426212462026,-0.0542453806356245,-0.0550909090909091,-0.0748403549366631,0.042639402967109,-0.0612220016973359,-0.0403763099280681,3.74453921364678e-05,0.0481108225876635,0.0492260642233513,-0.02,-0.0986096256684492,0,-0.0333333333333333,-0.0934549864931915,-0.0244244883170286,-0.026659125188537,-0.026659125188537,0.178316309273463,-0.112630796394387,0.215260141845508,-0.130495281681603,0.0721401701823441,-0.0176470588235294,-0.0910820905336805,-0.0230495632958013,-0.0244191937548758,-0.0199726402188783,-0.023672228302028,-0.0260595967406174,0.012987187117942,0.0664347826086956,0.0987341772151899,0,-0.131642352323372,-0.0166666666666667,-0.0848911444442171,-0.0671611748605116,0.0251450540119817,0.0199726402188783,0.0176470588235294,-0.0133333333333333,0.022478387345315,-0.0104166666666667,-0.00325385234103802,-0.0630568957296158,-0.00719086021505377,0.112630796394387,0.026659125188537,-0.00222222222222222,0.0883569472775052,0.00297258297258298,0.0927272727272727,-0.0420095693779904,0.0537575757575758
"KLF4",-0.0542453806356245,-0.0537575757575758,-0.0590909090909091,-0.0737167594310452,0.0413236134934248,-0.0650194700517663,-0.0420522875816993,-0.00110671936758893,0.0492260642233513,0.0420095693779904,0,-0.0927272727272727,0.1,0,-0.0986096256684492,-0.026659125188537,-0.0237179487179487,-0.0237179487179487,0.277342599438993,-0.112156862745098,0.216542193127559,-0.128950027818468,0.0723463557493544,0,-0.0922262552934059,-0.0260595967406174,-0.023672228302028,-0.0176470588235294,-0.0230495632958013,-0.0199726402188783,0.0154555796525597,0.0693333333333333,0.1,0.0333333333333333,-0.132760712062421,0.0333333333333333,-0.0847049247049247,-0.0664347826086956,0.0199726402188783,0.0176470588235294,0,0.02,0.0251450540119817,-0.0166666666666667,-0.00719086021505377,-0.0637280366692131,-0.0104166666666667,0.112156862745098,0.0237179487179487,-0.0133333333333333,0.0934549864931915,-0.00222222222222222,0.12,-0.0472727272727273,0.0550909090909091
"HEY1",-0.0542453806356245,-0.0537575757575758,-0.0590909090909091,-0.0737167594310452,0.0413236134934248,-0.0650194700517663,-0.0420522875816993,-0.00110671936758893,0.0492260642233513,0.0420095693779904,0,-0.0927272727272727,0.1,0,-0.0986096256684492,-0.026659125188537,-0.0237179487179487,-0.0237179487179487,0.277342599438993,-0.112156862745098,0.216542193127559,-0.128950027818468,0.0723463557493544,0,-0.0922262552934059,-0.0260595967406174,-0.023672228302028,-0.0176470588235294,-0.0230495632958013,-0.0199726402188783,0.0154555796525597,0.0693333333333333,0.1,0.0333333333333333,-0.132760712062421,0.0333333333333333,-0.0847049247049247,-0.0664347826086956,0.0199726402188783,0.0176470588235294,0,0.02,0.0251450540119817,-0.0166666666666667,-0.00719086021505377,-0.0637280366692131,-0.0104166666666667,0.112156862745098,0.0237179487179487,-0.0133333333333333,0.0934549864931915,-0.00222222222222222,0.12,-0.0472727272727273,0.0550909090909091
"FOXC2",-0.0542453806356245,-0.0537575757575758,-0.0590909090909091,-0.0737167594310452,0.0413236134934248,-0.0650194700517663,-0.0420522875816993,-0.00110671936758893,0.0492260642233513,0.0420095693779904,0,-0.0927272727272727,0.1,0,-0.0986096256684492,-0.026659125188537,-0.0237179487179487,-0.0237179487179487,0.277342599438993,-0.112156862745098,0.216542193127559,-0.128950027818468,0.0723463557493544,0,-0.0922262552934059,-0.0260595967406174,-0.023672228302028,-0.0176470588235294,-0.0230495632958013,-0.0199726402188783,0.0154555796525597,0.0693333333333333,0.1,0.0333333333333333,-0.132760712062421,0.0333333333333333,-0.0847049247049247,-0.0664347826086956,0.0199726402188783,0.0176470588235294,0,0.02,0.0251450540119817,-0.0166666666666667,-0.00719086021505377,-0.0637280366692131,-0.0104166666666667,0.112156862745098,0.0237179487179487,-0.0133333333333333,0.0934549864931915,-0.00222222222222222,0.12,-0.0472727272727273,0.0550909090909091
"PAK1",-0.0531937365109978,-0.0521008403361345,-0.0619047619047619,-0.0144542750067612,-0.057549504950495,0.0374821048160222,-0.0310567476002259,0.0937732191547376,0.113809523809524,0.118205128205128,0.133333333333333,0.0530434782608696,0.133333333333333,0.147619047619048,0.0581282240235814,-0.0230450125356869,-0.0275904670811414,-0.0275904670811414,-0.0116293964105256,-0.109851117950041,0.0118594481439826,-0.0207738095238095,0.0377916163212194,0.02,0.0827584793379084,0.0299336960723099,0.0300997241693725,0.0311111111111111,0.0273411034797173,0.023003003003003,-0.0555842795905625,0.0572537975763782,0.111067915690867,0,-0.0388067506248332,-0.0809523809523809,-0.0558602490373168,-0.0566086362860556,-0.0258479532163743,-0.0311111111111111,-0.02,-0.0708333333333333,-0.033165026387106,-0.0712749615975422,-0.0719169369061842,-0.0688699767763177,-0.0799169369061842,0.109851117950041,0.0275904670811414,-0.0760964912280702,-0.0514615573569148,-0.0853557504873294,-0.04,-0.132051282051282,0.0521008403361345
"cfos",-0.0521008403361345,-0.0521008403361345,-0.0571428571428571,-0.0183216783216783,-0.0625,0.0401074031453778,-0.035948051948052,0.0931597222222222,0.118205128205128,0.132051282051282,0.133333333333333,0.04,0.1,0.133333333333333,0.0530434782608696,-0.0275904670811414,-0.0227124183006536,-0.0227124183006536,-0.00976088429979898,-0.109529574541681,0.00966164594618037,-0.0207738095238095,0.0346469622331691,0,0.0772412379585981,0.023003003003003,0.0273411034797173,0.02,0.0299336960723099,0.0311111111111111,-0.0519676430625336,0.0669312169312169,0.109428571428571,-0.1,-0.0403105100233294,-0.147619047619048,-0.0568754774637128,-0.0572537975763782,-0.0311111111111111,-0.02,0,-0.133333333333333,-0.0258479532163743,-0.0809523809523809,-0.0799169369061842,-0.0806346826586707,-0.0712749615975422,0.109529574541681,0.0227124183006536,-0.0708333333333333,-0.0581282240235814,-0.0760964912280702,-0.12,-0.116666666666667,0.0619047619047619
"SRC",-0.0411724386724387,-0.0466269841269841,-0.0888888888888889,-0.0596285434995113,0.0728571428571429,0.0909960802320125,-0.0695035998484274,0.0763902611150318,-0.0633333333333333,-0.0633333333333333,0.2,-0.257575757575758,0.1,0.1,-0.268686868686869,0.234809420866993,0.219657905715478,0.219657905715478,-0.137829909741674,-0.097911051212938,-0.161505762610388,0.122683982683983,-0.0767393429385014,0,0.13719421101774,-0.0169672131147541,-0.0174719329270529,-0.025,-0.0230647740903639,-0.035,-0.0361445623882489,0.0780701754385965,0.00600775193798451,0,0.118311036789298,-0.1,-0.0346245059288538,-0.0789710763394974,0.035,0.025,-0.1,-0.2,0.0169672131147541,-0.1,-0.0683006535947712,-0.0323154584574644,-0.0888888888888889,0.097911051212938,-0.219657905715478,-0.207692307692308,0.270573661139699,-0.196581196581197,0.266666666666667,0.03,0.0513888888888889
"SNAI2",-0.0272173975498784,-0.026596279537456,-0.0274509803921569,-0.0586410256410256,0.0478363759296822,-0.0539708501474642,-0.00420674636497844,0.0255889635656173,0.0481772613351561,0.0429824561403509,0,-0.0823529411764706,0.1,0,-0.092156862745098,0.0153663145347823,0.0176494195576133,0.0176494195576133,0.0909912794020626,-0.0848214810153136,0.105332251379076,-0.0874309471201639,0.0622573721537887,0.0290909090909091,-0.0812702313856812,0.0136542028318494,0.0157083745677781,0.0148051948051948,0.0175717286050452,0.0190305469178709,-0.0285713817056058,0.0537894030851777,0.0801923076923077,-0.02,-0.0900446356576677,-0.02,-0.0745229595562342,-0.0513970585875701,-0.0190305469178709,-0.0148051948051948,-0.0290909090909091,-0.025,-0.0142177126932719,-0.0494117647058824,-0.0379429518286188,-0.0527576853526221,-0.0351260504201681,0.0848214810153136,-0.0176494195576133,-0.0422413793103448,0.0854001059883413,-0.0289883672621521,0.1,-0.0447368421052632,0.0274509803921569
"ZEB2",-0.297854737854738,-0.296796536796537,-0.296103896103896,-0.194863123993559,-0.183351648351648,-0.15780523609751,-0.147911645517043,-0.131750735944172,-0.119722572509458,-0.115897435897436,-0.111111111111111,-0.103070175438596,-0.1,-0.1,-0.0998443689869836,-0.0938520722674898,-0.0897835497835498,-0.0897835497835498,-0.0831701448572342,-0.0825419821977887,-0.0728783312052612,-0.0655123400077387,-0.0652533427068091,-0.0636363636363636,-0.0576565656565656,-0.0571832358674464,-0.0563720048449478,-0.0533333333333333,-0.052605771078714,-0.0507017543859649,-0.0506937004395383,-0.0502104937316205,-0.0199597710445441,0,0.0407341824866068,0.0428571428571429,0.0506605903382315,0.0544787864145473,0.056969696969697,0.056969696969697,0.06,0.0611111111111111,0.0624742841256603,0.0628571428571429,0.0631897370921761,0.0658154748477329,0.0677351916376307,0.0825419821977887,0.0897835497835498,0.09,0.0913077836211299,0.092803738317757,0.108333333333333,0.135897435897436,0.301558441558442
"SUFU",-0.0763751186664444,-0.0761778800076673,-0.0766666666666667,0.0537471070902588,-0.156858054226475,0.0591619591531457,0.0319716540412726,-0.0532598902187947,0.00368686868686869,0.00924242424242424,-0.00714285714285715,0.0613986013986014,-0.05,0.0933333333333333,0.0625480266859577,0.0653192549760113,0.0684838119380366,0.0684838119380366,-0.0732198614974226,-0.0819607639249939,-0.100398687843939,0.271501456989786,-0.143313727424131,0.0875,0.0674835512242573,0.00402486799523079,0.00747435648627939,-0.00333333333333334,0.0070139984300134,0.00928802588996764,0.00543052072457016,-0.0132616487455197,0.095366643761657,0,0.269417973497881,-0.0683333333333333,-0.0275145373528863,0.0167258519787761,-0.115705128205128,-0.104166666666667,0.02,0.0271428571428571,-0.110872414450481,-0.0405555555555556,-0.0468813618813619,0.00876012410847403,-0.0395454545454545,0.0819607639249939,-0.0684838119380366,0.0463736263736264,-0.0561650479625535,0.0376487941588613,-0.0523076923076923,-0.00924242424242424,0.0793693693693694
"CD44",-0.0566666666666667,-0.0733333333333333,-0.133333333333333,-0.238888888888889,0.376190476190476,0.0257309941520468,-0.0934065934065934,0.161864801864802,0.0406015037593985,0.0142857142857143,0.2,-0.45,0.1,0.1,-0.47,0.178095238095238,0.180952380952381,0.180952380952381,-0.199684073390511,-0.0650793650793651,-0.192380952380952,-0.0773809523809524,-0.13,0,0.0116666666666667,-0.106666666666667,-0.105986881335719,0,-0.118294573643411,0,-0.0962592962592962,0.2,-0.0206349206349206,-0.1,-0.0450452908436102,-0.1,-0.0582872200263505,-0.206122448979592,0.1,0.1,-0.1,-0.2,0.106666666666667,-0.2,-0.192727272727273,-0.140350877192982,-0.22,0.0650793650793651,-0.180952380952381,-0.3,0.47,-0.306666666666667,0.4,0,0.0733333333333333
"cMet",-0.0502836879432624,-0.0566666666666667,-0.0733333333333333,-0.242592592592593,0.382857142857143,0.0342055704232332,-0.0990245709346833,0.159690888821324,0.0214525675891857,0.0406015037593985,0.2,-0.47,0.2,0.1,-0.47,0.181868823000898,0.178095238095238,0.178095238095238,-0.195358373644964,-0.058008658008658,-0.196295543128283,-0.0709293394777266,-0.141111111111111,-0.1,0.00533755274261602,-0.118294573643411,-0.111636598849843,0,-0.105986881335719,-0.106666666666667,-0.087500172171705,0.206122448979592,-0.0349206349206349,-0.1,-0.0457209665192859,-0.2,-0.0582872200263505,-0.197031539888683,0.106666666666667,0.1,0,-0.3,0.115757575757576,-0.22,-0.195852272727273,-0.146233230134159,-0.192727272727273,0.058008658008658,-0.178095238095238,-0.306666666666667,0.479090909090909,-0.294166666666667,0.45,-0.0142857142857143,0.0733333333333333
"ERK",-0.033548279607697,-0.0338230048824223,-0.0314285714285714,0.23329660995024,-0.222367699183233,-0.0174241482074424,0.00295223559358339,-0.0852689825555906,-0.113173508749464,-0.116220600162206,-0.0892857142857143,0.258679383712399,-0.114285714285714,-0.0933333333333333,0.157012717045732,0.132707243251798,0.133257298257298,0.133257298257298,0.157119988835567,-0.0381978748352295,0.169418486653872,0.259665070654114,0.145300800955324,0.1,0.0340789064926996,0.109523020169866,0.10766015358581,0.105263157894737,0.106549042474699,0.10875966139124,0.131443678514632,-0.117753909039872,0.0363184411597878,-0.1,0.207239956501544,0.0973333333333333,-0.0114121627727787,0.116842054936529,-0.103496503496503,-0.1,-0.105263157894737,0.0923160173160173,-0.10374713006292,0.105530054644809,0.0990225240963575,0.132700812695818,0.100954891246116,0.0381978748352295,-0.133257298257298,0.0958454290807232,-0.155062856321498,0.092175704310081,-0.256551724137931,0.111111111111111,0.0323631508678238
"RKIP",-0.0323631508678238,-0.0314285714285714,-0.0333333333333333,0.235294117647059,-0.221396825396825,-0.0177268547601489,0.00189245395127748,-0.0910906298003072,-0.111111111111111,-0.111111111111111,-0.1,0.26,-0.1,-0.1,0.256551724137931,0.130400155400155,0.129545454545455,0.129545454545455,0.154654688195324,-0.0367680535628886,0.169630302571479,0.263238770685579,0.139908579465541,0.1,0.0359269083407015,0.105263157894737,0.109523020169866,0.1,0.10875966139124,0.105263157894737,0.133102523751239,-0.12579161317929,0.0347680535628886,0,0.208382447055477,0.133333333333333,-0.0105994692743267,0.118860920109983,-0.1,-0.1,-0.1,0.114285714285714,-0.1,0.0933333333333333,0.105530054644809,0.139179248935347,0.0973333333333333,0.0367680535628886,-0.129545454545455,0.0892857142857143,-0.258679383712399,0.0923160173160173,-0.26,0.111111111111111,0.0266666666666667
"miR200",-0.19329060206228,-0.195034788108792,-0.2,-0.110186876254559,-0.100164410058027,-0.095942575942576,-0.0167564746092353,-0.0395402381523216,-0.0399398847791601,-0.0450246305418719,0,-0.0757142857142857,-0.1,0,-0.0711688311688312,-0.00616750317089022,-0.00990815154994259,-0.00990815154994259,0.0238734289722667,-0.0310349462365591,0.115281004745097,-0.101151773973759,0.0719756496441199,0.04,-0.00801415386781241,0.0103881324095034,0.00719909922047024,0.00956521739130435,0.00522940225077327,0.00252296387017759,0.0279235501218232,0.00809102402022756,0.0325741890959282,0,-0.107575286125173,0,-0.032223888055972,-0.0140471368728921,0.00304225352112676,-0.004,-0.04,0.0157894736842105,-0.00465005417118094,-0.0133333333333333,0.00458081086039259,0.00330508474576271,-0.00194092827004219,0.0310349462365591,0.00990815154994259,0.00721804511278195,0.0704885590599876,0.0204255922825933,0.0857142857142857,0.0277832512315271,0.190196078431373
"RAF",0.0323631508678238,0.0314285714285714,0.0333333333333333,-0.235294117647059,0.221396825396825,0.0177268547601489,-0.00189245395127748,0.0910906298003072,0.111111111111111,0.111111111111111,0.1,-0.26,0.1,0.1,-0.256551724137931,-0.130400155400155,-0.129545454545455,-0.129545454545455,-0.154654688195324,0.0367680535628886,-0.169630302571479,-0.263238770685579,-0.139908579465541,-0.1,-0.0359269083407015,-0.105263157894737,-0.109523020169866,-0.1,-0.10875966139124,-0.105263157894737,-0.133102523751239,0.12579161317929,-0.0347680535628886,0,-0.208382447055477,-0.133333333333333,0.0105994692743267,-0.118860920109983,0.1,0.1,0.1,-0.114285714285714,0.1,-0.0933333333333333,-0.105530054644809,-0.139179248935347,-0.0973333333333333,-0.0367680535628886,0.129545454545455,-0.0892857142857143,0.258679383712399,-0.0923160173160173,0.26,-0.111111111111111,-0.0266666666666667
"MEK",0.0338230048824223,0.0323631508678238,0.0266666666666667,-0.231346749226006,0.221396825396825,0.015803777837072,-0.00225875431757785,0.086172597013422,0.116220600162206,0.111111111111111,0.114285714285714,-0.256551724137931,0.1,0.133333333333333,-0.258679383712399,-0.133257298257298,-0.130400155400155,-0.130400155400155,-0.158115526082392,0.0383553551501902,-0.16914249769343,-0.261027468474277,-0.143512183069145,-0.1,-0.0332242056379988,-0.10875966139124,-0.106549042474699,-0.105263157894737,-0.109523020169866,-0.105263157894737,-0.132615905746372,0.118860920109983,-0.0347680535628886,0.1,-0.207127216929954,-0.0933333333333333,0.0121474568904257,-0.117753909039872,0.1,0.1,0.1,-0.0892857142857143,0.103496503496503,-0.0973333333333333,-0.100954891246116,-0.133724703480801,-0.105530054644809,-0.0383553551501902,0.130400155400155,-0.0923160173160173,0.157012717045732,-0.0958454290807232,0.26,-0.111111111111111,-0.0314285714285714
"TWIST1",0.110079652268502,0.108940700104493,0.104242424242424,0.0159308376699681,0.191271098593753,0.0224451525121456,0.0605251353020232,0.0511150115397792,0.055809278073429,0.0482621082621083,0.15,-0.160289855072464,0.2,0.166666666666667,-0.165553012967201,0.0402096939708387,0.041922022737962,0.041922022737962,0.12570984390587,0.043768329733242,0.113743193106483,-0.104042858673524,0.0794334160463193,0.0619047619047619,-0.107415043695989,0.0458789565557061,0.0472009393185021,0.0452380952380952,0.0463383746261502,0.0494934143870314,0.0504422588405107,0.118377468377468,-0.0456014175526371,-0.0333333333333333,-0.107625408969716,-0.133333333333333,0.0517007301820214,-0.116067237354366,-0.0505012531328321,-0.0452380952380952,-0.0619047619047619,-0.126923076923077,-0.0473012531328321,-0.169333333333333,-0.166701576804553,-0.118817905258583,-0.165223744292237,-0.043768329733242,-0.041922022737962,-0.155494505494505,0.16505550052939,-0.150409759731794,0.173333333333333,-0.0585185185185185,-0.107690700104493
