"","SNAI2","Ecadherin","Wnt","cateninnuc","Destcompl","STAT","LIV1","ZEB2","ZEB1","FOXC2","Csn","TGFR","TWIST1","TGF","SUFU","EGR1","CDC42","SMO","GSK3","cfos","HEY1","FUS","RAF","PAK1","RAS","ILK","SHH","AKT","NFB","SOSGRB2","ERK","IKK","miR200","Patched","SMAD","KLF4","MEK","PI3K","DELTA","RKIP","Jagged","Csl","NOTCH","NOTCHic","SNAI1","cateninmemb","TrCP","SRC","cMet","CD44","DSH","TCFLEF","GLI","Frizzled","AXIN2"
"SOSGRB2",0.237592856081796,0.0458331015372715,-0.0595238095238095,-0.115511211314511,-0.400152010554695,0,0,-0.0867042606516291,-0.0867042606516291,0.0242612942612943,-0.2,-0.159120879120879,-0.192927536231884,-0.159830098979035,-0.2,-0.157142857142857,-0.151428571428571,0.233333333333333,-0.471065559031899,-0.123809523809524,-0.139772727272727,0.2,-0.122033898305085,-0.121428571428571,-0.138700564971751,-0.253548387096774,-0.232139115860046,-0.194152046783626,-0.188888888888889,0.2325,-0.11029601029601,-0.194152046783626,0.00339469966447186,-0.241441441441441,0.240261673810061,0.0895614035087719,-0.11029601029601,0.122033898305085,0.122033898305085,-0.240423976608187,-0.193265328600114,-0.190909090909091,-0.176174529695656,-0.183216783216783,-0.189159203980099,-0.118368043368043,0.2,0.0428571428571429,0.0645962732919255,0.0863354037267081,0,0.104230140568813,0.0812629399585921,0.0428571428571429,0.0811056105610561
"cMet",-0.226410151081684,-0.00366503514025022,0.07,0.0897537976410661,0.19709097398173,0,-0.1,-0.0702741702741703,-0.0702741702741703,0.0476740506329114,0.1,-0.0716666666666667,-0.040097954479977,-0.0716666666666667,0.1,0.2,-0.0883333333333333,-0.03,0.201862519201229,0.18,0.113966288269694,-0.05,0.0619047619047619,-0.113333333333333,0.0675651392632525,0.10578231292517,0.0879545454545455,0.0654166666666667,0.0666666666666667,-0.18,0.15,0.0466666666666667,0.0491987812911726,0.0754545454545455,-0.100327767470625,0.157142857142857,0.140909090909091,-0.0619047619047619,-0.0619047619047619,0.06,0.0715394750177359,0.0571428571428571,0.0582626779715246,0.0518796992481203,-0.0351093450112184,0.00392475851550585,-0.1,0.05,-0.07,-0.0769767441860465,-0.1,-0.0846690518783542,-0.0745454545454545,-0.05,-0.0979365079365079
"RKIP",0.25250597423792,0.0574412427379795,-0.0433333333333333,-0.0872088939585926,-0.35213367576996,0,0,-0.0701099952175992,-0.0701099952175992,0.0264662540524609,-0.1,-0.162857142857143,-0.181836007130125,-0.1656608811749,-0.1,-0.08,-0.153333333333333,0.12,-0.346375098502758,-0.03,-0.122957801006581,0.1,-0.171753246753247,-0.133333333333333,-0.18457375957376,-0.138350449293967,-0.119081967213115,-0.0826839826839827,-0.0857142857142857,0.121396825396825,-0.0196551724137931,-0.0857142857142857,-0.00293783443410473,-0.124,0.13141975622466,0.0701099952175992,-0.0132721936903889,0.171753246753247,0.171753246753247,-0.245658263305322,-0.0903225806451613,-0.0888888888888889,-0.0721056721056721,-0.0797979797979798,-0.233081874379774,-0.114290256643198,0.1,0.0333333333333333,0.0491228070175439,0.0645074224021592,0,0.0777941356888725,0.0587179487179487,0.0333333333333333,0.0599742147210502
"RAF",0.25250597423792,0.0574412427379795,-0.0433333333333333,-0.0872088939585926,-0.35213367576996,0,0,-0.0701099952175992,-0.0701099952175992,0.0264662540524609,-0.1,-0.162857142857143,-0.181836007130125,-0.1656608811749,-0.1,-0.08,-0.153333333333333,0.12,-0.346375098502758,-0.03,-0.122957801006581,0.1,-0.171753246753247,-0.133333333333333,-0.18457375957376,-0.138350449293967,-0.119081967213115,-0.0826839826839827,-0.0857142857142857,0.121396825396825,-0.0196551724137931,-0.0857142857142857,-0.00293783443410473,-0.124,0.13141975622466,0.0701099952175992,-0.0132721936903889,0.171753246753247,0.171753246753247,-0.245658263305322,-0.0903225806451613,-0.0888888888888889,-0.0721056721056721,-0.0797979797979798,-0.233081874379774,-0.114290256643198,0.1,0.0333333333333333,0.0491228070175439,0.0645074224021592,0,0.0777941356888725,0.0587179487179487,0.0333333333333333,0.0599742147210502
"CD44",-0.235169275169275,-0.00544620562371078,0.05,0.0846690518783542,0.188982865873622,-0.1,-0.1,-0.0571428571428571,-0.0571428571428571,0.03375,0.1,-0.0883333333333333,-0.038974358974359,-0.0716666666666667,0.1,0.2,-0.113333333333333,-0.05,0.19702380952381,0.2,0.0923976608187135,-0.1,0.0476190476190476,-0.133333333333333,0.0619047619047619,0.0833333333333333,0.0754545454545455,0.0466666666666667,0.1,-0.166666666666667,0.18,0.0666666666666667,0.0460737812911726,0.03,-0.10578231292517,0.157142857142857,0.15,-0.0476190476190476,-0.0476190476190476,0.0711111111111111,0.0628438228438229,0.1,0.0518796992481203,0.0571428571428571,-0.0266347687400319,0.00285714285714286,0,0,0.05,-0.07,0,-0.0769767441860465,-0.07,-0.1,-0.09
"miR200",-0.0420283206049629,0.00929409544484927,-0.00259154929577465,-0.0163478054154895,-0.0849010244962524,0,0,0.0067562724014337,0.0067562724014337,0.0418065403431257,0.1,0.0803842504743833,-0.0462733994022338,0.0937563434976391,0.1,0,0.0610294117647059,0.0166666666666667,-0.0606085671713235,0.05,-0.0137005649717514,-0.05,-0.124542671259089,0.0708333333333333,-0.1252908009349,-0.0196188603268249,-0.00270133920381581,0.013738118882111,0.0736842105263158,-0.0444197292069632,0.0318181818181818,0.0193984962406015,-0.0134254931357851,-0.0255274261603376,-0.00890778544120014,0.000500345065562452,0.0107297464440322,0.124542671259089,0.124542671259089,0.00046422210285261,-0.0215630624150883,0.025615763546798,-0.0059252456096407,-0.0019704433497537,-0.0177787027787028,0.000491037758211258,0,0.0130434782608696,0.0116350275566442,0.0150058140734981,0,0.0161962902639743,0.00808605479028014,0.004,0.0679206343200441
"KLF4",0.204662714316112,0.159103800943842,0.0841769265845873,0.101798221311302,0.155934941129212,0.0666666666666667,0.0333333333333333,0.0186842105263158,0.0186842105263158,0.0871389841141807,-0.1,0.0117575757575758,0.0659389978213508,0.011269770879527,0,-0.12,0.0130909090909091,0.05,0.137993210804416,-0.129090909090909,0.0219862490450726,0.0333333333333333,0.155384615384615,0.00909090909090909,0.161266968325792,0.00666666666666667,-0.0553763440860215,-0.137989417989418,-0.12,0.102644368210406,-0.140855614973262,-0.134285714285714,-0.00337403337403337,-0.05,-0.000869565217391304,-0.0296296296296296,-0.143948398478417,-0.155384615384615,-0.155384615384615,0.0186868686868687,-0.0833655899323066,-0.147272727272727,-0.165015537907562,-0.157799043062201,0.0308277676197205,-0.0109090909090909,0.1,-0.0725490196078431,-0.0841769265845873,-0.0920030135411091,-0.0666666666666667,-0.097688632270206,-0.0927976162397597,-0.0725490196078431,-0.183911917251308
"HEY1",0.204662714316112,0.159103800943842,0.0841769265845873,0.101798221311302,0.155934941129212,0.0666666666666667,0.0333333333333333,0.0186842105263158,0.0186842105263158,0.0871389841141807,-0.1,0.0117575757575758,0.0659389978213508,0.011269770879527,0,-0.12,0.0130909090909091,0.05,0.137993210804416,-0.129090909090909,0.0219862490450726,0.0333333333333333,0.155384615384615,0.00909090909090909,0.161266968325792,0.00666666666666667,-0.0553763440860215,-0.137989417989418,-0.12,0.102644368210406,-0.140855614973262,-0.134285714285714,-0.00337403337403337,-0.05,-0.000869565217391304,-0.0296296296296296,-0.143948398478417,-0.155384615384615,-0.155384615384615,0.0186868686868687,-0.0833655899323066,-0.147272727272727,-0.165015537907562,-0.157799043062201,0.0308277676197205,-0.0109090909090909,0.1,-0.0725490196078431,-0.0841769265845873,-0.0920030135411091,-0.0666666666666667,-0.097688632270206,-0.0927976162397597,-0.0725490196078431,-0.183911917251308
"FOXC2",0.204662714316112,0.159103800943842,0.0841769265845873,0.101798221311302,0.155934941129212,0.0666666666666667,0.0333333333333333,0.0186842105263158,0.0186842105263158,0.0871389841141807,-0.1,0.0117575757575758,0.0659389978213508,0.011269770879527,0,-0.12,0.0130909090909091,0.05,0.137993210804416,-0.129090909090909,0.0219862490450726,0.0333333333333333,0.155384615384615,0.00909090909090909,0.161266968325792,0.00666666666666667,-0.0553763440860215,-0.137989417989418,-0.12,0.102644368210406,-0.140855614973262,-0.134285714285714,-0.00337403337403337,-0.05,-0.000869565217391304,-0.0296296296296296,-0.143948398478417,-0.155384615384615,-0.155384615384615,0.0186868686868687,-0.0833655899323066,-0.147272727272727,-0.165015537907562,-0.157799043062201,0.0308277676197205,-0.0109090909090909,0.1,-0.0725490196078431,-0.0841769265845873,-0.0920030135411091,-0.0666666666666667,-0.097688632270206,-0.0927976162397597,-0.0725490196078431,-0.183911917251308
"SNAI2",0.482008793421155,0.339234496793195,0.17423449789647,0.196407915202259,0.204181254283478,0.147272727272727,0.12,0.0199641283826306,0.0199641283826306,0.118084241504443,-0.133333333333333,0.0114989585577821,0.163283344391209,0.0114989585577821,-0.1,-0.133333333333333,0.0106442577030812,0.137647058823529,0.185923678511969,-0.150980392156863,0.026416515973478,0.12,0.202614243791435,0.00588235294117647,0.209920179864494,0.00617035546613011,-0.149403310620023,-0.184008447583437,-0.158333333333333,0.134178498985801,-0.164705882352941,-0.175574712643678,-0.00446758677148407,-0.143769507803121,-0.0028210731694794,-0.0326923076923077,-0.171462639109698,-0.202614243791435,-0.202614243791435,0.0148205128205128,-0.174347871321211,-0.184649122807018,-0.210828206880838,-0.200438596491228,0.0274185463659148,-0.111111111111111,0.1,-0.161558441558442,-0.17423449789647,-0.183911917251308,-0.147272727272727,-0.191128412096669,-0.184394925703956,-0.161558441558442,-0.230894401528524
"Ecadherin",0.210261751040976,0.0619275594638028,0.0927976162397597,0.104505971077875,0.158544447186993,0.0725490196078431,0.0666666666666667,0.0201060114741831,0.0201060114741831,0.0896561465855766,-0.12,0.011269770879527,0.0687322939107363,0.0110889390531255,-0.0333333333333333,-0.129090909090909,0.0117575757575758,0.05,0.140421466875057,-0.140855614973262,0.018630544347086,0.05,0.161266968325792,0.0130909090909091,0.165177582850931,0.000869565217391304,-0.0624629582592498,-0.143184223184223,-0.134285714285714,0.109223315578827,-0.143948398478417,-0.137989417989418,-0.00393269259191047,-0.0553763440860215,0.000825350036845984,-0.0296296296296296,-0.147477810243123,-0.161266968325792,-0.161266968325792,0.0168142095108387,-0.0890864137309336,-0.157799043062201,-0.171335240509792,-0.165015537907562,0.0320935904045307,-0.0106526806526807,0.1,-0.0841769265845873,-0.0920030135411091,-0.097688632270206,-0.0725490196078431,-0.101798221311302,-0.0981309495730931,-0.0841769265845873,-0.191128412096669
"cateninmemb",0.497999574442142,0.370574927946727,0.395546959762253,0.434496897349745,0.37225055768328,0.341176470588235,0.3,0.0369762641898865,0.0369762641898865,0.176044141671854,-0.26,0.0255787139689579,0.348464526965349,0.0253978821425564,-0.233333333333333,-0.205454545454545,0.0250909090909091,0.285416666666667,0.329308251884185,-0.234866310160428,0.0416948231397501,0.266666666666667,0.380723981900453,0.0210909090909091,0.393573143911626,0.00631884057971014,-0.310630450427568,-0.32984126984127,-0.293333333333333,0.215745087418374,-0.252392083356304,-0.315555555555556,-0.00774028371793735,-0.297244623655914,-0.00123409481699828,-0.0592592592592593,-0.263764632375912,-0.380723981900453,-0.380723981900453,0.0294162676987717,-0.379777097097384,-0.360478468899522,-0.40446727815871,-0.38625166477581,0.0594035724064689,0.105251782873204,0.2,-0.37140902872777,-0.394887289597335,-0.412613042105697,-0.341176470588235,-0.425439941233966,-0.413546959762253,-0.37140902872777,-0.462758646385067
"SMAD",0.150297663230204,0.040172578056187,0.0202991452991453,0.00647907006370011,-0.0493230288568992,0.02,0.02,0.0425763626353808,0.0425763626353808,0.0567905285228745,-0.00555555555555556,0.0894664073828445,0.0481220457290741,0.0830919053908127,-0.0416666666666667,0.114285714285714,0.0810865191146881,0.111666666666667,-0.130854625741844,0.091705069124424,-0.0805565377271763,0.116666666666667,-0.133032987391066,0.0571428571428571,-0.136322461075277,-0.084653063831146,-0.0588103520798518,-0.0250401493930906,-0.0484126984126984,-0.0786823425022183,0.0661236737755867,-0.0503734827264239,0.0453429504922553,-0.0740519877675841,-0.00344217426409206,-0.0600983748417312,0.0670852122371252,0.133032987391066,0.133032987391066,0.0259392020997056,-0.0449372992598799,-0.0352380952380952,-0.0167104542966612,-0.0317898193760263,0.00267473610618772,-0.0214710161676195,-0.05,-0.00888888888888889,-0.00888888888888889,-0.0077979797979798,-0.0333333333333333,-0.00739092416704357,-0.018860296378282,-0.0222222222222222,-0.0105151802207893
"cateninnuc",0.634365260164797,0.392855291085476,0.447028284401721,0.383808402126043,0.444742902117674,0.391608391608392,0.345454545454545,0.0512231986250834,0.0512231986250834,0.182443845771715,-0.3375,0.0341098901098901,0.348159542618257,0.0347649119439512,-0.233333333333333,-0.255797101449275,0.0341098901098901,0.271366120218579,0.383890355529818,-0.276432022084196,0.0441497784195588,0.253333333333333,0.474900999901,0.0325714285714286,0.487695612695613,0.00242279942279942,-0.301796843232422,-0.402741477272727,-0.364772727272727,0.242796823113317,-0.292887718286728,-0.384772727272727,-0.00836112287366254,-0.289378542578828,-0.000922117294559315,-0.0766364023481461,-0.304355608194985,-0.474900999901,-0.474900999901,0.086582948895604,-0.411557458070147,-0.476333961079724,-0.521207111185432,-0.500752565730887,0.126652048737372,0.123834037560237,0.3,-0.422163947163947,-0.446076990642208,-0.4631404827057,-0.391608391608392,-0.475164381137366,-0.464419588749547,-0.42311524092346,-0.608883850734131
"Csl",0.182536480692722,0.0624997367259119,0.0218272050530115,0.0294134278031729,0.024003529385921,0.0276923076923077,0.02,0.0643915979395201,0.0643915979395201,0.068001180449933,0.0777777777777778,0.119479487706321,0.089852615981152,0.112903523987501,0.0583333333333333,0.0933333333333333,0.11247311827957,-0.000867269984917038,0.00768748024750998,0.0647619047619048,-0.0856694428049927,0.0108974358974359,-0.012224407276881,0.0866666666666667,-0.0125920543357046,0.0284618019869818,0.0479844372077572,0.0596899224806201,0.0333333333333333,-0.0973162951725211,0.0390476190476191,0.0356589147286822,0.0286635235632176,0.0385016785870676,-0.0123506908758707,-0.0812042788129745,0.0412215320910973,0.012224407276881,0.012224407276881,0.0487765071935277,0.0508896030232951,0.048110599078341,0.0651919387912597,0.0533737569730778,0.0328828739698305,-0.0224097724335449,-0.133333333333333,-0.0186013986013986,-0.0240959040959041,-0.026953046953047,-0.0276923076923077,-0.0283270927545737,-0.0242465598917212,-0.0186013986013986,-0.0280044631068058
"SNAI1",0.290383389623521,0.174335955951896,0.12692530784957,0.137554998523151,0.150266754368633,0.116296296296296,0.12,0.0652605156427907,0.0652605156427907,0.0783885697313926,0.00833333333333333,0.115179902065148,0.111091958765872,0.107720224645793,-0.0333333333333333,0.0408695652173913,0.123376623376623,-0.0170848267622461,0.0656954266855257,0.00866617538688283,0.0107929228662979,0.0236559139784946,0.041841345062292,0.114285714285714,0.0434833811870867,0.0186601809182454,0.0146867685098189,0.0412037037037037,0.00833333333333333,-0.0651163418228615,0.00866617538688283,0.0342592592592593,0.0242660788007457,0.0280848267622461,0.000651012193685699,-0.0728980036527149,0.0185316462389008,-0.041841345062292,-0.041841345062292,0.0497817692759786,0.0126102465014636,0.0130769230769231,0.0267974882260597,0.0251648351648352,-0.0472279417339662,-0.104867943362895,-0.0583333333333333,-0.124404404404404,-0.13034499846381,-0.133678331797144,-0.116296296296296,-0.136161090417833,-0.131495691761818,-0.121559454191033,-0.162376669091048
"Jagged",0.171417797888386,0.0566666666666667,0.02,0.0240959040959041,0.0182857142857143,0,0,0.0676328502415459,0.0676328502415459,0.0557142857142857,0,0.0666666666666667,0.078,0.0866666666666667,0,-0.1,0.1,-0.133333333333333,0.0103448275862069,0,-0.166666666666667,-0.1,-0.0333333333333333,0.2,-0.0151515151515151,-0.0666666666666667,-0.0108974358974359,0.0777777777777778,0.1,-0.08,0.06,0.133333333333333,-0.0103030303030303,0.0583333333333333,0.0428571428571429,-0.0111111111111111,0.0933333333333333,0.0333333333333333,0.0333333333333333,0.0205128205128205,0.0135064935064935,0.2,0.177142857142857,0.22,0.0583333333333333,-0.0190305469178709,0,0,-0.02,-0.0276923076923077,0,-0.0186013986013986,-0.0276923076923077,0,-0.0242857142857143
"DELTA",0.171417797888386,0.0566666666666667,0.02,0.0240959040959041,0.0182857142857143,0,0,0.0676328502415459,0.0676328502415459,0.0557142857142857,0,0.0666666666666667,0.078,0.0866666666666667,0,-0.1,0.1,-0.133333333333333,0.0103448275862069,0,-0.166666666666667,-0.1,-0.0333333333333333,0.2,-0.0151515151515151,-0.0666666666666667,-0.0108974358974359,0.0777777777777778,0.1,-0.08,0.06,0.133333333333333,-0.0103030303030303,0.0583333333333333,0.0428571428571429,-0.0111111111111111,0.0933333333333333,0.0333333333333333,0.0333333333333333,0.0205128205128205,0.0135064935064935,0.2,0.177142857142857,0.22,0.0583333333333333,-0.0190305469178709,0,0,-0.02,-0.0276923076923077,0,-0.0186013986013986,-0.0276923076923077,0,-0.0242857142857143
"STAT",0.0569997076132736,0.0318070412659784,-0.0188311688311688,-0.0169109062253973,-0.069164865586957,-0.0142857142857143,0.1,0.0687645687645688,0.0687645687645688,0.0131929107021132,0.15,0.15627990430622,0.0163097022917113,0.162560097542935,0.15,0.0666666666666667,0.135227272727273,-0.00333333333333333,-0.0845616377392078,0.0866666666666667,-0.0186666666666667,-0.05,-0.100367038875103,0.122727272727273,-0.10111330753182,-0.0032206119162641,0.0441647801330864,0.0617514124293785,0.09,-0.175821018062397,0.0631372549019608,0.0566666666666667,0.0327557715487416,0.0149612403100775,-0.0117219168193681,-0.173361061596356,0.0470082226438963,0.100367038875103,0.100367038875103,0.0654810167310167,0.0341933153927702,0.0705882352941176,0.0565236853072375,0.0516693163751987,0.0404760216741784,0.00113944215272212,-0.1,0.0142857142857143,0.0188311688311688,0.017976467976468,0.0142857142857143,0.0170300957367203,0.0196715049656226,0.0142857142857143,0.0700585688820983
