"","PAK1","CDC42","TGFR","TrCP","Csl","SUFU","SOSGRB2","TWIST1","RAS","AXIN2","PI3K","DELTA","TCFLEF","cMet","STAT","SRC","LIV1","GLI","GSK3","SNAI2","miR200","Destcompl","Wnt","Frizzled","DSH","CD44","cateninnuc","RAF","cfos","ERK","MEK","EGR1","ZEB2","ZEB1","SNAI1","cateninmemb","RKIP","Ecadherin","Csn","AKT","NOTCH","IKK","NOTCHic","NFB","KLF4","HEY1","SHH","Patched","FUS","SMO","Jagged","SMAD","ILK","FOXC2","TGF"
"ILK",0.25,0.267647058823529,0.275647058823529,0,0.15,0.1,0.138076923076923,0.184836348414395,-0.324044120263298,-0.218571428571429,-0.317194805194805,-0.317194805194805,-0.191044347448179,-0.179710144927536,-0.2,-0.166666666666667,-0.1,-0.190479375696767,-0.323917748917749,0.0620819867419417,0.168226796095649,-0.284388995220315,0.179710144927536,0.166666666666667,0.2,0.190479375696767,0.187951563943025,0.317194805194805,0.0333333333333333,0.0392156862745098,0.0375763420122147,0.0333333333333333,-0.0497964035899184,-0.0497964035899184,-0.283228663446055,0.104965685449259,-0.256431803490627,0.0705927855431774,-0.1,-0.15867269984917,-0.173076923076923,-0.150980392156863,-0.173076923076923,-0.133333333333333,-0.0467105263157895,-0.0995089631049676,-0.143803418803419,-0.141025641025641,-0.1,-0.133333333333333,0.00236842105263158,-0.121237615046018,-0.114037615046018,-0.317200929152149,-0.281338115734099
"AKT",0.267647058823529,0.275647058823529,0.281338115734099,0.1,0.173076923076923,0.1,0.140299145299145,0.18697702119727,-0.32139351785366,-0.222542547705003,-0.324044120263298,-0.324044120263298,-0.187951563943025,-0.190479375696767,-0.166666666666667,-0.179710144927536,-0.2,-0.192155353350398,-0.323917748917749,0.0605744490534995,0.169296314812226,-0.28678767181254,0.190479375696767,0.179710144927536,0.166666666666667,0.191044347448179,0.190566948558409,0.324044120263298,0.0392156862745098,0.0375763420122147,0.0426396331514552,0.0333333333333333,-0.0497964035899184,-0.0497964035899184,-0.285484302543799,0.105067622248443,-0.258295157527894,0.0695321794825714,-0.133333333333333,-0.263723204899675,-0.171857410881801,-0.15867269984917,-0.173076923076923,-0.150980392156863,-0.0458558254610886,-0.106275880398201,-0.152224471434998,-0.143803418803419,-0.133333333333333,-0.141025641025641,-0.000280585569884977,-0.123594517402921,-0.121237615046018,-0.323967846445382,-0.284661378573978
"TGFR",0.171111111111111,0.156825396825397,0.0621825396825397,0.1,0.07,0.14,0.338239116309292,0.0294187425860024,0.140361319966583,0.0167872092407142,0.133928571428571,0.133928571428571,0.0196951641539526,0.010125786163522,0.0333333333333333,0.0233333333333333,0,-0.00569602643248413,-0.0777564516333601,-0.00925963981655163,0.0886476210725377,-0.0207811762044579,0.00892183288409704,-0.00428571428571428,-0.0142857142857143,-0.0153889440582589,-0.0162407797429695,-0.133928571428571,0.179699248120301,0.190810359231412,0.178481592108124,0.142857142857143,-0.0468002768499293,-0.0468002768499293,-0.0373762534060201,-0.0414499967602892,-0.0316450216450216,-0.0527326121487206,-0.05,-0.0611383108935129,-0.0689828826593897,-0.0657894736842105,-0.0768965517241379,-0.05,-0.0492794486215539,-0.158146405304233,-0.158452902785895,-0.157887931034483,-0.14,-0.164137931034483,-0.171251147254061,-0.165361872658394,-0.157888563049853,-0.0694925954053541,-0.0664378588314758
"Csn",0.134090909090909,0.144538670284939,0.149666875413144,0.02,0.12020202020202,0.0142857142857143,0.0419554940620316,0.14978182951535,-0.322303339961272,-0.175837169499528,-0.322495278540927,-0.322495278540927,-0.141805141696252,-0.140396067026728,-0.133333333333333,-0.136781609195402,-0.133333333333333,-0.140832748249435,-0.328027439825048,0.0439260748333523,0.038526751171595,-0.268414859955927,0.140396067026728,0.136781609195402,0.133333333333333,0.140840511471172,0.141865273987293,0.322495278540927,0.0533333333333333,0.0494372294372294,0.0536038961038961,0.0533333333333333,-0.0256559139784946,-0.0256559139784946,-0.155442091584363,0.0553323051738955,-0.125839677563815,0.0132792581483218,-0.145,-0.169833333333333,-0.12246225996226,-0.165833333333333,-0.121500721500721,-0.161666666666667,-0.0228011204481793,-0.0270957918050941,-0.0493214230390328,-0.0427640459898524,-0.0365079365079365,-0.0395382395382395,0.0175714638186881,-0.0367326471496165,-0.0359614389233954,-0.182031932013283,-0.151814846773526
"STAT",0.259090909090909,0.252840909090909,0.250209330143541,0.1,0.0509803921568628,0.05,0.212848932676519,0.0747702988332674,0.0857043103341852,0.0745423204246734,0.0864505789909016,0.0864505789909016,0.0261655843280449,0.0267857142857143,0.0142857142857143,0.0267857142857143,0.1,0.0192226890756302,-0.0385336003560303,0.0342245180156804,0.119744201121453,-0.0668333438538755,-0.0267857142857143,-0.0267857142857143,-0.0142857142857143,-0.0208028083028083,-0.0248544997034919,-0.0864505789909016,-0.0266666666666667,-0.0266666666666667,-0.038494623655914,-0.0666666666666667,-0.0209521247982786,-0.0209521247982786,-0.162389906738851,-0.128236220024789,-0.165489060489061,-0.0821970887348908,-0.05,-0.0595076674737692,-0.050350636187301,-0.0747619047619048,-0.0590885002649709,-0.07,-0.123489799960388,-0.098,-0.0807172257666186,-0.0833720930232558,-0.075,-0.095,-0.0630906114936101,-0.102357154755955,-0.101207729468599,-0.246159509202454,-0.248760054781222
"SRC",0.311111111111111,0.311111111111111,0.311111111111111,-0.1,-0.09,0.0333333333333333,-0.00857142857142857,0.0933964885689024,-0.00892099973451663,0.065149390114327,-0.0058906967042136,-0.0058906967042136,0.00882047181127549,0.01,0.1,0,0.2,0.0149180327868852,-0.0735930735930736,0.0551413228315566,0.134709412970283,-0.0847507564898869,-0.01,0,0,-0.0149180327868852,-0.0108338946300674,0.0058906967042136,-0.293939393939394,-0.282828282828283,-0.284715075281113,-0.266666666666667,-0.0194369571728062,-0.0194369571728062,-0.193435159519814,-0.11973394701392,-0.337992831541219,-0.0791399994341171,0.05,0.0504273504273504,0.0661904761904762,0.0448717948717949,0.0661904761904762,0.0833333333333333,-0.129198966408269,-0.0269695465077789,-0.0137472766884532,-0.0196296296296296,0.0166666666666667,-0.0233333333333333,-0.00598153375676312,-0.0164710763394974,-0.0155701754385965,-0.305396825396825,-0.305656565656566
"NOTCH",0.3,0.311111111111111,0.299111111111111,0,-0.02,0.1,0.154736842105263,0.124864406779661,0.0551778656126482,0.0186253369272237,0.0624242424242424,0.0624242424242424,0.018035298035298,0.0276923076923077,0,0.02,0,0.0125407925407925,0.0431905259491466,0.0770152505446623,0.117575757575758,-0.0101776061776062,-0.0276923076923077,-0.02,0,-0.0125407925407925,-0.0217087674230531,-0.0624242424242424,-0.06,-0.06,-0.0457142857142857,0,-0.0160225442834139,-0.0160225442834139,-0.145384615384615,-0.0533932198617694,-0.15393457117595,-0.0805959252971137,-0.1,-0.0666666666666667,-0.0896774193548387,-0.0555555555555556,0.02,-0.0666666666666667,-0.0123188405797101,-0.194927536231884,-0.0779788838612368,-0.0897435897435898,-0.0666666666666667,-0.0666666666666667,-0.0980856180856181,-0.0957142857142857,-0.102380952380952,-0.288163265306122,-0.295885304659498
"cateninmemb",0.0130909090909091,0.0117575757575758,0.011269770879527,0,0.0343540669856459,0.0333333333333333,0.0600719207968463,0.0215431895911686,-0.000243623448519932,0.0792756275638939,-0.00164027149321267,-0.00164027149321267,-0.0160540643019221,-0.0193310731775015,-0.00392156862745098,-0.0202006383948928,-0.0333333333333333,-0.019143167130525,-0.0877679052702902,-0.020742448510565,0.0142074519728151,-0.0869258789163487,0.0184765004638584,0.0202006383948928,0.00392156862745098,0.0196655213380367,0.0188551847501014,0.00164027149321267,-0.0667379679144385,-0.0615833287391808,-0.0557009757980043,-0.0490909090909091,-0.0144205195173604,-0.0144205195173604,-0.0324535078272503,0.11998217034466,-0.0374737978269278,0.111362032679994,-0.02,-0.0111014911014911,-0.0306519246486207,-0.00201058201058201,-0.025075716470182,-0.00571428571428572,-0.0197843413033286,-0.003166103537205,-0.0289359495385657,-0.030510752688172,-0.0333333333333333,-0.0208333333333333,0.020807347522411,-0.00849099905253184,-0.00921739130434783,0.0414428019908175,-0.01289725731714
"NFB",-0.0888888888888889,-0.0797979797979798,-0.0773979797979798,-0.1,0.106060606060606,-0.12,-0.114475895621406,-0.116577964519141,-0.226330910311305,0.0164792299898683,-0.220360761057573,-0.220360761057573,0.0104504187319034,0.0188034188034188,0.0111111111111111,0.0111111111111111,0,0.00644386824162105,-0.287384184443008,-0.0552743765954984,0.0158584001050834,-0.200555318553419,-0.0188034188034188,-0.0111111111111111,-0.0111111111111111,-0.00580906852093293,-0.0092739481436681,0.220360761057573,0.0342857142857143,0.0142857142857143,0.0175536881419234,0.0142857142857143,-0.0142014230979748,-0.0142014230979748,-0.0423936584288984,-0.0291814229456475,-0.0261384335154827,-0.0223245322893257,0.0857142857142857,-0.0606220506220506,-0.107105152911605,-0.0561776061776062,-0.101298701298701,-0.0642857142857143,-0.0110805860805861,0.088141309155241,0.0780119712566742,0.0768071519795658,0.08,0.0837037037037037,0.041249227422186,0.0826709669108175,0.084529702970297,0.0792728652489608,0.0761321570131697
"NOTCHic",0.311111111111111,0.299111111111111,0.295885304659498,0.1,-0.02,0.0666666666666667,0.150191387559809,0.11920402942117,0.0615818064993477,0.0200142258161126,0.0551778656126482,0.0551778656126482,0.0217087674230531,0.0125407925407925,0.02,0.0276923076923077,0,0.0157665989924054,0.0448434185111301,0.0780172545526784,0.115841653529515,-0.0108442728442728,-0.0125407925407925,-0.0276923076923077,-0.02,-0.018035298035298,-0.0203347216215264,-0.0551778656126482,-0.06,-0.0457142857142857,-0.0542857142857143,-0.06,-0.0138003220611916,-0.0138003220611916,-0.141680911680912,-0.0556244571842846,-0.149709219063274,-0.0792176710857814,-0.0666666666666667,-0.0550387596899225,-0.0765195246179966,-0.0666666666666667,-0.0896774193548387,-0.0555555555555556,-0.0158902691511387,-0.190312151616499,-0.0790541526784411,-0.0779788838612368,-0.0666666666666667,-0.0897435897435898,-0.0987478697412472,-0.0964337101747174,-0.0957142857142857,-0.291389071757735,-0.295248361984339
"Jagged",0.2,0.3,0.311111111111111,0,0,0,0.16,0.113,0.0624242424242424,0.0242857142857143,0.0533333333333333,0.0533333333333333,0.0125407925407925,0.02,0,0,0,0.0276923076923077,0.0340996168582375,0.080718954248366,0.117575757575758,-0.0101776061776062,-0.02,0,0,-0.0276923076923077,-0.018035298035298,-0.0533333333333333,0,-0.06,-0.06,-0.1,-0.0123188405797101,-0.0123188405797101,-0.15,-0.0486811779769526,-0.143589743589744,-0.0797894736842105,0,-0.0555555555555556,0.02,-0.0666666666666667,0.02,-0.1,-0.0166666666666667,-0.216666666666667,-0.0897435897435898,-0.0666666666666667,-0.1,-0.0666666666666667,-0.112900432900433,-0.102380952380952,-0.116666666666667,-0.294285714285714,-0.299111111111111
"DELTA",0.2,0.3,0.311111111111111,0,0,0,0.16,0.113,0.0624242424242424,0.0242857142857143,0.0533333333333333,0.0533333333333333,0.0125407925407925,0.02,0,0,0,0.0276923076923077,0.0340996168582375,0.080718954248366,0.117575757575758,-0.0101776061776062,-0.02,0,0,-0.0276923076923077,-0.018035298035298,-0.0533333333333333,0,-0.06,-0.06,-0.1,-0.0123188405797101,-0.0123188405797101,-0.15,-0.0486811779769526,-0.143589743589744,-0.0797894736842105,0,-0.0555555555555556,0.02,-0.0666666666666667,0.02,-0.1,-0.0166666666666667,-0.216666666666667,-0.0897435897435898,-0.0666666666666667,-0.1,-0.0666666666666667,-0.112900432900433,-0.102380952380952,-0.116666666666667,-0.294285714285714,-0.299111111111111
"IKK",-0.1,-0.0888888888888889,-0.0797979797979798,0,0.0727272727272727,-0.1,-0.123949579831933,-0.12578431372549,-0.220360761057573,0.0235714285714286,-0.217543859649123,-0.217543859649123,0.00580906852093293,0.0111111111111111,0,0.0111111111111111,0.1,0.0188034188034188,-0.288168498168498,-0.0477540513922464,0.0143478260869565,-0.199226414898934,-0.0111111111111111,-0.0111111111111111,0,-0.0188034188034188,-0.0104504187319034,0.217543859649123,0.0142857142857143,0.0342857142857143,0.0142857142857143,0,-0.0122857142857143,-0.0122857142857143,-0.0399279050042409,-0.0297094060501882,-0.0261384335154827,-0.0186327184851523,0.1,-0.0561776061776062,-0.101298701298701,-0.0642857142857143,-0.106060606060606,0.0857142857142857,-0.0168498168498168,0.0934984520123839,0.0768071519795658,0.0837037037037037,0.12,0.08,0.0340549828178694,0.084529702970297,0.0875,0.0788744588744589,0.0773979797979798
"SMAD",-0.211904761904762,-0.204862508383635,-0.20206921229425,-0.15,-0.16952380952381,-0.166666666666667,-0.114529724933452,-0.0778006403687768,-0.181876573878125,-0.0306717798757393,-0.178916047562336,-0.178916047562336,-0.0294556045846652,-0.0251353874883287,-0.0342857142857143,-0.0231746031746032,-0.02,-0.00821057439762476,-0.179029174668272,-0.0721370007431971,-0.0849263516667209,-0.0465641480198116,0.00317460317460317,0.00317460317460317,0.0142857142857143,0.0298626602156014,0.028442433358728,0.178916047562336,0.0188940092165899,0.0281963347979852,0.0243501809518314,0.0285714285714286,-0.0122726291893778,-0.0122726291893778,0.0410395003741778,0.0586525381867817,0.0619754912831231,0.0798602018838114,0.138888888888889,0.116479925303455,0.155374931581828,0.116479925303455,0.154581280788177,0.134126984126984,-0.0107034058581201,0.143097982563367,0.162133993838318,0.163249235474006,0.179166666666667,0.164166666666667,0.193412791509566,0.0607097924906144,0.162614554395376,0.188557990541593,0.198483554923732
"cfos",0.314285714285714,0.3,0.294117647058824,0.1,0.0666666666666667,0.0666666666666667,0.15,0.146112554112554,0.0589298049843244,-0.0664860426929393,0.0528322440087146,0.0528322440087146,-0.0405977264393106,-0.0485185185185185,-0.05,-0.03,-0.1,-0.0511500974658869,0.110657467532468,0.0912197048693399,0.11355148119854,0.0787969578163944,0.0485185185185185,0.03,0.05,0.0485185185185185,0.0424495782911625,-0.0528322440087146,-0.04,-0.0356521739130435,-0.0441267501842299,0.04,-0.0122506629770552,-0.0122506629770552,-0.132652748095786,0.0568440967966837,-0.14041958041958,0.0368262686029743,-0.0666666666666667,-0.0508771929824561,-0.0574358974358974,-0.0666666666666667,-0.0743589743589744,-0.0666666666666667,-0.0119047619047619,-0.0914792603698151,-0.0827245832622177,-0.0814900153609831,-0.080952380952381,-0.0976190476190476,-0.0835416666666667,-0.094973544973545,-0.094973544973545,-0.294583589533374,-0.292602495543672
"TrCP",0.3,0.294117647058824,0.292602495543672,0.0666666666666667,0.0743589743589744,0.080952380952381,0.143069306930693,0.140134293242989,0.0643843504388698,-0.0620835269696688,0.0589298049843244,0.0589298049843244,-0.0424495782911625,-0.0485185185185185,-0.03,-0.0485185185185185,-0.05,-0.0428574145390577,0.107748376623377,0.0926663594805515,0.112028638558946,0.0793984615757929,0.0511500974658869,0.0485185185185185,0.03,0.0405977264393106,0.0439668196704728,-0.0589298049843244,-0.0356521739130435,-0.0441267501842299,-0.0361267501842299,-0.04,-0.0112860327519748,-0.0112860327519748,-0.130504776735404,0.058126148078735,-0.136552177104663,0.0360650229282339,-0.0666666666666667,-0.0545808966861598,-0.0596336996336996,-0.0508771929824561,-0.0574358974358974,-0.0666666666666667,-0.0119047619047619,-0.090008672134521,-0.0837245832622177,-0.0827245832622177,-0.0976190476190476,-0.0814900153609831,-0.0884496421267894,-0.0930380611025772,-0.094973544973545,-0.291135313671305,-0.289323807019082
"LIV1",0.3,0.294117647058824,0.292602495543672,0.0666666666666667,0.0743589743589744,0.080952380952381,0.143069306930693,0.140134293242989,0.0643843504388698,-0.0620835269696688,0.0589298049843244,0.0589298049843244,-0.0424495782911625,-0.0485185185185185,-0.03,-0.0485185185185185,-0.05,-0.0428574145390577,0.107748376623377,0.0926663594805515,0.112028638558946,0.0793984615757929,0.0511500974658869,0.0485185185185185,0.03,0.0405977264393106,0.0439668196704728,-0.0589298049843244,-0.0356521739130435,-0.0441267501842299,-0.0361267501842299,-0.04,-0.0112860327519748,-0.0112860327519748,-0.130504776735404,0.058126148078735,-0.136552177104663,0.0360650229282339,-0.0666666666666667,-0.0545808966861598,-0.0596336996336996,-0.0508771929824561,-0.0574358974358974,-0.0666666666666667,-0.0119047619047619,-0.090008672134521,-0.0837245832622177,-0.0827245832622177,-0.0976190476190476,-0.0814900153609831,-0.0884496421267894,-0.0930380611025772,-0.094973544973545,-0.291135313671305,-0.289323807019082
"EGR1",0.3,0.294117647058824,0.292602495543672,0.0666666666666667,0.0743589743589744,0.080952380952381,0.143069306930693,0.140134293242989,0.0643843504388698,-0.0620835269696688,0.0589298049843244,0.0589298049843244,-0.0424495782911625,-0.0485185185185185,-0.03,-0.0485185185185185,-0.05,-0.0428574145390577,0.107748376623377,0.0926663594805515,0.112028638558946,0.0793984615757929,0.0511500974658869,0.0485185185185185,0.03,0.0405977264393106,0.0439668196704728,-0.0589298049843244,-0.0356521739130435,-0.0441267501842299,-0.0361267501842299,-0.04,-0.0112860327519748,-0.0112860327519748,-0.130504776735404,0.058126148078735,-0.136552177104663,0.0360650229282339,-0.0666666666666667,-0.0545808966861598,-0.0596336996336996,-0.0508771929824561,-0.0574358974358974,-0.0666666666666667,-0.0119047619047619,-0.090008672134521,-0.0837245832622177,-0.0827245832622177,-0.0976190476190476,-0.0814900153609831,-0.0884496421267894,-0.0930380611025772,-0.094973544973545,-0.291135313671305,-0.289323807019082
"FUS",-0.0333333333333333,-0.025,-0.0195945945945946,-0.1,-0.00606060606060606,-0.333333333333333,0.0873144399460189,-0.0452035497154068,-0.0495744994570779,0.156160231572525,-0.0500111806797853,-0.0500111806797853,0.00791801510248112,0.00888888888888889,0,0.02,0,0.113888888888889,-0.217917484232385,-0.0120941080284855,-0.0896111220525308,-0.18179257058225,-0.113888888888889,-0.125,-0.1,-0.00791801510248112,-0.00927671075465504,0.0500111806797853,0.143076923076923,0.127925407925408,0.126775982638052,0.12,-0.00847890887664206,-0.00847890887664206,0.0706286409877402,-0.0816915397061737,0.104683357879234,-0.0255379843797108,0.1,0.064989010989011,0.00787878787878788,0.0611428571428571,0.00106060606060606,0.0571428571428571,-0.0145264116575592,-0.00721452460582895,0.175353535353535,0.184444444444444,0.173333333333333,0.173333333333333,-0.0606636068081851,-0.00987199180747568,-0.00793650793650794,0.159736842105263,0.0174669350201265
