"","HEY1","ILK","AKT","NFB","SMO","FUS","KLF4","TrCP","SUFU","Csn","Csl","TWIST1","GSK3","EGR1","cfos","PAK1","SNAI2","AXIN2","GLI","RAS","Ecadherin","RAF","PI3K","miR200","cateninnuc","STAT","TCFLEF","CD44","SRC","cMet","cateninmemb","Destcompl","DSH","DELTA","Frizzled","Wnt","LIV1","TGF","TGFR","CDC42","ERK","MEK","SOSGRB2","ZEB2","ZEB1","RKIP","Jagged","NOTCH","SNAI1","NOTCHic","Patched","SHH","SMAD","IKK","FOXC2"
"Jagged",0.0166666666666667,0.116666666666667,0.0555555555555556,0.1,0.0666666666666667,0.1,0.0166666666666667,0,0,0,0,0.138,-0.0118773946360153,0.1,0,0,0.0698089492207139,-0.00428571428571428,0.00307692307692308,-0.0424242424242424,0.000807017543859652,-0.0333333333333333,-0.0333333333333333,-0.124242424242424,-0.00984348984348984,0,-4.66200466200467e-05,-0.00307692307692308,0,0.02,0.0032174867386135,-0.000416988416988418,0,0.0333333333333333,0,0.02,0,-0.0706666666666667,-0.0666666666666667,-0.1,-0.02,-0.02,-0.12,-0.0210144927536232,-0.0210144927536232,-0.107692307692308,-0.104242424242424,0.0342857142857143,-0.175,0.02,-0.0666666666666667,-0.0897435897435898,-0.0928571428571429,-0.0666666666666667,-0.314285714285714
"DELTA",0.0166666666666667,0.116666666666667,0.0555555555555556,0.1,0.0666666666666667,0.1,0.0166666666666667,0,0,0,0,0.138,-0.0118773946360153,0.1,0,0,0.0698089492207139,-0.00428571428571428,0.00307692307692308,-0.0424242424242424,0.000807017543859652,-0.0333333333333333,-0.0333333333333333,-0.124242424242424,-0.00984348984348984,0,-4.66200466200467e-05,-0.00307692307692308,0,0.02,0.0032174867386135,-0.000416988416988418,0,0.0333333333333333,0,0.02,0,-0.0706666666666667,-0.0666666666666667,-0.1,-0.02,-0.02,-0.12,-0.0210144927536232,-0.0210144927536232,-0.107692307692308,-0.104242424242424,0.0342857142857143,-0.175,0.02,-0.0666666666666667,-0.0897435897435898,-0.0928571428571429,-0.0666666666666667,-0.314285714285714
"SUFU",0.0162883737530149,0.0129032258064516,-0.0459905597757947,-0.0111428571428571,0.208055555555556,0.185833333333333,0.0123198957276703,-0.05,0.173333333333333,-0.00714285714285715,0.0140909090909091,0.10394110673782,0.0875808466749076,0.156923076923077,0.135710955710956,0.025,-0.0119964561630038,0.130352856358706,0.0805436405808153,0.0389691800121212,0.0607693016577601,0.0326400660880706,0.0326400660880706,-0.135425357912547,-0.0202089229936344,0.03,0.022715316855527,0.0259761864207444,0.00777777777777778,0.0184573894282632,0.0855421682304122,-0.0983545659064962,-0.075,-0.0326400660880706,-0.0972222222222222,-0.0876068376068376,0.05,-0.0337078769566495,-0.0335106382978723,-0.025,-0.146055783297163,-0.158396208829078,0.000987608882345726,-0.0201968861501799,-0.0201968861501799,-0.151000070131145,-0.0578568256360661,0.00178210678210678,-0.174403655292844,-0.0140909090909091,-0.194924242424242,-0.186816134316134,-0.0182150040974447,0.0265274725274725,-0.226890944954583
"FUS",0.0223124701385571,0.02,-0.0265274725274725,-0.00714285714285715,0.185833333333333,0.173333333333333,0.00214025500910747,-0.1,0.333333333333333,-0.05,0.00909090909090909,0.0967246118924591,0.0927222348497148,0.18,0.156923076923077,0.0666666666666667,-0.0160175504280005,0.135739273220533,0.0876068376068376,0.0326400660880706,0.0599454087638363,0.0147361359570662,0.0147361359570662,-0.133194874641171,-0.022715316855527,0.05,0.0259761864207444,0.0184573894282632,0.03,0.00777777777777778,0.082540803973932,-0.0998962990271766,-0.05,-0.0147361359570662,-0.075,-0.0972222222222222,0,-0.0335106382978723,-0.025,-0.025,-0.135710955710956,-0.146055783297163,0.00168690958164643,-0.0192307025753007,-0.0192307025753007,-0.143244968090329,-0.0652202460636196,-0.0140909090909091,-0.175936875054343,-0.0140909090909091,-0.208055555555556,-0.194924242424242,-0.0129032258064516,0.0111428571428571,-0.218702359346642
"PAK1",0.0918077725842961,0.0854497354497355,0.0653508771929825,0.0916666666666667,0.0658218125960062,0.0690476190476191,0.0191834504293521,0.0666666666666667,0.0523809523809524,0.0666666666666667,0.0641025641025641,0.196637492941841,-0.0897662337662337,0,-0.00434782608695652,0.0523809523809524,0.0128654664809151,-0.160965703132261,-0.120917605667285,-0.00705978967098049,0.114560276233176,-0.00615069876188958,-0.00615069876188958,-0.118703931349497,-0.11809264983659,0.11,0.119058167077969,0.123502611522414,0.106296296296296,0.122512512512513,0.0810516074829697,0.129846954869886,0.11,0.00615069876188958,0.106296296296296,0.119454191033138,0.15,-0.0565275290444046,-0.0543417366946779,-0.0543417366946779,-0.0075165806927045,-0.00484991402603783,-0.0815456545654566,-0.018534384160771,-0.018534384160771,-0.0926274646164149,-0.0529976141785958,-0.0436630036630037,-0.146472105379691,-0.0502564102564103,-0.0621181088923024,-0.0571181088923024,-0.0867400580303806,-0.0653508771929825,-0.318916397509382
"RKIP",-0.0869144405729772,-0.0850556268720582,-0.0323051948051948,0.0142857142857143,-0.0266666666666667,-0.0666666666666667,0.0160688665710187,0,-0.1,0,0.0333333333333333,0.0177599524658348,0.00394011032308904,-0.11,-0.11,-0.0666666666666667,0.0979926560587515,0.139779653070792,0.0902564102564102,-0.0410755910755911,-0.101253078023321,-0.0538961038961039,-0.0538961038961039,-0.013706892785436,0.108648683578374,-0.1,-0.100760642865906,-0.0944669365721997,-0.133333333333333,-0.117543859649123,-0.0704221868927751,0.124107691857231,-0.1,0.0538961038961039,-0.133333333333333,-0.113333333333333,0,0.0523275478415665,0.0495238095238095,0.0733333333333333,0.0789655172413793,0.0555612619222304,0.0436190476190476,-0.0140688665710187,-0.0140688665710187,-0.0181372549019608,0.0629113105344005,-0.00361305361305361,-0.0234153624850918,-0.0151515151515151,0.0386666666666667,0.0566994535519126,0.0682239437037414,0.0232142857142857,-0.0199675803124079
"RAF",-0.0869144405729772,-0.0850556268720582,-0.0323051948051948,0.0142857142857143,-0.0266666666666667,-0.0666666666666667,0.0160688665710187,0,-0.1,0,0.0333333333333333,0.0177599524658348,0.00394011032308904,-0.11,-0.11,-0.0666666666666667,0.0979926560587515,0.139779653070792,0.0902564102564102,-0.0410755910755911,-0.101253078023321,-0.0538961038961039,-0.0538961038961039,-0.013706892785436,0.108648683578374,-0.1,-0.100760642865906,-0.0944669365721997,-0.133333333333333,-0.117543859649123,-0.0704221868927751,0.124107691857231,-0.1,0.0538961038961039,-0.133333333333333,-0.113333333333333,0,0.0523275478415665,0.0495238095238095,0.0733333333333333,0.0789655172413793,0.0555612619222304,0.0436190476190476,-0.0140688665710187,-0.0140688665710187,-0.0181372549019608,0.0629113105344005,-0.00361305361305361,-0.0234153624850918,-0.0151515151515151,0.0386666666666667,0.0566994535519126,0.0682239437037414,0.0232142857142857,-0.0199675803124079
"SRC",-0.00477490897053956,-0.0513157894736842,0.0799145299145299,0.0833333333333333,-0.01,-0.05,0.118992248062015,0.1,-0.1,0.05,0.13,-0.111799924213717,0.215584415584416,-0.0666666666666667,-0.0939393939393939,0.0444444444444444,0.0565503293121789,0.248680351906158,0.203360655737705,0.208287253005651,-0.232762640409699,0.212832707551106,0.212832707551106,0.0740272288098375,0.213542354870133,-0.1,-0.215555777688924,-0.203360655737705,-0.225,-0.205,-0.0807704684927406,-0.0101270106704889,-0.2,-0.212832707551106,-0.225,-0.205,0,-0.0794336219336219,-0.0867063492063492,-0.0819444444444444,0.105050505050505,0.0956165427863541,0.1,-0.0138814016172507,-0.0138814016172507,-0.095959595959596,-0.0183450952717008,-0.13,-0.00100050305377273,-0.144285714285714,0.0211111111111111,0.0152287581699346,0.0450094831673779,-0.091025641025641,0.114971988795518
"MEK",-0.068732622391159,-0.0682239437037414,-0.0240699006875477,-0.0232142857142857,-0.0386666666666667,-0.0266666666666667,0.0121472979435677,0,-0.0666666666666667,0.0142857142857143,0.0151515151515151,0.0129980477039301,-0.00465939827641956,-0.11,-0.0789655172413793,-0.0733333333333333,0.0994525100733501,0.138878752169891,0.0965501165501165,-0.0547263847263847,-0.103438870373048,-0.0410755910755911,-0.0410755910755911,-0.0121589051693369,0.107533441942686,-0.133333333333333,-0.108648683578374,-0.100760642865906,-0.117543859649123,-0.0944669365721997,-0.0657880405513117,0.118668361313298,-0.133333333333333,0.0410755910755911,-0.113333333333333,-0.0902564102564102,-0.1,0.0559771828780629,0.0523275478415665,0.0495238095238095,0.0555612619222304,-0.0361054047444363,0.0258412698412698,-0.0101006126027647,-0.0101006126027647,-0.00892672858617132,0.0522555728294825,3.658142344274e-05,-0.0137999778697072,-0.00361305361305361,0.0566994535519126,0.0534314796957034,0.0626888883531879,0.0323051948051948,-0.0253729857178133
"SMO",0.0527472527472527,0.0533333333333333,-0.0111428571428571,-0.05,0.173333333333333,0.333333333333333,-0.00277777777777778,0,0.3,-0.1,0,0.0857298474945534,0.0883744087627583,0.2,0.18,0.0666666666666667,-0.0144017515051998,0.1376026272578,0.0972222222222222,0.0147361359570662,0.057205682736439,0.0240384615384615,0.0240384615384615,-0.129234478601567,-0.0259761864207444,0,0.0184573894282632,0.00777777777777778,0.05,0.03,0.0871962974562411,-0.10617367128995,-0.1,-0.0240384615384615,-0.05,-0.075,-0.1,-0.025,-0.025,-0.0666666666666667,-0.156923076923077,-0.135710955710956,-0.0175438596491228,-0.0100282485875706,-0.0100282485875706,-0.131904761904762,-0.0844973544973545,-0.0140909090909091,-0.170276497695853,-0.00909090909090909,-0.185833333333333,-0.208055555555556,-0.02,0.00714285714285715,-0.223965517241379
"ERK",-0.0649783561795549,-0.0626888883531879,-0.00939100160497894,-0.0323051948051948,-0.0566994535519126,-0.0386666666666667,0.00749613515287,0.0142857142857143,-0.0266666666666667,-0.0232142857142857,0.00361305361305361,0.00370539860545571,-0.000390551773240628,-0.0789655172413793,-0.0555612619222304,-0.0495238095238095,0.0972883982609064,0.143594199324363,0.104820793241846,-0.0634172538132934,-0.10395380343175,-0.0547263847263847,-0.0547263847263847,-0.00848243458110164,0.105311219720464,-0.117543859649123,-0.107533441942686,-0.108648683578374,-0.0944669365721997,-0.100760642865906,-0.0674439743139612,0.115774712309164,-0.113333333333333,0.0547263847263847,-0.0902564102564102,-0.0965501165501165,-0.133333333333333,0.0595486114494915,0.0559771828780629,0.0523275478415665,-0.0361054047444363,-0.0235705858029321,0.0277830174140854,-0.00616360472874894,-0.00616360472874894,0.00249388422719915,0.045327861986109,-0.0113207592967789,-0.0131055334252628,3.658142344274e-05,0.0534314796957034,0.0476343782464281,0.0645125965598748,0.0240699006875477,-0.0180225583673859
"Wnt",0.0697435897435898,0.0564102564102564,0.0608333333333333,0.133333333333333,0.1,0.1,0.00588235294117647,0.1,0,0.1,0.15,0.0561764705882353,-0.056974921630094,0,-0.0333333333333333,-0.1,0.0486206896551724,0.0993939393939394,0.0552631578947368,-0.0625085440874915,0.11036866359447,-0.0488721804511278,-0.0488721804511278,-0.085959595959596,0.068886620524822,-0.1,-0.0695488721804511,-0.0552631578947368,-0.1,-0.05,0.0934745762711864,0.168137735643456,0,0.0488721804511278,0,-0.05,0,0.068695652173913,0.06,0.0666666666666667,-0.00666666666666667,-0.0125490196078431,-0.0757575757575758,0.00143472022955524,0.00143472022955524,-0.045,-0.0513235294117647,-0.0821428571428571,-0.040527950310559,-0.107142857142857,-0.0727272727272727,-0.067965367965368,-0.0633870005963029,-0.0733333333333333,-0.118866396761134
"GLI",-0.00495704069558059,-0.00830795880862006,0.00896195100847356,0.0380116959064327,0.087687969924812,0.0982142857142857,-0.00504332904332904,0.0333333333333333,0.0857142857142857,0.0222222222222222,0.014394341290893,0.112595538775505,-0.181974365945767,0.0457142857142857,0.0457142857142857,-0.106666666666667,0.00451332052418676,-0.150540458937198,-0.0815365981670637,0.0592696796711412,0.0881389219769698,0.0574875014533194,0.0574875014533194,-0.0892006033182504,-0.108744328671672,0.11,0.110716833154637,0.112664885102689,0.100322580645161,0.110078678206137,0.0692790827053159,0.0937409765977159,-0.02,-0.0574875014533194,-0.0296774193548387,-0.0214421252371917,0.15,0.102508324084351,0.106037735849057,0.106666666666667,-0.0625974025974026,-0.0620449164095573,-0.0493215339233038,0.00371164021164021,0.00371164021164021,-0.034195609091339,0.0217545625041928,0.00346280156624984,-0.0534914370689937,0.000605658709106988,-0.087687969924812,-0.0831612209536186,0.00722687772753898,-0.00739945100847356,-0.193699905400757
"GSK3",0.0702987212224378,0.0575467607796921,0.0809427497789567,0.0920833333333333,0.0744169808685938,0.067965367965368,-0.00773246673604593,0.0733333333333333,0.0727272727272727,0.0608333333333333,0.103711484593838,0.044218689082956,-0.150270749215022,0.0125490196078431,-0.00226579520697167,-0.068695652173913,0.0421156660378263,0.106501697201549,0.065957183932825,-0.0696618778619461,0.10771722490159,-0.0744938106350554,-0.0744938106350554,-0.0805915709831856,0.0658083744867526,-0.0552631578947368,-0.0646899534341211,-0.0646009062391077,-0.0695488721804511,-0.068886620524822,0.0896238594778597,0.165765533744405,-0.0552631578947368,0.0744938106350554,-0.0695488721804511,-0.0702024669516929,-0.05,0.0714259300261421,0.0745028531030652,0.0734575569358178,0.00602519370321227,0.00318428461230318,-0.074023273002286,0.00375508342147106,0.00375508342147106,-0.0266135618767198,-0.0571338992791707,-0.102272923155276,-0.0404091835588297,-0.107207988090341,-0.0787114593962011,-0.0758406459990719,-0.0549980351425107,-0.0886350574712644,-0.101270610254698
"Frizzled",0.0803818876159302,0.0633870005963029,0.0920833333333333,0.0733333333333333,0.0727272727272727,0.1,-0.00364145658263305,0.1,0.1,0.133333333333333,0.107142857142857,0.0437955182072829,-0.0563688610240334,-0.0333333333333333,0.00666666666666667,-0.0666666666666667,0.0432579136299358,0.106370683579986,0.0695488721804511,-0.075894370859145,0.106872160097967,-0.0625085440874915,-0.0625085440874915,-0.081272095959596,0.0646009062391077,-0.1,-0.068886620524822,-0.0695488721804511,-0.05,-0.0552631578947368,0.0931571159537261,0.163628451823828,0,0.0625085440874915,-0.05,-0.0552631578947368,-0.1,0.0734575569358178,0.068695652173913,0.06,-0.0125490196078431,0.00226579520697167,-0.0787878787878788,0.00638521527906019,0.00638521527906019,-0.0271428571428571,-0.0624346405228758,-0.103711484593838,-0.0341787439613526,-0.0821428571428571,-0.067965367965368,-0.0744169808685938,-0.0624524211570506,-0.0608333333333333,-0.109564071179738
"DSH",0.0768731156861056,0.0624524211570506,0.0886350574712644,0.0608333333333333,0.067965367965368,0.0727272727272727,-0.00849582551467189,0.133333333333333,0.1,0.0733333333333333,0.0821428571428571,0.0402494189165028,-0.0501043598639406,0.00666666666666667,0.0125490196078431,-0.06,0.041511697099086,0.108480388221336,0.0702024669516929,-0.0744938106350554,0.107486734285851,-0.075894370859145,-0.075894370859145,-0.0788330715693521,0.0646899534341211,-0.05,-0.0646009062391077,-0.068886620524822,-0.0552631578947368,-0.0695488721804511,0.0892701901586731,0.164391810602454,-0.05,0.075894370859145,-0.0552631578947368,-0.0695488721804511,-0.1,0.0745028531030652,0.0734575569358178,0.068695652173913,0.00226579520697167,0.00602519370321227,-0.0763488543976349,0.00717261685386334,0.00717261685386334,-0.0208491508491509,-0.0616594467244262,-0.107207988090341,-0.0385265700483092,-0.103711484593838,-0.0744169808685938,-0.0787114593962011,-0.0575467607796921,-0.0920833333333333,-0.100473162088829
"SOSGRB2",0.0913825757575758,-0.0103225806451613,0.147953216374269,0.111111111111111,-0.05,-0.0333333333333333,-0.00745614035087719,0.1,0,0.1,0.0909090909090909,0.0470724637681159,0.0819932630872322,0.00952380952380952,-0.0238095238095238,-0.0142857142857143,0.00382570061908886,-0.116192244224422,-0.0762422360248447,0.21739823265247,0.101731500813588,0.219962335216572,0.219962335216572,0.00720644441080754,-0.0904057925177063,0.1,0.0837136319058516,0.0795031055900621,0.114285714285714,0.0925465838509317,0.0777734877734878,-0.0178856192279011,0.1,-0.219962335216572,0.114285714285714,0.0892857142857143,0,0.0228072636583275,0.0235164835164835,0.00428571428571428,0.0589446589446589,0.068035568035568,0.0655555555555556,0.00745614035087719,0.00745614035087719,0.0642909356725146,0.0274508391863155,-0.121028267507141,0.0158287135749822,-0.113986013986014,0.0418918918918919,0.0279384035197989,0.0236092939318746,-0.147953216374269,-0.0118925518925519
"Patched",-0.0384615384615385,-0.0333333333333333,0.00714285714285715,0.1,-0.333333333333333,-0.3,-0.0388888888888889,0,-0.2,0,0,-0.109259259259259,-0.0641025641025641,-0.1,-0.2,0.0333333333333333,0.00297318007662835,-0.123809523809524,-0.075,-0.0240384615384615,-0.0590507011866235,-0.0615384615384615,-0.0615384615384615,0.138095238095238,0.0184573894282632,0.1,-0.00777777777777778,-0.03,0,-0.05,-0.10078853046595,0.102297702297702,0.2,0.0615384615384615,0.1,0.05,0.1,0.025,0.0666666666666667,0.0666666666666667,0.18,0.156923076923077,0.0333333333333333,0.00833333333333333,0.00833333333333333,0.148571428571429,0.0630687830687831,0.00909090909090909,0.160752688172043,0,0.173333333333333,0.185833333333333,0.0533333333333333,-0.05,0.255
