"","GSK3","ZEB2","SUFU","SMO","Patched","Csn","SHH","FUS","SNAI1","cMet","RKIP","FOXC2","Csl","NOTCHic","Jagged","SRC","ERK","NOTCH","Frizzled","DSH","EGR1","cfos","Ecadherin","STAT","TWIST1","SNAI2","MEK","CDC42","SOSGRB2","PAK1","cateninnuc","TCFLEF","KLF4","cateninmemb","GLI","NFB","CD44","Destcompl","TGFR","Wnt","SMAD","LIV1","ILK","TGF","IKK","HEY1","AXIN2","AKT","RAS","RAF","PI3K","DELTA","TrCP","miR200","ZEB1"
"Patched",-0.0278388278388278,-0.0166666666666667,0,0.2,0.04,0,0.0275,0.1,-0.0494623655913978,0,-0.0142857142857143,0.075,0.2,0.233333333333333,0.116825396825397,0,0.22,0.187878787878788,0.1,0,-0.1,-0.2,-0.00984088457389428,-0.1,0.0037037037037037,0.0089808429118774,-0.135384615384615,-0.166666666666667,-0.05,-0.166666666666667,0.0209816612729234,0.0277777777777778,0.0333333333333333,0.0736917562724014,-0.0625,-0.1,0.0333333333333333,0.00243756243756243,-0.166666666666667,-0.1,-1.11022302462516e-17,0.1,-0.05,-0.166666666666667,-0.2,-0.0435897435897436,0.170562770562771,-0.128571428571429,0.123557692307692,0.0923076923076923,0.0923076923076923,0.0923076923076923,0,0.080952380952381,0.0166666666666667
"FUS",-0.0188963983814132,-0.0155852483449447,0.2,0.0275,0.0163888888888889,0.2,0.029520202020202,0.04,-0.0419601194099064,-0.0277777777777778,-0.0408607429225986,0.0897912885662432,0.187878787878788,0.192878787878788,0.100216102505259,-0.0333333333333333,0.138414918414918,0.190606060606061,0.0625,-0.1,-0.22,-0.135384615384615,-0.00650266489032758,0,-0.0159144053200105,0.00581934851160382,-0.153357447150551,-0.166666666666667,-0.0562753036437247,-0.166666666666667,0.0193328381281048,0.0179741424759309,0.00163934426229508,0.0594739695753611,-0.0757478632478632,-0.128571428571429,0.0209816612729234,0.00394268324331132,-0.163963963963964,-0.0680555555555556,-0.0321966205837174,0,-0.0238095238095238,-0.171410772474602,-0.116571428571429,-0.0100493709189361,0.170905456362728,-0.116571428571429,0.1175863304716,0.125883273703041,0.125883273703041,0.125883273703041,-0.1,0.0892616928962336,0.0155852483449447
"IKK",-0.0221611721611722,-0.0155187969924812,-0.1,-0.06,-0.0488888888888889,-0.1,-0.0488888888888889,-0.04,-0.0732117613797003,0.0435897435897436,-0.0640255009107468,0.0911399711399711,0.0272727272727273,0.032034632034632,-0.0389753202124336,0.0666666666666667,0.0442857142857143,0.0463203463203463,0.0666666666666667,-0.1,-0.05,-0.0642857142857143,-0.135872360661559,0.1,-0.0549346405228758,0.0569962992807473,-0.0642857142857143,-0.127777777777778,-0.0157563025210084,-0.15,-0.0659910110628841,-0.0634593654932638,0.0106227106227106,-0.148766782565665,-0.0482051282051282,0.0571428571428571,-0.0482051282051282,-0.0828158435590671,-0.114141414141414,-0.0435897435897436,0.0411922442244224,-0.1,0.0520833333333333,-0.105341414141414,-0.0261904761904762,0.0503611971104231,-0.080952380952381,-0.0342985842985843,0.0893526920750151,0.0893526920750151,0.0893526920750151,0.0893526920750151,0,0.08561872909699,0.0155187969924812
"SMO",-0.0152174686155269,-0.0149717514124294,0.1,0.04,0.0275,0.1,0.0163888888888889,0.2,-0.0542242703533026,-0.0333333333333333,-0.0253968253968254,0.0818965517241379,0.233333333333333,0.187878787878788,0.0953968253968254,0,0.135384615384615,0.192878787878788,0.1,-0.1,-0.2,-0.22,-0.0138999251643002,0,-0.00806100217864924,0.00707608100711549,-0.138414918414918,-0.166666666666667,-0.0447368421052632,-0.166666666666667,0.0179741424759309,0.0209816612729234,0,0.063012144621916,-0.0680555555555556,-0.2,0.0277777777777778,0.00321275623601205,-0.166666666666667,-0.0625,-0.0238095238095238,0.1,-1.11022302462516e-17,-0.163963963963964,-0.128571428571429,0.00879120879120879,0.17401104642484,-0.116571428571429,0.125883273703041,0.123557692307692,0.123557692307692,0.123557692307692,0,0.0872814948764316,0.0149717514124294
"SMAD",0.0762854828268362,-0.014603010364434,-0.0333333333333333,-0.0358333333333333,-0.0459250764525994,-0.0611111111111111,-0.043322845969328,-0.0458333333333333,-0.0742603440466344,-0.0084593837535014,-0.0758867246475429,0.108991787547725,-0.0333333333333333,-0.0367816091954023,-0.0274523111297305,-0.0123809523809524,0.160561568963669,-0.0439244663382594,-0.019047619047619,0.0523809523809524,-0.142857142857143,-0.13963133640553,0.0886231576805527,-0.0457142857142857,-0.0571608813572076,-0.072333988163507,-0.145176953579054,-0.0901743796109993,-0.0475007394262053,-0.0690476190476191,0.0227841346879697,0.0225815004427823,0.0170114443794822,0.0649138978444116,0.0247891796452947,0.0753968253968254,0.0197321110262287,0.0387678984445788,-0.103023541622173,0.0132783882783883,-0.0318493834932191,0.06,0.0610077593639237,-0.103023541622173,0.057749766573296,0.0357715659632073,0.022573475685562,0.0670830999066293,-0.111981139331059,-0.119217981436322,-0.119217981436322,-0.119217981436322,0.05,0.0807835922150944,0.014603010364434
"cateninnuc",-0.00752800257055212,-0.0144632863947864,-0.0111111111111111,-0.0161930783242259,-0.0031496000633563,0.0875,-0.00728903361455456,-0.0211111111111111,0.0769921065654769,-0.0409285159285159,0.0873746766054458,-0.0817883755588674,0.131324544883867,0.137138498372239,0.0204335223945972,-0.0409285159285159,0.0256257043268601,0.139411225644966,-0.0393683941629147,0.027039627039627,-0.00434782608695652,-0.0281573498964803,-0.0826567586366176,-0.027039627039627,0.0895842229227228,0.0108226560899841,-0.0242495575378693,0.0572747252747253,0.155381253628363,0.0634285714285714,-0.0608065487474437,0.0383925675187811,-0.0115392219484746,0.0409542758333438,0.0322537696569859,-0.102651515151515,0.0333888333888334,0.00970423135445045,0.067044840217254,0.0393683941629147,0.0419857786597214,0.0424242424242424,0.0399393939393939,0.0672631808286077,-0.102651515151515,0.0528711591575811,0.170139846028676,-0.106557765151515,0.121783126783127,0.126328581328581,0.126328581328581,0.126328581328581,-0.1,-0.00773739509345632,0.0144632863947864
"Frizzled",-0.0936415882967607,-0.0140924565914267,0.1,0.0545454545454545,0.0593073593073593,0.133333333333333,0.0754363915654238,0.1,0.000465838509316768,-0.0618421052631579,0.0171428571428571,0.0630769230769231,0.135714285714286,0.127380952380952,0.0336757278669043,-0.025,0.0407843137254902,0.133263305322129,-0.025,-0.1,-0.0666666666666667,-0.0466666666666667,-0.0044336466051651,0,-0.035406162464986,-0.00792532361579463,-0.0333769063180828,-0.0666666666666667,0.0272727272727273,-0.0333333333333333,0.0357478132417136,0.0152716227655231,0.0204481792717087,0.0255683346785042,0.0225563909774436,-0.153333333333333,0.0225563909774436,-0.011268714977387,-0.0623188405797102,0.0618421052631579,-0.0335523492663245,0.1,-0.0326177698270722,-0.0556521739130435,-0.128333333333333,-0.0211020185488271,0.0861451726568006,-0.115833333333333,0.0930815765254224,0.101742993848257,0.101742993848257,0.101742993848257,-0.1,0.0699873737373737,0.0140924565914267
"NFB",-0.0194160741219565,-0.0097716705556996,-0.04,-0.0488888888888889,-0.0488888888888889,-0.0571428571428571,-0.0440696117804552,-0.06,-0.0696501175440839,0.0482051282051282,-0.0742819111671571,0.094725628510489,0.032034632034632,0.0463203463203463,-0.0447307158958869,0.0435897435897436,0.0642857142857143,0.0430945398687334,0.0435897435897436,-0.0666666666666667,-0.0642857142857143,-0.0442857142857143,-0.133946196937642,0.0666666666666667,-0.0679505135387488,0.0563865431831863,-0.0584033613445378,-0.114141414141414,-0.00838788146837682,-0.127777777777778,-0.0596380698864135,-0.0659910110628841,0.0183150183150183,-0.149505958912022,-0.0628118697781619,-0.0261904761904762,-0.0634593654932638,-0.0811547139909608,-0.105341414141414,-0.0482051282051282,0.0475119468266529,-0.1,0.0411922442244224,-0.109138882495845,-0.0342985842985843,0.043218339967566,-0.0887537993920973,-0.0320763620763621,0.0828850303834728,0.0893526920750151,0.0893526920750151,0.0893526920750151,0.1,0.0889419919368691,0.0097716705556996
"HEY1",-0.0164731416146201,-0.00831269349845201,0,-0.0833333333333333,-0.0770833333333333,0.1,-0.0738575268817204,-0.1,0.016009490755107,0.0366165070679435,0.0136982065553494,-0.0493250207255047,0.0309090909090909,0.0414354066985646,-0.0322874926173277,0.0156862745098039,0.0398930481283423,0.0445281902037192,0.0156862745098039,-0.0333333333333333,-0.08,-0.0163636363636364,0.00224040866723682,0.0333333333333333,-0.0089760348583878,-0.0117397233286046,-0.0615425326644247,0.0325454545454546,0.0799028016009148,0.00454545454545455,-0.0334878548981954,-0.0273857378371742,-0.0111111111111111,0.0766368387709851,-0.027995817412771,0,-0.0270512896766391,0.0127737577031394,0.0312121212121212,-0.0366165070679435,0.0116521739130435,-0.1,0.016,0.0258462675535846,-0.00476190476190476,0.0214667685255921,0.0595601763071095,-0.026984126984127,0.0330844645550528,0.036025641025641,0.036025641025641,0.036025641025641,-0.1,-0.00347171347171347,0.00831269349845201
"FOXC2",-0.0164731416146201,-0.00831269349845201,0,-0.0833333333333333,-0.0770833333333333,0.1,-0.0738575268817204,-0.1,0.016009490755107,0.0366165070679435,0.0136982065553494,-0.0493250207255047,0.0309090909090909,0.0414354066985646,-0.0322874926173277,0.0156862745098039,0.0398930481283423,0.0445281902037192,0.0156862745098039,-0.0333333333333333,-0.08,-0.0163636363636364,0.00224040866723682,0.0333333333333333,-0.0089760348583878,-0.0117397233286046,-0.0615425326644247,0.0325454545454546,0.0799028016009148,0.00454545454545455,-0.0334878548981954,-0.0273857378371742,-0.0111111111111111,0.0766368387709851,-0.027995817412771,0,-0.0270512896766391,0.0127737577031394,0.0312121212121212,-0.0366165070679435,0.0116521739130435,-0.1,0.016,0.0258462675535846,-0.00476190476190476,0.0214667685255921,0.0595601763071095,-0.026984126984127,0.0330844645550528,0.036025641025641,0.036025641025641,0.036025641025641,-0.1,-0.00347171347171347,0.00831269349845201
"Ecadherin",-0.0136033844402271,-0.00736482619987381,-0.1,-0.0770833333333333,-0.0738575268817204,0,-0.0675583142832952,-0.0833333333333333,0.010629743919664,0.0270512896766391,0.0200652477538513,-0.0568765081396923,0.0414354066985646,0.0445281902037192,-0.0311433278576023,0.0366165070679435,0.0615425326644247,0.0463869262631988,0.0366165070679435,-0.0156862745098039,-0.0163636363636364,-0.0398930481283423,-0.0993175270679141,0.0156862745098039,-0.00655517824758705,-0.00710396173920062,-0.0509542973703071,0.0312121212121212,0.0785870121272306,0.0325454545454546,-0.0285392087730787,-0.0334878548981954,-0.00225035161744022,0.077534274668421,-0.027995817412771,-0.00476190476190476,-0.0273857378371742,0.00997785835551588,0.0258462675535846,-0.027995817412771,0.0220637961890725,-0.0333333333333333,0.0116521739130435,0.0336220360888468,-0.026984126984127,0.0167687819484108,0.0605911041421611,-0.0230880230880231,0.0389503863427623,0.0330844645550528,0.0330844645550528,0.0330844645550528,-0.1,-0.00514769112534475,0.00736482619987381
"SOSGRB2",-0.109402668392851,-0.00508771929824562,0,-0.0166666666666667,-0.0301801801801802,0.2,-0.0255290173894825,-0.0333333333333333,0.0326027007818053,-0.0354037267080745,-0.00665204678362574,-0.00385836385836386,0.190909090909091,0.190909090909091,-0.0117706365276919,-0.0571428571428571,0.0148005148005148,0.181049935979513,-0.0571428571428571,0.1,-0.0238095238095238,0.00952380952380951,0.0566203730510051,-0.1,0.00147826086956522,0.00711213688070875,-0.0208611208611209,0.0342857142857143,0.0744444444444445,0.0142857142857143,0.0498750700843888,0.0550375939849624,0.00508771929824562,0.0837073437073437,0.0538819875776397,-0.166666666666667,0.0571428571428571,-0.061168473584581,0.0150549450549451,0.0321428571428571,0.0259688698398376,0,0.0238709677419355,0.00583508689891669,-0.182456140350877,0.0330492424242424,0.0790497799779978,-0.178289473684211,0.189048239895698,0.18135593220339,0.18135593220339,0.18135593220339,-0.2,-0.00849431746512273,0.00508771929824562
"ZEB1",0.0193387560156517,-0.00301071345387423,-0.166666666666667,-0.14280303030303,-0.136920677361854,-0.186666666666667,-0.142970499425911,-0.129166666666667,-0.16190115328593,-0.0251627855645072,-0.146479606789085,0.260259275091389,-0.13125,-0.141053921568627,-0.0937094234654826,-0.0232020012507817,0.130313725490196,-0.140227475287636,-0.0308943089430894,0.0333333333333333,-0.116666666666667,-0.152666666666667,-0.0557236452227769,-0.0256410256410256,-0.198856392345827,0.00980274191726884,-0.133397425930725,-0.245077461269365,-0.148343079922027,-0.249425287356322,0.0209321306580289,0.017996709914389,0.00346110454675932,-0.146930834342017,0.0254621122737794,0.149824561403509,0.0161350077867294,-0.00051275029557689,-0.246600303908959,0.0347404627892433,0.0893862496908482,0.0333333333333333,0.0946747112293097,-0.247781406271164,0.164578659764164,0.0722794304141454,-0.0743283175562476,0.164578659764164,-0.116179353530001,-0.113817148805591,-0.113817148805591,-0.113817148805591,0.166666666666667,0.139276443591108,0.00301071345387423
"NOTCH",-0.0398902821316614,0.00249597423510467,-0.1,-0.0416666666666667,-0.0493589743589744,-0.1,-0.0728883861236802,-0.0666666666666667,0.055,0.0384615384615385,0.0704686118479222,-0.104489795918367,0.06,0.0457142857142857,-0.0568831168831169,0,-0.106666666666667,-0.063963133640553,0,0.1,0.2,0.14,-0.00951160158460668,-0.1,0.0859322033898305,0.0437860614331202,0.106666666666667,0.133333333333333,0.0852631578947368,0.1,0.0106693306693307,0.0306693306693307,-0.0210144927536232,0.0409220290807194,0.0251748251748252,0.0666666666666667,0.0251748251748252,0.0241818641070978,0.0973333333333333,-0.0384615384615385,0.0376190476190476,0,0.030952380952381,0.0973333333333333,0.0333333333333333,0.121014492753623,0.0416711590296496,0.0222222222222222,0.046798418972332,0.0163636363636364,0.0163636363636364,0.0163636363636364,0,-0.0900432900432901,-0.00249597423510467
"SNAI2",0.0315441727041162,0.00644136773652192,0,0.00235294117647059,0.0043937575030012,-0.0666666666666667,0.0015768560945505,0.02,-0.0052910251394702,0.00845253338211084,-0.00647435897435897,0.0538042826880228,-0.0469298245614035,-0.0521929824561404,-0.0184521471343647,0.0183116883116883,-0.0627450980392157,-0.0521929824561404,0.0183116883116883,-0.0254545454545455,0.0666666666666667,0.0372549019607843,-0.00300798371486716,0.0254545454545455,-0.0136708086775352,-0.032827930437547,0.0681505034446211,-0.0464985994397759,-0.0736984448951995,-0.0274509803921569,-0.0118832344171698,-0.0142124269637537,0.00519230769230769,-0.0569366112316221,-0.0175434424730199,0.0166666666666667,-0.0181299527369496,-0.0259273558619725,-0.0388062917474682,-0.00845253338211084,-0.0154708153225574,0.02,-0.0130784708249497,-0.0381851737350459,0.0339080459770115,-0.0180681133212779,-0.0584464225836861,0.0423417809167705,-0.0459740053414295,-0.0423210373048998,-0.0423210373048998,-0.0423210373048998,0.1,0.00393897730732659,-0.00644136773652192
"KLF4",0.0164731416146201,0.00831269349845201,0,0.0833333333333333,0.0770833333333333,-0.1,0.0738575268817204,0.1,-0.016009490755107,-0.0366165070679435,-0.0136982065553494,0.0493250207255047,-0.0309090909090909,-0.0414354066985646,0.0322874926173277,-0.0156862745098039,-0.0398930481283423,-0.0445281902037192,-0.0156862745098039,0.0333333333333333,0.08,0.0163636363636364,-0.00224040866723682,-0.0333333333333333,0.0089760348583878,0.0117397233286046,0.0615425326644247,-0.0325454545454546,-0.0799028016009148,-0.00454545454545455,0.0334878548981954,0.0273857378371742,0.0111111111111111,-0.0766368387709851,0.027995817412771,0,0.0270512896766391,-0.0127737577031394,-0.0312121212121212,0.0366165070679435,-0.0116521739130435,0.1,-0.016,-0.0258462675535846,0.00476190476190476,-0.0214667685255921,-0.0595601763071095,0.026984126984127,-0.0330844645550528,-0.036025641025641,-0.036025641025641,-0.036025641025641,0.1,0.00347171347171347,-0.00831269349845201
"SRC",0.0717748917748918,0.0102276130578017,0.0333333333333333,0.00333333333333333,0.0144444444444444,0.15,0.0144444444444444,-0.0166666666666667,-0.150639080863362,0.03,-0.0710654936461388,0.277740429505135,0.095,0.128333333333333,0.00970771583156904,0,0.176767676767677,0.124761904761905,0,-0.1,-0.2,-0.154545454545455,-0.0952859123447359,0.2,-0.142262220538083,-0.00819986571003931,-0.182428054126167,-0.298611111111111,-0.0714285714285714,-0.311111111111111,-0.0435012214353632,-0.0419352259096362,0.101421188630491,-0.101653569824877,-0.0480327868852459,-0.116666666666667,-0.0480327868852459,-0.025242474916388,-0.260515873015873,-0.03,-0.0102833096254149,-0.2,-0.0111842105263158,-0.278697691197691,-0.108974358974359,0.0252151605428666,-0.0773407284627481,-0.12008547008547,0.140523381499602,0.161735502711723,0.161735502711723,0.161735502711723,-0.1,0.115256916996047,-0.0102276130578017
"cateninmemb",0.0812444407641061,0.010868584899662,-0.1,-0.0666666666666667,-0.0720430107526882,-0.14,-0.081491829650326,-0.0666666666666667,-0.0214569023983899,0.0946224151945915,-0.0260021679764858,0.0999467858663261,-0.129282296650718,-0.134436935825975,-0.0816168949018314,0.0937528499772002,-0.0624279177462925,-0.139269649580622,0.0937528499772002,-0.096078431372549,0.0563636363636364,0.0387165775401069,-0.0300872779948989,0.096078431372549,-0.142297537761225,0.05365062775127,0.0690945844129592,-0.0965454545454545,-0.160661731515753,-0.0925454545454545,-0.0942848940463637,-0.0934445579119099,0.0121894045944679,-0.111630165116052,-0.0970861833105335,0.106666666666667,-0.0983013449604778,-0.0759065904017529,-0.0921552106430155,-0.0937528499772002,-0.0404230620767098,-0.0666666666666667,-0.0372753623188406,-0.0963143426502488,0.117777777777778,-0.0518432534697833,-0.165034261762694,0.125569985569986,-0.135243391727125,-0.133288084464555,-0.133288084464555,-0.133288084464555,0.2,0.00832863804930844,-0.010868584899662
