"","Ecadherin","SNAI2","TGFR","CDC42","FOXC2","PAK1","ZEB2","ZEB1","cateninnuc","Wnt","TWIST1","STAT","SNAI1","KLF4","cateninmemb","miR200","SOSGRB2","TrCP","Csn","RAS","RAF","DELTA","ILK","FUS","SHH","Patched","SMO","AKT","cfos","IKK","NFB","SMAD","EGR1","PI3K","MEK","ERK","SUFU","HEY1","NOTCHic","Csl","NOTCH","RKIP","Destcompl","Jagged","LIV1","GSK3","SRC","Frizzled","DSH","cMet","CD44","GLI","TCFLEF","AXIN2","TGF"
"SMO",-0.211127431662666,-0.338541871921182,-0.36,-0.36,-0.278793103448276,-0.4,-0.231638418079096,-0.231638418079096,-0.133675288544987,-0.2,-0.143572984749455,0,-0.155606758832565,-0.244444444444444,0.0105936597417963,-0.127456298975286,-0.202631578947368,0,0.1,-0.0521690518783542,-0.0451923076923077,-0.0451923076923077,0.103333333333333,0.133333333333333,-0.271666666666667,-0.238333333333333,-0.213333333333333,-0.126285714285714,0.06,-0.114285714285714,-0.1,-0.0922222222222222,0,0.0451923076923077,0.000326340326340321,0.0215384615384615,-0.1,-0.0981684981684982,-0.0242424242424242,-0.0333333333333333,-0.00924242424242424,0.134444444444444,0.0129310999078441,0.0909259259259259,0.1,0.016024751947082,0.05,0.15,0.1,0.11,0.137777777777778,0.227777777777778,0.132923408845739,0.260889685027616,0.381621621621622
"NOTCHic",-0.362172491942201,-0.407605337323597,-0.314365591397849,-0.285333333333333,-0.291349572086899,-0.233333333333333,-0.230821256038647,-0.230821256038647,-0.253840764833131,-0.22004662004662,-0.246782645773372,-0.2,-0.13010989010989,-0.226932367149758,-0.133839705831701,-0.116249030353077,-0.106555023923445,0,0.0333333333333333,-0.140085671449989,-0.135652173913043,-0.135652173913043,0.0447619047619048,0.0583333333333333,-0.111785384128838,-0.108559577677225,-0.0967948717948718,-0.0912144702842377,-0.0866666666666667,-0.0888888888888889,-0.0666666666666667,-0.0569921205892429,-0.02,0.135652173913043,-0.0652380952380952,-0.0795238095238095,-0.0333333333333333,0.0577034559643255,0.0310599078341014,0.134285714285714,0.028428328886733,0.109871608074619,0.13738631689099,0.0793478143147017,0.1,0.0580531015483994,0.223076923076923,0.223076923076923,0.2,0.22004662004662,0.22993672993673,0.229724039401459,0.244222444222444,0.279481132075472,0.318824190123964
"Csl",-0.367288771011968,-0.418418163572665,-0.318824190123964,-0.314365591397849,-0.291924284730577,-0.285333333333333,-0.228611311287266,-0.228611311287266,-0.258014578440907,-0.229724039401459,-0.253328921168406,-0.223076923076923,-0.13010989010989,-0.236932367149758,-0.134757137024362,-0.114288246039351,-0.120376162134827,0.0333333333333333,0.0666666666666667,-0.147806259685283,-0.140085671449989,-0.140085671449989,0.0569921205892429,0.0967948717948718,-0.122992280680562,-0.111785384128838,-0.108559577677225,-0.0919896640826873,-0.0795238095238095,-0.0912144702842377,-0.0888888888888889,-0.0614365650336873,-0.0866666666666667,0.140085671449989,-0.0684989648033126,-0.0652380952380952,-0.0583333333333333,0.0478995343956981,0.028428328886733,0.0310599078341014,0.0320646925230966,0.104802483650656,0.139275408908053,0.0840353143147017,0.2,0.061145885053554,0.22004662004662,0.22004662004662,0.223076923076923,0.22993672993673,0.244222444222444,0.243433716820814,0.253840764833131,0.293105810738711,0.321318521189724
"NOTCH",-0.350687040181098,-0.393777682012976,-0.285333333333333,-0.233333333333333,-0.284897959183673,-0.2,-0.224154589371981,-0.224154589371981,-0.244222444222444,-0.223076923076923,-0.239864406779661,-0.1,-0.134871794871795,-0.201932367149758,-0.130391429969632,-0.115670995670996,-0.0747368421052632,0,0,-0.135652173913043,-0.14,-0.14,0.0380952380952381,0.0333333333333333,-0.108559577677225,-0.0967948717948718,-0.0583333333333333,-0.0888888888888889,-0.02,-0.0666666666666667,-0.0333333333333333,-0.0447619047619048,0,0.14,-0.0795238095238095,-0.0866666666666667,0,0.0623188405797102,0.134285714285714,0.12,0.0310599078341014,0.102829354553492,0.13438631689099,0.076036556036556,0,0.0564002089864159,0.2,0.2,0.1,0.223076923076923,0.22004662004662,0.22004662004662,0.22993672993673,0.266981132075472,0.314365591397849
"GLI",-0.319324521199413,-0.386061010327928,-0.355290609412275,-0.355919540229885,-0.240391941864465,-0.328333333333333,-0.207284178187404,-0.207284178187404,-0.250065348736331,-0.285047438330171,-0.196691434390925,-0.24,-0.121662603582645,-0.214393822393822,-0.148955144910994,-0.104067068122796,-0.316982339194729,0.0833333333333333,0.0944444444444444,-0.188685118848224,-0.180962346570997,-0.180962346570997,0.0895493762487906,0.205952380952381,-0.221005445713048,-0.216478696741855,-0.216478696741855,-0.122801050244659,-0.142857142857143,-0.122801050244659,-0.120760233918129,-0.0938737005731149,-0.142857142857143,0.180962346570997,-0.133213747578388,-0.133766233766234,-0.180952380952381,-0.091410282793984,-0.0412046861184792,-0.0337046861184792,-0.0402523051660983,0.132348151682809,0.15757579984314,0.0155925869906077,0.2,0.129710794559389,0.223870967741935,0.283870967741935,0.3,0.226309992132179,0.239241026614938,0.197387863862086,0.248331935705847,0.283383152173913,0.353643550588746
"Jagged",-0.329719298245614,-0.37737556561086,-0.233333333333333,-0.2,-0.254285714285714,-0.2,-0.201932367149758,-0.201932367149758,-0.22993672993673,-0.2,-0.228,0,-0.133333333333333,-0.188888888888889,-0.123585147247119,-0.104242424242424,-0.08,0,0,-0.14,-0.14,-0.14,0.0333333333333333,0,-0.0967948717948718,-0.0583333333333333,-0.0333333333333333,-0.0666666666666667,0,-0.0333333333333333,0,-0.0380952380952381,0.1,0.14,-0.0866666666666667,-0.02,0,0.0666666666666667,0.12,0.1,0.134285714285714,0.0717948717948718,0.133451737451737,0.0797402597402597,0,0.0632183908045977,0.1,0.1,0,0.2,0.223076923076923,0.223076923076923,0.22004662004662,0.25,0.285333333333333
"DELTA",-0.329719298245614,-0.37737556561086,-0.233333333333333,-0.2,-0.254285714285714,-0.2,-0.201932367149758,-0.201932367149758,-0.22993672993673,-0.2,-0.228,0,-0.133333333333333,-0.188888888888889,-0.123585147247119,-0.104242424242424,-0.08,0,0,-0.14,-0.14,-0.14,0.0333333333333333,0,-0.0967948717948718,-0.0583333333333333,-0.0333333333333333,-0.0666666666666667,0,-0.0333333333333333,0,-0.0380952380952381,0.1,0.14,-0.0866666666666667,-0.02,0,0.0666666666666667,0.12,0.1,0.134285714285714,0.0717948717948718,0.133451737451737,0.0797402597402597,0,0.0632183908045977,0.1,0.1,0,0.2,0.223076923076923,0.223076923076923,0.22004662004662,0.25,0.285333333333333
"RAS",-0.211288517163563,-0.309406788560976,-0.123529411764706,-0.1,-0.134285714285714,-0.14,-0.159002209131075,-0.159002209131075,-0.0568823908508429,-0.0411764705882353,-0.0528423349699945,0.1,-0.137925270403147,-0.151785714285714,-0.11363032244828,-0.117846153846154,0.108225108225108,-0.2,-0.2,0.122179487179487,0.22025641025641,0.22025641025641,-0.0956709956709957,-0.1,0.076135593220339,0.088,0.1,0.213333333333333,0.22,0.213333333333333,0.233333333333333,0.0997526283240569,0.22,-0.22025641025641,0.19172342621259,0.193684210526316,0.1,0.10395256916996,0.205263157894737,0.2,0.218470705064548,-0.00323270440251572,0.0674255191697052,0.117831657796176,0,0.0472609819121447,0,0,-0.1,0.0411764705882353,0.0603254067584481,0.0620098039215686,0.0526330990661404,0.0329907773386034,0.142341292952825
"TCFLEF",-0.380835126988615,-0.460833875132948,-0.264305418554495,-0.254025044722719,-0.237528547654491,-0.230769230769231,-0.158269714690767,-0.158269714690767,-0.229519527944445,-0.303514328808446,-0.29663834332045,-0.304166666666667,-0.00722264485862812,-0.162503183091418,-0.135228458108296,-0.0660507832194579,-0.0626230615691694,0.114285714285714,0.177922077922078,-0.176451311037965,-0.173691784099726,-0.173691784099726,0.103403812561707,0.236666666666667,-0.260085569157408,-0.2557910906298,-0.250952380952381,-0.198512540755177,-0.15184668989547,-0.199599497276917,-0.189922077922078,-0.107036699751,-0.154285714285714,0.173691784099726,-0.144363696698191,-0.147084785133566,-0.216666666666667,-0.0828137152282171,-0.00117965885541209,0.000781125458313405,-0.00151188476903335,0.108701841392295,-0.0856983685733174,0.150317575747013,0.266666666666667,-0.108564558349713,0.314166666666667,0.306078431372549,0.296078431372549,0.311602564102564,0.317262941461055,0.308483272907825,0.224708531380871,0.670023931623932,0.263312041071051
"KLF4",-0.366072152218614,-0.329951334412556,-0.211757575757576,-0.205090909090909,-0.22961338531514,-0.209090909090909,-0.146945304437565,-0.146945304437565,-0.236024770889785,-0.221659826721386,-0.263045751633987,-0.166666666666667,-0.119856397427757,-0.155555555555556,-0.0576455173101515,-0.103374033374033,0.0139651229273871,0.1,0.1,-0.105026395173454,-0.102820512820513,-0.102820512820513,0.0626666666666667,0.166666666666667,-0.224260752688172,-0.214583333333333,-0.183333333333333,-0.106984126984127,-0.0309090909090909,-0.0847619047619048,-0.08,-0.0612173913043478,-0.04,0.102820512820513,-0.0598963559181873,-0.0485561497326203,-0.2,-0.0418792971734148,0.0996172248803828,0.0890909090909091,0.0985862970453312,0.113698206555349,0.0929336514127832,0.197933760392531,0.166666666666667,0.0903696781887252,0.196078431372549,0.196078431372549,0.166666666666667,0.221659826721386,0.231225044112691,0.230280516376559,0.234903973878577,0.289516905932172,0.224928307464893
"HEY1",-0.366072152218614,-0.329951334412556,-0.211757575757576,-0.205090909090909,-0.22961338531514,-0.209090909090909,-0.146945304437565,-0.146945304437565,-0.236024770889785,-0.221659826721386,-0.263045751633987,-0.166666666666667,-0.119856397427757,-0.155555555555556,-0.0576455173101515,-0.103374033374033,0.0139651229273871,0.1,0.1,-0.105026395173454,-0.102820512820513,-0.102820512820513,0.0626666666666667,0.166666666666667,-0.224260752688172,-0.214583333333333,-0.183333333333333,-0.106984126984127,-0.0309090909090909,-0.0847619047619048,-0.08,-0.0612173913043478,-0.04,0.102820512820513,-0.0598963559181873,-0.0485561497326203,-0.2,-0.0418792971734148,0.0996172248803828,0.0890909090909091,0.0985862970453312,0.113698206555349,0.0929336514127832,0.197933760392531,0.166666666666667,0.0903696781887252,0.196078431372549,0.196078431372549,0.166666666666667,0.221659826721386,0.231225044112691,0.230280516376559,0.234903973878577,0.289516905932172,0.224928307464893
"TGFR",-0.232130164106795,-0.283409001302273,-0.0880555555555556,0.0244444444444445,-0.073868358241341,0.0577777777777778,-0.109943762132355,-0.109943762132355,-0.191723097882155,-0.169541778975741,-0.0708936338473705,-0.166666666666667,-0.0615473692303942,-0.110370128219098,-0.108641900120457,-0.0901916832395142,0.136744639376218,-0.233333333333333,-0.233333333333333,0.0744778613199666,0.0785714285714286,0.0785714285714286,-0.127174975562072,-0.113333333333333,0.0924019822715761,0.0929669540229885,0.0960919540229885,0.230395756833945,0.0756892230576441,0.228070175438596,0.233333333333333,0.121836897270257,0.080952380952381,-0.0785714285714286,0.095019512250947,0.0868003341687552,0.113333333333333,0.158478401031593,0.269885057471264,0.273333333333333,0.270604481931696,0.0343722943722944,0.0707853885146696,0.188548003244328,0.1,0.113729632032112,0.166666666666667,0.171428571428571,0.171428571428571,0.164779874213836,0.177937768950679,0.183090166072515,0.187028678041588,0.21333102466865,0.0880555555555556
"Destcompl",-0.0339588466460842,0.0909310048728895,-0.0743264565354272,-0.0738001407459535,-0.0760020819702058,-0.0744897959183673,-0.094532252617359,-0.094532252617359,-0.00672736554469657,-0.00335791896215062,-0.00641443193694428,-0.00396825396825397,-0.0125247394852365,-0.0920555062022606,-0.0112493640899916,-0.0716896482350865,-0.0488671636490589,-0.1,-0.0857142857142857,0.0926752845439457,0.0933032280290321,0.0933032280290321,0.00738095238095238,-0.0659003831417625,0.0645394025943637,0.0643459789966847,0.0659003831417625,0.0953108387890997,0.0573892773892774,0.0953108387890997,0.0944099378881988,-0.00703007518796992,0.0543589743589744,-0.0933032280290321,0.0588556950416257,0.0601215178264359,0.0555555555555556,-0.0067622975315283,0.0327751664708186,0.0316882099490795,0.0317731624628026,-0.00434800658224451,-0.0698810999598695,0.00240901303579077,0.0111111111111111,0.0297394460176545,0.0053381169819526,0.0053381169819526,0.00396825396825397,0.00285055479289787,0.00546249509140533,0.00576979280259589,0.00642139920099438,-0.0961811021466281,0.0724545353531612
"Csn",-0.0136332936942694,0.022951257756192,-0.0894296002504958,-0.0855834464043419,-0.096137395205982,-0.0840909090909091,-0.0264301075268817,-0.0264301075268817,0.062906040311414,0.066832848635923,-0.00365435561788998,0.0666666666666667,-0.0964406484520329,-0.0248552754435107,-0.0276745046730979,-0.0191267394824267,-0.0527891156462585,-0.02,-0.12,0.209791176437202,0.209599237857548,0.209599237857548,-0.00629140786749482,-0.0142857142857143,0.0144812177070242,0.0144812177070242,0.0112554112554113,0.128166666666667,0.0766666666666667,0.124166666666667,0.128333333333333,0.00603433845875447,0.0766666666666667,-0.209599237857548,0.0816044372294372,0.0805627705627706,0.0142857142857143,0.0122895902547065,0.113347763347763,0.114646464646465,0.114309301809302,0.0856192041768156,0.0313916215639923,-0.00398677836131574,-0.0666666666666667,0.138984489176811,-0.0632183908045977,-0.0632183908045977,-0.0666666666666667,-0.066832848635923,-0.0646106264137008,-0.0646494425223859,-0.0642890830053407,-0.0984904194208373,0.0882362828280614
"SOSGRB2",-0.220529846060924,-0.412089279427967,-0.0234065934065934,-0.0157142857142857,-0.0274236874236874,0.0142857142857143,-0.0207393483709273,-0.0207393483709273,-0.149145650725867,-0.139285714285714,-0.0277971014492754,-0.1,-0.0352899786780384,-0.0135964912280702,-0.117672945672946,-0.0125922387043064,0.208333333333333,-0.2,-0.3,0.158076198754165,0.160640301318267,0.160640301318267,-0.203225806451613,-0.2,0.175979467839933,0.180630630630631,0.183333333333333,0.285818713450292,0.203174603174603,0.294152046783626,0.288888888888889,0.198330701556508,0.214285714285714,-0.160640301318267,0.211282711282711,0.211282711282711,0.2,0.215340909090909,0.316783216783217,0.309090909090909,0.318191667487442,-0.10906432748538,-0.00675443125107555,0.242606391541205,0,-0.048080699104542,0.114285714285714,0.114285714285714,0.1,0.136024844720497,0.137474120082816,0.140734989648033,0.145895172714395,0.167244224422442,0.03830021042787
"TWIST1",0.492912492520717,0.567326473428038,0.281973615464995,0.278223615464995,0.252666210383765,0.267878787878788,0.0272843018457053,0.0272843018457053,0.289308806614732,0.26233918128655,0.257831898587047,0.233333333333333,0.0719069399175943,0.0403272878882635,0.155386531229927,-0.00838137162421829,0.131500713880577,-0.2,-0.25,0.167734452139588,0.160885137071095,0.160885137071095,-0.181413231413231,-0.333333333333333,0.37118177114965,0.357881278538813,0.337333333333333,0.269556714471969,0.149565217391304,0.257692307692308,0.257692307692308,0.181083198409931,0.18,-0.160885137071095,0.164281111604449,0.154828375286041,0.3,0.173309741106351,-0.0214245014245014,-0.0162962962962963,-0.0233112938773316,-0.073391069043243,-0.151350534365892,-0.147300719865663,-0.233333333333333,-0.1468546409125,-0.244444444444444,-0.244444444444444,-0.233333333333333,-0.263593380614657,-0.279256031217067,-0.27753918128655,-0.287066138414617,-0.336473795022182,-0.288579538016248
"MEK",-0.183284504400751,-0.396946931494412,0.0688028482421006,0.080952380952381,0.0818469663297249,0.1,0.0370018901869691,0.0370018901869691,-0.14309845652915,-0.131794871794872,0.0361780050015344,-0.133333333333333,0.155602087530911,0.0368244858919177,-0.100679217852819,0.0150368638168268,0.123174603174603,-0.1,-0.0857142857142857,-0.103778443778444,-0.100921300921301,-0.100921300921301,-0.100771489215674,-0.08,0.0737070609664631,0.0743606557377049,0.076,0.0885663356251592,0.0403448275862069,0.0826839826839827,0.0857142857142857,0.0989264707654893,0.03,0.100921300921301,-0.042350207874786,0.0509831254585473,0.1,0.112857494808714,0.12020202020202,0.12020202020202,0.119472093194721,-0.188681261978476,0.0180086152519702,0.13917252809443,0.1,-0.139408170259234,0.13859649122807,0.143333333333333,0.133333333333333,0.127058029689609,0.131953134584714,0.136689976689977,0.138823363592347,0.169955398436411,-0.0717225562712977
"RKIP",-0.180005815876161,-0.391837442443318,0.080952380952381,0.1,0.080946065428824,0.133333333333333,0.0385891917742707,0.0385891917742707,-0.138823363592347,-0.143333333333333,0.0380095068330362,-0.1,0.151755933684757,0.0485891917742707,-0.0999475105357458,0.0141080712471673,0.127619047619048,-0.1,-0.1,-0.100921300921301,-0.105194805194805,-0.105194805194805,-0.107702182284981,-0.1,0.0743606557377049,0.076,0.08,0.0826839826839827,0.03,0.0857142857142857,0.0857142857142857,0.100771489215674,0.08,0.105194805194805,0.0509831254585473,0.0403448275862069,0.1,0.11831204026326,0.12020202020202,0.111111111111111,0.12020202020202,-0.184733893557423,0.0146613349172422,0.13917252809443,0,-0.138179669030733,0.133333333333333,0.133333333333333,0.1,0.13859649122807,0.127058029689609,0.131794871794872,0.131953134584714,0.167252695733708,-0.0688028482421006
"RAF",-0.180005815876161,-0.391837442443318,0.080952380952381,0.1,0.080946065428824,0.133333333333333,0.0385891917742707,0.0385891917742707,-0.138823363592347,-0.143333333333333,0.0380095068330362,-0.1,0.151755933684757,0.0485891917742707,-0.0999475105357458,0.0141080712471673,0.127619047619048,-0.1,-0.1,-0.100921300921301,-0.105194805194805,-0.105194805194805,-0.107702182284981,-0.1,0.0743606557377049,0.076,0.08,0.0826839826839827,0.03,0.0857142857142857,0.0857142857142857,0.100771489215674,0.08,0.105194805194805,0.0509831254585473,0.0403448275862069,0.1,0.11831204026326,0.12020202020202,0.111111111111111,0.12020202020202,-0.184733893557423,0.0146613349172422,0.13917252809443,0,-0.138179669030733,0.133333333333333,0.133333333333333,0.1,0.13859649122807,0.127058029689609,0.131794871794872,0.131953134584714,0.167252695733708,-0.0688028482421006
