"","AXIN2","Destcompl","EGR1","PAK1","SRC","cMet","TrCP","cateninnuc","TCFLEF","CD44","CDC42","ZEB2","cfos","Csn","MEK","ERK","FOXC2","RAF","RAS","GSK3","Csl","SHH","SOSGRB2","Jagged","NOTCH","NOTCHic","TWIST1","FUS","ILK","HEY1","SNAI1","NFB","Patched","RKIP","SNAI2","SMAD","PI3K","DELTA","KLF4","AKT","SMO","SUFU","IKK","ZEB1","TGF","TGFR","STAT","DSH","GLI","miR200","Wnt","Frizzled","cateninmemb","Ecadherin","LIV1"
"SMAD",-0.0903593432760233,-0.00638702224713725,-0.228571428571429,-0.278571428571429,-0.0492063492063492,-0.0570494864612512,-0.15,-0.0490018495422265,-0.0600454159049418,-0.0501403955521603,-0.291247484909457,0.0119461642612854,-0.231797235023042,-0.116666666666667,-0.226363424647371,-0.250401886185832,0.0683969596479514,0.100155239229475,0.0991683971242119,0.147341477792606,0.15047619047619,-0.063502353262167,0.0850635906536528,0.105071498394079,0.131401204159825,0.140131362889984,-0.0913383718966573,-0.1125,0.0862368681546764,0.0858027148346079,0.122888179920438,0.169047619047619,0.0497477064220184,0.13212295975868,-0.107994320181486,-0.0375726556548474,-0.100155239229475,-0.100155239229475,0.00441723386026262,0.126380952380952,0.0525,0.05,0.135714285714286,-0.0119461642612854,0.275453676901266,0.280632959769792,0.0714285714285714,0.104761904761905,0.084241398090319,0.116017345620719,0.0921550671550672,0.0825396825396826,0.0622484063819554,0.0948071166549531,0
"MEK",0.148045830640767,-0.178461798318383,0.13,-0.0266666666666667,0.115789473684211,0.115789473684211,-0.1,0.106794215133062,0.105678973497374,0.109495767390504,-0.0361904761904762,0.0128393796543007,0.119655172413793,-0.0857142857142857,0.00642822205918317,0.104761555392517,-0.0672294310225345,-0.0582167832167832,-0.0578993228993229,-0.181277408936983,0.129292929292929,-0.133414764813029,0.13384126984127,0.136737169470477,0.129096410483272,0.125446775446775,-0.142034174975351,-0.14,0.113994522045273,0.100649702600922,0.0284198305631949,0.110714285714286,0.124918032786885,-0.148813209494324,0.251871898810002,0.104031422414276,0.0582167832167832,0.0582167832167832,0.010234337637494,0.101445123503947,0.12,0.1,0.0955627705627706,-0.0128393796543007,0.0378549826370278,0.0371250556297285,-0.1,-0.1,-0.103706293706294,0.0134394616487273,-0.11,-0.11,-0.0666621735488307,-0.0986185807417306,-0.1
"STAT",0.0685941509470921,0.107194464509441,-0.266666666666667,-0.259090909090909,-0.00357142857142857,0.0191558441558442,-0.1,-0.000897677844565194,0.0116172208443502,0.00120712620712621,-0.240340909090909,0.0133853326161018,-0.266666666666667,-0.05,-0.287096774193548,-0.266666666666667,0.00949420586230402,0.131136269644334,0.131882538301051,0.147672452158433,0.0509803921568628,-0.00850792344103725,0.163013136288998,-0.027127529444658,0.0419014102623469,0.0428722840487546,-0.182843643113508,0,-0.0355072463768116,-0.0353333333333333,0.161733816499651,0.03,0.0111627906976744,0.175696589446589,-0.144841954805366,-0.00907046476761619,-0.131136269644334,-0.131136269644334,-0.0619132501485443,0.0542130750605327,0.06,0.05,0.0728571428571429,-0.0133853326161018,0.247218610591036,0.253498803827751,-0.0714285714285714,-0.0714285714285714,0.000171886936592819,0.117500995007351,-0.0191558441558442,0.00357142857142857,-0.039449707479863,-0.0161455476925178,0.1
"SOSGRB2",-0.173494224422442,0.230832329490048,-0.214285714285714,-0.0142857142857143,-0.114285714285714,-0.14472049689441,0,-0.139732930297312,-0.142218589953144,-0.143271221532091,-0.0242857142857143,0.0141979949874687,-0.247619047619048,0,-0.244916344916345,-0.244916344916345,0.0517460317460317,0.224858757062147,0.221012603215993,0.35560254612148,-0.00909090909090909,0.222512046930652,-0.218055555555556,-0.240359524192797,-0.0181916674874421,-0.0167832167832168,0.0449855072463768,0.2,-0.196344086021505,-0.187784090909091,0.0451293532338308,0.0111111111111111,-0.208558558558559,0.193859649122807,-0.264697207422166,-0.20123919091661,-0.224858757062147,-0.224858757062147,0.00991228070175439,0.0183479532163743,-0.216666666666667,-0.2,0.00584795321637427,-0.0141979949874687,0.0264133738601824,0.0242857142857143,0.1,0.1,0.137836438923395,0.0180592345921946,0.139285714285714,0.114285714285714,0.0581226941226941,0.113124097493361,0
"ERK",0.144956399746458,-0.177672621317255,0.119655172413793,-0.0361904761904762,0.115789473684211,0.109495767390504,-0.0857142857142857,0.103738659577507,0.106794215133062,0.105678973497374,-0.0371250556297285,0.0152015843787102,0.104761555392517,-0.110714285714286,2.15368224143725e-05,0.00642822205918317,-0.0632978070909106,-0.0578993228993229,-0.0582293559026232,-0.179551705031443,0.125446775446775,-0.124719112639116,0.130928648482047,0.130411868265658,0.132697518516513,0.129096410483272,-0.142450263740955,-0.12,0.104031422414276,0.0900694978227651,0.0254105713039357,0.0955627705627706,0.133414764813029,-0.140735215065355,0.251691556158965,0.106463033356526,0.0578993228993229,0.0578993228993229,0.0148855004281917,0.111536866623213,0.124918032786885,0.14,0.101445123503947,-0.0152015843787102,0.0419758617579069,0.0378549826370278,-0.115789473684211,-0.11,-0.0999468952100531,0.0161355400800998,-0.103706293706294,-0.11,-0.0639022839444148,-0.100094722176677,-0.1
"SRC",-0.108965531896808,0.0479224398789616,-0.0333333333333333,0.111111111111111,-0.075,-0.035,-0.1,-0.0490474906234374,-0.0412175129948021,-0.0497540983606557,0.111111111111111,0.0158505540581012,-0.00606060606060606,-0.05,-0.0303792643415285,-0.0171717171717172,0.10562091503268,0.171147267417605,0.174177570447908,0.23012987012987,0.09,0.0130936819172113,-0.208571428571429,-0.00939484827099506,0.0852380952380953,0.0852380952380953,0.127756726032588,0.05,0.0320175438596491,0.0368917576961271,0.0267461874263566,0.0833333333333333,-0.0307407407407407,0.0942000651678071,0.0539472285720752,0.0491346609767662,-0.171147267417605,-0.171147267417605,0.135723514211886,0.0995726495726496,0.01,-0.1,0.121794871794872,-0.0158505540581012,-0.0927561327561328,-0.0873015873015873,-0.1,0,0.0497540983606557,-0.066157224418094,0.035,0.075,0.0518616225116001,0.0298271935036641,0
"NOTCH",0.0209703504043127,0.039798794789449,-0.2,-0.3,0.06,0.00615384615384615,0,0.00909090909090909,0.0119480519480519,0.0152447552447552,-0.288888888888889,0.0210144927536232,-0.26,-0.1,-0.240952380952381,-0.226666666666667,0.0573469387755102,0.0642424242424242,0.0627931488801054,0.0830111459421804,0.14,0.0299773755656109,0.114736842105263,0.0162866762866763,0.0575115207373272,0.154285714285714,-0.13264406779661,0,-0.0452380952380952,-0.148550724637681,0.0896153846153846,0,0.0288461538461538,0.137135278514589,-0.192125739184563,-0.0452380952380952,-0.0642424242424242,-0.0642424242424242,-0.00120772946859904,0.0333333333333333,-0.025,0.1,-0.0111111111111111,-0.0210144927536232,0.28179211469534,0.268888888888889,0,0,-0.0152447552447552,0.113679653679654,-0.00615384615384615,-0.06,-0.0140904158889558,-0.0141827956989247,0
"IKK",-0.0997619047619047,0.152682603181513,0,0.05,-0.0833333333333333,-0.0679487179487179,-0.2,-0.0871906545860633,-0.0749543676662321,-0.0879487179487179,0.0388888888888889,0.0308370927318296,-0.0142857142857143,-0.3,-0.0427301587301587,-0.0182857142857143,0.19007215007215,0.108711433756806,0.108711433756806,0.25967032967033,0.109090909090909,-0.100255427841635,-0.0701680672268908,0.0035941893158388,0.118614718614719,0.104329004329004,0.140980392156863,-0.08,0.103472222222222,0.0981424148606811,0.140853830930167,0.285714285714286,0.103703703703704,0.138251366120219,0.317884919569045,0.112383113311331,-0.108711433756806,-0.108711433756806,0.0318681318681319,0.215894465894466,0.1,0.1,0.202380952380952,-0.0308370927318296,-0.0196525252525253,-0.0252525252525253,0.05,0.05,0.0879487179487179,0.0479152731326644,0.0679487179487179,0.0833333333333333,-0.00644300764412496,-0.0507587389990868,0.1
"NFB",-0.0955065856129686,0.148862005174869,-0.0142857142857143,0.0388888888888889,-0.0679487179487179,-0.0879487179487179,-0.3,-0.0797396741939064,-0.0871906545860633,-0.0749543676662321,0.0252525252525253,0.0319865180191859,-0.0182857142857143,-0.285714285714286,-0.0446909430438842,-0.0427301587301587,0.196845058438684,0.108711433756806,0.112691533259293,0.265552682611506,0.104329004329004,-0.0978457892874179,-0.0606943830163644,0.0151049806827453,0.107646976679235,0.118614718614719,0.131774042950514,-0.1,0.112383113311331,0.105285272003538,0.138936022710989,0.202380952380952,0.100255427841635,0.142097519966372,0.322762968349533,0.106806905132892,-0.108711433756806,-0.108711433756806,0.0299450549450549,0.211450021450021,0.103703703703704,0.08,0.215894465894466,-0.0319865180191859,-0.0177537910753101,-0.0196525252525253,0.0833333333333333,0.0833333333333333,0.0755891673869202,0.0494258471507913,0.0879487179487179,0.0679487179487179,-0.0196425852576413,-0.0425725431724415,0.05
"AKT",-0.248186006532577,0.256254709749463,-0.228571428571429,-0.255882352941176,-0.219323671497585,-0.211631363805277,-0.3,-0.212864059585238,-0.2124025211237,-0.212196335556689,-0.251882352941176,0.0328436434883541,-0.222689075630252,-0.266666666666667,-0.235949088080968,-0.230885796941728,0.230640381441408,0.252709956709957,0.254878631408752,0.411526361929588,0.107692307692308,0.0314574898785425,0.0284188034188034,-0.0819298245614035,0.0959299158748411,0.104466501240695,0.0093174137136289,0.0166666666666667,-0.016246818727491,-0.0235335083749127,0.237861471311128,0.272549019607843,-0.0346153846153846,0.262690059301313,0.106139446107446,-0.0105229130035853,-0.252709956709957,-0.252709956709957,0.0404577147998201,0.166177613236437,-0.00128205128205128,0,0.285369532428356,-0.0328436434883541,0.252855015235775,0.259199426111908,0.188888888888889,0.188888888888889,0.213307341458908,0.152365605282674,0.211631363805277,0.219323671497585,-0.0789280148954503,0.0316958794165343,0.2
"DSH",-0.247703410317482,0.235778658061907,-0.24,-0.373333333333333,-0.222368421052632,-0.208082706766917,-0.2,-0.211119190843308,-0.20853682218792,-0.211393965045063,-0.36463768115942,0.0328567859440741,-0.234117647058824,-0.14,-0.246788212360968,-0.241525054466231,0.138372790000697,0.220196877304213,0.222157661617938,0.397434473545762,0.0869047619047619,0.0423312026715945,0.0399113082039911,-0.0917259980101977,0.0719314998726763,0.0810224089635854,-0.0894418618511234,0.0272727272727273,-0.0303728100728753,-0.0355942228730583,0.263681849551415,0.14,-0.0453986873341712,0.281684981684982,0.0492808806290457,-0.0216935647898564,-0.220196877304213,-0.220196877304213,0.0440510184656387,0.134612068965517,-0.00346320346320346,0,0.15875,-0.0328567859440741,0.361896682320861,0.371304347826087,0.175,0.175,0.21265787016561,0.151342387287509,0.208082706766917,0.222368421052632,-0.093454011318448,0.0113785264518271,0.2
"GSK3",-0.246942375309871,0.234545829601181,-0.234117647058824,-0.36463768115942,-0.208082706766917,-0.211393965045063,-0.14,-0.206184980316992,-0.211119190843308,-0.20853682218792,-0.371304347826087,0.0383545571179226,-0.241525054466231,-0.14,-0.233720030542786,-0.246788212360968,0.144592885694477,0.222157661617938,0.220687073382644,0.29610335873711,0.0810224089635854,0.0385034514754223,0.0450275872737586,-0.0866165089591028,0.069593837535014,0.0719314998726763,-0.0916185583940172,0.00346320346320346,-0.0216935647898564,-0.0283277868868991,0.264457043349864,0.15875,-0.0423312026715945,0.283940620782726,0.0510927874452666,-0.035336743200651,-0.222157661617938,-0.222157661617938,0.0295472016717456,0.132902667256116,-0.0453986873341712,-0.0272727272727273,0.134612068965517,-0.0383545571179226,0.359076169500348,0.361896682320861,0.222368421052632,0.222368421052632,0.20888428525995,0.151928553758787,0.21265787016561,0.208082706766917,-0.0998200590638061,0.0175359186151461,0.175
"Wnt",-0.242424242424242,0.239184918818786,-0.1,-0.3,-0.2,-0.175,-0.1,-0.211393965045063,-0.208082706766917,-0.222368421052632,-0.366666666666667,0.0396939263510282,-0.2,-0.1,-0.234117647058824,-0.24,0.136923076923077,0.230075187969925,0.220984278879016,0.39192789968652,0.15,0.00346320346320346,0.0575757575757576,-0.0795343137254902,0.0869047619047619,0.0785714285714286,-0.0891176470588235,-0.1,0.011965811965812,0.00307692307692308,0.287629399585921,0.2,-0.0272727272727273,0.283333333333333,0.049051724137931,-0.0275690717551183,-0.230075187969925,-0.230075187969925,0.0372549019607843,0.14,0,0,0.14,-0.0396939263510282,0.36463768115942,0.373333333333333,0.1,0.2,0.222368421052632,0.154848484848485,0.175,0.3,-0.0924152542372881,0.0156475965681316,0
"ILK",-0.246380952380952,0.256337422735402,-0.2,-0.25,-0.188888888888889,-0.219323671497585,-0.2,-0.2124025211237,-0.212196335556689,-0.211631363805277,-0.255882352941176,0.0444874791047925,-0.228571428571429,-0.3,-0.230885796941728,-0.222689075630252,0.244174216027875,0.252709956709957,0.252709956709957,0.411123136123136,0.1,0.0346153846153846,0.0373076923076923,-0.0819298245614035,0.104466501240695,0.107692307692308,0.00167215377479098,0,-0.017046818727491,-0.0272929068711533,0.236107085346216,0.266666666666667,-0.00128205128205128,0.279460245636716,0.106641958670261,-0.016246818727491,-0.252709956709957,-0.252709956709957,0.0361842105263158,0.285369532428356,-0.0166666666666667,0.1,0.272549019607843,-0.0444874791047925,0.259199426111908,0.251882352941176,0.2,0.2,0.211631363805277,0.159317476940428,0.219323671497585,0.188888888888889,-0.0792338252930039,0.0380595157801707,0.1
"Frizzled",-0.244749823819591,0.235206138977937,-0.2,-0.366666666666667,-0.175,-0.222368421052632,-0.1,-0.20853682218792,-0.211393965045063,-0.208082706766917,-0.373333333333333,0.0486048174401371,-0.24,-0.2,-0.241525054466231,-0.234117647058824,0.157853309481216,0.220984278879016,0.220196877304213,0.398594566353187,0.0785714285714286,0.0453986873341712,0.0545454545454545,-0.0886252228163993,0.0810224089635854,0.0869047619047619,-0.101498599439776,0,-0.0275690717551183,-0.0373486088379705,0.262232574189096,0.14,-0.00346320346320346,0.304761904761905,0.0512599260306755,-0.0303728100728753,-0.220984278879016,-0.220984278879016,0.0372549019607843,0.15875,-0.0272727272727273,0.1,0.14,-0.0486048174401371,0.371304347826087,0.36463768115942,0.2,0.3,0.208082706766917,0.161098484848485,0.222368421052632,0.175,-0.0978120796341135,0.0214751023956374,0.1
"TCFLEF",0.316700854700855,0.287886623542344,-0.321428571428571,-0.366666666666667,-0.0375,-0.0298076923076923,-0.171428571428571,-0.133636389707679,-0.129684499673315,-0.0348391388485728,-0.362015503875969,0.0530522328548644,-0.318989547038328,-0.162337662337662,-0.328105193296831,-0.319941927990708,0.0497869694982638,0.236621558897732,0.236490152853054,0.297317417637383,0.211940060577076,-0.0200843440483258,0.0535095961922309,0.00516768369508463,0.199745415277096,0.2060577076359,-0.199802502569249,-0.0366666666666667,-0.065644262170578,-0.0942585085799474,0.261094658479596,0.150337662337662,0.0249923195084485,0.289984846397575,-0.203210558665667,-0.0547456006027003,-0.236621558897732,-0.236621558897732,0.163348293863,0.157700916194605,0.0604761904761905,0.0833333333333333,0.172918307498953,-0.0530522328548644,0.364194126144955,0.369492139389988,-0.0125,-0.00588235294117647,0.0420154014783171,0.172300978807003,0.0364253393665158,0.0441176470588235,-0.116491792272591,-0.0266884045446194,0
"cateninmemb",0.06769850573445,0.142618670024846,-0.150909090909091,-0.0710909090909091,-0.0505699954400365,-0.0288308650052539,-0.1,-0.0413701372299131,-0.033900482701435,-0.0472255138346853,-0.0777575757575758,0.0584221530967089,-0.174438502673797,-0.12,-0.173015417976,-0.173407574838745,-0.0137165822546816,0.126402714932127,0.123330089233803,0.150098763442261,0.11377990430622,-0.0112051265769198,0.0657593813005928,-0.0399064582541265,0.0993622443974323,0.0900685641000345,-0.00854103528438066,-0.0333333333333333,0.0128695652173913,-0.00434882922052287,0.106193745934905,0.143809523809524,0.00490591397849462,0.117820720388939,-0.105581838803873,0.00875334245710075,-0.126402714932127,-0.126402714932127,0.0813877168307548,0.128994708994709,0.0145833333333333,0.0333333333333333,0.128994708994709,-0.0584221530967089,0.0741956298307024,0.077269770879527,0.0156862745098039,0.0156862745098039,0.0478803402676227,0.103557911155677,0.0298803402676227,0.0505699954400365,0.0230159099725831,0.172721151377886,0.0333333333333333
"FOXC2",0.0769768562499139,0.138797607583094,-0.16,-0.0590909090909091,-0.0156862745098039,-0.0505699954400365,-0.1,-0.033900482701435,-0.0472255138346853,-0.0288308650052539,-0.0710909090909091,0.0622136222910217,-0.150909090909091,-0.1,-0.173407574838745,-0.174438502673797,-0.00433443122493334,0.123461538461538,0.126402714932127,0.156059028342924,0.0927272727272727,-0.00490591397849462,0.0776014865637507,-0.0254899822815865,0.0900685641000345,0.11377990430622,-0.0221350762527233,-0.0333333333333333,0.0186666666666667,-0.00099312452253629,0.101446910491867,0.12,0.0145833333333333,0.121191506905793,-0.100344030254806,0.0128695652173913,-0.123461538461538,-0.123461538461538,0.0851851851851852,0.128994708994709,0.0333333333333333,0,0.143809523809524,-0.0622136222910217,0.077269770879527,0.0777575757575758,0.0333333333333333,0.0333333333333333,0.0298803402676227,0.106723646723647,0.0505699954400365,0.0156862745098039,-0.103387299240958,-0.131219455466915,-0.0333333333333333
"FUS",0.152887841793389,0.27230307292436,-0.2,-0.193333333333333,0.02,-0.0355555555555556,-0.1,-0.0249336877264217,-0.0322706442481609,-0.0209924487594391,-0.21,0.0667767148452393,-0.238461538461538,-0.2,-0.257897275138654,-0.247552447552448,0.142604355716878,0.217139982110912,0.21582993844279,0.276563579940532,0.203030303030303,-0.199217171717172,0.0213900134952767,0.0439660228214445,0.204393939393939,0.218030303030303,-0.143741231221983,-0.24,-0.00349206349206349,-0.0208791208791209,0.294870011303365,0.157142857142857,0.238611111111111,0.334192439862543,-0.24329706310391,-0.00800819252432156,-0.217139982110912,-0.217139982110912,0.0683060109289617,0.184527472527473,0.2275,0.2,0.169142857142857,-0.0667767148452393,0.219085681426107,0.212702702702703,0,-0.1,-0.0704059829059829,0.190539750177549,-0.0569444444444444,-0.1125,0.093806814371055,0.10300281653568,-0.1
"SHH",0.19047619047619,0.289090909090909,0,0,0.1,0.1,0,-0.0355555555555556,0.02,0,-0.0333333333333333,0.075,-0.1,0,-0.2,-0.1,0.125,0.2,0.207692307692308,0.256410256410256,0.1,-0.24,0,0.06,0.266666666666667,0.2,-0.15,0,0,0,0.3,0,0.2,0.3,-0.266130268199234,0.0166666666666667,-0.2,-0.2,0.05,0.2,0.1,0,0.1,-0.075,0.193333333333333,0.133333333333333,-0.1,-0.2,-0.1,0.183333333333333,-0.2,-0.2,0.130609318996416,0.0927777777777778,0
"cateninnuc",0.133532769561723,0.283826831987097,-0.263768115942029,-0.187428571428571,-0.0413558663558664,-0.0576602141819533,-0.233333333333333,-0.146191845721202,-0.0513009316090785,-0.047342753864493,-0.190505494505495,0.0817484576239339,-0.27487922705314,-0.270833333333333,-0.269026248305027,-0.27361340426833,0.0394909243761703,0.252011682011682,0.251843331843332,0.308203083187469,0.193094789704959,-0.0488862024575412,0.0861847762030355,-0.0326810375272444,0.187439398584452,0.194257580402634,-0.0931264956785619,-0.0811111111111111,-0.00882395382395383,-0.0376029477667679,0.24964468849893,0.261742424242424,0.0608687732636414,0.287045935040972,-0.20585614007443,-0.0152359592809798,-0.252011682011682,-0.252011682011682,0.107768348693616,0.253742424242424,0.0565209471766849,0.111111111111111,0.253742424242424,-0.0817484576239339,0.18467805887833,0.185333080712391,0.0552447552447553,0.0552447552447553,0.0489436561056573,0.150400071939127,0.0592203359475545,0.0429159881214676,0.0736918496261158,0.125264630324073,0.00909090909090909
"Destcompl",-0.299806620478332,0.125632709338139,-0.141025641025641,-0.172244897959184,-0.247118938899761,-0.245626401586328,-0.133333333333333,-0.24091847245383,-0.241224438797532,-0.240402520989313,-0.163279380717804,0.0829328003171666,-0.131934731934732,-0.119047619047619,-0.127016699147847,-0.127016699147847,0.141482607597311,0.0791130563628036,0.0805259292042479,0.245602103597903,-0.054484919702311,0.123791400704489,-0.0276824251458464,-0.217573197217651,-0.0530276573515225,-0.0512240501370936,0.0243042602434145,0.124137931034483,0.0406349206349206,0.0472045902815134,0.192150499369222,0.101656314699793,-0.122050588325378,0.216667411181134,0.274490180444329,0.0447284878863826,-0.0791130563628036,-0.0791130563628036,0.0742163511167445,0.09853036996311,-0.118423645320197,-0.1,0.102557215600694,-0.0829328003171666,0.15877588058817,0.160647801770436,0.253968253968254,0.253968253968254,0.240129464442111,0.129532503559847,0.245138740879959,0.247118938899761,-0.281712232851187,-0.122766739910235,0.261111111111111
"TWIST1",-0.0352803647964938,-0.0389948247260936,0.133333333333333,0.0484848484848485,-0.0238095238095238,-0.000405268490374872,0,-0.0217227330142187,-0.0101643661367029,-0.0241000476068407,0.0415882967607106,0.0892322146708112,0.0942028985507246,-0.05,0.0847501622323167,0.0942028985507246,0.15915691585234,-0.0323006824271846,-0.0346979427011572,-0.0456399704442134,0.0533333333333333,-0.118944028312002,-0.0313872753232021,0.0891467842618613,0.0523657474600871,0.0353846153846154,-0.00129780974174567,-0.111111111111111,0.174865774865775,0.176550568075992,0.151299069347929,0.0730769230769231,0.11648097412481,0.127928717059152,0.275640154486378,0.176515939882277,0.0323006824271846,0.0323006824271846,0.0871273712737127,0.0801794250946793,0.115111111111111,0.1,0.0683150183150183,-0.0892322146708112,-0.0357881828654942,-0.0378382967607106,-0.00952380952380952,-0.00952380952380952,0.0249042606516291,0.116427348635713,0.00170426065162907,0.0238095238095238,0.0260418149168429,-0.0770686830129796,0.0333333333333333
"RAS",-0.234123847167325,0.25976865686168,-0.22,-0.14,-0.2,-0.194117647058824,-0.1,-0.20743357830978,-0.210549725618562,-0.2090112640801,-0.18,0.0934977908689249,-0.245,-0.1,-0.279881320949432,-0.281842105263158,0.146031746031746,0.351025641025641,0.249102564102564,0.458229974160207,0.15,0.0408022598870056,-0.0991341991341991,-0.111649911295092,0.124776564051639,0.134210526315789,0.012329514457174,0,-0.0186147186147186,-0.0171936758893281,0.194178957718781,0.2,-0.0526666666666667,0.302899371069182,-0.164659658198675,-0.0329004329004329,-0.351025641025641,-0.351025641025641,0.100714285714286,0.19,-0.0166666666666667,-0.1,0.206666666666667,-0.0934977908689249,0.184834012813046,0.191764705882353,0.1,0.1,0.206617647058824,0.1344,0.194117647058824,0.2,-0.0185835408232377,0.0676576717643579,0
"SNAI2",0.135409509619704,0.195188562423281,-0.166666666666667,-0.0509803921568627,0.0927272727272727,0.0716005121638924,-0.1,0.0725121703307233,0.06769850573445,0.0769768562499139,-0.065266106442577,0.103273757079925,-0.184313725490196,-0.133333333333333,-0.212639109697933,-0.205882352941176,-0.0369863303822285,0.17662360522032,0.177993468234019,0.206581976596103,0.153070175438596,-0.105819116378946,0.108350236646383,0.0870330038168664,0.154961266803372,0.165350877192982,-0.137858299649657,-0.12,0.0442655935613682,0.0165913200723327,0.166857521565853,0.158333333333333,0.115678271308523,0.182064102564103,0.193871560058077,0.0409163112647175,-0.17662360522032,-0.17662360522032,0.117884615384615,0.181266445090708,0.125882352941176,0.1,0.182471264367816,-0.103273757079925,0.0777734059063982,0.0746678158442864,-0.0927272727272727,-0.0927272727272727,-0.0764133463884914,0.136502253597157,-0.0716005121638924,-0.0927272727272727,-0.180137086673103,-0.324659348061225,-0.12
"AXIN2",0.117492819986625,0.303656562939612,-0.18,-0.212083333333333,-0.306976744186047,-0.305252606255012,-0.133333333333333,-0.298898708675479,-0.299806620478332,-0.303675319188766,-0.218256172839506,0.131893315254269,-0.19219512195122,-0.166666666666667,-0.187812266649898,-0.191260542511967,0.192966822404762,0.139116377870703,0.1383289762959,0.320693295390092,-0.0371929824561403,0.156505884825557,-0.0291985776417754,-0.25712721473591,-0.0474729052360631,-0.0461215538847118,0.0281625376351543,0.123076923076923,0.0834828617437313,0.0874788871746275,0.250028771937025,0.171014492753623,-0.15224358974359,0.274793316002994,0.325025739485855,0.0779273061881758,-0.139116377870703,-0.139116377870703,0.12358873719697,0.157536231884058,-0.146886446886447,-0.1,0.160869565217391,-0.131893315254269,0.211746052800954,0.214716349830657,0.3,0.3,0.303365813802182,0.174893791050785,0.305252606255012,0.306976744186047,-0.323144711994445,-0.141123477103678,0.266666666666667
