"","ILK","SHH","Patched","SMO","MEK","RKIP","SOSGRB2","NFB","FUS","AXIN2","Destcompl","cateninnuc","CD44","cMet","SRC","PAK1","STAT","Frizzled","CDC42","Ecadherin","cateninmemb","SNAI2","GSK3","RAF","PI3K","DELTA","RAS","ZEB1","DSH","LIV1","Wnt","TGF","TGFR","GLI","TCFLEF","TWIST1","TrCP","EGR1","Csl","NOTCHic","NOTCH","Jagged","SUFU","Csn","cfos","ERK","IKK","AKT","SNAI1","HEY1","SMAD","FOXC2","miR200","ZEB2","KLF4"
"KLF4",0.04,0.299395161290323,0.285416666666667,0.266666666666667,-0.220312034842053,0.151803751803752,-0.298027444253859,0.26,0.233333333333333,-0.398294380161713,-0.498651285906261,-0.374607886183013,-0.346310989512084,-0.326310989512084,-0.296078431372549,-0.159090909090909,-0.266666666666667,-0.296078431372549,-0.163090909090909,-0.254822166168204,0.065642883539225,-0.187767211054788,-0.459168982035546,0.357435897435897,0.357435897435897,0.357435897435897,0.382435897435898,0.0605572755417957,0.266666666666667,0.233333333333333,0.326310989512084,0.172716925351072,0.164424242424242,0.347000644684498,0.362030053057234,-0.346196078431373,-0.1,0.16,-0.0709090909090909,-0.0761722488038278,-0.0772031766388793,-0.335178774249239,-0.2,-0.2,0.205454545454545,0.217219251336898,-0.293333333333333,-0.319259259259259,-0.159302165337102,-0.0469213139801375,-0.0428985507246377,-0.263970670610114,-0.0737647537647537,-0.107745098039216,-0.1
"Csn",0.00993530020703934,0.0391002264085289,0.0309035050970535,0.0233766233766234,-0.0613068181818182,0.182079287407294,-0.0562919405050156,0.161666666666667,0.0142857142857143,-0.216232786433742,-0.510680536243681,-0.19676861297777,-0.183820061856622,-0.1735978396344,-0.160344827586207,0.075,-0.15,-0.160344827586207,0.0645522388059701,-0.00535873404901318,0.0695466634043086,-0.0722313304753156,-0.550562619163421,0.414686337456014,0.414686337456014,0.414686337456014,0.427930099452175,0.0271116625310174,0.15,0.133333333333333,0.1735978396344,-0.0644910430407171,-0.0671163413700727,0.18364150775667,0.191537103657265,-0.183099579242637,-0.02,0.04,0.12020202020202,0.121500721500721,0.121500721500721,-0.0613090518878824,-0.0142857142857143,-0.145,0.0490909090909091,0.0581818181818182,-0.174166666666667,-0.189366666666667,-0.189762791502484,-0.00262735326688815,-0.0127630637031833,-0.207401704870623,-0.0634340271830683,-0.0862233250620348,-0.076299648064354
"RAS",-0.0956709956709957,-0.0788587570621469,-0.0873333333333333,-0.0833333333333333,-0.144355005159959,0.102566037735849,-0.138095238095238,0.0333333333333333,-0.1,-0.154519104084321,-0.198084285293588,-0.128861790901735,-0.127284105131414,-0.129411764705882,-0.1,0.06,-0.1,-0.1,0.04,-0.01604686143232,0.0301718798055074,-0.0764639845067266,-0.111976744186047,0.217435897435897,0.217435897435897,0.217435897435897,0.125128205128205,0.0390169366715758,0.1,0,0.129411764705882,-0.0290506697728596,-0.0458823529411765,0.125245098039216,0.125745643592953,-0.0427714129841789,-0.1,0.12,0.1,0.0947368421052632,0.092850049652433,0.0505972797161443,0.1,0,0.12,0.146315789473684,-0.04,-0.0455555555555556,-0.00862340216322517,0.0994071146245059,0.105875077303649,-0.0401587301587302,-0.0279384615384615,-0.0106737849779087,-0.00964285714285714
"IKK",-0.10625,-0.150600255427842,-0.143703703703704,-0.14,0.0132698412698413,0.00619307832422586,0.176050420168067,-0.0857142857142857,-0.12,0.214047619047619,-0.0324787495082887,0.189747532259869,0.176495726495726,0.168803418803419,0.161111111111111,0.15,0.15,0.161111111111111,0.172222222222222,0.240271502915497,0.113767694130823,0.119673799504581,-0.159377289377289,0.0878402903811252,0.0878402903811252,0.0878402903811252,0.0836149382684492,-0.000736842105263158,-0.15,-0.1,-0.168803418803419,-0.178913131313131,-0.181313131313131,-0.176495726495726,-0.183840359264088,0.245326797385621,0,0,0.227272727272727,0.222510822510822,0.224098124098124,0.143428616057482,0.1,0.1,0.0142857142857143,0.00228571428571429,0.00238095238095238,0.00508365508365508,0.00316652530392988,0.11702786377709,0.111200495049505,0.147792207792208,-0.00127090301003344,-0.00326315789473684,-0.00256410256410256
"NFB",0.111200495049505,0.156624351813384,0.150600255427842,0.143703703703704,-0.0165378151260504,0.00149922936808183,-0.185524104378594,0.00238095238095238,0.14,-0.222558257345491,0.023342536883704,-0.19280635578928,-0.183840359264088,-0.176495726495726,-0.168803418803419,-0.172222222222222,-0.161111111111111,-0.168803418803419,-0.181313131313131,-0.241395098421115,-0.110705392124487,-0.123129084057427,0.151141995259642,-0.0836149382684492,-0.0836149382684492,-0.0836149382684492,-0.075654739263474,0.00265255091752369,0.161111111111111,0.15,0.176495726495726,0.180811865490347,0.178913131313131,0.184360895035052,0.189747532259869,-0.251993464052288,-0.1,-0.0142857142857143,-0.222510822510822,-0.224098124098124,-0.226033607969092,-0.149903436201367,-0.12,-0.0857142857142857,-0.00228571428571429,0.0132698412698413,-0.00508365508365508,-0.0117503217503218,-0.0111117307833819,-0.124170720919947,-0.110085253413817,-0.155361928907746,-0.000239671008093444,-0.00171768501714055,-0.00128205128205128
"cMet",0.0409297052154195,0.0622159090909091,0.0590909090909091,0.05,-0.109090909090909,-0.0651851851851852,0.07,0.3,0.05,-0.194285714285714,-0.327535756317269,-0.19507423466036,-0.168294573643411,-0.156666666666667,-0.05,0.02,0,-0.15,-0.055,-0.109669289926885,-0.0359302204319998,-0.0660111664491227,-0.304224270353303,0.329523809523809,0.329523809523809,0.329523809523809,0.344618149146451,-0.0112554112554113,0.1,-0.1,0.156666666666667,0.0473167848699764,0.0494444444444444,0.17030303030303,0.188294573643411,-0.100101247067539,-0.2,0.1,0.142857142857143,0.127067669172932,0.137705967045273,-0.0972443498530455,-0.1,-0.3,0.1,0.1,-0.28,-0.29875,-0.0684287117382568,-0.0255245958032336,-0.0500206143063286,-0.0451424050632911,0.0346571695213,0.00836940836940837,0.117460317460317
"CD44",0.0388888888888889,0.0590909090909091,0.05,0.05,-0.1,-0.0762962962962963,0.116666666666667,0.3,0.1,-0.18,-0.305238459019972,-0.188294573643411,-0.156666666666667,-0.05,0,0,0.1,-0.1,0.02,-0.108397025295842,-0.0476739926739927,-0.0543323343323343,-0.288095238095238,0.309523809523809,0.309523809523809,0.309523809523809,0.329523809523809,-0.0142857142857143,0,-0.1,0.15,0.0494444444444444,0.055,0.156666666666667,0.168294573643411,-0.0854945054945055,-0.1,0.1,0.1,0.142857142857143,0.127067669172932,-0.0907226107226107,-0.1,-0.2,0.1,0.1,-0.3,-0.28,-0.0633439659755449,-0.0274853801169591,-0.0409297052154195,-0.03375,0.0377821695213,0.0174603174603175,0.117460317460317
"TCFLEF",-0.0289997721576669,0.201852364931724,0.187741935483871,0.17,-0.311903102704496,0.141021260963402,-0.445157070474436,0.143376623376623,0.17,-0.738158241758242,-0.619078445141555,-0.320554341916917,-0.394637961619094,-0.371367521367521,-0.35,-0.0358974358974359,-0.325,-0.354411764705882,-0.0428741800834824,-0.186155456294543,-0.0043777516827005,-0.152663295675795,-0.490359825735286,0.263267589404774,0.263267589404774,0.263267589404774,0.287314895580858,0.0994475456317561,0.329411764705882,0.3,0.375779286073404,0.0481505308911819,0.0484816567189964,0.399381770545453,0.310330974219323,-0.265579917763277,-0.114285714285714,0.265714285714286,-0.0443647377650247,-0.0326000318826718,-0.0349256132780206,-0.254793500022875,-0.15,-0.123376623376623,0.282787456445993,0.298977932636469,-0.162731462086301,-0.185557549042823,-0.156519770327302,0.0253192501665239,0.0226900207236325,-0.180867285229888,0.0529320746188216,0.0589943292574872,-0.0305258467023173
"SNAI2",-0.0299798792756539,-0.150811761324248,-0.143769507803121,-0.137647058823529,0.15429252782194,-0.0787435897435897,0.186477349560514,-0.158333333333333,-0.12,0.21244416712535,0.26885481604862,0.175663188252012,0.163579561435082,0.156052679714652,0.143376623376623,0.105882352941176,0.129090909090909,0.143376623376623,0.105882352941176,0.0908083792556078,0.00678639359991743,0.038464636693668,0.25364937927487,-0.20075885590046,-0.20075885590046,-0.20075885590046,-0.211261139005483,-0.0323929095867422,-0.129090909090909,-0.12,-0.156052679714652,-0.111705997895256,-0.106737053795877,-0.164074070088983,-0.170383685146422,0.168709588769442,0.1,-0.133333333333333,0.0614035087719298,0.0666666666666667,0.0653679653679654,0.161270195963838,0.1,0.133333333333333,-0.150980392156863,-0.152941176470588,0.175574712643678,0.186418086137654,0.0791638397490519,0.0357896323086197,0.0314152859742185,0.165044232878803,0.0409356770628544,0.0592989301447451,0.0578846153846154
"HEY1",-0.04,-0.299395161290323,-0.285416666666667,-0.266666666666667,0.220312034842053,-0.151803751803752,0.298027444253859,-0.26,-0.233333333333333,0.398294380161713,0.498651285906261,0.374607886183013,0.346310989512084,0.326310989512084,0.296078431372549,0.159090909090909,0.266666666666667,0.296078431372549,0.163090909090909,0.254822166168204,-0.065642883539225,0.187767211054788,0.459168982035546,-0.357435897435897,-0.357435897435897,-0.357435897435897,-0.382435897435898,-0.0605572755417957,-0.266666666666667,-0.233333333333333,-0.326310989512084,-0.172716925351072,-0.164424242424242,-0.347000644684498,-0.362030053057234,0.346196078431373,0.1,-0.16,0.0709090909090909,0.0761722488038278,0.0772031766388793,0.335178774249239,0.2,0.2,-0.205454545454545,-0.217219251336898,0.293333333333333,0.319259259259259,0.159302165337102,0.0469213139801375,0.0428985507246377,0.263970670610114,0.0737647537647537,0.107745098039216,0.1
"FOXC2",-0.04,-0.299395161290323,-0.285416666666667,-0.266666666666667,0.220312034842053,-0.151803751803752,0.298027444253859,-0.26,-0.233333333333333,0.398294380161713,0.498651285906261,0.374607886183013,0.346310989512084,0.326310989512084,0.296078431372549,0.159090909090909,0.266666666666667,0.296078431372549,0.163090909090909,0.254822166168204,-0.065642883539225,0.187767211054788,0.459168982035546,-0.357435897435897,-0.357435897435897,-0.357435897435897,-0.382435897435898,-0.0605572755417957,-0.266666666666667,-0.233333333333333,-0.326310989512084,-0.172716925351072,-0.164424242424242,-0.347000644684498,-0.362030053057234,0.346196078431373,0.1,-0.16,0.0709090909090909,0.0761722488038278,0.0772031766388793,0.335178774249239,0.2,0.2,-0.205454545454545,-0.217219251336898,0.293333333333333,0.319259259259259,0.159302165337102,0.0469213139801375,0.0428985507246377,0.263970670610114,0.0737647537647537,0.107745098039216,0.1
"Ecadherin",-0.0428985507246377,-0.310418783337567,-0.299395161290323,-0.285416666666667,0.226194387783229,-0.168657684388021,0.309869549517017,-0.293333333333333,-0.266666666666667,0.417469637893672,0.521577660556773,0.3853455145677,0.362030053057234,0.346310989512084,0.326310989512084,0.163090909090909,0.296078431372549,0.326310989512084,0.164424242424242,0.157840666655059,-0.0698736527699942,0.193607066563518,0.485659048260711,-0.382435897435898,-0.382435897435898,-0.382435897435898,-0.402268299670534,-0.0629269437882412,-0.296078431372549,-0.266666666666667,-0.347000644684498,-0.178322711969517,-0.172716925351072,-0.363000644684498,-0.374607886183013,0.363142074706978,0.2,-0.205454545454545,0.0761722488038278,0.0772031766388793,0.0738574517318161,0.346849254798438,0.233333333333333,0.26,-0.217219251336898,-0.220312034842053,0.319259259259259,0.34003848003848,0.173542671666216,0.0489347367989295,0.0494360809909815,0.284336803333226,0.0869863552545117,0.124806709413623,0.125316455696203
"cateninmemb",-0.0428985507246377,-0.310418783337567,-0.299395161290323,-0.285416666666667,0.226194387783229,-0.168657684388021,0.309869549517017,-0.293333333333333,-0.266666666666667,0.417469637893672,0.521577660556773,0.3853455145677,0.362030053057234,0.346310989512084,0.326310989512084,0.163090909090909,0.296078431372549,0.326310989512084,0.164424242424242,0.174126069234237,-0.158639420914992,0.193607066563518,0.485659048260711,-0.382435897435898,-0.382435897435898,-0.382435897435898,-0.402268299670534,-0.0629269437882412,-0.296078431372549,-0.266666666666667,-0.347000644684498,-0.178322711969517,-0.172716925351072,-0.363000644684498,-0.374607886183013,0.363142074706978,0.2,-0.205454545454545,0.0761722488038278,0.0772031766388793,0.0738574517318161,0.346849254798438,0.233333333333333,0.26,-0.217219251336898,-0.220312034842053,0.319259259259259,0.34003848003848,0.173542671666216,0.0489347367989295,0.0494360809909815,0.284336803333226,0.0869863552545117,0.124806709413623,0.125316455696203
"cateninnuc",-0.0322741702741703,-0.174365164771856,-0.164125513355734,-0.154808743169399,0.19095644512023,-0.233803620696921,0.266919415878637,-0.279545454545455,-0.143333333333333,0.374607886183013,0.495924073082706,0.145808719747486,0.229021944239336,0.21830765852505,0.20526418026418,0.0857142857142857,0.191375291375291,0.206443784525976,0.098021978021978,0.0302097186593672,-0.159938313857373,0.0917795906059964,0.465571274003096,-0.353992673992674,-0.353992673992674,-0.353992673992674,-0.368134088134088,-0.0686025198314776,-0.191375291375291,-0.160606060606061,-0.219487262786846,-0.104010032029909,-0.102044966527725,-0.230159199545739,-0.238655999504459,0.261668406329248,0.233333333333333,-0.178985507246377,-0.0239171374764595,-0.0297310909648316,-0.0315492727830134,0.211334897905271,0.133333333333333,0.258333333333333,-0.177398205659075,-0.184993142367936,0.297545454545455,0.313170454545455,0.240435340854154,0.030458575634521,0.0389590270272398,0.257589285031908,0.100545044284449,0.147259780076756,0.15098777260699
"FUS",-0.0315873015873016,0.219772727272727,0.214722222222222,0.225833333333333,-0.248127963990033,0.0173801341842579,-0.306815114709852,0.135714285714286,0.213333333333333,-0.324657151943509,-0.421386653859918,-0.202147956425466,-0.184012944983819,-0.173333333333333,-0.156666666666667,-0.213333333333333,-0.15,-0.2625,-0.23,-0.0025704887784348,0.144422518571915,-0.0583668589745479,-0.351044860584751,0.24272137745975,0.24272137745975,0.24272137745975,0.255385132918265,0.0597327648954976,0.25,0.1,0.279166666666667,0.236871765382404,0.227297297297297,0.290705128205128,0.194539260773292,-0.08955274954659,-0.1,0.26,-0.00909090909090909,-0.00909090909090909,-0.00227272727272727,-0.14401351437496,-0.333333333333333,-0.15,0.252307692307692,0.249277389277389,-0.139714285714286,-0.139714285714286,0.00176796220618497,0.0270903010033445,0.030942140296979,0.0172323049001815,0.12754223885318,0.166883296939448,0.164025500910747
"SMO",-0.03,0.214722222222222,0.225833333333333,0.213333333333333,-0.249277389277389,0.0163492063492063,-0.299122807017544,0.15,0.333333333333333,-0.311613673682639,-0.404890303494955,-0.194539260773292,-0.173333333333333,-0.156666666666667,-0.15,-0.233333333333333,-0.1,-0.25,-0.213333333333333,0.000991155057181639,0.139767025089606,-0.0520831964969896,-0.33331910807639,0.226442307692308,0.226442307692308,0.226442307692308,0.24272137745975,0.0652542372881356,0.2,0.1,0.2625,0.227297297297297,0.23,0.279166666666667,0.184012944983819,-0.0816993464052288,0,0.2,0,-0.00909090909090909,-0.00909090909090909,-0.137989417989418,-0.3,-0.1,0.26,0.252307692307692,-0.135714285714286,-0.139714285714286,0.00837173579109063,0.0256410256410256,0.0315873015873016,0.0277586206896552,0.126552139843279,0.174858757062147,0.172222222222222
"Patched",0,0.225833333333333,0.213333333333333,0.333333333333333,-0.252307692307692,-0.0114285714285714,-0.283333333333333,0.1,0.3,-0.294372294372294,-0.384735264735265,-0.184012944983819,-0.156666666666667,-0.15,-0.1,-0.233333333333333,-0.1,-0.2,-0.233333333333333,0.00209816612729234,0.139767025089606,-0.0492260536398467,-0.310989010989011,0.207692307692308,0.207692307692308,0.207692307692308,0.226442307692308,0.05,0.2,0.1,0.25,0.23,0.213333333333333,0.2625,0.173333333333333,-0.0611111111111111,0,0.1,0,0,-0.00909090909090909,-0.137989417989418,-0.2,0,0.2,0.26,-0.15,-0.135714285714286,0.010752688172043,-0.00769230769230769,0.03,0.045,0.14047619047619,0.183333333333333,0.188888888888889
"SHH",0,0.213333333333333,0.333333333333333,0.3,-0.26,-0.04,-0.25,0,0.2,-0.276190476190476,-0.355064935064935,-0.173333333333333,-0.15,-0.1,-0.1,-0.2,-0.1,-0.2,-0.233333333333333,0.0127777777777778,0.125878136200717,-0.0345593869731801,-0.287179487179487,0.2,0.2,0.2,0.207692307692308,0.05,0.2,0,0.2,0.213333333333333,0.233333333333333,0.25,0.156666666666667,-0.05,0,0,-0.1,0,0,-0.134285714285714,-0.2,0,0.1,0.2,-0.1,-0.15,0.0333333333333333,0,0,0.075,0.133333333333333,0.2,0.2
"TWIST1",-0.123819273819274,-0.377669718304579,-0.362398782343988,-0.339111111111111,0.166064187073784,-0.241571361136579,0.347544446400282,-0.238461538461538,-0.311111111111111,0.382016317016317,0.465769697898587,0.353987240021017,0.330140826731445,0.309658899020601,0.284126984126984,0.211515151515151,0.261904761904762,0.284126984126984,0.218411703239289,0.296628765082808,0.0413129719609657,0.192695787089001,0.420576382366161,-0.242559993945193,-0.242559993945193,-0.242559993945193,-0.264477802164371,-0.124999560964473,-0.261904761904762,-0.233333333333333,-0.310442773600668,-0.22353414059692,-0.219661703239289,-0.331242773600668,-0.343463950774324,0.332461316334314,0.1,-0.106666666666667,0.128888888888889,0.131452991452991,0.137113368811482,0.31554187372529,0.3,0.2,-0.145797101449275,-0.161586575133486,0.267032967032967,0.292456695846526,0.245304691183404,0.137089464208108,0.126789570848977,0.37448217573874,0.189721203228173,0.236117696644012,0.224692516155931
"SRC",-0.107456140350877,-0.0444444444444444,-0.0444444444444444,-0.0333333333333333,-0.285401181627597,0.0587813620071685,-0.28,0.0666666666666667,-0.0333333333333333,-0.252167537931914,-0.254513855709508,-0.231267358828281,-0.218032786885246,-0.2,-0.2,0.0222222222222222,-0.1,-0.2,0.00972222222222222,-0.177186783804431,-0.0356226612782518,-0.0739897547322122,-0.171861471861472,0.243187317480184,0.243187317480184,0.243187317480184,0.247732772025638,0.03175351901767,0.2,0,0.2,-0.011540404040404,-0.00972222222222222,0.218032786885246,0.2265693722511,0.0131716559302766,-0.1,0.233333333333333,0.095,0.118809523809524,0.125952380952381,-0.00989943542695836,0.0333333333333333,-0.1,0.242424242424242,0.264646464646465,-0.0743589743589744,-0.0688034188034188,0.0737712939735959,0.126009599470374,0.111960644855382,0.120168067226891,0.190080515297907,0.254073075771189,0.345865633074935
