"","Csn","SUFU","EGR1","ERK","cfos","MEK","RKIP","CDC42","NOTCH","TGFR","TrCP","NFB","RAF","PI3K","STAT","SRC","GLI","cateninmemb","RAS","cMet","FUS","KLF4","GSK3","ZEB2","ZEB1","SOSGRB2","LIV1","TWIST1","AXIN2","HEY1","Destcompl","SMAD","CD44","cateninnuc","Wnt","TCFLEF","DELTA","ILK","Frizzled","DSH","Jagged","Csl","Ecadherin","SMO","SNAI1","SNAI2","SHH","NOTCHic","TGF","IKK","AKT","Patched","PAK1","FOXC2","miR200"
"FUS",-0.15,0,-0.14,-0.148391608391608,-0.193846153846154,-0.165632987701953,-0.056594665357552,-0.0383333333333333,-0.306212121212121,-0.00860360360360361,-0.1,-0.192857142857143,-0.0743291592128801,-0.0743291592128801,-0.2,-0.26,-0.154273504273504,0.103757921726278,-0.0983466264617884,-0.248888888888889,-0.12,0.0198087431693989,0.0389634426358783,-0.0315630307441683,-0.0315630307441683,0.0793522267206478,0.2,-0.111915272217089,0.103356763176853,0.0242873068960026,0.0708022877365943,0.0211520737327189,0.263451995685005,0.269683607322796,0.138888888888889,0.260444476888013,0.0743291592128801,0.0385714285714286,0.15,0.1,0.203525211958947,0.293939393939394,0.117604954288005,0.0575,0.0530461119322957,0.327767921630362,0.105984848484848,0.278939393939394,0.00541211424190148,0.132857142857143,0.186703296703297,0.113055555555556,0.0466666666666667,-0.0407168784029038,0.0817518008582052
"Destcompl",0.0142857142857143,-0.0777777777777778,0.0538461538461538,0.0887691543429248,0.114452214452214,0.119992783034908,0.130143175656745,0.223455313159747,-0.029243826470018,0.227139523686062,0.1,0.0708074534161491,0.0431074895270939,0.0431074895270939,-0.0952380952380952,-0.0801696020874103,-0.0858089415315588,0.0352892537543332,0.0682252289305476,-0.0985775622864153,-0.0467432950191571,0.0356986969650044,0.0623851841087717,-0.030914643995125,-0.030914643995125,0.140928193006683,0.0666666666666667,-0.0929835797937862,0.0603096564116556,-0.0698368298368298,-0.0284645745532777,-0.0779030910609858,0.0858909951222362,0.0893477162527748,0.0989814832755291,0.096027981423606,-0.0431074895270939,-0.0693650793650794,0.0801696020874103,0.0952380952380952,0.0315850968807084,0.0281394437916177,0.0411711833841102,0.0638861521620142,-0.120245443710964,0.136816118778711,0.0598713597666684,0.0422698785742264,-0.233149375902811,-0.0374741200828157,-0.0717023080022788,0.0457514371361075,-0.214489795918367,-0.226912521706024,-0.163019875790852
"ZEB1",-0.12,-0.125,-0.1,-0.112705882352941,-0.128,-0.11931381186836,-0.0738055883510429,-0.126203564884225,-0.13004679144385,-0.116558894833463,-0.1,-0.0936842105263158,-0.0901270028758344,-0.0901270028758344,-0.0230769230769231,-0.0303939962476548,-0.0264845895031965,-0.00736811551183619,-0.0984734595687478,-0.0147077217378509,-0.075,0.0395887823016175,-0.0876665189879839,-0.0284278885121111,-0.0284278885121111,-0.00748538011695907,0,-0.0124320676005428,0.0304191811034378,0.0664097129123036,0.016709142536072,0.0737173355032483,0.0216521661822953,0.0220586490902355,0.018580809434468,0.0224500385227208,0.0901270028758344,0.0862173355032483,0.0358885017421603,0.0285714285714286,0.108356112071216,0.122916666666667,0.118649273390068,0.0795454545454545,0.0576845914244598,0.142371020157736,0.0934802811451336,0.120955882352941,0.126401414518503,0.0854874892148404,0.112630346357698,0.110918003565062,0.142145593869732,0.124067543878134,0.136419096737294
"Ecadherin",-0.06,-0.0333333333333333,-0.0454545454545455,-0.0218038480621864,-0.00427807486631016,-0.000235220611206055,0.0490852112039913,0.130424242424242,-0.0878706694512103,0.128960827790096,0,0.00190476190476191,-0.0372209653092006,-0.0372209653092006,-0.0509803921568627,-0.0347013223894209,-0.0398277591710301,-0.00315681269949563,-0.019064540728195,-0.0477448006502904,0.0166666666666667,0.0372245663384904,0.037542945789413,-0.0230234423527455,-0.0230234423527455,0.151695705816858,0.0333333333333333,-0.0472290502793296,0.0399719133902284,-0.0621900010766967,0.050566206918711,-0.0604640488472471,0.0393835966369125,0.0406306708090471,0.0484944258376967,0.0462329117054057,0.0372209653092006,-0.0563478260869565,0.0347013223894209,0.0509803921568627,0.0220988548787807,0.0809569377990431,-0.0271024124476749,0.0208333333333333,-0.0643035211995469,0.108874933581602,0.0107918465836932,0.0964208553248163,-0.131311641533315,0.0388359788359788,0.0141606541606542,0.00685483870967742,-0.121090909090909,-0.157801995688316,-0.107493673303729
"ZEB2",-0.155555555555556,-0.15,-0.141666666666667,-0.135554612337295,-0.125877192982456,-0.125798514776319,-0.119420289855072,-0.114805194805195,-0.113027322404372,-0.104601113172542,-0.1,-0.0930555555555556,-0.0907142857142857,-0.0907142857142857,-0.09,-0.09,-0.0851981351981352,-0.0833234904517978,-0.0827913735087183,-0.0821052631578947,-0.0785714285714286,-0.0590659507895345,-0.0228303936137824,-0.0222675060963052,-0.0222675060963052,-0.00851648351648352,0.05,0.0665796984913919,0.0710473496769693,0.075818858560794,0.0758267983584684,0.0793256222764983,0.0811793372319688,0.0835636430669789,0.0851981351981352,0.0892779287812646,0.0907142857142857,0.0951792808130836,0.0954545454545455,0.0954545454545455,0.0977203835374227,0.1,0.102365814582567,0.104285714285714,0.107990459880633,0.109570545787696,0.110449794108331,0.114666666666667,0.115183123754552,0.1175,0.120303738317757,0.121358885017422,0.131168831168831,0.133199689199689,0.143824261839792
"SMAD",-0.166666666666667,-0.116666666666667,-0.285714285714286,-0.310620512270925,-0.308294930875576,-0.320235896886309,-0.238211027707487,-0.314621059691482,-0.233612479474548,-0.329704858574164,-0.2,-0.238095238095238,-0.175419421917239,-0.175419421917239,-0.0457142857142857,-0.0401587301587302,-0.0593184792825081,-0.054061028498497,-0.181669421917239,-0.0480018674136321,-0.204166666666667,0.00400148800221607,-0.168400619152499,-0.0168702096503223,-0.0168702096503223,-0.103830227743271,0.06,0.145989687472273,0.0283770900165813,0.159686288771926,-0.00704092644720463,0.0987262509180317,0.0512745946863594,0.0480056396549401,0.0564407814407814,0.045168760222316,0.175419421917239,0.182059584251365,0.0468253968253968,0.0523809523809524,0.200260438486245,0.237142857142857,0.131615966471705,0.209166666666667,0.218990295994328,0.185793918887198,0.188833117333424,0.235993431855501,0.324127169331136,0.240056022408964,0.23072268907563,0.186230886850153,0.304761904761905,0.343550016059934,0.157828323944121
"GSK3",0.1525,0.0227272727272727,0.264705882352941,0.288821727521418,0.261002178649237,0.2831399093396,0.353030653556969,0.414824016563147,0.127272629331453,0.428412866737363,0.14,0.15875,0.191993911681389,0.191993911681389,-0.0947368421052632,-0.112593984962406,-0.108086647436201,0.0650628151446696,0.182960298236011,-0.102660210127969,0.0465367965367965,0.0118682765480015,0.134767180285329,-0.0154900647378619,-0.0154900647378619,0.189411643376476,0.1,-0.267946169068875,0.0797189634803807,-0.0744185848727517,0.0680774331292185,-0.0886327690285451,0.108850686318445,0.109565758727875,0.101482873851295,0.106802600833138,-0.191993911681389,-0.0848846430915136,0.112593984962406,0.0947368421052632,-0.0121894298966378,-0.121358543417367,-0.00303893618186684,-0.065891635246474,-0.306366700370745,-0.00122819252089844,-0.0555473137623398,-0.133246655305479,-0.427643635968132,-0.189784482758621,-0.173545166519304,-0.0493272180685598,-0.404347826086957,-0.431986683247393,-0.213889698225355
"NFB",0.342857142857143,0.12,0.121428571428571,0.121428571428571,0.101428571428571,0.112931839402428,0.130986408855261,0.1,0.223350556253782,0.1056,0.3,0.226190476190476,0.19264248528071,0.19264248528071,0.111111111111111,0.103418803418803,0.11081724767118,0.13726053039616,0.183189748962302,0.114188034188034,0.12,0.0143772893772894,0.157672915319974,-0.0154733385187106,-0.0154733385187106,0.0468642193719593,-0.1,-0.0312418300653595,-0.0883789260385005,-0.0722799646174259,0.0171602584260444,-0.0884667370082733,-0.110233231928147,-0.109971132151528,-0.114188034188034,-0.113186818426038,-0.19264248528071,-0.0851210121012101,-0.103418803418803,-0.111111111111111,-0.102758040989888,-0.222510822510822,-0.217487869091577,-0.131111111111111,-0.093970259603952,-0.339794575141561,-0.117484189632092,-0.23044733044733,-0.10433417721519,-0.245109395109395,-0.225109395109395,-0.113869731800766,-0.1,-0.142436200364487,-0.0407078647522625
"SNAI1",-0.104166666666667,-0.0952380952380952,-0.279130434782609,-0.285322525178089,-0.270655858511422,-0.275008623832797,-0.208867365864985,-0.326470588235294,-0.0900627943485086,-0.318273866923819,-0.0166666666666667,-0.0989035087719298,-0.0674335173833022,-0.0674335173833022,0.0237037037037037,0.0155955955955956,0.0175007481496605,0.0146201261630172,-0.0582381150844516,0.00965500153618966,-0.0984639016897081,0.013618167270994,-0.098230026574086,-0.0145668560781811,-0.0145668560781811,-0.113287564605517,-0.02,0.149821656604265,-0.035600374468299,0.0894004678333102,-0.0324059933720886,0.0901187059489642,-0.0185438904250785,-0.0146101144116913,-0.00781153425569344,-0.013164580080251,0.0674335173833022,0.0983597883597883,-0.01317738791423,-0.0237037037037037,0.0828046734031036,0.0915384615384615,0.0409774141820766,0.0799453831711896,0.0868620141516564,0.161027187268755,0.0919550919090537,0.0937362637362637,0.314644834665754,0.097051656920078,0.0866349902534113,0.0789453831711896,0.309803921568627,0.320475814825392,0.126901122330744
"TrCP",-0.0166666666666667,0.00476190476190476,-0.24,-0.270655858511422,-0.279130434782609,-0.285322525178089,-0.205101675488416,-0.309803921568627,-0.0937362637362637,-0.326470588235294,-0.0666666666666667,-0.104166666666667,-0.0556153355651204,-0.0556153355651204,0.02,0.0237037037037037,0.00781153425569344,0.0163126995654352,-0.0674335173833022,0.0155955955955956,-0.0952380952380952,-0.00164663023679417,-0.0885270562770563,-0.0139518499281196,-0.0139518499281196,-0.10536303630363,0,0.141103707886317,-0.028607367475292,0.0763052297380721,-0.040848975828229,0.0983597883597883,-0.00965500153618966,-0.013164580080251,-0.01317738791423,-0.0185438904250785,0.0556153355651204,0.0802952722307561,-0.0237037037037037,-0.02,0.0818634969325153,0.0961538461538462,0.0455559781779143,0.0984639016897081,0.187573757923898,0.160792524177907,0.0789453831711896,0.0915384615384615,0.318273866923819,0.0989035087719298,0.097051656920078,0.0799453831711896,0.3,0.323652434901631,0.133721487364366
"PAK1",-0.0166666666666667,0.00476190476190476,-0.24,-0.270655858511422,-0.279130434782609,-0.285322525178089,-0.205101675488416,-0.309803921568627,-0.0937362637362637,-0.326470588235294,-0.0666666666666667,-0.104166666666667,-0.0556153355651204,-0.0556153355651204,0.02,0.0237037037037037,0.00781153425569344,0.0163126995654352,-0.0674335173833022,0.0155955955955956,-0.0952380952380952,-0.00164663023679417,-0.0885270562770563,-0.0139518499281196,-0.0139518499281196,-0.10536303630363,0,0.141103707886317,-0.028607367475292,0.0763052297380721,-0.040848975828229,0.0983597883597883,-0.00965500153618966,-0.013164580080251,-0.01317738791423,-0.0185438904250785,0.0556153355651204,0.0802952722307561,-0.0237037037037037,-0.02,0.0818634969325153,0.0961538461538462,0.0455559781779143,0.0984639016897081,0.187573757923898,0.160792524177907,0.0789453831711896,0.0915384615384615,0.318273866923819,0.0989035087719298,0.097051656920078,0.0799453831711896,0.3,0.323652434901631,0.133721487364366
"LIV1",-0.0166666666666667,0.00476190476190476,-0.24,-0.270655858511422,-0.279130434782609,-0.285322525178089,-0.205101675488416,-0.309803921568627,-0.0937362637362637,-0.326470588235294,-0.0666666666666667,-0.104166666666667,-0.0556153355651204,-0.0556153355651204,0.02,0.0237037037037037,0.00781153425569344,0.0163126995654352,-0.0674335173833022,0.0155955955955956,-0.0952380952380952,-0.00164663023679417,-0.0885270562770563,-0.0139518499281196,-0.0139518499281196,-0.10536303630363,0,0.141103707886317,-0.028607367475292,0.0763052297380721,-0.040848975828229,0.0983597883597883,-0.00965500153618966,-0.013164580080251,-0.01317738791423,-0.0185438904250785,0.0556153355651204,0.0802952722307561,-0.0237037037037037,-0.02,0.0818634969325153,0.0961538461538462,0.0455559781779143,0.0984639016897081,0.187573757923898,0.160792524177907,0.0789453831711896,0.0915384615384615,0.318273866923819,0.0989035087719298,0.097051656920078,0.0799453831711896,0.3,0.323652434901631,0.133721487364366
"EGR1",-0.0166666666666667,0.00476190476190476,-0.24,-0.270655858511422,-0.279130434782609,-0.285322525178089,-0.205101675488416,-0.309803921568627,-0.0937362637362637,-0.326470588235294,-0.0666666666666667,-0.104166666666667,-0.0556153355651204,-0.0556153355651204,0.02,0.0237037037037037,0.00781153425569344,0.0163126995654352,-0.0674335173833022,0.0155955955955956,-0.0952380952380952,-0.00164663023679417,-0.0885270562770563,-0.0139518499281196,-0.0139518499281196,-0.10536303630363,0,0.141103707886317,-0.028607367475292,0.0763052297380721,-0.040848975828229,0.0983597883597883,-0.00965500153618966,-0.013164580080251,-0.01317738791423,-0.0185438904250785,0.0556153355651204,0.0802952722307561,-0.0237037037037037,-0.02,0.0818634969325153,0.0961538461538462,0.0455559781779143,0.0984639016897081,0.187573757923898,0.160792524177907,0.0789453831711896,0.0915384615384615,0.318273866923819,0.0989035087719298,0.097051656920078,0.0799453831711896,0.3,0.323652434901631,0.133721487364366
"DSH",0.14,0.05,0.2,0.261002178649237,0.264705882352941,0.288821727521418,0.346263736263736,0.404347826086957,0.133246655305479,0.414824016563147,0.2,0.1525,0.175467301037131,0.175467301037131,-0.1,-0.0947368421052632,-0.101482873851295,0.0640018071871099,0.191993911681389,-0.112593984962406,0.0227272727272727,0.00957820021212369,0.221123253496643,-0.0138555922267178,-0.0138555922267178,0.178713968957871,0.1,-0.260647833601526,0.071651992399711,-0.0719964395440319,0.0765663376730719,-0.0848846430915136,0.102660210127969,0.106802600833138,0.112593984962406,0.108850686318445,-0.175467301037131,-0.0814884166764193,0.0947368421052632,0.1,-0.0146711817214553,-0.11547619047619,-0.00340113572088561,-0.0465367965367965,-0.312236024844721,-0.00105562996697264,-0.0493272180685598,-0.121358543417367,-0.428412866737363,-0.15875,-0.189784482758621,-0.065891635246474,-0.4,-0.430232297282481,-0.209083133160877
"SUFU",-0.192857142857143,-0.12,-0.193846153846154,-0.165632987701953,-0.148391608391608,-0.14052660472323,-0.066798746990205,-0.00860360360360361,-0.298275613275613,-0.00541211424190148,-0.15,-0.132857142857143,-0.0983466264617884,-0.0983466264617884,-0.26,-0.248888888888889,-0.152414768214025,0.107850691166933,-0.0777770062086239,-0.263451995685005,-0.0575,0.0275931743071235,0.0178837511191687,-0.0136886346089026,-0.0136886346089026,0.0814501288185499,0.2,-0.101399808299563,0.0942232737154948,0.00621501773937605,0.0890372691294704,0.0135308266195549,0.260444476888013,0.26236902931768,0.154273504273504,0.269683607322796,0.0983466264617884,0.0211520737327189,0.138888888888889,0.15,0.195211672766548,0.278939393939394,0.11214666386576,0.113055555555556,0.0303885310123639,0.331261659270441,0.101737744237744,0.306212121212121,0.00442592094801588,0.186703296703297,0.163213363817391,0.105984848484848,0.0383333333333333,-0.0379873498669237,0.0843540313414766
"GLI",-0.0666666666666667,0.104761904761905,-0.391428571428571,-0.439588744588745,-0.433095238095238,-0.455610844036258,-0.293366220009716,-0.452241379310345,-0.135019893899204,-0.471738234656257,-0.1,-0.145614035087719,-0.210039945521285,-0.210039945521285,0.02,0.0232258064516129,0.0447527150874077,0.0129160367072975,-0.220534995026235,0.0134697088906373,0.0297619047619048,-0.00128099528099528,-0.240863068722958,-0.0133932411674347,-0.0133932411674347,-0.132962877830134,0,0.189734724811126,-0.0287273550724638,0.0607938467870556,-0.0724866383457425,0.0888312835545029,-0.0074352261320166,-0.0111547283870837,-0.150284629981025,-0.015876784573575,0.210039945521285,0.0693718240950434,-0.163225806451613,-0.16,0.0856471799538572,0.132519893899204,0.0579611440669456,-0.0192355889724311,0.261016090406962,0.165346681241463,-0.0388039101280538,0.135019893899204,0.464914705244492,0.151736484067311,0.145486484067311,-0.0416845685642678,0.435,0.374576130890953,0.171754612776285
"Frizzled",0.2,0.1,0.2,0.264705882352941,0.2,0.261002178649237,0.338571428571429,0.4,0.121358543417367,0.404347826086957,0.1,0.14,0.192002734107997,0.192002734107997,-0.1,-0.1,-0.112593984962406,0.065061877858488,0.175467301037131,-0.0947368421052632,0.05,0.000840336134453784,0.232492163009404,-0.0114933875023083,-0.0114933875023083,0.190909090909091,0.1,-0.26703081232493,0.0830443974630021,-0.0842771412984179,0.0630167193524613,-0.0814884166764193,0.112593984962406,0.108850686318445,0.0947368421052632,0.102660210127969,-0.192002734107997,-0.097376267143709,0.1,0.2,-0.0154463755199049,-0.107142857142857,0.000725290969193408,-0.0227272727272727,-0.303830227743271,-0.00140487327314261,-0.065891635246474,-0.11547619047619,-0.414824016563147,-0.1525,-0.15875,-0.0465367965367965,-0.366666666666667,-0.417678184728368,-0.203595328282828
"SOSGRB2",0,-0.2,0.214285714285714,0.234105534105534,0.247619047619048,0.255317655317655,0.196235380116959,0.0628571428571429,-0.0202501723628484,0.0705494505494505,0,0.0111111111111111,0.206967984934087,0.206967984934087,-0.1,-0.114285714285714,-0.143633540372671,-0.0976418626418627,0.219788497754599,-0.136024844720497,-0.2,0.00859649122807018,0.335131201975522,-0.011453634085213,-0.011453634085213,-0.169444444444444,0,-0.112898550724638,0.104668591859186,0.187784090909091,0.174189755062238,0.1914489811264,0.140372670807453,0.143721770133206,0.139285714285714,0.143530565544296,-0.206967984934087,0.196344086021505,0.114285714285714,0.1,0.23963937440164,0.00909090909090909,0.176853816599424,0.216666666666667,-0.0655401563610519,0.391551297636014,0.222512046930652,0.0244755244755245,-0.082606188138103,0.00467836257309942,-0.0119883040935673,0.208558558558559,-0.0428571428571429,-0.07003663003663,-0.0226744809404879
