"","SOSGRB2","TGFR","TGF","ZEB2","Csn","cateninmemb","TrCP","LIV1","RAF","PI3K","TWIST1","Patched","CD44","cMet","RKIP","SRC","Frizzled","STAT","KLF4","DSH","MEK","ERK","FOXC2","SNAI2","SNAI1","cfos","EGR1","Ecadherin","HEY1","Wnt","SUFU","FUS","GLI","TCFLEF","cateninnuc","SHH","miR200","ILK","SMAD","SMO","DELTA","RAS","IKK","AKT","AXIN2","NFB","Jagged","NOTCHic","Csl","NOTCH","ZEB1","Destcompl","CDC42","PAK1","GSK3"
"TrCP",-0.119843234323432,-0.172498090145149,-0.174683882494876,0.00773410823082662,0.0583333333333333,0.143415653340571,0.0333333333333333,0.1,0.13332137733142,0.13332137733142,-0.0513526256352343,0.0259771292029357,0.0955519876311955,0.0915915915915916,-0.073279758915118,0.0888888888888889,0.0888888888888889,0.1,0.0102336716107208,0.1,0.0873485630066323,0.0913485630066323,0.00117199444958808,-0.0855335418839069,0.0620400607820928,-0.0930434782608696,-0.08,-0.12461120152659,-0.0327622953229268,-0.0915204678362573,-0.019047619047619,-0.019047619047619,-0.0949351019825988,-0.0966630987423066,-0.0977665470181687,-0.0249771292029357,-0.0883295480936568,-0.0380952380952381,-0.0387403993855607,-0.022273425499232,-0.13332137733142,-0.136957740967784,-0.0760964912280702,-0.0760964912280702,-0.124420485175202,-0.0708333333333333,-0.0498498210633947,-0.0728205128205128,-0.0743589743589744,-0.0739194139194139,-0.00773410823082662,-0.144218984529096,0.169467787114846,0.171428571428571,-0.0494734848484848
"LIV1",-0.119843234323432,-0.172498090145149,-0.174683882494876,0.00773410823082662,0.0583333333333333,0.143415653340571,0.0333333333333333,0.1,0.13332137733142,0.13332137733142,-0.0513526256352343,0.0259771292029357,0.0955519876311955,0.0915915915915916,-0.073279758915118,0.0888888888888889,0.0888888888888889,0.1,0.0102336716107208,0.1,0.0873485630066323,0.0913485630066323,0.00117199444958808,-0.0855335418839069,0.0620400607820928,-0.0930434782608696,-0.08,-0.12461120152659,-0.0327622953229268,-0.0915204678362573,-0.019047619047619,-0.019047619047619,-0.0949351019825988,-0.0966630987423066,-0.0977665470181687,-0.0249771292029357,-0.0883295480936568,-0.0380952380952381,-0.0387403993855607,-0.022273425499232,-0.13332137733142,-0.136957740967784,-0.0760964912280702,-0.0760964912280702,-0.124420485175202,-0.0708333333333333,-0.0498498210633947,-0.0728205128205128,-0.0743589743589744,-0.0739194139194139,-0.00773410823082662,-0.144218984529096,0.169467787114846,0.171428571428571,-0.0494734848484848
"EGR1",-0.119843234323432,-0.172498090145149,-0.174683882494876,0.00773410823082662,0.0583333333333333,0.143415653340571,0.0333333333333333,0.1,0.13332137733142,0.13332137733142,-0.0513526256352343,0.0259771292029357,0.0955519876311955,0.0915915915915916,-0.073279758915118,0.0888888888888889,0.0888888888888889,0.1,0.0102336716107208,0.1,0.0873485630066323,0.0913485630066323,0.00117199444958808,-0.0855335418839069,0.0620400607820928,-0.0930434782608696,-0.08,-0.12461120152659,-0.0327622953229268,-0.0915204678362573,-0.019047619047619,-0.019047619047619,-0.0949351019825988,-0.0966630987423066,-0.0977665470181687,-0.0249771292029357,-0.0883295480936568,-0.0380952380952381,-0.0387403993855607,-0.022273425499232,-0.13332137733142,-0.136957740967784,-0.0760964912280702,-0.0760964912280702,-0.124420485175202,-0.0708333333333333,-0.0498498210633947,-0.0728205128205128,-0.0743589743589744,-0.0739194139194139,-0.00773410823082662,-0.144218984529096,0.169467787114846,0.171428571428571,-0.0494734848484848
"NOTCH",-0.134736842105263,-0.176888888888889,-0.176888888888889,0.00805152979066022,0,0.133246044568218,0,0,0.12,0.12,-0.0510847457627119,0.016025641025641,0.0692773892773893,0.0723076923076923,-0.0803713527851459,0.08,0.08,0.1,0.0154589371980676,0.1,0.0938095238095238,0.0866666666666667,0.0104081632653061,-0.101587301587302,0.066025641025641,-0.02,0,-0.108419920769666,-0.13768115942029,-0.0723076923076923,0,-0.0333333333333333,-0.0692773892773893,-0.0725740925740926,-0.0778802150230722,-0.0219079939668175,-0.0870995670995671,-0.0380952380952381,-0.0380952380952381,-0.00833333333333333,-0.12,-0.124347826086957,-0.0666666666666667,-0.0777777777777778,-0.112398921832884,-0.0333333333333333,-0.0461471861471861,0.0257142857142857,0.04,-0.0775115207373272,-0.00805152979066022,-0.137298596326634,0.188888888888889,0.2,-0.0707767328456984
"cfos",-0.120833333333333,-0.169467787114846,-0.172498090145149,0.00805565163918675,0.0333333333333333,0.14213360205852,0,0.1,0.130882352941176,0.130882352941176,-0.0518961038961039,0.022273425499232,0.0915915915915916,0.0888888888888889,-0.0727272727272727,0.1,0.1,0.1,0.0118730158730159,0.1,0.0913485630066323,0.0930434782608696,0.000482339277174284,-0.0855335418839069,0.0594147624527371,-0.08,0.08,-0.124265180765344,-0.0342328835582209,-0.0888888888888889,-0.0333333333333333,-0.019047619047619,-0.0915204678362573,-0.0955519876311955,-0.0966630987423066,-0.0259771292029357,-0.0873143196672609,-0.0380952380952381,-0.0380952380952381,-0.019047619047619,-0.130882352941176,-0.13332137733142,-0.0708333333333333,-0.0760964912280702,-0.121904761904762,-0.0583333333333333,-0.0473958333333333,-0.0743589743589744,-0.0666666666666667,-0.0728205128205128,-0.00805565163918675,-0.141361841671953,0.171428571428571,0.185714285714286,-0.0454734848484849
"STAT",-0.238464696223317,-0.173145933014354,-0.173629024801794,0.0119777658239197,0,-0.0420251327254077,0,0.1,-0.0385494210090984,-0.0385494210090984,-0.136196620304566,0.0253100775193798,-0.00986929736929737,-0.00730519480519481,-0.0799758687258687,0.00178571428571429,0.00178571428571429,0.0142857142857143,0.112794612794613,0.0142857142857143,0.04853889943074,0.0517647058823529,-0.0268357191547376,-0.032335297376108,0.0556146886015067,-0.04,0,-0.0418047687253487,-0.036,0.00730519480519481,-0.05,-0.025,0.00982620320855615,0.00829201030305131,0.0076960627464363,-0.027964944776017,-0.0834488756518158,-0.0355877616747182,-0.0355877616747182,-0.0183333333333333,0.0385494210090984,0.0407882269792477,-0.0342857142857143,-0.032590799031477,0.0561242678889738,-0.02,-0.0196497512785564,-0.0203497615262321,-0.0176470588235294,-0.0154953925941933,-0.0119777658239197,0.0754170568144784,0.178409090909091,0.190909090909091,0.100732087227414
"SNAI2",-0.0596348884381339,0.0114989585577821,0.0133623125950492,0.0151550241241871,-0.0666666666666667,-0.0709772628614726,-0.1,-0.02,-0.0877552284875829,-0.0877552284875829,-0.0134866093615729,0.0238415366146459,-0.0350578937948316,-0.0361331626120358,0.0265128205128205,-0.0290909090909091,-0.0290909090909091,-0.0290909090909091,0.00519230769230769,-0.0290909090909091,-0.07586115527292,-0.0745098039215686,-0.0723545349831795,-0.0254092357290284,-0.0304260651629073,0.0725490196078431,0.0666666666666667,0.00259124025051674,-0.00721820373719108,0.0361331626120358,0,-0.02,0.0355984032537471,0.0356764504958625,0.0376950840362352,-0.0280668887273219,0.0163261714254769,0.00335345405767941,0.004788860756244,-0.0258823529411765,0.0877552284875829,0.0895817125058477,0.0770114942528736,0.0806259520841989,0.0804580193722677,0.0666666666666667,0.0344453330462466,0.0771929824561403,0.0719298245614035,0.0823877876509455,-0.0151550241241871,0.105314551702499,-0.0106442577030812,-0.00588235294117647,0.10556846892273
"Jagged",-0.14,-0.188888888888889,-0.176888888888889,0.0154589371980676,0,0.12958112310225,0,0,0.12,0.12,-0.046,0.00833333333333333,0.0723076923076923,0.08,-0.0769230769230769,0.1,0.1,0,0.0111111111111111,0,0.0866666666666667,0.02,0.00428571428571428,-0.1,0.0583333333333333,0,0.1,-0.10680701754386,-0.133333333333333,-0.08,0,0,-0.0723076923076923,-0.0692773892773893,-0.0725740925740926,-0.016025641025641,-0.0842424242424242,-0.0333333333333333,-0.0380952380952381,-0.0333333333333333,-0.12,-0.12,-0.0333333333333333,-0.0666666666666667,-0.114285714285714,0,-0.0461471861471861,0.04,0.1,0.0257142857142857,-0.0154589371980676,-0.13169111969112,0.2,0.2,-0.0616858237547893
"DELTA",-0.14,-0.188888888888889,-0.176888888888889,0.0154589371980676,0,0.12958112310225,0,0,0.12,0.12,-0.046,0.00833333333333333,0.0723076923076923,0.08,-0.0769230769230769,0.1,0.1,0,0.0111111111111111,0,0.0866666666666667,0.02,0.00428571428571428,-0.1,0.0583333333333333,0,0.1,-0.10680701754386,-0.133333333333333,-0.08,0,0,-0.0723076923076923,-0.0692773892773893,-0.0725740925740926,-0.016025641025641,-0.0842424242424242,-0.0333333333333333,-0.0380952380952381,-0.0333333333333333,-0.12,-0.12,-0.0333333333333333,-0.0666666666666667,-0.114285714285714,0,-0.0461471861471861,0.04,0.1,0.0257142857142857,-0.0154589371980676,-0.13169111969112,0.2,0.2,-0.0616858237547893
"SOSGRB2",-0.2125,0.0358241758241758,0.0450440339802042,0.0158020050125313,-0.3,-0.160255606255606,-0.2,0,-0.351035781544256,-0.351035781544256,0.0103478260869565,-0.180630630630631,-0.146169772256729,-0.136024844720497,-0.10281432748538,-0.114285714285714,-0.114285714285714,-0.1,0.0100877192982456,-0.1,-0.236535236535237,-0.233504933504934,-0.0212698412698413,0.120545709708759,-0.0546083866382374,0.225396825396825,0.214285714285714,0.108647551028878,0.0909090909090909,0.130952380952381,0.2,0.2,0.141097308488613,0.154590824888308,0.162430213033623,0.178305049235282,0.0164369371073942,0.203225806451613,0.205323708549515,0.183333333333333,0.351035781544256,0.370266550775025,0.337426900584795,0.349926900584795,0.173184818481848,0.311111111111111,0.247186544212961,0.35034965034965,0.327272727272727,0.365842608096129,-0.0158020050125313,0.446426317902828,-0.0242857142857143,-0.0142857142857143,0.521924455472843
"Patched",-0.0833333333333333,-0.0333333333333333,-0.0166666666666667,0.0166666666666667,0,-0.069336917562724,0,-0.1,-0.273076923076923,-0.273076923076923,-0.0888888888888889,0.186666666666667,-0.106666666666667,-0.1,-0.105714285714286,-0.1,-0.2,-0.1,-0.0111111111111111,-0.2,-0.187692307692308,-0.18,-0.02,0.00655938697318007,0.0440860215053763,0.2,0.1,-0.0737540453074434,-0.00769230769230769,0.2,-0.2,-0.3,0.2125,0.128888888888889,0.145393743257821,-0.186666666666667,-0.0857142857142857,0,0.01,-0.266666666666667,0.273076923076923,0.291826923076923,0.15,0.164285714285714,0.256709956709957,0.1,0.109417989417989,0.233333333333333,0.2,0.242424242424242,-0.0166666666666667,0.366553446553447,0.0333333333333333,0.0333333333333333,0.358608058608059
"SMAD",-0.142428275658089,-0.134138911682385,-0.134537318056887,0.0189049423655522,-0.0888888888888889,0.0229258709658629,-0.1,0.02,-0.0683208378230212,-0.0683208378230212,-0.0507723151897916,-0.0745795107033639,0.00296969696969697,0.00333333333333334,-0.0608814389302194,0.00333333333333334,0.0166666666666667,0.02,0.0205276647067692,0.0333333333333333,0.033441155618575,0.0382488479262673,-0.0231613348302055,-0.0643091928680229,0.0362777876245618,-0.0382488479262673,-0.0285714285714286,-0.0356099247583316,0.0529418004384414,-0.0166666666666667,0.0666666666666667,0.0791666666666667,-0.015947242206235,-0.0028340117593849,-0.00212479190122887,0.0749512579152598,-0.0748348475474074,0.0686425902864259,-0.0308812192373836,0.0791666666666667,0.0683208378230212,0.0696366272967054,0.0821661998132586,0.0888328664799253,-0.00574854665574466,0.0841269841269841,0.0816124842899036,0.0886042692939245,0.0828571428571429,0.0925725232621784,-0.0189049423655522,0.0541271479342843,0.135814889336016,0.142857142857143,0.150818297547621
"KLF4",-0.0610062893081761,0.0250909090909091,0.0285055432372506,0.0265531475748194,-0.1,-0.111013415220732,-0.1,0.0333333333333333,-0.122435897435897,-0.122435897435897,0.00957298474945534,-0.0166666666666667,-0.0201189555700946,-0.0175102599179207,0.0541022469593898,-0.00588235294117647,-0.00588235294117647,0,0.0111111111111111,0,-0.079884227355422,-0.0767914438502674,-0.0873944119558155,0.0257613662932812,-0.064452188968509,0.0709090909090909,0.08,0.00418175140374547,-0.006585179526356,0.0175102599179207,0,0.0333333333333333,0.0209585357799896,0.0204534037306297,0.0240648607667443,0.0112903225806452,0.0284696784696785,0.00666666666666667,0.00811594202898551,0.0166666666666667,0.122435897435897,0.128318250377074,0.0942857142857143,0.105396825396825,0.111469265249365,0.08,0.0165108354913452,0.0996172248803828,0.0890909090909091,0.11095743106595,-0.0265531475748194,0.165963516037253,-0.0210909090909091,-0.00909090909090909,0.164239679241891
"HEY1",-0.0610062893081761,0.0250909090909091,0.0285055432372506,0.0265531475748194,-0.1,-0.111013415220732,-0.1,0.0333333333333333,-0.122435897435897,-0.122435897435897,0.00957298474945534,-0.0166666666666667,-0.0201189555700946,-0.0175102599179207,0.0541022469593898,-0.00588235294117647,-0.00588235294117647,0,0.0111111111111111,0,-0.079884227355422,-0.0767914438502674,-0.0873944119558155,0.0257613662932812,-0.064452188968509,0.0709090909090909,0.08,0.00418175140374547,-0.006585179526356,0.0175102599179207,0,0.0333333333333333,0.0209585357799896,0.0204534037306297,0.0240648607667443,0.0112903225806452,0.0284696784696785,0.00666666666666667,0.00811594202898551,0.0166666666666667,0.122435897435897,0.128318250377074,0.0942857142857143,0.105396825396825,0.111469265249365,0.08,0.0165108354913452,0.0996172248803828,0.0890909090909091,0.11095743106595,-0.0265531475748194,0.165963516037253,-0.0210909090909091,-0.00909090909090909,0.164239679241891
"Ecadherin",-0.0636378682555445,0.0285055432372506,0.0304946933276665,0.0265531475748194,-0.08,-0.113192902400219,-0.1,0,-0.128318250377074,-0.128318250377074,0.0101316439673324,-0.0112903225806452,-0.0204534037306297,-0.0201189555700946,0.0552258424650078,-0.0175102599179207,-0.0175102599179207,-0.00588235294117647,0.0123769338959212,-0.00588235294117647,-0.0826293253946377,-0.079884227355422,-0.0880809108116507,0.0277481212601686,-0.0673002902343317,0.0767914438502674,0.0709090909090909,-0.0953313936790199,-0.00591403858675868,0.0209585357799896,0.0333333333333333,0.0166666666666667,0.0209585357799896,0.0240648607667443,0.0262123864436817,0.010502921005842,0.0294007771661403,0.00811594202898551,0.00932659578201214,0.0166666666666667,0.128318250377074,0.132508194511152,0.105396825396825,0.111890331890332,0.113737306486479,0.0942857142857143,0.0171973343471805,0.11095743106595,0.0996172248803828,0.115790144820597,-0.0265531475748194,0.170996134862975,-0.0250909090909091,-0.0210909090909091,0.170199944142553
"Csn",-0.0112925170068027,0.161321887068156,0.167765801149301,0.0338428453267163,-0.145,-0.0817983018399891,-0.02,-0.133333333333333,-0.433071011415364,-0.433071011415364,0.00419588592800374,0.0205418237676302,-0.189195863915432,-0.178084752804321,0.152989415966708,-0.167241379310345,-0.167241379310345,-0.15,0.0293729799612153,-0.15,-0.0618344155844156,-0.0555844155844156,-0.145316691872846,0.0603627406075181,-0.187926341081195,0.0490909090909091,0.04,0.0156300143141825,0.00592469545957918,0.178084752804321,-0.0142857142857143,-0.0142857142857143,0.189001783372006,0.195626732082634,0.20097850598522,-0.0221811680299253,0.048204889271951,0.0176591614906832,0.0199727861693465,-0.0173160173160173,0.433071011415364,0.449769667845307,0.186666666666667,0.203466666666667,0.221243803116147,0.17,0.0694772361448897,0.1997113997114,0.182828282828283,0.214134476634477,-0.0338428453267163,0.520164783679616,-0.153629579375848,-0.143181818181818,0.581856120068445
"Wnt",0.124242424242424,0.353333333333333,0.362028985507246,0.0367766618842659,-0.1,-0.196779661016949,-0.1,0,-0.447368421052632,-0.447368421052632,0.0758823529411765,0.00909090909090909,-0.251315789473684,-0.225,0.245,-0.2,-0.3,-0.1,0.0392156862745098,-0.2,-0.0827450980392157,-0.0533333333333333,-0.143076923076923,0.122672413793103,-0.284834368530021,0.0333333333333333,0,0.149712449889476,0.041025641025641,0.225,0,0,0.251315789473684,0.26203007518797,0.279910869889957,-0.0138528138528139,0.156262626262626,0.0521367521367521,0.0591134963227986,0,0.447368421052632,0.492822966507177,0.193333333333333,0.243333333333333,0.278787878787879,0.133333333333333,0.129730392156863,0.221428571428571,0.15,0.263095238095238,-0.0367766618842659,0.561204252868195,-0.333333333333333,-0.3,0.590360501567398
"ILK",0.137307692307692,0.346647058823529,0.352338115734099,0.0400395994611877,-0.233333333333333,-0.201610482045654,-0.2,-0.1,-0.414787878787879,-0.414787878787879,0.0819366663272579,0.00769230769230769,-0.250992196209588,-0.246376811594203,0.240416936005171,-0.233333333333333,-0.233333333333333,-0.2,0.0302631578947368,-0.2,-0.0950635992101759,-0.07703081232493,-0.14384668989547,0.108193544854345,-0.267966988727858,0.0476190476190476,0.0333333333333333,0.15677512384585,0.0501933878182491,0.246376811594203,0,0,0.250992196209588,0.267376377000548,0.276242356381991,-0.00769230769230769,0.154523636900686,0.0653381352541016,0.0693381352541016,0,0.414787878787879,0.435335823993358,0.319607843137255,0.347812971342383,0.287714285714286,0.266666666666667,0.134912280701754,0.246153846153846,0.2,0.268734491315136,-0.0400395994611877,0.531644023302271,-0.342647058823529,-0.325,0.484499759499759
"AKT",0.130641025641026,0.352338115734099,0.360495215431984,0.0434642569954342,-0.266666666666667,-0.206809258804064,-0.233333333333333,-0.2,-0.435335823993358,-0.435335823993358,0.0791843727492763,0.00769230769230769,-0.267376377000548,-0.250992196209588,0.248491470166662,-0.246376811594203,-0.246376811594203,-0.233333333333333,0.0362460638776428,-0.233333333333333,-0.101392713134226,-0.0950635992101759,-0.148357968090959,0.111510127768917,-0.27924518421658,0.07703081232493,0.0476190476190476,0.157835729906456,0.0509452675174972,0.250992196209588,0,0,0.267193313528023,0.276242356381991,0.283011587151222,-0.00663967611336032,0.159336471125285,0.0693381352541016,0.071695037611004,-0.00769230769230769,0.435335823993358,0.456781607125888,0.347812971342383,0.269025092554504,0.302515729757607,0.319607843137255,0.14617055884745,0.268734491315136,0.246153846153846,0.2833686376566,-0.0434642569954342,0.550254445138499,-0.346647058823529,-0.342647058823529,0.510306211112663
"cateninmemb",-0.126357166501159,0.0540014781966002,0.0610539194262566,0.049846448432204,-0.22,-0.191738763795762,-0.2,-0.166666666666667,-0.312322775263952,-0.312322775263952,-0.166940251457504,0.180443548387097,-0.227049978115225,-0.220026566743988,0.100172673768179,-0.205243958048336,-0.205243958048336,-0.184313725490196,0.0223159868729489,-0.184313725490196,-0.121946083025525,-0.116063730084349,-0.17383043371102,0.100460878200405,-0.128006232878107,0.110909090909091,0.110909090909091,0.0390693520158553,-0.016336462589917,0.220761199427646,-0.166666666666667,-0.166666666666667,0.228094532760979,0.233401161178737,0.239283514119914,-0.185955359410719,0.0562163059369763,0.0135652173913043,0.0162286556479629,-0.172916666666667,0.312322775263952,0.326009926101941,0.256507936507937,0.274689754689755,0.288330978707143,0.234285714285714,0.21418749955166,0.266529867311202,0.24488038277512,0.283258491846518,-0.049846448432204,0.395307282891158,-0.0437575757575758,-0.0290909090909091,0.387450756738917
"GSK3",0.11249969920418,0.38330656971166,0.392024518429609,0.0533392710999909,-0.243333333333333,-0.218050510985253,-0.193333333333333,-0.225,-0.547447020853325,-0.547447020853325,0.0798660228523262,0.0176921172369421,-0.291339441318528,-0.279910869889957,0.279048407732618,-0.26203007518797,-0.26203007518797,-0.251315789473684,0.0443033331319632,-0.251315789473684,-0.110376044091214,-0.10583058954576,-0.17366449136339,0.135794705933935,-0.323385414158923,0.0975599128540305,0.0827450980392157,0.154054996374946,0.0428072798388634,0.279677134011499,-0.00909090909090909,-0.0138528138528139,0.29099788872848,0.299798924844797,0.306641030107955,-0.0219983373326359,0.175448185479737,0.0671826199341547,0.0700311956462986,-0.0170786203044268,0.547447020853325,0.566564667912149,0.301020114942529,0.318968832891247,0.32938682700479,0.274583333333333,0.159545569906177,0.312786723080841,0.29250700280112,0.330708801002919,-0.0533392710999909,0.634523606937389,-0.372505175983437,-0.362028985507246,0.582826555998932
"TCFLEF",-0.196251804084139,-0.0230919699730828,-0.014482698449904,0.0662784866205919,-0.141558441558442,0.0404912689457538,-0.114285714285714,-0.133333333333333,-0.309862785684085,-0.309862785684085,-0.158073518402287,0.137511520737327,-0.216812207708434,-0.205491452991453,-0.00108508977361437,-0.185833333333333,-0.189509803921569,-0.170833333333333,-0.0382384772090654,-0.174509803921569,-0.100262153641945,-0.0948199767711963,-0.253340093067149,0.0202652142426977,-0.122884734976785,0.0881533101045296,0.0857142857142857,-0.103889603507932,-0.044265930789482,0.209167923579688,-0.1,-0.12,0.220348047803291,0.12540327300053,0.132791589151733,-0.141805999264935,-0.0163112189015804,-0.000423938634464949,0.00282653937700733,-0.134285714285714,0.309862785684085,0.329179474251759,0.187364893171345,0.204756197519171,0.561422710622711,0.161558441558442,0.171745941145244,0.288920771560657,0.267352144109676,0.307193196809826,-0.0662784866205919,0.494478139387541,0.0352415026833631,0.0538461538461538,0.459836243539124
"cateninnuc",-0.110200606183564,0.0818986990021473,0.0884489173427586,0.0681142508297605,-0.258333333333333,-0.138287659325854,-0.233333333333333,-0.142424242424242,-0.382442827442827,-0.382442827442827,-0.0925241310977197,0.128176583058978,-0.209563383476427,-0.199642748555792,0.182639118532419,-0.18986013986014,-0.191001692371555,-0.173193473193473,0.029770812422058,-0.173193473193473,-0.122209254713685,-0.116704667557722,-0.180072872482709,0.0436252537010672,-0.219212323066466,0.109109730848861,0.104347826086957,-0.0685832699777123,-0.0108335513999879,0.200784301067208,-0.111111111111111,-0.111111111111111,0.210665723992109,0.216807595575008,0.122579481794284,-0.130137367372703,0.0734042145138251,0.0217864357864358,0.0246513743948942,-0.122586520947177,0.382442827442827,0.397762692762693,0.307606060606061,0.325574810606061,0.354939998534298,0.285606060606061,0.192741552573425,0.333766186367684,0.313998744507219,0.348311640913139,-0.0681142508297605,0.482426197208202,-0.0727032967032967,-0.0588571428571429,0.472023141689495
"RAS",-0.0978354978354979,0.137647058823529,0.144577751892836,0.0786929307805596,-0.2,-0.135560594580504,-0.2,0,-0.451538461538462,-0.451538461538462,0.02189852700491,-0.088,-0.216520650813517,-0.205882352941176,0.00177987421383648,-0.2,-0.2,-0.1,0.0817857142857143,-0.1,-0.160067079463364,-0.150263157894737,-0.108571428571429,0.103367107721085,-0.137266470009833,0.145,0.12,0.0961265665686565,0.00474308300395257,0.205882352941176,0.1,0.1,0.21421568627451,0.224212958505825,0.235827689384012,0.0863050847457627,0.0984923076923077,0.113852813852814,0.117934446505875,0.1,0.451538461538462,0.372692307692308,0.253333333333333,0.286666666666667,0.243214756258234,0.233333333333333,0.177547802089493,0.286842105263158,0.25,0.31137040714995,-0.0786929307805596,0.485967552246622,-0.12,-0.1,0.54078811369509
"Destcompl",0.0105798094516815,0.280839660728175,0.292366754324234,0.154220849301793,-0.323809523809524,-0.336960812443838,-0.266666666666667,-0.305555555555556,-0.573199369928559,-0.573199369928559,-0.00445969482845709,0.167239309040274,-0.397968734280327,-0.382297092489282,0.368072296827132,-0.362894107414655,-0.362894107414655,-0.334126984126984,0.137225477514048,-0.334126984126984,-0.10462757412747,-0.0953448737055294,-0.250111916428611,0.176421654997107,-0.415056796398044,0.0838694638694639,0.0687179487179487,0.0580826577963207,0.0249441157133465,0.382696087612675,-0.144444444444444,-0.154789272030651,0.398466031954048,0.410434487704984,0.419970438750369,-0.171688051786889,0.218572324080768,0.0515873015873016,0.0556808688387636,-0.160503557744937,0.573199369928559,0.5989450528171,0.402422919814224,0.430610839277311,0.442124952272588,0.367287784679089,0.345273074636138,0.386968272620447,0.354359576968273,0.411617571217641,-0.154220849301793,0.672821282761481,-0.266629134412386,-0.249387755102041,0.742102010245979
"AXIN2",0.0160649978041282,0.300488091336174,0.317649807507791,0.196459883830866,-0.277777777777778,-0.365828574458555,-0.2,-0.266666666666667,-0.573531805408968,-0.573531805408968,-0.00373924125107357,0.196291208791209,-0.423250391897441,-0.398960171077252,0.39954822954823,-0.366201550387597,-0.366201550387597,-0.326666666666667,0.179617241885513,-0.326666666666667,-0.0860644694748591,-0.072961021198997,-0.279675726303361,0.219238787979323,-0.447117559446743,0.0570731707317073,0.04,0.0695435487757797,0.0223974771642114,0.398960171077252,-0.15,-0.173076923076923,0.423488472964045,0.442124952272588,0.456954178385861,-0.203832192397766,0.249677701132919,0.0434782608695652,0.0498274672187716,-0.187362637362637,0.573531805408968,0.612639416957524,0.393719806763285,0.434830917874396,0.766870953744685,0.342995169082126,0.366532116532117,0.382919799498747,0.336491228070175,0.420757637336585,-0.196459883830866,0.790229793255261,-0.278364197530864,-0.2475,0.747022100960316
