"","cateninmemb","Ecadherin","SNAI2","TWIST1","Destcompl","NOTCHic","NFB","NOTCH","IKK","GLI","DSH","HEY1","Patched","CD44","TCFLEF","Wnt","SMO","cateninnuc","cMet","FUS","Frizzled","MEK","SRC","ERK","CDC42","RAS","ZEB1","RAF","PI3K","DELTA","TGFR","TGF","GSK3","FOXC2","SOSGRB2","ZEB2","PAK1","cfos","RKIP","ILK","SHH","STAT","SMAD","EGR1","TrCP","SUFU","AKT","SNAI1","Csn","Jagged","AXIN2","miR200","KLF4","Csl","LIV1"
"Ecadherin",0.0603737601603455,-0.122476171895542,0.0631219706930252,-0.0446260634607661,0.0338276745907118,0.0451201104917871,0.0161904761904762,0.0432613744323076,0.0235978835978836,-0.0576181580892181,-0.0235294117647059,0.0059468522003066,0.0512096774193548,-0.0574175660775316,-0.0483266569866225,-0.0382848247558847,0.0458333333333333,-0.0363752097410576,-0.0376851246059597,0.0833333333333333,-0.00725034199726403,-0.0915243398202768,-0.00725034199726403,-0.064465516290865,0.0315151515151515,0.0403992770292475,0.0291001374358673,0.0479411764705882,0.0479411764705882,0.0479411764705882,0.0554175905395417,0.0411318762538275,0.031309945022974,0.0686118198210836,-0.029073756432247,-0.0291001374358673,0.00981818181818183,0.0551871657754011,0.0208150062885215,0.00266666666666667,-0.0653829057658115,0.0235294117647059,0.0135625504439064,0.0963636363636364,-0.1,-0.1,-0.0430784030784031,0.011733182184181,-0.04,0.0658213476993561,-0.0468315123987569,0.0617840715047419,-0.0474449132676981,-0.0337799043062201,0.1
"PI3K",0.00281084181844256,0.0952496569528107,0.0372469302186283,-0.0108011177861499,0.159847457981655,-0.107692307692308,0.0333333333333333,-0.110918114143921,0.0156862745098039,-0.089156447417317,-0.1,-0.00856960279823765,0.00897435897435898,-0.089156447417317,-0.0885914756659046,-0.0845410628019324,0.0166666666666667,-0.0904471457689973,-0.0845410628019324,0.05,-0.0888888888888889,0.0270147403223584,-0.0888888888888889,0.0319327731092437,0.0573529411764706,-0.0307686651248295,0.0273125923040719,-0.0321385281385281,-0.0321385281385281,-0.0321385281385281,0.0693529411764706,0.0701659493065519,0.0126984126984127,0.0779094076655052,0.0565384615384615,-0.0273125923040719,-0.075,-0.0142857142857143,0.0237394957983193,0.00234493797519008,-0.0145299145299145,0.1,0.00154493797519008,0,0,0,-0.00799396681749623,0.00896940418679549,-0.0333333333333333,0.0273684210526316,0.13247619047619,-0.0596397067708543,-0.0258771929824561,0.1,0.1
"NFB",0.0664028115260174,0.0350791615373857,0.269639030650312,0.11515406162465,0.150483983148813,-0.140836940836941,-0.185714285714286,-0.133740166643392,-0.204633204633205,0.0369854988956113,-0.00555555555555556,-0.123982750995135,-0.0992337164750958,0.0375822106330581,0.026611746498037,0.0313675213675214,-0.0888888888888889,0.0193176288509782,0.0313675213675214,-0.1,0.00213675213675213,0.0271428571428571,0.00213675213675213,0.016031746031746,0.152525252525253,-0.0895994198888739,0.0265115662720018,-0.0970621064560381,-0.0970621064560381,-0.0970621064560381,0.148525252525253,0.162449303158164,0.0868293471234648,0.171460880863271,0.165075187969925,-0.0265115662720018,-0.188888888888889,0.0128571428571429,0.112449208350848,0.118660616061606,0.107667451414855,0.00555555555555556,0.110853924611792,-0.00714285714285715,0.1,0.12,0.213522093522094,0.129313170746821,0.0857142857142857,0.0371140201241069,-0.0506484295845998,0.040386855143193,-0.0251831501831502,0.132900432900433,-0.05
"SHH",0.029247311827957,-0.0241666666666667,0.20544061302682,-0.025,0.0849350649350649,0.2,0,0.2,0.1,-0.15,0,0.0666666666666667,-0.0666666666666667,-0.05,-0.0166666666666667,-0.1,-0.1,0.0166666666666667,0,0,0,-0.1,0.1,0,-0.1,0.176923076923077,0.025,0.2,0.2,0.2,0,-0.06,0.0794871794871795,0.05,-0.1,-0.025,0.2,-0.1,0.02,-0.0666666666666667,-0.0933333333333333,-0.1,-0.0333333333333333,0,0,0,-0.15,-0.0666666666666667,0,-0.0657142857142857,-0.123809523809524,-0.05,-0.05,-0.1,0
"IKK",0.0755897175450248,0.0370053252613022,0.269639030650312,0.110392156862745,0.154138468198647,-0.132900432900433,-0.0857142857142857,-0.140836940836941,-0.185714285714286,0.0313675213675214,0.05,-0.127554179566563,-0.0888888888888889,0.0313675213675214,0.0375822106330581,0.00213675213675213,-0.1,0.026611746498037,0.00213675213675213,-0.12,-0.00555555555555556,0.016031746031746,-0.00555555555555556,-0.0128571428571429,0.188888888888889,-0.0970621064560381,0.0238295739348371,-0.0998790078644888,-0.0998790078644888,-0.0998790078644888,0.152525252525253,0.148525252525253,0.0774175824175824,0.161500721500722,0.189285714285714,-0.0238295739348371,-0.2,-0.00714285714285715,0.117577413479053,0.123611111111111,0.0992337164750958,-0.05,0.118660616061606,-0.05,0,0.1,0.204633204633205,0.118080294034493,0.1,0.0428694158075601,-0.0414285714285714,0.0412931995540691,-0.0347985347985348,0.109090909090909,-0.1
"GLI",-0.0725017992411574,-0.0640304424266888,-0.199260997529866,-0.15389349284935,-0.0844465856162312,-0.0624115826702034,-0.0669590643274854,-0.0681258683844891,-0.0649182480009548,-0.0792393717953894,0.04,-0.0496162816621221,-0.142754206945936,-0.0481299004313736,-0.0416363939378671,0.0126755218216319,-0.146835839598997,-0.0425329868846693,-0.056750590086546,-0.136309523809524,0.0303225806451613,0.0613003754992705,-0.0396774193548387,0.0706926406926407,0.13735632183908,-0.098593233706748,0.0204455538487797,-0.0987912535087282,-0.0987912535087282,-0.0987912535087282,0.13672739102147,0.12472739102147,0.0368660893967311,0.0299362530099759,0.244346626824503,-0.0204455538487797,-0.116666666666667,-0.0823809523809524,0.155661495075596,0.0442770938992363,0.134112231637294,0.03,0.0486014182235607,-0.0657142857142857,0.0833333333333333,0.123809523809524,0.0633557480009548,0.167773994479554,0.0722222222222222,0.0491041703907134,0.0692708333333333,0.130811531090169,-0.0251831831831832,0.0599115826702034,0.05
"cMet",0.0453981072308475,0.0184262248119642,0.280407572962318,0.0269605301065975,0.202717819314458,0.198496240601504,0.2,0.200623900175972,0.206666666666667,-0.0112121212121212,0.1,0.175988992088063,0.166363636363636,-0.0136434108527132,0.000202742993440669,-0.00666666666666667,0.13,-0.00318708751503391,-0.00666666666666667,0.15,0,-0.264090909090909,0.1,-0.255,0.045,0.0162443845462713,0.0202020202020202,0.0219047619047619,0.0219047619047619,0.0219047619047619,0.045,0.0301063829787234,-0.207142857142857,0.0360443037974684,-0.312380952380952,-0.0202020202020202,-0.02,0.235,-0.11037037037037,-0.154988662131519,-0.163238636363636,-0.2,-0.147715934858792,0.275,-0.2,-0.1,-0.212916666666667,-0.0229336180718875,-0.2,-0.124107631498936,-0.00888888888888889,0.0425808355292051,-0.133333333333333,-0.214285714285714,-0.1
"ERK",0.106280355607806,0.0774785493102286,-0.320787511898585,0.0771545042304608,-0.159460134160616,-0.089557563280191,-0.105194805194805,-0.0903885882109389,-0.101665393430099,0.0645626303521041,0.0666666666666667,-0.118211670401798,-0.118214507660988,0.0697990037282926,0.0720294869996681,0.0663170163170163,-0.113639344262295,0.0717517092218903,0.0715801742117532,-0.112,0.0628205128205128,0.0501751046186147,0.0680836707152497,0.0504536561506481,0.0230529595015576,-0.0821123815678271,0.00987575010799403,-0.0815623265623266,-0.0815623265623266,-0.0815623265623266,0.0237828865088569,0.0262554139813844,0.0203405430317135,0.0200128244955831,0.147997534288796,-0.00987575010799403,-0.0333333333333333,-0.142120322817315,0.0683868856148236,0.108189107555484,0.118214507660988,-0.0719298245614035,0.105757496613235,-0.152758620689655,0.114285714285714,0.14,0.105335118200742,-0.0872896960765341,0.114285714285714,0.0929483104204031,-0.103751877842647,0.0703926860229323,-0.00982394092066776,0.0902874902874903,-0.0666666666666667
"SUFU",0.032514667373727,-0.0344490511920825,0.225203311111714,0.0285856495372178,0.103195867189649,0.192727272727273,0.136285714285714,0.198282828282828,0.124747252747253,-0.101664521971213,-0.1125,0.0691129544455893,0.0631565656565657,-0.00548093534807894,-0.0111874570872094,-0.0849358974358974,0.0641666666666667,-0.0042820862432196,0.0118122977346278,0.0808333333333333,-0.0791666666666667,-0.0383161714783138,0.0166666666666667,-0.0234225544570372,-0.0910810810810811,0.176329252485126,0.00933550892918589,0.176645708181328,0.176645708181328,0.176645708181328,-0.0698044853364002,-0.0688182920425146,0.100639458450017,0.034943684615835,-0.129070052754263,-0.00933550892918589,0.11,0.0314685314685315,-0.0498859200037403,-0.056600102406554,-0.0689480714480715,0.0166666666666667,-0.0499026428222584,0.0769230769230769,-0.15,-0.0933333333333333,-0.137498930599602,-0.0583776780440444,-0.164285714285714,-0.0856724201030643,-0.1539633206603,-0.0754890809032233,-0.0149793309555752,-0.185909090909091,0.05
"MEK",0.105268396086187,0.0781994555924119,-0.32223025310688,0.0792349480584775,-0.16017415144735,-0.0902874902874903,-0.114285714285714,-0.089557563280191,-0.105194805194805,0.0663170163170163,0.0666666666666667,-0.119235561186781,-0.113639344262295,0.0715801742117532,0.0697990037282926,0.0628205128205128,-0.112,0.0720294869996681,0.0680836707152497,-0.14,0.0666666666666667,0.0504536561506481,0.0719298245614035,0.142120322817315,0.0333333333333333,-0.0815623265623266,0.00845842727334837,-0.0793401043401043,-0.0793401043401043,-0.0793401043401043,0.0230529595015576,0.0237828865088569,0.021702940851877,0.0177906022733609,0.154793650793651,-0.00845842727334837,-0.0333333333333333,-0.152758620689655,0.0675512310187233,0.110034126005669,0.118214507660988,-0.0666666666666667,0.108189107555484,-0.17,0.1,0.1,0.101665393430099,-0.0868267331135711,0.114285714285714,0.092647105601126,-0.104239682720695,0.0694122938660696,-0.00827355332376853,0.097979797979798,-0.1
"cfos",-0.0738654714398934,-0.0504409821521129,-0.185242519038139,-0.12225974025974,-0.0632930354932976,-0.017948717948718,-0.0333333333333333,-0.0194871794871795,-0.0208333333333333,-0.0621637426900585,-0.05,-0.00434782608695652,-0.0168202764976959,-0.0627327327327327,-0.0567921386733268,-0.0411111111111111,-0.00714285714285714,-0.0482736201548083,-0.0411111111111111,0.00952380952380952,-0.03,-0.00221075902726603,-0.03,0.0130434782608696,-0.019047619047619,-0.0597467984483766,0.00836696260425074,-0.0536492374727669,-0.0536492374727669,-0.0536492374727669,0.00252100840336135,0.00403615991851286,-0.0639339826839827,0.00906606545057047,0.0194444444444444,-0.00836696260425074,0.0142857142857143,0,0.10041958041958,0.00105820105820106,0.010647436991523,0.05,0.00105820105820106,0.12,0,0.0333333333333333,0.0155701754385965,0.122555756479807,0.0333333333333333,0.0181597222222222,0.0737931034482759,0.10675664205076,0.000698412698412698,0.0333333333333333,0.1
"CDC42",-0.0738654714398934,-0.0504409821521129,-0.185242519038139,-0.12225974025974,-0.0632930354932976,-0.017948717948718,-0.0333333333333333,-0.0194871794871795,-0.0208333333333333,-0.0621637426900585,-0.05,-0.00434782608695652,-0.0168202764976959,-0.0627327327327327,-0.0567921386733268,-0.0411111111111111,-0.00714285714285714,-0.0482736201548083,-0.0411111111111111,0.00952380952380952,-0.03,-0.00221075902726603,-0.03,0.0130434782608696,-0.019047619047619,-0.0597467984483766,0.00836696260425074,-0.0536492374727669,-0.0536492374727669,-0.0536492374727669,0.00252100840336135,0.00403615991851286,-0.0639339826839827,0.00906606545057047,0.0194444444444444,-0.00836696260425074,-0.0857142857142857,0,0.10041958041958,0.00105820105820106,0.010647436991523,0.05,0.00105820105820106,0.02,0,0.0333333333333333,0.0155701754385965,0.122555756479807,0.0333333333333333,0.0181597222222222,0.0737931034482759,0.10675664205076,0.000698412698412698,0.0333333333333333,0.1
"Patched",-0.054247311827957,0.02707928802589,-0.220107279693487,-0.0231481481481481,-0.112407592407592,-0.2,-0.1,-0.190909090909091,-0.15,0.1125,0,-0.0435897435897436,-0.0933333333333333,0.0166666666666667,-0.0166666666666667,0.15,0.0666666666666667,-0.0118122977346278,0.05,0.1,0.1,0.0769230769230769,0,0.1,0,-0.158173076923077,0.00833333333333333,-0.176923076923077,-0.176923076923077,-0.176923076923077,0.06,0.11,-0.0794871794871795,0,0.0666666666666667,-0.00833333333333333,-0.1,0,0.0514285714285714,0.0333333333333333,0.0808333333333333,0.1,0.0333333333333333,0.1,0,0,0.164285714285714,0.0827956989247312,0,0.0694179894179894,0.132900432900433,0.0785714285714286,0.0388888888888889,0.2,0.1
"NOTCHic",0.0197776919804022,0.0257940089318292,-0.128946470594472,-0.108877091994457,0.0112074116840472,-0.00248847926267281,-0.0222222222222222,-0.00775163715740966,-0.0111111111111111,-9.02323482968592e-06,0.02,0.094113712374582,-0.016025641025641,-7.99200799200796e-05,0.00767518196089625,0.00321678321678322,-0.016025641025641,0.00935457127387334,0.00321678321678322,-0.00833333333333333,0.0123076923076923,-0.0228571428571429,0.0123076923076923,-0.02,0.00711111111111111,-0.0182308845577211,0.00621578099838969,-0.0147826086956522,-0.0147826086956522,-0.0147826086956522,0.010336917562724,0.00715220418692783,-0.0236542541401476,0.00879526003949967,0.0147368421052632,-0.00621578099838969,-0.0111111111111111,0.02,0.0999813202824373,0.00476190476190476,0.0127998345740281,-0.02,0.00404248030147311,0.02,0,0.0333333333333333,0.0134366925064599,0.123795278795279,0.0333333333333333,0.00688333986347232,-0.00445867026055705,0.107015489327628,-0.00521048999309869,-0.0942857142857143,0
"NOTCH",0.0147066980655949,0.0265597057159027,-0.130750077808901,-0.104474576271186,0.0082074116840472,0.0942857142857143,-0.0333333333333333,-0.00248847926267281,-0.0222222222222222,0.00321678321678322,0,0.0956521739130435,-0.016025641025641,0.00321678321678322,-7.99200799200796e-05,0.0123076923076923,-0.00833333333333333,0.00767518196089625,0.0123076923076923,-0.0333333333333333,0.02,-0.02,0.02,-0.02,0.0111111111111111,-0.0147826086956522,0.00547504025764895,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0.00711111111111111,0.010336917562724,-0.0186955764541971,0.0104081632653061,0.0147368421052632,-0.00547504025764895,0,0.02,0.0957559681697613,0.00476190476190476,0.016025641025641,0,0.00476190476190476,0,0,0,0.0111111111111111,0.129615384615385,0,0.0048965848965849,-0.00862533692722372,0.105281385281385,0.00193236714975845,-0.08,0
"SMAD",-0.0687224128139746,-0.0381081221767187,-0.182390283481788,-0.11784712811765,-0.0674747380927538,-0.0955993431855501,-0.106349206349206,-0.101948549534756,-0.0965452847805789,-0.0582112332112332,-0.0238095238095238,-0.114390105097976,-0.105741590214067,-0.0317465410406587,-0.0204846685847564,-0.0582112332112332,-0.115833333333333,-0.0165333008036014,-0.0321101774042951,-0.0958333333333333,-0.0293650793650794,-0.00824412833977725,-0.0026984126984127,0.0081020255063766,0.00576794097920858,0.034720074053733,0.00414393327386263,0.0396542845800488,0.0396542845800488,0.0396542845800488,0.014147829247365,-0.00338205123072264,0.0329991103299374,-0.0012174478082968,0.0296509908311151,-0.00414393327386263,0.0238095238095238,-0.0290322580645161,0.0845148987359845,0.0959696011750806,0.0949609210690859,-0.00285714285714285,0.00311245831793777,0,0.1,0.0833333333333333,0.0872119514472456,0.098080817480011,0.111111111111111,0.10799706744868,0.0648622469136933,0.105602157890738,-0.0088455603235363,0.0990476190476191,0.04
"SMO",-0.0503638166823259,0.0392564097971077,-0.231535851122058,-0.0496187363834423,-0.119384336593639,-0.190909090909091,-0.15,-0.185909090909091,-0.164285714285714,0.0791666666666667,0.1,-0.0483516483516483,-0.0808333333333333,-0.0166666666666667,-0.0118122977346278,0.1125,-0.0933333333333333,0.00548093534807894,0.0166666666666667,0.0666666666666667,0.15,0.0314685314685315,0.05,0.0769230769230769,0.06,-0.167475402504472,0.00324858757062147,-0.158173076923077,-0.158173076923077,-0.158173076923077,0.11,0.0910810810810811,-0.0979337814289271,-0.0137931034482759,0.114035087719298,-0.00324858757062147,0,-0.1,0.0792063492063492,0.0333333333333333,0.0641666666666667,0,0.0507936507936508,0,0,-0.1,0.136285714285714,0.0708909370199693,0.1,0.0908465608465609,0.157038363934916,0.0849005424954792,0.00555555555555556,0.2,0.1
"EGR1",-0.0681878157622377,-0.05147904443585,-0.184338359906132,-0.116824957651045,-0.0575787497790119,-0.0194871794871795,-0.0208333333333333,-0.0260805860805861,-0.0155701754385965,-0.0567978890315219,-0.03,-0.0028772378516624,-0.010647436991523,-0.0567921386733268,-0.0482736201548083,-0.0621637426900585,-0.0168202764976959,-0.0474460339479117,-0.0627327327327327,-0.00714285714285714,-0.0411111111111111,-0.0128774256939327,-0.0411111111111111,-0.00221075902726603,0.00252100840336135,-0.0624740711756494,0.0022576378454083,-0.0597467984483766,-0.0597467984483766,-0.0597467984483766,0.00403615991851286,-0.0101714903547112,-0.0657521645021645,-0.0033477276528778,0.0362761276127613,-0.0022576378454083,0.019047619047619,-0.0130434782608696,0.0976571494803539,0.00105820105820106,0.00264743699152301,0.03,0.00557433009045912,0,0.0333333333333333,-0.00952380952380952,0.0118664717348928,0.112293226646872,0.0333333333333333,0.0144787406271302,0.075050965083496,0.104726185197968,-0.00749830861306271,0.017948717948718,0.05
"Jagged",-0.0120888970184745,-0.024140350877193,0.128104575163399,0.096,-0.0128803088803089,-0.08,0,-0.0942857142857143,0.0333333333333333,-0.0123076923076923,0,-0.1,0.00833333333333333,-0.0123076923076923,-0.00321678321678322,-0.02,0.0333333333333333,7.99200799200796e-05,-0.02,0,0,0.02,0,0.02,0,0.0133333333333333,0.00193236714975845,0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.0111111111111111,-0.00711111111111111,0.0118773946360153,-0.00428571428571428,-0.02,-0.00193236714975845,0,0,-0.0923076923076923,0,-0.016025641025641,0,-0.00476190476190476,-0.1,0,0,-0.0222222222222222,-0.125,0,0.00251082251082251,0.0142857142857143,-0.102424242424242,0.0111111111111111,0.1,0
