"","GSK3","ZEB1","AXIN2","LIV1","Destcompl","cateninnuc","TCFLEF","RAS","RAF","PI3K","Wnt","GLI","CDC42","SOSGRB2","NFB","TGFR","miR200","TGF","Jagged","Csn","NOTCHic","IKK","AKT","NOTCH","HEY1","TWIST1","SNAI2","cfos","ZEB2","SNAI1","RKIP","TrCP","SUFU","EGR1","MEK","SHH","ERK","Patched","ILK","FUS","SMAD","Csl","SMO","PAK1","FOXC2","DSH","cateninmemb","STAT","Frizzled","DELTA","Ecadherin","CD44","KLF4","SRC","cMet"
"SNAI1",0.0246846416784536,0.170813236970064,0.12381867319408,0.11,0.120920890140288,0.104299314015945,0.103266789493488,-0.00364813664249671,-0.00545437637977093,-0.00545437637977093,0.100839632957733,0.103581863305082,0.189763177998472,0.13589482533159,0.00219298245614035,0.179927112424702,0.0282941923399783,0.17710453177954,0.0407209967320262,-0.00833333333333333,0.0325274725274725,-0.00706627680311891,-0.00151072124756335,0.0288540031397174,0.0205157400291451,0.0729647960734917,-0.0801556105714977,-0.0415327929255711,-0.0407238442599786,0.0069852612506741,0.0842869567921002,-0.00833333333333333,-0.030952380952381,-0.0669565217391304,0.0424416120586055,0.00407606476026979,0.0401994595922378,0.00427023951755134,-0.0226932923707117,-0.00837173579109063,-0.0282283477212652,-0.0369230769230769,0.000270239517551343,-0.180672268907563,0.0188573972543654,-0.0914814814814815,-0.0798084576533822,-0.0914814814814815,-0.0993762183235868,0.00545437637977093,-0.122236572817728,-0.103542651562454,-0.0414701082925382,-0.0995895895895896,-0.100579688599491
"NOTCH",0.0554510623476141,0.180434782608696,0.117601078167116,0,0.12108988561325,0.0881765853194425,0.0885847485847486,0.0249538866930171,0.0206060606060606,0.0206060606060606,0.0938461538461538,0.0786946386946387,0.144444444444444,0.113684210526316,-0.0333333333333333,0.180444444444444,0.0348917748917749,0.167541218637993,0.0521789321789322,0,0.105714285714286,0,0,0.0541013824884793,-0.0543478260869565,0.074864406779661,-0.0422466422466423,-0.06,-0.0395330112721417,0.106794871794872,0.0890362511052166,0,0,0,0.0457142857142857,0.00301659125188537,0.06,-0.0205128205128205,-0.0452380952380952,0.0333333333333333,-0.0219047619047619,-0.12,0.0333333333333333,-0.2,0.0344897959183674,-0.1,-0.0596752624265344,-0.1,-0.04,-0.0206060606060606,-0.0957532541029994,-0.0786946386946387,-0.0432367149758454,-0.04,-0.0938461538461538
"KLF4",-0.132765679137638,0.0330804953560372,-0.15016141816687,-0.0333333333333333,-0.133635264794,-0.0533632817854828,-0.0514952867668029,-0.145180995475113,-0.140769230769231,-0.140769230769231,-0.0440036479708162,-0.0526243376259886,0.0812727272727273,0.123084619782733,-0.12,0.0932727272727273,0.0163532763532764,0.0918093126385809,-0.0431357048748353,-0.1,-0.0109090909090909,-0.115238095238095,-0.133756613756614,-0.00369259606373009,0.0152635599694423,0.0457908496732026,-0.169671497571292,-0.129090909090909,-0.02,0.0445893625248846,0.0555761698618841,-0.1,0,-0.12,0.12836319532499,-0.0467741935483871,0.123208556149733,-0.05,-0.0133333333333333,-0.0333333333333333,-0.0133333333333333,0.0109090909090909,-0.05,-0.0772727272727273,-0.0706952566601689,0.0333333333333333,-0.0315596587242929,0.0333333333333333,0.0509803921568627,0.140769230769231,-0.00604069304070612,0.051829734927338,-0.0037037037037037,0.0509803921568627,0.0440036479708162
"HEY1",-0.132765679137638,0.0330804953560372,-0.15016141816687,-0.0333333333333333,-0.133635264794,-0.0533632817854828,-0.0514952867668029,-0.145180995475113,-0.140769230769231,-0.140769230769231,-0.0440036479708162,-0.0526243376259886,0.0812727272727273,0.123084619782733,-0.12,0.0932727272727273,0.0163532763532764,0.0918093126385809,-0.0431357048748353,-0.1,-0.0109090909090909,-0.115238095238095,-0.133756613756614,-0.00369259606373009,0.0152635599694423,0.0457908496732026,-0.169671497571292,-0.129090909090909,-0.02,0.0445893625248846,0.0555761698618841,-0.1,0,-0.12,0.12836319532499,-0.0467741935483871,0.123208556149733,-0.05,-0.0133333333333333,-0.0333333333333333,-0.0133333333333333,0.0109090909090909,-0.05,-0.0772727272727273,-0.0706952566601689,0.0333333333333333,-0.0315596587242929,0.0333333333333333,0.0509803921568627,0.140769230769231,-0.00604069304070612,0.051829734927338,-0.0037037037037037,0.0509803921568627,0.0440036479708162
"FOXC2",-0.132765679137638,0.0330804953560372,-0.15016141816687,-0.0333333333333333,-0.133635264794,-0.0533632817854828,-0.0514952867668029,-0.145180995475113,-0.140769230769231,-0.140769230769231,-0.0440036479708162,-0.0526243376259886,0.0812727272727273,0.123084619782733,-0.12,0.0932727272727273,0.0163532763532764,0.0918093126385809,-0.0431357048748353,-0.1,-0.0109090909090909,-0.115238095238095,-0.133756613756614,-0.00369259606373009,0.0152635599694423,0.0457908496732026,-0.169671497571292,-0.129090909090909,-0.02,0.0445893625248846,0.0555761698618841,-0.1,0,-0.12,0.12836319532499,-0.0467741935483871,0.123208556149733,-0.05,-0.0133333333333333,-0.0333333333333333,-0.0133333333333333,0.0109090909090909,-0.05,-0.0772727272727273,-0.0706952566601689,0.0333333333333333,-0.0315596587242929,0.0333333333333333,0.0509803921568627,0.140769230769231,-0.00604069304070612,0.051829734927338,-0.0037037037037037,0.0509803921568627,0.0440036479708162
"Ecadherin",-0.135193935208278,0.0335544290053263,-0.152017088269963,-0.0333333333333333,-0.13484682117797,-0.0530831697406649,-0.0533632817854828,-0.146298313910867,-0.145180995475113,-0.145180995475113,-0.0526243376259886,-0.051957670959322,0.0932727272727273,0.12834777767747,-0.115238095238095,0.0918093126385809,0.016167056613984,0.0956067809930113,-0.0429068719228902,-0.12,-0.00369259606373009,-0.133756613756614,-0.131159211159211,-0.00852530981837693,0.014592419029845,0.0456046299339102,-0.172019480713977,-0.123208556149733,-0.02,0.0455387296134922,0.0552016380266781,-0.1,-0.0333333333333333,-0.129090909090909,0.127186724736755,-0.0507112014224029,0.12836319532499,-0.0467741935483871,-0.0133333333333333,-0.05,-0.0155125100887813,0.0109090909090909,-0.05,-0.0812727272727273,-0.0727547532276747,0.0509803921568627,-0.03373914590378,0.0509803921568627,0.0440036479708162,0.145180995475113,-0.1062354350076,0.0514952867668029,-0.0037037037037037,0.0440036479708162,0.051829734927338
"SNAI2",-0.181581084466032,0.0323694147262429,-0.201717137687349,-0.12,-0.183418210718285,-0.15388044230723,-0.152017088269963,-0.195229890724689,-0.191120301683593,-0.191120301683593,-0.144785074080849,-0.150667427022025,0.127170868347339,0.161629479377958,-0.158333333333333,0.13828197945845,0.0177471172190263,0.141387569520562,-0.141427330717587,-0.133333333333333,-0.0596491228070175,-0.161781609195402,-0.175034621243595,-0.0544543176122124,0.0332579867389994,0.14615127785789,0.132837187156728,-0.150980392156863,-0.019607300188798,0.0407610615991154,0.0493717948717949,-0.1,-0.1,-0.133333333333333,0.156995230524642,-0.143769507803121,0.152941176470588,-0.143769507803121,-0.0271629778672032,-0.12,-0.0266845089676817,0.0614035087719298,-0.137647058823529,-0.117647058823529,-0.103950995582729,0.129090909090909,0.0691364905404848,0.129090909090909,0.143376623376623,0.191120301683593,0.192845791987181,0.15016141816687,-0.0025,0.143376623376623,0.144785074080849
"GLI",-0.0688220343303256,0.156799283154122,0.128826992753623,0.05,0.152817578154572,0.115306883127748,0.115486201717109,0.0577680056609976,0.055193748235255,0.055193748235255,0.240910815939279,0.14218741168396,0.0482183908045977,0.111524345860629,-0.0169590643274854,0.0526209065278681,0.0094781070322866,0.0415620829984564,0.00855588653563856,-0.0222222222222222,-0.00141688770999115,-0.0108366153478935,-0.0155241153478935,-0.00713117342427687,-0.00775239663185334,0.0498258937817512,-0.0638761881260597,0.0338095238095238,-0.0185767195767196,0.0853822641554282,0.0736845544392714,-0.0333333333333333,0.152380952380952,0.0171428571428571,-0.0619647939537442,0.148693437738968,-0.0558874458874459,0.140874507697816,0.0136108868774654,0.114880952380952,0.0130703463369248,-0.00608311229000885,0.130670426065163,-0.0516666666666667,-0.00325872893016856,-0.24,-0.0753717820366396,-0.11,-0.230322580645161,-0.055193748235255,-0.120055901445437,-0.110940747171654,-0.0215332475332475,-0.100322580645161,-0.110078678206137
"ZEB2",-0.179988478596475,-0.130925177970065,-0.122182602937931,-0.1,-0.0996030945630274,-0.0933545380024253,-0.0921857068335942,-0.0890669466151265,-0.0888528138528139,-0.0888528138528139,-0.0886247086247086,-0.0867898462393875,-0.074025974025974,-0.0701648351648352,-0.0680555555555556,-0.0665429808286951,-0.0655746422368402,-0.0596646739503882,-0.0568289682203788,-0.0555555555555556,-0.053025641025641,-0.0480555555555556,-0.0471209761163032,-0.0470147120638924,-0.0277565982404692,-0.0228914899168748,-0.0171483636982966,-0.0118421052631579,-0.0107864493938802,-0.00717140050756415,-0.0027536231884058,0,0.025,0.025,0.0255321131309785,0.026311371555274,0.0279711375212224,0.0299477351916376,0.0387599958726719,0.0392857142857143,0.0405892641653548,0.041025641025641,0.0421428571428571,0.0467532467532468,0.0537606837606838,0.0727272727272727,0.0766088428908291,0.08,0.0860606060606061,0.0888528138528139,0.0895538007225792,0.0914814814814815,0.0918647242672956,0.0933333333333333,0.0933333333333333
"RKIP",0.0565011820330969,0.0568550932568149,0.0352203469292077,0,0.189030037101949,0.0336953925945489,0.0273340694393326,0.0513514263514264,0.0470779220779221,0.0470779220779221,0.0133333333333333,0.0364102564102564,-0.0133333333333333,0.0813968253968254,-0.0142857142857143,-0.0276190476190476,0.0296465944469455,-0.00986203827325323,0.0997311827956989,0,0.139393939393939,0.0107142857142857,0.0137445887445887,0.143240093240093,0.064924506387921,-0.0655199049316696,0.268025587223874,0.01,-0.00919081779053085,-0.110237165305584,-0.0840336134453782,0,-0.1,0.06,-0.000168745414526777,-0.0752568306010929,-0.00655172413793103,-0.0506666666666667,-0.0842854086435601,-0.0666666666666667,-0.0832953096336591,-0.166666666666667,-0.0466666666666667,-0.0333333333333333,-0.00263778367226643,0,0.113046660105484,0,-0.0333333333333333,-0.0470779220779221,0.103704247523161,-0.0406207827260459,-0.0111908177905308,-0.0333333333333333,-0.0175438596491228
"RAF",0.0565011820330969,0.0568550932568149,0.0352203469292077,0,0.189030037101949,0.0336953925945489,0.0273340694393326,0.0513514263514264,0.0470779220779221,0.0470779220779221,0.0133333333333333,0.0364102564102564,-0.0133333333333333,0.0813968253968254,-0.0142857142857143,-0.0276190476190476,0.0296465944469455,-0.00986203827325323,0.0997311827956989,0,0.139393939393939,0.0107142857142857,0.0137445887445887,0.143240093240093,0.064924506387921,-0.0655199049316696,0.268025587223874,0.01,-0.00919081779053085,-0.110237165305584,-0.0840336134453782,0,-0.1,0.06,-0.000168745414526777,-0.0752568306010929,-0.00655172413793103,-0.0506666666666667,-0.0842854086435601,-0.0666666666666667,-0.0832953096336591,-0.166666666666667,-0.0466666666666667,-0.0333333333333333,-0.00263778367226643,0,0.113046660105484,0,-0.0333333333333333,-0.0470779220779221,0.103704247523161,-0.0406207827260459,-0.0111908177905308,-0.0333333333333333,-0.0175438596491228
"NFB",-0.0915438483085542,-0.127510903696022,-0.123566362715299,-0.05,-0.216141670975994,-0.111044952991291,-0.110966521618742,-0.00795803706856174,-0.00696301219293985,-0.00696301219293985,-0.113247863247863,-0.106506290214155,0.0318181818181818,0.0176846528084918,0.173809523809524,0.0182181818181818,-0.0183066414735927,0.0239143843498274,-0.0151142179040273,0.257142857142857,-0.0672438672438672,0.16029601029601,0.16029601029601,-0.0872438672438672,0.0868715907415598,0.136890756302521,-0.324087518661918,-0.00771428571428571,-0.00850903119868637,0.015043338329441,0.0180047639064032,0.3,-0.12,-0.0357142857142857,0.0171260504201681,-0.110242964193941,0.00993650793650793,-0.10301404853129,-0.0831408140814081,-0.12,-0.0983824497691405,0.0688311688311688,-0.123703703703704,0,-0.0797698096502878,0.105555555555556,-0.00225670317011394,0.105555555555556,0.0901709401709402,0.00696301219293985,0.00169183213226776,0.105903230479502,-0.0021978021978022,0.0901709401709402,0.113247863247863
"GSK3",-0.279284880641508,-0.108334936551793,-0.289051967528141,-0.2,-0.324315267975341,-0.254286816475503,-0.25329997437024,-0.172706599122337,-0.169345254584522,-0.169345254584522,-0.246295886775763,-0.250541169794631,0.00422360248447204,0.0474284535657196,0.0154166666666667,0.0073594909862142,-0.0131554602764268,0.0147953884221116,-0.0942106494866687,0.0341666666666667,-0.098192004074357,0.00507183908045978,0.00421713822575892,-0.09117901706137,0.0170199651207257,0.0866216565902793,-0.143158317128792,-0.0065359477124183,-0.00584644183601524,0.0333827659813504,0.0187324079429343,0.0466666666666667,-0.0590909090909091,0.0156862745098039,0.0236625710890417,-0.0664161415538919,0.0208216619981326,-0.0630668592572412,-0.00851207086685018,-0.0352813852813853,-0.00506379500478121,0.107282913165266,-0.0514104175394498,0.00434782608695653,0.046027444607616,0.236842105263158,-0.079978950719694,0.236842105263158,0.240413533834586,0.169345254584522,0.0768403157809467,0.250183322544772,0.000912933171489896,0.240413533834586,0.246373798735249
"Frizzled",-0.17175026123302,-0.122999559640326,-0.274559548978154,-0.1,-0.318640559915035,-0.250183322544772,-0.246373798735249,-0.161782229374438,-0.146821599453178,-0.146821599453178,-0.236842105263158,-0.240413533834586,-5.55111512312578e-18,0.0454545454545455,0.0466666666666667,-0.00434782608695653,-0.020167297979798,0.00422360248447204,-0.0957055852644088,0.0666666666666667,-0.0857142857142857,0.0341666666666667,0.0154166666666667,-0.107282913165266,0.00125477359519912,0.0749299719887955,-0.132941368432503,0.0333333333333333,-0.00440501725925821,0.0210489993098689,-0.000238095238095236,0.1,0,0.0333333333333333,0.0065359477124183,-0.0514104175394498,-0.0156862745098039,-0.0352813852813853,0.00926257205326973,-0.05,-0.00662527841401999,0.0857142857142857,-0.0590909090909091,0.0333333333333333,0.0394200169475567,0.3,-0.0757364810330912,0.2,0.2,0.146821599453178,0.0800999092698542,0.240413533834586,0.00112044817927171,0.2,0.236842105263158
"ZEB1",0.034600362883725,-0.140186777974943,0.121385900189086,0,0.125894328166296,0.0244463410862758,0.0246420358025184,0.10355535996368,0.102452997758956,0.102452997758956,0.0242093272581077,0.0279893959866301,-0.189222055638847,-0.157076023391813,-0.0119298245614035,-0.188714441425649,-0.0717068677368626,-0.184777433551634,-0.0450903809945415,-0.00666666666666667,-0.0723039215686274,0.00282427379925222,0.00996713094210937,-0.070651029006644,-0.0345452733794703,-0.136259116704576,0.169438696649592,0.0133333333333333,-0.00426244699240554,-0.0356486518484812,-0.0361117670208579,0.0333333333333333,0.0583333333333333,0.0333333333333333,-0.00347585730327373,0.0681665144220095,-0.000392156862745094,0.0720811051693405,0.0462969872583654,0.0708333333333333,0.0477392949506731,0.0625,0.0799242424242424,0.161685823754789,0.0621874545314063,-0.0285714285714286,0.0210275917716788,-0.0230769230769231,-0.0261324041811847,-0.102452997758956,-0.0665149743197203,-0.0241101209089014,-0.00779557940974239,-0.0206378986866792,-0.0206378986866792
"DSH",-0.176622651024203,-0.115912945467097,-0.283420308471824,-0.2,-0.321884834724196,-0.25329997437024,-0.250183322544772,-0.169345254584522,-0.161782229374438,-0.161782229374438,-0.240413533834586,-0.246295886775763,-0.00434782608695653,0.0478935698447894,0.0341666666666667,0.00422360248447204,-0.0146794931017492,0.0073594909862142,-0.0926048100706103,0.0466666666666667,-0.107282913165266,0.0154166666666667,0.00507183908045978,-0.098192004074357,0.0152898613144974,0.0806037308540437,-0.138412846895832,0.0156862745098039,-0.00361761568445506,0.0306142167011732,0.00745421245421246,0.0666666666666667,-0.05,0.0333333333333333,0.0208216619981326,-0.0630668592572412,0.0065359477124183,-0.0514104175394498,-0.00662527841401999,-0.0590909090909091,-0.00851207086685018,0.0857142857142857,-0.0352813852813853,5.55111512312578e-18,0.0433161208436606,0.2,-0.077503265485388,0.2,0.236842105263158,0.161782229374438,0.0782561867062019,0.246373798735249,0.000149574392863942,0.236842105263158,0.240413533834586
"IKK",-0.0884065934065934,-0.120997493734336,-0.122857142857143,-0.1,-0.213982202537456,-0.110966521618742,-0.105903230479502,-0.00696301219293985,0.00852994555353902,0.00852994555353902,-0.0901709401709402,-0.113247863247863,0,-0.000210084033613442,0.257142857142857,0.0318181818181818,-0.0240468227424749,0.0182181818181818,-0.0187113402061856,0.3,-0.0688311688311688,0.173809523809524,0.16029601029601,-0.0672438672438672,0.0940144478844169,0.142287581699346,-0.321038738174113,-0.0357142857142857,-0.00276190476190476,0.0131255301102629,0.0231329690346084,0.2,-0.1,-0.05,0.00993650793650793,-0.10301404853129,0.00771428571428571,-0.123703703703704,-0.0861111111111111,-0.12,-0.0831408140814081,0.0545454545454545,-0.12,0,-0.0777777777777778,0.05,0.000594405594405598,0.05,0.105555555555556,-0.00852994555353902,0.00169183213226776,0.113247863247863,-0.0021978021978022,0.105555555555556,0.0901709401709402
"ILK",0.0803631553631553,0.160953876365289,0.275047619047619,0.1,0.331779099076485,0.252836083649506,0.246444331072187,0.103499495937852,0.0898008658008658,0.0898008658008658,0.232850241545894,0.243619472315125,-0.0426470588235294,-0.0434615384615385,-0.166666666666667,-0.0466470588235294,0.0243434567205059,-0.0539641319942611,0.0853508771929825,-0.166666666666667,0.1,-0.16078431372549,-0.137707390648567,0.109677419354839,-0.022446439982511,-0.139010510357624,0.174947834949243,-0.019047619047619,-0.00163477611698071,0.0174033816425121,0.0190368455074337,-0.2,0,-0.0333333333333333,-0.0166322266611563,0.0651709401709402,0.00140056022408963,0.0512820512820513,0.014125650260104,0.05,0.024525650260104,-0.1,0.0666666666666667,0.025,0.0608408826945412,-0.2,0.0598864252801177,-0.2,-0.211111111111111,-0.0898008658008658,-0.0912680070702607,-0.243619472315125,-0.00307017543859649,-0.211111111111111,-0.232850241545894
"SHH",0.271794871794872,0.15,0.371428571428571,0,0.331168831168831,0.292222222222222,0.27,0.323076923076923,0.3,0.3,0.3,0.35,-0.0333333333333333,-0.1,0,-0.0333333333333333,0.0333333333333333,-0.0933333333333333,0.134285714285714,0,0,0.1,0.1,0,-0.0666666666666667,-0.1,0.353486590038314,0.1,0,0.0333333333333333,0.04,0,0.2,0,-0.22,0.293333333333333,-0.2,0.333333333333333,0.0666666666666667,0.2,0.0666666666666667,-0.1,0.3,0,0.1,-0.2,0.163010752688172,-0.1,-0.2,-0.3,-0.00777777777777777,-0.25,0,-0.1,-0.2
