"","SHH","AXIN2","FUS","SOSGRB2","SMO","TrCP","Wnt","GLI","TCFLEF","EGR1","CD44","SUFU","MEK","ERK","cfos","NFB","NOTCH","STAT","IKK","cateninmemb","RAF","PI3K","DELTA","RAS","TWIST1","CDC42","TGFR","PAK1","ZEB1","GSK3","TGF","SNAI2","Jagged","Csn","AKT","NOTCHic","LIV1","DSH","Csl","SRC","miR200","SNAI1","cMet","HEY1","cateninnuc","Frizzled","Destcompl","SMAD","ILK","RKIP","Patched","ZEB2","Ecadherin","FOXC2","KLF4"
"NOTCH",-0.0423076923076923,0.0161725067385445,-0.1,0.0747368421052632,-0.05,0,0.0123076923076923,0.0153379953379953,0.012041292041292,0,0.0153379953379953,0,0.0152380952380952,-0.0133333333333333,0.02,-0.1,-0.0217511520737327,0,-0.0666666666666667,0.00753175885393273,0.0442424242424242,0.0442424242424242,0.0442424242424242,0.03699604743083,0.0695254237288136,-0.0333333333333333,0.00266666666666667,0,-0.0945249597423511,0.00952629745733194,0.0134623655913978,0.149958102899279,0.027965367965368,0,0.0777777777777778,-0.0685714285714286,0,0,-0.04,-0.02,-0.0101298701298701,-0.0287179487179487,-0.0123076923076923,0.128985507246377,-0.0157147614290471,-0.02,-0.0145473965287049,0.0152380952380952,0.0285714285714286,-0.0614500442086649,0.0423076923076923,-0.0761674718196457,-0.0233661573288059,-0.173265306122449,-0.105797101449275
"Ecadherin",-0.0524484590635848,-0.15261768918476,-0.05,-0.0660956636875207,-0.05625,0,-0.0577204899602182,-0.0543871566268849,-0.0544785488079857,-0.0272727272727273,-0.053855883801759,-0.0333333333333333,-0.0341617509234247,-0.023573515629307,-0.0390374331550802,0.0342857142857143,0.0567659661237491,-0.0490196078431372,0.0157671957671958,-0.00217299525226355,-0.0334012066365008,-0.0334012066365008,-0.0334012066365008,-0.0322838882007466,0.066205279877314,0.0333939393939394,0.023150036954915,0.0267272727272727,-0.0963129771739077,0.0845694054843931,-0.0298408145317685,0.176055553705697,-0.0531122955268777,-0.02,-0.0261568061568062,-0.0563942189118532,0.0666666666666667,0.0490196078431372,-0.0533014354066986,0.0559963520291838,0.0421609902615489,-0.0730759146597495,0.0568659172465751,0.0248552868371265,0.0546652901711976,0.0559963520291838,0.0827829509341053,0.0214460469523108,0.0187826086956522,-0.0726041659428497,0.0508736559139785,-0.0725627631945769,-0.0143251162825875,-0.164027562242271,-0.0849038912330052
"TGF",0.0727586206896552,0.118253968253968,0.00666666666666668,0.075,0.09,0.2,0.0957142857142857,0.108921832884097,0.0859268454154254,-0.0333333333333333,0.089874213836478,0.0666666666666667,-0.00521303258145363,0.0147869674185464,0.00952380952380953,0.0916666666666667,-0.0074712643678161,0.1,0.120238095238095,0.0524339314596112,0.0404761904761905,0.0404761904761905,0.0404761904761905,0.0404761904761905,-0.01,-0.00222222222222222,0.00253968253968254,0.02,-0.0200859857152763,0.0925636007827789,-0.0918253968253968,0.076122690248415,-0.034174030436917,-0.166666666666667,-0.130764411027569,-0.0166666666666667,0,-0.1,0.0533333333333333,-0.0666666666666667,0.0443288990702784,0.0216687857596949,-0.0766666666666667,-0.0615087040618956,-0.0911900033101622,-0.0857142857142857,-0.12038585813802,-0.0687781036168133,-0.063939393939394,-0.0857142857142857,-0.0727586206896552,-0.0715974389200934,-0.0740486127411859,-0.00520186335403727,-0.0861428934655479
"cMet",-0.0986931818181818,0.137936507936508,-0.1,0.0409523809523809,-0.12,-0.1,0.106666666666667,0.111212121212121,0.112104949314252,0.225,0.113643410852713,-0.1,0.188636363636364,0.205,0.205,-0.2,-0.0279475283954567,0,-0.22,0.0408056000938563,0.0828571428571429,0.0828571428571429,0.0828571428571429,0.0904043126684636,0.0298892867432193,0.0466666666666667,0.03,0.0466666666666667,-0.062049062049062,0.0180299539170507,-0.0406382978723404,0.217425299761066,0.136159927029492,0.2,0.20125,0.0300751879699248,0.1,-0.1,0.0142857142857143,0,0.0466458058849363,-0.0266487353463268,-0.106666666666667,0.108978328173375,-0.110410034060014,-0.1,-0.150492064147526,0.10907029478458,0.10907029478458,-0.161481481481482,0.101818181818182,-0.068975468975469,-0.0681637496156686,-0.0594725738396624,-0.161904761904762
"KLF4",-0.0508736559139785,-0.153648617019812,-0.0333333333333333,-0.0647798742138365,-0.05,0.1,-0.0559963520291838,-0.0577204899602182,-0.053855883801759,0,-0.0568659172465751,0,-0.023573515629307,-0.0390374331550802,-0.0272727272727273,0.02,0.0563942189118532,-0.0666666666666667,0.0342857142857143,-0.00101914909841739,-0.0348717948717949,-0.0348717948717949,-0.0348717948717949,-0.0334012066365008,0.064156862745098,0.0267272727272727,0.0333939393939394,0.0227272727272727,-0.097734778121775,0.087439162658786,-0.023150036954915,0.176597395969393,-0.0556294579982736,0,-0.0157671957671958,-0.0533014354066986,0.0333333333333333,0.0666666666666667,-0.0690909090909091,0.0490196078431372,0.033036223036223,-0.0737088260521546,0.0559963520291838,0.0228418640183346,0.0544785488079857,0.0490196078431372,0.08334213080363,0.0187826086956522,0.0173333333333333,-0.0669861884147599,0.05625,-0.0621362229102167,0.0865512225684349,-0.163341063386435,-0.0962962962962963
"HEY1",-0.0508736559139785,-0.153648617019812,-0.0333333333333333,-0.0647798742138365,-0.05,0.1,-0.0559963520291838,-0.0577204899602182,-0.053855883801759,0,-0.0568659172465751,0,-0.023573515629307,-0.0390374331550802,-0.0272727272727273,0.02,0.0563942189118532,-0.0666666666666667,0.0342857142857143,-0.00101914909841739,-0.0348717948717949,-0.0348717948717949,-0.0348717948717949,-0.0334012066365008,0.064156862745098,0.0267272727272727,0.0333939393939394,0.0227272727272727,-0.097734778121775,0.087439162658786,-0.023150036954915,0.176597395969393,-0.0556294579982736,0,-0.0157671957671958,-0.0533014354066986,0.0333333333333333,0.0666666666666667,-0.0690909090909091,0.0490196078431372,0.033036223036223,-0.0737088260521546,0.0559963520291838,0.0228418640183346,0.0544785488079857,0.0490196078431372,0.08334213080363,0.0187826086956522,0.0173333333333333,-0.0669861884147599,0.05625,-0.0621362229102167,0.0865512225684349,-0.163341063386435,-0.0962962962962963
"FOXC2",-0.0508736559139785,-0.153648617019812,-0.0333333333333333,-0.0647798742138365,-0.05,0.1,-0.0559963520291838,-0.0577204899602182,-0.053855883801759,0,-0.0568659172465751,0,-0.023573515629307,-0.0390374331550802,-0.0272727272727273,0.02,0.0563942189118532,-0.0666666666666667,0.0342857142857143,-0.00101914909841739,-0.0348717948717949,-0.0348717948717949,-0.0348717948717949,-0.0334012066365008,0.064156862745098,0.0267272727272727,0.0333939393939394,0.0227272727272727,-0.097734778121775,0.087439162658786,-0.023150036954915,0.176597395969393,-0.0556294579982736,0,-0.0157671957671958,-0.0533014354066986,0.0333333333333333,0.0666666666666667,-0.0690909090909091,0.0490196078431372,0.033036223036223,-0.0737088260521546,0.0559963520291838,0.0228418640183346,0.0544785488079857,0.0490196078431372,0.08334213080363,0.0187826086956522,0.0173333333333333,-0.0669861884147599,0.05625,-0.0621362229102167,0.0865512225684349,-0.163341063386435,-0.0962962962962963
"RKIP",0.0976393442622951,-0.00243788091889358,0.1,-0.0911746031746032,0.1,0.2,0,0.00384615384615385,0.000680898049319102,-0.13,-0.001417004048583,0.1,-0.0590168745414527,-0.0696551724137931,-0.08,0.185714285714286,0.024048174048174,0,0.173214285714286,0.146316400434047,0.0256493506493507,0.0256493506493507,0.0256493506493507,0.0247946497946498,0.156889483065954,0.04,0.04,0.0333333333333333,-0.0718660927785748,0.0515760441292356,-0.0278504672897196,-0.310205746925453,-0.0989247311827957,-0.2,-0.164123376623377,-0.0202020202020202,0,0,-0.0111111111111111,0,-0.00625002611838943,-0.221708864793015,0.00526315789473684,-0.0960898180410376,-0.00195316268036236,0,0.177265331219596,-0.0942055694658041,-0.0971758664955071,-0.0401960784313725,-0.096,-0.0522974653275945,-0.174313743735768,-0.171927497789567,-0.0582974653275944
"SUFU",-0.0254233454233454,-0.474878922046322,0.00333333333333333,-0.195785793154214,-0.0133333333333333,0.1,-0.222435897435897,-0.219090172528834,-0.327082357381423,-0.00769230769230769,-0.32518018346838,0.0533333333333333,0.00536045026140404,0.0117434289848083,0.0013986013986014,0.167428571428571,0.0986002886002886,-0.306666666666667,0.152043956043956,0.119016003671946,-0.0716202611494325,-0.0716202611494325,-0.0716202611494325,-0.0716202611494325,0.217788660440577,-0.0554054054054054,-0.0607245543415756,-0.05,0.0330950274749977,0.247425333230957,0.0561880651897019,0.436541375686785,-0.247735582074935,-0.171428571428571,-0.155399660741943,-0.0993939393939394,0.3,0.2,-0.0971212121212121,0.323333333333333,0.0283476523200361,-0.108548512261803,0.328187702265372,-0.0565869785880262,0.326417395744594,0.216666666666667,0.23034257257899,-0.0682845601425651,-0.0638965693804403,-0.0856179722748206,0.0204040404040404,-0.0436320244092712,0.135006329162831,-0.158595042624959,-0.0535540939977968
"TWIST1",0.160220107819541,0.107282770992448,0.155555555555556,-0.0149347728295097,0.151555555555556,0.1,0.074344193817878,0.075944193817878,0.0737082883153922,0.0733333333333333,0.0744739850994657,0.166666666666667,0.0896345503603265,0.0961022120518688,0.0776811594202898,0.142307692307692,0.00318497016610224,0.080952380952381,0.118498168498168,0.0506843177434375,-0.0300113888032927,-0.0300113888032927,-0.0300113888032927,-0.0310387860635666,-0.0767050779121717,-0.0850365726227795,-0.0912865726227795,-0.0884848484848485,-0.0403298034876982,-0.0736525859225956,0.0860473926683376,0.224135931497218,-0.0208073159424562,-0.15,-0.13036257527783,0.00341880341880342,-0.0666666666666667,-0.080952380952381,0.0111111111111111,-0.0753968253968254,0.0476120602312825,-0.0231823457966915,-0.0732691658223573,-0.0636865958899857,-0.0734207667512749,-0.0753968253968254,-0.0847077087226145,-0.0617677984014618,-0.0634179634179634,-0.0726328574154661,-0.16662404870624,-0.0424266371634793,-0.0188929811577125,-0.0818295077016007,-0.0251615593079008
"FUS",-0.0204040404040404,-0.472302809634144,0.0533333333333333,-0.190890688259109,0.00333333333333333,0.1,-0.216666666666667,-0.222435897435897,-0.32518018346838,0,-0.328187702265372,0.133333333333333,0.0117434289848083,0.0013986013986014,-0.00769230769230769,0.171428571428571,0.0993939393939394,-0.3,0.167428571428571,0.120653111448208,-0.0738036672629696,-0.0738036672629696,-0.0738036672629696,-0.0716202611494325,0.215108248069443,-0.05,-0.0554054054054054,-0.0666666666666667,0.034061211049877,0.252823790814504,0.0607245543415756,0.432783959734248,-0.251298527443106,-0.1,-0.152043956043956,-0.0971212121212121,0.2,0.2,-0.112121212121212,0.306666666666667,0.0231431913534934,-0.110081732023302,0.323333333333333,-0.0638158942506769,0.327082357381423,0.2,0.231777979277555,-0.0638965693804403,-0.0684126984126984,-0.0778628702340043,0.0133333333333333,-0.0368687393851166,0.135521262221533,-0.154872958257713,-0.0493624772313297
"SMO",-0.0133333333333333,-0.460501567398119,0.133333333333333,-0.194736842105263,0.0533333333333333,0,-0.2,-0.216666666666667,-0.328187702265372,-0.1,-0.323333333333333,0.1,0.0013986013986014,-0.00769230769230769,0,0.1,0.0971212121212121,-0.2,0.171428571428571,0.124191286494763,-0.0668269230769231,-0.0668269230769231,-0.0668269230769231,-0.0738036672629696,0.215631808278867,-0.0666666666666667,-0.05,-0.0666666666666667,0.0248587570621469,0.256502720580391,0.0554054054054054,0.425423097974822,-0.248888888888889,-0.1,-0.167428571428571,-0.112121212121212,0.1,0.1,-0.0666666666666667,0.3,0.0290837854128993,-0.102534562211982,0.306666666666667,-0.0710622710622711,0.32518018346838,0.2,0.23659549752573,-0.0684126984126984,-0.07,-0.0850793650793651,-0.00333333333333333,-0.0350282485875706,0.130315782769478,-0.152241379310345,-0.0444444444444444
"SRC",-0.0410457516339869,0.143476135832377,-0.0833333333333333,0.197142857142857,-0.0433333333333333,-0.1,0.1,0.0950819672131148,0.0938624550179928,0.1,0.0950819672131148,-0.0333333333333333,0.128892700590814,0.123232323232323,0.145454545454545,-0.2,0.0709523809523809,0,-0.176923076923077,0.0864354138602006,0.123754693366708,0.123754693366708,0.123754693366708,0.114663784275799,-0.00277883036503726,-0.104166666666667,-0.0803571428571429,-0.0666666666666667,-0.0992213237496256,0.0058008658008658,0.0839935064935065,0.0455158771473191,0.080059985885674,0.1,0.171367521367521,-0.0638095238095238,0,-0.1,-0.04,-0.1,-0.0158893280632411,0.0376558144350549,-0.1,0.08987090367428,-0.0954284505437199,-0.1,-0.013040293040293,0.0665303461356093,0.0800438596491228,-0.0965461062235256,0.0322222222222222,-0.0292527702905061,-0.172973714738421,-0.0530952380952381,-0.139470284237726
"SOSGRB2",-0.00659962287869265,-0.0285616061606161,0,0.00361111111111111,0,0.1,-0.0226190476190476,-0.0240683229813665,-0.0266732047510079,-0.0476190476190476,-0.0287784679089027,0,0.0244803244803245,0.0214500214500215,0.00793650793650794,0.0666666666666667,0.0525164975869201,0,0.0508771929824561,0.1362457002457,0.0291902071563088,0.0291902071563088,0.0291902071563088,0.025344053310155,0.0345507246376812,0.0428571428571429,0.0428571428571429,0.0428571428571429,-0.0355639097744361,-0.0311209407703096,-0.0364741641337386,-0.185621535561816,-0.0114995213121976,-0.1,-0.0508771929824561,-0.0426573426573427,0,0,-0.0272727272727273,0.0142857142857143,0.0040744279623603,-0.0682366737739872,0.0273291925465838,0.00284090909090909,0.0268644093399181,0.0142857142857143,0.186548499971319,0.00371005338747274,0.00301075268817204,0.00778508771929825,-0.0027027027027027,-0.02734335839599,-0.138522897098822,-0.0563369963369963,-0.0287719298245614
"IKK",0.0859514687100894,0.0540476190476191,0.12,-0.0915966386554622,0.1,0.2,0.0388888888888889,0.0311965811965812,0.0295016659423439,0,0.0311965811965812,0.1,0.033968253968254,0.0228571428571429,0.0428571428571429,0.285714285714286,-0.0759018759018759,0.05,0.202380952380952,0.0792991366175724,-0.0878402903811252,-0.0878402903811252,-0.0878402903811252,-0.0906571917895759,0.0802287581699346,-0.0722222222222222,-0.0585858585858586,-0.05,-0.0400701754385965,0.0423260073260073,0.0593858585858586,0.260328588056227,-0.0306357388316151,-0.3,-0.19967824967825,0.0774891774891775,-0.1,-0.05,0.0727272727272727,-0.0388888888888889,0.0176477146042363,-0.099286118179248,-0.0388888888888889,-0.0876160990712074,-0.0295016659423439,-0.0388888888888889,0.129679803591814,-0.0941212871287129,-0.08125,-0.117030965391621,-0.0962962962962963,-0.027077694235589,-0.0549543668479696,-0.165281385281385,-0.0278388278388278
"NFB",0.0907707458185232,0.0505015197568389,0.1,-0.0905440070765148,0.0962962962962963,0.3,0.0311965811965812,0.0300729856909632,0.0295016659423439,0.0428571428571429,0.0295016659423439,0.12,0.0424649859943978,0.033968253968254,0.0228571428571429,0.202380952380952,-0.0739663920309082,0.0388888888888889,0.19967824967825,0.0791935399966642,-0.0906571917895759,-0.0906571917895759,-0.0906571917895759,-0.0906571917895759,0.078641456582633,-0.0585858585858586,-0.0593858585858586,-0.0722222222222222,-0.0358556160516233,0.0407573798750269,0.063183326940289,0.262970864478991,-0.0363911345150684,-0.285714285714286,-0.188567138567139,0.0759018759018759,-0.05,-0.0388888888888889,0.0774891774891775,-0.0388888888888889,0.0131159925498557,-0.106683378453221,-0.0311965811965812,-0.0965446704997789,-0.0289526463345008,-0.0388888888888889,0.128849238807761,-0.0878015845264824,-0.0941212871287129,-0.109338657699313,-0.0859514687100894,-0.0259282689482327,-0.0531887167677128,-0.166476604404891,-0.0259157509157509
"Wnt",0.0192640692640693,0.272121212121212,0,0.124242424242424,-0.05,-0.1,0.225,0.240789473684211,0.247932330827068,0.1,0.240789473684211,0,-0.0294117647058824,0,0,-0.0666666666666667,-0.0130952380952381,0.1,-0.126666666666667,-0.0459745762711864,0.0300751879699248,0.0300751879699248,0.0300751879699248,0.0346206425153794,-0.112941176470588,-0.1,-0.133333333333333,-0.1,-0.0348158775705404,-0.160344827586207,0.111594202898551,-0.122413793103448,0.127450980392157,0.1,0.114166666666667,0.0214285714285714,0,-0.2,-0.05,-0.2,-0.014949494949495,0.0983954451345756,-0.225,0.0569230769230769,-0.24594557586018,-0.3,-0.273970640887934,0.0412641621943948,0.0435897435897436,0.055,0.00454545454545455,-0.00923003347680536,-0.130856843130643,0.0450202429149798,0.00784313725490196
"DSH",-0.0361451300200558,-0.289872168847736,0.00454545454545455,-0.124907612712491,-0.0192640692640693,0.0666666666666667,-0.247932330827068,-0.245971546513342,-0.249278909193514,0,-0.24594557586018,0.05,0.0197487182007306,0.0220043572984749,0.0294117647058824,0.114166666666667,0.00791218585336233,-0.225,0.114166666666667,0.0424567121172799,-0.0306836346413636,-0.0306836346413636,-0.0306836346413636,-0.029283074417274,0.121958400381429,0.111594202898551,0.116356107660455,0.133333333333333,0.0398131489512218,0.155510404468721,-0.120188860273696,0.13514079207151,-0.124279733034863,-0.126666666666667,-0.115316091954023,-0.00721288515406163,0.2,0.225,-0.0130952380952381,0.240789473684211,0.0236385193397389,-0.105310559006211,0.247932330827068,-0.0347506245154621,0.249367956388527,0.240789473684211,0.268316318900367,-0.0423221766539257,-0.0291146294841144,-0.0704595404595405,0.0257156821672951,-0.00917645284111777,0.136069774770265,-0.054705131669636,-0.0120040249109352
"Frizzled",-0.0257156821672951,-0.286074700493305,0.05,-0.115151515151515,0.00454545454545455,0.1,-0.240789473684211,-0.247932330827068,-0.24594557586018,0,-0.247932330827068,0,0.0220043572984749,0.0294117647058824,0,0.126666666666667,0.00721288515406163,-0.2,0.114166666666667,0.0437523540489642,-0.0346206425153794,-0.0346206425153794,-0.0346206425153794,-0.0306836346413636,0.117703081232493,0.133333333333333,0.111594202898551,0.1,0.0476871646992533,0.158526645768025,-0.116356107660455,0.12966931360818,-0.13048128342246,-0.0666666666666667,-0.114166666666667,-0.0130952380952381,0.1,0.3,-0.0214285714285714,0.225,0.021199494949495,-0.107919254658385,0.240789473684211,-0.0505400981996727,0.249278909193514,0.225,0.269461357068305,-0.0291146294841144,-0.0412641621943948,-0.0585714285714286,0.0192640692640693,-0.00760164969151148,0.136684348958149,-0.0473458243103286,0.00644257703081232
