"","cateninnuc","FOXC2","CD44","cateninmemb","cMet","Frizzled","SRC","TWIST1","Destcompl","DSH","TGFR","TGF","Ecadherin","Patched","miR200","SMO","RAS","RAF","DELTA","SMAD","ILK","HEY1","SNAI2","GSK3","SNAI1","EGR1","cfos","ERK","MEK","Jagged","Csl","AKT","NOTCH","NOTCHic","IKK","RKIP","NFB","TrCP","ZEB2","ZEB1","Csn","SUFU","LIV1","PI3K","FUS","SHH","SOSGRB2","PAK1","CDC42","KLF4","STAT","Wnt","GLI","TCFLEF","AXIN2"
"Patched",0.215134843581446,-0.085,0.206666666666667,0.130573476702509,0.2,0.3,0.2,0.0462962962962963,0.191128871128871,0.2,-0.233333333333333,-0.241666666666667,-0.0237486515641855,0.186666666666667,-0.0380952380952381,0.266666666666667,0.273076923076923,0.273076923076923,0.273076923076923,-0.0833333333333333,-0.0833333333333333,-0.0743589743589744,0.300781609195402,0.220879120879121,-0.126344086021505,-0.1,-0.1,-0.12,0.127692307692308,0.185396825396825,0,0.192857142857143,0.0242424242424242,0.0333333333333333,0.15,0.0942857142857143,0.1,0,-0.05,-0.05,0,-0.2,-0.1,-0.273076923076923,-0.3,-0.174166666666667,0.0666666666666667,0.233333333333333,0.233333333333333,-0.0166666666666667,-0.1,-0.3,-0.3125,-0.212222222222222,-0.361038961038961
"PI3K",0.107616404121582,-0.00215331010452962,0.109624674842066,-0.00949041021580132,0.101932367149758,0.0888888888888889,0.0888888888888889,0.0882168595639729,0.245811971175468,0.1,-0.0176470588235294,-0.0152080344332855,-0.108013489313208,0,-0.0238030504423947,0,0.0351572080887149,0.031047619047619,0.031047619047619,-0.0294101640656262,-0.0254101640656262,-0.0164732788484176,0.0546602007929803,0.0157287157287157,-0.0369484702093398,0.0333333333333333,0.019047619047619,0.00140056022408963,-0.00303990448638472,0.056578947368421,0.1,-0.141779788838612,0.103225806451613,0.1,-0.13921568627451,0.0334033613445378,-0.133333333333333,-0.2,-0.0470876543810961,-0.0470876543810961,-0.166666666666667,0,-0.1,-0.031047619047619,0,-0.00555555555555555,0.0126923076923077,0,0.0176470588235294,-0.0407894736842105,-0.1,-0.101932367149758,-0.109624674842066,-0.109059703090654,-0.149904761904762
"ILK",0.107616404121582,-0.00215331010452962,0.109624674842066,-0.00949041021580132,0.101932367149758,0.0888888888888889,0.0888888888888889,0.0882168595639729,0.245811971175468,0.1,-0.0176470588235294,-0.0152080344332855,-0.108013489313208,0,-0.0238030504423947,0,0.0351572080887149,0.031047619047619,0.031047619047619,-0.0294101640656262,-0.0254101640656262,-0.0164732788484176,0.0546602007929803,0.0157287157287157,-0.0369484702093398,0.0333333333333333,0.019047619047619,0.00140056022408963,-0.00303990448638472,0.056578947368421,0.1,-0.141779788838612,0.103225806451613,0.1,-0.13921568627451,0.0334033613445378,-0.133333333333333,-0.2,-0.0470876543810961,-0.0470876543810961,-0.166666666666667,0,-0.1,-0.031047619047619,0,-0.00555555555555555,0.0126923076923077,0,0.0176470588235294,-0.0407894736842105,-0.1,-0.101932367149758,-0.109624674842066,-0.109059703090654,-0.149904761904762
"SMO",0.214382963882197,-0.0918965517241379,0.212222222222222,0.131544350488917,0.206666666666667,0.3,0.2,0.0433551198257081,0.189578483531972,0.3,-0.241666666666667,-0.249774774774775,-0.0300217142948129,0.174166666666667,-0.026702833031947,0.186666666666667,0.277728085867621,0.273076923076923,0.273076923076923,-0.0849206349206349,-0.0833333333333333,-0.0791208791208791,0.303638752052545,0.217966499519898,-0.135867895545315,-0.1,-0.12,-0.127692307692308,0.148904428904429,0.188968253968254,0.0333333333333333,0.212857142857143,0.0242424242424242,0.0242424242424242,0.192857142857143,0.0998412698412698,0.15,0,-0.0449152542372881,-0.0449152542372881,0.1,-0.3,-0.1,-0.273076923076923,-0.266666666666667,-0.179722222222222,0.0614035087719298,0.233333333333333,0.233333333333333,-0.0416666666666667,-0.2,-0.3125,-0.318055555555556,-0.215134843581446,-0.371383788625168
"Wnt",0.0942887018871682,-0.0582186234817814,0.0802631578947368,-0.0224152542372881,0.075,0,0.1,0.00235294117647059,0.215769236756488,0,-0.0733333333333333,-0.0776811594202899,-0.130081300813008,-0.00909090909090909,-0.0136363636363636,0,0.0744702665755297,0.0699248120300752,0.0699248120300752,-0.0297753925660902,-0.0367521367521367,-0.0256410256410256,0.139396551724138,0.0909090909090909,0.00357142857142857,0,0.0333333333333333,0.0333333333333333,-0.0156862745098039,0.0474509803921569,0.1,-0.00666666666666668,0.0857142857142857,0.0857142857142857,-0.00666666666666668,0.0133333333333333,-0.0666666666666667,-0.1,-0.0172166427546628,-0.0172166427546628,-0.1,0,0,-0.0699248120300752,0,0.0138528138528139,0.0242424242424242,0.1,0.0666666666666667,-0.0294117647058824,-0.1,-0.075,-0.0802631578947368,-0.0909774436090225,-0.124242424242424
"KLF4",-0.327815503530691,-0.181019358741682,-0.320183588096513,-0.310768779549267,-0.312357501139991,-0.296078431372549,-0.296078431372549,-0.279498910675381,-0.209035992449674,-0.266666666666667,-0.0117575757575758,-0.0083429416112343,-0.0903307526939634,-0.2625,-0.00212047212047212,-0.25,-0.330173453996983,-0.322820512820513,-0.322820512820513,0.0121159420289855,0.0106666666666667,-0.00294881588999236,-0.295357969644174,-0.221475848995184,-0.0204977395007328,0.16,0.187272727272727,0.204919786096257,-0.216259992281824,-0.308865567216392,-0.0709090909090909,-0.298624338624339,-0.0719400187441425,-0.0709090909090909,-0.283809523809524,0.0459389816532674,-0.26,-0.1,-0.0121310629514964,-0.0121310629514964,-0.2,0.2,0.233333333333333,0.322820512820513,0.233333333333333,0.267876344086022,0.202587192681532,0.00909090909090909,0.0130909090909091,-0.037037037037037,0.266666666666667,0.312357501139991,0.320978190795163,0.325200310504539,0.379090987764318
"cateninmemb",0.0523603378542112,0.08591924797835,0.0522668508952932,-0.0415659213987919,0.0512635064136878,0.0486548107615139,0.0486548107615139,0.0330597485424958,0.0826886251199761,0.0509803921568627,0.00131855136733185,0.000414392235324622,-0.027428204446762,0.038508064516129,0.00177393060074624,0.0395833333333333,0.135664829747971,0.134547511312217,0.134547511312217,-0.0078773204196933,-0.00666666666666667,-0.00221430365923063,0.118078442985878,0.0887857752501237,0.0106082865051158,-0.110909090909091,-0.122673796791444,-0.123704724626495,0.128018450116691,0.04888149226822,0.0161722488038278,0.131063011063011,0.0147695737568803,0.0151413209687762,0.128465608465608,-0.0255481899944179,0.124761904761905,0.1,0.00805359509730557,0.00805359509730557,0.12,-0.0333333333333333,-0.0333333333333333,-0.134547511312217,-0.0333333333333333,-0.0400828676657353,-0.10396015768409,-0.00509090909090909,-0.00375757575757576,0.0146272855133615,-0.0509803921568627,-0.0521030866235829,-0.0527697532902495,-0.0526404498990292,-0.152683452044005
"Ecadherin",0.328655839665145,0.179417528078066,0.325200310504539,0.312179035959524,0.320183588096513,0.312357501139991,0.312357501139991,0.280057569893258,0.208383615935229,0.296078431372549,0.0083429416112343,0.0052688005624097,-0.0107403281239529,0.267876344086022,0.00267913133834921,0.2625,0.33464272774,0.330173453996983,0.330173453996983,-0.0138108572832228,-0.0121159420289855,0.000935393071200414,0.297224315219129,0.221475848995184,0.0185990053235176,-0.187272727272727,-0.204919786096257,-0.216259992281824,0.225279600124961,0.312755727399458,0.0709090909090909,0.307715247715248,0.0715682715322465,0.0719400187441425,0.298624338624339,-0.0448153861476494,0.283809523809524,0.2,0.0116571293022073,0.0116571293022073,0.26,-0.233333333333333,-0.266666666666667,-0.330173453996983,-0.25,-0.271025950385234,-0.210481929523638,-0.0130909090909091,-0.0117575757575758,0.0345053914674168,-0.296078431372549,-0.320978190795163,-0.326311524128497,-0.327815503530691,-0.387544596011741
"HEY1",0.327815503530691,0.181019358741682,0.320183588096513,0.310768779549267,0.312357501139991,0.296078431372549,0.296078431372549,0.279498910675381,0.209035992449674,0.266666666666667,0.0117575757575758,0.0083429416112343,0.0903307526939634,0.2625,0.00212047212047212,0.25,0.330173453996983,0.322820512820513,0.322820512820513,-0.0121159420289855,-0.0106666666666667,0.00294881588999236,0.295357969644174,0.221475848995184,0.0204977395007328,-0.16,-0.187272727272727,-0.204919786096257,0.216259992281824,0.308865567216392,0.0709090909090909,0.298624338624339,0.0719400187441425,0.0709090909090909,0.283809523809524,-0.0459389816532674,0.26,0.1,0.0121310629514964,0.0121310629514964,0.2,-0.2,-0.233333333333333,-0.322820512820513,-0.233333333333333,-0.267876344086022,-0.202587192681532,-0.00909090909090909,-0.0130909090909091,0.037037037037037,-0.266666666666667,-0.312357501139991,-0.320978190795163,-0.325200310504539,-0.379090987764318
"FOXC2",0.327815503530691,0.181019358741682,0.320183588096513,0.310768779549267,0.312357501139991,0.296078431372549,0.296078431372549,0.279498910675381,0.209035992449674,0.266666666666667,0.0117575757575758,0.0083429416112343,0.0903307526939634,0.2625,0.00212047212047212,0.25,0.330173453996983,0.322820512820513,0.322820512820513,-0.0121159420289855,-0.0106666666666667,0.00294881588999236,0.295357969644174,0.221475848995184,0.0204977395007328,-0.16,-0.187272727272727,-0.204919786096257,0.216259992281824,0.308865567216392,0.0709090909090909,0.298624338624339,0.0719400187441425,0.0709090909090909,0.283809523809524,-0.0459389816532674,0.26,0.1,0.0121310629514964,0.0121310629514964,0.2,-0.2,-0.233333333333333,-0.322820512820513,-0.233333333333333,-0.267876344086022,-0.202587192681532,-0.00909090909090909,-0.0130909090909091,0.037037037037037,-0.266666666666667,-0.312357501139991,-0.320978190795163,-0.325200310504539,-0.379090987764318
"SNAI2",0.392358260608014,0.222655999175943,0.379090987764318,0.389711514705157,0.365112493140662,0.341168831168831,0.341168831168831,0.32508792235168,0.258482874923941,0.305454545454545,0.0114989585577821,0.00963560452051501,0.28323901853981,0.307779111644658,0.0051893370158266,0.289411764705882,0.38134615929182,0.369930634177664,0.369930634177664,-0.0113796013721885,-0.00898725687458082,0.0104882459312839,0.559730652440987,0.268491913046928,0.0190821315584042,-0.166666666666667,-0.207843137254902,-0.233333333333333,0.24954954954955,0.365715574244339,0.128070175438597,0.335822600747819,0.126315789473684,0.126315789473684,0.312931034482759,-0.041525641025641,0.275,0.1,0.0134164044472415,0.0134164044472415,0.2,-0.2,-0.26,-0.369930634177664,-0.26,-0.317638266574235,-0.234584178498986,-0.00588235294117647,-0.0106442577030812,0.0376923076923077,-0.305454545454545,-0.365112493140662,-0.379550995814459,-0.387544596011741,-0.430831609315391
"cateninnuc",0.219081472984238,0.178531812449845,0.318154550763246,0.26933073765782,0.314583122191818,0.309240987323179,0.308061383061383,0.234491452380589,0.220553293881375,0.294172494172494,0.0062220538082607,0.00403864769472359,0.132349280795944,0.241619206009798,-0.00159809775015879,0.236029143897996,0.400446795446795,0.397753192753193,0.397753192753193,-0.0205599692107196,-0.0187864357864358,-0.0119563598301093,0.348646177429356,0.238328797237747,0.0717995806115106,-0.213768115942029,-0.22487922705314,-0.238803277686052,0.244307864842015,0.295667487598977,0.00200878844946642,0.365243371212121,0.00155424299492096,0.00200878844946642,0.358212121212121,-0.106024833727067,0.346212121212121,0.3,0.0170940540782167,0.0170940540782167,0.325,-0.211111111111111,-0.278787878787879,-0.397753192753193,-0.231111111111111,-0.242708530628534,-0.226414128240056,-0.0142857142857143,-0.00967032967032967,0.0457226936764303,-0.294172494172494,-0.315762726453614,-0.319715295623574,-0.319274789747563,-0.488146335961521
"DSH",-0.0921748910912559,0.0551883204514783,-0.0942887018871682,0.0279298652642667,-0.0909774436090225,-0.0802631578947368,-0.0802631578947368,-0.00853328565468741,-0.217541970471838,-0.075,0.0786335403726708,0.0782851083169217,0.125788490901234,0.00740120094958805,0.0153513026607539,0.0138528138528139,-0.0819428619128773,-0.0799820775991518,-0.0799820775991518,0.0325967644581728,0.0307099720053426,0.0210124328825337,-0.142915425919428,-0.0963116079589398,-0.00544858523119393,-0.0333333333333333,-0.0156862745098039,-0.0156862745098039,0.016438154209052,-0.0528068648178087,-0.0857142857142857,0.020316091954023,-0.0922959393547629,-0.0915966386554622,0.0191666666666667,-0.00983682983682983,0.00666666666666668,0.0666666666666667,0.0214031243949529,0.0214031243949529,0.00666666666666668,0,0.1,0.0799820775991518,-0.00909090909090909,-0.00433371628701136,-0.0308943089430894,-0.0733333333333333,-0.0776811594202899,0.023863914497838,0.075,0.0909774436090225,0.0942454174652317,0.0919077495062159,0.135860518639441
"RAS",-0.191170920503975,-0.0582539682539682,-0.169837296620776,-0.124577030242398,-0.129411764705882,-0.1,-0.1,-0.211096563011457,-0.160056850754525,-0.1,-0.0423529411764706,-0.0433430401863716,-0.0817278901020224,-0.112,0.0478769230769231,-0.1,-0.0357692307692308,0.0969230769230769,0.0969230769230769,-0.126283240568955,-0.124242424242424,-0.122134387351779,-0.286996425201708,-0.0921576227390181,-0.068377581120944,-0.16,-0.185,-0.158684210526316,0.144958720330237,0.0423772915434654,-0.1,0.176666666666667,-0.114697120158888,-0.105263157894737,0.16,-0.10111320754717,0.166666666666667,0.2,0.0223932253313697,0.0223932253313697,0.2,0.1,0,-0.0969230769230769,0.1,0.134033898305085,-0.0722943722943723,0.06,0.06,0.0378571428571429,0.1,0.129411764705882,0.171078431372549,0.185221912005391,0.183504611330698
"IKK",-0.126355978046602,-0.0248484848484848,-0.12042735042735,-0.0940668177260356,-0.115811965811966,-0.138888888888889,-0.138888888888889,-0.153660130718954,-0.215942508217708,-0.15,0.0277777777777778,0.0349777777777778,0.0110126010536588,-0.101481481481481,0.0189186176142698,-0.12,-0.047610405323654,-0.047610405323654,-0.047610405323654,-0.0556449394939494,-0.0506944444444445,-0.0567595459236326,0.160824006923926,-0.0944871794871795,0.0047427198190557,0.05,0.0357142857142857,0.0397142857142857,-0.0508253968253968,-0.0281521399562637,-0.0909090909090909,0.099034749034749,-0.075036075036075,-0.0766233766233766,0.107142857142857,0.00746812386156648,0.257142857142857,0.2,0.0238145363408521,0.0238145363408521,0.3,0.1,0.1,0.047610405323654,0.12,0.0945849297573435,0.0701680672268908,-0.05,-0.0277777777777778,0.0227106227106227,0.15,0.115811965811966,0.12042735042735,0.125512096190062,0.163333333333333
"GSK3",-0.0925696279333612,0.0543908722856091,-0.0919077495062159,0.0266920226471137,-0.0942887018871682,-0.0909774436090225,-0.0909774436090225,-0.00738091689668484,-0.216661378714177,-0.0802631578947368,0.0782851083169217,0.0782851083169217,0.124899455669097,0.00433371628701136,0.018047668428632,0.00740120094958805,-0.0817327778792638,-0.0819428619128773,-0.0819428619128773,0.032746689495654,0.0325967644581728,0.022742536688762,-0.142656582088539,-0.195313271852451,-0.00489487537515849,-0.0156862745098039,-0.0156862745098039,-0.016438154209052,0.0153017905726884,-0.0520769378105095,-0.0915966386554622,0.0168972885352196,-0.0920361990950226,-0.0922959393547629,0.020316091954023,-0.00958620327041379,0.0191666666666667,0.00666666666666668,0.0242263041869291,0.0242263041869291,0.00666666666666668,-0.00909090909090909,0.075,0.0819428619128773,-0.0138528138528139,-0.00433371628701136,-0.0285687275477406,-0.0776811594202899,-0.0786335403726708,0.0200471206047082,0.0802631578947368,0.0942454174652317,0.0918869268991939,0.0921748910912559,0.136012725640963
"SHH",-0.212222222222222,0.075,-0.2,-0.125017921146953,-0.2,-0.2,-0.1,-0.05,-0.196623376623377,-0.2,0.233333333333333,0.233333333333333,0.0227777777777778,-0.266666666666667,0.0166666666666667,-0.3,-0.273076923076923,-0.25,-0.25,0.0833333333333333,0.0666666666666667,0.0666666666666667,-0.296781609195402,-0.225641025641026,0.116666666666667,0,0.1,0.1,-0.12,-0.174285714285714,-0.1,-0.15,-0.0333333333333333,0,-0.1,-0.08,0,0,0.025,0.025,0,0.2,0,0.25,0.2,0.186666666666667,-0.1,-0.2,-0.233333333333333,0.05,0.1,0.3,0.3,0.206666666666667,0.342857142857143
"Frizzled",-0.0919077495062159,0.0582186234817814,-0.0909774436090225,0.0278120796341135,-0.0802631578947368,-0.075,-0.075,-0.00711484593837535,-0.218687008639777,0,0.0776811594202899,0.0786335403726708,0.127983398715106,0.0138528138528139,0.0214488636363636,0.00909090909090909,-0.0799820775991518,-0.0744702665755297,-0.0744702665755297,0.0307099720053426,0.0297753925660902,0.0192580469176214,-0.143497498096378,-0.0951515151515152,-0.00515873015873016,-0.0333333333333333,-0.0333333333333333,-0.0156862745098039,0.0156862745098039,-0.0504812834224599,-0.0857142857142857,0.0191666666666667,-0.0915966386554622,-0.0857142857142857,0.00666666666666668,-0.0133333333333333,0.00666666666666668,0.1,0.0261275338437718,0.0261275338437718,0.0666666666666667,0,0.1,0.0744702665755297,0,-0.00740120094958805,-0.0333333333333333,-0.0666666666666667,-0.0733333333333333,0.0151260504201681,0.1,0.0802631578947368,0.0909774436090225,0.0942887018871682,0.131219168428471
"NFB",-0.123297154517191,-0.0212628274779669,-0.125512096190062,-0.0884701968179047,-0.12042735042735,-0.115811965811966,-0.115811965811966,-0.153977591036415,-0.217603637785815,-0.138888888888889,0.0349777777777778,0.0387752461322082,0.0114941419846379,-0.0945849297573435,0.0216376508468982,-0.101481481481481,-0.0500979675127087,-0.047610405323654,-0.047610405323654,-0.0552731922820535,-0.0556449394939494,-0.0603309744950612,0.159197990663764,-0.0980165912518854,0.00446874721631597,0.0357142857142857,0.0397142857142857,0.0508253968253968,-0.0527861811391223,-0.029590988877127,-0.0766233766233766,0.11014586014586,-0.0808425266489783,-0.075036075036075,0.099034749034749,0.00490402129746392,0.107142857142857,0.3,0.0287953792527295,0.0287953792527295,0.257142857142857,0.12,0.15,0.047610405323654,0.12,0.0994042068657773,0.0649049093321539,-0.0277777777777778,-0.0277777777777778,0.0188644688644689,0.138888888888889,0.12042735042735,0.12604532795544,0.126355978046602,0.166170212765957
"AKT",-0.108539481044658,-0.000102328993214743,-0.109059703090654,0.00775748462966472,-0.109624674842066,-0.101932367149758,-0.101932367149758,-0.0872994283713124,-0.244240424442631,-0.0888888888888889,0.0152080344332855,0.0149059196296601,0.106649852949572,-0.00555555555555555,0.0211292536509509,0,-0.0349162442332932,-0.0351572080887149,-0.0351572080887149,0.0304202650757273,0.0294101640656262,0.0202326773446582,-0.0533536681296637,-0.0149222641158125,0.0387028561742521,-0.019047619047619,-0.00140056022408963,-0.00303990448638472,0.00303990448638472,-0.0579034506796793,-0.1,0.0367292837881073,-0.102006294256491,-0.103225806451613,0.141779788838612,-0.0315400073072707,0.13921568627451,0.166666666666667,0.0457177913673975,0.0457177913673975,0.133333333333333,0,0.1,0.0351572080887149,0,0.00555555555555555,-0.00602564102564102,-0.0176470588235294,-0.0176470588235294,0.0450629779577148,0.0888888888888889,0.109624674842066,0.109066015624189,0.107616404121582,0.152431837717036
