"","ZEB2","AXIN2","STAT","SRC","TCFLEF","CD44","cMet","GLI","cfos","Jagged","EGR1","KLF4","MEK","ERK","NOTCH","NOTCHic","RAF","PI3K","SNAI1","RKIP","TWIST1","AKT","NFB","SUFU","ILK","SMAD","HEY1","SHH","TrCP","ZEB1","Patched","SMO","Csn","SNAI2","TGF","TGFR","CDC42","GSK3","FUS","IKK","PAK1","miR200","RAS","SOSGRB2","DELTA","Csl","Ecadherin","Wnt","Frizzled","cateninnuc","cateninmemb","Destcompl","DSH","FOXC2","LIV1"
"IKK",-0.00428571428571428,0.0278571428571429,0.05,0.0166666666666667,0.00492394611038679,0.00435897435897436,0.00897435897435898,0.00435897435897436,0.0642857142857143,0.0539690721649485,0.05,-0.0117216117216117,0.0500634920634921,0.0522857142857143,-0.0367965367965368,-0.0415584415584416,0.114095583787054,0.114095583787054,0.00191546508340401,-0.017304189435337,0.0508823529411765,0.211583011583012,0.114285714285714,-0.1,0.117361111111111,0.120331408140814,0.115789473684211,0.125415070242656,0,-0.0057593984962406,0.118518518518519,0.1,0.1,0.0360103858895156,0.0886787878787879,0.0878787878787879,0.0833333333333333,-0.295384615384615,0.08,-0.214285714285714,0.05,-0.00304347826086956,-0.108461780970152,0.143697478991597,-0.114095583787054,0.0272727272727273,-0.00774508839292208,-0.00897435897435898,-0.0166666666666667,-0.00576782796692687,-0.0250916774101132,-0.205630363419421,-0.05,-0.0823088023088023,-0.1
"NFB",7.11548987411041e-05,-0.0250202634245187,-0.0166666666666667,-0.00897435897435898,-0.00576782796692687,-0.00492394611038679,-0.00435897435897436,-0.00435897435897436,-0.0522857142857143,-0.0554079210858118,-0.0642857142857143,0.00402930402930403,-0.0572530345471522,-0.0500634920634921,0.0361513755062142,0.0367965367965368,-0.108461780970152,-0.108461780970152,-0.00218943768614374,0.008329830460978,-0.0537394957983193,-0.211583011583012,-0.214285714285714,0.08,-0.120331408140814,-0.116985683233751,-0.121146616541353,-0.129029528073982,0.1,0.00154483910926742,-0.125415070242656,-0.118518518518519,-0.114285714285714,-0.0354006297919546,-0.0880458764863828,-0.0886787878787879,-0.0878787878787879,0.29499245852187,-0.1,0.211583011583012,-0.0833333333333333,0.0039498226717457,0.105476706343287,-0.144750110570544,0.108461780970152,-0.0415584415584416,0.00790560203658179,0.00435897435897436,0.00897435897435898,0.00600312208457393,0.0256196605146538,0.206959267073906,0.0166666666666667,0.0890817106753362,0.05
"SOSGRB2",0.00199248120300752,-0.177275852585259,-0.1,-0.142857142857143,-0.141804511278195,-0.142857142857143,-0.147204968944099,-0.14684265010352,0.0253968253968254,-0.037663622268726,0.0142857142857143,-0.00657894736842105,0.0233493233493233,0.0172887172887173,0.0664434157391904,0.065034965034965,0.00602636534839925,0.00602636534839925,0.00636744847192608,-0.066264619883041,0.0761159420289855,0.0016812865497076,0.0111111111111111,0,0.00967741935483871,0.0103767200541394,0.00340909090909091,0.0340771003561701,0,-0.000989974937343358,0.0247747747747748,0.0166666666666667,0,0.0374920184335916,0.0449949341438703,0.0442857142857143,0.0442857142857143,-0.226270603325302,0,-0.00584795321637427,0.0142857142857143,-0.00278655490804511,-0.00346226278429668,0.0527777777777778,-0.00602636534839925,-0.0727272727272727,0.0809733971286554,0.151190476190476,0.142857142857143,0.141995715867106,0.138311181311181,-0.195643320139964,0.1,-0.0286446886446886,0
"NOTCH",0.00861513687600644,0.115876010781671,0.1,0.12,0.057029637029637,0.0603263403263403,0.0815384615384615,0.0603263403263403,-0.02,-0.0648965848965849,0,0.0123188405797101,0.00619047619047619,0.0133333333333333,-0.0896774193548387,0.02,0.12,0.12,-0.0558974358974359,-0.0529619805481874,-0.0057457627118644,-0.0444444444444444,-0.133333333333333,0.1,-0.0357142857142857,-0.0323809523809524,-0.128260869565217,-0.0867269984917044,0,0.0343800322061192,-0.11025641025641,-0.133333333333333,-0.1,0.0328772534654888,0.0581218637992831,0.0484444444444444,0.0444444444444444,-0.138470916057123,-0.133333333333333,0.0777777777777778,0.1,0.0012987012987013,-0.112753623188406,-0.0568421052631579,-0.12,-0.02,-0.00943520090548954,-0.0815384615384615,-0.12,-0.0598867798867799,-0.0658271284058468,-0.127010716992025,-0.1,-0.000612244897959183,0
"Jagged",0.0123188405797101,0.132857142857143,0,0.1,0.0603263403263403,0.0815384615384615,0.12,0.0815384615384615,0,-0.0574891774891775,0.1,0.0166666666666667,0.0133333333333333,-0.02,0.02,0.02,0.12,0.12,-0.0666666666666667,-0.0564102564102564,-0.021,-0.0777777777777778,-0.1,0,-0.05,-0.0357142857142857,-0.15,-0.11025641025641,0,0.0306763285024155,-0.133333333333333,-0.133333333333333,0,0.0344645550527903,0.0484444444444444,0.0444444444444444,0.1,-0.152107279693487,-0.1,0.133333333333333,0,0.0127272727272727,-0.12,-0.02,-0.12,0,-0.00459649122807019,-0.12,-0.1,-0.057029637029637,-0.0642564477775745,-0.130749034749035,0,0.00142857142857143,0
"DELTA",0.0123188405797101,0.132857142857143,0,0.1,0.0603263403263403,0.0815384615384615,0.12,0.0815384615384615,0,-0.0574891774891775,0.1,0.0166666666666667,0.0133333333333333,-0.02,0.02,0.02,0.12,0.12,-0.0666666666666667,-0.0564102564102564,-0.021,-0.0777777777777778,-0.1,0,-0.05,-0.0357142857142857,-0.15,-0.11025641025641,0,0.0306763285024155,-0.133333333333333,-0.133333333333333,0,0.0344645550527903,0.0484444444444444,0.0444444444444444,0.1,-0.152107279693487,-0.1,0.133333333333333,0,0.0127272727272727,-0.12,-0.02,-0.12,0,-0.00459649122807019,-0.12,-0.1,-0.057029637029637,-0.0642564477775745,-0.130749034749035,0,0.00142857142857143,0
"NOTCHic",0.0197262479871176,0.107542677448338,0.12,0.0815384615384615,0.0598867798867799,0.057029637029637,0.0603263403263403,0.059251071509136,0.0133333333333333,-0.065558836552214,-0.02,0.0123188405797101,-0.00238095238095238,0.00619047619047619,-0.0949405772495756,-0.0896774193548387,0.112753623188406,0.112753623188406,-0.0437281237281237,-0.0459197270270607,0.00117247628184629,-0.0374677002583979,-0.0777777777777778,0.133333333333333,-0.0323809523809524,-0.0302226789996574,-0.126722408026756,-0.0770495791368656,0.1,0.0336392914653784,-0.0867269984917044,-0.11025641025641,-0.133333333333333,0.0342800590767112,0.0638543478757163,0.0581218637992831,0.0484444444444444,-0.135165130933156,-0.133333333333333,0.0444444444444444,0.0444444444444444,-0.00274754147586518,-0.109305347326337,-0.0386602870813397,-0.112753623188406,-0.02,-0.0108134551168219,-0.0603263403263403,-0.0815384615384615,-0.0630928867570089,-0.0696810837811003,-0.126344050325359,-0.12,-0.0135154707044108,-0.1
"Csn",0.0202431761786601,0.198788558388417,0.15,0.160344827586207,0.161105202418871,0.161105202418871,0.161549646863315,0.161112965640608,-0.0357575757575758,0.0286058142312769,-0.0266666666666667,0.0242778136895784,-0.0406953463203463,-0.0396536796536796,0.13268537018537,0.135569985569986,-0.170947344409893,-0.170947344409893,0.0968818442326605,0.103788461328411,-0.0195161290322581,-0.1269,-0.128333333333333,0.0142857142857143,-0.0324223602484472,-0.030108735569784,-0.0409800664451827,-0.054065585979917,0.02,0.0189677419354839,-0.0548852581110646,-0.0516594516594517,-0.12,-0.0487062849088652,-0.131148256331707,-0.129477611940298,-0.129477611940298,0.317570815015975,-0.0365079365079365,0.1325,-0.125,-0.00494563491118534,0.17037152867093,-0.14882047734348,0.170947344409893,-0.136868686868687,0.000744224116913399,-0.161549646863315,-0.160344827586207,-0.161646393038233,-0.056486209597858,0.25384486568303,-0.15,-0.092525641232645,-0.133333333333333
"RKIP",0.0290033476805356,-0.174847632442569,-0.1,-0.133333333333333,-0.137897190528769,-0.13859649122807,-0.13859649122807,-0.143333333333333,0.12,0.0496543778801843,0.12,0.0230033476805356,0.116038151137197,0.109655172413793,0.0614219114219114,0.0575757575757576,0.0561688311688312,0.0561688311688312,0.0199664964174838,-0.156862745098039,0.149266191325015,0.0862554112554113,0.114285714285714,-0.1,0.0875802310654685,0.0885703300753695,0.0787456445993031,0.120196721311475,-0.1,0.0192080344332855,0.112,0.1,0.1,0.12999358862272,0.0904939919893191,0.0914285714285714,0.0866666666666667,-0.188731284475965,0.1,-0.0892857142857143,0.0666666666666667,0.00955385991805474,-0.0484765234765235,0.161269841269841,-0.0561688311688312,-0.0666666666666667,0.0885303487367085,0.143333333333333,0.133333333333333,0.137133831750144,0.14255381431852,-0.185573323406017,0.1,-0.0546271735926908,0
"RAF",0.0290033476805356,-0.174847632442569,-0.1,-0.133333333333333,-0.137897190528769,-0.13859649122807,-0.13859649122807,-0.143333333333333,0.12,0.0496543778801843,0.12,0.0230033476805356,0.116038151137197,0.109655172413793,0.0614219114219114,0.0575757575757576,0.0561688311688312,0.0561688311688312,0.0199664964174838,-0.156862745098039,0.149266191325015,0.0862554112554113,0.114285714285714,-0.1,0.0875802310654685,0.0885703300753695,0.0787456445993031,0.120196721311475,-0.1,0.0192080344332855,0.112,0.1,0.1,0.12999358862272,0.0904939919893191,0.0914285714285714,0.0866666666666667,-0.188731284475965,0.1,-0.0892857142857143,0.0666666666666667,0.00955385991805474,-0.0484765234765235,0.161269841269841,-0.0561688311688312,-0.0666666666666667,0.0885303487367085,0.143333333333333,0.133333333333333,0.137133831750144,0.14255381431852,-0.185573323406017,0.1,-0.0546271735926908,0
"ERK",0.0307606280204931,-0.176812035870387,-0.13859649122807,-0.13859649122807,-0.136762084538248,-0.137133831750144,-0.137897190528769,-0.141882152934785,0.116038151137197,0.0492692307342234,0.109655172413793,0.0292504977033354,0.0224262662718306,0.022704817803864,0.0681186378711502,0.0650715464584078,0.0481590631590632,0.0481590631590632,0.0170640747650621,-0.153549447927536,0.149949003658313,0.0837621570730043,0.0862554112554113,-0.1,0.0845112894849636,0.083295484013839,0.079310335880718,0.11795176535808,-0.114285714285714,0.0201591655418969,0.120850316082717,0.120196721311475,0.0892857142857143,0.130083759948238,0.0913181678134949,0.0904939919893191,0.0904939919893191,-0.190521035584518,0.112,-0.0874318818436465,0.0914285714285714,0.0128175338086636,-0.0484890961623635,0.162240715056249,-0.0481590631590632,-0.0614219114219114,0.0904366327959192,0.142634032634033,0.143333333333333,0.137456528982692,0.141854193522864,-0.188470824738609,0.143333333333333,-0.0589607379262552,0.133333333333333
"MEK",0.0321779508551388,-0.176649434244371,-0.133333333333333,-0.13859649122807,-0.137133831750144,-0.137897190528769,-0.13859649122807,-0.142634032634033,0.109655172413793,0.0504740500113319,0.12,0.0269249163079866,0.022704817803864,0.116038151137197,0.0650715464584078,0.0614219114219114,0.0484765234765235,0.0484765234765235,0.0186844451354325,-0.151599587203302,0.150365092423916,0.0874318818436465,0.0892857142857143,-0.1,0.0885703300753695,0.0845112894849636,0.0823820082356668,0.120850316082717,-0.1,0.0200016852269363,0.120196721311475,0.112,0.114285714285714,0.12999358862272,0.0904939919893191,0.0904939919893191,0.0914285714285714,-0.188976984721666,0.1,-0.0862554112554113,0.0866666666666667,0.0111018475341538,-0.0481590631590632,0.161269841269841,-0.0484765234765235,-0.0575757575757576,0.0894410955490946,0.143333333333333,0.143333333333333,0.136762084538248,0.141578204562423,-0.187456168594302,0.133333333333333,-0.0591316780971953,0.1
"cfos",0.0394154271878243,0.074055829228243,0.1,0.06,0.0464319765309864,0.0414814814814815,0.0414814814814815,0.0441130604288499,0,-0.0841666666666667,0.08,0.0294285714285714,-0.00604274134119381,-0.00434782608695652,-0.101538461538462,-0.1,0.0830065359477124,0.0830065359477124,-0.0161937640418653,-0.017039627039627,0.0217748917748918,-0.0530701754385965,-0.0833333333333333,0.133333333333333,-0.0357142857142857,-0.0389400921658986,-0.0282608695652174,-0.0569608010468226,0.1,0.0434240362811791,-0.0631336405529954,-0.0857142857142857,-0.133333333333333,0.0405671943628148,0.0738477209065444,0.0677871148459384,0.0619047619047619,-0.117397186147186,-0.119047619047619,0.0583333333333333,0.0571428571428571,-0.00570409982174688,-0.0793479993623466,-0.00833333333333333,-0.0830065359477124,0.1,-0.020565965026517,-0.0414814814814815,-0.06,-0.0497653098643198,-0.0505972028833224,-0.0985658822020473,-0.1,-0.0440718726514996,-0.1
"CDC42",0.0394154271878243,0.074055829228243,0.1,0.06,0.0464319765309864,0.0414814814814815,0.0414814814814815,0.0441130604288499,0,-0.0841666666666667,-0.02,0.0294285714285714,-0.00604274134119381,-0.00434782608695652,-0.101538461538462,-0.1,0.0830065359477124,0.0830065359477124,-0.0161937640418653,-0.017039627039627,0.0217748917748918,-0.0530701754385965,-0.0833333333333333,0.133333333333333,-0.0357142857142857,-0.0389400921658986,-0.0282608695652174,-0.0569608010468226,0.1,0.0434240362811791,-0.0631336405529954,-0.0857142857142857,-0.133333333333333,0.0405671943628148,0.0738477209065444,0.0677871148459384,0.0619047619047619,-0.117397186147186,-0.119047619047619,0.0583333333333333,0.157142857142857,-0.00570409982174688,-0.0793479993623466,-0.00833333333333333,-0.0830065359477124,0.1,-0.020565965026517,-0.0414814814814815,-0.06,-0.0497653098643198,-0.0505972028833224,-0.0985658822020473,-0.1,-0.0440718726514996,-0.1
"SNAI1",0.0447586638999342,0.0770157623768554,0.0414814814814815,0.0414814814814815,0.0507308271056991,0.0497653098643198,0.0464319765309864,0.0525867751477156,-0.00604274134119381,-0.0816202935161795,-0.00434782608695652,0.0449538255013971,0.00199313309826807,-0.00204274134119381,-0.0957927786499215,-0.0982417582417582,0.0784389084532557,0.0784389084532557,-0.118867049868991,-0.00806577188809787,0.0197542674716588,-0.0620979532163743,-0.0530701754385965,0.0857142857142857,-0.0428110599078341,-0.0458860906581416,-0.0347734746072342,-0.0644268204642983,0.0833333333333333,0.0476321812565196,-0.0599608010468226,-0.0569608010468226,-0.0583333333333333,0.039221109647681,0.0705106417597085,0.071115480469386,0.0738477209065444,-0.119278974326004,-0.0631336405529954,0.058625730994152,0.0677871148459384,-0.00284956225780748,-0.0790957229031735,0.00123886916993586,-0.0784389084532557,0.101538461538462,-0.0177599202850604,-0.0494789140873865,-0.0441130604288499,-0.0500080599399789,-0.0520037583313286,-0.101617260648163,-0.0414814814814815,-0.0522206699174156,-0.06
"TrCP",0.0448816651299465,0.0746847600458531,0.06,0.0414814814814815,0.0497653098643198,0.0464319765309864,0.0414814814814815,0.0494789140873865,-0.00434782608695652,-0.0823261758691207,0,0.040903981264637,-0.00204274134119381,-0.00604274134119381,-0.0982417582417582,-0.101538461538462,0.0793479993623466,0.0793479993623466,-0.0169097544953259,-0.00764736184625687,0.0223183700357613,-0.058625730994152,-0.0583333333333333,0.119047619047619,-0.0389400921658986,-0.0428110599078341,-0.0312020460358056,-0.0599608010468226,0.133333333333333,0.0482471874065811,-0.0569608010468226,-0.0631336405529954,-0.0833333333333333,0.0391205397516032,0.071115480469386,0.0738477209065444,0.0677871148459384,-0.117760822510823,-0.0857142857142857,0.0530701754385965,0.0619047619047619,-0.00621171403494485,-0.0784389084532557,-0.0014026402640264,-0.0793479993623466,0.1,-0.0191126778292852,-0.0441130604288499,-0.0414814814814815,-0.0507308271056991,-0.052245554531674,-0.100520769420092,-0.06,-0.0523477347204651,-0.1
"PAK1",0.0448816651299465,0.0746847600458531,0.06,0.0414814814814815,0.0497653098643198,0.0464319765309864,0.0414814814814815,0.0494789140873865,-0.00434782608695652,-0.0823261758691207,0,0.040903981264637,-0.00204274134119381,-0.00604274134119381,-0.0982417582417582,-0.101538461538462,0.0793479993623466,0.0793479993623466,-0.0169097544953259,-0.00764736184625687,0.0223183700357613,-0.058625730994152,-0.0583333333333333,0.119047619047619,-0.0389400921658986,-0.0428110599078341,-0.0312020460358056,-0.0599608010468226,0.133333333333333,0.0482471874065811,-0.0569608010468226,-0.0631336405529954,-0.0833333333333333,0.0391205397516032,0.071115480469386,0.0738477209065444,0.0677871148459384,-0.117760822510823,-0.0857142857142857,0.0530701754385965,0.0619047619047619,-0.00621171403494485,-0.0784389084532557,-0.0014026402640264,-0.0793479993623466,0.1,-0.0191126778292852,-0.0441130604288499,-0.0414814814814815,-0.0507308271056991,-0.052245554531674,-0.100520769420092,-0.06,-0.0523477347204651,-0.1
"EGR1",0.0448816651299465,0.0746847600458531,0.06,0.0414814814814815,0.0497653098643198,0.0464319765309864,0.0414814814814815,0.0494789140873865,-0.00434782608695652,-0.0823261758691207,0,0.040903981264637,-0.00204274134119381,-0.00604274134119381,-0.0982417582417582,-0.101538461538462,0.0793479993623466,0.0793479993623466,-0.0169097544953259,-0.00764736184625687,0.0223183700357613,-0.058625730994152,-0.0583333333333333,0.119047619047619,-0.0389400921658986,-0.0428110599078341,-0.0312020460358056,-0.0599608010468226,0.133333333333333,0.0482471874065811,-0.0569608010468226,-0.0631336405529954,-0.0833333333333333,0.0391205397516032,0.071115480469386,0.0738477209065444,0.0677871148459384,-0.117760822510823,-0.0857142857142857,0.0530701754385965,0.0619047619047619,-0.00621171403494485,-0.0784389084532557,-0.0014026402640264,-0.0793479993623466,0.1,-0.0191126778292852,-0.0441130604288499,-0.0414814814814815,-0.0507308271056991,-0.052245554531674,-0.100520769420092,-0.06,-0.0523477347204651,-0.1
