"","GSK3","FOXC2","Ecadherin","Destcompl","cateninmemb","DSH","SNAI1","TWIST1","STAT","Wnt","TCFLEF","GLI","KLF4","CD44","AXIN2","Jagged","NOTCHic","NOTCH","LIV1","SNAI2","RAS","PI3K","DELTA","miR200","ZEB2","AKT","IKK","SMO","HEY1","TrCP","SUFU","FUS","ILK","PAK1","TGFR","SHH","Patched","NFB","Csn","TGF","SMAD","CDC42","RAF","SOSGRB2","Csl","SRC","Frizzled","cateninnuc","cMet","EGR1","ERK","MEK","RKIP","cfos","ZEB1"
"GLI",0.103057236629695,0.0926079291365669,0.169532374327867,0.149721935822936,0.126192012846432,0.18,0.0387897654850297,0.0229722060621891,0.1,0.170284629981025,0.0917231795579011,0.0741144172150672,-0.0521776061776062,0.0969179847527063,0.0848611111111111,-0.0584093830561809,-0.0848474801061008,-0.0877046229632436,0.1,0.110092721126394,0.0997663103546889,0.0983801717408275,0.0983801717408275,0.0010846119824448,0.059615804744837,-0.0523585750089509,-0.064858575008951,0.193076441102757,-0.0837427758055941,0.05,-0.20952380952381,0.17202380952381,-0.0772789840048483,0.156666666666667,-0.152914769030579,-0.185324698430379,-0.184913175796634,0.0464912280701754,0.0833333333333333,-0.148444180795285,-0.0734952002210646,-0.149770114942529,-0.0983801717408275,-0.253487338620082,0.0773474801061008,-0.103225806451613,-0.183225806451613,-0.0954888699344701,-0.0934697088906373,-0.154285714285714,-0.158722943722944,-0.165905264164933,-0.101937562602905,-0.162619047619048,-0.0588516811742618
"PAK1",0.00125757575757576,0.0677881985426635,0.165719022094531,0.129870509607352,0.123599059197007,0.1,0.0268068777038295,0.00980284208545078,0.1,0.0905458089668616,0.0914187454781514,0.0939604431132031,-0.0554426229508197,0.0958631899225959,0.0841726306657992,-0.0541204413769598,-0.0438461538461538,-0.0471428571428571,0.1,0.103411121817294,-0.0713463424295562,-0.0722554333386471,-0.0722554333386471,0.00690951661390598,0.062329204394167,-0.0804337231968811,-0.0896929824561404,0.0858678955453149,-0.0638283799276832,0.0666666666666667,-0.10952380952381,0.0761904761904762,-0.059626216077829,0.0714285714285714,-0.0631398013750955,-0.0786950560391421,-0.0796950560391421,0.0791666666666667,0.116666666666667,-0.060407560937937,-0.0576907322068612,-0.061624649859944,0.0722554333386471,-0.0400852585258526,0.0423076923076923,-0.103703703703704,-0.103703703703704,-0.0948670213402204,-0.0928928928928929,0,-0.00604274134119381,-0.00870940800786048,-0.0897509304691625,-0.00434782608695652,-0.0565400760191445
"EGR1",0.00125757575757576,0.0677881985426635,0.165719022094531,0.129870509607352,0.123599059197007,0.1,0.0268068777038295,0.00980284208545078,0.1,0.0905458089668616,0.0914187454781514,0.0939604431132031,-0.0554426229508197,0.0958631899225959,0.0841726306657992,-0.0541204413769598,-0.0438461538461538,-0.0471428571428571,0.1,0.103411121817294,-0.0713463424295562,-0.0722554333386471,-0.0722554333386471,0.00690951661390598,0.062329204394167,-0.0804337231968811,-0.0896929824561404,0.0858678955453149,-0.0638283799276832,0.0666666666666667,-0.10952380952381,0.0761904761904762,-0.059626216077829,0.0714285714285714,-0.0631398013750955,-0.0786950560391421,-0.0796950560391421,0.0791666666666667,0.116666666666667,-0.060407560937937,-0.0576907322068612,-0.061624649859944,0.0722554333386471,-0.0400852585258526,0.0423076923076923,-0.103703703703704,-0.103703703703704,-0.0948670213402204,-0.0928928928928929,0,-0.00604274134119381,-0.00870940800786048,-0.0897509304691625,-0.00434782608695652,-0.0565400760191445
"Ecadherin",0.124426102833203,0.0187435522005079,0.0393258647289825,0.128024002891582,0.0907237613335174,-0.0274509803921569,0.0767566060122176,0.0500448387921276,-0.0274509803921569,-0.0321823356447631,-0.0278050272207109,-0.0315156689780964,-0.0783403656821378,-0.0309183522518442,0.0141232658621662,-0.0435254143263297,0.0315661224288463,0.0252464198266158,-0.0333333333333333,-0.0875967997800257,0.0177845749386992,0.0161085972850679,0.0161085972850679,0.0353824553265894,0.0626509960432165,-0.00961038961038961,-0.00571428571428572,0.0208333333333333,-0.0262336636912239,0,-0.0333333333333333,0.0333333333333333,-0.0435942028985507,-0.0427272727272727,0.0349223946784922,-0.023999872999746,-0.0326612903225806,0.00571428571428572,0.02,0.0249766442264127,-0.0554586096782117,0.0227272727272727,-0.0161085972850679,-0.0584830429418314,-0.0264114832535885,0.039078887368901,0.039078887368901,0.0288321047183767,0.0312528004123793,0.0272727272727273,0.0109598103533822,0.00586177113769594,-0.0751172583435826,0.00374331550802139,-0.0989445561212761
"NOTCH",-0.0409961685823755,0.0677551020408163,0.051656479909451,0.0128873813733627,0.0275150091409954,0,0.00897435897435897,0.0329152542372881,0,0.0123076923076923,0.0175690975690976,0.0274592074592075,-0.0442028985507246,0.0274592074592075,0.0174932614555256,-0.0711014911014911,0.02,-0.0703225806451613,0,0.13615001556178,-0.0376811594202899,-0.0333333333333333,-0.0333333333333333,0.00926406926406926,0.0627214170692431,-0.0777777777777778,-0.1,0.0916666666666667,0.0282608695652174,0,-0.1,0.0666666666666667,-0.0642857142857143,0.1,-0.0866666666666667,-0.0744720965309201,-0.0685897435897436,0.0666666666666667,0.1,-0.0737634408602151,-0.0476190476190476,-0.0666666666666667,0.0333333333333333,-0.0147368421052632,-0.02,-0.02,-0.02,-0.0220588934874649,-0.0123076923076923,0,-0.02,-0.00571428571428572,-0.0787798408488064,-0.02,-0.0395330112721417
"Wnt",0.356896551724138,0.322429149797571,0.258959949046495,0.279501548903314,0.185974576271186,0,0.158333333333333,0.189411764705882,-0.1,-0.125,-0.116165413533835,-0.119736842105263,-0.096078431372549,-0.119736842105263,-0.0806060606060606,-0.108676470588235,-0.214285714285714,-0.247619047619048,0,0.223620689655172,0.336056049213944,0.340601503759398,0.340601503759398,0,0.0692491630798661,0.101666666666667,0.126666666666667,0.05,-0.103589743589744,-0.1,0,0.1,-0.0991452991452992,-0.1,0.0866666666666667,-0.0716450216450217,-0.0954545454545455,-0.0666666666666667,-0.1,0.0649275362318841,-0.115424368912741,0.0666666666666667,-0.340601503759398,0.0727272727272727,0.2,0.1,0,0.115503161878205,0.125,-0.1,-0.193333333333333,-0.19921568627451,-0.22,-0.133333333333333,-0.153467240554758
"DSH",0.355850358937806,0.309230720320072,0.263900691651856,0.283373519259886,0.192052314787087,-0.125,0.155020703933747,0.185136182132427,-0.125,-0.116165413533835,-0.113122209497253,-0.116819008305076,-0.0829485192135107,-0.115503161878205,-0.0816658192165993,-0.109075812848043,-0.249579831932773,-0.251677734030675,-0.1,0.225246819370967,0.338032272774234,0.33999305708796,0.33999305708796,0.00910823170731707,0.0722662364407455,0.11632183908046,0.126666666666667,0.0716450216450217,-0.118222069084331,-0.0666666666666667,-0.05,0.0954545454545455,-0.105143995080965,-0.0866666666666667,0.0715942028985507,-0.0790267750588352,-0.0845482474514733,-0.101666666666667,-0.126666666666667,0.0698520426198051,-0.109294938477192,0.0649275362318841,-0.33999305708796,0.0550628233555063,0.247619047619048,0.119736842105263,0.119736842105263,0.115348389372587,0.116165413533835,-0.193333333333333,-0.202919389978213,-0.206678788474454,-0.227217782217782,-0.19921568627451,-0.14572575774506
"TCFLEF",0.0665042680223566,0.186210674763421,-0.113528641457317,0.0828712886312042,-0.0732232282733558,-0.0176470588235294,0.15925887687394,0.0665483929943245,-0.0125,0.00162644544997486,-0.0905962249188275,0.00348979948724194,-0.0794961166284696,0.00928922754394453,-0.0201738705738706,0.0468822374770433,0.143057548222541,0.146047581445132,0,-0.123416988636811,-0.0620767657861639,-0.0593172388479248,-0.0593172388479248,0.0132607486221944,0.0732139376218324,-0.106031219832061,-0.0973355676581483,0.0976190476190476,0.00146604497732102,0.114285714285714,-0.0833333333333333,0.116666666666667,-0.0336075036075036,-0.0897435897435897,0.0809194210846026,-0.103001988446279,-0.107296466973886,0.107012987012987,0.087012987012987,0.0812505469124171,-0.034181117374234,0.0781156827668456,0.0593172388479248,-0.0526743436204514,-0.133253626653914,-0.0025,0.00264705882352941,0.0924862592830887,-0.00677350427350427,-0.00571428571428572,0.00339140534262485,0.00747303799568608,-0.0860472057675529,-0.00327526132404181,-0.141779062555378
"GSK3",0.255351190884561,0.309390209953245,0.262353111803321,0.283620084952031,0.195058504000173,-0.119736842105263,0.153802542250469,0.183983813374425,-0.119736842105263,-0.116819008305076,-0.115348389372587,-0.113988819625831,-0.0760782902058771,-0.113122209497253,-0.0806003702059448,-0.109221798249503,-0.251677734030675,-0.249859552212493,-0.125,0.226023350863633,0.340133113110369,0.338032272774234,0.338032272774234,0.0111011977096617,0.0739007089518896,0.123159445918067,0.11632183908046,0.0845482474514733,-0.124796463547999,-0.126666666666667,-0.0954545454545455,0.0716450216450217,-0.109294938477192,-0.0649275362318841,0.0698520426198051,-0.0814191195564429,-0.0790267750588352,-0.126666666666667,-0.101666666666667,0.0711340939018564,-0.10674621284001,0.0715942028985507,-0.338032272774234,0.0564581721927156,0.249579831932773,0.116165413533835,0.116165413533835,0.114164178846271,0.115503161878205,-0.19921568627451,-0.206678788474454,-0.210087879383545,-0.228972168182695,-0.202919389978213,-0.145577169334956
"AXIN2",0.121785972735629,0.137913663229822,0.16306326485362,0.123981287439426,0.170767816598563,-0.113333333333333,0.0827604158192319,0.0964193898406204,-0.113333333333333,-0.108762363004544,-0.109825968538547,-0.109391293822154,-0.0828099833370677,-0.109708735244292,-0.104608047332445,-0.131981778503518,-0.148070175438596,-0.146043148411569,-0.133333333333333,0.190799839398017,0.153918186142051,0.15129351422604,0.15129351422604,0.0476420434067066,0.0771802133098265,0.129565217391304,0.12512077294686,-0.0587912087912088,-0.102213746635653,-0.133333333333333,0.05,-0.0730769230769231,-0.0919484702093398,-0.07375,0.0740996121490222,0.0600675553954243,0.0623626373626374,-0.135265700483092,-0.122222222222222,0.0737695791457219,-0.0919484702093398,0.0749845679012346,-0.15129351422604,0.0627446980322156,0.148070175438596,0.115658914728682,0.115658914728682,0.110647412550653,0.108762363004544,-0.113333333333333,-0.120855558088291,-0.122924523605533,-0.09808105872622,-0.125528455284553,-0.101354438416136
"AKT",0.245681275116759,0.296501619903417,0.283454435157914,0.266901215635124,0.198210950667385,-0.111111111111111,0.170053636506726,0.179292775959813,-0.111111111111111,-0.0934522482348569,-0.0922687197824136,-0.094010907452734,-0.089136302294197,-0.0928872764834445,-0.0699645865566443,-0.100052863947949,-0.227543424317618,-0.227543424317618,-0.1,0.216483335376286,0.259335772551155,0.260540591828263,0.260540591828263,0.0127902733977951,0.0784805151842769,0.0774258421317245,0.188536953242836,0.0846153846153846,-0.122132492971911,-0.166666666666667,-0.05,0.1,-0.111305322128852,-0.0926470588235294,0.0775901482544237,-0.0921884840305893,-0.0985042735042735,-0.170588235294118,-0.2,0.0760795742362968,-0.117029227852757,0.0686470588235294,-0.260540591828263,0.0541452991452991,0.230769230769231,0.0980676328502415,0.0980676328502415,0.0947302582439521,0.0934522482348569,-0.176190476190476,-0.180433484869358,-0.184230953223788,-0.218417835361569,-0.182072829131653,-0.14667944556308
"KLF4",0.127958111663225,0.0267527055185857,0.137378445060044,0.125694086768562,0.0929032485130046,-0.0333333333333333,0.0685287579109518,0.0580522875816993,-0.0333333333333333,-0.039078887368901,-0.0309183522518442,-0.0321823356447631,-0.0555555555555556,-0.0312528004123793,0.0184531627693827,-0.0506192358366271,0.0264114832535885,0.0315661224288463,0.0333333333333333,-0.086814138732464,0.0161085972850679,0.0234615384615385,0.0234615384615385,0.0478591778591778,0.0806604747162023,-0.00571428571428572,-0.00571428571428572,0.0333333333333333,-0.0443544690603514,0.1,0,0.0333333333333333,-0.0653333333333333,-0.0227272727272727,0.0227272727272727,-0.0326612903225806,-0.0208333333333333,0.02,0,0.0349223946784922,-0.0435942028985507,0.0427272727272727,-0.0234615384615385,-0.0466409376786735,-0.0527272727272727,0.0274509803921569,0.0274509803921569,0.0278050272207109,0.039078887368901,0,0.00374331550802139,0.0109598103533822,-0.0874768089053803,0.0272727272727273,-0.100366357069143
"FOXC2",0.127958111663225,0.0267527055185857,0.137378445060044,0.125694086768562,0.0929032485130046,-0.0333333333333333,0.0685287579109518,0.0580522875816993,-0.0333333333333333,-0.039078887368901,-0.0309183522518442,-0.0321823356447631,-0.0555555555555556,-0.0312528004123793,0.0184531627693827,-0.0506192358366271,0.0264114832535885,0.0315661224288463,0.0333333333333333,-0.086814138732464,0.0161085972850679,0.0234615384615385,0.0234615384615385,0.0478591778591778,0.0806604747162023,-0.00571428571428572,-0.00571428571428572,0.0333333333333333,-0.0443544690603514,0.1,0,0.0333333333333333,-0.0653333333333333,-0.0227272727272727,0.0227272727272727,-0.0326612903225806,-0.0208333333333333,0.02,0,0.0349223946784922,-0.0435942028985507,0.0427272727272727,-0.0234615384615385,-0.0466409376786735,-0.0527272727272727,0.0274509803921569,0.0274509803921569,0.0278050272207109,0.039078887368901,0,0.00374331550802139,0.0109598103533822,-0.0874768089053803,0.0272727272727273,-0.100366357069143
"PI3K",0.241245791245791,0.298757259001161,0.280878677582157,0.266156798761675,0.198720634663308,-0.1,0.166795491143317,0.180210207152474,-0.1,-0.0980676328502415,-0.0928872764834445,-0.0934522482348569,-0.0763157894736842,-0.0934522482348569,-0.0710476190476191,-0.105350877192982,-0.230769230769231,-0.227543424317618,-0.1,0.216985847939101,0.260540591828263,0.257800865800866,0.257800865800866,0.0149293108309502,0.0866996932664687,0.188536953242836,0.170588235294118,0.1,-0.133410688460633,-0.2,-0.1,0.05,-0.123305322128852,-0.075,0.0686470588235294,-0.0985042735042735,-0.0846153846153846,-0.2,-0.166666666666667,0.0775901482544237,-0.111305322128852,0.0926470588235294,-0.257800865800866,0.0719230769230769,0.2,0.111111111111111,0.111111111111111,0.0922687197824136,0.0980676328502415,-0.133333333333333,-0.182072829131653,-0.180433484869358,-0.220281189398836,-0.176190476190476,-0.141199993508285
"ILK",0.241245791245791,0.298757259001161,0.280878677582157,0.266156798761675,0.198720634663308,-0.1,0.166795491143317,0.180210207152474,-0.1,-0.0980676328502415,-0.0928872764834445,-0.0934522482348569,-0.0763157894736842,-0.0934522482348569,-0.0710476190476191,-0.105350877192982,-0.230769230769231,-0.227543424317618,-0.1,0.216985847939101,0.260540591828263,0.257800865800866,0.257800865800866,0.0149293108309502,0.0866996932664687,0.188536953242836,0.170588235294118,0.1,-0.133410688460633,-0.2,-0.1,0.05,-0.123305322128852,-0.075,0.0686470588235294,-0.0985042735042735,-0.0846153846153846,-0.2,-0.166666666666667,0.0775901482544237,-0.111305322128852,0.0926470588235294,-0.257800865800866,0.0719230769230769,0.2,0.111111111111111,0.111111111111111,0.0922687197824136,0.0980676328502415,-0.133333333333333,-0.182072829131653,-0.180433484869358,-0.220281189398836,-0.176190476190476,-0.141199993508285
"SMAD",0.0990605481958865,0.181963911077902,0.0774628783912653,0.0610413620282626,0.0408484897101138,0.019047619047619,0.0981538756941983,0.106537227066108,0.00571428571428572,0.0186202686202686,0.00881252003288878,0.0243756643037219,-0.0880086142335869,0.0124760207113148,0.00896214974441582,0.00805194805194805,-0.00400656814449918,-0.00559386973180077,0.02,0.159499797546986,0.080744268621136,0.0823890054632413,0.0823890054632413,0.00340041464500092,0.0940491861479074,0.0277366946778711,0.0250700280112045,-0.00333333333333333,0.0131873208939895,-0.05,0.00833333333333333,-0.00833333333333333,0.00237379059296867,0.0380952380952381,-0.0321466976908003,0.00313552289030615,0.00425076452599388,-0.030952380952381,-0.0166666666666667,-0.0293578530692864,-0.0928643046451266,-0.0282360831656606,-0.0823890054632413,-0.0141895888790299,0.00285714285714286,-0.0168253968253968,-0.0301587301587302,-0.0117507165881066,-0.00702147525676938,-0.0571428571428571,-0.0590933447647626,-0.0590933447647626,-0.137888796405712,-0.0474654377880184,-0.0903760149687003
"Destcompl",0.260378387641328,0.208976908273217,0.257763079015735,0.161154878036005,0.332564805401173,-0.231746031746032,0.159149401896707,0.193598132373782,-0.231746031746032,-0.219186693620438,-0.221785560131502,-0.220114337405225,-0.115836130768456,-0.220415697117803,-0.109825968538547,-0.258128498266654,-0.26707990599295,-0.264073893968901,-0.238888888888889,0.326741696823444,0.276407192257225,0.275622262900867,0.275622262900867,0.0390681983028512,0.108136939635552,0.205819822073105,0.206490963012702,-0.064575807334428,-0.146978662363278,-0.2,0.0777777777777778,-0.0674329501915709,-0.126349206349206,-0.0736734693877551,0.0719311826363939,0.0620542852009557,0.0630214031893503,-0.205590062111801,-0.214285714285714,0.0740001481536353,-0.125296574770259,0.0729838142153413,-0.275622262900867,0.0541232458229587,0.270340775558167,0.222156990650141,0.222156990650141,0.22300942550631,0.219669428461087,-0.215384615384615,-0.215931063472047,-0.215931063472047,-0.198848201918637,-0.215384615384615,-0.149443049498554
"TGFR",0.0545011569509294,0.0778048631641759,0.00574334144400767,0.0618120031587198,0.00477234035265545,0.0142857142857143,0.0821373397318691,0.0614781863714248,0,0.00371967654986523,-0.0145134061569017,-0.00595774280497348,-0.114616250771857,-0.0197765640516385,-0.0130458478097963,0.0854338754775779,0.17632183908046,0.174163565699165,0,-0.017911699761715,-0.0845969089390142,-0.0886904761904762,-0.0886904761904762,0.0523873111192355,0.109970330654239,-0.00076645101124905,0.00388471177944862,-0.113448275862069,0.118439716312057,0.0333333333333333,0.126666666666667,-0.11,0.100508308895406,-0.231111111111111,0.128730158730159,0.106368473602182,0.110323275862069,0.0119047619047619,-0.0166666666666667,0.124474839581223,0.0951702306035907,0.221587301587302,0.0886904761904762,0.375909681611436,-0.186666666666667,0.02,0.00571428571428572,0.0169049030568131,0.0105660377358491,0.271428571428571,0.295522138680033,0.284563234570444,-0.0296536796536797,0.297744360902256,-0.0651290243656722
"TGF",0.0532786630633989,0.0791149068322981,-0.000219179850711235,0.059594261223236,0.00777464982147762,0,0.0812523839796567,0.0568518518518519,0,-0.00571428571428572,-0.0197765640516385,0.00371967654986523,-0.100330536486143,-0.0105660377358491,-0.00317460317460317,0.0912309769268532,0.186666666666667,0.17632183908046,0,-0.0174487367987521,-0.0886904761904762,-0.0869047619047619,-0.0869047619047619,0.0585456688904965,0.114875991031597,0.00388471177944862,-0.0119047619047619,-0.11,0.118439716312057,0,0.0666666666666667,-0.126666666666667,0.102121212121212,-0.22,0.221587301587302,0.110323275862069,0.113448275862069,-0.0166666666666667,0.0333333333333333,0.128730158730159,0.100508308895406,0.231111111111111,0.0869047619047619,0.369736842105263,-0.186666666666667,0,-0.0142857142857143,0.0145134061569017,0.02,0.3,0.297744360902256,0.295522138680033,-0.0367965367965368,0.271428571428571,-0.0639969488939741
"SNAI2",0.180080788079532,-0.000388635141685284,0.332488245151439,0.180502015616726,0.175915275123892,0.0927272727272727,0.136263395480862,-0.0425718619095768,0.0927272727272727,0.0757252606548381,0.0774190861730733,0.0762600200131269,-0.0932692307692308,0.0768005294720424,0.0672066480662529,0.0635001090145537,0.0947368421052631,0.089542036910458,0.12,0.208968066411711,-0.0276036459619724,-0.0257771619437075,-0.0257771619437075,0.0667039985758568,0.117179777637927,-0.0527073812491345,-0.0563218390804598,0.125882352941176,-0.0535111512959614,0.1,-0.1,0.12,-0.0830315224681422,-0.0274509803921569,0.027573080514257,-0.125393706778486,-0.119759903961585,0.0666666666666667,0.0666666666666667,0.0319209066012135,-0.0758544889753192,0.0369747899159664,0.0257771619437075,-0.0834685598377282,-0.117543859649123,-0.0855844155844156,-0.0855844155844156,-0.0795929992165516,-0.0757252606548381,0.0333333333333333,0.00980392156862745,0.0084525702172761,-0.146487179487179,0.0274509803921569,-0.143225718481225
"SOSGRB2",0.1951446278515,0.247557997557998,-0.0829827756919286,0.128081798887168,-0.0623892203892204,-0.1,0.225361762615494,0.18431884057971,-0.1,-0.0940476190476191,-0.097049144600632,-0.0954968944099379,-0.137456140350877,-0.100207039337474,-0.0804661716171617,0.146935550829867,0.254545454545455,0.239052496798976,0,-0.292537808992057,-0.133036361002463,-0.129190207156309,-0.129190207156309,0.0393644832109791,0.133170426065163,-0.0097953216374269,0.0152046783625731,-0.2,0.175189393939394,0,0.2,-0.166666666666667,0.163010752688172,-0.121428571428571,0.111428571428571,0.179572595851666,0.17027027027027,0.0111111111111111,0,0.103627152988855,0.155318444995864,0.111428571428571,0.129190207156309,0.438333333333333,-0.254545454545455,0.0857142857142857,0.0857142857142857,0.0991523950786435,0.0987577639751553,0.371428571428571,0.319176319176319,0.343418743418743,0.0170687134502924,0.338095238095238,-0.164022556390977
"RKIP",0.319779353821907,0.346124373710581,-0.0344276587400789,0.236738458449582,-0.0332000908471497,-0.1,0.315437868152478,0.319616755793226,-0.1,-0.1,-0.102815605447184,-0.103846153846154,-0.153419416547107,-0.109109311740891,-0.084845288326301,0.0309847198641766,0.0262626262626263,0.0185703185703186,0,-0.241659963863146,0.15020535020535,0.149350649350649,0.149350649350649,0.0146275517666479,0.151419416547107,0.0895021645021645,0.110714285714286,-0.0866666666666667,0.0515292295780101,-0.1,0.1,-0.0666666666666667,0.0379118528027386,-0.0666666666666667,0.0685714285714286,0.0650273224043716,0.0666666666666667,-0.0857142857142857,-0.1,0.0620293724966622,0.0369217537928376,0.0733333333333333,-0.149350649350649,0.316698412698413,-0.0444444444444444,0.1,0.1,0.104087870078228,0.105263157894737,0.21,0.172068965517241,0.191217901687454,-0.0771008403361345,0.21,-0.166988043998087
"RAF",0.319779353821907,0.346124373710581,-0.0344276587400789,0.236738458449582,-0.0332000908471497,-0.1,0.315437868152478,0.319616755793226,-0.1,-0.1,-0.102815605447184,-0.103846153846154,-0.153419416547107,-0.109109311740891,-0.084845288326301,0.0309847198641766,0.0262626262626263,0.0185703185703186,0,-0.241659963863146,0.15020535020535,0.149350649350649,0.149350649350649,0.0146275517666479,0.151419416547107,0.0895021645021645,0.110714285714286,-0.0866666666666667,0.0515292295780101,-0.1,0.1,-0.0666666666666667,0.0379118528027386,-0.0666666666666667,0.0685714285714286,0.0650273224043716,0.0666666666666667,-0.0857142857142857,-0.1,0.0620293724966622,0.0369217537928376,0.0733333333333333,-0.149350649350649,0.316698412698413,-0.0444444444444444,0.1,0.1,0.104087870078228,0.105263157894737,0.21,0.172068965517241,0.191217901687454,-0.0771008403361345,0.21,-0.166988043998087
"ERK",0.320202020729588,0.344026891613099,-0.0315153324244671,0.239142390025939,-0.0290537493837351,-0.1,0.315384449349059,0.317845711303735,-0.105263157894737,-0.0975524475524476,-0.10297262844254,-0.0993068335173598,-0.156520191740905,-0.104087870078228,-0.0833555058609088,0.0330585891116583,0.0120009755046251,0.0139400336763703,-0.1,-0.240344691122311,0.15024306826287,0.149252969252969,0.149252969252969,0.0180331245220658,0.153176696887064,0.095384517443341,0.095384517443341,-0.0650273224043716,0.0436856056251711,-0.0857142857142857,0.0866666666666667,-0.0666666666666667,0.0358147427227269,-0.0685714285714286,0.06421915351856,0.0627823664509757,0.0656809171756134,-0.0895021645021645,-0.110714285714286,0.0644938787932853,0.0358147427227269,0.0620293724966622,-0.149252969252969,0.305306826937895,-0.0185703185703186,0.109109311740891,0.103846153846154,0.104153183998096,0.102815605447184,0.172068965517241,0.0912179016874542,0.0842541133866185,-0.0830457164540057,0.191217901687454,-0.166654335711623
"MEK",0.317568051610605,0.34522347280968,-0.0333347625652155,0.238202893596025,-0.0290537493837351,-0.1,0.316078893793503,0.316320052496523,-0.1,-0.103846153846154,-0.104087870078228,-0.0975524475524476,-0.153419416547107,-0.102815605447184,-0.0812416847226974,0.0342634083887667,0.0185703185703186,0.0120009755046251,-0.1,-0.239713491843682,0.149252969252969,0.15020535020535,0.15020535020535,0.0180331245220658,0.15459401972171,0.095384517443341,0.0895021645021645,-0.0666666666666667,0.0460746841234646,-0.1,0.0666666666666667,-0.0866666666666667,0.0369217537928376,-0.0733333333333333,0.0620293724966622,0.0656809171756134,0.0650273224043716,-0.110714285714286,-0.0857142857142857,0.06421915351856,0.0358147427227269,0.0685714285714286,-0.15020535020535,0.303365079365079,-0.0262626262626263,0.105263157894737,0.1,0.10297262844254,0.109109311740891,0.21,0.191217901687454,0.0912179016874542,-0.0849955771782397,0.172068965517241,-0.164607091617135
"cMet",0.180088325652842,0.270464135021097,-0.0595794275182096,0.121095711011677,-0.0444080533938185,-0.1,0.222400634354247,0.2308416676956,-0.2,-0.106666666666667,-0.101228384019082,-0.0975757575757576,-0.268253968253968,-0.0996899224806202,-0.0820634920634921,0.0253906962602615,0.0413533834586466,0.0349704047352424,-0.1,-0.153531820977076,0.034303683737646,0.0361904761904762,0.0361904761904762,0.0575152338603426,0.165223665223665,0.0670833333333333,0.0733333333333333,-0.05,0.0483316133470932,-0.1,0.1,-0.05,0.0257369614512472,-0.113333333333333,0.106388888888889,0.0409090909090909,0.0409090909090909,-0.0666666666666667,-0.1,0.104261229314421,0.0257369614512472,0.100833333333333,-0.0361904761904762,0.292380952380952,-0.0571428571428571,0.2,0.1,0.0995334687648444,0.106666666666667,0.075,0.105,0.0959090909090909,-0.0337037037037037,0.115,-0.19033189033189
