"","TGF","RKIP","SNAI1","Jagged","HEY1","Ecadherin","NOTCH","SHH","Patched","NOTCHic","SOSGRB2","Csl","Destcompl","CD44","TCFLEF","cateninnuc","cMet","AXIN2","SRC","cfos","RAF","EGR1","ZEB2","KLF4","FOXC2","SNAI2","GSK3","miR200","ZEB1","PI3K","DELTA","TWIST1","RAS","ERK","MEK","TrCP","Frizzled","STAT","Wnt","GLI","DSH","AKT","SUFU","ILK","IKK","SMAD","Csn","SMO","NFB","LIV1","FUS","cateninmemb","PAK1","CDC42","TGFR"
"GLI",-0.057763481189483,-0.119990757339317,-0.0786058273686963,-0.0184255917744713,-0.0352322031863628,-0.00196959218707965,-0.010418087659467,-0.138537260258229,-0.128249194414608,-0.00470380194518126,0.0997161245833812,-0.00470380194518126,-0.111338895302718,-0.047863344095065,-0.0452659414976624,-0.0436520741934185,-0.0487254130605822,-0.051832729468599,-0.0267741935483871,-0.134047619047619,-0.016873453252944,-0.125714285714286,-0.178327103601297,0.179709995709996,0.0194169246646027,-0.0274211974356973,0.219057425168937,-0.088976513682396,0.178327103601297,0.016873453252944,0.016873453252944,0.0794761378971905,0.0119229582034391,0.137943722943723,0.139601181507259,0.0166666666666667,0.156774193548387,0.03,0.176774193548387,0.0763486616334935,0.16,0.00178422246091419,0.142857142857143,0.0358670644803273,0.00178422246091419,0.0369481455614084,0.0277777777777778,0.132330827067669,0.0119883040935673,0.05,0.142857142857143,0.0378766046352383,0.0633333333333333,0.0667816091954023,0.0674105400130124
"TWIST1",-0.185985095436337,-0.0755183516053081,-0.0902073852571593,-0.031635282016006,-0.0941826535046874,0.063479982485854,-0.0416717733698866,-0.0338950746414138,-0.0353729071537291,-0.036011396011396,-0.149120851180348,-0.0437037037037037,0.111302821445662,0.0702524383247275,0.067955347972507,0.0698529902956812,0.0690476190476191,0.0667322999581064,0.0690476190476191,0.0530434782608696,0.0489254519931307,0.04,-0.108583144548057,0.102188868042527,0.101628856889547,-0.065814344406335,-0.120344255337505,-0.0902228976697062,0.108583144548057,-0.0489254519931307,-0.0489254519931307,0.0968558170789292,-0.048582986239706,-0.0451487414187643,-0.0436562041053315,0,-0.0690476190476191,-0.0523809523809524,-0.0679949874686717,-0.0695949874686717,-0.0523809523809524,0.0481188303222202,0.0333333333333333,0.0929383929383929,0.0565934065934066,0.0912882279218913,0.05,0.0422222222222222,0.0423076923076923,-0.0666666666666667,0.0222222222222222,-0.0981402385967294,0.18,0.176551724137931,0.185301724137931
"RAS",-0.112556785090274,0.0845408805031446,-0.0941789577187807,0.169686575990538,0.126679841897233,-0.0756367861154123,0.279791459781529,0.139310734463277,0.120666666666667,0.255263157894737,-0.212987012987013,0.25,0.436091611091611,0.155068836045056,0.159684220660441,0.161100651255342,0.152941176470588,0.112411067193676,0.1,0.295,-0.312307692307692,0.22,-0.0988070692194404,0.0957142857142857,-0.0855555555555556,-0.0768666723448874,-0.512364341085271,-0.0868923076923077,0.0988070692194404,0.312307692307692,0.312307692307692,0.0333333333333333,0.231538461538462,-0.289736842105263,-0.287776057791538,0.1,-0.1,-0.1,-0.152941176470588,-0.157107843137255,-0.1,0.132222222222222,-0.1,-0.118614718614719,0.126666666666667,-0.12269635126778,0.1,-0.116666666666667,0.133333333333333,0,-0.1,-0.00920753716979188,0.06,0.08,0.0917647058823529
"TGFR",-0.0272863897331982,-0.0233766233766234,-0.0305810628095423,-0.0882289065334785,-0.108455786829874,-0.0356892316342372,-0.172498966344166,-0.0921720972141048,-0.0927370689655172,-0.173218390804598,-0.334470435347628,-0.176666666666667,0.0448077893894808,-0.033288646143661,-0.0285039571484457,-0.0250495727374626,-0.0214465408805031,-0.0429841194147346,-0.0233333333333333,0.197744360902256,0.0863095238095238,0.171428571428571,-0.0885208372311693,0.0891744760451854,-0.119590238411674,-0.0516488489386719,-0.00740360495383247,-0.0792832383905799,0.0885208372311693,-0.0863095238095238,-0.0863095238095238,0.0129952550415184,-0.0781223893065998,-0.195522138680033,-0.185933097584143,-0.0333333333333333,0.0471428571428571,0.0333333333333333,0.045256064690027,0.0562238066255108,0.0571428571428571,-0.0151002506265664,0.0866666666666667,0.0884848484848485,-0.0151002506265664,0.0902642079154535,-0.00833333333333333,0.0958620689655172,0.00595238095238095,0.1,0.12,0.0663287724080717,0.0977777777777778,0.121587301587302,0.0251587301587302
"cateninnuc",-0.156897160661955,-0.149887112887113,-0.147709684047761,0.0890738839415411,-0.0354693129893919,-0.0046777178481807,0.0493920747349994,0.0868364375923807,0.0914116009910736,0.0480284383713631,0.00390323546744728,0.0433772755806654,0.303723614480132,0.126076459772112,0.128690350735517,0.0300435680787928,0.11933042802608,0.0371407451048042,0.122591297591298,-0.0821256038647343,-0.0509108009108009,-0.0710144927536232,-0.0757825815655036,0.0367498555220975,0.0775354809125301,-0.0412570482046235,-0.289390877182451,-0.0412305900815676,0.0757825815655036,0.0509108009108009,0.0509108009108009,0.154774670854776,0.0485538985538986,0.0795939582951141,0.0777590959097929,0.0333333333333333,-0.123923108854616,-0.11981351981352,-0.120662239289398,-0.127381606878331,-0.11981351981352,0.0543068181818182,-0.0666666666666667,0.0504834054834055,0.0511818181818182,0.0528026414997766,0.0583333333333333,-0.0883060109289618,0.0431818181818182,-0.112121212121212,-0.0866666666666667,-0.100738887088557,0.142285714285714,0.149978021978022,0.155150435771125
"ZEB1",-0.246987642381961,-0.161335543888735,-0.151296972518249,-0.125470810700403,-0.148014360423687,0.0214216861206978,-0.11935666828715,-0.114373560812225,-0.115441176470588,-0.112745098039216,-0.126900584795322,-0.116666666666667,0.0945576363718696,-0.0256487663858539,-0.0245849365986199,-0.0197904160506746,-0.0138432108302983,0.000305454127091329,-0.0118824265165729,-0.088,-0.000778221936371797,-0.1,-0.0631834276785331,0.062068425022864,-0.00423927844289446,-0.0629227916078824,-0.0890953102436022,0.0499612730032293,0.0631834276785331,0.000778221936371797,0.000778221936371797,0.168851857672532,0.00849475736944266,0.0938823529411765,0.103133454262762,0.0666666666666667,0.0206736353077816,0.0435897435897436,0.0225967122308586,0.0339369184164256,0.0523809523809524,0.113357163400304,0.0916666666666667,0.136488177933024,0.124785734828875,0.137930485625331,0.106666666666667,0.129166666666667,0.132982456140351,0.0666666666666667,0.129166666666667,-0.0981474881035195,0.221647509578544,0.234690987839414,0.247381343169363
"ZEB2",-0.195934858792002,-0.164170692431562,-0.150949795523312,-0.148765200891598,-0.142536656891496,-0.1418670438681,-0.139584699453552,-0.137062084257206,-0.135243902439024,-0.134666666666667,-0.134542124542125,-0.133333333333333,-0.118219064730822,-0.109005847953216,-0.105484721192653,-0.101848357556289,-0.0978947368421053,-0.0952740787971433,-0.09,-0.0719298245614035,-0.0670995670995671,-0.0666666666666667,-0.0579191805569758,-0.0387902441739324,-0.0382268842268842,0.0145506655843396,0.0215590879499317,0.0523369700557353,0.0579191805569758,0.0670995670995671,0.0670995670995671,0.0696885156567566,0.0720246206327577,0.0783814374646293,0.0832594862451171,0.1,0.102727272727273,0.11,0.11041958041958,0.121428754731507,0.122727272727273,0.123735721703011,0.125,0.129031109735335,0.130277777777778,0.13207989022314,0.133333333333333,0.145,0.145833333333333,0.15,0.153571428571429,0.171447349959855,0.176623376623377,0.192987012987013,0.199109461966605
"cateninmemb",-0.171455026603529,-0.0750879582340256,-0.0752939826437924,0.154056082006843,-0.0303952502294389,0.0262522399625954,0.10273421330438,0.150835555837778,0.149260752688172,0.103849454940068,0.0420638861304204,0.10488038277512,0.265800155671331,0.178457939293007,0.182069396329122,0.185897594274967,0.182805765379964,0.092556806712837,0.183675330597355,-0.0868449197860963,0.0310482654600302,-0.0927272727272727,-0.0547158843582332,0.0272855133614627,0.103553754311928,-0.112129484577702,-0.256553269399009,-0.0325368176206165,0.0547158843582332,-0.0310482654600302,-0.0310482654600302,0.212197441608549,-0.0257410028901978,0.0981851259716633,0.100145910285389,-0.1,-0.183675330597355,-0.162745098039216,-0.183675330597355,-0.179675330597355,-0.162745098039216,-0.0248965848965849,-0.166666666666667,0.0504347826086956,-0.0235978835978836,0.0535824823665649,-0.04,-0.139583333333333,-0.0161904761904762,-0.133333333333333,-0.133333333333333,-0.151063333776695,0.136909090909091,0.156909090909091,0.16910421286031
"SOSGRB2",-0.0134666043176681,-0.124305555555556,-0.0483496801705757,-0.0391903398259779,-0.0455492424242424,0.0459298251456657,0.0664434157391904,-0.048418185627488,-0.0414414414414414,0.065034965034965,0.0919444444444444,0.0727272727272727,-0.132822807319452,-0.0312629399585921,-0.0344208346954342,-0.0399657677738281,-0.0472049689440994,-0.0181724422442244,-0.0428571428571429,-0.126984126984127,-0.180414312617702,-0.138095238095238,-0.0448496240601504,0.043421052631579,-0.0302197802197802,0.0268834198852945,0.0504443725201088,-0.0185890158682106,0.0448496240601504,0.180414312617702,0.180414312617702,-0.011304347826087,0.170157902361292,0.108065208065208,0.123216723216723,0.2,0.0428571428571429,0,0.0511904761904762,0.0352484472049689,0,0.220540935672515,0,0.0397849462365591,0.216374269005848,0.037687044138657,0.2,0.0333333333333333,0.211111111111111,0,0.0333333333333333,-0.053967941967942,0.0357142857142857,0.0257142857142857,0.0141758241758242
"Ecadherin",-0.0612042437340369,-0.0432115236288591,-0.0402217425304035,-0.018759280646758,-0.0127000989535534,-0.112324150501729,0.031622743601879,-0.0276500719668106,-0.0260752688172043,0.0282770186948158,0.0214498510427011,0.0396172248803828,0.110476084288654,-0.00689280425555927,-0.00103975319702876,-0.000759641152210829,-0.00522056345288368,0.0242824292653564,0.000866393068855449,-0.0644919786096257,-0.00812971342383107,-0.0527272727272727,-0.0297388718520584,0.0148148148148148,0.0529268260606539,-0.028235632169007,-0.104995436937069,-0.0169710529487066,0.0297388718520584,0.00812971342383107,0.00812971342383107,0.0113604021372671,0.00840904303276962,0.0737703291250896,0.0678879761839131,0,-0.000866393068855449,-0.00784313725490196,0.004306020724248,0.006306020724248,-0.00784313725490196,0.014035594035594,0.0333333333333333,0.0212173913043478,0.00624338624338625,0.025817875565849,0.02,0.025,0.0247619047619048,0.0333333333333333,0.05,-0.097406956187444,0.0449090909090909,0.0649090909090909,0.062470066518847
"RAF",-0.00294615042278594,-0.119117647058824,0.0100629102595617,-0.162060392917778,-0.161401471157569,0.0633460057932795,-0.151515151515152,-0.164808743169399,-0.153333333333333,-0.151515151515152,0.229269841269841,-0.133333333333333,-0.35626675757411,-0.0680836707152497,-0.0729787756103546,-0.0818846280276574,-0.0719298245614035,-0.040154711673699,-0.0666666666666667,-0.3,0.103896103896104,-0.3,-0.0278900047824008,0.0298900047824008,0.0457559681697613,0.135256746517456,0.366627265563436,-0.00527549677176707,0.0278900047824008,-0.103896103896104,-0.103896103896104,0.0362448009506833,-0.115007215007215,0.296551724137931,0.315700660308144,0.1,0.0666666666666667,0,0.0766666666666667,0.0728205128205128,0,0.123376623376623,0.1,0.15079161317929,0.114285714285714,0.149801514169389,0.1,0.133333333333333,0.114285714285714,0,0.133333333333333,-0.0444293032528327,0.0333333333333333,0.0266666666666667,0.00761904761904762
"KLF4",-0.062470066518847,-0.0383426097711812,-0.0392723754417959,-0.0180727817909227,-0.0147135217723453,-0.0113504406672593,0.0282770186948158,-0.0260752688172043,-0.025,0.0396172248803828,0.0306603773584906,0.0290909090909091,0.108052971520714,-0.00522056345288368,-0.00689280425555927,-0.00103975319702876,0.000866393068855449,0.0261380993684492,0.00784313725490196,-0.0527272727272727,-0.00371794871794872,-0.08,-0.027843137254902,0.0148148148148148,0.0572746521476104,-0.025285602066659,-0.105878439144574,-0.0152950752950753,0.027843137254902,0.00371794871794872,0.00371794871794872,0.01080174291939,0.00812971342383107,0.0644919786096257,0.0737703291250896,-0.1,-0.00784313725490196,0.0333333333333333,-0.000866393068855449,0.004306020724248,0.0333333333333333,0.00624338624338625,0,0.0226666666666667,0.0247619047619048,0.0212173913043478,0,0.05,0.02,0.0333333333333333,0.0333333333333333,-0.0931761869566747,0.0409090909090909,0.0449090909090909,0.0649090909090909
"HEY1",-0.062470066518847,-0.0383426097711812,-0.0392723754417959,-0.0180727817909227,-0.0147135217723453,-0.0113504406672593,0.0282770186948158,-0.0260752688172043,-0.025,0.0396172248803828,0.0306603773584906,0.0290909090909091,0.108052971520714,-0.00522056345288368,-0.00689280425555927,-0.00103975319702876,0.000866393068855449,0.0261380993684492,0.00784313725490196,-0.0527272727272727,-0.00371794871794872,-0.08,-0.027843137254902,0.0148148148148148,0.0572746521476104,-0.025285602066659,-0.105878439144574,-0.0152950752950753,0.027843137254902,0.00371794871794872,0.00371794871794872,0.01080174291939,0.00812971342383107,0.0644919786096257,0.0737703291250896,-0.1,-0.00784313725490196,0.0333333333333333,-0.000866393068855449,0.004306020724248,0.0333333333333333,0.00624338624338625,0,0.0226666666666667,0.0247619047619048,0.0212173913043478,0,0.05,0.02,0.0333333333333333,0.0333333333333333,-0.0931761869566747,0.0409090909090909,0.0449090909090909,0.0649090909090909
"FOXC2",-0.062470066518847,-0.0383426097711812,-0.0392723754417959,-0.0180727817909227,-0.0147135217723453,-0.0113504406672593,0.0282770186948158,-0.0260752688172043,-0.025,0.0396172248803828,0.0306603773584906,0.0290909090909091,0.108052971520714,-0.00522056345288368,-0.00689280425555927,-0.00103975319702876,0.000866393068855449,0.0261380993684492,0.00784313725490196,-0.0527272727272727,-0.00371794871794872,-0.08,-0.027843137254902,0.0148148148148148,0.0572746521476104,-0.025285602066659,-0.105878439144574,-0.0152950752950753,0.027843137254902,0.00371794871794872,0.00371794871794872,0.01080174291939,0.00812971342383107,0.0644919786096257,0.0737703291250896,-0.1,-0.00784313725490196,0.0333333333333333,-0.000866393068855449,0.004306020724248,0.0333333333333333,0.00624338624338625,0,0.0226666666666667,0.0247619047619048,0.0212173913043478,0,0.05,0.02,0.0333333333333333,0.0333333333333333,-0.0931761869566747,0.0409090909090909,0.0449090909090909,0.0649090909090909
"MEK",0.000703484613710412,-0.111222910216718,0.0126270128236643,-0.164519409311221,-0.163219652975751,0.0657139475054835,-0.159544348595443,-0.162847958855673,-0.164808743169399,-0.151515151515152,0.235936507936508,-0.151515151515152,-0.365262573473691,-0.0729787756103546,-0.0818846280276574,-0.0841151112990328,-0.0680836707152497,-0.0428574143764017,-0.0719298245614035,-0.296551724137931,0.115007215007215,-0.3,-0.0223344492268452,0.0279292204686753,0.0502604726742658,0.139636308561252,0.375226774162944,-0.00186992401634911,0.0223344492268452,-0.115007215007215,-0.115007215007215,0.0292850939909764,-0.116594516594517,0.315700660308144,0.21736732697481,0.1,0.0766666666666667,0.0666666666666667,0.0728205128205128,0.0777156177156177,0.0666666666666667,0.119847211611917,0.133333333333333,0.149801514169389,0.123376623376623,0.146480480959057,0.114285714285714,0.153333333333333,0.114285714285714,0,0.133333333333333,-0.0395512544723449,0.0266666666666667,0.00761904761904762,0.00294615042278594
"ERK",0.00537381428404008,-0.111501461748752,0.016330716527368,-0.168435071961823,-0.161513168334112,0.0676706931285525,-0.16480750649018,-0.162364867068234,-0.162847958855673,-0.159544348595443,0.24370349822777,-0.151515151515152,-0.370486173624011,-0.0818846280276574,-0.0841151112990328,-0.0847401112990328,-0.0729787756103546,-0.0475728615308733,-0.0680836707152497,-0.315700660308144,0.116594516594517,-0.296551724137931,-0.0193423232425932,0.0240532514764272,0.0483801307939239,0.1403576791654,0.3845819058614,-0.000889531859486366,0.0193423232425932,-0.116594516594517,-0.116594516594517,0.0233211550173286,-0.115824439586816,0.21736732697481,0.219317187699044,0.114285714285714,0.0728205128205128,0.0719298245614035,0.0777156177156177,0.0869888006730112,0.0766666666666667,0.113425193263294,0.133333333333333,0.146480480959057,0.119847211611917,0.147088383694619,0.114285714285714,0.164808743169399,0.123376623376623,0.0666666666666667,0.153333333333333,-0.0396432507924921,0.00761904761904762,0.00294615042278594,-0.000703484613710412
"SNAI2",-0.0539161037882266,-0.0173333333333333,-0.0187042088471357,0.0210278127338046,-0.0104882459312839,0.00142593932762938,0.0348029163818638,0.0163512165429552,0.0248019207683073,0.0464912280701754,0.0426977687626775,0.0342105263157895,0.0770599139768887,0.0261380993684492,0.0242824292653564,0.0286302553523129,0.0239875617340406,0.0402153282593429,0.0394805194805195,-0.0607843137254902,0.0223233748458068,-0.0666666666666667,-0.0151785189846864,0.00769230769230769,0.0568517521071928,-0.0367480861152718,-0.0761958232214079,-0.00873042415213214,0.0151785189846864,-0.0223233748458068,-0.0223233748458068,0.0231640050237846,-0.025063100873204,0.0705882352941176,0.0732909379968204,-0.1,-0.0394805194805195,-0.0109090909090909,-0.0239875617340406,-0.0266613585254845,-0.0109090909090909,-0.0303178230162027,0,0.0204560697518444,-0.0146551724137931,0.0190206630532798,0,-0.00235294117647059,-0.025,-0.02,-0.02,-0.0650408519680716,0.0509803921568628,0.046218487394958,0.0607484019248725
"RKIP",0.00294615042278594,0.119117647058824,-0.0100629102595617,0.162060392917778,0.161401471157569,-0.0633460057932795,0.151515151515152,0.164808743169399,0.153333333333333,0.151515151515152,-0.229269841269841,0.133333333333333,0.35626675757411,0.0680836707152497,0.0729787756103546,0.0818846280276574,0.0719298245614035,0.040154711673699,0.0666666666666667,0.3,-0.103896103896104,0.3,0.0278900047824008,-0.0298900047824008,-0.0457559681697613,-0.135256746517456,-0.366627265563436,0.00527549677176707,-0.0278900047824008,0.103896103896104,0.103896103896104,-0.0362448009506833,0.115007215007215,-0.296551724137931,-0.315700660308144,-0.1,-0.0666666666666667,0,-0.0766666666666667,-0.0728205128205128,0,-0.123376623376623,-0.1,-0.15079161317929,-0.114285714285714,-0.149801514169389,-0.1,-0.133333333333333,-0.114285714285714,0,-0.133333333333333,0.0444293032528327,-0.0333333333333333,-0.0266666666666667,-0.00761904761904762
