"","KLF4","SUFU","GSK3","SHH","Csl","Patched","FUS","Csn","IKK","AKT","TrCP","TWIST1","Destcompl","ERK","MEK","PI3K","DELTA","RAS","cateninmemb","Wnt","Ecadherin","GLI","DSH","PAK1","AXIN2","cMet","SNAI2","CD44","TCFLEF","STAT","SRC","LIV1","cateninnuc","CDC42","FOXC2","ZEB1","SOSGRB2","TGF","TGFR","Frizzled","RAF","EGR1","cfos","RKIP","SNAI1","miR200","HEY1","NFB","NOTCH","NOTCHic","ILK","SMO","SMAD","Jagged","ZEB2"
"AXIN2",0.0553000744294813,0.1,-0.116512615149915,0.0930787245541344,0.0894736842105263,0.0934065934065934,0.107692307692308,0.0777777777777778,0.057487922705314,0.0508212560386474,0.0666666666666667,0.110122155159342,-0.121915940359597,0.0881711116176582,0.0833435254107617,-0.0579221275155531,-0.0579221275155531,-0.0566097915575479,-0.132523298303084,0.137091686714782,-0.0293995369461512,0.137720617532392,0.126666666666667,0.0275,-0.0194112031691094,0.137091686714782,-0.150761166889235,0.137407144128031,0.136586511068242,0.126666666666667,0.133643410852713,0.133333333333333,0.137235019498852,0.0262654320987654,0.0354522526653674,0.130991117934326,0.0693852975760409,-0.0211805873311028,-0.0218406533377035,-0.133643410852713,0.0579221275155531,-0.0866666666666667,-0.0891056910569106,-0.0737554649651424,-0.0806736259956525,0.114357963816665,0.0450479166503507,-0.0647342995169082,-0.0849852672221093,-0.087687969924812,0.039797561536692,-0.0934065934065934,0.0405912123303428,-0.112801974758497,-0.0510116238462619
"AKT",0.0436178587494377,0,0.171490248103151,0.0435110211426001,-0.125,0.0382478632478632,0.0333333333333333,0,0.0509803921568627,-0.0379084967320261,-0.0333333333333333,-0.166331617295149,0.222702250976129,-0.109418193506911,-0.10055743401324,0.121739429520251,0.121739429520251,0.1200526825323,0.0975023200808884,-0.153534002229654,0.0473941952257416,-0.151858024576023,-0.133333333333333,-0.0441176470588235,-0.100496132026818,-0.153534002229654,-0.0157890661103006,-0.151839086975417,-0.152045272542427,-0.133333333333333,-0.155072463768116,-0.1,-0.151583734080889,-0.0241176470588235,-0.0238992603459869,-0.21347475823364,-0.064017094017094,0.0126421969568905,0.0135485413677666,0.155072463768116,-0.121739429520251,0.133333333333333,0.127450980392157,0.0773509738343498,0.0936824549295945,-0.182379398772841,-0.122896763652649,-0.0176470588235294,0.104779701022817,0.112096774193548,-0.116067547018808,-0.041025641025641,-0.113037243988505,0.000587893574997093,-0.050998165645889
"DSH",0.0415490468031873,0,0.292909396388075,0.0495339016811409,-0.135714285714286,0.0415584415584416,0.0272727272727273,-0.113333333333333,-0.0695833333333333,-0.0569396551724138,-0.133333333333333,-0.200581679480303,0.257232650367574,-0.132636165577342,-0.125869248284109,0.168821750152044,0.168821750152044,0.165180293569411,0.13226064277301,-0.151315789473684,0.104926993925152,-0.151969384244926,-0.125,-0.0466666666666667,-0.0995463019955219,-0.151315789473684,0.0410097730254089,-0.151978041129313,-0.153882803034075,-0.125,-0.151315789473684,-0.1,-0.153259472668982,-0.0336231884057971,-0.0340641325219049,-0.274488320961244,-0.060679970436068,0.0188032116346008,0.0212422360248447,0.151315789473684,-0.168821750152044,0.153333333333333,0.147450980392157,0.101653346653347,0.150665976535542,-0.218949248583395,-0.137214804605622,0.100833333333333,0.118218056453351,0.125910364145658,-0.12890564481523,-0.0415584415584416,-0.128528286324664,-0.00225068744904587,-0.0508479859836547
"GSK3",0.046892558253569,0.0272727272727273,0.192743007036993,0.0490554327816194,-0.125910364145658,0.0495339016811409,0.0415584415584416,-0.100833333333333,-0.0569396551724138,-0.0483926466254052,-0.113333333333333,-0.200197556560969,0.257197426697267,-0.125869248284109,-0.122460157375018,0.165180293569411,0.165180293569411,0.163499621300504,0.13173013879423,-0.151969384244926,0.104828212232693,-0.153856176697756,-0.151315789473684,-0.0336231884057971,-0.100307337003132,-0.151978041129313,0.0421314296259266,-0.153882803034075,-0.153259472668982,-0.151315789473684,-0.151315789473684,-0.125,-0.152864735826876,-0.0212422360248447,-0.0342236221550787,-0.269287726607603,-0.0630055518314168,0.0188032116346008,0.0188032116346008,0.151315789473684,-0.165180293569411,0.147450980392157,0.132636165577342,0.100400213821266,0.151662654276406,-0.217425215758073,-0.136868783844376,0.0695833333333333,0.113282991518286,0.118218056453351,-0.128528286324664,-0.0415584415584416,-0.12927791151207,-0.000936818835907179,-0.0495106902927186
"TCFLEF",0.0446348994143112,0.116666666666667,-0.124734502384768,0.138272030759662,-0.00766778256017854,0.133364055299539,0.136666666666667,-0.151948051948052,-0.155948051948052,-0.157035008469791,-0.142857142857143,0.116667666935194,-0.0907960737231218,-0.00173054587688734,-0.00173054587688734,0.196974406330002,0.196974406330002,0.196317376106612,0.105289839863474,0.235326797385621,0.199907287488846,0.234705679373199,0.23921568627451,-0.0512820512820513,0.0891086691086691,0.229444444444444,0.126357888994651,0.229444444444444,0.128184421534937,0.233333333333333,0.218333333333333,0.233333333333333,0.128184421534937,-0.0582587954680978,-0.0424204642125456,-0.18802184121921,0.2575912789805,0.0566248287663586,0.0526513188325838,-0.22421568627451,-0.196974406330002,0.0157142857142857,0.00839721254355401,0.0102323552371768,0.00582722019960514,-0.147373824301535,-0.0127702604117106,0.155948051948052,0.00989565045152113,0.013550135501355,-0.0117846130477709,-0.141428571428571,-0.0119758176366811,-0.14135456421004,-0.0412075580365054
"Wnt",0.0176470588235294,0,0.293103448275862,0.0415584415584416,-0.15,0.0272727272727273,0,-0.1,-0.113333333333333,-0.100833333333333,-0.1,-0.214117647058824,0.260276467566432,-0.153333333333333,-0.147450980392157,0.18796992481203,0.18796992481203,0.174333561175666,0.135,-0.125,0.106997677119628,-0.151315789473684,0,-0.1,-0.100606060606061,-0.125,0.0343965517241379,-0.151315789473684,-0.151315789473684,-0.1,-0.1,0,-0.151978041129313,-0.0666666666666667,-0.0463967611336032,-0.29167862266858,-0.0272727272727273,0.0336231884057971,0.0466666666666667,0,-0.18796992481203,0.1,0.133333333333333,0.13,0.167132505175983,-0.225656565656566,-0.111794871794872,0.133333333333333,0.135714285714286,0.135714285714286,-0.105128205128205,0,-0.116756112104949,0.00745098039215686,-0.0395982783357245
"FOXC2",0.037037037037037,0,-0.0856249261986143,0.0258736559139785,0.0109090909090909,0.03125,0.0333333333333333,0.1,0.0942857142857143,0.0868783068783069,0.1,0.0361699346405229,-0.0908454422031376,0.0927272727272727,0.102005623242737,-0.0873076923076923,-0.0873076923076923,-0.0843665158371041,-0.0326215259446967,0.025125398996808,-0.030603638235222,0.0268495369278425,0.0333333333333333,0.0545454545454545,-0.0155682285305184,0.025125398996808,0.065755371373079,0.0277340946489819,0.0314130244148682,0.0333333333333333,0.0274509803921569,0.0333333333333333,0.0287978313887163,0.0505454545454545,0.0822421635186305,0.106893704850361,-0.0867209834190966,-0.0554885439763489,-0.0598787878787879,-0.0274509803921569,0.0873076923076923,-0.12,-0.0927272727272727,-0.0388270459699031,-0.0447117047872298,0.0946072446072446,0.00741023682200153,-0.08,-0.01101760962857,-0.0161722488038278,0.008,-0.05,0.00944927536231884,-0.0267302712280224,-0.029499484004128
"NFB",0.0221611721611722,-0.08,0.319380521439345,-0.041992337164751,-0.132034632034632,-0.041992337164751,-0.06,-0.342857142857143,-0.24015444015444,-0.224598884598885,-0.3,0.0494164332399627,0.258099116879757,-0.110634920634921,-0.102138188608777,0.235961078022886,0.235961078022886,0.233473515833832,0.180456299416468,0.0627350427350427,0.255480043398098,0.0627350427350427,0.0888888888888889,-0.2,0.0685612968591692,0.0627350427350427,0.192036836860445,0.0633000144864552,0.0624561326299151,0.0888888888888889,0.0735042735042735,0.1,0.0609659365514837,-0.190909090909091,-0.175934990197938,-0.293225938409242,0.181693940734188,0.173212888377445,0.178909090909091,-0.0735042735042735,-0.235961078022886,0.0928571428571429,0.112857142857143,0.170428751576293,0.192864260789075,-0.236333296284695,0.00789289399970515,0.242857142857143,0.132280407764279,0.136796536796537,0.0125137513751375,0.0488888888888889,0.000246093382572465,-0.0105752923434448,-0.023949528994901
"SUFU",0.0109265076404568,0.186666666666667,0.244070396928273,0.213223743223743,-0.0574242424242424,0.204343434343434,0.186666666666667,-0.164285714285714,-0.172747252747253,-0.169391548049266,-0.15,-0.0777959665061637,0.257258040169707,-0.153317257455188,-0.15118959788072,0.288024857238831,0.288024857238831,0.284860300276806,-0.0543557325855479,0.190811965811966,0.060720748885783,0.186722746481111,0.2,-0.325,0.011743776823532,0.08319309600863,-0.229830426107949,0.0794336975123894,0.0788902192515198,0.0933333333333333,0.0822222222222222,0.1,0.0783275594049725,-0.325,-0.181360846284446,-0.345297804461604,0.21163660900503,0.316292123043351,0.316489361702128,-0.188888888888889,-0.288024857238831,0.143076923076923,0.152167832167832,0.201721018304229,0.233179995063511,-0.254784110777958,-0.0490389652254503,0.184285714285714,0.0527705627705628,0.0551515151515152,-0.0514848950332821,-0.203333333333333,-0.0544872045021043,-0.10038072358809,-0.00848720989752948
"SMO",0.00833333333333333,-0.3,-0.244816672001138,-0.203333333333333,0.0333333333333333,-0.186666666666667,-0.266666666666667,0.1,0.164285714285714,0.184285714285714,0,0.0845860566448802,-0.258493444539956,0.143076923076923,0.152167832167832,-0.288461538461538,-0.288461538461538,-0.288461538461538,0.0555228451125726,-0.2,-0.062366559587926,-0.188888888888889,-0.2,0.333333333333333,-0.0121510673234811,-0.0933333333333333,0.233226053639847,-0.0822222222222222,-0.08319309600863,-0.1,-0.1,-0.1,-0.0794336975123894,0.333333333333333,0.19,0.348587570621469,-0.228070175438596,-0.325,-0.325,0.2,0.288461538461538,-0.1,-0.12,-0.22,-0.243701996927803,0.251567209162146,0.0256410256410256,-0.15,-0.0574242424242424,-0.0424242424242424,0.03,0.186666666666667,0.0379365079365079,0.0941534391534392,-0.00480225988700565
"ERK",0.000336992426011805,-0.1,0.150415165691414,-0.0476261232932232,-0.198368298368298,-0.0485923068681024,-0.064,-0.189285714285714,-0.151781257957729,-0.141689514838462,-0.214285714285714,-0.250538541983431,0.201268013616274,-0.0968354120811934,-0.0898716237803578,0.156500721500721,0.156500721500721,0.156170688497421,-0.0357149819604102,-0.0941491841491841,-0.0517078242910751,-0.0923947981842719,-0.0766666666666667,-0.0285714285714286,-0.0711777754908351,-0.089412342043921,-0.329079940920848,-0.0876311715604604,-0.0874452979545125,-0.0719298245614035,-0.0873144399460189,-0.0666666666666667,-0.086750853510068,-0.0238985313751669,-0.0214027289889359,-0.228308006334215,0.0761615040838342,0.014401459104372,0.0165992613021742,0.0920512820512821,-0.156500721500721,0.016551724137931,0.0101687454145268,0.234242732425033,0.218762221170177,-0.193065162795532,-0.0142701323205777,0.174134199134199,0.18507594339327,0.190339101288006,-0.000165290475208034,0.0492459016393443,0.0016584177314789,0.0728458411643656,-0.00454808608034469
"FUS",0.00314207650273224,0.266666666666667,0.243813327519533,0.204343434343434,-0.0424242424242424,0.203333333333333,0.186666666666667,-0.15,-0.184285714285714,-0.172747252747253,-0.1,-0.0788268943412152,0.258055488335577,-0.152167832167832,-0.153317257455188,0.288461538461538,0.288461538461538,0.288024857238831,-0.0542193069375261,0.188888888888889,0.0615446417797068,0.190811965811966,0.2,-0.333333333333333,0.0152566573855929,0.0822222222222222,-0.231610254717046,0.08319309600863,0.0794336975123894,0.1,0.0933333333333333,0.1,0.0788902192515198,-0.325,-0.182105263157895,-0.346747079823923,0.216531713900135,0.316489361702128,0.325,-0.2,-0.288461538461538,0.12,0.143076923076923,0.208659793814433,0.237098223342898,-0.25552760520175,-0.0357859531772575,0.164285714285714,0.0551515151515152,0.0574242424242424,-0.0379365079365079,-0.186666666666667,-0.0514848950332821,-0.0977678969847645,-0.00317320023569374
"MEK",-0.00353897656623626,-0.1,0.148871114828562,-0.0485923068681024,-0.206060606060606,-0.0492459016393443,-0.1,-0.214285714285714,-0.174134199134199,-0.151781257957729,-0.2,-0.254560733384263,0.201756551759829,-0.0101687454145268,-0.0968354120811934,0.159992784992785,0.159992784992785,0.156500721500721,-0.0354389929999686,-0.0920512820512821,-0.0511928912323727,-0.0941491841491841,-0.0666666666666667,-0.0333333333333333,-0.0723159868729489,-0.0873144399460189,-0.33016199682707,-0.089412342043921,-0.0876311715604604,-0.0666666666666667,-0.0719298245614035,-0.1,-0.0874452979545125,-0.0285714285714286,-0.0236249512111581,-0.233819817357837,0.081015873015873,0.0165992613021742,0.0238985313751669,0.0766666666666667,-0.159992784992785,0.02,0.016551724137931,0.240649417661802,0.21922518413314,-0.197967123579845,-0.01392883539225,0.189285714285714,0.190339101288006,0.198368298368298,0.00241773535505027,0.064,-0.000165290475208034,0.0749542748993054,-0.00187092072601398
"RKIP",0.0153036824485892,0.1,-0.150591016548463,0.0492459016393443,0.233333333333333,0.064,0.1,0.2,0.189285714285714,0.174134199134199,0.2,0.259322638146168,-0.202593371843511,0.016551724137931,0.0101687454145268,-0.171103896103896,-0.171103896103896,-0.159992784992785,0.0334877734877735,0.0766666666666667,0.0508285925074183,0.0920512820512821,0.1,0.0666666666666667,0.0723159868729489,0.0719298245614035,0.332108468846535,0.0873144399460189,0.089412342043921,0.1,0.0666666666666667,0,0.0876311715604604,0.0333333333333333,0.0290303566165635,0.242549976087996,-0.0832380952380952,-0.0238985313751669,-0.0285714285714286,-0.0666666666666667,0.171103896103896,-0.02,-0.02,-0.249859943977591,-0.227558517466474,0.200753501288824,0.00301974448315911,-0.214285714285714,-0.198368298368298,-0.206060606060606,-0.0113286264441592,-0.1,-0.00241773535505027,-0.077413291292748,-0.0013036824485892
"SOSGRB2",-0.00456140350877193,0,-0.0588283525730931,0.028975487115022,-0.209090909090909,0.0243243243243243,0,-0.2,-0.162573099415205,-0.154239766081871,-0.3,-0.0181159420289855,0.0552916881775942,0.0112827112827113,0.0143130143130143,0.0325800376647834,0.0325800376647834,0.026169781254527,-0.0477867087867088,-0.0571428571428571,-0.0532954651103091,-0.0701863354037267,-0.1,-0.0357142857142857,-0.0618949394939494,-0.0527950310559006,-0.195137104061809,-0.0658385093167702,-0.0637332461588755,-0.1,-0.0571428571428571,0,-0.0601003589695829,-0.0157142857142857,-0.0232356532356532,-0.105639097744361,0.0386111111111111,0.0202696594185956,0.0195604395604396,0.0571428571428571,-0.0325800376647834,0.0523809523809524,-0.00317460317460319,0.0259868421052632,-0.00809950248756219,-0.0991247571835818,-0.0553977272727273,0.188888888888889,0.171279424800552,0.178321678321678,-0.0464516129032258,0,-0.0429551094067223,-0.0138025179825639,0.000275689223057644
"RAF",-0.0153036824485892,-0.1,0.150591016548463,-0.0492459016393443,-0.233333333333333,-0.064,-0.1,-0.2,-0.189285714285714,-0.174134199134199,-0.2,-0.259322638146168,0.202593371843511,-0.016551724137931,-0.0101687454145268,0.171103896103896,0.171103896103896,0.159992784992785,-0.0334877734877735,-0.0766666666666667,-0.0508285925074183,-0.0920512820512821,-0.1,-0.0666666666666667,-0.0723159868729489,-0.0719298245614035,-0.332108468846535,-0.0873144399460189,-0.089412342043921,-0.1,-0.0666666666666667,0,-0.0876311715604604,-0.0333333333333333,-0.0290303566165635,-0.242549976087996,0.0832380952380952,0.0238985313751669,0.0285714285714286,0.0666666666666667,-0.171103896103896,0.02,0.02,0.249859943977591,0.227558517466474,-0.200753501288824,-0.00301974448315911,0.214285714285714,0.198368298368298,0.206060606060606,0.0113286264441592,0.1,0.00241773535505027,0.077413291292748,0.0013036824485892
"TGFR",-0.00647769786785805,-0.113333333333333,-0.111988095636821,-0.0917286430937074,-0.223333333333333,-0.099073275862069,-0.08,-0.233333333333333,-0.212280701754386,-0.212280701754386,-0.233333333333333,0.0381158560695927,0.0187787331747197,0.134469507101086,0.139948959155881,0.141666666666667,0.141666666666667,0.141081871345029,0.056912727938545,0.0403504043126685,0.0552975583521884,0.0435762107642814,0.0571428571428571,-0.231111111111111,0.0526807003201853,0.049874213836478,-0.133187946122414,0.0538215822575306,0.0519077066594445,0.0666666666666667,0.0366666666666667,0.1,0.0519962806187005,-0.221587301587302,-0.109757248637066,-0.0735415726279679,0.278362573099415,0.112633400878082,0.109087301587302,-0.0271428571428571,-0.141666666666667,-0.104761904761905,-0.110025062656642,0.054025974025974,-0.0298353389704958,-0.103386176300526,0.0670342677329022,0.233333333333333,0.214849086248243,0.219885057471264,0.088494623655914,0.083448275862069,0.090273983086519,0.0925593904078888,0.004867185738478
"TGF",-0.00826341215357234,-0.133333333333333,-0.115655577299413,-0.099073275862069,-0.213333333333333,-0.083448275862069,-0.113333333333333,-0.233333333333333,-0.233333333333333,-0.212280701754386,-0.2,0.0327777777777778,0.0203916364005262,0.110025062656642,0.134469507101086,0.136309523809524,0.136309523809524,0.141666666666667,0.056912727938545,0.0271428571428571,0.0551272006009108,0.0403504043126685,0.1,-0.22,0.053968253968254,0.0366666666666667,-0.134808316492784,0.049874213836478,0.0538215822575306,0.1,0.0666666666666667,0,0.0519077066594445,-0.231111111111111,-0.108447204968944,-0.0769377990430622,0.289473684210526,0.109087301587302,0.221587301587302,-0.0571428571428571,-0.136309523809524,-0.133333333333333,-0.104761904761905,0.0597402597402597,-0.0301303242212333,-0.108371513543927,0.0700193423597679,0.233333333333333,0.219885057471264,0.223333333333333,0.0933333333333333,0.08,0.088494623655914,0.0969072164948453,0.00826341215357234
