"","TGFR","PAK1","CDC42","SMAD","ILK","AKT","ZEB1","Patched","IKK","SHH","SUFU","NFB","FUS","cfos","SOSGRB2","EGR1","RAS","RAF","DELTA","SRC","GSK3","SNAI2","Destcompl","DSH","Ecadherin","GLI","Wnt","STAT","cateninmemb","cateninnuc","TCFLEF","CD44","cMet","Frizzled","LIV1","ZEB2","AXIN2","PI3K","MEK","ERK","miR200","TWIST1","KLF4","Csl","NOTCH","NOTCHic","Jagged","TrCP","SMO","Csn","SNAI1","RKIP","HEY1","TGF","FOXC2"
"SMAD",0.335777607919397,0.311904761904762,0.327397719651241,0.239615817971982,0.328187246543411,0.307475256769374,0.300322697230504,0.266246177370031,0.304808590102708,0.264387441310551,0.233333333333333,0.275396825396825,0.245833333333333,0.0474654377880184,0.178009464655427,0.0571428571428571,0.142647022230049,0.138370706440575,0.138370706440575,-0.0568253968253968,0.179301609000857,0.0405212793588469,-0.116201171362311,-0.0523809523809524,0.167038818992895,0.0740759041118753,0.0769536019536019,0.0457142857142857,0.127343739679783,0.0718936402837548,0.0708804690578176,0.0653173754350225,0.0685901027077498,0.0634920634920635,0.06,-0.0932107631919847,0.0689261193153303,-0.138370706440575,-0.0580423608649415,-0.0474654377880184,-0.0770089116111455,-0.131522564952066,-0.0983468344407551,-0.202857142857143,-0.192266009852217,-0.199408866995074,-0.22917455662617,-0.25,-0.270833333333333,-0.261111111111111,-0.293036314939541,-0.284975880117501,-0.347241759018861,-0.332988763297883,-0.359985277880015
"cfos",0.350140056022409,0.371428571428571,0.328571428571429,0.20505205666496,0.203439153439153,0.182675438596491,0.250662977055229,0.176651305683564,0.145833333333333,0.170478466177391,0.133333333333333,0.158333333333333,0.147619047619048,0.04,0.154166666666667,0.16,0.0730631276901004,0.0779411764705882,0.0779411764705882,0.04,-0.018422619047619,0.0653692293108352,0.0379838947299091,0,0.0462564529485536,-0.0104678362573099,-0.0288888888888889,0,0.00846028148610148,-0.016035342272966,-0.0245538607914846,-0.0126726726726727,-0.0288888888888889,-0.04,-0.1,-0.0915638571812906,-0.0298357963875205,-0.0779411764705882,-0.0324834193072955,-0.0443478260869565,-0.0644554791613615,-0.165627705627706,-0.0795555555555556,-0.1,-0.143076923076923,-0.153846153846154,-0.147673611111111,-0.1,-0.147619047619048,-0.133333333333333,-0.254611211573237,-0.253496503496503,-0.213768115942029,-0.356200662083015,-0.364804263168682
"SRC",0.366269841269841,0.355555555555556,0.380555555555556,0.226872925557136,0.222368421052632,0.300854700854701,0.301400119796346,0.188518518518519,0.28974358974359,0.209106753812636,0.1,0.266666666666667,0.15,-0.124242424242424,0.312857142857143,-0.133333333333333,0.332238783327644,0.335269086357947,0.335269086357947,0.05,0.265714285714286,0.0455591758519491,-0.0843864468864469,0.1,-0.15811843929491,-0.0554098360655738,-0.08,-0.2,-0.151413336326897,-0.053317295005935,-0.0517512994802079,-0.0554098360655738,-0.08,-0.05,-0.2,-0.0882150344414495,-0.102694547154575,-0.335269086357947,0.148351438917477,0.146464646464646,-0.106040111257503,-0.17241505620816,-0.169896640826873,0.065,0.0435714285714286,0.0792857142857143,-0.139539520112915,-0.1,-0.17,-0.2,-0.327386022307678,-0.184587813620072,-0.176456471367097,-0.393542568542569,-0.399355742296919
"RKIP",0.225714285714286,0.133333333333333,0.206666666666667,0.295576964628427,0.276765083440308,0.358712121212121,0.225095169775227,0.204,0.3375,0.231868852459016,0.1,0.3,0.2,-0.35,0.42984126984127,-0.3,0.341450216450216,0.308116883116883,0.308116883116883,-0.0333333333333333,0.485815602836879,0.0977560179518564,-0.391831087835831,0,-0.0312102073136432,0.0656410256410257,0.0733333333333333,0,-0.0234698564110329,0.0916687036012066,0.0827628511839038,0.0624831309041835,0.0701754385964912,0.0333333333333333,0,-0.0838527020564323,0.064662447257384,-0.308116883116883,0.363059427732942,0.339655172413793,-0.0939407615932407,-0.0686007130124777,-0.0878527020564323,-0.0555555555555556,-0.00380730380730381,-0.0191919191919192,-0.181370765623737,-0.2,-0.2,-0.2,-0.264639153670372,-0.0689775910364146,-0.276848625629113,-0.217303070761015,-0.244577070439139
"RAF",0.225714285714286,0.133333333333333,0.206666666666667,0.295576964628427,0.276765083440308,0.358712121212121,0.225095169775227,0.204,0.3375,0.231868852459016,0.1,0.3,0.2,-0.35,0.42984126984127,-0.3,0.341450216450216,0.308116883116883,0.308116883116883,-0.0333333333333333,0.485815602836879,0.0977560179518564,-0.391831087835831,0,-0.0312102073136432,0.0656410256410257,0.0733333333333333,0,-0.0234698564110329,0.0916687036012066,0.0827628511839038,0.0624831309041835,0.0701754385964912,0.0333333333333333,0,-0.0838527020564323,0.064662447257384,-0.308116883116883,0.363059427732942,0.339655172413793,-0.0939407615932407,-0.0686007130124777,-0.0878527020564323,-0.0555555555555556,-0.00380730380730381,-0.0191919191919192,-0.181370765623737,-0.2,-0.2,-0.2,-0.264639153670372,-0.0689775910364146,-0.276848625629113,-0.217303070761015,-0.244577070439139
"EGR1",0.356200662083015,0.328571428571429,0.350140056022409,0.215374637310121,0.20505205666496,0.180823586744639,0.256772301814071,0.170478466177391,0.182675438596491,0.164478466177391,0.147619047619048,0.145833333333333,0.147619047619048,0.0443478260869565,0.16703795379538,0.04,0.0798813095082822,0.0730631276901004,0.0730631276901004,0.0288888888888889,-0.018422619047619,0.0590401153867845,0.0351267518727663,0.04,0.045910432187308,-0.0216873484524319,-0.0104678362573099,-0.04,0.0132221862480062,-0.0168629284798626,-0.016035342272966,-0.0245538607914846,-0.0126726726726727,-0.0288888888888889,0,-0.0828821851555671,-0.0329804504755708,-0.0730631276901004,-0.0471500859739622,-0.0324834193072955,-0.0659783218009554,-0.170519009975532,-0.0893916211293261,-0.153846153846154,-0.135384615384615,-0.143076923076923,-0.15564907123381,-0.133333333333333,-0.176651305683564,-0.158333333333333,-0.253895221119776,-0.251839044932968,-0.210826939471441,-0.350736181208698,-0.362735297651441
"SMO",0.215,0.166666666666667,0.206666666666667,0.174126984126984,0.156666666666667,0.0388571428571429,0.251694915254237,0.095,0.0428571428571429,0.111666666666667,-0.1,0,0,0.04,0.197368421052632,0.1,0.0584190518783542,0.0514423076923077,0.0514423076923077,-0.15,0.270752871723746,-0.0341784345922277,-0.272479303642094,0,0.0924211040654096,0.0680555555555556,0.0625,0.1,0.179111076312767,0.170835989650502,0.167076591154261,0.162222222222222,0.156666666666667,0.05,0.1,-0.0480225988700565,0.304717121958501,-0.0514423076923077,-0.0814918414918415,-0.0784615384615385,-0.0883062085593731,-0.019880174291939,-0.0472222222222222,-0.0333333333333333,0.00393939393939394,-0.00606060606060606,0.0546825396825397,0,-0.12,0.1,-0.219585253456221,-0.192063492063492,-0.153113553113553,-0.206891891891892,-0.163103448275862
"miR200",0.0267552182163188,0.0333333333333333,0.0235294117647059,-2.56866292874872e-06,0.00281874795149131,0.0118257908923252,-0.0486827956989247,0.019662447257384,0.00616541353383459,0.019662447257384,0.02,0.0147368421052632,0.02,-0.00428571428571428,0.00345261121856866,-0.0142857142857143,0.068935468447137,0.0691848450057405,0.0691848450057405,0.0930434782608696,-0.0667720455989529,0.0845102962104626,0.134318357652184,0.08,-0.200898777461277,-0.0934084507042253,-0.0934084507042253,-0.08,-0.192551405212279,-0.0939973835105495,-0.0944519289650949,-0.0944519289650949,-0.0944519289650949,-0.092,-0.1,-0.0460976702508961,-0.135052951093286,-0.0691848450057405,0.0104081632653061,0.00428571428571428,-0.0679804215539289,-0.0957724484104852,-0.046031746031746,-0.00226600985221675,-0.0120458656870112,-0.0126108374384236,-0.0206997682410293,0,-0.0133333333333333,-0.02,0.00414178414178414,0.0036932326859103,-0.0034180790960452,-0.0284994042628304,-0.0155245296708711
"Csn",0.121681800786278,0.109090909090909,0.116553595658073,0.0616747333503648,0.0542197204968944,0.172066666666667,0.0859437551695616,0.000930968672904157,0.161666666666667,0.00420965719749432,-0.0142857142857143,0.145,-0.00317460317460317,-0.0490909090909091,0.147040239824743,-0.04,0.273865856188506,0.268299637378525,0.268299637378525,-0.167241379310345,0.548632257118598,-0.0508052463650034,-0.477940271373228,-0.15,0.0284828593657283,0.184634971144932,0.178084752804321,0.15,0.0849586597466922,0.193846476828686,0.19053920082147,0.184751419470987,0.178084752804321,0.167241379310345,0.133333333333333,-0.043520264681555,0.218410941926346,-0.268299637378525,0.0488338744588745,0.0477922077922078,-0.0420839128439399,-0.00446158641109553,-0.0388967894850248,0.147979797979798,0.161878399378399,0.157070707070707,0.0329300890189121,-0.02,0.000144300144300144,-0.12,-0.205007484456859,-0.166857011785523,-0.0418023255813953,-0.12382977214666,-0.158395824026781
"cateninnuc",-0.10956599722117,-0.106285714285714,-0.11243956043956,-0.0144350816683695,-0.0175728715728716,0.0207035984848485,0.0494183217046014,-0.145269433979341,0.0214848484848485,-0.141565730275638,-0.155555555555556,0.0234848484848485,-0.135555555555556,0.0812629399585921,0.00227161625822611,0.105072463768116,0.0224349474349474,0.0256336006336006,0.0256336006336006,-0.198581973581974,0.262510083755881,-0.0627689955968151,-0.277810568488524,-0.195804195804196,0.0366575289456304,0.201027813758606,0.193913189252677,0.195804195804196,0.188064261569744,0.100765298124571,0.198804513810846,0.202463961159613,0.195321104016756,0.197174058817894,0.172727272727273,-0.0289880521243714,0.335847641195313,-0.0256336006336006,-0.0959940977799834,-0.0964528133763136,-0.0221040174648906,0.143764469482515,0.000927700215956443,0.104143126177024,0.101965536325016,0.0983291726886524,0.211014747998464,-0.0333333333333333,0.137194899817851,-0.00833333333333333,-0.113583376505772,-0.118236226139452,0.0247163420740099,0.10956599722117,0.085269555581031
"KLF4",-0.0617575757575758,-0.0590909090909091,-0.0710909090909091,-0.0194782608695652,-0.00933333333333333,-0.0194708994708995,0.0226315789473684,-0.0416666666666667,-0.0342857142857143,-0.0513440860215054,0,-0.02,-0.0333333333333333,0.0854545454545454,0.0186535162950257,0.04,-0.0172963800904977,-0.0253846153846154,-0.0253846153846154,-0.0372549019607843,0.127330297237408,-0.0518372990541831,-0.13453689179137,-0.0666666666666667,0.275704438664795,0.0542156076544491,0.0628362973096215,0.0666666666666667,0.265833435985875,0.060123143875801,0.0560135548347051,0.0550102103530998,0.0628362973096215,0.0372549019607843,0.0333333333333333,-0.0174458204334365,0.152805926467898,0.0253846153846154,-0.0699906279287723,-0.0854545454545454,-0.0113553113553114,0.022082788671024,0.00740740740740741,0.0690909090909091,0.0719666551571055,0.0585645933014354,0.0607496251874063,0.1,0.0666666666666667,0,-0.0335715570153453,-0.04004329004329,0.0152635599694423,0.0690746489283075,0.0709506845018037
"Ecadherin",-0.0690746489283075,-0.0710909090909091,-0.0617575757575758,-0.013424992104432,-0.0194782608695652,-0.025964405964406,0.0245273135445248,-0.0513440860215054,-0.0194708994708995,-0.0529188891711117,-0.0333333333333333,-0.0342857142857143,-0.0666666666666667,0.0854545454545454,0.0304956215581836,0.0854545454545454,-0.0200896761798832,-0.0172963800904977,-0.0172963800904977,-0.0628362973096215,0.128213299444914,-0.0497301346953631,-0.135841644820261,-0.0372549019607843,0.180572987837142,0.0555489409877824,0.0542156076544491,0.0372549019607843,0.264294974447414,0.056294945929956,0.060123143875801,0.0560135548347051,0.0550102103530998,0.0628362973096215,0.0666666666666667,-0.015076152186991,0.153424483168929,0.0172963800904977,-0.0852847455758311,-0.0699906279287723,-0.0130312890089426,0.0226414478889011,-0.000187529301453353,0.0585645933014354,0.0634164692834996,0.0719666551571055,0.0646397853704727,0,0.0416666666666667,0.02,-0.0307234557495225,-0.039668758208084,0.025330674063402,0.0645538532682713,0.0675181902226275
"SNAI2",0.0537096890038066,0.0627450980392157,0.0579831932773109,0.0190123195312224,0.0137491616364856,0.038117989198172,-0.0133694147262429,0.047515006002401,0.046551724137931,0.0601910623404291,0,0.05,0.06,-0.0862745098039216,-0.031473968897904,-0.0333333333333333,0.0339452721450848,0.0421644502272766,0.0421644502272766,0.0366233766233766,-0.0864116382057051,-0.0120479194913669,0.0908490175810494,0.0509090909090909,-0.0901515709853346,-0.0443811532295377,-0.0577501371867569,-0.0509090909090909,-0.126477499611616,-0.0508797601989004,-0.0504139216895836,-0.0448469113803053,-0.0577501371867569,-0.0366233766233766,-0.06,0.0112269771344661,-0.0967689689423703,-0.0421644502272766,0.0645733969263381,0.0686274509803922,0.00800115567607771,-0.0270018325062369,-0.005,-0.0486842105263158,-0.0582308042834359,-0.0504385964912281,-0.0477250969596248,-0.1,-0.0658823529411765,0,0.013977495413516,0.0217948717948718,-0.0209162145871007,-0.0599208691280303,-0.0643092965819457
"cateninmemb",0.0690746489283075,0.0710909090909091,0.0617575757575758,0.013424992104432,0.0194782608695652,0.025964405964406,-0.0245273135445248,0.0513440860215054,0.0194708994708995,0.0529188891711117,0.0333333333333333,0.0342857142857143,0.0666666666666667,-0.0854545454545454,-0.0304956215581836,-0.0854545454545454,0.0200896761798832,0.0172963800904977,0.0172963800904977,0.0628362973096215,-0.128213299444914,0.0497301346953631,0.135841644820261,0.0372549019607843,0.139903712887366,-0.0555489409877824,-0.0542156076544491,-0.0372549019607843,0.0783442107412612,-0.056294945929956,-0.060123143875801,-0.0560135548347051,-0.0550102103530998,-0.0628362973096215,-0.0666666666666667,0.015076152186991,-0.153424483168929,-0.0172963800904977,0.0852847455758311,0.0699906279287723,0.0130312890089426,-0.0226414478889011,0.000187529301453353,-0.0585645933014354,-0.0634164692834996,-0.0719666551571055,-0.0646397853704727,0,-0.0416666666666667,-0.02,0.0307234557495225,0.039668758208084,-0.025330674063402,-0.0645538532682713,-0.0675181902226275
"HEY1",0.0617575757575758,0.0590909090909091,0.0710909090909091,0.0194782608695652,0.00933333333333333,0.0194708994708995,-0.0226315789473684,0.0416666666666667,0.0342857142857143,0.0513440860215054,0,0.02,0.0333333333333333,-0.0854545454545454,-0.0186535162950257,-0.04,0.0172963800904977,0.0253846153846154,0.0253846153846154,0.0372549019607843,-0.127330297237408,0.0518372990541831,0.13453689179137,0.0666666666666667,-0.275704438664795,-0.0542156076544491,-0.0628362973096215,-0.0666666666666667,-0.265833435985875,-0.060123143875801,-0.0560135548347051,-0.0550102103530998,-0.0628362973096215,-0.0372549019607843,-0.0333333333333333,0.0174458204334365,-0.152805926467898,-0.0253846153846154,0.0699906279287723,0.0854545454545454,0.0113553113553114,-0.022082788671024,-0.00740740740740741,-0.0690909090909091,-0.0719666551571055,-0.0585645933014354,-0.0607496251874063,-0.1,-0.0666666666666667,0,0.0335715570153453,0.04004329004329,-0.0152635599694423,-0.0690746489283075,-0.0709506845018037
"FOXC2",0.0617575757575758,0.0590909090909091,0.0710909090909091,0.0194782608695652,0.00933333333333333,0.0194708994708995,-0.0226315789473684,0.0416666666666667,0.0342857142857143,0.0513440860215054,0,0.02,0.0333333333333333,-0.0854545454545454,-0.0186535162950257,-0.04,0.0172963800904977,0.0253846153846154,0.0253846153846154,0.0372549019607843,-0.127330297237408,0.0518372990541831,0.13453689179137,0.0666666666666667,-0.275704438664795,-0.0542156076544491,-0.0628362973096215,-0.0666666666666667,-0.265833435985875,-0.060123143875801,-0.0560135548347051,-0.0550102103530998,-0.0628362973096215,-0.0372549019607843,-0.0333333333333333,0.0174458204334365,-0.152805926467898,-0.0253846153846154,0.0699906279287723,0.0854545454545454,0.0113553113553114,-0.022082788671024,-0.00740740740740741,-0.0690909090909091,-0.0719666551571055,-0.0585645933014354,-0.0607496251874063,-0.1,-0.0666666666666667,0,0.0335715570153453,0.04004329004329,-0.0152635599694423,-0.0690746489283075,-0.0709506845018037
"CD44",-0.0716666666666667,-0.0666666666666667,-0.0466666666666667,0.103514739229025,0.105555555555556,0.2,-0.0428571428571429,0.09,0.166666666666667,0.09,0.1,0.2,0.1,-0.3,0.297619047619048,-0.3,0.168571428571429,0.142857142857143,0.142857142857143,-0.2,0.250595238095238,-0.00491508491508491,-0.219409582014624,0,0.101602974704158,0.0933333333333333,0.1,0.1,0.138589743589744,0.114335122242099,0.123565891472868,0.0933333333333333,0.2,0.1,0.1,0.0206349206349206,0.12,-0.142857142857143,0.36,0.34,0.0479007465963988,0.0153113553113553,0.153968253968254,0,0.0165413533834586,0.0428571428571429,-0.0814918414918415,0,-0.05,-0.1,-0.0165603402445508,0.196666666666667,-0.127485380116959,0.0494444444444445,0.0416666666666667
"cMet",-0.0494444444444445,-0.0466666666666667,-0.0716666666666667,0.119878375592661,0.103514739229025,0.21875,-0.0297258297258297,0.09,0.2,0.09,0.1,0.166666666666667,0.05,-0.34,0.297619047619048,-0.3,0.161024258760108,0.168571428571429,0.168571428571429,-0.2,0.276401689708141,0.00749367420900268,-0.224814987420029,-0.1,0.108982109564209,0.125151515151515,0.0933333333333333,0.2,0.136810384159139,0.122244726761873,0.114335122242099,0.123565891472868,0.0933333333333333,0.1,0.1,0.0216450216450216,0.140634920634921,-0.168571428571429,0.358181818181818,0.36,0.0354007465963988,0.0254237148619171,0.120634920634921,0.0428571428571429,0.0271796512557991,0.0165413533834586,-0.0662744501874937,-0.1,-0.09,-0.2,-0.0165603402445508,0.192962962962963,-0.121603027175783,0.0324231678486998,0.0226793248945148
"NFB",-0.115365656565657,-0.111111111111111,-0.106565656565657,-0.153024893567424,-0.142244224422442,-0.260982410982411,-0.0781913404200155,-0.0876628352490422,-0.2498712998713,-0.0912772930803675,-0.08,-0.230952380952381,-0.08,0.0637142857142857,-0.161990269792127,0.0357142857142857,-0.195715944955064,-0.196213457392875,-0.196213457392875,0.141025641025641,-0.435204697263521,0.0198995586652079,0.32976207265098,0.133333333333333,-0.183344410503203,-0.159124171708441,-0.145641025641026,-0.133333333333333,-0.200851229348542,-0.162889533282658,-0.157791494066971,-0.158635375923512,-0.145641025641026,-0.141025641025641,-0.1,0.0404245095497364,-0.183490374873354,0.196213457392875,-0.0577012138188609,-0.0570476190476191,0.045283135796731,0.019813258636788,0.0382783882783883,-0.132900432900433,-0.136525624912722,-0.128138528138528,-0.0190378456372671,0.1,0.0911111111111111,0.114285714285714,0.158163988520571,0.128149082247443,0.133458646616541,0.119796036312492,0.170380411974037
