"","AXIN2","SRC","STAT","LIV1","Patched","AKT","KLF4","cateninmemb","SMO","IKK","SHH","HEY1","ILK","cfos","FUS","ZEB2","ZEB1","FOXC2","SNAI2","NOTCHic","MEK","ERK","Csl","Jagged","SOSGRB2","GSK3","TWIST1","EGR1","NOTCH","RKIP","NFB","RAS","RAF","PI3K","DELTA","SMAD","SNAI1","TGFR","CDC42","TGF","Ecadherin","DSH","GLI","PAK1","Wnt","TrCP","SUFU","CD44","cateninnuc","Destcompl","cMet","Frizzled","TCFLEF","Csn","miR200"
"EGR1",0.0381869442637172,0.0285185185185185,0.01,0.05,0.0674660067133186,0.0685672514619883,0.0242133749674733,0.0341187772861415,0.0440092165898618,0.0407894736842105,0.0414660067133185,0.0153518828820884,0.0151817716333845,0.0791304347826087,0.0214285714285714,-0.0426357859437124,-0.0426357859437124,0.0158461904526319,0.200450315645733,-0.00641025641025642,0.0625428641611398,0.0638761974944731,0.00128205128205128,0.012602675528289,0.159502200220022,-0.0689323593073593,0.0886695840391492,-0.04,-0.00567765567765567,0.00363314401988435,-0.025,0.0333257974290973,0.0324167065200064,0.0324167065200064,0.0324167065200064,-0.0100204813108039,0.0703226240140533,0.254074357015533,0.246498599439776,0.242052499092036,-5.19146901115927e-05,-0.01,-0.0185698664004184,0.252380952380952,-0.0258869395711501,0,-0.0714285714285714,-0.0171725190537072,-0.0243985726935539,-0.0588804306755825,-0.0231131131131131,-0.0285185185185185,-0.0249502968314849,-0.075,0.0779371154707076
"GLI",0.0379861111111111,0.0261290322580645,0.01,0.05,0.182371106337272,-0.0069595491705454,0.0199099099099099,0.0288536648359305,0.149718045112782,-0.0397720491705454,0.159737361481305,0.0430261871688018,0.0451055179470067,-0.101190476190476,0.133928571428571,-0.0390663935825226,-0.0390663935825226,0.0552481080151359,0.224119605625645,0.0094893899204244,-0.123433426610222,-0.120670995670996,0.0119893899204244,0.018366098694844,-0.0260812933379305,-0.221976842040529,0.129013855414535,0.142857142857143,-0.0266322470632815,0.0872526943430618,0.041812865497076,-0.130492576189703,-0.129898516783763,-0.129898516783763,-0.129898516783763,-0.0386190314605202,0.161952085320308,0.20414009976144,0.193448275862069,0.193081276232028,0.0122933535417431,0.1,-0.0068674552868505,0.19,0.0850474383301708,0.05,-0.171428571428571,-0.0143544317534388,-0.0224455038612473,-0.0977192996228096,-0.0212509834775767,0.0838709677419355,-0.0221466395456466,-0.00555555555555556,0.125496660202543
"TGFR",0.0463755856817373,0.0533333333333333,0.0333333333333333,0,0.0403448275862069,0.205019816984321,0.0283929933529476,0.0336285676197798,0.0403448275862069,0.202694235588972,0.0262205338008962,0.0367803150591337,0.0164125122189638,0.156641604010025,0.03,-0.0379243582145011,-0.0379243582145011,-0.0550098321082752,-0.190822205984321,-0.0701149425287356,0.143825774481867,0.14108604845447,-0.0666666666666667,0.0439056797080105,0.0765756985055231,0.288670789569358,-0.192462106234348,-0.161904761904762,0.0622012734639874,-0.0901298701298701,-0.186904761904762,0.212447786131997,0.20952380952381,0.20952380952381,0.20952380952381,-0.0245975655997467,-0.238179042732542,-0.34015873015873,-0.247301587301587,-0.347960148598446,-0.076272717799158,-0.0142857142857143,-0.0216259455699504,-0.271111111111111,-0.0248517520215633,-0.233333333333333,-0.113333333333333,-0.041267792121814,-0.039372987471893,0.0779959772540776,-0.0438993710691824,-0.0342857142857143,-0.0431816677199001,-0.258333333333333,-0.188876043311527
"Csl",0.0904134379010695,0.0566899766899767,0.0415384615384615,0.08,0.0422639030798424,0.0356589147286822,0.0239371980676328,0.0102658088264858,0.019683257918552,0.0116279069767442,0.0198501099763941,0.116474522919536,0.0194895512161699,0.0419047619047619,-0.00384615384615384,-0.0379099830072686,-0.0379099830072686,0.011725575658517,0.236510927056922,-0.0313461072034926,0.0283022774327122,0.0304761904761905,-0.0260829493087558,-0.0250435896731427,0.180762049247287,-0.106045412644643,0.117314666814894,-0.0133333333333333,0.0204370162944017,0.0142398385062378,0,-0.0337976991259909,-0.0345329932436379,-0.0345329932436379,-0.0345329932436379,-0.0144895512161699,0.0840234161973292,0.291161975207178,0.282881720430108,0.281864923052983,0.0221008796972355,-0.0415384615384615,-0.0483566433566434,0.289333333333333,-0.0556147078727724,0,-0.05,-0.0472708244136816,-0.0532444887540462,-0.105401878460277,-0.0533932733932734,-0.0566899766899767,-0.0535303663984144,-0.0555555555555556,0.0843616227363252
"ZEB1",-0.208568398150847,-0.186554096310194,-0.174358974358974,-0.166666666666667,-0.013903743315508,0.00123587657668763,0.0392453888210202,0.0373299203058018,-0.00606060606060606,0.0098073051481162,-0.00215997107351514,-0.0490817904030339,-0.0446367377181492,-0.0286666666666667,0.0166666666666667,-0.0347886819356967,-0.0347886819356967,0.014905957150899,-0.150637120304212,-0.0496323529411765,-0.0141033082836659,-0.0110196078431372,-0.04375,-0.0225767495135513,-0.0203508771929824,0.104448944322882,-0.0814095350217566,0.0166666666666667,0.060376154594069,0.0124722215244459,-0.0245614035087719,0.148034448186629,0.148506889131511,0.148506889131511,0.148506889131511,0.0556944300258415,0.0190647361509359,0.0798226098456694,0.0843911377644511,0.088484027168504,0.071529184926484,0.166666666666667,0.167528190944082,0.106130268199234,0.169246404002502,0.0333333333333333,0.0333333333333333,0.173400501538952,0.174747984571804,0.192991551394492,0.174789390427841,0.178861788617886,0.17738986324108,0.0333333333333333,0.132729147545744
"RAF",-0.0149085794655415,0,0,0,-0.092,0.0298160173160173,0.0327594452415112,0.108855578267343,-0.08,0.0267857142857143,-0.103475409836066,-0.134649632210608,-0.112740693196406,0.22,-0.1,-0.0347594452415112,-0.0347594452415112,-0.0365605658709107,-0.362991198927551,-0.202020202020202,0.235700660308144,0.216551724137931,-0.211111111111111,-0.0953917050691244,0.107174603174603,0.321749408983452,-0.162245989304813,-0.17,0.20971250971251,-0.0460084033613445,-0.0142857142857143,0.256154956154956,0.246753246753247,0.246753246753247,0.246753246753247,0.101849604087495,-0.245664108376806,-0.159047619047619,-0.14,-0.171197151757899,-0.109625345455398,0,0.01,-0.133333333333333,0.01,0,0.1,0.0157894736842105,0.0175083654794382,0.302700662146392,0.0157894736842105,0,0.0136915715863084,0,-0.0779222298836165
"cMet",-0.148888888888889,-0.25,-0.2,-0.1,0.102727272727273,-0.00541666666666667,-0.0492063492063492,-0.0950256801324417,0.13,0.0133333333333333,0.115227272727273,0.0886480908152735,0.094671201814059,-0.045,0.15,-0.0336219336219336,-0.0336219336219336,-0.0282542194092827,0.162036147145636,0.237593984962406,-0.0468181818181818,-0.045,0.242857142857143,0.123322185061316,-0.267619047619048,-0.137730414746544,-0.0839757994814175,0.025,-0.209934410494321,-0.157777777777778,-0.0333333333333333,-0.103719676549865,-0.0942857142857143,-0.0942857142857143,-0.0942857142857143,-0.0983075654504226,-0.0431901530920264,-0.131388888888889,-0.125833333333333,-0.10798463356974,0.145058477763201,0.1,0.116363636363636,-0.113333333333333,0.13,-0.1,-0.1,0.113720930232558,0.117206371345118,-0.111739044512154,0.13,0.15,0.118336314847943,0,-0.0977684453227932
"ERK",-0.0173476038557854,-0.0157894736842105,-0.0157894736842105,0,-0.0962858673524054,0.0387312898470481,0.0292938729660894,0.114170048615358,-0.103475409836066,0.028639546727782,-0.0977351427147243,-0.125900020048026,-0.102956615157605,0.235700660308144,-0.092,-0.0318810550402864,-0.0318810550402864,-0.040834070144415,-0.369652249083432,-0.222121268836597,0.144869648237577,0.144033993641477,-0.20971250971251,-0.0903057876288716,0.0918995222684543,0.331231519283001,-0.167011450380953,-0.216551724137931,0.222952293767345,-0.0528182552892143,-0.0298160173160173,0.263032215309443,0.26028194028194,0.26028194028194,0.26028194028194,0.110555399352134,-0.255439749402447,-0.173386932779797,-0.171197151757899,-0.17613418552705,-0.110839424419304,0.01,0.0116614963983385,-0.159047619047619,0.0079020979020979,-0.0142857142857143,0.08,0.0175083654794382,0.0186011473877406,0.31048118634609,0.0136915715863084,0.01,0.0188094807210739,-0.0267857142857143,-0.0795992164677238
"SNAI1",0.0412172472940202,0.0231131131131131,0.0285185185185185,0.01,0.0414660067133185,0.0519005847953216,0.0419703843132677,0.0333243040564351,0.0674660067133186,0.0685672514619883,0.041271831956037,0.00939950192970741,0.0100204813108039,0.0638761974944731,0.0440092165898618,-0.0316886764726177,-0.0316886764726177,0.0284256059545378,0.199478139983648,0.00567765567765567,0.0715114740266106,0.0625428641611398,-0.00641025641025642,0.00577914611652432,0.158370124748324,-0.0699224583172603,0.098413173782739,-0.0791304347826087,0.00411826268969127,0.0145118051077505,-0.0407894736842105,0.0326689829791794,0.0333257974290973,0.0333257974290973,0.0333257974290973,-0.0273636547425382,-0.0287876962706442,0.242052499092036,0.254074357015533,0.242858950704939,-0.00541091573069432,-0.0285185185185185,-0.0253340345905464,0.246498599439776,-0.0185698664004184,-0.075,-0.0214285714285714,-0.0249502968314849,-0.0220237662919019,-0.059044904359793,-0.0171725190537072,-0.0258869395711501,-0.0243985726935539,-0.025,0.0720773652305539
"IKK",-0.117380952380952,-0.0666666666666667,-0.1,-0.1,0.133333333333333,0.0314671814671815,0.00695970695970696,-0.0824676719928117,0.1,0.00714285714285715,0.109195402298851,0.121362229102167,0.110416666666667,-0.00714285714285715,0.04,-0.0315238095238095,-0.0315238095238095,-0.0705339105339105,0.256880801026651,0.168831168831169,-0.0213650793650794,-0.0191428571428571,0.154545454545455,0.0929615745079662,0.190126050420168,-0.257472527472527,0.109509803921569,0.05,-0.198989898989899,0.0829690346083789,-0.0571428571428571,-0.0887213176213969,-0.0859044162129462,-0.0859044162129462,-0.0859044162129462,-0.111406765676568,0.132923381396664,0.285858585858586,0.272222222222222,0.267458585858586,0.108772773210094,0.1,0.0897435897435898,0.25,0.0820512820512821,0,-0.1,0.0897435897435898,0.0790091264667536,-0.15635915218446,0.0820512820512821,0.0666666666666667,0.0790091264667536,-0.1,0.131727982162765
"MEK",-0.0149085794655415,-0.0157894736842105,0,0,-0.103475409836066,0.028639546727782,0.0347202295552367,0.112514114852709,-0.092,0.0298160173160173,-0.0962858673524054,-0.125558723119699,-0.101849604087495,0.216551724137931,-0.08,-0.0292038896859557,-0.0292038896859557,-0.0365605658709107,-0.367127451968914,-0.20971250971251,0.144033993641477,0.235700660308144,-0.202020202020202,-0.0921130165445343,0.0938412698412698,0.326417713651756,-0.161879688938512,-0.22,0.222121268836597,-0.0486399823087129,-0.0267857142857143,0.26028194028194,0.256154956154956,0.256154956154956,0.256154956154956,0.102956615157605,-0.253356416069114,-0.171197151757899,-0.159047619047619,-0.173386932779797,-0.111628988442648,0,0.0079020979020979,-0.14,0.01,0,0.1,0.0136915715863084,0.0188094807210739,0.307512377627563,0.0157894736842105,0.01,0.0175083654794382,-0.0142857142857143,-0.0800894125461552
"TGF",0.047663139329806,0.0333333333333333,0,0,0.0403448275862069,0.202694235588972,0.0230358504958047,0.0382475052641216,0.03,0.186904761904762,0.0403448275862069,0.0621534493874919,0.0406060606060606,0.161904761904762,0.113333333333333,-0.0284903959503502,-0.0284903959503502,-0.0563198757763975,-0.190590724502839,-0.0666666666666667,0.14108604845447,0.156641604010025,-0.00666666666666667,0.053325969563083,0.0605263157894737,0.282558320131706,-0.189259259259259,-0.133333333333333,0.0701149425287356,-0.0844155844155844,-0.258333333333333,0.20952380952381,0.207738095238095,0.207738095238095,0.207738095238095,-0.0164125122189638,-0.247323585505404,-0.247301587301587,-0.271111111111111,-0.34015873015873,-0.0755912867940472,0,-0.0248517520215633,-0.26,-0.0342857142857143,-0.2,-0.133333333333333,-0.0438993710691824,-0.0431816677199001,0.0761814611250454,-0.0533333333333333,-0.0142857142857143,-0.041267792121814,-0.233333333333333,-0.183304195804196
"ZEB2",-0.132627815789402,-0.113333333333333,-0.1,-0.1,-0.0664808362369338,-0.063816199376947,-0.0629879695769611,-0.0562998650900065,-0.0542857142857143,-0.0516666666666667,-0.0510262907823883,-0.0501883600270697,-0.0463731104576175,-0.0302631578947368,-0.0285714285714286,-0.0270898075002465,-0.0270898075002465,-0.0193923853923854,-0.0186935416504926,-0.0169230769230769,-0.0145668557704253,-0.0109083191850594,-0.0102564102564103,-0.00752194312773921,-0.0010989010989011,0.0120187301766453,0.015454579341708,0.025,0.0294913829340059,0.0334782608695652,0.0361111111111111,0.0388427561018567,0.0399134199134199,0.0399134199134199,0.0399134199134199,0.0561292080185931,0.0618666638420569,0.068682745825603,0.0748051948051948,0.077677454820312,0.0791280626926112,0.0909090909090909,0.0928803917794744,0.0948051948051948,0.0965501165501166,0.1,0.1,0.100029239766082,0.101879431827542,0.102200349782506,0.10280701754386,0.104242424242424,0.104606704554814,0.111111111111111,0.129758616705392
"cateninnuc",-0.269637758258143,-0.119327894327894,-0.116550116550117,-0.124242424242424,0.0783807939902024,0.232457386363636,-0.0040621102898683,0.157957615261085,0.0839708561020036,0.236363636363636,0.0799058484564333,-0.0309903263160014,-0.0354430014430014,0.108281573498965,0.0888888888888889,-0.0255998900149878,-0.0255998900149878,0.0865121326760671,-0.311086264768734,-0.0535467671060891,0.111840974265426,0.109547396283775,-0.0535467671060891,0.108745021973134,-0.198024502041544,0.256137778660123,-0.14334021561101,-0.11304347826087,0.0571831307424528,-0.100445926282155,-0.236363636363636,0.25532972032972,0.25516137016137,0.25516137016137,0.25516137016137,0.0325780628345431,-0.117237265479395,-0.14076695718075,-0.137318681318681,-0.139020232289921,-0.113170774855619,0.116550116550117,0.117991721401489,-0.138857142857143,0.119572749069473,-0.233333333333333,-0.0888888888888889,0.116653636218854,0.0181881254102954,0.245785658683924,0.118240937806155,0.120659705591212,0.11777387520317,-0.233333333333333,-0.0417583791814655
"GSK3",-0.266410591329516,-0.22312030075188,-0.205263157894737,-0.2,0.0339549262664244,0.230884173297966,0.0245598869504075,0.126643021132636,0.0431573802541544,0.233448275862069,0.0440027731563765,-0.0355742646077701,-0.0312871391167742,0.194684095860566,0.0560606060606061,-0.0227155593296964,-0.0227155593296964,-0.0958840506698524,-0.328876885156857,-0.144176901529843,0.218594724705406,0.213481088341769,-0.136484593837535,0.0738653537885167,-0.251373519654858,0.521452297175051,-0.326437439443045,-0.190980392156863,0.155345732698674,-0.24622289990711,-0.23,0.477977128386675,0.470834271243817,0.470834271243817,0.470834271243817,0.0368343655035808,-0.35971495979585,-0.481463414634146,-0.468571428571429,-0.482232645403377,-0.0242736844339866,0.205263157894737,0.22602448129202,-0.446666666666667,0.225081085065605,-0.18,-0.0227272727272727,0.22521112383608,0.230662276762921,0.527850344979089,0.223782552407509,0.22312030075188,0.230464908341868,-0.18,-0.232162407771565
"Ecadherin",-0.233956232279347,-0.165572275421797,-0.172549019607843,-0.166666666666667,0.148924731182796,0.216536796536797,-0.00740740740740741,0.0977478821991017,0.15,0.215238095238095,0.144200321733977,-0.0307110812598377,-0.044695652173913,0.116791443850267,0.15,-0.0203438342161509,-0.0203438342161509,0.103745860987635,-0.269283219602278,0.0204912938390963,0.116645901097084,0.117822371685319,0.0256459330143541,0.153968852894127,-0.199027263699558,0.234546086412864,-0.196623580530909,-0.110909090909091,-0.0208630410509922,-0.0415312260416594,-0.215238095238095,0.229686733739478,0.229966063348416,0.229966063348416,0.229966063348416,0.0459063059269397,-0.0532208789360676,-0.153494456762749,-0.156909090909091,-0.15476027954756,-0.139763211129969,0.172549019607843,0.16690560875513,-0.152909090909091,0.165572275421797,-0.2,-0.166666666666667,0.165706054686011,0.164771999038015,0.225484980818027,0.164702710204405,0.165572275421797,0.164585257674803,-0.22,-0.0327382487159023
"NOTCHic",0.0947836178496556,0.0415384615384615,0.08,0.1,0.019683257918552,0.0116279069767442,0.0267943409247757,0.0165349219763329,-0.00384615384615384,0,0.0422639030798424,0.145886287625418,0.0576190476190476,0.0133333333333333,0.05,-0.0196779388083736,-0.0196779388083736,0.0191968400263331,0.235541501255282,-0.0260829493087558,0.0304761904761905,0.0419047619047619,0.0771428571428571,-0.0151477563398093,0.173444976076555,-0.110021848579842,0.127021213090289,0.02,0.0313461072034926,0.0257605758334267,-0.0555555555555556,-0.0345329932436379,-0.03699604743083,-0.03699604743083,-0.03699604743083,-0.0194895512161699,0.0717704517704518,0.282881720430108,0.289333333333333,0.291161975207178,0.0196590192321192,-0.08,-0.0556147078727724,0.333333333333333,-0.0566899766899767,0.1,0,-0.0533932733932734,-0.0535303663984144,-0.103756540251867,-0.0566899766899767,-0.0415384615384615,-0.0472708244136816,0,0.0902439756775017
"STAT",0.184798730681084,0.132142857142857,0.157142857142857,0.3,-0.0124031007751938,-0.0409927360774818,0.123361061596356,0.0296048520839583,-0.0333333333333333,-0.0528571428571428,0.0044110585168416,0.0426666666666667,0.0547504025764895,-0.0133333333333333,0,-0.0190245651784113,-0.0190245651784113,-0.0203421949556919,0.227883389088005,-0.0100688924218336,0.00425047438330171,0.016078431372549,-0.00196078431372549,-0.011640047064854,0.264080459770115,-0.20064085447263,0.233797062507707,0.0333333333333333,0.0129815137810569,0.0661583011583012,0.01,-0.143827157636137,-0.146065963606286,-0.146065963606286,-0.146065963606286,-0.0225664945305125,0.119192977208195,0.283522727272727,0.283522727272727,0.289802920509442,-0.0895901525587136,-0.157142857142857,-0.141577540106952,0.327272727272727,-0.145779220779221,0.1,0.05,-0.139796314796315,-0.14105889643361,-0.192740581080546,-0.145779220779221,-0.132142857142857,-0.135695368424075,0.05,0.0904559380783544
"SMO",-0.263606508434095,-0.1,-0.1,-0.1,0.185,0.112857142857143,-0.00555555555555556,0.116564533528204,0.16,0.0928571428571429,0.168333333333333,-0.00439560439560439,-0.00666666666666667,-0.08,0.2,-0.0186440677966102,-0.0186440677966102,0.101551724137931,-0.236845101258894,-0.0393939393939394,-0.093986013986014,-0.103076923076923,-0.0666666666666667,0.0906613756613757,-0.134210526315789,0.209726519435257,0.00506535947712418,0.1,0.0293939393939394,0.0946031746031746,-0.05,0.207692307692308,0.207692307692308,0.207692307692308,0.207692307692308,0.00507936507936508,0.131490015360983,-0.0133333333333333,-0.0133333333333333,-0.0268468468468468,-0.0184830644422949,0.2,0.218055555555556,-0.0333333333333333,0.2125,0,-0.3,0.112222222222222,0.110061480562247,0.233694367647856,0.106666666666667,0.2,0.109309600862999,-0.1,0.148432790837854
