"","PAK1","TGF","CDC42","ILK","FUS","Patched","HEY1","TrCP","SUFU","cfos","EGR1","TWIST1","SNAI1","cateninmemb","Ecadherin","RKIP","Frizzled","GLI","SRC","CD44","AXIN2","STAT","cateninnuc","TCFLEF","Destcompl","cMet","SNAI2","PI3K","DELTA","LIV1","FOXC2","ZEB1","GSK3","RAS","RAF","Wnt","DSH","NOTCHic","Csl","NOTCH","Jagged","miR200","ERK","MEK","IKK","NFB","SOSGRB2","AKT","Csn","SMO","SHH","TGFR","SMAD","ZEB2","KLF4"
"AKT",0.254411764705882,0.304202052820244,0.278411764705882,0.204547739095638,0.1,0.107692307692308,0.187564562703297,0.1,0.1,0.0392156862745098,0.0333333333333333,0.237408137776287,0.346128878960687,0.20754154465303,0.189685852289906,0.319624237654928,0.25024154589372,0.262944597032525,0.25024154589372,0.262010342069296,0.16184906309094,0.211111111111111,0.269115813917036,0.267577352378574,0.476761772456423,0.245626161278335,0.0916837950710673,-0.335682381545395,-0.335682381545395,0.2,-0.196594412861422,0.242281074138719,0.367512102592748,0.345079971906841,0.335682381545395,-0.245626161278335,-0.211111111111111,-0.165384615384615,-0.165384615384615,-0.180018761726079,-0.0108115487393982,0.0316951934840074,-0.0408550305368049,-0.0408550305368049,-0.185822021116139,-0.162745098039216,-0.122136752136752,-0.30703414232826,-0.133333333333333,-0.107692307692308,-0.119271255060729,-0.290606886657102,-0.213638648186547,-0.158478804439533,-0.140632028789924
"cateninnuc",0.185142857142857,0.218423835061691,0.198989010989011,0.176689754689755,-0.0488888888888889,-0.042351876364706,0.157843290768841,0.233333333333333,-0.0888888888888889,-0.086887508626639,-0.104347826086957,0.322140411345374,0.321300150885948,0.240445600318472,0.104573827182781,0.310337547481468,0.21751125586742,0.234803745985997,0.218881118881119,0.236220663394576,0.0751468663616064,0.218881118881119,0.14005544263335,0.231963755254173,0.347108995103581,0.224315901489815,0.0912031117705089,-0.315855855855856,-0.315855855855856,0.172727272727273,0.0198736291031373,0.246419587623775,0.313250321791048,0.322084812084812,0.315855855855856,-0.222946038476116,-0.218881118881119,-0.0427312807486241,-0.0322661644695543,-0.0500040080213513,0.172282664232418,0.043883323812425,0.0894191541962593,0.0848319982329565,-0.322545454545455,-0.304545454545455,0.0519174705054194,-0.338951704545455,-0.283333333333333,0.0603642987249545,0.0395196323559914,-0.209908551218896,-0.186375975699304,-0.157057022498848,-0.132891535115734
"SNAI1",0.341736694677871,0.341982476130686,0.347797300738477,0.196006144393241,0.15937019969278,0.164012175001422,0.186560711241018,0.133333333333333,0.169047619047619,0.300044215180545,0.301739130434783,0.200602194906543,0.126266081162399,0.144075629360227,0.152103806311369,0.132464267510847,0.0867056530214425,0.0864095813221515,0.0840740740740741,0.0834910157682435,0.0689819397691877,0.0840740740740741,0.0882216158786168,0.0916289468027262,0.0924721403266118,0.0979354602126879,0.0938517638754656,0.0508484655256535,0.0508484655256535,0.11,-0.0538837501502087,0.157087674578666,-0.0487281138828169,-0.0557745739000377,-0.0508484655256535,-0.100851994484857,-0.0840740740740741,-0.109194139194139,-0.113589743589744,-0.0998063840920984,-0.129645715545932,-0.00342087666838571,-0.308044215180545,-0.308044215180545,-0.141715399610136,-0.149122807017544,-0.30044128941196,-0.135465399610136,-0.133333333333333,-0.168012175001422,-0.160322854613073,-0.34561150838875,-0.193177116102958,-0.153180451164517,-0.14912353325989
"SUFU",0.19,0.227549692459676,0.211621621621622,0.169820788530466,-0.146666666666667,-0.118888888888889,0.163780204429759,0.15,-0.146666666666667,0.0307226107226107,0.0276923076923077,0.268210626003878,0.332410449852989,0.226920981115522,0.137832543639226,0.296792201416649,0.3125,0.30697383471547,0.216666666666667,0.211688201085237,0.0734539372851364,0.166666666666667,0.216093571929227,0.223101244563498,0.328522032277449,0.207928802588997,0.0889177311384709,-0.289067199303185,-0.289067199303185,0.2,-0.0981961063349741,0.277547182701326,0.260856635369869,0.291915300569008,0.289067199303185,-0.302884615384615,-0.2625,-0.0406060606060606,-0.0542424242424242,-0.0540981240981241,0.0932293340310683,0.0321465383629727,-0.0479639900329556,-0.044134202798913,-0.232395604395604,-0.220857142857143,0.0262053735737946,-0.249174127885537,-0.192857142857143,0.107777777777778,0.103830973830974,-0.21906843013226,-0.173284991763722,-0.152510952073095,-0.122361288352257
"TrCP",0.347619047619048,0.34561150838875,0.341736694677871,0.192780337941628,0.169047619047619,0.168012175001422,0.181798806479113,0.133333333333333,0.119047619047619,0.301739130434783,0.28,0.210550912855261,0.220750066927524,0.142175802071799,0.153664680400859,0.136229957887416,0.0840740740740741,0.100851994484857,0.0840740740740741,0.0979354602126879,0.0794714502586981,0.11,0.0916289468027262,0.0834910157682435,0.0911015262915241,0.0840740740740741,0.0871806274356399,0.0544848291620171,0.0544848291620171,0.05,-0.0578227590447449,0.163606739769318,-0.043909632034632,-0.0508484655256535,-0.0544848291620171,-0.0867056530214425,-0.11,-0.113589743589744,-0.0935897435897436,-0.109194139194139,-0.119292774369461,-0.00466967589989387,-0.300044215180545,-0.308044215180545,-0.149122807017544,-0.133333333333333,-0.297799779977998,-0.141715399610136,-0.133333333333333,-0.15937019969278,-0.164012175001422,-0.347797300738477,-0.196006144393241,-0.151335432714332,-0.160650013010669
"LIV1",0.347619047619048,0.34561150838875,0.341736694677871,0.192780337941628,0.169047619047619,0.168012175001422,0.181798806479113,0.133333333333333,0.119047619047619,0.301739130434783,0.28,0.210550912855261,0.220750066927524,0.142175802071799,0.153664680400859,0.136229957887416,0.0840740740740741,0.100851994484857,0.0840740740740741,0.0979354602126879,0.0794714502586981,0.11,0.0916289468027262,0.0834910157682435,0.0911015262915241,0.0840740740740741,0.0871806274356399,0.0544848291620171,0.0544848291620171,0.05,-0.0578227590447449,0.163606739769318,-0.043909632034632,-0.0508484655256535,-0.0544848291620171,-0.0867056530214425,-0.11,-0.113589743589744,-0.0935897435897436,-0.109194139194139,-0.119292774369461,-0.00466967589989387,-0.300044215180545,-0.308044215180545,-0.149122807017544,-0.133333333333333,-0.297799779977998,-0.141715399610136,-0.133333333333333,-0.15937019969278,-0.164012175001422,-0.347797300738477,-0.196006144393241,-0.151335432714332,-0.160650013010669
"NOTCHic",0.333333333333333,0.327340319156222,0.329333333333333,0.190952380952381,0.133333333333333,0.165912518853695,0.279988851727982,0.1,0.133333333333333,0.293333333333333,0.26,0.154921863340795,0.20481684981685,0.000837422475367343,0.0103632418743841,0.133390617800525,0.0184615384615385,-0.0012843070907587,0.0184615384615385,-0.00331668331668331,0.00130128781072177,-0.02,-0.00813986449755261,0.00117311260168403,-0.0155015095202011,-0.00881118881118881,0.0674142918219306,0.0801844532279315,0.0801844532279315,0,-0.0784134298880843,0.157149758454106,-0.077887812292201,-0.0856031724397542,-0.0801844532279315,0.00881118881118881,0.02,-0.103870967741935,-0.02,-0.122292020373514,-0.140590961650564,0.00194279708730576,-0.307619047619048,-0.307619047619048,-0.122222222222222,-0.122222222222222,-0.287751196172249,-0.133850129198966,-0.133333333333333,-0.171794871794872,-0.171288862939717,-0.322881720430108,-0.185916409729359,-0.150644122383253,-0.146808143547274
"NOTCH",0.3,0.322881720430108,0.333333333333333,0.197619047619048,0.133333333333333,0.171794871794872,0.28768115942029,0,0.1,0.26,0.2,0.146745762711864,0.219102564102564,0.00631409590335923,0.00194057724957555,0.126348364279399,-0.02,-0.00881118881118881,-0.02,-0.00881118881118881,-0.0125876010781671,0,0.00117311260168403,-0.00331668331668331,-0.0168348428535344,0.0184615384615385,0.0720235102588044,0.0642424242424242,0.0642424242424242,0,-0.0655102040816327,0.15048309178744,-0.0745820271682341,-0.0801844532279315,-0.0642424242424242,-0.0184615384615385,0,-0.02,-0.02,-0.103870967741935,-0.146551226551227,-0.00441558441558442,-0.293333333333333,-0.307619047619048,-0.122222222222222,-0.133333333333333,-0.296842105263158,-0.122222222222222,-0.1,-0.133333333333333,-0.165912518853695,-0.329333333333333,-0.190952380952381,-0.146940418679549,-0.143236714975845
"PI3K",0.225,0.290606886657102,0.254411764705882,0.189347739095638,0.1,0.107692307692308,0.173278848417583,0,0.1,0.0333333333333333,0.0333333333333333,0.217530461935309,0.338860708534622,0.204177630279941,0.179231306835361,0.29912734324499,0.211111111111111,0.245626161278335,0.211111111111111,0.245626161278335,0.147047619047619,0.2,0.267577352378574,0.262010342069296,0.467415205045339,0.25024154589372,0.0935933428097607,-0.327463203463203,-0.327463203463203,0.1,-0.186819976771196,0.232692033042829,0.357431457431457,0.335682381545395,0.327463203463203,-0.25024154589372,-0.2,-0.165384615384615,-0.15,-0.165384615384615,-0.0141228070175439,0.0268823592594084,-0.0392156862745098,-0.0408550305368049,-0.162745098039216,-0.133333333333333,-0.117692307692308,-0.185822021116139,-0.1,-0.1,-0.107692307692308,-0.278411764705882,-0.204547739095638,-0.144780174302546,-0.134649122807018
"Jagged",0.2,0.329333333333333,0.3,0.183333333333333,0.1,0.133333333333333,0.283333333333333,0,0,0.2,0.1,0.162,0.208333333333333,-0.00258642765685019,0.0172631578947368,0.143589743589744,0,0.0184615384615385,0,0.0184615384615385,0.0157142857142857,0,-0.00331668331668331,-0.00881118881118881,-0.0130965250965251,-0.02,0.0598541980894922,0.0733333333333333,0.0733333333333333,0,-0.0757142857142857,0.161594202898551,-0.0632183908045977,-0.0642424242424242,-0.0733333333333333,0.02,0,-0.02,0,-0.02,-0.124329004329004,-0.00727272727272727,-0.26,-0.293333333333333,-0.133333333333333,-0.1,-0.26,-0.122222222222222,0,-0.133333333333333,-0.171794871794872,-0.333333333333333,-0.197619047619048,-0.143236714975845,-0.138888888888889
"DELTA",0.2,0.329333333333333,0.3,0.183333333333333,0.1,0.133333333333333,0.283333333333333,0,0,0.2,0.1,0.162,0.208333333333333,-0.00258642765685019,0.0172631578947368,0.143589743589744,0,0.0184615384615385,0,0.0184615384615385,0.0157142857142857,0,-0.00331668331668331,-0.00881118881118881,-0.0130965250965251,-0.02,0.0598541980894922,0.0733333333333333,0.0733333333333333,0,-0.0757142857142857,0.161594202898551,-0.0632183908045977,-0.0642424242424242,-0.0733333333333333,0.02,0,-0.02,0,-0.02,-0.124329004329004,-0.00727272727272727,-0.26,-0.293333333333333,-0.133333333333333,-0.1,-0.26,-0.122222222222222,0,-0.133333333333333,-0.171794871794872,-0.333333333333333,-0.197619047619048,-0.143236714975845,-0.138888888888889
"Csl",0.329333333333333,0.322578414394317,0.322881720430108,0.185916409729359,0.171794871794872,0.171288862939717,0.275413688329289,0.133333333333333,0.133333333333333,0.307619047619048,0.293333333333333,0.1510843915575,0.202445308314874,0.000378706879037068,0.00513068373484924,0.119104903514811,-0.00881118881118881,0.00355440258666065,-0.00881118881118881,0.00117311260168403,-0.00101233686794146,0.0184615384615385,-0.00293689137005118,-0.00813986449755261,-0.0204375241454296,-0.00331668331668331,0.0652517265721171,0.0856031724397542,0.0856031724397542,-0.02,-0.0669191770145211,0.152729868951344,-0.0777405368871937,-0.0852355253809306,-0.0856031724397542,0.0012843070907587,-0.0184615384615385,-0.122292020373514,-0.103870967741935,-0.113201111282605,-0.135903461650564,-0.00698966478633259,-0.307619047619048,-0.314140786749482,-0.133850129198966,-0.122222222222222,-0.295068269342981,-0.122222222222222,-0.122222222222222,-0.165912518853695,-0.165254380181096,-0.327340319156222,-0.187583076396026,-0.140146884814192,-0.151093857832988
"STAT",0.259090909090909,0.251412292258974,0.259090909090909,0.178180354267311,0.125,0.160038759689922,0.171333333333333,0.1,0.15,0.266666666666667,0.266666666666667,0.0682357955221524,0.165564224651139,-0.0998792374970825,-0.0205856274938678,0.0869256756756757,-0.0178571428571429,-0.0350076394194041,-0.0178571428571429,-0.0369325119325119,-0.0413551154727625,-0.0428571428571429,-0.0352518270252128,-0.0227369283362974,-0.0947504821561801,-0.0224025974025974,0.0249064439016592,0.145988420181969,0.145988420181969,0.1,-0.0496182685753238,0.135350546889008,-0.145939029817534,-0.155689912719282,-0.145988420181969,0.0224025974025974,0.0428571428571429,-0.0708002119766826,-0.0843137254901961,-0.0717710857630904,-0.113087524318783,-0.00132078672589339,-0.284313725490196,-0.283238456672992,-0.0952380952380952,-0.1,-0.34072249589491,-0.0935431799838579,-0.1,-0.171666666666667,-0.160923715442135,-0.253827751196172,-0.172433227830529,-0.13664156356464,-0.0339473163002575
"FUS",0.173333333333333,0.21906843013226,0.19,0.151111111111111,-0.146666666666667,-0.107777777777778,0.145707915273133,0.1,-0.0666666666666667,0.0276923076923077,0.02,0.257282790952332,0.327470075065936,0.227193832411566,0.124753243948186,0.28087383406971,0.2625,0.302884615384615,0.166666666666667,0.207928802588997,0.0629152955989538,0.2,0.223101244563498,0.211688201085237,0.320388060985583,0.216666666666667,0.0895110073415032,-0.287757155635063,-0.287757155635063,0.1,-0.0865335753176043,0.274165540189248,0.259314218917427,0.289067199303185,0.287757155635063,-0.3125,-0.3,-0.0542424242424242,-0.0242424242424242,-0.0406060606060606,0.0977423981640849,0.0247115941250545,-0.0307226107226107,-0.0479639900329556,-0.220857142857143,-0.192857142857143,0.0255060728744939,-0.232395604395604,-0.15,0.146666666666667,0.118888888888889,-0.211621621621622,-0.169820788530466,-0.136568923087588,-0.130145719489982
"SOSGRB2",0.192857142857143,0.253735484373782,0.222857142857143,0.322795698924731,0.266666666666667,0.285585585585586,0.203882575757576,0.3,0.2,-0.174603174603175,-0.185714285714286,0.255594202898551,0.222953802416489,0.164334971334971,0.146243118810651,0.293603801169591,0.0857142857142857,0.121221532091097,0.0857142857142857,0.1175983436853,0.0923473597359736,0.1,0.119405730220472,0.108124659474774,0.204477141054322,0.0987577639751553,0.132050419601843,-0.216195856873823,-0.216195856873823,0,-0.0632600732600733,0.168709273182957,0.131404322652569,0.221324062002028,0.216195856873823,-0.102380952380952,-0.1,-0.360839160839161,-0.345454545454545,-0.365064512951837,-0.246017359846142,0.042552788920003,0.161089661089661,0.148968448968449,-0.393567251461988,-0.377777777777778,0.0452777777777778,-0.406067251461988,-0.3,-0.266666666666667,-0.292562329771632,-0.245934065934066,-0.336082412211444,-0.133471177944862,-0.130614035087719
"GLI",0.161666666666667,0.15626771020705,0.154770114942529,0.0975114972564434,-0.0101190476190476,-0.0104412817758683,0.09190204249627,0.0833333333333333,-0.0476190476190476,0.150952380952381,0.134285714285714,0.157744699179334,0.137819483193539,0.137965381615884,0.154139121720992,0.108417484534664,0.170967741935484,0.0827825103960596,0.0809677419354839,0.0913125695216908,0.076598731884058,0.11,0.0854385272459749,0.0783255565346778,0.0654889646631047,0.0809677419354839,0.0832615285572861,-0.0181880844420084,-0.0181880844420084,0.05,-0.0146299879600963,0.125767025089606,-0.130310830810711,0.0191781834519094,0.0181880844420084,-0.172144212523719,-0.2,-0.0568877099911583,-0.0368877099911583,-0.0521258052292535,-0.0501576995786983,-0.00169314689438528,-0.144458874458874,-0.152746167276554,-0.0812447786131996,-0.0669590643274854,-0.0472286710339808,-0.0734322786131996,-0.0722222222222222,0.0206453634085213,0.014144985479572,-0.157914769030579,-0.0996736594186056,-0.120641918416112,-0.128697554697555
"Patched",0.0333333333333333,0.19,0.133333333333333,0.1,-0.1,-0.146666666666667,0.105128205128205,0,0,0,0.1,0.213888888888889,0.308602150537634,0.215913978494624,0.114298813376483,0.248571428571429,0.2,0.2625,0.1,0.166666666666667,0.0398268398268398,0.1,0.207928802588997,0.216666666666667,0.30957042957043,0.2,0.0952030651340996,-0.273076923076923,-0.273076923076923,0.1,-0.08,0.25,0.238461538461538,0.266826923076923,0.273076923076923,-0.3,-0.2,-0.0333333333333333,0,-0.0242424242424242,0.0895238095238095,0.0261904761904762,-0.02,-0.0276923076923077,-0.15,-0.1,0.05,-0.192857142857143,0,0.0666666666666667,0.146666666666667,-0.173333333333333,-0.14,-0.116666666666667,-0.0888888888888889
"SRC",0.311111111111111,0.309292929292929,0.311111111111111,0.103289473684211,0.0833333333333333,0.101851851851852,0.114688844753393,-0.1,0.0333333333333333,0.278787878787879,0.233333333333333,0.100620184413288,0.20433173188922,-0.0897133662625355,-0.0253991596638655,0.0759856630824373,-0.025,-0.00663934426229508,-0.025,-0.00663934426229508,-0.0272918526074206,0.1,-0.00657386709745632,-0.0139564174330268,0.0168131868131868,-0.005,0.00278987544228927,0.107284105131414,0.107284105131414,0,-0.0993043884220355,0.175793650793651,-0.0245887445887446,-0.108799256646566,-0.107284105131414,0.005,0,0.0661904761904762,0.09,0.0769047619047619,-0.0515184662432369,0.0129497877323964,-0.278787878787879,-0.28822184105203,0.0602564102564102,0.0833333333333333,-0.37,0.0658119658119658,0.05,-0.0833333333333333,-0.0930283224400871,-0.311111111111111,-0.100586770981508,-0.103863432165319,-0.0116279069767442
"Ecadherin",0.0630909090909091,0.0888307170857341,0.0804242424242424,0.0987246376811594,-0.0166666666666667,-0.0118951612903226,0.0914156510682369,0.1,-0.0333333333333333,-0.0890909090909091,-0.0890909090909091,0.0993786833169022,0.131792125136415,0.285961343308904,0.216999322354393,0.130201464310614,0.0767897856817145,0.0706058776357375,0.0767897856817145,0.0710372773205105,0.0591727957408974,0.0372549019607843,0.0709451856893375,0.0751468663616064,0.166270058438556,0.0620071769860624,0.0605517496392559,-0.150897435897436,-0.150897435897436,0.0666666666666667,0.0284046573204626,0.134134374128798,0.150038941966708,0.154528720813637,0.150897435897436,-0.0612725443024042,-0.0372549019607843,0.0150377349183643,-0.00248803827751196,0.00202658250200745,0.0430816649091722,0.0538663901792393,0.0777507029053421,0.0836330558465186,-0.153333333333333,-0.153333333333333,0.0598642833498842,-0.165021645021645,-0.12,-0.00208333333333333,-0.00464027178054356,-0.0828632668144863,-0.0984825069305541,-0.101805178544354,-0.0787623066104079
"FOXC2",0.0590909090909091,0.0828632668144863,0.0630909090909091,0.0813333333333333,-0.0333333333333333,0.00208333333333333,0.0746371275783041,0.1,0,-0.0890909090909091,-0.08,0.0869019607843137,0.130842758047807,0.288140830488392,0.304827949423526,0.11559472273758,0.0372549019607843,0.0612725443024042,0.0372549019607843,0.0620071769860624,0.0457707338852273,0.0666666666666667,0.0751468663616064,0.0710372773205105,0.161610226192517,0.0767897856817145,0.0657895581883228,-0.150897435897436,-0.150897435897436,0.0333333333333333,0.0428211332930026,0.131764705882353,0.146948434240439,0.150897435897436,0.150897435897436,-0.0767897856817145,-0.0666666666666667,-0.00248803827751196,0.0290909090909091,0.0150377349183643,0.042395166053337,0.043996743996744,0.0890909090909091,0.0777507029053421,-0.153333333333333,-0.12,0.0572327044025157,-0.153333333333333,-0.1,0.0166666666666667,0.0118951612903226,-0.0804242424242424,-0.0987246376811594,-0.0856914344685243,-0.0888888888888889
