"","AXIN2","cateninmemb","cateninnuc","TCFLEF","Ecadherin","CD44","GLI","SRC","Wnt","ZEB2","STAT","Frizzled","DSH","Jagged","IKK","ERK","SHH","SMAD","Csl","NOTCHic","NOTCH","ILK","EGR1","cfos","HEY1","RKIP","KLF4","ZEB1","TrCP","SNAI1","TWIST1","miR200","CDC42","PAK1","TGF","TGFR","SNAI2","FOXC2","SUFU","MEK","Patched","Csn","SMO","AKT","FUS","SOSGRB2","NFB","LIV1","Destcompl","cMet","RAF","PI3K","DELTA","RAS","GSK3"
"cateninmemb",0.474917224725747,0.511657627637633,0.45417461544436,0.442316538880401,0.504753288363514,0.426998979727226,0.425515952010315,0.380711354309165,0.404849285343648,-0.0707625734254789,0.341176470588235,0.380711354309165,0.341176470588235,0.385751717442714,0.264444444444444,-0.187840564529467,0.308133837101008,-0.0221791767554479,0.117799043062201,0.118829970897252,0.117714729261565,-0.02,-0.150909090909091,-0.174438502673797,-0.0335031096025964,-0.211202254139654,-0.0445382090951711,-0.245383377596486,0.2,-0.20530183822597,-0.419598933800708,-0.227961155335457,0.172606060606061,0.155272727272727,0.189540740621939,0.182849963045085,-0.51280515766473,0.35089701737825,-0.233333333333333,0.196860172372604,-0.297110215053763,-0.22,-0.289583333333333,-0.272236652236652,-0.283333333333333,-0.260957389184797,-0.253333333333333,-0.3,-0.145857064553158,-0.405928745613513,-0.317398190045249,-0.317398190045249,-0.317398190045249,-0.329688692838545,-0.155017353112108
"NOTCH",-0.179838274932615,-0.177761945303425,-0.157726083440369,-0.148338328338328,-0.136488398415393,-0.142843822843823,-0.142843822843823,-0.12,-0.127692307692308,-0.0695652173913043,-0.1,-0.12,-0.1,0.0351034151034151,0.133333333333333,0.286666666666667,0.117307692307692,0.181428571428571,0.12,0.148571428571429,0.0582488479262673,0.171428571428571,0.2,0.22,0.0710144927536232,0.314500442086649,-0.036231884057971,0.415780998389694,0,0.279615384615385,0.249084745762712,0.306320346320346,-0.0111111111111111,0,-0.0136917562724014,0.00888888888888889,0.292342407048289,-0.359795918367347,0,-0.336666666666667,-0.117307692307692,0,-0.125,-0.111111111111111,-0.1,-0.0747368421052632,-0.1,0,0.0968807418900877,0.127692307692308,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.0805797101449275,0.0877917102055033
"HEY1",0.449556399983479,0.588218685108929,0.442316538880401,0.426998979727226,0.588344950971944,0.405928745613513,0.404849285343648,0.341176470588235,0.380711354309165,-0.0669711042311661,0.3,0.341176470588235,0.3,0.371335241470174,0.253333333333333,-0.174438502673797,0.297110215053763,-0.02,0.107272727272727,0.117799043062201,0.118829970897252,-0.02,-0.16,-0.150909090909091,-0.0314896867838044,-0.193599257884972,-0.0407407407407408,-0.230691434468524,0.1,-0.199289179998122,-0.400418300653595,-0.214367114367114,0.155272727272727,0.127272727272727,0.182849963045085,0.172606060606061,-0.49335904086762,0.330988550559028,-0.2,0.187840564529467,-0.289583333333333,-0.2,-0.283333333333333,-0.264444444444444,-0.233333333333333,-0.246483704974271,-0.22,-0.233333333333333,-0.143527148430138,-0.380711354309165,-0.302692307692308,-0.302692307692308,-0.302692307692308,-0.317398190045249,-0.150823092626457
"ZEB1",0.384703769756999,0.444240769369397,0.377091736678339,0.366915611433721,0.367923710968484,0.352553909306061,0.338605613228445,0.309130706691682,0.323141695702671,-0.0666144578001885,0.287179487179487,0.298141695702671,0.276190476190476,0.37146355864789,0.361322979580098,0.126078431372549,0.37206397764541,0.317497356306748,0.2375,0.243382352941176,0.249167476908119,0.311728125537517,0.116666666666667,0.136666666666667,0.281171841974951,0.188408986242642,-0.057243452893544,0.335622883451616,0.233333333333333,0.148534141156673,-0.078067279677788,0.260546284294563,0.117641179410295,0.104597701149425,0.136175093635484,0.128301077887452,-0.311203518290967,-0.167615549180336,-0.283333333333333,-0.123875788200743,-0.362455436720143,-0.293333333333333,-0.352651515151515,-0.372751551008669,-0.320833333333333,-0.281559454191033,-0.330175438596491,-0.233333333333333,-0.153355218490534,-0.336581687083839,-0.303684374399407,-0.303684374399407,-0.303684374399407,-0.315180437391533,-0.155789715983455
"GSK3",0.0902676031835121,0.01432422674325,0.0406916945647661,0.038783799827924,-0.0330966544776922,0.0356671480024565,0.0346624979021731,0.0304511278195489,0.033719101675758,-0.0542152603346592,0.0197368421052632,0.0304511278195489,0.0197368421052632,0.125235935119818,-0.00488505747126436,0.282626500892755,0.179114866128313,0.223189343454405,0.179341736694678,0.188432645785587,0.188172905525847,0.216442716767749,0.252941176470588,0.278867102396514,0.190986035473611,0.340973324920693,-0.0501785862199323,0.391296221358907,-0.0333333333333333,0.279406647728185,0.159487073768129,0.309202589851421,0.116024844720497,0.128405797101449,0.12213223326691,0.12264505377973,0.0270922145062916,-0.368482468164231,-0.127272727272727,-0.289444682710937,-0.164282330243146,0.0208333333333333,-0.157533863985477,-0.00195254936634248,-0.151082251082251,-0.276722184980835,0.00833333333333333,-0.025,0.035821624396045,-0.0337623860976946,0.130396789692029,0.130396789692029,0.130396789692029,0.12745561322144,0.0785450370946229
"DSH",0.0873756701545927,0.0114948721897575,0.038783799827924,0.0356671480024565,-0.0374101217150975,0.0337623860976946,0.033719101675758,0.0197368421052632,0.0304511278195489,-0.051392080542683,0.025,0.0197368421052632,0.025,0.115746884024928,-0.00833333333333333,0.278867102396514,0.164282330243146,0.216442716767749,0.177380952380952,0.179341736694678,0.188432645785587,0.194933282805484,0.2,0.252941176470588,0.174723059695064,0.340221445221445,-0.0455984335481765,0.391741986589219,-0.133333333333333,0.272208419599724,0.162175934203469,0.308616423380143,0.128405797101449,0.106666666666667,0.12264505377973,0.116024844720497,0.030198340476956,-0.370555833395491,-0.1,-0.282626500892755,-0.157533863985477,0.0333333333333333,-0.151082251082251,0.00488505747126436,-0.127272727272727,-0.273466371027347,0.0208333333333333,0,0.0365613214724804,-0.0304511278195489,0.133478022185026,0.133478022185026,0.133478022185026,0.130396789692029,0.177380311637052
"SHH",-0.304761904761905,-0.244587813620072,-0.247777777777778,-0.22,-0.174166666666667,-0.2,-0.3,-0.1,-0.2,-0.05,-0.1,-0.2,-0.2,-0.134285714285714,-0.1,0.1,-0.173333333333333,0.0833333333333333,-0.1,0,0,0.0666666666666667,0,0.1,0.0666666666666667,0.18,0,0.3,0,0.166666666666667,0.175,0.266666666666667,-0.1,0,-0.04,0,0.375708812260536,-0.3,0,-0.16,0.133333333333333,0,0.1,0.15,0,0.15,0,0,0.0319480519480519,0.1,0.2,0.2,0.2,0.223076923076923,0.0230769230769231
"Frizzled",0.0827343199436223,0.00713680387409201,0.0356671480024565,0.0337623860976946,-0.0399562147791888,0.0304511278195489,0.0304511278195489,0.025,0.0197368421052632,-0.0458802695190609,0,0.025,0.1,0.11187091503268,-0.0208333333333333,0.252941176470588,0.157533863985477,0.194933282805484,0.135714285714286,0.177380952380952,0.179341736694678,0.190260385609223,0.2,0.2,0.169459901800327,0.328333333333333,-0.0252100840336134,0.379930962967172,-0.1,0.275396825396825,0.162885154061625,0.306177398989899,0.106666666666667,0.1,0.116024844720497,0.128405797101449,0.0326430436201458,-0.369257132096789,0,-0.278867102396514,-0.151082251082251,0.133333333333333,-0.127272727272727,0.00833333333333333,-0.1,-0.251515151515151,0.0333333333333333,-0.1,0.0369430008617933,-0.0197368421052632,0.142139439507861,0.142139439507861,0.142139439507861,0.133478022185026,0.177612330198537
"AKT",0.0597342272649132,-0.0299204699394558,0.00416653202899395,0.00385883972130164,-0.0968040606779472,0.00406502528831195,0.00408396288891795,-0.00193236714975845,0.00575994054254924,-0.0448033099298117,0.0111111111111111,-0.00193236714975845,0.0111111111111111,0.088421052631579,-0.119758672699849,0.25996693759471,0.139039586144849,0.186749456954499,0.155769230769231,0.155769230769231,0.165525328330206,0.170251140456182,0.185714285714286,0.238655462184874,0.154339561950988,0.320998566650741,-0.0404071075123707,0.375830825019158,-0.233333333333333,0.275632801811292,0.162484600755148,0.295348497879838,0.117882352941176,0.105882352941176,0.1118449693045,0.10731324725012,0.106952394497194,-0.367010575218534,-0.1,-0.26376440594914,-0.13482905982906,0.133333333333333,-0.132051282051282,0.0207687737099502,-0.116666666666667,-0.221025641025641,0.127450980392157,0,0.0322548744435767,-0.00575994054254924,0.146637964774951,0.146637964774951,0.146637964774951,0.146878928630373,0.17012987012987
"PI3K",0.0600952380952381,-0.0312456483288544,0.00385883972130164,0.00406502528831195,-0.0966525455264321,0.00575994054254924,0.00575994054254924,0.0111111111111111,-0.00193236714975845,-0.0406937208887158,0,0.0111111111111111,0,0.088421052631579,-0.127450980392157,0.238655462184874,0.13482905982906,0.170251140456182,0.125,0.155769230769231,0.155769230769231,0.167851140456182,0.2,0.185714285714286,0.150580163454747,0.31043956043956,-0.0258771929824561,0.366241783923268,-0.2,0.278389694041868,0.160955548767381,0.292139941730106,0.105882352941176,0.1,0.10731324725012,0.117882352941176,0.106248876909254,-0.36475493612079,0,-0.25996693759471,-0.132051282051282,0.233333333333333,-0.116666666666667,0.119758672699849,-0.1,-0.207692307692308,0.133333333333333,-0.1,0.0320067354857603,0.00193236714975845,0.154857142857143,0.154857142857143,0.154857142857143,0.146637964774951,0.17012987012987
"Jagged",-0.162857142857143,-0.169908542162063,-0.148338328338328,-0.142843822843823,-0.132456140350877,-0.127692307692308,-0.127692307692308,-0.1,-0.12,-0.036231884057971,0,-0.1,0,0.0425108225108225,0.1,0.22,0.117307692307692,0.171428571428571,0.1,0.12,0.148571428571429,0.166666666666667,0.1,0.2,0.0666666666666667,0.317948717948718,-0.0666666666666667,0.389855072463768,0,0.275,0.244,0.280606060606061,0,0,0.00888888888888889,-0.0111111111111111,0.276998491704374,-0.341428571428571,0,-0.286666666666667,-0.125,0,-0.1,-0.133333333333333,0,-0.08,0,0,0.095011583011583,0.12,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.0923371647509579
"DELTA",-0.162857142857143,-0.169908542162063,-0.148338328338328,-0.142843822843823,-0.132456140350877,-0.127692307692308,-0.127692307692308,-0.1,-0.12,-0.036231884057971,0,-0.1,0,0.0425108225108225,0.1,0.22,0.117307692307692,0.171428571428571,0.1,0.12,0.148571428571429,0.166666666666667,0.1,0.2,0.0666666666666667,0.317948717948718,-0.0666666666666667,0.389855072463768,0,0.275,0.244,0.280606060606061,0,0,0.00888888888888889,-0.0111111111111111,0.276998491704374,-0.341428571428571,0,-0.286666666666667,-0.125,0,-0.1,-0.133333333333333,0,-0.08,0,0,0.095011583011583,0.12,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.0923371647509579
"TWIST1",-0.315655795817086,-0.387693480482146,-0.306973649963432,-0.295760308962857,-0.444944718678769,-0.280905791351831,-0.279112113617377,-0.237301587301587,-0.261512113617377,-0.0323823823823824,-0.20952380952381,-0.237301587301587,-0.20952380952381,-0.270886818264743,-0.306410256410256,-0.0552250190694127,-0.336079987403559,-0.17996876264203,-0.0985185185185185,-0.106210826210826,-0.109984411116487,-0.17963872963873,-0.0666666666666667,-0.0710144927536232,-0.159477245917924,-0.0576778881126707,-0.0473108192620388,-0.0680777268496567,-0.2,-0.0166690496689421,0.22316647597254,-0.0763075149355413,-0.235423197492163,-0.218181818181818,-0.25635144350583,-0.247923197492163,0.5554424867815,-0.189901209068501,0.233333333333333,0.0497523822534923,0.325735159817352,0.25,0.310666666666667,0.321664493698392,0.266666666666667,0.311617672944904,0.273076923076923,0.166666666666667,0.139542075867126,0.262833502195204,0.234047061706771,0.234047061706771,0.234047061706771,0.244663500062935,0.142065596034738
"Wnt",0.0757575757575758,0.00427966101694915,0.0337623860976946,0.0304511278195489,-0.0467161215390956,0.0197368421052632,0.0197368421052632,0,0.025,-0.0270683883309421,0.1,0.1,0.2,0.100759803921569,-0.0333333333333333,0.2,0.151082251082251,0.190260385609223,0.15,0.135714285714286,0.177380952380952,0.178632478632479,0.1,0.2,0.163076923076923,0.328333333333333,-0.0490196078431372,0.361119081779053,-0.1,0.269047619047619,0.167647058823529,0.288989898989899,0.1,0.1,0.128405797101449,0.106666666666667,0.0323275862068966,-0.355303643724696,0,-0.252941176470588,-0.127272727272727,0.1,-0.1,0.0208333333333333,0,-0.242424242424242,0.133333333333333,0,0.0377387568299631,-0.025,0.137593984962406,0.137593984962406,0.137593984962406,0.142139439507861,0.18064263322884
"ERK",0.217400446139254,0.26300726598664,0.204079287669134,0.195954287669134,0.261919910291958,0.186660607371736,0.179099146467568,0.156072874493927,0.165314685314685,-0.02691520016239,0.136842105263158,0.149230769230769,0.13,0.265651400966147,0.206233129615483,0.34495597945708,0.274913234478871,0.273451475530054,0.183877233877234,0.190446576942927,0.196817768078661,0.26433293449662,0.406551724137931,0.42995597945708,0.235361436846495,0.40867849412159,-0.0242812496524418,0.242275108724752,0.114285714285714,0.14403663096484,-0.0600194583004406,0.188692858352257,0.155852247441032,0.138095238095238,0.164368730957516,0.155852247441032,-0.473763351504932,-0.147179327868983,-0.213333333333333,-0.339106397284378,-0.265734490517518,-0.176785714285714,-0.248087431693989,-0.221829459890712,-0.233333333333333,-0.427798428109108,-0.197997835497836,-0.1,-0.022388124244677,-0.172156790577843,-0.000287490287490286,-0.000287490287490286,-0.000287490287490286,-0.00897835937439898,0.195012500207004
"CD44",-0.08,-0.0561721611721612,-0.0466129994036971,-0.0496899224806202,-0.00067907936163283,-0.0566666666666667,-0.0566666666666667,0,-0.05,-0.0206349206349206,0.1,-0.1,0,0.0907226107226107,0.1,0.145,0.0981818181818182,0.110204081632653,0.1,0.0857142857142857,0.101503759398496,0.1,0.1,0.125,0.0941520467836257,0.0811111111111111,0.0746031746031746,-0.0587301587301587,0,-0.0260499734183945,-0.00483516483516484,-0.0655599472990777,-0.06,0,-0.0488888888888889,-0.06,-0.253004773004773,0.04,-0.1,-0.165,-0.08,-0.1,-0.1,-0.08,-0.1,-0.269047619047619,-0.1,-0.1,0.0906689948706755,-0.05,0.019047619047619,0.019047619047619,0.019047619047619,0.0104761904761905,0.143452380952381
"RKIP",0.182383966244726,0.237209478385949,0.186660607371736,0.172156790577843,0.239412364506062,0.156072874493927,0.149230769230769,0.1,0.13,-0.0161252989000478,0.1,0.1,0.1,0.23841458484922,0.176785714285714,0.406551724137931,0.248087431693989,0.258797879146066,0.155555555555556,0.164646464646465,0.183877233877234,0.241966195977749,0.31,0.41,0.220015485869144,0.412394957983193,-0.0181252989000478,0.238955523672884,0.1,0.145995320423529,-0.0384610814022579,0.188731558042659,0.133333333333333,0.1,0.155852247441032,0.138095238095238,-0.448172466048843,-0.157883878573534,-0.1,-0.42995597945708,-0.233333333333333,-0.1,-0.213333333333333,-0.197997835497836,-0.133333333333333,-0.399492063492063,-0.114285714285714,0,-0.0174086359282389,-0.136842105263158,0.0266233766233766,0.0266233766233766,0.0266233766233766,0.0120934620934621,0.202442868400315
"RAF",0.182383966244726,0.237209478385949,0.186660607371736,0.172156790577843,0.239412364506062,0.156072874493927,0.149230769230769,0.1,0.13,-0.0161252989000478,0.1,0.1,0.1,0.23841458484922,0.176785714285714,0.406551724137931,0.248087431693989,0.258797879146066,0.155555555555556,0.164646464646465,0.183877233877234,0.241966195977749,0.31,0.41,0.220015485869144,0.412394957983193,-0.0181252989000478,0.238955523672884,0.1,0.145995320423529,-0.0384610814022579,0.188731558042659,0.133333333333333,0.1,0.155852247441032,0.138095238095238,-0.448172466048843,-0.157883878573534,-0.1,-0.42995597945708,-0.233333333333333,-0.1,-0.213333333333333,-0.197997835497836,-0.133333333333333,-0.399492063492063,-0.114285714285714,0,-0.0174086359282389,-0.136842105263158,0.0266233766233766,0.0266233766233766,0.0266233766233766,0.0120934620934621,0.202442868400315
"TGFR",0.0206118339880858,0.0470946857197668,0.0334067422238709,0.0297752098943757,0.0646978309477836,0.0235551142005958,0.00847143726632467,0.01,0.00137466307277628,-0.0127522712117505,0,-0.00428571428571428,-0.0142857142857143,0.24792560457621,0.356265664160401,0.346315789473684,0.27729434541204,0.308081770523511,0.0733333333333333,0.0871264367816092,0.0907235590837675,0.297761485826002,0.3,0.326315789473684,0.269928885552893,0.305194805194805,-0.00328584141513203,0.392885951174453,0.233333333333333,0.286547369230394,0.21289706076183,0.308831599126371,0.140634920634921,0.131111111111111,0.0438644039175954,0.0459920634920635,0.00284340286743399,-0.365106797038162,-0.193333333333333,-0.351795241528479,-0.269949712643678,-0.283333333333333,-0.260574712643678,-0.363242408346448,-0.243333333333333,-0.393843404808317,-0.34047619047619,0,-0.0170143125753426,-0.0156603773584906,-0.195238095238095,-0.195238095238095,-0.195238095238095,-0.201670843776107,-0.103669274030855
"Csn",-0.124088369531004,-0.0459678799476828,-0.0935265014609654,-0.0919029296028776,-0.0236565026378113,-0.0896521257443567,-0.0896288360791457,-0.0798850574712644,-0.0883187924110234,-0.00458064516129032,-0.0833333333333333,-0.0798850574712644,-0.0833333333333333,-0.0314829931972789,0.0908333333333333,-0.107835497835498,-0.0343023801511374,-0.0307374844986614,-0.122727272727273,-0.121428571428571,-0.128159340659341,-0.0253390269151139,-0.0766666666666667,-0.103939393939394,-0.0171428571428571,-0.132219588653567,-0.00597572362278245,-0.0405525227460711,0.02,-0.104131236345099,-0.00521427458313854,-0.0368797011881154,-0.107462686567164,-0.1,-0.11023791452139,-0.106180635285113,0.0605734065303957,0.103134276277666,0.0142857142857143,0.110960497835498,0.0326630358888423,-0.095,0.0294372294372294,-0.0900333333333333,0.0142857142857143,0.137182059264384,-0.103333333333333,0.0666666666666667,-0.0246944168848543,0.0883187924110234,-0.121062906942809,-0.121062906942809,-0.121062906942809,-0.120870968363155,-0.157467791282802
