"","GSK3","ZEB2","ZEB1","Csn","AXIN2","NFB","TrCP","cMet","IKK","AKT","EGR1","SMAD","SOSGRB2","HEY1","ERK","cfos","ILK","NOTCHic","NOTCH","KLF4","TWIST1","RKIP","RAS","RAF","DELTA","PI3K","SNAI2","Jagged","Csl","SNAI1","MEK","FOXC2","SHH","Patched","cateninmemb","SMO","Ecadherin","FUS","GLI","Destcompl","Wnt","CD44","TCFLEF","Frizzled","cateninnuc","miR200","TGF","SRC","TGFR","CDC42","DSH","SUFU","STAT","PAK1","LIV1"
"SRC",-0.0936796536796537,-0.100104821802935,-0.100104821802935,-0.2,-0.194995537421905,-0.233333333333333,-0.1,-0.165,-0.21025641025641,-0.182478632478632,-0.333333333333333,-0.108653390232338,-0.215714285714286,-0.11362959285005,-0.317171717171717,-0.306060606060606,-0.113157894736842,0.0502380952380952,0.0538095238095238,0.00788113695090438,-0.0964835164835165,0.0900944933202998,0.126601812872151,0.131147267417605,0.131147267417605,-0.131147267417605,-0.0594386196802692,0.0544271936015055,-0.055,0.0462415355857088,0.311511339813227,0.0592763772175537,0.0767755991285403,0.0914814814814815,0.0663452327495884,0.11,0.165223948165125,0.15,0.150245901639344,0.0665364707756012,0.165,0.150245901639344,0.145367852858856,0.175,0.151408121315232,0.0405679988288684,0.146497113997114,0.175,0.153769841269841,0.168055555555556,0.2,0.1,0.3,0.155555555555556,0.2
"Jagged",-0.0494252873563218,-0.0900966183574879,-0.0900966183574879,0,-0.142857142857143,-0.1,0,-0.12,-0.2,-0.211111111111111,-0.1,-0.0976190476190476,-0.12,-0.05,-0.18,-0.2,-0.15,-0.22,-0.205714285714286,-0.0944444444444444,-0.071,-0.0102564102564102,0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.0133333333333333,-0.0750125691302162,0.106147186147186,0.2,0.0833333333333333,0.146666666666667,0.0571428571428571,0.136538461538462,0.175,0.029070788366563,0.2,0.0282105263157895,0.1,0.0969230769230769,0.0764169884169884,0.12,0.0969230769230769,0.0757109557109557,0.1,0.0658208458208458,0.0460606060606061,0.143555555555556,0.1,0.155555555555556,0.1,0,0,0,0,0
"Destcompl",-0.0167879457615409,-0.0809990749306198,-0.0809990749306198,0.0333333333333333,0.0637683309792356,0.0420289855072464,0.0333333333333333,-0.031051364183648,0.0411280846063455,0.0438126483647347,0.0133333333333333,-0.0993065998329156,-0.00562253280699883,-0.0937971430279123,0.0196920019870839,0.0224242424242424,-0.0982539682539682,-0.057536231884058,-0.058538235892074,-0.0827986572738696,-0.0108159855965126,-0.00839783380490301,-0.0658873835170238,-0.0663583411308386,-0.0663583411308386,0.0663583411308386,-0.0748501426076125,0.0111596412398932,0.0597101449275362,0.00609862310993489,-0.0196920019870839,0.0689201608189973,0.114417520072297,0.112289860497829,0.00364133343975056,0.11591680350301,0.059475861034507,0.118773946360153,0.0310218455449123,-0.0869300059998051,0.0315784318157843,0.0303050955269316,0.0322229037461096,0.0375190258751903,0.0328858308241311,0.0638549858458714,-0.0709641097818438,0.0375190258751903,-0.0685010555946517,-0.0685010555946517,0.0388888888888889,0.122222222222222,0.0388888888888889,-0.0636734693877551,0.0388888888888889
"ZEB1",-0.115984913946166,-0.0544634809292186,-0.0544634809292186,0.08,-0.270515831295094,0.0536842105263158,0.1,-0.226821910753044,0.0553235547886109,0.0638949833600395,-0.2,0.0458875137782473,-0.146744639376218,0.0257293138640289,-0.189176470588235,-0.188,0.0425221291628627,0.175367647058824,0.176194093339815,-0.0474914919325229,-0.270100712310878,0.160866135798438,0.0659759612084251,0.0655035202635432,0.0655035202635432,-0.0655035202635432,0.135707379089826,-0.143394294350533,-0.18125,-0.134546478063434,0.184330655610262,0.287264654559101,-0.13816527743417,-0.136385918003565,0.0282134612120365,-0.124621212121212,0.157957202562602,-0.129166666666667,0.212965416529661,0.111480102108234,0.217432770481551,0.221960799641933,0.221428884748316,0.230894308943089,0.222994442478257,-0.0644787303948344,0.0675855581808467,0.238586616635397,0.0758532747162798,0.0753456605030818,0.233333333333333,-0.141666666666667,0.241025641025641,0.0796934865900383,0.233333333333333
"TGFR",0.073102787687068,-0.0355176391521973,-0.0355176391521973,-0.0583333333333333,-0.101166632604401,-0.0583333333333333,-0.0333333333333333,-0.0667924528301887,-0.037280701754386,-0.0303039575683394,-0.0142857142857143,0.107598717052282,0.139230019493177,0.0855028532386424,0.0158897243107769,0.0225563909774436,0.11080156402737,0.199770114942529,0.20480608616555,-0.0310254803675856,0.0237761961249506,-0.0225108225108225,0.163732247284879,0.166071428571429,0.166071428571429,-0.166071428571429,0.0602822160321398,-0.0965451644575356,-0.206666666666667,0.039200126770521,-0.0145198612970783,-0.0417061759201497,-0.0980249123319696,-0.0997198275862069,0.0417681693555626,-0.0903448275862069,0.0383359553166198,-0.08,0.0505712546735067,0.0303495811721043,0.0525067385444744,0.0641608738828203,0.0646393427823418,0.0657142857142857,0.0677394313563011,0.0511404798390338,-0.0763779128672746,0.08,-0.0692857142857143,0.0342857142857143,0.0857142857142857,-0.0466666666666667,0.1,0.0533333333333333,0.1
"RKIP",-0.097123719464145,-0.0347680535628886,-0.0347680535628886,0,-0.135032817627754,-0.0428571428571429,0,-0.0947368421052632,-0.0428571428571429,-0.0277056277056277,-0.25,-0.158479496858543,-0.229269841269841,-0.132597754548974,-0.232758620689655,-0.25,-0.15550919982884,-0.207070707070707,-0.214763014763015,-0.0347680535628886,-0.140225787284611,0.113165266106443,-0.0424991674991675,-0.0399350649350649,-0.0399350649350649,0.0399350649350649,-0.338741330069359,0.111059907834101,0.188888888888889,-0.0102195030908876,0.251907556859868,0.0486884762746832,0.130972677595628,0.129333333333333,0.0805092487445429,0.133333333333333,0.124527837236659,0.133333333333333,0.107692307692308,0.0287381154552413,0.1,0.102429149797571,0.10172984909827,0.1,0.098930866909975,0.00904908167742744,0.0847085002225189,0.1,0.0819047619047619,0.0866666666666667,0.1,0.1,0.1,0.0666666666666667,0
"RAF",-0.097123719464145,-0.0347680535628886,-0.0347680535628886,0,-0.135032817627754,-0.0428571428571429,0,-0.0947368421052632,-0.0428571428571429,-0.0277056277056277,-0.25,-0.158479496858543,-0.229269841269841,-0.132597754548974,-0.232758620689655,-0.25,-0.15550919982884,-0.207070707070707,-0.214763014763015,-0.0347680535628886,-0.140225787284611,0.113165266106443,-0.0424991674991675,-0.0399350649350649,-0.0399350649350649,0.0399350649350649,-0.338741330069359,0.111059907834101,0.188888888888889,-0.0102195030908876,0.251907556859868,0.0486884762746832,0.130972677595628,0.129333333333333,0.0805092487445429,0.133333333333333,0.124527837236659,0.133333333333333,0.107692307692308,0.0287381154552413,0.1,0.102429149797571,0.10172984909827,0.1,0.098930866909975,0.00904908167742744,0.0847085002225189,0.1,0.0819047619047619,0.0866666666666667,0.1,0.1,0.1,0.0666666666666667,0
"MEK",-0.0929468152872408,-0.0339744027692378,-0.0339744027692378,-0.0428571428571429,-0.136834619429556,-0.0428571428571429,0,-0.102429149797571,-0.0277056277056277,-0.0359409218232748,-0.25,-0.157372485788433,-0.224825396825397,-0.136234118185338,-0.251907556859868,-0.232758620689655,-0.158479496858543,-0.214763014763015,-0.208193671697321,-0.0328072692491631,-0.141324688383512,0.110533687159074,-0.0447213897213897,-0.0424991674991675,-0.0424991674991675,0.0424991674991675,-0.340201184083958,0.112699252096396,0.207070707070707,-0.0121425800139645,0.151907556859868,0.0495893771755841,0.130319082824387,0.130972677595628,0.0822165658177136,0.129333333333333,0.124709986599136,0.133333333333333,0.106993006993007,0.0287381154552413,0.107692307692308,0.10172984909827,0.098930866909975,0.1,0.100975476575402,0.00935867920064726,0.0861683542371175,0.0947368421052632,0.0847085002225189,0.0819047619047619,0.1,0.133333333333333,0.1,0.0866666666666667,0.1
"TGF",0.0713912962445252,-0.032876129718235,-0.032876129718235,-0.0333333333333333,-0.106746031746032,-0.0583333333333333,0,-0.08,-0.0583333333333333,-0.037280701754386,0,0.11080156402737,0.135526315789474,0.0840103159252095,0.0225563909774436,-0.0142857142857143,0.107575757575758,0.206666666666667,0.199770114942529,-0.0292397660818714,0.0255555555555556,-0.0225108225108225,0.166071428571429,0.167857142857143,0.167857142857143,-0.167857142857143,0.0598192530691768,-0.0965451644575356,-0.186666666666667,0.0442148760330578,-0.0158897243107769,-0.0421428571428571,-0.0997198275862069,-0.0903448275862069,0.0399205942978258,-0.08,0.0349288002910661,-0.0466666666666667,0.0525067385444744,0.0311560327850075,0.0657142857142857,0.0667924528301887,0.0641608738828203,0.0857142857142857,0.0646393427823418,0.0490876939152801,-0.0692857142857143,0.1,0.0342857142857143,0.0533333333333333,0.1,-0.0666666666666667,0.1,0.02,0
"SNAI2",0.130402987897887,-0.0190830711139081,-0.0190830711139081,0.133333333333333,0.254250574145425,0.133333333333333,0.1,0.186764221693799,0.122988505747126,0.114554770807367,0.133333333333333,-0.0627497039654193,0.0740027045300879,-0.026416515973478,0.12156862745098,0.127450980392157,-0.0641851106639839,-0.214473684210526,-0.211876281613124,-0.0403846153846154,0.18801021282534,0.010974358974359,-0.125468123526788,-0.124554881517655,-0.124554881517655,0.124554881517655,0.153975335181063,0.204798350216265,0.219736842105263,-0.0184238572196707,-0.12156862745098,-0.136553387753805,0.226514718563482,0.227923169267707,-0.0868177927075376,0.225882352941176,-0.261654971484021,0.22,-0.18622946233551,-0.135503062241631,-0.186764221693799,-0.186764221693799,-0.190269376332974,-0.196623376623377,-0.192598568879558,0.0113716567273339,-0.165802285239625,-0.196623376623377,-0.170150111326582,-0.179551820728291,-0.210909090909091,0.2,-0.210909090909091,-0.184313725490196,-0.22
"Csn",0.110644651292058,-0.00828618693134822,-0.00828618693134822,-0.08,0.0849944916587976,-0.105,0.02,0.0546530951391774,-0.100833333333333,-0.0952333333333333,-0.04,-0.0136068288386104,-0.0253176524847227,-0.0188648947951274,-0.0451948051948052,-0.0490909090909091,-0.015406314699793,0.0748196248196248,0.0748196248196248,-0.00875960640666523,-0.00403069970391149,0.0905150022391402,0.0191535865785274,0.0189616479988729,0.0189616479988729,-0.0189616479988729,-0.0320545696410666,0.0129973721209843,-0.0813131313131313,-0.0688422414928694,0.0441531385281385,0.0799071049133213,0.0175013716526144,0.0191407159149095,0.0234083474701052,0.0223665223665224,0.012458613446779,0.0253968253968254,-0.05421641391647,0.00376296012529309,-0.0546530951391774,-0.054208650694733,-0.0564594545532539,-0.053448275862069,-0.0566398514263747,0.00900284801888854,-0.0863991000153861,-0.053448275862069,-0.084728455623978,-0.0834464043419267,-0.05,0.0142857142857143,-0.05,-0.0909090909090909,-0.0666666666666667
"miR200",0.127269518524646,-0.00450716845878136,-0.00450716845878136,0,0.258937152370502,0.0263157894736842,-0.1,0.222976117575015,0.0291729323308271,0.0197389700666761,0.142857142857143,0.000531228849812918,0.108136686009026,0.0198587570621469,0.124675324675325,0.142857142857143,0.00962213794072201,-0.0953694581280788,-0.0914146558681918,-0.00902346445824707,0.200157735924607,-0.065434960843629,-0.0762312168297206,-0.078974358974359,-0.078974358974359,0.078974358974359,-0.125190076374041,0.074638679773036,0.0953694581280788,0.0429372479372479,-0.125355596784168,-0.187126369565394,0.0408264538616768,0.0321308016877637,-0.097843583129695,0.0283333333333333,-0.214474642416145,0.015,-0.20323603157406,-0.134086991251221,-0.215323943661972,-0.210616567013218,-0.206648313044964,-0.228,-0.208618010014661,-0.0134134403386542,-0.0792192533427474,-0.235652173913043,-0.0850332068311195,-0.0963235294117647,-0.24,0.04,-0.24,-0.0708333333333333,-0.2
"NFB",0.0405850032320621,0.00181488203266788,0.00181488203266788,-0.0857142857142857,-0.0333434650455927,-0.169047619047619,-0.1,-0.0120512820512821,-0.177155727155727,-0.17048906048906,-0.0357142857142857,-0.106473242584482,-0.100225563909774,-0.106335692171605,-0.0366031746031746,-0.0477142857142857,-0.10387101210121,0.0473304473304473,0.0441046408788344,0.00576923076923077,0.0503454715219421,0.013605156228107,0.0313706002845363,0.0288830380954815,0.0288830380954815,-0.0288830380954815,0.269735686827725,0.0491375334596428,-0.0489177489177489,0.00343375897072436,0.0346423902894491,-0.0914391496064803,0.116275061933558,0.11507024265645,0.0196878499888004,0.118518518518519,-0.0334685700475108,0.1,0.014298473062518,0.0620971448144932,0.0120512820512821,0.0137461973055193,0.0183875475164898,0.0166666666666667,0.0186228416341369,-0.00069456092311734,-0.0868776882751566,0.0166666666666667,-0.0837131313131313,-0.0813131313131313,0.0166666666666667,0.08,0.0166666666666667,-0.0722222222222222,0.05
"IKK",0.0425457875457875,0.00526315789473684,0.00526315789473684,-0.1,-0.0347619047619048,-0.0857142857142857,0,-0.0166666666666667,-0.169047619047619,-0.177155727155727,-0.05,-0.10387101210121,-0.0928571428571429,-0.109907120743034,-0.0477142857142857,-0.0357142857142857,-0.104861111111111,0.0489177489177489,0.0473304473304473,0.00769230769230769,0.053202614379085,0.00719489981785064,0.0288830380954815,0.0316999395039323,0.0316999395039323,-0.0316999395039323,0.267703166502522,0.0505763823805061,-0.0727272727272727,0.00206389595702573,0.0366031746031746,-0.0942279942279942,0.11507024265645,0.118518518518519,0.0210606060606061,0.1,-0.034431651909469,0.08,0.0120512820512821,0.0606021282031976,0.0166666666666667,0.0120512820512821,0.0137461973055193,0.0166666666666667,0.0183875475164898,-0.00280936454849498,-0.0837131313131313,0.0166666666666667,-0.0813131313131313,-0.0722222222222222,0.05,0.1,0.05,-0.05,0.1
"Ecadherin",-0.0844157540657047,0.0164205537540534,0.0164205537540534,-0.08,-0.190269376332974,-0.0657142857142857,-0.1,-0.114796486845497,-0.0583068783068783,-0.0583068783068783,-0.0927272727272727,0.0439042706249781,-0.0424114531612049,0.018630544347086,-0.0899377032912509,-0.0868449197860963,0.047536231884058,0.146433186997484,0.149035417480756,0.0332395686826067,-0.144348632562895,-0.0147975976226377,0.0738131019489876,0.0729751131221719,0.0729751131221719,-0.0729751131221719,0.162390099843658,-0.135287428056307,-0.147464114832536,0.0215353907392722,0.0887612327030156,0.0962955900217533,-0.162653458640251,-0.163440860215054,-0.0149639870066699,-0.166666666666667,-0.0443312417083639,-0.166666666666667,0.119215277450194,0.0882985283332831,0.113881944116861,0.120482105574594,0.122101034590783,0.108709530323757,0.121914293227571,-0.00858256992335205,0.109434826365361,0.108709530323757,0.107445676274945,0.108909090909091,0.115686274509804,-0.166666666666667,0.115686274509804,0.120909090909091,0.133333333333333
"cateninmemb",-0.0844157540657047,0.0164205537540534,0.0164205537540534,-0.08,-0.190269376332974,-0.0657142857142857,-0.1,-0.114796486845497,-0.0583068783068783,-0.0583068783068783,-0.0927272727272727,0.0439042706249781,-0.0424114531612049,0.018630544347086,-0.0899377032912509,-0.0868449197860963,0.047536231884058,0.146433186997484,0.149035417480756,0.0332395686826067,-0.144348632562895,-0.0147975976226377,0.0738131019489876,0.0729751131221719,0.0729751131221719,-0.0729751131221719,0.162390099843658,-0.135287428056307,-0.147464114832536,0.0215353907392722,0.0887612327030156,0.0962955900217533,-0.162653458640251,-0.163440860215054,-0.103855767923478,-0.166666666666667,-0.0129144985306951,-0.166666666666667,0.119215277450194,0.0882985283332831,0.113881944116861,0.120482105574594,0.122101034590783,0.108709530323757,0.121914293227571,-0.00858256992335205,0.109434826365361,0.108709530323757,0.107445676274945,0.108909090909091,0.115686274509804,-0.166666666666667,0.115686274509804,0.120909090909091,0.133333333333333
"KLF4",-0.0835327518581992,0.0173684210526316,0.0173684210526316,-0.1,-0.186764221693799,-0.08,-0.1,-0.108709530323757,-0.0657142857142857,-0.0583068783068783,-0.12,0.047536231884058,-0.0397798742138365,0.0219862490450726,-0.0868449197860963,-0.0927272727272727,0.0533333333333333,0.147464114832536,0.146433186997484,0.037037037037037,-0.14081045751634,-0.0151721294578437,0.0729751131221719,0.0707692307692308,0.0707692307692308,-0.0707692307692308,0.160644163660636,-0.133227931488801,-0.152727272727273,0.0212189350430696,0.0899377032912509,0.0937784275503574,-0.163440860215054,-0.166666666666667,-0.014066551109234,-0.166666666666667,0.0571293230433401,-0.166666666666667,0.113881944116861,0.0882985283332831,0.108709530323757,0.114796486845497,0.120482105574594,0.115686274509804,0.122101034590783,-0.00914122914122914,0.107445676274945,0.115686274509804,0.108909090909091,0.120909090909091,0.133333333333333,-0.2,0.133333333333333,0.140909090909091,0.166666666666667
"HEY1",-0.0835327518581992,0.0173684210526316,0.0173684210526316,-0.1,-0.186764221693799,-0.08,-0.1,-0.108709530323757,-0.0657142857142857,-0.0583068783068783,-0.12,0.047536231884058,-0.0397798742138365,0.0219862490450726,-0.0868449197860963,-0.0927272727272727,0.0533333333333333,0.147464114832536,0.146433186997484,0.037037037037037,-0.14081045751634,-0.0151721294578437,0.0729751131221719,0.0707692307692308,0.0707692307692308,-0.0707692307692308,0.160644163660636,-0.133227931488801,-0.152727272727273,0.0212189350430696,0.0899377032912509,0.0937784275503574,-0.163440860215054,-0.166666666666667,-0.014066551109234,-0.166666666666667,0.0571293230433401,-0.166666666666667,0.113881944116861,0.0882985283332831,0.108709530323757,0.114796486845497,0.120482105574594,0.115686274509804,0.122101034590783,-0.00914122914122914,0.107445676274945,0.115686274509804,0.108909090909091,0.120909090909091,0.133333333333333,-0.2,0.133333333333333,0.140909090909091,0.166666666666667
