"","TGFR","CDC42","cateninnuc","Ecadherin","CD44","cMet","Frizzled","Destcompl","Patched","DSH","LIV1","RKIP","PI3K","NFB","TrCP","SOSGRB2","Csn","SNAI2","cfos","GSK3","FOXC2","EGR1","Jagged","MEK","ERK","NOTCH","NOTCHic","Csl","cateninmemb","AKT","RAS","IKK","RAF","DELTA","HEY1","SUFU","ILK","SMAD","SNAI1","STAT","FUS","SMO","SRC","SHH","Wnt","TCFLEF","GLI","TWIST1","AXIN2","PAK1","TGF","ZEB2","ZEB1","miR200","KLF4"
"Patched",0.44,0.4,0.244002157497303,0.132899137001079,0.22,0.2,0.2,0.303256743256743,0.253333333333333,0.2,0.1,0.262857142857143,-0.0423076923076923,-0.1,0,0.216666666666667,0,0.229241379310345,0,0.295604395604396,-0.09,0.1,0.119153439153439,-0.0676923076923077,-0.06,0.0454545454545455,0,0,0.0876702508960574,0.00714285714285715,0.0548076923076923,0.05,0.0423076923076923,0.0423076923076923,-0.105128205128205,-0.2,-0.1,-0.1,-0.325268817204301,-0.1,-0.3,-0.333333333333333,-0.1,-0.303333333333333,-0.3,-0.225555555555556,-0.325,-0.250925925925926,-0.341125541125541,-0.3,-0.498333333333333,-0.433333333333333,-0.433333333333333,-0.440476190476191,-0.377777777777778
"TGFR",0.30718253968254,0.405396825396825,0.011313430193493,0.0275471272193554,0.0109235352532274,0.00566037735849057,0.0142857142857143,-0.0185931734058653,0.127219827586207,0.0142857142857143,0,0.176406926406926,-0.108928571428571,0.220238095238095,0.166666666666667,0.316699155295647,0.191666666666667,-0.167173861610084,-0.0756892230576441,-0.157143753326989,0.0173345493504028,-0.080952380952381,-0.10266109581439,0.0762067268628192,0.0734670008354219,0.00859505499049036,0.0064367816091954,0.0133333333333333,-0.00877270548564822,-0.215586932447398,0.106589390142022,-0.220238095238095,0.108928571428571,0.108928571428571,-0.119084461637653,-0.0866666666666667,-0.131212121212121,-0.133703224414968,-0.207266998220337,0,-0.12,-0.130344827586207,0,-0.128914742840444,-0.0199460916442048,-0.0114020041527489,-0.0244622206764629,-0.227207723737973,-0.00842473374662216,-0.391111111111111,-0.305764099966228,-0.410610966972955,-0.410610966972955,-0.424443740044407,-0.406200283316988
"IKK",0.21969696969697,0.183333333333333,0.257549826987716,0.229110578008482,0.229487179487179,0.206410256410256,0.183333333333333,0.380762011261719,-0.00666666666666667,0.15,0.1,0.158925318761384,-0.0790078644888082,-0.114285714285714,0,-0.0252100840336134,-0.1,0.39520995612857,0.0571428571428571,0.418736263736264,-0.0762481962481963,0.1,0.145068728522337,-0.0855873015873016,-0.0611428571428571,0.218614718614719,0.213852813852814,0.209090909090909,-0.0562043729082835,-0.0267052767052767,0.0818247658972589,-0.00238095238095238,0.0790078644888082,0.0790078644888082,0.0180598555211558,0.1,0.0270833333333333,0.0241130363036304,-0.215104608425219,-0.15,0.08,0.04,-0.183333333333333,-0.00712643678160919,-0.206410256410256,-0.247001303780965,-0.229487179487179,-0.221078431372549,-0.258571428571429,-0.15,-0.24929696969697,-0.392892230576441,-0.392892230576441,-0.400144927536232,-0.358241758241758
"cateninnuc",0.369055702917772,0.353538461538462,0.176194331496201,0.169762507942959,0.267556477339086,0.260810445593054,0.25003352811572,0.326346236383614,0.202110896152236,0.234965034965035,0.227272727272727,0.287243860358004,-0.0420765270765271,0.0484848484848485,0.0333333333333333,0.0666161133111833,0.0333333333333333,0.281353954219292,0.00759144237405107,0.317090745494219,0.0329562077266995,-0.0130434782608696,0.219386056739349,-0.0193322390294918,-0.0202496702221523,0.113565798571711,0.111747616753529,0.104770872567483,0.116047301976255,-0.0652660984848485,0.0440967290967291,-0.0644848484848485,0.0420765270765271,0.0420765270765271,-0.0806492418166736,-0.155555555555556,-0.0782626262626263,-0.0838560778315212,-0.313897729189126,-0.234965034965035,-0.175555555555556,-0.190309653916211,-0.248853923853924,-0.209736168483391,-0.26199004985485,-0.272410846271125,-0.268709417443783,-0.333423288726386,-0.401680791952149,-0.332,-0.379754392874104,-0.374397529287538,-0.374397529287538,-0.382656451881718,-0.35674939927609
"SNAI2",0.322660346189758,0.291036414565826,0.32827370879844,0.36285768494299,0.310974291496781,0.301296872141943,0.282987012987013,0.323272041583123,0.280024009603842,0.247272727272727,0.22,0.276730769230769,0.0955517723066178,-0.108333333333333,-0.1,-0.0393847194050034,-0.133333333333333,0.503994405835313,-0.0254901960784314,0.316164354315351,0.0912022563365001,-0.0666666666666667,0.282221526619907,0.0194753577106518,0.0235294117647059,0.180633401686033,0.175438596491228,0.159649122807018,-0.0555258610954624,0.0919644093615843,-0.0914421832655219,0.0979885057471264,-0.0955517723066178,-0.0955517723066178,-0.0817811934900542,-0.2,-0.072635814889336,-0.0836405995783312,-0.304179729437635,-0.247272727272727,-0.22,-0.249411764705882,-0.282987012987013,-0.296925418054546,-0.301296872141943,-0.320665013146266,-0.311457299949429,-0.364850033173627,-0.364225520526885,-0.252941176470588,-0.345641712649385,-0.333587371512482,-0.333587371512482,-0.343052765024149,-0.301538461538462
"Ecadherin",0.301321507760532,0.283272727272727,0.271819194436478,0.0912614279479699,0.262200037516757,0.252501040861238,0.248153214774282,0.282347976556206,0.240927419354839,0.241176470588235,0.2,0.252220670358712,0.0342986425339367,-0.0352380952380952,-0.1,0.00559793566248382,-0.04,0.241913342808133,-0.012192513368984,0.277546961613374,0.0592500776901997,0.00545454545454545,0.225023230011788,-0.00825624345333259,0.00703787419372623,0.139782647163614,0.134949933408968,0.135980861244019,0.0541754677120531,0.0185473785473786,-0.0359746201875679,0.0315343915343915,-0.0342986425339367,-0.0342986425339367,-0.0810045067447357,-0.166666666666667,-0.0740289855072464,-0.0776609467663263,-0.266476270825939,-0.241176470588235,-0.2,-0.23125,-0.248153214774282,-0.248014033528067,-0.253325628567385,-0.268551220580269,-0.263325628567385,-0.338801888974087,-0.320665013146266,-0.255272727272727,-0.31235224917102,-0.324678175086448,-0.324678175086448,-0.33531233302183,-0.304453820909517
"HEY1",0.283272727272727,0.255272727272727,0.268551220580269,0.187561330576986,0.252501040861238,0.248153214774282,0.241176470588235,0.277967734244929,0.23125,0.2,0.166666666666667,0.240610183467326,0.0357692307692308,-0.04,-0.1,-0.0101915380217267,-0.1,0.23920413148965,0.00545454545454545,0.271807447264588,0.0581059129304743,-0.04,0.221133069828722,0.00703787419372623,0.012192513368984,0.134949933408968,0.135980861244019,0.125454545454545,0.0530216215582069,0.0315343915343915,-0.0342986425339367,0.0352380952380952,-0.0357692307692308,-0.0357692307692308,-0.0695951107715814,-0.2,-0.0653333333333333,-0.0740289855072464,-0.262045891079104,-0.2,-0.166666666666667,-0.2,-0.241176470588235,-0.240927419354839,-0.248153214774282,-0.262200037516757,-0.253325628567385,-0.328187363834423,-0.310974291496781,-0.227272727272727,-0.301321507760532,-0.304772961816305,-0.304772961816305,-0.313524623524624,-0.274074074074074
"FOXC2",0.283272727272727,0.255272727272727,0.268551220580269,0.187561330576986,0.252501040861238,0.248153214774282,0.241176470588235,0.277967734244929,0.23125,0.2,0.166666666666667,0.240610183467326,0.0357692307692308,-0.04,-0.1,-0.0101915380217267,-0.1,0.23920413148965,0.00545454545454545,0.271807447264588,0.0581059129304743,-0.04,0.221133069828722,0.00703787419372623,0.012192513368984,0.134949933408968,0.135980861244019,0.125454545454545,0.0530216215582069,0.0315343915343915,-0.0342986425339367,0.0352380952380952,-0.0357692307692308,-0.0357692307692308,-0.0695951107715814,-0.2,-0.0653333333333333,-0.0740289855072464,-0.262045891079104,-0.2,-0.166666666666667,-0.2,-0.241176470588235,-0.240927419354839,-0.248153214774282,-0.262200037516757,-0.253325628567385,-0.328187363834423,-0.310974291496781,-0.227272727272727,-0.301321507760532,-0.304772961816305,-0.304772961816305,-0.313524623524624,-0.274074074074074
"cMet",0.124444444444444,0.113333333333333,0.150959946635942,0.199652991237659,0.141007751937984,0.143333333333333,0.15,-0.0995217251519772,0.138181818181818,0.1,0.1,-0.0103703703703704,0.139047619047619,0,0.1,-0.166666666666667,0,0.252828031660149,0.155,-0.136731950844854,-0.0488607594936709,0.175,-0.0792246883551232,-0.136818181818182,-0.135,-0.201615741481363,-0.190977443609023,-0.185714285714286,-0.114983966211724,0.00666666666666667,-0.137160826594789,0.00666666666666667,-0.139047619047619,-0.139047619047619,-0.10657034743722,-0.1,-0.11609977324263,-0.114281591424449,-0.0773056163778733,-0.2,-0.1,-0.12,-0.25,-0.131931818181818,-0.143333333333333,-0.148700059630292,-0.143333333333333,-0.11616742807754,-0.171587301587302,-0.113333333333333,-0.132955082742317,-0.161471861471861,-0.161471861471861,-0.176652119016249,-0.252380952380952
"CD44",0.113333333333333,0.113333333333333,0.148700059630292,0.200416350016285,0.143333333333333,0.25,0.1,-0.100873076503329,0.12,0,0.1,-0.0288888888888889,0.147619047619048,0,0,-0.166666666666667,0.1,0.250638250638251,0.175,-0.135119047619048,-0.04,0.2,-0.0813986013986014,-0.135,-0.155,-0.190977443609023,-0.185714285714286,-0.2,-0.118186813186813,0.00666666666666667,-0.139047619047619,0,-0.147619047619048,-0.147619047619048,-0.116374269005848,-0.1,-0.122222222222222,-0.11609977324263,-0.0790005316321106,-0.1,-0.1,-0.1,-0.2,-0.138181818181818,-0.15,-0.141007751937984,-0.143333333333333,-0.110549450549451,-0.17,-0.133333333333333,-0.124444444444444,-0.152380952380952,-0.152380952380952,-0.167277119016249,-0.247619047619048
"ERK",0.169773745366896,0.161744548286604,0.0360067611913438,-0.0789351807425488,0.0304142890723847,0.0255796834744203,0.0176923076923077,0.319127191482028,-0.0739209257473481,0.01,0,0.236959318253031,-0.22460594960595,0.0358766233766234,0.0142857142857143,0.0980422253043612,0.0267857142857143,-0.311322521093172,0.0239618488628026,0.283923098755843,-0.0359515218135908,0.0303448275862069,0.102665235240274,-0.127030558240704,-0.122295182196136,0.21974910150497,0.219472093194721,0.22020202020202,0.105006829325641,-0.0407228187355009,0.223615850596049,-0.0370530939648587,0.22460594960595,0.22460594960595,0.0506012618124497,0.1,0.0708359470254421,0.0699240929220986,-0.236633423080075,-0.0157894736842105,0.088,0.0798032786885246,-0.0234817813765182,0.0724716503850293,-0.0197902097902098,-0.0341317611913438,-0.0245521145521146,-0.166635267771761,-0.029191822263758,-0.153333333333333,-0.174169349762501,-0.137513898280649,-0.137513898280649,-0.135622474113567,-0.129340584787517
"MEK",0.161744548286604,0.153333333333333,0.0341317611913438,-0.0806859531421369,0.0255796834744203,0.0234817813765182,0.01,0.316083223049108,-0.0798032786885246,0,0,0.232223942208462,-0.223018648018648,0.0267857142857143,0,0.0941587301587302,0.0142857142857143,-0.313306290254579,0.0303448275862069,0.280380864423418,-0.0361224619845309,0.02,0.100255596686057,-0.122295182196136,-0.0239618488628026,0.219472093194721,0.22020202020202,0.22020202020202,0.104086866124169,-0.0370530939648587,0.22460594960595,-0.0358766233766234,0.223018648018648,0.223018648018648,0.0523077464540879,0.1,0.0719429580955528,0.0708359470254421,-0.234550089746741,0,0.1,0.088,-0.0157894736842105,0.0739209257473481,-0.0176923076923077,-0.0304142890723847,-0.0197902097902098,-0.161780898839722,-0.0244763751092865,-0.153333333333333,-0.169773745366896,-0.129797362847578,-0.129797362847578,-0.12802443489788,-0.120038259206121
"SOSGRB2",-0.0010989010989011,0.0142857142857143,-0.0176063444003641,-0.103939738322114,-0.0113871635610766,-0.00993788819875776,-0.0142857142857143,0.0906814661848219,0.0027027027027027,0,0,0.0404239766081871,-0.0581920903954802,0.0888888888888889,0.1,-0.00194444444444445,0.1,-0.21056322796994,0.00793650793650794,-0.0228021721149351,0.0218070818070818,0.019047619047619,-0.00853250417263261,0.00148200148200148,-0.0106392106392106,0.186683738796415,0.190909090909091,0.190909090909091,0.0946623766623766,-0.0941520467836257,0.0607561929595828,-0.0941520467836257,0.0581920903954802,0.0581920903954802,-0.0184659090909091,0,-0.00666666666666667,-0.00596736596736597,0.0232871357498223,0,0,0,0.0142857142857143,-0.0027027027027027,0.0142857142857143,0.0166503214558134,0.0157349896480331,-0.0164347826086957,0.0121012101210121,-0.0142857142857143,0.00464500038968124,0.0144862155388471,0.0144862155388471,0.0140316355104821,0.0087719298245614
"TWIST1",0.0131530825496343,-0.00434691745036573,0.206014257233935,0.208920764113609,0.196534059235931,0.190509962850388,0.184126984126984,0.218837480109394,0.0740334855403348,0.161904761904762,0.133333333333333,-0.0121440121440121,0.0807505437612965,-0.176923076923077,-0.2,-0.177177335758571,-0.2,0.429620906059086,0.0417391304347826,0.216528567114874,-0.0217645726366657,0.02,0.173738529031882,-0.0445801883033346,-0.0391075514874142,0.107420308552384,0.103646723646724,0.0985185185185185,-0.0597452998324298,0.181684981684982,-0.0797231465010225,0.181684981684982,-0.0807505437612965,-0.0807505437612965,0.0432669025889365,-0.0333333333333333,0.0547229047229047,0.0484522776601985,-0.0274030784289609,-0.161904761904762,-0.0444444444444444,-0.0644444444444444,-0.184126984126984,-0.0794522047521575,-0.189390142021721,-0.202506494151704,-0.195790142021721,-0.17970092804475,-0.240005209843919,0.0284848484848485,-0.0238592328913199,0.0367964455683754,0.0367964455683754,0.0541211613038466,0.0453199916614551
"ZEB1",0.0503910904108014,0.0681575878727303,-0.281776919347989,-0.199396846678431,-0.270584326601185,-0.264334326601185,-0.250522648083624,-0.299609441306735,0.0518048128342246,-0.228571428571429,-0.2,-0.00412904954491028,-0.0459710181162574,0.13859649122807,0.133333333333333,0.101091617933723,0.133333333333333,-0.266265981313767,0.046,-0.292443610135041,-0.0134704691204906,0.05,-0.2159748988357,-0.0426312516195906,-0.0518823529411765,-0.177542132555502,-0.17671568627451,-0.170833333333333,-0.00607611921478455,-0.131242861251489,0.0458135378012968,-0.136957146965775,0.0459710181162574,0.0459710181162574,-0.0975173013514982,-0.0666666666666667,-0.11433758054486,-0.111452965160245,0.0154563304078697,0.238461538461538,-0.0791666666666667,-0.065530303030303,0.260412757973734,-0.0471784783146516,0.254368801929778,0.277765177665014,0.260898011551771,0.109353552971486,0.304741986543474,-0.0840996168582376,-0.0385800667887541,0.0677020862548687,0.0677020862548687,0.113157743752747,0.0548150922235796
"RKIP",-0.153333333333333,-0.153333333333333,-0.0304142890723847,0.0825074467669092,-0.0234817813765182,-0.0157894736842105,0,-0.312108327651618,0.088,0,0,-0.226960784313725,0.220454545454545,-0.0142857142857143,0,-0.100825396825397,0,0.315982689281343,-0.02,-0.277186761229314,0.0343206601827291,0.03,-0.101075268817204,0.0239618488628026,0.0303448275862069,-0.22020202020202,-0.22020202020202,-0.211111111111111,-0.10359906124612,0.0358766233766234,-0.223018648018648,0.0267857142857143,-0.220454545454545,-0.220454545454545,-0.0577622919086334,-0.1,-0.0768934531450578,-0.0719429580955528,0.230062910259562,0,-0.1,-0.1,0,-0.0798032786885246,0.01,0.0255796834744203,0.0176923076923077,0.156286393345217,0.019971870604782,0.133333333333333,0.161744548286604,0.120273553323769,0.120273553323769,0.117188521585187,0.108273553323769
"RAF",-0.153333333333333,-0.153333333333333,-0.0304142890723847,0.0825074467669092,-0.0234817813765182,-0.0157894736842105,0,-0.312108327651618,0.088,0,0,-0.226960784313725,0.220454545454545,-0.0142857142857143,0,-0.100825396825397,0,0.315982689281343,-0.02,-0.277186761229314,0.0343206601827291,0.03,-0.101075268817204,0.0239618488628026,0.0303448275862069,-0.22020202020202,-0.22020202020202,-0.211111111111111,-0.10359906124612,0.0358766233766234,-0.223018648018648,0.0267857142857143,-0.220454545454545,-0.220454545454545,-0.0577622919086334,-0.1,-0.0768934531450578,-0.0719429580955528,0.230062910259562,0,-0.1,-0.1,0,-0.0798032786885246,0.01,0.0255796834744203,0.0176923076923077,0.156286393345217,0.019971870604782,0.133333333333333,0.161744548286604,0.120273553323769,0.120273553323769,0.117188521585187,0.108273553323769
"cateninmemb",-0.126323725055432,-0.122909090909091,-0.0406366143260702,0.0372549408944252,-0.0393603545486017,-0.0336747358195047,-0.0275877792977656,-0.117927972466283,-0.0155913978494624,-0.0392156862745098,-0.0333333333333333,-0.0805572348108464,0.00174962292609352,-0.00571428571428572,0,-0.00722668592579218,-0.02,-0.0971981716196446,0.0508021390374332,-0.116905555664402,-0.0365491961621528,0.0272727272727273,-0.0273396316195969,-0.0253321572302773,-0.0312145101714538,-0.0555287133600333,-0.0506959996053865,-0.0496650717703349,0.00842777387865873,0.0222126022126022,-0.00230828214397061,0.0131216931216931,-0.00174962292609352,-0.00174962292609352,0.0389989797017037,-0.0333333333333333,0.0361159420289855,0.0363580727795908,0.0840798255503989,0.0392156862745098,0.0166666666666667,0.0166666666666667,0.0275877792977656,0.0195284057234781,0.0344843310219035,0.0399830195548284,0.0398176643552369,0.0641291366950256,0.128118065347066,0.110909090909091,0.129397866104257,0.16095270934515,0.16095270934515,0.179838745983997,0.16333802156587
"TCFLEF",-0.0955567072932863,-0.122659511031604,0.239499648377299,0.158377442749809,0.121973875181422,0.111282051282051,0.0859803921568627,0.486903625385464,-0.0913056835637481,0.0509803921568627,0.0333333333333333,-0.0290095054415209,-0.122381742237338,0.0464415584415585,0.0857142857142857,-0.11940119760479,0.0584415584415584,0.430970721056865,0.140174216027875,0.342945370990658,-0.175975452632094,0.132857142857143,0.0435602515810961,-0.160582379293181,-0.154459930313589,0.0906731533604177,0.0863542164833413,0.0667463733460864,-0.013710383745024,-0.0701442232381924,0.129083450515919,-0.0657963971512359,0.122381742237338,0.122381742237338,0.0455849272052526,0.116666666666667,0.0594171793119161,0.0554018829448033,-0.0941729307419684,-0.0583333333333333,0.123333333333333,0.109047619047619,-0.0933333333333333,0.0833302234410487,-0.103929110105581,-0.231939510920254,-0.113866998304338,-0.00137053928945348,0.234748717948718,0.143589743589744,0.0760202834522267,0.196754208754209,0.196754208754209,0.205289730349971,0.212452253628724
