"","FOXC2","GSK3","SOSGRB2","cateninmemb","Ecadherin","SNAI1","Frizzled","TWIST1","NOTCHic","ZEB2","ZEB1","TGFR","cateninnuc","TGF","Csl","SMO","miR200","RAF","DELTA","SHH","RAS","HEY1","AKT","Patched","ILK","SMAD","KLF4","SNAI2","FUS","PI3K","IKK","NFB","Jagged","AXIN2","cMet","NOTCH","CDC42","SRC","TrCP","TCFLEF","CD44","MEK","Wnt","ERK","STAT","Destcompl","GLI","DSH","SUFU","PAK1","EGR1","Csn","cfos","LIV1","RKIP"
"SOSGRB2",0.0257387057387057,-0.246244710564486,-0.157777777777778,-0.0555975585975586,-0.051747988294015,0.018001421464108,0.0428571428571429,0.0276811594202899,0.065034965034965,0.0193107769423559,0.0193107769423559,0.00725274725274725,0.0317419577708091,0.00938040682721534,0.0727272727272727,0.2,0.0180716907591009,-0.189077212806026,-0.189077212806026,0.17950974230044,-0.187795161523975,0.187215909090909,0.232236842105263,0.186486486486486,0.183655913978495,0.17876080908339,0.0135964912280702,0.0850230727455747,-0.2,0.189077212806026,-0.228070175438596,-0.233333333333333,-0.179702789945014,-0.0198432343234323,-0.0385093167701863,-0.0579927115138383,0.00428571428571428,-0.0428571428571429,-0.1,-0.0323155715375395,-0.0312629399585921,0.107254007254007,-0.0428571428571429,0.116344916344916,0,0.109826191705386,-0.0356107660455487,0,-0.2,0.0142857142857143,0.152380952380952,-0.2,0.119047619047619,0,0.0969663742690059
"MEK",0.0325188583809273,-0.109342901896093,-0.046031746031746,-0.0590483453324199,-0.0532395259946169,0.0111448364634391,0.0433333333333333,0.0576885206296971,-0.0278943278943279,0.0566575117852019,0.0566575117852019,-0.0334935469514909,0.0228639486587842,-0.0480920870974763,-0.0202020202020202,0.068,0.0563769571098026,-0.160575535575536,-0.160575535575536,0.0571567555984142,-0.158353313353313,0.0526519550909795,0.169963076139547,0.0499672131147541,0.048775721602969,0.0439786736324893,0.0612625538020086,0.08969046917072,-0.08,0.160575535575536,-0.192316017316017,-0.189285714285714,-0.0680603544821864,-0.0135074948366088,-0.0193657219973009,0.0198651308140359,0.0419047619047619,-0.0385964912280702,-0.2,-0.0204475917814608,-0.0186664212980002,-0.0629347028613353,-0.0241025641025641,0.0270652971386647,-0.0333333333333333,0.0167141800227446,-0.0234032634032634,-0.0333333333333333,-0.1,0.0466666666666667,0.03,-0.214285714285714,0.033448275862069,0,0.14405499041722
"ERK",0.0316641575262265,-0.109615381460126,-0.0450608722453383,-0.0592323379727143,-0.0535484858298383,0.00813557720417989,0.0241025641025641,0.0589367869265071,-0.0198651308140359,0.0583897952497688,0.0583897952497688,-0.0480920870974763,0.0207806153254509,-0.0442459332513224,-0.0278943278943279,0.0499672131147541,0.0549063688745084,-0.158353313353313,-0.158353313353313,0.0542582048737765,-0.160003478369815,0.0475325011660648,0.167210782561565,0.0571567555984142,0.0439786736324893,0.0485379441492067,0.0558361972128613,0.0922152662852376,-0.068,0.158353313353313,-0.169963076139547,-0.192316017316017,-0.0650483062894153,-0.0133448932105925,-0.0186664212980002,0.0173720560217922,0.0334935469514909,-0.0193657219973009,-0.214285714285714,-0.0228639486587842,-0.0204475917814608,-0.0554138114964328,-0.0234032634032634,-0.0629347028613353,-0.0385964912280702,0.0161504821647965,-0.0251576493681757,-0.0433333333333333,-0.08,0.0419047619047619,0.033448275862069,-0.189285714285714,0.0270652971386647,-0.0333333333333333,0.139876717436718
"RKIP",0.0343206601827291,-0.107131599684791,-0.0482539682539683,-0.0614873697226638,-0.0505072855574584,0.0072986826172853,0.0333333333333333,0.0639156268568033,-0.0202020202020202,0.0614194165471066,0.0614194165471066,-0.0419047619047619,0.0204475917814608,-0.0334935469514909,-0.0111111111111111,0.08,0.0566865546330224,-0.166558441558442,-0.166558441558442,0.0499672131147541,-0.160575535575536,0.0526519550909795,0.192316017316017,0.068,0.047785622593068,0.048775721602969,0.0534194165471066,0.0916369411901848,-0.1,0.166558441558442,-0.189285714285714,-0.214285714285714,-0.0672406823510389,-0.00990389123300516,-0.0385964912280702,0.0278943278943279,0.0466666666666667,-0.0333333333333333,-0.2,-0.0186664212980002,-0.0193657219973009,0.0270652971386647,-0.0433333333333333,0.033448275862069,0,0.0177602051273471,-0.0241025641025641,0,-0.1,0.0666666666666667,0.03,-0.2,0.03,0,0.132212885154062
"RAF",0.0343206601827291,-0.107131599684791,-0.0482539682539683,-0.0614873697226638,-0.0505072855574584,0.0072986826172853,0.0333333333333333,0.0639156268568033,-0.0202020202020202,0.0614194165471066,0.0614194165471066,-0.0419047619047619,0.0204475917814608,-0.0334935469514909,-0.0111111111111111,0.08,0.0566865546330224,-0.166558441558442,-0.166558441558442,0.0499672131147541,-0.160575535575536,0.0526519550909795,0.192316017316017,0.068,0.047785622593068,0.048775721602969,0.0534194165471066,0.0916369411901848,-0.1,0.166558441558442,-0.189285714285714,-0.214285714285714,-0.0672406823510389,-0.00990389123300516,-0.0385964912280702,0.0278943278943279,0.0466666666666667,-0.0333333333333333,-0.2,-0.0186664212980002,-0.0193657219973009,0.0270652971386647,-0.0433333333333333,0.033448275862069,0,0.0177602051273471,-0.0241025641025641,0,-0.1,0.0666666666666667,0.03,-0.2,0.03,0,0.132212885154062
"TGFR",-0.0239849873877783,-0.0952730464192242,0.0525341130604289,0.0791061640666554,0.0396862976696394,-0.0116357054048124,0.0457142857142857,-0.0155634638196916,0.150804597701149,0.129247433097871,0.129247433097871,0.0899206349206349,0.0419924384423511,0.091339074636947,0.126666666666667,0.0539080459770115,0.142369748654509,0.0321428571428572,0.0321428571428572,0.0643776787453731,0.0245405179615706,0.0849706977684113,-0.0266582153057061,0.0570330459770115,0.0625024437927664,0.0564526217287094,0.12931604373252,0.0271813131036506,-0.0366666666666667,-0.0321428571428572,0.0173558897243108,0.0226190476190476,-0.0568880600200636,-0.0509000007569392,-0.0285534591194969,-0.147207475398991,-0.200634920634921,-0.0266666666666667,0.0333333333333333,-0.0475725978754777,-0.0456587222773916,0.224293152973759,-0.0476010781671159,0.218813700918964,-0.0666666666666667,-0.00512087374531499,-0.0637301104251804,-0.0857142857142857,-0.0866666666666667,-0.224444444444444,0.219047619047619,0.00833333333333333,0.203258145363408,-0.1,0.0216883116883117
"TGF",-0.0252950310559006,-0.104808498741963,0.0710526315789474,0.0777204827733529,0.0446266724566922,-0.0125206611570248,0.0857142857142857,-0.00666666666666667,0.126666666666667,0.131134225550702,0.131134225550702,0.200634920634921,0.0475725978754777,0.0899206349206349,0.146666666666667,0.0366666666666667,0.140316962730756,0.0339285714285714,0.0339285714285714,0.0570330459770115,0.0321428571428572,0.0760154738878143,-0.0173558897243108,0.0539080459770115,0.0512121212121212,0.0625024437927664,0.12931604373252,0.0294961279184654,-0.0866666666666667,-0.0339285714285714,0.0226190476190476,0.00833333333333333,-0.0612358861070201,-0.0418871252204586,-0.0266666666666667,-0.150804597701149,-0.224444444444444,-0.0666666666666667,0,-0.0456587222773916,-0.0285534591194969,0.218813700918964,-0.0457142857142857,0.203258145363408,-0.1,-0.00814506729370208,-0.0476010781671159,-0.1,-0.0666666666666667,-0.18,0.233333333333333,0.0333333333333333,0.219047619047619,0,0.025974025974026
"TCFLEF",0.141869908801433,-0.102306621564254,-0.11342545677875,0.140298468331324,0.108528587222951,-0.0495138473799562,-0.0426470588235294,0.099870779422107,0.111987884584728,0.196179780258728,0.196179780258728,-0.201894237038771,0.0628636967432921,-0.193947217171221,0.0923800414474733,-0.0619047619047619,0.200707679201655,0.0269002643695785,0.0269002643695785,-0.0453898202859216,0.0225638648952026,-0.0932942557173217,-0.131330558641919,-0.0441628264208909,-0.142877496772234,-0.136185336160379,0.19382798573975,-0.00287702273380898,0.0666666666666667,-0.0269002643695785,0.138939254294093,0.119584415584416,-0.00811288470797378,-0.00944420024420024,0.0423076923076923,-0.112320110498349,0.186940966010733,0.05,0.142857142857143,-0.0672451400422612,0.0353894533139816,-0.0802140368342459,0.0349547511312217,-0.0808943089430894,0.025,0.0286256033922839,0.0293646890194205,0.0176470588235294,0.0333333333333333,0.184615384615385,-0.0957142857142857,0.115584415584416,-0.0932752613240418,0,0.0106777793084447
"SUFU",0.0445528544987008,-0.00984165466147277,0.00329407434670592,0.0460892910005414,-0.0385724184461669,-0.00972613496661106,-0.0638888888888889,-0.0117669119308063,-0.228636363636364,0.207059861286299,0.207059861286299,-0.015858731071497,0.0167579662962769,-0.0290737212095641,-0.224090909090909,-0.110555555555556,0.225316069658957,0.00595129520119365,0.00595129520119365,-0.103995748995749,0.0024702825429658,-0.163208975414319,-0.0339759569289771,-0.123686868686869,-0.152242703533026,-0.152011756650809,0.211728182978306,-0.00986963190430341,0.105,-0.00595129520119365,0.0265934065934066,0.0342857142857143,0.149190732692865,0.01587611559347,-0.010722761596548,0.223080808080808,0.0243693693693694,-0.0311111111111111,0,-0.0140469688538216,-0.00997088189729988,-0.10939679542761,0.085042735042735,-0.11407764649144,-0.02,-0.000366191239512722,0.0869014711022146,0.075,0.08,0.0216666666666667,-0.101538461538462,0.0142857142857143,-0.110629370629371,0,-0.028700236108189
"GLI",0.00135233918128655,-0.0637501992608938,0.0157499138030112,0.0610106573517631,0.0169510892126895,-0.0860943289151937,-0.0554838709677419,-0.0163733191916554,-0.177208222811671,0.208558798429766,0.208558798429766,-0.201476903057905,0.0469261334895157,-0.194182785410846,-0.189708222811671,-0.128070175438597,0.229291554678552,-0.108053465543874,-0.108053465543874,-0.0896725941838724,-0.111023762573577,-0.207330520827974,-0.154441162429884,-0.0933762978875761,-0.186930340897845,-0.173957367924872,0.210323466323466,-0.0364314012686882,0.133333333333333,0.108053465543874,0.166941162429884,0.160818713450292,0.16631397079014,-0.0605600845410628,-0.0367112509834776,0.167684413287862,0.187011494252874,-0.0245161290322581,0.1,-0.0498550037824028,-0.0505043544317534,-0.0484734878381287,0.0472485768500949,-0.049025974025974,-0.06,-0.0583051745739243,-0.0659429125116072,0.02,0.133333333333333,0.176666666666667,-0.0857142857142857,0.155555555555556,-0.0607142857142857,-0.1,0.0277234681902011
"FUS",0.0433121597096189,-0.0113840711139149,-0.000202429149797573,0.0411779676717556,-0.0371306058818003,-0.0153479407587746,-0.075,-0.00826175729163102,-0.224090909090909,0.216238605247652,0.216238605247652,-0.0243693693693694,0.0140469688538216,-0.015858731071497,-0.209090909090909,-0.105,0.230148783413604,0.00376788908765653,0.00376788908765653,-0.123686868686869,0.00595129520119365,-0.180076445293837,-0.0265934065934066,-0.110555555555556,-0.170952380952381,-0.152242703533026,0.213524590163934,-0.00743060751405951,0.08,-0.00376788908765653,0.0342857142857143,0.0142857142857143,0.156554153120418,0.0207941483803553,-0.0311111111111111,0.228636363636364,0.0216666666666667,-0.02,-0.1,-0.00997088189729988,-0.010722761596548,-0.11407764649144,0.0638888888888889,-0.110629370629371,0,-0.00180159793807732,0.085042735042735,0.1,0.2,0.0466666666666667,-0.14,0,-0.101538461538462,0,-0.0356390116183931
"SNAI1",-0.0162744703798956,0.0235606649950709,0.00751504867467879,0.0601858769971775,0.0142122032582545,-0.205385003604997,0.0371929824561403,-0.0178069466765119,-0.15956043956044,0.241065994444191,0.241065994444191,-0.0982575444484798,0.0478308222837748,-0.0942252863839637,-0.166153846153846,-0.196774193548387,0.263067214094877,0.0180347714350584,0.0180347714350584,-0.191696523645474,0.0145864955729894,-0.210259366115262,-0.2052022417154,-0.195774193548387,-0.192672811059908,-0.192057804909846,0.243826702756073,-0.0360235331080769,0.23010752688172,-0.0180347714350584,0.218396686159844,0.231359649122807,0.167296994666987,-0.0602286804498906,-0.0510712692890911,0.167723704866562,0.105907817672524,-0.0401801801801802,0.208333333333333,-0.0479857009621434,-0.0503305285483503,0.0697550937231848,-0.0474368848951647,0.0809658560550233,-0.0266666666666667,-0.063936624496927,-0.0454259159737753,-0.0266666666666667,0.233333333333333,0.0907563025210084,0.0704347826086957,0.220833333333333,0.0822991893883567,-0.06,0.050965006082785
"TrCP",-0.0166556647890443,0.020590367965368,0.0139301430143014,0.0609112655982138,0.0133797370771931,-0.105385003604997,0.0266666666666667,-0.0195505364201016,-0.166153846153846,0.243649020274449,0.243649020274449,-0.105907817672524,0.0479857009621434,-0.0982575444484798,-0.176923076923077,-0.23010752688172,0.263739644450304,0.0212165896168766,0.0212165896168766,-0.195774193548387,0.0180347714350584,-0.224545080400976,-0.218396686159844,-0.196774193548387,-0.206221198156682,-0.192672811059908,0.245384335154827,-0.0346490778616806,0.233333333333333,-0.0212165896168766,0.231359649122807,0.220833333333333,0.17270875937287,-0.0613941816153918,-0.0401801801801802,0.15956043956044,0.0907563025210084,-0.0266666666666667,0.133333333333333,-0.0503305285483503,-0.0510712692890911,0.0809658560550233,-0.0371929824561403,0.0822991893883567,-0.06,-0.0669519753741199,-0.0474368848951647,-0.06,0.233333333333333,0.080952380952381,0.04,0.208333333333333,0.0704347826086957,-0.1,0.051801826166467
"PAK1",-0.0166556647890443,0.020590367965368,0.0139301430143014,0.0609112655982138,0.0133797370771931,-0.105385003604997,0.0266666666666667,-0.0195505364201016,-0.166153846153846,0.243649020274449,0.243649020274449,-0.105907817672524,0.0479857009621434,-0.0982575444484798,-0.176923076923077,-0.23010752688172,0.263739644450304,0.0212165896168766,0.0212165896168766,-0.195774193548387,0.0180347714350584,-0.224545080400976,-0.218396686159844,-0.196774193548387,-0.206221198156682,-0.192672811059908,0.245384335154827,-0.0346490778616806,0.233333333333333,-0.0212165896168766,0.231359649122807,0.220833333333333,0.17270875937287,-0.0613941816153918,-0.0401801801801802,0.15956043956044,0.0907563025210084,-0.0266666666666667,0.133333333333333,-0.0503305285483503,-0.0510712692890911,0.0809658560550233,-0.0371929824561403,0.0822991893883567,-0.06,-0.0669519753741199,-0.0474368848951647,-0.06,0.233333333333333,0.080952380952381,0.04,0.208333333333333,0.0704347826086957,-0.1,0.051801826166467
"EGR1",-0.0166556647890443,0.020590367965368,0.0139301430143014,0.0609112655982138,0.0133797370771931,-0.105385003604997,0.0266666666666667,-0.0195505364201016,-0.166153846153846,0.243649020274449,0.243649020274449,-0.105907817672524,0.0479857009621434,-0.0982575444484798,-0.176923076923077,-0.23010752688172,0.263739644450304,0.0212165896168766,0.0212165896168766,-0.195774193548387,0.0180347714350584,-0.224545080400976,-0.218396686159844,-0.196774193548387,-0.206221198156682,-0.192672811059908,0.245384335154827,-0.0346490778616806,0.233333333333333,-0.0212165896168766,0.231359649122807,0.220833333333333,0.17270875937287,-0.0613941816153918,-0.0401801801801802,0.15956043956044,0.0907563025210084,-0.0266666666666667,0.133333333333333,-0.0503305285483503,-0.0510712692890911,0.0809658560550233,-0.0371929824561403,0.0822991893883567,-0.06,-0.0669519753741199,-0.0474368848951647,-0.06,0.233333333333333,0.080952380952381,0.04,0.208333333333333,0.0704347826086957,-0.1,0.051801826166467
"cfos",-0.0152763544442167,0.0267721861471861,0.0347222222222222,0.0629259176128658,0.0124800830979544,-0.108010301934353,0.06,-0.0173766233766234,-0.176923076923077,0.246542910949691,0.246542910949691,-0.0907563025210084,0.0503305285483503,-0.105907817672524,-0.2,-0.233333333333333,0.271861471861472,0.0382897603485839,0.0382897603485839,-0.196774193548387,0.0212165896168766,-0.227486256871564,-0.231359649122807,-0.23010752688172,-0.214285714285714,-0.206221198156682,0.261777777777778,-0.0366382279520966,0.233333333333333,-0.0382897603485839,0.220833333333333,0.208333333333333,0.169027777777778,-0.0595073891625616,-0.0266666666666667,0.166153846153846,0.080952380952381,-0.06,0.1,-0.0510712692890911,-0.0401801801801802,0.0822991893883567,-0.0266666666666667,0.0704347826086957,-0.1,-0.063342952817729,-0.0371929824561403,-0.1,0.133333333333333,0.0571428571428571,0.12,0.133333333333333,0.04,-0.1,0.0523543123543124
"CDC42",-0.0152763544442167,0.0267721861471861,0.0347222222222222,0.0629259176128658,0.0124800830979544,-0.108010301934353,0.06,-0.0173766233766234,-0.176923076923077,0.246542910949691,0.246542910949691,-0.0907563025210084,0.0503305285483503,-0.105907817672524,-0.2,-0.233333333333333,0.271861471861472,0.0382897603485839,0.0382897603485839,-0.196774193548387,0.0212165896168766,-0.227486256871564,-0.231359649122807,-0.23010752688172,-0.214285714285714,-0.206221198156682,0.261777777777778,-0.0366382279520966,0.233333333333333,-0.0382897603485839,0.220833333333333,0.208333333333333,0.169027777777778,-0.0595073891625616,-0.0266666666666667,0.166153846153846,0.080952380952381,-0.06,0.1,-0.0510712692890911,-0.0401801801801802,0.0822991893883567,-0.0266666666666667,0.0704347826086957,-0.1,-0.063342952817729,-0.0371929824561403,-0.1,0.133333333333333,0.157142857142857,0.02,0.133333333333333,0.04,-0.1,0.0523543123543124
"Csl",-0.00558587394913472,0.0192861307289449,0.040394056093671,0.060999668263456,0.00962313259059506,-0.0934444943140595,0.00494172494172495,-0.000345390507637189,-0.159478535047296,0.250506490155782,0.250506490155782,-0.0988056525808735,0.0271697987135941,-0.0908691446443655,-0.167373271889401,-0.213876319758673,0.27020620217492,0.00286402253418745,0.00286402253418745,-0.187430268590708,0.00139343429889334,-0.126957833300544,-0.209560723514212,-0.184844061694157,-0.207810894141829,-0.19892200525294,0.251390614216701,-0.0473278733105928,0.225641025641026,-0.00286402253418745,0.222739018087855,0.211111111111111,0.166893716413584,-0.0466567157169573,-0.0236230436230436,0.156751262320023,0.0917992831541219,-0.00494172494172495,0.133333333333333,-0.0293996443396662,-0.0338271252556967,0.0634782608695652,-0.0210707571997895,0.07,-0.0261538461538462,-0.0505590344471241,-0.0307481765546282,-0.0261538461538462,0.233333333333333,0.0724444444444445,0.02,0.188888888888889,0.0557142857142857,-0.08,0.0386498965843778
"NOTCHic",-0.00271231073074391,0.0259135239542763,0.0639712918660287,0.065433919027982,0.00927429538129273,-0.0958160358160358,0.0261538461538462,0.0030406140070355,-0.167373271889401,0.253268921095008,0.253268921095008,-0.0917992831541219,0.0293996443396662,-0.0988056525808735,-0.102857142857143,-0.225641025641026,0.276524284963591,0.0201054018445323,0.0201054018445323,-0.184844061694157,0.00286402253418745,-0.12891861761427,-0.222739018087855,-0.213876319758673,-0.214285714285714,-0.207810894141829,0.262819185645273,-0.0474024445261036,0.233333333333333,-0.0201054018445323,0.211111111111111,0.188888888888889,0.162727049746917,-0.0453713686732555,-0.00494172494172495,0.159478535047296,0.0724444444444445,-0.0261538461538462,0.1,-0.0338271252556967,-0.0236230436230436,0.07,-0.00494172494172495,0.0557142857142857,-0.08,-0.0479386810041016,-0.0210707571997895,-0.08,0.133333333333333,0.0444444444444444,0.02,0.133333333333333,0.02,-0.1,0.03634574911894
"GSK3",0.210543956247751,-0.0361824435895879,0.0181220027845099,0.0228427115308973,0.0820083555629078,0.050372510311843,-0.0302631578947368,0.094051159461796,0.02646960882255,0.277597024948846,0.277597024948846,0.0161005908195728,-0.0203660421635195,0.0196903344093164,0.0257703081232493,-0.193185309314342,0.300411795484655,0.172173786818725,0.172173786818725,-0.168988872880256,0.171963702785111,-0.191106836232438,-0.253047819039198,-0.168031935081213,-0.204143912398394,-0.193799084812187,0.280352941591667,-0.0215018338191914,0.177056277056277,-0.172173786818725,0.261594827586207,0.25125,0.120643974947736,0.0295889172675701,0.0269518996165911,-0.0340020763550175,-0.0296894409937888,0.0302631578947368,0.22,0.0192476211108879,0.020761423426115,0.0618260911488466,0.0283023735810114,0.0601215456943011,0.00526315789473684,-0.0242744187740303,0.0221702981093132,0.00526315789473684,0.181818181818182,-0.0249275362318841,0.0474509803921569,0.2575,0.0548583877995643,0,-0.0866511558616822
"DELTA",-0.00142857142857143,0.0409961685823755,0.08,0.0486226449606731,0.00807017543859649,-0.1,0.1,0.004,-0.06,0.280676328502415,0.280676328502415,-0.0444444444444444,0.0236230436230436,-0.0724444444444445,0,-0.133333333333333,0.310909090909091,0.00666666666666667,0.00666666666666667,-0.225641025641026,0.0157575757575758,-0.133333333333333,-0.188888888888889,-0.233333333333333,-0.233333333333333,-0.247619047619048,0.311111111111111,-0.0596279537456008,0.1,-0.00666666666666667,0.133333333333333,0.1,0.172121212121212,-0.0371428571428571,-0.08,0.102857142857143,0.1,-0.1,0,-0.00494172494172495,-0.0261538461538462,0.02,-0.08,0.02,0,-0.0395212355212355,-0.0261538461538462,0,0,0,-0.1,0,0,0,0.0205128205128205
"AKT",0.131433950730485,0.175354155999317,0.0532051282051282,-0.00593360429000116,0.0464763810160117,0.0978553872604216,-0.0241545893719807,0.0319293851273162,0.0616004962779156,0.287643920986936,0.287643920986936,0.143737446197991,-0.0273591844158209,0.137393035321858,0.0519230769230769,-0.158974358974359,0.308658386623671,0.224138528138528,0.224138528138528,-0.153243364822312,0.215704793198769,-0.176367009745128,-0.274400109694227,-0.17008547008547,-0.189899959983994,-0.190236660320694,0.297306567701305,0.00450594890209182,0.166666666666667,-0.224138528138528,0.165309200603318,0.162745098039216,0.10719762983618,0.0330610280213168,0.0349238201412114,-0.0579419596925498,-0.146176470588235,0.0241545893719807,0.1,0.0270514921081286,0.0309690178813244,0.0692824214143014,0.0349238201412114,0.0642191302750608,0.0111111111111111,-0.0297141246535124,0.032130524051826,0.0111111111111111,0.1,-0.166176470588235,0.0619047619047619,0.133333333333333,0.0560224089635854,0,-0.110261094404317
"Frizzled",0.20885792298277,0.0618181818181818,0.0363636363636364,0.016423863330643,0.0834678500099428,0.0448585231193927,0,0.100168067226891,0.0238095238095238,0.290745344261829,0.290745344261829,0.0249275362318841,-0.020761423426115,0.0296894409937888,0.0571428571428571,-0.181818181818182,0.312253787878788,0.175905673274094,0.175905673274094,-0.193185309314342,0.181417484297716,-0.209045280960175,-0.25125,-0.177056277056277,-0.229000198767641,-0.203766553907828,0.29859943977591,-0.0208868160556945,0.1,-0.175905673274094,0.2575,0.22,0.125229500891266,0.0392107117688513,0.00526315789473684,-0.0257703081232493,-0.0466666666666667,0,0.1,0.0269518996165911,0.0302631578947368,0.0548583877995643,0.00526315789473684,0.0474509803921569,0,-0.0250241317414498,0.0302631578947368,-0.1,0.1,0,0.0333333333333333,0.2,0.0533333333333333,0.1,-0.0911904761904762
"PI3K",0.132185830429733,0.169708994708995,0.0665384615384615,-0.00970526585982787,0.0492036537432844,0.0966022544283414,-0.0111111111111111,0.0359049202955119,0.0519230769230769,0.296548030575977,0.296548030575977,0.146176470588235,-0.0270514921081286,0.143737446197991,0.075,-0.166666666666667,0.31347122084827,0.224138528138528,0.224138528138528,-0.17008547008547,0.224138528138528,-0.193660242827834,-0.165309200603318,-0.158974358974359,-0.209899959983994,-0.189899959983994,0.303289473684211,0.00641549664078529,0.1,-0.224138528138528,0.162745098039216,0.133333333333333,0.113157894736842,0.0384761904761905,0.0241545893719807,-0.0616004962779156,-0.166176470588235,0.0111111111111111,0,0.0309690178813244,0.0349238201412114,0.0642191302750608,0.0241545893719807,0.0560224089635854,0,-0.0337670609645132,0.0349238201412114,0,0.1,-0.125,0.0333333333333333,0.1,0.0619047619047619,0.1,-0.114608920491273
"ILK",0.132185830429733,0.169708994708995,0.0665384615384615,-0.00970526585982787,0.0492036537432844,0.0966022544283414,-0.0111111111111111,0.0359049202955119,0.0519230769230769,0.296548030575977,0.296548030575977,0.146176470588235,-0.0270514921081286,0.143737446197991,0.075,-0.166666666666667,0.31347122084827,0.224138528138528,0.224138528138528,-0.17008547008547,0.224138528138528,-0.193660242827834,-0.165309200603318,-0.158974358974359,-0.209899959983994,-0.189899959983994,0.303289473684211,0.00641549664078529,0.1,-0.224138528138528,0.162745098039216,0.133333333333333,0.113157894736842,0.0384761904761905,0.0241545893719807,-0.0616004962779156,-0.166176470588235,0.0111111111111111,0,0.0309690178813244,0.0349238201412114,0.0642191302750608,0.0241545893719807,0.0560224089635854,0,-0.0337670609645132,0.0349238201412114,0,0.1,-0.125,0.0333333333333333,0.1,0.0619047619047619,0.1,-0.114608920491273
"SMAD",0.0939884923328457,0.130635372703042,0.0640490979000296,0.0658847970863779,0.0199187908017762,-0.000135693607467796,0.0261904761904762,0.0419716735957183,-0.0413136288998358,0.311693020284633,0.311693020284633,-0.0354330826673261,0.0242390477597546,-0.0294569870497962,-0.0447619047619048,-0.140833333333333,0.329848035863536,0.112733473222556,0.112733473222556,-0.126747865579846,0.111746631117293,-0.13408871872064,-0.149869281045752,-0.123402140672783,-0.15435961298975,-0.249121517751655,0.314192194974867,-0.051645544530481,0.145833333333333,-0.112733473222556,0.156535947712418,0.138888888888889,0.0869480519480519,-0.0444502918891874,-0.0238375350140056,0.0421072796934866,0.0315224681421864,-0.0061904761904762,0.05,-0.0263667073342227,-0.032201171377642,0.0492808298228403,-0.0415750915750916,0.0540885221305326,-0.0228571428571429,-0.0466214174399543,-0.0494887606398398,-0.0428571428571429,0.133333333333333,0.00476190476190476,0,0.105555555555556,0.0354838709677419,-0.08,-0.0271733715282102
