"","PAK1","CDC42","SOSGRB2","ZEB2","TrCP","SUFU","FUS","AKT","IKK","SMO","Jagged","Patched","NFB","Csn","RAF","DELTA","MEK","KLF4","Ecadherin","ERK","EGR1","cfos","FOXC2","miR200","Frizzled","SRC","DSH","STAT","Wnt","cateninnuc","TCFLEF","cMet","cateninmemb","GLI","SNAI1","CD44","PI3K","AXIN2","RAS","Csl","HEY1","NOTCH","SHH","RKIP","NOTCHic","TWIST1","ILK","SMAD","LIV1","Destcompl","SNAI2","ZEB1","TGFR","TGF","GSK3"
"CD44",-0.2,-0.26,-0.0904761904761905,-0.153968253968254,0.1,-0.1,-0.1,-0.08,-0.1,-0.05,-0.0786013986013986,-0.03,-0.1,0,0.10952380952381,0.10952380952381,-0.12,-0.258730158730159,0.224816523721637,-0.17,-0.1,-0.15,-0.104166666666667,0.0594642072902942,-0.1,0,0,0.1,-0.15,-0.130202742993441,-0.136356589147287,-0.05,-0.139981684981685,-0.143333333333333,0.213184476342371,-0.143333333333333,-0.10952380952381,-0.11,-0.123809523809524,0.1,0.0730994152046784,0.109022556390977,0.0118181818181818,0.213333333333333,0.114285714285714,0.193772893772894,0.0277777777777778,0.0298185941043084,0.1,-0.267183236931136,0.183909423909424,0.153968253968254,0.235,0.223888888888889,-0.242857142857143
"ZEB2",-0.196103896103896,-0.165194805194805,-0.148205128205128,-0.132724238607354,-0.1,-0.1,-0.1,-0.0868951194184839,-0.0822222222222222,-0.08,-0.0775687096759024,-0.0726829268292683,-0.0666666666666667,-0.0666666666666667,-0.0587012987012987,-0.0587012987012987,-0.0263917070410093,-0.0255643445880489,-0.0254899809804247,-0.0178551216751556,-0.0166666666666667,-0.0114035087719298,0.0122097902097902,0.0122765523470656,0.023030303030303,0.0266666666666667,0.0363636363636364,0.04,0.0435431235431235,0.0442845483319909,0.0462326002800428,0.047719298245614,0.0477803060778777,0.0490477106990868,0.0517423707632847,0.0532748538011696,0.0587012987012987,0.0603953753886314,0.063198086709864,0.0666666666666667,0.0751173020527859,0.0753224043715847,0.0799556541019956,0.0805797101449275,0.0813333333333333,0.0818222757101499,0.0818681318681319,0.0867461806486197,0.1,0.107661936477094,0.107842352320055,0.132724238607354,0.164514533085962,0.177742046313475,0.1865853811875
"NOTCH",-0.2,-0.144444444444444,-0.204210526315789,-0.121175523349436,0,0,0.0333333333333333,-0.0444444444444444,0,0.0583333333333333,-0.0144684944684945,0.0814102564102564,0.0333333333333333,0,0.189090909090909,0.189090909090909,-0.049047619047619,-0.113768115942029,0.132242218449349,-0.0133333333333333,0,0.02,-0.0522448979591837,-0.0241558441558442,-0.16,-0.16,-0.1,-0.1,-0.136923076923077,-0.112476095333238,-0.106353646353646,-0.136923076923077,-0.0744413266845241,-0.10965034965035,0.123461538461538,-0.10965034965035,-0.189090909090909,-0.0848517520215633,-0.184743083003953,0.12,-0.13768115942029,0.0789861751152074,-0.0755279034690799,0.140318302387268,0.162857142857143,0.0534237288135593,-0.0380952380952381,-0.0314285714285714,0,-0.181660448165121,0.0344023079317197,0.121175523349436,0.132444444444444,0.158250896057348,-0.159082201323581
"AXIN2",-0.16,-0.158765432098765,-0.0514032328899089,-0.115640935082057,-0.0666666666666667,-0.1,-0.0923076923076923,-0.0793236714975845,-0.0748792270531401,-0.0875457875457875,0.103397683397683,-0.0875457875457875,-0.0734299516908213,-0.0777777777777778,0.0948604561061309,0.0948604561061309,-0.0862912628481747,-0.121047472616905,0.050957344931381,-0.082153331813692,-0.0866666666666667,-0.079349593495935,-0.0530369942313736,0.0450311938987206,0.0956589147286822,0.0956589147286822,0.0933333333333333,0.0933333333333333,0.0956589147286822,0.0965173047178352,0.0965605386132092,0.0956589147286822,-0.116592338682675,0.0956589147286822,0.107203944948703,0.0959743721419314,-0.0948604561061309,-0.0372935561102858,-0.0964352592557372,-0.0133333333333333,-0.0177339901477833,-0.0106306306306306,0.0878736563982466,0.114838020402537,-0.0133333333333333,0.0995445337974074,-0.0189095928226363,-0.0193064182194617,0.1,-0.14520521116488,0.175945297326744,0.115640935082057,0.161420299355403,0.161750332358703,-0.143523509163097
"NOTCHic",-0.144444444444444,-0.132444444444444,-0.19511961722488,-0.11450885668277,0,0.0333333333333333,0.0583333333333333,-0.0467700258397933,-0.0444444444444444,0.0814102564102564,-0.0151307461241236,0.0755279034690799,0,0.0333333333333333,0.184743083003953,0.184743083003953,-0.0633333333333333,-0.117339544513458,0.131782800378905,-0.049047619047619,0.02,-0.0133333333333333,-0.0393416721527321,-0.0293581562945725,-0.136923076923077,-0.136923076923077,-0.16,-0.16,-0.10965034965035,-0.115376858692017,-0.112476095333238,-0.10965034965035,-0.0738328074147472,-0.106424543198737,0.118699633699634,-0.106353646353646,-0.184743083003953,-0.0862406409104522,-0.180309585467007,0.162857142857143,-0.133065774804905,0.0684598593257337,-0.061549408845424,0.141726753091493,0.0789861751152074,0.0553105212663895,-0.0314285714285714,-0.0278314491264132,-0.1,-0.184327114831788,0.0370075183525614,0.11450885668277,0.158250896057348,0.17290057758601,-0.156602862480605
"DELTA",-0.2,-0.2,-0.22,-0.113768115942029,0,0,0,0,0.0333333333333333,0.0333333333333333,-0.032987012987013,0.0583333333333333,0,0,0.18,0.18,-0.0133333333333333,-0.0833333333333333,0.12740350877193,0.02,-0.1,0,-0.0542857142857143,-0.0127272727272727,-0.1,-0.1,0,0,-0.16,-0.106353646353646,-0.10965034965035,-0.16,-0.0697292847997073,-0.136923076923077,0.125,-0.136923076923077,-0.18,-0.0942857142857143,-0.189090909090909,0.1,-0.133333333333333,0.162857142857143,-0.0814102564102564,0.123076923076923,0.12,0.028,-0.0333333333333333,-0.0380952380952381,0,-0.180725868725869,0.0285822021116139,0.113768115942029,0.144444444444444,0.132444444444444,-0.165900383141762
"STAT",-0.122727272727273,-0.147727272727273,-0.282840722495895,-0.111215707369554,0,0.05,0.075,-0.0655044390637611,-0.0638095238095238,0.0683333333333333,-0.0325333473129929,0.0567054263565892,-0.04,0,0.239536807278743,0.239536807278743,-0.0726375711574953,-0.217023172905526,0.218520477299245,-0.0694117647058824,0,-0.04,-0.0613865030674847,-0.0298715580134835,-0.160714285714286,-0.160714285714286,-0.185714285714286,-0.185714285714286,-0.160714285714286,-0.162326234757644,-0.161253529155737,-0.160714285714286,-0.0947019966554686,-0.16155462184874,0.15576729347172,-0.161568986568987,-0.239536807278743,-0.10796340913988,-0.23804426996531,0.0843137254901961,-0.032,0.0879873019793066,-0.054050559099952,0.181285392535392,0.0870164281928988,-0.00504682723573279,-0.0252818035426731,-0.0275806541173858,-0.1,-0.227805898277011,-0.0461403683722851,0.111215707369554,0.163516746411483,0.162067471049164,-0.215843346684468
"Csl",-0.132444444444444,-0.158250896057348,-0.208940755436263,-0.109536480992162,0.0333333333333333,0.0583333333333333,0.0814102564102564,-0.0475452196382429,-0.0467700258397933,0.0755279034690799,-0.0203390794574569,0.061549408845424,-0.0444444444444444,0,0.180309585467007,0.180309585467007,-0.0644202898550725,-0.108768115942029,0.130503730611463,-0.0633333333333333,-0.0133333333333333,-0.049047619047619,-0.0358933962906631,-0.027397371980847,-0.10965034965035,-0.10965034965035,-0.136923076923077,-0.136923076923077,-0.106424543198737,-0.114061821527923,-0.115376858692017,-0.106353646353646,-0.0721508502282029,-0.112069704489059,0.119885404450622,-0.112476095333238,-0.180309585467007,-0.0895825432240769,-0.18067723252583,0.0789861751152074,-0.133719369576147,0.0675507684166428,-0.0581011329833551,0.142187582584581,0.0684598593257337,0.0492157131399787,-0.0278314491264132,-0.0294981157930798,-0.16,-0.185972453040197,0.0375295168611371,0.109536480992162,0.17290057758601,0.172220305477167,-0.15969564598576
"SOSGRB2",-0.135714285714286,-0.135714285714286,-0.148888888888889,-0.108997493734336,-0.1,0,0,-0.0919590643274854,-0.083625730994152,0.0166666666666667,0.00251205191856377,0.013963963963964,-0.0888888888888889,-0.1,0.114312617702448,0.114312617702448,-0.0311298311298311,-0.096140350877193,0.160164916432947,-0.0280995280995281,-0.080952380952381,-0.0253968253968254,-0.03996336996337,0.0283850816115442,-0.0142857142857143,-0.0142857142857143,0,0,-0.0226190476190476,-0.00803806423532437,-0.0082292688242345,-0.0186335403726708,-0.134148473148473,-0.0153726708074534,0.0814655294953802,-0.0113871635610766,-0.114312617702448,-0.00616061606160616,-0.1155946689845,0.0909090909090909,0.0758522727272727,0.0979513444302177,-0.013963963963964,0.124561403508772,0.0909090909090909,0.103594202898551,-0.0101075268817204,-0.0136040303782239,0,-0.268660012619744,0.24931929461442,0.108997493734336,0.131868131868132,0.135414231158912,-0.25195358482876
"TrCP",-0.142857142857143,-0.15266106442577,-0.188875137513751,-0.102033753716212,0.0333333333333333,0.0476190476190476,0.0642857142857143,-0.0362816764132554,-0.0344298245614035,0.0675115207373272,-0.00587998466257669,0.0588695454286852,-0.0291666666666667,0.00833333333333333,0.18654949784792,0.18654949784792,-0.0462991893883567,-0.0982248243559719,0.145329406450584,-0.0422991893883567,0,-0.0304347826086957,-0.0215716429549112,-0.0271742291748264,-0.131481481481481,-0.131481481481481,-0.15,-0.15,-0.120955165692008,-0.12804198941174,-0.128455782515188,-0.120670670670671,-0.0945138977699704,-0.123394190082252,0.102681963414872,-0.123640967700374,-0.18654949784792,-0.103505902035505,-0.185640406938829,0.0564102564102564,-0.0342328835582209,0.0484981684981685,-0.0528695454286852,0.125107342013419,0.0517948717948718,0.0556395633352155,-0.0311657279399215,-0.0305205666495989,-0.15,-0.186136208432561,0.082128971770476,0.102033753716212,0.164782276546982,0.169153861246436,-0.155469696969697
"PAK1",-0.142857142857143,-0.15266106442577,-0.188875137513751,-0.102033753716212,0.0333333333333333,0.0476190476190476,0.0642857142857143,-0.0362816764132554,-0.0344298245614035,0.0675115207373272,-0.00587998466257669,0.0588695454286852,-0.0291666666666667,0.00833333333333333,0.18654949784792,0.18654949784792,-0.0462991893883567,-0.0982248243559719,0.145329406450584,-0.0422991893883567,0,-0.0304347826086957,-0.0215716429549112,-0.0271742291748264,-0.131481481481481,-0.131481481481481,-0.15,-0.15,-0.120955165692008,-0.12804198941174,-0.128455782515188,-0.120670670670671,-0.0945138977699704,-0.123394190082252,0.102681963414872,-0.123640967700374,-0.18654949784792,-0.103505902035505,-0.185640406938829,0.0564102564102564,-0.0342328835582209,0.0484981684981685,-0.0528695454286852,0.125107342013419,0.0517948717948718,0.0556395633352155,-0.0311657279399215,-0.0305205666495989,-0.15,-0.186136208432561,0.082128971770476,0.102033753716212,0.164782276546982,0.169153861246436,-0.155469696969697
"LIV1",-0.142857142857143,-0.15266106442577,-0.188875137513751,-0.102033753716212,0.0333333333333333,0.0476190476190476,0.0642857142857143,-0.0362816764132554,-0.0344298245614035,0.0675115207373272,-0.00587998466257669,0.0588695454286852,-0.0291666666666667,0.00833333333333333,0.18654949784792,0.18654949784792,-0.0462991893883567,-0.0982248243559719,0.145329406450584,-0.0422991893883567,0,-0.0304347826086957,-0.0215716429549112,-0.0271742291748264,-0.131481481481481,-0.131481481481481,-0.15,-0.15,-0.120955165692008,-0.12804198941174,-0.128455782515188,-0.120670670670671,-0.0945138977699704,-0.123394190082252,0.102681963414872,-0.123640967700374,-0.18654949784792,-0.103505902035505,-0.185640406938829,0.0564102564102564,-0.0342328835582209,0.0484981684981685,-0.0528695454286852,0.125107342013419,0.0517948717948718,0.0556395633352155,-0.0311657279399215,-0.0305205666495989,-0.15,-0.186136208432561,0.082128971770476,0.102033753716212,0.164782276546982,0.169153861246436,-0.155469696969697
"EGR1",-0.142857142857143,-0.15266106442577,-0.188875137513751,-0.102033753716212,0.0333333333333333,0.0476190476190476,0.0642857142857143,-0.0362816764132554,-0.0344298245614035,0.0675115207373272,-0.00587998466257669,0.0588695454286852,-0.0291666666666667,0.00833333333333333,0.18654949784792,0.18654949784792,-0.0462991893883567,-0.0982248243559719,0.145329406450584,-0.0422991893883567,0,-0.0304347826086957,-0.0215716429549112,-0.0271742291748264,-0.131481481481481,-0.131481481481481,-0.15,-0.15,-0.120955165692008,-0.12804198941174,-0.128455782515188,-0.120670670670671,-0.0945138977699704,-0.123394190082252,0.102681963414872,-0.123640967700374,-0.18654949784792,-0.103505902035505,-0.185640406938829,0.0564102564102564,-0.0342328835582209,0.0484981684981685,-0.0528695454286852,0.125107342013419,0.0517948717948718,0.0556395633352155,-0.0311657279399215,-0.0305205666495989,-0.15,-0.186136208432561,0.082128971770476,0.102033753716212,0.164782276546982,0.169153861246436,-0.155469696969697
"SNAI1",-0.15266106442577,-0.164782276546982,-0.194535514872242,-0.1019107524862,0.00833333333333333,0.0642857142857143,0.0675115207373272,-0.034198343079922,-0.0362816764132554,0.0588695454286852,-0.00917410230963551,0.0528695454286852,-0.0344298245614035,-0.0291666666666667,0.185640406938829,0.185640406938829,-0.0431601759354419,-0.0985363508357227,0.145849697813747,-0.0462991893883567,-0.0304347826086957,-0.0422991893883567,-0.022461096576258,-0.0278466595302538,-0.120955165692008,-0.120670670670671,-0.131481481481481,-0.131481481481481,-0.123394190082252,-0.125925314140702,-0.12804198941174,-0.123640967700374,-0.0939266784262744,-0.1279645739945,0.00463925878853727,-0.128455782515188,-0.185640406938829,-0.105370703900307,-0.188596071963459,0.0517948717948718,-0.0354233597486971,0.0484981684981685,-0.0534520697005299,0.12552575205526,0.0484981684981685,0.0518446915403437,-0.0305205666495989,-0.0316275777197096,-0.15,-0.186684454046596,0.0822965882639389,0.1019107524862,0.169153861246436,0.166936119310952,-0.157779927992799
"cfos",-0.157142857142857,-0.142857142857143,-0.181944444444444,-0.101712210307852,0,0.0333333333333333,0.0476190476190476,-0.0344298245614035,-0.0291666666666667,0.0642857142857143,-0.0028125,0.0675115207373272,0.00833333333333333,0.0333333333333333,0.192647058823529,0.192647058823529,-0.0422991893883567,-0.103142857142857,0.146921101952314,-0.0304347826086957,0.12,0,-0.0270888843342215,-0.0281894576012223,-0.15,-0.15,-0.15,-0.15,-0.131481481481481,-0.128455782515188,-0.123640967700374,-0.131481481481481,-0.0972611505172231,-0.120955165692008,0.103875280837306,-0.120670670670671,-0.192647058823529,-0.100361247947455,-0.18654949784792,0.0333333333333333,-0.0342328835582209,0.0517948717948718,-0.0588695454286852,0.123449883449883,0.0564102564102564,0.0589004329004329,-0.0343915343915344,-0.0311657279399215,-0.1,-0.184030945274667,0.0817673081176731,0.101712210307852,0.15266106442577,0.164782276546982,-0.154015151515152
"CDC42",-0.0571428571428571,-0.142857142857143,-0.181944444444444,-0.101712210307852,0,0.0333333333333333,0.0476190476190476,-0.0344298245614035,-0.0291666666666667,0.0642857142857143,-0.0028125,0.0675115207373272,0.00833333333333333,0.0333333333333333,0.192647058823529,0.192647058823529,-0.0422991893883567,-0.103142857142857,0.146921101952314,-0.0304347826086957,0.02,0,-0.0270888843342215,-0.0281894576012223,-0.15,-0.15,-0.15,-0.15,-0.131481481481481,-0.128455782515188,-0.123640967700374,-0.131481481481481,-0.0972611505172231,-0.120955165692008,0.103875280837306,-0.120670670670671,-0.192647058823529,-0.100361247947455,-0.18654949784792,0.0333333333333333,-0.0342328835582209,0.0517948717948718,-0.0588695454286852,0.123449883449883,0.0564102564102564,0.0589004329004329,-0.0343915343915344,-0.0311657279399215,-0.1,-0.184030945274667,0.0817673081176731,0.101712210307852,0.15266106442577,0.164782276546982,-0.154015151515152
"RKIP",-0.133333333333333,-0.14,-0.27231746031746,-0.0918574844571975,-0.2,-0.1,-0.1,-0.222997835497835,-0.201785714285714,-0.08,-0.107300509337861,-0.084,-0.214285714285714,-0.2,0.26038961038961,0.26038961038961,-0.182934702861335,-0.0778574844571975,0.178927971987027,-0.176551724137931,-0.18,-0.18,-0.117403477748305,0.0231895207323027,-0.0333333333333333,-0.0333333333333333,0,0,-0.0433333333333333,-0.0308712648005537,-0.0326524352840142,-0.0385964912280702,-0.133636661871956,-0.0394871794871795,0.121583408443267,-0.0347503373819163,-0.26038961038961,-0.0200304735114862,-0.261244311244311,0.211111111111111,0.0689895470383275,0.226495726495726,0.0790819672131148,0.312394957983193,0.211111111111111,0.0208377896613191,0.0883504492939666,0.0873603502840656,0,-0.30153657281728,0.354943754735676,0.0918574844571975,0.125714285714286,0.132256341789052,-0.26107171000788
"RAF",-0.133333333333333,-0.14,-0.27231746031746,-0.0918574844571975,-0.2,-0.1,-0.1,-0.222997835497835,-0.201785714285714,-0.08,-0.107300509337861,-0.084,-0.214285714285714,-0.2,0.26038961038961,0.26038961038961,-0.182934702861335,-0.0778574844571975,0.178927971987027,-0.176551724137931,-0.18,-0.18,-0.117403477748305,0.0231895207323027,-0.0333333333333333,-0.0333333333333333,0,0,-0.0433333333333333,-0.0308712648005537,-0.0326524352840142,-0.0385964912280702,-0.133636661871956,-0.0394871794871795,0.121583408443267,-0.0347503373819163,-0.26038961038961,-0.0200304735114862,-0.261244311244311,0.211111111111111,0.0689895470383275,0.226495726495726,0.0790819672131148,0.312394957983193,0.211111111111111,0.0208377896613191,0.0883504492939666,0.0873603502840656,0,-0.30153657281728,0.354943754735676,0.0918574844571975,0.125714285714286,0.132256341789052,-0.26107171000788
"SMAD",-0.135714285714286,-0.123038229376258,-0.147692990239574,-0.0796063543465851,-0.05,-0.0666666666666667,-0.0541666666666667,-0.0865340802987862,-0.0852007469654529,-0.0441666666666667,-0.0987835497835498,-0.0432492354740061,-0.0753968253968254,-0.0611111111111111,-0.0220480538384469,-0.0220480538384469,0.00614803426131258,-0.074123972402094,0.0525775083701071,0.0119172650305433,0.0285714285714286,0.0188940092165899,0.00429784796883448,-0.0347840481075038,-0.0619047619047619,-0.0485714285714286,-0.0619047619047619,-0.0485714285714286,-0.0503663003663004,-0.0401572703101853,-0.0396506846972167,-0.0368067226890756,-0.0131824377099853,-0.0489274514454371,0.0691246405923825,-0.0357158135981665,0.0220480538384469,-0.0190303817974638,0.02303489594371,0.100952380952381,0.0529418004384414,0.102731253420909,0.0495689380762366,0.0906077511703003,0.106699507389163,0.0499438201558822,0.0683271066832711,-0.0288157504595861,-0.02,0.0162801672142339,0.116493733641203,0.0796063543465851,0.128066162337151,0.134839070703685,0.0802994860889598
