"","SOSGRB2","PAK1","Jagged","NOTCH","MEK","ERK","cfos","ILK","NFB","Csn","IKK","AKT","EGR1","SMO","Patched","HEY1","Destcompl","AXIN2","cateninnuc","GLI","TCFLEF","Wnt","cMet","STAT","SRC","LIV1","miR200","ZEB2","RAS","PI3K","DELTA","RAF","KLF4","SNAI2","cateninmemb","TWIST1","FOXC2","Frizzled","DSH","CD44","TrCP","SHH","Ecadherin","SUFU","FUS","SMAD","RKIP","Csl","NOTCHic","GSK3","SNAI1","ZEB1","CDC42","TGFR","TGF"
"RAF",-0.177333333333333,-0.3,-0.119435685989166,-0.000427350427350429,-0.150520909757887,-0.144137931034483,-0.12,-0.0372593068035943,-0.214285714285714,-0.2,-0.214285714285714,-0.199134199134199,-0.02,-0.08,-0.052,-0.0399535423925668,-0.388847037072669,-0.109728082512893,-0.140133978784039,-0.114358974358974,-0.12868359710465,-0.106666666666667,-0.103508771929825,0,-0.0666666666666667,0,0.23801466048943,-0.301582974653276,0.197388722388722,0.187987012987013,0.187987012987013,-0.187987012987013,-0.291582974653276,-0.0145756833945328,-0.0728331693037576,0.193615567439097,0.09447391688771,0.0666666666666667,0,0.111201079622132,0.2,0.0241311475409836,0.0291199878022253,0.1,0.1,0.0283484157144854,0.313655462184874,-0.0111111111111111,-0.0111111111111111,0.384278959810875,0.328593486830725,0.0305805834528933,0.32,0.32952380952381,0.328589230084557
"SMAD",-0.249312333629104,-0.240476190476191,-0.0727366289624354,-0.0840941434044882,-0.219699018161134,-0.223545172007288,-0.21889400921659,-0.00208768400549223,-0.046031746031746,-0.0888888888888889,-0.0558356676003735,-0.0438356676003735,-0.228571428571429,-0.0216666666666667,-0.00790519877675841,0.0124458767312879,-0.0959987901702466,-0.0518706992679508,-0.052726750224518,-0.0535505661404942,-0.0540438728182363,-0.0607448107448107,-0.0543043884220355,-0.0314285714285714,-0.0425396825396825,-0.06,0.254794251413809,-0.282511167200428,0.0365430117075141,0.0309509064443562,0.0309509064443562,-0.0309509064443562,-0.286790352254495,0.108068599567772,0.0134412556011782,0.0650007571611552,0.0384016759049819,0.0492063492063492,0.0380952380952381,0.0473952975129446,0.1,0.00232899059831975,0.0547647554740161,0.0666666666666667,0.0166666666666667,-0.0993408874230792,0.072469538775597,0.0866666666666667,0.0809195402298851,0.127994860889598,0.113483206309819,-0.0603643086572533,0.233433936955064,0.230640640865678,0.227453389869662
"PI3K",-0.298461538461538,-0.2,-0.0849122807017544,0.0608560794044665,-0.210208017633283,-0.215126050420168,-0.185714285714286,0.0847859143657463,-0.2,-0.233333333333333,-0.194117647058824,-0.1710407239819,-0.2,0.0833333333333333,0.121794871794872,0.073722799582955,-0.508726794473555,-0.335809523809524,-0.333944640962851,-0.306525455221107,-0.321779692509243,-0.277294685990338,-0.277294685990338,-0.2,-0.255555555555556,-0.1,0.231486553617701,-0.277620543031955,0.165181521674672,0.174770562770563,0.174770562770563,-0.174770562770563,-0.280263157894737,0.0939426184441673,-0.0516060394440669,-0.0928769417008904,0.234364692218351,0.255555555555556,0.2,0.306525455221107,0.2,-0.130128205128205,0.167950333744215,0,-0.05,-0.0951859143657463,0.172640594699418,-0.075,-0.0673076923076923,0.433658008658009,0.208522544283414,-0.0156783030657124,0.205882352941176,0.205882352941176,0.206695361071258
"NOTCHic",-0.247081339712919,-0.188888888888889,-0.000908421968024617,-0.0324423963133641,-0.159047619047619,-0.153333333333333,-0.153333333333333,0.101428571428571,0.0666666666666667,0.0333333333333333,0.1,0.0883720930232558,-0.22,0.0967948717948718,0.0909125188536953,0.201527313266444,-0.147233163737837,-0.160231356693621,-0.121971645221373,-0.117059929317994,-0.116628133770991,-0.118135198135198,-0.118135198135198,-0.12,-0.0969230769230769,-0.1,0.232408978304932,-0.250450885668277,-0.113973792324617,-0.114466403162055,-0.114466403162055,0.114466403162055,-0.251932367149758,0.13325067142113,0.0735522102651427,0.0223746935294745,0.020533245556287,0.0969230769230769,0.12,0.117036297036297,0,-0.10704155111176,0.126197423237489,-0.0333333333333333,-0.0583333333333333,-0.0992702980472765,0.0195215501674948,0.148571428571429,0.0324423963133641,0.0594210126341788,0.0499165649165649,-0.0815619967793881,0.184888888888889,0.181663082437276,0.179752254411798
"cfos",-0.240277777777778,-0.185714285714286,0.0207986111111111,-0.0133333333333333,-0.155431098010317,-0.14695652173913,-0.16,0.102910052910053,0.0583333333333333,0.0333333333333333,0.108333333333333,0.0925438596491228,-0.12,0.0976190476190476,0.0879416282642089,0.101474262868566,-0.152437958658749,-0.168029556650246,-0.131947293828482,-0.131150097465887,-0.125280627161815,-0.128518518518519,-0.128518518518519,-0.15,-0.11,-0.1,0.23138103726339,-0.248747069449249,-0.134704288219353,-0.131045751633987,-0.131045751633987,0.131045751633987,-0.249174603174603,0.115636869213512,0.0951222383995844,0.0262943722943723,0.00724055475848876,0.11,0.15,0.131221221221221,0,-0.103991010980258,0.121035129926659,-0.0333333333333333,-0.0476190476190476,-0.101297149684246,0.0121911421911422,0.0333333333333333,0.0179487179487179,0.023633658008658,0.0417020110690997,-0.0849091048848918,0.180952380952381,0.175070028011204,0.172039724980901
"CDC42",-0.240277777777778,-0.285714285714286,0.0207986111111111,-0.0133333333333333,-0.155431098010317,-0.14695652173913,-0.16,0.102910052910053,0.0583333333333333,0.0333333333333333,0.108333333333333,0.0925438596491228,-0.22,0.0976190476190476,0.0879416282642089,0.101474262868566,-0.152437958658749,-0.168029556650246,-0.131947293828482,-0.131150097465887,-0.125280627161815,-0.128518518518519,-0.128518518518519,-0.15,-0.11,-0.1,0.23138103726339,-0.248747069449249,-0.134704288219353,-0.131045751633987,-0.131045751633987,0.131045751633987,-0.249174603174603,0.115636869213512,0.0951222383995844,0.0262943722943723,0.00724055475848876,0.11,0.15,0.131221221221221,0,-0.103991010980258,0.121035129926659,-0.0333333333333333,-0.0476190476190476,-0.101297149684246,0.0121911421911422,0.0333333333333333,0.0179487179487179,0.023633658008658,0.0417020110690997,-0.0849091048848918,0.180952380952381,0.175070028011204,0.172039724980901
"Csl",-0.251146380363325,-0.184888888888889,-0.00142925530135795,-0.0351696690406368,-0.148178053830228,-0.159047619047619,-0.153333333333333,0.0992702980472765,0.1,0.0666666666666667,0.0883720930232558,0.106201550387597,-0.153333333333333,0.0909125188536953,0.10704155111176,0.202180908037686,-0.148878501946246,-0.161516703737323,-0.119513097479806,-0.116253477705091,-0.121971645221373,-0.117059929317994,-0.117036297036297,-0.0969230769230769,-0.118135198135198,-0.12,0.231319653686196,-0.24658348235336,-0.111400262912852,-0.113973792324617,-0.113973792324617,0.113973792324617,-0.254789510006901,0.136308091257073,0.069576675096947,0.0203430908206709,0.0165102570505399,0.118135198135198,0.0969230769230769,0.116628133770991,-0.0333333333333333,-0.105317413180725,0.124569516260745,-0.0583333333333333,-0.0967948717948718,-0.102048075825054,0.0135307667573566,0.0324423963133641,0.0324423963133641,0.0598628388492009,0.0518928495015452,-0.0848769139064599,0.181663082437276,0.179752254411798,0.17680440860681
"TGF",-0.4,-0.38,-0.0538168875797742,-0.196666666666667,-0.206432748538012,-0.217543859649123,-0.233333333333333,-0.0193939393939394,0.0583333333333333,0.0333333333333333,0.0726190476190476,0.0989348370927318,-0.233333333333333,-0.0466666666666667,-0.015632183908046,0.000322372662798186,-0.0221926155057596,-0.0534391534391534,-0.0477111733020372,-0.0519946091644205,-0.0524958622972526,-0.0614285714285714,-0.0566666666666667,0,-0.0666666666666667,0,0.20423532406291,-0.244240575087257,-0.217261904761905,-0.220833333333333,-0.220833333333333,0.220833333333333,-0.247876938723621,0.103469999637226,0.0382116204616891,0.149814814814815,-0.0130434782608696,0.0714285714285714,0,0.0472327044025157,0,0.012507183908046,0.0805358140462889,0.0666666666666667,0.0466666666666667,0.0129423264907136,0.0510822510822511,0.166666666666667,0.196666666666667,-0.108890131395024,0.147136045772409,0.00663476874003191,0.357777777777778,0.362539682539682,0.25718253968254
"EGR1",-0.239287678767877,-0.180952380952381,0.0238660957736878,-0.0166300366300366,-0.143431098010317,-0.155431098010317,-0.14695652173913,0.101297149684246,0.108333333333333,0.0583333333333333,0.0925438596491228,0.111062378167641,-0.16,0.0879416282642089,0.103991010980258,0.10294485110386,-0.153490590237697,-0.166142764197416,-0.128499017966413,-0.124808634051253,-0.131947293828482,-0.131150097465887,-0.131221221221221,-0.11,-0.128518518518519,-0.15,0.229350580410598,-0.243923918323847,-0.129704288219353,-0.134704288219353,-0.134704288219353,0.134704288219353,-0.252453291699193,0.120157664873548,0.0910929343702803,0.0262943722943723,0.003102623724006,0.128518518518519,0.11,0.125280627161815,-0.0333333333333333,-0.103991010980258,0.117505718161953,-0.0476190476190476,-0.0976190476190476,-0.103232633555214,0.00611379412484386,0.0179487179487179,0.0133333333333333,0.0232700216450216,0.0419406745535866,-0.0890891691935735,0.175070028011204,0.172039724980901,0.16821458836888
"SNAI1",-0.240419754239575,-0.175070028011204,0.0203366840089819,-0.0158137100994244,-0.139395223570855,-0.143431098010317,-0.155431098010317,0.103232633555214,0.0925438596491228,0.108333333333333,0.111062378167641,0.11245126705653,-0.14695652173913,0.103991010980258,0.103991010980258,0.103540089199098,-0.15261339725524,-0.16963926769392,-0.128705522870904,-0.131207171528401,-0.128499017966413,-0.124808634051253,-0.125280627161815,-0.128518518518519,-0.131221221221221,-0.11,0.229254518931252,-0.243062909713761,-0.133152564081422,-0.129704288219353,-0.129704288219353,0.129704288219353,-0.246534288583929,0.116972951497752,0.0910583920559453,0.0235251415251415,0.00322968852705556,0.131150097465887,0.128518518518519,0.131947293828482,-0.0583333333333333,-0.102631787679287,0.119274708796708,-0.0976190476190476,-0.0879416282642089,-0.1040936421653,0.00527697404116185,0.0133333333333333,0.0166300366300366,0.0224119358364408,-0.0575255176172319,-0.0879821581234628,0.172039724980901,0.16821458836888,0.167004910949525
"TGFR",-0.396296296296296,-0.357777777777778,-0.0538168875797742,-0.190191846522782,-0.200953296483217,-0.206432748538012,-0.217543859649123,-0.0129423264907136,0.0726190476190476,0.0583333333333333,0.0989348370927318,0.103585999883429,-0.233333333333333,-0.015632183908046,-0.012507183908046,0.00629252191652953,-0.0191684219573726,-0.0555850761859346,-0.0490397826908769,-0.0565107381966786,-0.0477111733020372,-0.0519946091644205,-0.0472327044025157,-0.0666666666666667,-0.0566666666666667,0,0.205701599722734,-0.241599065653295,-0.223694653299916,-0.217261904761905,-0.217261904761905,0.217261904761905,-0.244305510152192,0.0990718514890776,0.0407520361660771,0.146611967839726,-0.013480159483577,0.0614285714285714,0.0714285714285714,0.0524958622972526,-0.0333333333333333,0.0108122686538087,0.0803654562950112,0.0466666666666667,0.0466666666666667,0.0118747108323506,0.0510822510822511,0.196666666666667,0.196666666666667,-0.111090620392579,0.142711267011347,0.00701212723059795,0.362539682539682,0.25718253968254,0.25363644039176
"SOSGRB2",-0.203611111111111,-0.185714285714286,-0.0232642271945506,0.178233034571063,-0.116676416676417,-0.122737022737023,-0.0984126984126984,0.046236559139785,-0.288888888888889,-0.3,-0.294152046783626,-0.277485380116959,-0.10952380952381,0.0166666666666667,0.040990990990991,-0.0571022727272727,-0.359272643836402,-0.116137238723872,-0.138531668767896,-0.117443064182195,-0.126485779666558,-0.113095238095238,-0.11055900621118,0,-0.0714285714285714,0,0.180571690759101,-0.230375939849624,0.266826017673475,0.259133709981168,0.259133709981168,-0.259133709981168,-0.228947368421053,0.0610941651965595,-0.074960648960649,0.0556521739130435,0.0964590964590964,0.0714285714285714,0,0.114906832298137,0.3,-0.0619212235491305,0.0187008079874589,0,0,-0.0539288668320926,0.113340643274854,-0.190909090909091,-0.190909090909091,0.355026432193333,0.163808102345416,0.0455137844611529,0.185714285714286,0.18956043956044,0.187432779985971
"SMO",-0.0868421052631579,-0.0333333333333333,-0.188253968253968,-0.247272727272727,-0.0525407925407925,-0.0676923076923077,-0.06,0.0766666666666667,0.1,0.1,0.114285714285714,0.134285714285714,0,0.0933333333333333,0.118333333333333,0.0886446886446886,-0.380435068807162,-0.479937304075235,-0.369421693392056,-0.252777777777778,-0.360399137001079,-0.225,-0.32,-0.2,-0.3,-0.1,0.160940325497288,-0.225141242937853,-0.0384615384615385,-0.0384615384615385,-0.0384615384615385,0.0384615384615385,-0.225,0.0823689107827039,-0.140917980304138,-0.127342047930283,0.148793103448276,0.2,0.1,0.347777777777778,0,-0.135,0.127167707599406,-0.1,-0.133333333333333,-0.0814285714285714,0.08,0.2,0.227272727272727,0.312987659589601,0.102534562211982,-0.031638418079096,0.0333333333333333,0.025,0.0277027027027027
"Patched",-0.05,-0.0333333333333333,-0.173968253968254,-0.227272727272727,-0.0676923076923077,-0.06,0,0.0666666666666667,0.1,0,0.1,0.114285714285714,-0.1,0.133333333333333,0.0933333333333333,0.0743589743589744,-0.368031968031968,-0.445454545454545,-0.360399137001079,-0.225,-0.347777777777778,-0.2,-0.3,-0.1,-0.2,-0.1,0.157142857142857,-0.216666666666667,-0.0384615384615385,-0.0384615384615385,-0.0384615384615385,0.0384615384615385,-0.233333333333333,0.0785593869731801,-0.134121863799283,-0.118518518518519,0.135,0.1,0,0.32,0,-0.118333333333333,0.124584681769148,0,-0.1,-0.0766666666666667,0.08,0.2,0.2,0.3003663003663,0.093010752688172,-0.0333333333333333,0.0333333333333333,0.0333333333333333,0.025
"TWIST1",-0.222728784056015,-0.162424242424242,-0.0798761993021994,-0.114884696016771,-0.10958741760306,-0.103119755911518,-0.111014492753623,-0.0528710528710529,-0.0423076923076923,-0.05,-0.0232600732600733,-0.0317346495312597,-0.106666666666667,-0.00222222222222222,-0.0118112633181126,-0.0385049978270317,-0.116464740740198,-0.125650048875855,-0.0973593547756807,-0.0956661654135338,-0.0935065658165087,-0.0964661654135338,-0.0955927051671733,-0.0952380952380952,-0.0785714285714286,-0.0666666666666667,0.14843307829368,-0.175967195265441,-0.0696267273806199,-0.0682568643669213,-0.0682568643669213,0.0682568643669213,-0.174661246612466,0.0672386149365069,0.0593867028640803,-0.0539907740365406,-0.00643943453395816,0.0785714285714286,0.0952380952380952,0.0951910987414704,0,-0.000504007617847961,0.0584686481858446,0.0333333333333333,0.0222222222222222,0.0518809538611519,0.111491615839442,0.111111111111111,0.111111111111111,0.110427417862326,0.142509544820942,0.0892401173102927,0.162424242424242,0.159924242424242,0.162885518050666
"GLI",0.016459410795694,-0.0183333333333333,0.0515285738036278,0.0311690034103827,-0.0306304561000694,-0.0389177489177489,-0.0376190476190476,0.0993238639941833,0.103508771929825,0.0666666666666667,0.0892230576441103,0.10172305764411,-0.0542857142857143,0.00792606516290726,0.0181301467955603,0.0972925348562021,-0.1052513989862,-0.150563103864734,-0.107274407440529,-0.115709960030684,-0.112235555079501,-0.0237950664136622,-0.114799370574351,-0.11,-0.119677419354839,-0.15,0.177207384978283,-0.173780252602833,-0.0271380601610911,-0.0324845948145564,-0.0324845948145564,0.0324845948145564,-0.182730158730159,0.106673975236983,0.090439177711604,0.00809790473627485,-0.036578409872721,0.0296774193548387,0.02,0.107040749884696,-0.0333333333333333,-0.0127803525568772,0.103947834427614,0.0190476190476191,-0.0184523809523809,-0.0982427829131022,-0.0054189934527571,-0.0252166224580018,-0.0302166224580018,-0.109066156235106,-0.0155806124783475,-0.0862072879330944,0.0114367816091954,0.00954998915636522,0.0050794009210711
"ZEB2",-0.383241758241758,-0.361038961038961,-0.293911719617027,-0.28228667507356,-0.275610791337115,-0.268293718166384,-0.261842105263158,-0.243118970231646,-0.233333333333333,-0.233333333333333,-0.231111111111111,-0.230176531671859,-0.225,-0.216428571428571,-0.213989547038328,-0.213739002932551,-0.201365222874274,-0.186633423525789,-0.169150821997375,-0.169096041573106,-0.16395601680257,-0.160839160839161,-0.153157894736842,-0.14,-0.14,-0.1,-0.0912328926847696,-0.076927451978138,-0.020869694188752,-0.0172294372294372,-0.0172294372294372,0.0172294372294372,0.0277731977410563,0.107595991144897,0.122436580696095,0.128759982391585,0.137501165501165,0.145454545454545,0.145454545454545,0.161491228070175,0.2,0.205807728856509,0.224046412297242,0.225,0.225,0.240070189743841,0.246264090177134,0.271794871794872,0.278461538461538,0.280770413242767,0.300284381252154,0.303748949590338,0.377402597402597,0.380803957946815,0.384507661650519
"ZEB1",-0.291656920077973,-0.300574712643678,-0.23567714408096,-0.244419461999676,-0.226542627623737,-0.215529411764706,-0.212,-0.241669775995978,-0.210877192982456,-0.226666666666667,-0.205959160195571,-0.213102017338428,-0.2,-0.195075757575758,-0.198997326203209,-0.213695484135899,-0.18154878124808,-0.184492444339231,-0.0939110209857436,-0.0907135672976759,-0.0881380268565851,-0.0889953542392567,-0.0831291616083582,-0.0717948717948718,-0.0595997498436523,-0.0333333333333333,-0.0943671034169898,-0.0738401791347377,-0.0471418430582465,-0.0454095595936796,-0.0454095595936796,0.0454095595936796,-0.0690907282425116,0.112181873882256,0.0340400918411572,0.0822518874203626,0.118518167870299,0.0639953542392567,0.0761904761904762,0.0852124949416915,0.166666666666667,0.185830066416732,0.210808214120682,0.216666666666667,0.204166666666667,0.240708237534439,0.251969152704162,0.2375,0.239460784313725,0.1673630266126,0.284302799626661,0.304819668381711,0.313618190904548,0.316156261970538,0.320880671419357
