"","KLF4","TGFR","CDC42","PAK1","SOSGRB2","HEY1","SMAD","Csl","NOTCH","Jagged","TrCP","EGR1","PI3K","FOXC2","DSH","Frizzled","Wnt","CD44","GLI","cMet","SRC","Destcompl","AXIN2","TCFLEF","cateninmemb","cateninnuc","Ecadherin","STAT","SNAI2","ZEB1","LIV1","RAF","DELTA","RAS","MEK","ERK","cfos","miR200","GSK3","AKT","IKK","NFB","SUFU","TWIST1","Csn","FUS","NOTCHic","SMO","ILK","SNAI1","Patched","SHH","RKIP","ZEB2","TGF"
"NFB",-0.00320512820512821,-0.174622222222222,-0.172222222222222,-0.172222222222222,-0.0619725785050862,-0.125243255196816,-0.123426847796304,-0.0861471861471862,-0.0794497975143136,0.0341364434225815,-0.1,0.0642857142857143,-0.111278682378603,0.155152205032683,0.161111111111111,0.168803418803419,0.173418803418803,-0.178503549181515,0.177913185441275,-0.173418803418803,-0.168803418803419,-0.279441454118028,-0.218525835866261,0.180191312894595,0.142464118071299,0.181838371718125,0.0402029106682954,-0.161111111111111,-0.0221678397014967,-0.00411373260738052,-0.15,0.111278682378603,0.111278682378603,0.111278682378603,-0.0574098972922502,-0.0580634920634921,-0.0602857142857143,0.00371570895937112,-0.165931911226029,0.00367224367224367,-0.000772200772200771,-0.0142857142857143,0.12,0.24485060690943,0.0857142857142857,0.14,0.0813852813852814,0.151111111111111,0.122311606160616,-0.00637007602604173,0.158007662835249,0.162826939943683,-0.0248563822334314,-0.00164629965718895,0.177786779184248
"IKK",0.00256410256410256,-0.172222222222222,-0.172222222222222,-0.15,-0.0630252100840336,-0.121671826625387,-0.122311606160616,-0.0909090909090909,-0.0813852813852814,0.0326975945017182,0,0.05,-0.114095583787054,0.153160173160173,0.15,0.161111111111111,0.168803418803419,-0.173418803418803,0.173418803418803,-0.168803418803419,-0.161111111111111,-0.277115872722679,-0.212142857142857,0.178503549181515,0.141724941724942,0.180191312894595,0.0402029106682954,-0.15,-0.0233873518966186,-0.00526315789473684,-0.1,0.114095583787054,0.114095583787054,0.111278682378603,-0.0580634920634921,-0.0602857142857143,-0.0642857142857143,0.00280936454849498,-0.163186813186813,-0.000772200772200771,-0.0142857142857143,0.0857142857142857,0.1,0.241993464052288,0.1,0.12,0.0861471861471862,0.14,0.117361111111111,-0.00664404862878145,0.151111111111111,0.158007662835249,-0.0261384335154827,-0.00126315789473684,0.174622222222222
"RAF",-0.00349115255858442,-0.207619047619048,-0.193333333333333,-0.2,-0.0545396825396825,-0.0670538133952768,-0.0496933743438529,-0.0888888888888889,-0.0577700077700078,-0.0242622685746625,-0.1,0.03,0.0435064935064935,0.0536103743000295,0,0.0666666666666667,0.0966666666666667,-0.111201079622132,0.104358974358974,-0.103508771929825,-0.0666666666666667,-0.269532063696559,-0.109728082512893,0.10910317752423,0.00276982865218159,0.109866536302856,-0.0193355687442283,0,-0.0972489362942239,0.217208034433285,0,-0.0435064935064935,-0.0435064935064935,-0.0477799977799978,-0.10949376375642,-0.0903448275862069,-0.08,-0.179934010701891,-0.0610717100078802,0.0805735930735931,0.101785714285714,0.114285714285714,0.1,0.209108734402852,0.1,0.1,0.0616161616161616,0.08,0.0526636713735558,0.0731397773104271,0.092,0.0903606557377049,-0.0665966386554622,-0.000508847441415582,0.216030262572319
"SHH",0,0.166666666666667,0.166666666666667,0.2,0.2,0,-0.0166666666666667,0.1,0.0666666666666667,0.117142857142857,0,0,0,0.15,0,0,0.1,-0.15,0.05,-0.2,-0.1,-0.277662337662338,-0.314285714285714,0.17,0.0785663082437276,0.17,-0.0688888888888889,-0.1,-0.0285823754789272,-0.25,0,0,0,-0.0692307692307692,-0.04,-0.1,-0.1,0.166666666666667,-0.274358974358974,-0.1,-0.1,0,0,0,0,0,0,0.1,0,-0.166666666666667,0.0666666666666667,0.0266666666666667,-0.16,0,-0.146666666666667
"Patched",-0.0111111111111111,0.146666666666667,0.166666666666667,0.166666666666667,0.233333333333333,-0.00769230769230769,-0.0366666666666667,0,0.0393939393939394,0.120846560846561,0,0.1,0.0692307692307692,0.14,0,0.1,0.05,-0.17,0.075,-0.15,-0.2,-0.280959040959041,-0.332467532467532,0.17,0.0841218637992832,0.17873786407767,-0.0834519956850054,-0.1,-0.0245823754789272,-0.266666666666667,-0.1,-0.0692307692307692,-0.0692307692307692,-0.0629807692307692,-0.0630769230769231,-0.04,-0.1,0.188095238095238,-0.279120879120879,-0.0857142857142857,-0.1,-0.1,0,0.0037037037037037,0,0.1,-0.0666666666666667,0.0666666666666667,0.0166666666666667,-0.16989247311828,0.0266666666666667,0.0266666666666667,-0.174285714285714,0,-0.18
"RKIP",0.00349115255858442,0.207619047619048,0.193333333333333,0.2,0.0545396825396825,0.0670538133952768,0.0496933743438529,0.0888888888888889,0.0577700077700078,0.0242622685746625,0.1,-0.03,-0.0435064935064935,-0.0536103743000295,0,-0.0666666666666667,-0.0966666666666667,0.111201079622132,-0.104358974358974,0.103508771929825,0.0666666666666667,0.269532063696559,0.109728082512893,-0.10910317752423,-0.00276982865218159,-0.109866536302856,0.0193355687442283,0,0.0972489362942239,-0.217208034433285,0,0.0435064935064935,0.0435064935064935,0.0477799977799978,0.10949376375642,0.0903448275862069,0.08,0.179934010701891,0.0610717100078802,-0.0805735930735931,-0.101785714285714,-0.114285714285714,-0.1,-0.209108734402852,-0.1,-0.1,-0.0616161616161616,-0.08,-0.0526636713735558,-0.0731397773104271,-0.092,-0.0903606557377049,0.0665966386554622,0.000508847441415582,-0.216030262572319
"MEK",-0.000430416068866563,0.216030262572319,0.207619047619048,0.193333333333333,0.0500952380952381,0.0634174497589132,0.0508003854139636,0.0616161616161616,0.0541203727335114,0.0242622685746625,0.1,-0.08,-0.0477799977799978,-0.0599166806063358,-0.0666666666666667,-0.0966666666666667,-0.104358974358974,0.10910317752423,-0.102261072261072,0.111201079622132,0.103508771929825,0.271205703863923,0.115133487918298,-0.109866536302856,-0.00447714572535232,-0.111725272362336,0.0204284649190917,0.0666666666666667,0.0979788633015232,-0.214033431258682,0,0.0477799977799978,0.0477799977799978,0.0563514263514263,0.0111604304230863,0.10949376375642,0.0903448275862069,0.178386023085792,0.0647572136933839,-0.0652794754265342,-0.0805735930735931,-0.101785714285714,-0.1,-0.204346829640947,-0.114285714285714,-0.08,-0.0577700077700078,-0.092,-0.0496933743438529,-0.0692936234642732,-0.0903606557377049,-0.0910142505089468,0.0758071649712517,0.00606440299697114,-0.21457040855772
"ERK",-0.00430638506111462,0.21457040855772,0.216030262572319,0.207619047619048,0.0481534905224226,0.0623935589739302,0.0526240936206505,0.0577700077700078,0.0527353311822649,0.0242622685746625,0.114285714285714,-0.0903448275862069,-0.0563514263514263,-0.0597457404353956,-0.0966666666666667,-0.104358974358974,-0.102261072261072,0.109866536302856,-0.10301295196032,0.10910317752423,0.111201079622132,0.272445839151409,0.117572512308542,-0.111725272362336,-0.0048451310059411,-0.112350272362336,0.0221792373186798,0.103508771929825,0.0996019471608559,-0.211356265904352,0.0666666666666667,0.0563514263514263,0.0563514263514263,0.0588816793767289,0.0125531880832535,0.0111604304230863,0.10949376375642,0.177650728968145,0.0661196115135474,-0.0661969066191948,-0.0652794754265342,-0.0805735930735931,-0.08,-0.202821170833735,-0.101785714285714,-0.092,-0.0541203727335114,-0.0903606557377049,-0.0508003854139636,-0.0683676975383473,-0.0910142505089468,-0.0910142505089468,0.0816567471439536,0.00716676520169555,-0.210724254711566
"SMO",-0.0111111111111111,0.18,0.146666666666667,0.166666666666667,0.196491228070175,-0.0315018315018315,-0.0414285714285714,0.0666666666666667,0.0643939393939394,0.113703703703704,0,0.1,0.0629807692307692,0.143448275862069,0.1,0.05,0.075,-0.17,0.075,-0.17,-0.15,-0.286385397548188,-0.33936408419167,0.17873786407767,0.0812092424400599,0.175730345280677,-0.0816069772348209,-0.2,-0.028391899288451,-0.278531073446328,-0.1,-0.0629807692307692,-0.0629807692307692,-0.0699575134168157,-0.0358041958041958,-0.0630769230769231,-0.04,0.194424352019289,-0.283975248052918,-0.0417142857142857,-0.0857142857142857,-0.1,0.1,0.000762527233115468,-0.1,0.0666666666666667,-0.0393939393939394,0.0266666666666667,0.0366666666666667,-0.162749615975422,0.0266666666666667,0.0488888888888889,-0.168730158730159,0.00847457627118644,-0.174594594594595
"FUS",-0.0225865209471767,0.174594594594595,0.18,0.146666666666667,0.223414304993252,-0.0300525561395127,-0.0459447004608295,0.0393939393939394,0.0575757575757576,0.117318161535029,0.1,0.04,0.0699575134168157,0.138185117967332,0.05,0.075,0.075,-0.17873786407767,0.0826923076923077,-0.17,-0.17,-0.287115324555487,-0.347438618353161,0.175730345280677,0.0806505832221828,0.177632519193721,-0.0799631416183825,-0.15,-0.0264170339383612,-0.277917576513812,-0.2,-0.0699575134168157,-0.0699575134168157,-0.0642806575216192,-0.0438501728156901,-0.0358041958041958,-0.0630769230769231,0.197394649048992,-0.283640799892383,-0.0378681318681319,-0.0417142857142857,-0.0857142857142857,0.0666666666666667,0.00861593037447672,-0.1,0.0266666666666667,-0.0643939393939394,0.0266666666666667,0.0414285714285714,-0.161806219749007,0.0488888888888889,0.0519191919191919,-0.165637375225004,0.0152230425288552,-0.172466935020126
"SUFU",-0.0279757425040629,0.172466935020126,0.174594594594595,0.18,0.214323395902343,-0.0360766525250548,-0.0470994348719149,0.0643939393939394,0.0623376623376623,0.113755216166858,0.1,0.0630769230769231,0.0642806575216192,0.141410924418945,0.075,0.075,0.0826923076923077,-0.175730345280677,0.0800900772090363,-0.17873786407767,-0.17,-0.2888697105204,-0.348609578540515,0.177632519193721,0.0824241166464665,0.17829748083055,-0.0784183424422754,-0.17,-0.0264829535164759,-0.278883760088692,-0.15,-0.0642806575216192,-0.0642806575216192,-0.0680781258760496,-0.0340629387731369,-0.0438501728156901,-0.0358041958041958,0.198881637896575,-0.285440285753565,-0.031827863411756,-0.0378681318681319,-0.0417142857142857,0.0266666666666667,0.00758500253942518,-0.0857142857142857,0.0266666666666667,-0.0575757575757576,0.0488888888888889,0.0459447004608295,-0.159932284484953,0.0519191919191919,0.0577106977106977,-0.161147579306637,0.0171554096786136,-0.167535968550698
"TGF",-0.0322400203407069,-0.498095238095238,-0.493333333333333,-0.46,-0.205263157894737,-0.113604126370084,-0.083128054740958,-0.213333333333333,-0.192988505747126,-0.0350883652430044,0,0.166666666666667,-0.195833333333333,0.00726708074534162,0.1,0.142857142857143,0.162857142857143,-0.196100628930818,0.172291105121294,-0.186666666666667,-0.166666666666667,-0.205205935567876,-0.229232804232804,0.202679576299239,0.173927464704724,0.205550389696368,0.0896250997605746,-0.1,-0.0382346338434224,0.306496544391281,0,0.195833333333333,0.195833333333333,0.188690476190476,-0.204093567251462,-0.192982456140351,-0.166666666666667,-0.248884401039573,-0.133407883701426,-0.0217418546365915,-0.00595238095238095,0.00833333333333333,0.133333333333333,0.286666666666667,0.0333333333333333,0.113333333333333,0.203333333333333,0.13,0.0815151515151515,0.202717736808646,0.126551724137931,0.123426724137931,0.11038961038961,0.0195127476134341,0.398095238095238
"HEY1",0.0037037037037037,0.151090909090909,0.147090909090909,0.159090909090909,-0.0707833047455689,0.0337509549274255,0.0587826086956522,-0.129090909090909,-0.147973166280274,-0.245371859524783,-0.1,-0.08,0.0441025641025641,-0.167044767090139,-0.233333333333333,-0.250980392156863,-0.262608299133607,0.270434386090129,-0.269504850857745,0.262608299133607,0.250980392156863,0.291984544331501,0.334946944619821,-0.271437730571734,-0.205316551109234,-0.273305725590414,0.087556403396418,0.233333333333333,0.106378590524095,0.0435294117647059,0.233333333333333,-0.0441025641025641,-0.0441025641025641,-0.0448378582202112,0.0842394839847842,0.0832085561497326,0.0890909090909091,-0.0294301994301994,0.283802506959936,0.0392592592592593,0.0466666666666667,0.08,-0.2,-0.222474945533769,0.1,-0.233333333333333,0.14488038277512,-0.25,-0.0573333333333333,0.052681679373521,-0.26875,-0.27627688172043,0.05856524427953,0.0199742002063984,-0.156456762749446
"FOXC2",0.0037037037037037,0.151090909090909,0.147090909090909,0.159090909090909,-0.0707833047455689,0.0337509549274255,0.0587826086956522,-0.129090909090909,-0.147973166280274,-0.245371859524783,-0.1,-0.08,0.0441025641025641,-0.167044767090139,-0.233333333333333,-0.250980392156863,-0.262608299133607,0.270434386090129,-0.269504850857745,0.262608299133607,0.250980392156863,0.291984544331501,0.334946944619821,-0.271437730571734,-0.205316551109234,-0.273305725590414,0.087556403396418,0.233333333333333,0.106378590524095,0.0435294117647059,0.233333333333333,-0.0441025641025641,-0.0441025641025641,-0.0448378582202112,0.0842394839847842,0.0832085561497326,0.0890909090909091,-0.0294301994301994,0.283802506959936,0.0392592592592593,0.0466666666666667,0.08,-0.2,-0.222474945533769,0.1,-0.233333333333333,0.14488038277512,-0.25,-0.0573333333333333,0.052681679373521,-0.26875,-0.27627688172043,0.05856524427953,0.0199742002063984,-0.156456762749446
"Destcompl",-0.0540309646398527,-0.0660128152894552,-0.0670654468684025,-0.0677551020408163,-0.108776683000668,0.0365548980933596,0.0512238930659983,-0.145695260477869,-0.148701272501917,-0.214394443930202,0.1,-0.0133333333333333,-0.118988894955994,-0.144265255650552,-0.238888888888889,-0.240258751902588,-0.247189444971894,0.250333378768259,-0.24960131881234,0.247721438469752,0.240258751902588,0.204312894436284,0.306954076276951,-0.251977214384698,-0.180723821387954,-0.252487158290868,0.112049569129822,0.238888888888889,0.114693680391778,0.232962387853692,0.238888888888889,0.118988894955994,0.118988894955994,0.118831909084722,-0.000351135341797308,0.0017585692995529,0.00121212121212121,-0.177488047791417,0.286590134741205,-0.13132805989532,-0.127301214257736,-0.117391304347826,-0.166666666666667,-0.0294955431174428,-0.1,-0.170114942528736,0.145695260477869,-0.178686371100164,-0.0508730158730159,0.194288202698663,-0.182313314105346,-0.185988362461245,0.194934044699807,0.0616872604731069,0.0625645394273862
"SMAD",-0.0676120873827463,0.261739337327503,0.266767270288397,0.273809523809524,0.150665483584738,0.0615274733045754,-0.0679807863369507,0.0523809523809524,0.0410782703886152,-0.0197193129451194,0.05,-0.0857142857142857,0.182345828843645,-0.0513502613052996,-0.147619047619048,-0.153174603174603,-0.158943833943834,0.189723622782446,-0.163260380706424,0.185723622782446,0.17984126984127,0.217186553859233,0.235976124120405,-0.189859307992758,-0.149164948125404,-0.189757990870165,-0.0365313181037968,0.174285714285714,-0.00681037940515719,-0.236761385537206,0.16,-0.182345828843645,-0.182345828843645,-0.181030039369961,0.0939937594288682,0.0959168363519451,0.0889400921658986,0.223147177266165,0.0839467716911326,-0.005406162464986,0.00126050420168067,0.00714285714285714,-0.0916666666666667,-0.173103469873887,-0.0166666666666667,-0.0791666666666667,-0.0466338259441708,-0.0841666666666667,-0.0310668327106683,-0.0412724260506519,-0.0869189602446483,-0.0910081795755034,-0.0475819362129354,0.0728589230476023,-0.262137743702005
"DELTA",-0.0611111111111111,0.188888888888889,0.2,0.2,0.18,-0.183333333333333,-0.0785714285714286,-0.1,-0.12,-0.0433766233766234,0,0.1,0.0533333333333333,-0.0142857142857143,0,0,-0.02,0.0123076923076923,-0.0123076923076923,0.02,0,0.00758301158301158,0.0142857142857143,-0.00927738927738928,0.000459118346442289,-0.00378288378288378,0.00792982456140351,0,-0.0777777777777778,-0.251932367149758,0,-0.0533333333333333,-0.0533333333333333,-0.0442424242424242,0.0533333333333333,0.02,0,0.227272727272727,0.0409961685823755,0.0444444444444444,0.0333333333333333,0,0,-0.096,0,0,0.12,0.0333333333333333,0.0833333333333333,-0.05,0.0333333333333333,0.0564102564102564,-0.0923076923076923,0.0741545893719807,-0.192888888888889
"cMet",0.0142857142857143,-0.242222222222222,-0.22,-0.22,-0.0409523809523809,-0.144410044719642,-0.112564419707277,-0.185714285714286,-0.163541833306671,-0.0691892165805209,0,0.075,-0.0371428571428571,-0.0768776371308017,0.1,0.15,0.183333333333333,-0.19031007751938,0.187878787878788,-0.183333333333333,-0.05,-0.171618303340992,-0.217460317460317,0.193387000596303,0.180332472983719,0.196211859353365,0.114755606680032,0,-0.0537160325481493,0.245454545454545,0.1,0.0371428571428571,0.0371428571428571,0.0333692722371968,-0.0868181818181818,-0.085,-0.075,-0.196628650636803,-0.0146121351766513,0.04125,0.06,0.0666666666666667,0.1,0.214334279952258,0,0.15,0.169924812030075,0.15,0.121655328798186,0.181086511862605,0.15,0.153125,0.0111111111111111,0.0766233766233766,0.252860520094563
"TWIST1",-0.0904732124244319,-0.245,-0.24,-0.24,-0.0491971288309961,-0.147159620040976,-0.145178481812145,-0.0162962962962963,-0.00577379992474332,0.0428189271485758,0,0.113333333333333,-0.0747245693608755,0.12985466334116,0.133333333333333,0.144444444444444,0.153918128654971,-0.15869720014811,0.157118128654971,-0.155082742316785,-0.144444444444444,-0.193315236401771,-0.204926417668353,0.159769175645813,0.128953303371611,0.160746748963812,0.00342838534310583,-0.133333333333333,-0.0134063907714222,0.156781342746255,-0.133333333333333,0.0747245693608755,0.0747245693608755,0.0743821036074508,-0.119173696733723,-0.11768115942029,-0.11768115942029,-0.135020088739825,-0.174726201260435,0.0342956478549699,0.0326007326007326,0.0230769230769231,0.233333333333333,0.172616368820602,0,0.244444444444444,0.00860398860398861,0.248444444444444,0.146828646828647,0.120367302646414,0.258033485540335,0.260496539727527,0.0861973775017253,0.0794461127794461,0.248872437357631
"NOTCHic",-0.0812974465148378,0.18321146953405,0.192888888888889,0.188888888888889,0.164210526315789,-0.189754738015608,-0.0864131551901336,-0.12,-0.0232258064516129,-0.0403351713285488,0,-0.02,0.0427931488801054,-0.0155694535878868,-0.02,-0.0123076923076923,-0.00927738927738928,0.00378288378288378,-0.00390104519136777,0.00927738927738928,0.0123076923076923,0.00377927326525457,0.00823225516621743,-0.00337472051757766,0.002808236365197,-0.0010846441816998,0.0103899342289429,0.02,-0.0775614721506505,-0.246747181964573,0,-0.0427931488801054,-0.0427931488801054,-0.0393448730180364,0.0604761904761905,0.0604761904761905,0.0533333333333333,0.230707904811951,0.0378969950286565,0.0708010335917313,0.0777777777777778,0.0444444444444444,0.0333333333333333,-0.0843807696407632,0.0333333333333333,0.0333333333333333,0.0232258064516129,0.0564102564102564,0.0885714285714286,-0.04995115995116,0.0564102564102564,0.0639371381306865,-0.0736578622931221,0.0823027375201288,-0.180026756158254
"CD44",0.00952380952380952,-0.22,-0.22,-0.2,-0.0476190476190476,-0.150292397660819,-0.121655328798186,-0.2,-0.169924812030075,-0.0757109557109557,0.1,0.1,-0.0285714285714286,-0.0933333333333333,0,0.1,0.15,-0.183333333333333,0.183333333333333,-0.05,0,-0.166888573611263,-0.2,0.19031007751938,0.178553113553114,0.193387000596303,0.112465530344154,0.1,-0.0515262515262515,0.244444444444444,0.1,0.0285714285714286,0.0285714285714286,0.0371428571428571,-0.085,-0.075,-0.075,-0.191941150636803,-0.00654761904761905,0.06,0.0666666666666667,0,0.1,0.215457875457875,0,0.1,0.185714285714286,0.15,0.127777777777778,0.184476342371079,0.15,0.15,0.0185185185185185,0.0857142857142857,0.242222222222222
"cfos",-0.0833968253968254,0.218767507002801,0.228571428571429,0.214285714285714,0.1375,-0.0893303348325837,-0.0811401263014166,-0.05,-0.0592307692307692,-0.0896180555555555,0,-0.12,0.0962418300653595,-0.0466489034638246,-0.15,-0.15,-0.146296296296296,0.143593593593594,-0.143664717348928,0.146296296296296,0.15,0.173695372594696,0.184761904761905,-0.145573791613396,-0.12318821599449,-0.144462680502284,-0.0477561008019427,0.15,-0.0129408790722659,-0.24297052154195,0.1,-0.0962418300653595,-0.0962418300653595,-0.0913637812848717,0.0860427413411938,0.0843478260869565,0.08,0.228206434088787,0.155846861471861,0.0853070175438596,0.0958333333333333,0.0583333333333333,0.0333333333333333,-0.132588744588745,0.0333333333333333,0.019047619047619,0.0576923076923077,0.0357142857142857,0.085978835978836,-0.0385073154693408,0.0324884792626728,0.0386613187688456,-0.0611655011655012,0.0872958222837157,-0.212706900942195
"CDC42",-0.0833968253968254,0.218767507002801,0.228571428571429,0.314285714285714,0.1375,-0.0893303348325837,-0.0811401263014166,-0.05,-0.0592307692307692,-0.0896180555555555,0,-0.02,0.0962418300653595,-0.0466489034638246,-0.15,-0.15,-0.146296296296296,0.143593593593594,-0.143664717348928,0.146296296296296,0.15,0.173695372594696,0.184761904761905,-0.145573791613396,-0.12318821599449,-0.144462680502284,-0.0477561008019427,0.15,-0.0129408790722659,-0.24297052154195,0.1,-0.0962418300653595,-0.0962418300653595,-0.0913637812848717,0.0860427413411938,0.0843478260869565,0.08,0.228206434088787,0.155846861471861,0.0853070175438596,0.0958333333333333,0.0583333333333333,0.0333333333333333,-0.132588744588745,0.0333333333333333,0.019047619047619,0.0576923076923077,0.0357142857142857,0.085978835978836,-0.0385073154693408,0.0324884792626728,0.0386613187688456,-0.0611655011655012,0.0872958222837157,-0.212706900942195
"PAK1",-0.0833968253968254,0.212706900942195,0.218767507002801,0.228571428571429,0.132549504950495,-0.0849185701267014,-0.0830756101723844,-0.0576923076923077,-0.0636263736263736,-0.0890045586230402,-0.0333333333333333,-0.08,0.0913637812848717,-0.0466489034638246,-0.15,-0.146296296296296,-0.143664717348928,0.145573791613396,-0.146103741739172,0.143593593593594,0.146296296296296,0.173394620714996,0.186019766397125,-0.144462680502284,-0.122089314895588,-0.143910956364353,-0.0468564468227039,0.15,-0.0142067018570761,-0.241362804500149,0.15,-0.0913637812848717,-0.0913637812848717,-0.0918183267394171,0.0847094080078605,0.0860427413411938,0.0843478260869565,0.227698819875589,0.155483225108225,0.0834551656920078,0.0853070175438596,0.0958333333333333,0.019047619047619,-0.132045266327875,0.0583333333333333,0.0357142857142857,0.0592307692307692,0.0324884792626728,0.0811401263014166,-0.0392233059228014,0.0386613187688456,0.0366613187688456,-0.0584030702262746,0.0882604525087961,-0.209974660505037
"AXIN2",-0.107049424781154,-0.102026384791872,-0.103796296296296,-0.1075,-0.151240596710442,0.0307440590402051,0.0503450655624569,-0.19859649122807,-0.20598066111224,-0.257178720222198,0.133333333333333,-0.0133333333333333,-0.177697024755848,-0.191555322117383,-0.286666666666667,-0.293643410852713,-0.297091686714782,0.303085377566517,-0.302752064073273,0.297091686714782,0.293643410852713,0.37593913554112,0.661756073530688,-0.306954076276951,-0.211248662832372,-0.309418408313267,0.152370813358601,0.286666666666667,0.165830635328913,0.281229353370594,0.266666666666667,0.177697024755848,0.177697024755848,0.177697024755848,-0.000275526699836766,0.00248309398981841,0.0108943089430894,-0.219441823752953,0.356988470339729,-0.172946859903382,-0.161835748792271,-0.148792270531401,-0.15,-0.0287055240604936,-0.144444444444444,-0.188461538461538,0.203953634085213,-0.202747252747253,-0.0463768115942029,0.251345815672168,-0.213461538461538,-0.21969104665826,0.250804777659616,0.112009874045743,0.10070625277867
"ZEB2",-0.391614967328105,-0.374941249226964,-0.363376623376623,-0.350649350649351,-0.309230769230769,-0.266792240018046,-0.251380735947895,-0.248717948717949,-0.246357292980244,-0.212156357570115,-0.2,-0.133333333333333,-0.0925541125541125,-0.0701895881895882,-0.0409090909090909,-0.0142424242424242,-0.0116783216783217,-0.0111890838206628,-0.00250400975171617,-0.00192982456140351,0.00333333333333333,0.00497958718602705,0.0127731046641217,0.0143580979051698,0.0167721477507632,0.0177347212817932,0.0212209291071441,0.03,0.0409526311644947,0.0473747463657408,0.05,0.0925541125541125,0.0925541125541125,0.0936247763656757,0.0960419341035516,0.107017543859649,0.107017543859649,0.110148964222629,0.146282866049319,0.195830737279335,0.206111111111111,0.208333333333333,0.225,0.230662676372595,0.233333333333333,0.239285714285714,0.244717948717949,0.247857142857143,0.250161223752773,0.251529575144528,0.255174216027875,0.257901488755147,0.27231884057971,0.290476731372106,0.374941249226964
"miR200",-0.394427191166322,-0.384432321315623,-0.374754901960784,-0.3375,-0.25292392005158,-0.266920903954802,-0.258928444830184,-0.177733990147783,-0.173837633241491,-0.132817453847998,-0.2,-0.114285714285714,-0.175621890547264,-0.00948249582395924,0.16,0.172,0.198760563380282,-0.217488457860008,0.205353969973688,-0.208499693815064,-0.181739130434783,-0.258377011523383,-0.265976011199818,0.228202743574294,0.212886139771322,0.231839107210657,0.063107119711862,-0.16,-0.0849129377971688,-0.0620519713261649,-0.1,0.175621890547264,0.175621890547264,0.171382489051004,0.0922387136672851,0.0915584415584415,0.114285714285714,0.117971161478084,-0.0811215506539543,0.191976166832175,0.186315789473684,0.206315789473684,0.22,0.355150514107569,0.18,0.2575,0.181182266009852,0.2775,0.254853209720466,0.233751988751989,0.288892405063291,0.299761970280683,0.251990048344689,0.387414874551971,0.394316042245856
