"","PAK1","TGFR","TCFLEF","CD44","GLI","Wnt","Frizzled","DSH","NFB","HEY1","GSK3","Jagged","cateninmemb","ERK","MEK","NOTCH","TWIST1","Csl","FUS","NOTCHic","Patched","ZEB2","ZEB1","cfos","TrCP","SHH","SOSGRB2","SMO","RKIP","EGR1","SMAD","RAF","PI3K","DELTA","SNAI1","RAS","ILK","miR200","SUFU","LIV1","Ecadherin","Csn","KLF4","AKT","IKK","STAT","SRC","cMet","cateninnuc","SNAI2","Destcompl","AXIN2","FOXC2","TGF","CDC42"
"FUS",0.106666666666667,0.128738738738739,-0.0983560032768004,-0.0998597626752967,0.00502136752136752,0.00694444444444444,0.0125,0,-0.114285714285714,-0.0386845039018952,-0.233685563065048,0.098660674443807,0.126656582923189,-0.00783216783216783,-0.0112804436942368,0.22969696969697,-0.0788268943412152,-0.224242424242424,-0.0133333333333333,-0.234242424242424,-0.00361111111111111,0.0221092856400125,0.0221092856400125,0.0169230769230769,0.1,0.00143939393939394,-0.13859649122807,-0.0258333333333333,-0.0532662412043855,0.04,0.032831541218638,0.220751341681574,0.220751341681574,0.220751341681574,-0.0518331739269049,0.219441298013452,0.0244444444444444,-0.00187874121951074,0.0666666666666667,0.1,-0.0470746694134051,0.1,0.0160291438979964,0.129824175824176,0.118285714285714,0.1,0.0933333333333333,0.0988888888888889,0.09889948153767,0.215868617456682,0.229612981936866,0.252930677518384,-0.0681851179673321,-0.123419589802569,-0.123333333333333
"GSK3",0.0173913043478261,0.0105155784477099,-0.104738253434356,-0.104114923069263,-0.105486547482283,-0.104071453142661,-0.108646616541353,-0.115789473684211,0.0545833333333333,0.0214227437388742,-0.257598027153421,0.0731832621450508,0.0826040739049322,0.0767837895392075,0.0682610622664802,0.0209120291473233,-0.0677750177631191,-0.0378151260504202,-0.102597402597403,-0.0357172239525181,-0.0806698348158867,0.0245048948088618,0.0245048948088618,-0.0850544662309368,-0.0733333333333333,-0.086411461610145,-0.0449639904432871,-0.105823209049016,-0.0956911509543089,-0.0776470588235294,-0.0195386684898456,0.139802657302231,0.139802657302231,0.139802657302231,-0.120279182114369,0.138332069066937,-0.0277845455513149,0.01217862320269,-0.145454545454545,0.1,-0.0649687121166877,-0.0858333333333333,0.0337930176888068,-0.0400239463601533,-0.0511350574712644,0.115789473684211,0.108646616541353,0.102686351640691,0.10480404290804,0.125565239444088,0.230422094339018,0.151503486398579,-0.0427009954549734,-0.00333609126822276,-0.0164389233954451
"SUFU",0.123333333333333,0.123419589802569,-0.09889948153767,-0.0983560032768004,0.00613660915705525,0.00502136752136752,0.00694444444444444,0.0125,-0.118285714285714,-0.0459134195645458,-0.233171424247567,0.0946226696932131,0.127338711163298,-0.0112804436942368,-0.0185144862474283,0.226522366522367,-0.0765588531041018,-0.234242424242424,-0.0258333333333333,-0.22969696969697,0.00143939393939394,0.0245247445772105,0.0245247445772105,0.00783216783216783,0.1,0.00568649818649819,-0.140694393325972,-0.00361111111111111,-0.0487764452860182,0.0169230769230769,0.0284435504565133,0.219441298013452,0.219441298013452,0.219441298013452,-0.0506406696679611,0.218808386621047,0.032831541218638,-0.00522446612657394,-0.0133333333333333,0.1,-0.0466627229664432,0.114285714285714,0.00824471276027181,0.133179880522162,0.129824175824176,0.0933333333333333,0.0988888888888889,0.0998597626752967,0.0991552360133733,0.216725571972173,0.230197777258503,0.252696485480913,-0.0634704777688209,-0.119277577968249,-0.128738738738739
"SHH",0,0.0666666666666667,-0.0933333333333333,-0.1,0,0,0,0,0,0,-0.241025641025641,0.105714285714286,0.121433691756272,-0.1,-0.04,0.233333333333333,-0.075,-0.1,0.2,-0.2,0.0666666666666667,0.025,0.025,0.1,0,-0.0133333333333333,-0.1,0.1,-0.06,0,-0.0166666666666667,0.2,0.2,0.2,-0.0666666666666667,0.223076923076923,0,-0.0166666666666667,0.2,0,-0.0463888888888889,0,0,0.1,0.1,0.1,0.1,0.1,0.0988888888888889,0.220766283524904,0.226233766233766,0.247619047619048,-0.05,-0.106666666666667,0.0333333333333333
"Patched",-0.0333333333333333,0.106666666666667,-0.0988888888888889,-0.0933333333333333,0.0125,0,0,0,-0.1,0.00769230769230769,-0.236263736263736,0.109417989417989,0.126989247311828,-0.04,-0.0169230769230769,0.224242424242424,-0.0787037037037037,-0.2,0.1,-0.233333333333333,-0.0133333333333333,0.025,0.025,0.1,0,-0.0258333333333333,-0.133333333333333,0.0666666666666667,-0.0742857142857143,0.1,0.0133333333333333,0.223076923076923,0.223076923076923,0.223076923076923,-0.0698924731182796,0.223076923076923,-0.0166666666666667,-0.00952380952380952,0.2,0.1,-0.0473597626752967,0,0.0111111111111111,0.114285714285714,0.1,0.1,0.1,0.1,0.0998597626752967,0.216766283524904,0.227332667332667,0.247619047619048,-0.07,-0.123333333333333,-0.0666666666666667
"NOTCHic",0.0888888888888889,0.065663082437276,0.0118824033109747,0.0131068931068931,0.0153755921497857,0.0186013986013986,0.0276923076923077,0.02,-0.122222222222222,0.0449721293199554,0.0535076470029448,-0.0992900305483087,0.00125814764449927,-0.0814285714285714,-0.0785714285714286,-0.136803298569003,-0.0341095832000853,0.237142857142857,0.141666666666667,0.121013824884793,0.123114630467572,0.0251529790660225,0.0251529790660225,0.06,0.1,0.0833296842310125,-0.0716267942583732,0.0878205128205128,-0.00633366956824946,0.06,0.0933162041795136,-0.0642687747035573,-0.0642687747035573,-0.0642687747035573,-0.00573056573056573,-0.0618057205163652,0.0623809523809524,-0.030774966844331,0.0666666666666667,0,-0.00852959350904059,0.0666666666666667,0.0554175293305728,0.0829457364341085,0.0666666666666667,-0.02,-0.0276923076923077,-0.0186013986013986,-0.0114243880437992,-0.134681158145734,-0.00874323722921854,-0.0182322551662174,-0.0495918367346939,-0.0637522544117983,-0.0688888888888889
"SMO",0.0666666666666667,0.123333333333333,-0.0998597626752967,-0.0988888888888889,0.00694444444444444,0.0125,0,0,-0.1,-0.0256410256410256,-0.233351114904513,0.102275132275132,0.127960121098236,-0.0169230769230769,-0.00783216783216783,0.234242424242424,-0.0845860566448802,-0.233333333333333,0.0666666666666667,-0.224242424242424,-0.0258333333333333,0.0300847457627119,0.0300847457627119,0.04,0,-0.00361111111111111,-0.13859649122807,-0.0133333333333333,-0.0687301587301587,0.1,0.0244444444444444,0.223076923076923,0.223076923076923,0.223076923076923,-0.0556067588325653,0.220751341681574,0.0133333333333333,-0.0107896323086196,0.1,0.1,-0.046252751605186,0.1,0.0111111111111111,0.118285714285714,0.114285714285714,0.1,0.1,0.0933333333333333,0.0983560032768004,0.216766283524904,0.228883054929567,0.251067323481117,-0.073448275862069,-0.128738738738739,-0.106666666666667
"cfos",0.0857142857142857,0.0773109243697479,-0.10020931822912,-0.0992192192192192,-0.096374269005848,-0.0911111111111111,-0.08,-0.1,-0.141666666666667,-0.0575212393803098,-0.005995670995671,-0.0652083333333333,-0.0531343010176731,-0.0530434782608696,-0.0445689019896831,-0.0938461538461538,-0.0719220779220779,0.1,0.138095238095238,0.0769230769230769,0.113364055299539,0.0313002036972981,0.0313002036972981,0.04,0.1,0.0726233145587984,-0.0958333333333333,0.0714285714285714,-0.0278554778554779,0.16,0.102201740911418,-0.0065359477124183,-0.0065359477124183,-0.0065359477124183,-0.0305561948599923,-0.00287741112705245,0.0634920634920635,-0.0313513284101519,0.0666666666666667,0.1,0.0722945854523654,0.0666666666666667,0.0638730158730159,0.112719298245614,0.0916666666666667,0.1,0.08,0.0911111111111111,0.101320429340231,-0.0771592884001643,0.135608523383147,0.124991789819376,-0.0876491084238573,-0.0773109243697479,-0.0714285714285714
"AKT",0.116176470588235,0.120859397417504,-0.0879496367445072,-0.0877434511774969,-0.0889049573479984,-0.0916982534373839,-0.0932367149758454,-0.0888888888888889,-0.0274509803921569,-0.0053480993372342,-0.130445003025648,0.0485709306378529,0.0863195091444928,0.0698718831795013,0.0559478325465899,0.0242767657205108,-0.166770139627778,-0.0480769230769231,-0.133333333333333,-0.0254962779156328,-0.0822649572649573,0.033007283615245,0.033007283615245,-0.0747899159663866,-0.0333333333333333,-0.0580544309491678,-0.0725213675213675,-0.0794871794871795,-0.0910225963295017,-0.0571428571428571,-0.0127352112562197,0.120177192670343,0.120177192670343,0.120177192670343,-0.0986954100226412,0.116562734839018,0.00376310524209681,0.00420373691829815,-0.1,0.1,-0.0847946484638463,0.0333333333333333,0.0197312190733243,-0.047374194433018,0.0556561085972851,0.0888888888888889,0.0932367149758454,0.0916982534373839,0.0893342521291226,0.00790639554847811,0.202318457504935,0.133663400378202,-0.140335472828413,-0.112702297719618,-0.128176470588235
"CD44",0.0666666666666667,-0.00583333333333332,-0.123023255813953,-0.13,-0.13,-0.15,-0.1,0,-0.1,-0.104093567251462,0.0398809523809524,-0.0934265734265734,-0.0329304029304029,0.155,0.165,-0.0669172932330827,-0.021978021978022,0.1,0.1,0.114285714285714,0.09,0.0428571428571429,0.0428571428571429,-0.175,0,0.108181818181818,0.216666666666667,0.15,0.0566666666666667,-0.2,0.0930839002267574,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.00760233918128655,0.0504761904761905,0.127777777777778,-0.0596662274923144,0.1,-0.1,0.0535609597220714,0.1,0.10952380952381,0.113333333333333,0.133333333333333,-0.1,0,0.05,0.1291771019678,0.264002664002664,0.175231910946197,0.16,-0.025,-0.0108333333333333,-0.00666666666666668
"TGF",-0.16,-0.206031746031746,0.0363571665011586,0.0376729559748428,0.0186253369272237,0.0242857142857143,0.0142857142857143,0,-0.075,0.000838168923275301,0.149433106575964,0.00235027000490918,0.014760798038057,0.0471177944862156,0.0271177944862156,0.100689655172414,0.0737037037037037,-0.14,-0.06,-0.08,-0.0450574712643678,0.0501440029586483,0.0501440029586483,-0.0523809523809524,0,-0.0200574712643678,0.185526315789474,0.00666666666666667,0.0900432900432901,-0.0666666666666667,-0.0644574780058651,0.056547619047619,0.056547619047619,0.056547619047619,0.10205340114431,0.0636904761904762,-0.0209090909090909,-0.0626409988478954,0,0,-0.0414998356884653,0.1,0.0174167302313755,0.0704887218045113,0.117857142857143,0,-0.0333333333333333,-0.0433333333333333,-0.0368356354006801,0.0419916946038399,-0.00855336558457742,-0.0405202821869488,0.120776397515528,0.10781746031746,0.182222222222222
"Csl",0.0688888888888889,0.0637522544117983,0.0114243880437992,0.0118824033109747,0.0137626889239792,0.0153755921497857,0.0186013986013986,0.0276923076923077,-0.0666666666666667,0.0220963123264913,0.0524767191678933,-0.109706697214975,0.00171686324082955,-0.0785714285714286,-0.0774844720496894,-0.116803298569003,-0.0442675967441033,0.121013824884793,0.0878205128205128,0.136803298569003,0.0833296842310125,0.0511198298947518,0.0511198298947518,0.0814285714285714,0.0666666666666667,0.100571063541357,-0.0773178511689423,0.123114630467572,-0.0261493377710144,0.06,0.0672050930684025,-0.0618057205163652,-0.0618057205163652,-0.0618057205163652,-0.00375428114558549,-0.0570263087516593,0.0933162041795136,-0.0575723524652461,0.141666666666667,-0.02,-0.00922726792764524,0.122222222222222,0.0254175293305728,0.0604651162790698,0.0829457364341085,-0.0276923076923077,-0.0186013986013986,-0.0131068931068931,-0.0113672125149255,-0.134159159637159,-0.00880417568138185,-0.0159186304875542,-0.0587872390335445,-0.0703282181306192,-0.065663082437276
"TrCP",0.0714285714285714,0.0773109243697479,-0.101320429340231,-0.10020931822912,-0.0978376836399943,-0.096374269005848,-0.0911111111111111,-0.08,-0.0916666666666667,-0.0884035923214863,-0.00672294372294372,-0.0793187627811861,-0.0522185501019221,-0.0445689019896831,-0.0432355686563498,-0.0707692307692308,-0.0827916431394692,0.0769230769230769,0.0714285714285714,0.0938461538461538,0.0726233145587984,0.0605606538580698,0.0605606538580698,0.0530434782608696,0.0666666666666667,0.0946233145587984,-0.104744224422442,0.113364055299539,-0.0471924944300635,0.04,0.07510496671787,-0.00287741112705245,-0.00287741112705245,-0.00287741112705245,-0.0260215886547417,0.00212258887294755,0.102201740911418,-0.0607929527756342,0.138095238095238,0.1,0.0712565231686283,0.141666666666667,0.0294467863648191,0.0904970760233918,0.112719298245614,0.08,0.0911111111111111,0.0992192192192192,0.10173422244368,-0.0764359610945585,0.136210027142545,0.128136443907426,-0.0973042808376504,-0.0838683014189282,-0.0773109243697479
"PAK1",0.0714285714285714,0.0773109243697479,-0.101320429340231,-0.10020931822912,-0.0978376836399943,-0.096374269005848,-0.0911111111111111,-0.08,-0.0916666666666667,-0.0884035923214863,-0.00672294372294372,-0.0793187627811861,-0.0522185501019221,-0.0445689019896831,-0.0432355686563498,-0.0707692307692308,-0.0827916431394692,0.0769230769230769,0.0714285714285714,0.0938461538461538,0.0726233145587984,0.0605606538580698,0.0605606538580698,0.0530434782608696,0.0666666666666667,0.0946233145587984,-0.104744224422442,0.113364055299539,-0.0471924944300635,0.04,0.07510496671787,-0.00287741112705245,-0.00287741112705245,-0.00287741112705245,-0.0260215886547417,0.00212258887294755,0.102201740911418,-0.0607929527756342,0.138095238095238,0.1,0.0712565231686283,0.141666666666667,0.0294467863648191,0.0904970760233918,0.112719298245614,0.08,0.0911111111111111,0.0992192192192192,0.10173422244368,-0.0764359610945585,0.136210027142545,0.128136443907426,-0.0973042808376504,-0.0838683014189282,-0.0773109243697479
"EGR1",0.0714285714285714,0.0773109243697479,-0.101320429340231,-0.10020931822912,-0.0978376836399943,-0.096374269005848,-0.0911111111111111,-0.08,-0.0916666666666667,-0.0884035923214863,-0.00672294372294372,-0.0793187627811861,-0.0522185501019221,-0.0445689019896831,-0.0432355686563498,-0.0707692307692308,-0.0827916431394692,0.0769230769230769,0.0714285714285714,0.0938461538461538,0.0726233145587984,0.0605606538580698,0.0605606538580698,0.0530434782608696,0.0666666666666667,0.0946233145587984,-0.104744224422442,0.113364055299539,-0.0471924944300635,0.04,0.07510496671787,-0.00287741112705245,-0.00287741112705245,-0.00287741112705245,-0.0260215886547417,0.00212258887294755,0.102201740911418,-0.0607929527756342,0.138095238095238,0.1,0.0712565231686283,0.141666666666667,0.0294467863648191,0.0904970760233918,0.112719298245614,0.08,0.0911111111111111,0.0992192192192192,0.10173422244368,-0.0764359610945585,0.136210027142545,0.128136443907426,-0.0973042808376504,-0.0838683014189282,-0.0773109243697479
"RKIP",0.2,0.152380952380952,-0.034400687032266,-0.0309041835357625,-0.0356410256410256,-0.0433333333333333,-0.0333333333333333,0,0.0571428571428571,0.00131629887727449,0.000157604412923561,0.0486094267927884,-0.114373028490676,-0.154137931034483,-0.156265590608951,0.0381507381507381,-0.139928698752228,-0.0444444444444444,-0.0333333333333333,-0.0535353535353535,-0.00533333333333333,0.073661406025825,0.073661406025825,0.13,-0.1,-0.0233661202185792,-0.207174603174603,-0.0333333333333333,-0.0801820728291317,0.03,-0.00296563674339193,-0.1,-0.1,-0.1,-0.0514156174036544,-0.104273504273504,-0.00791613179289688,-0.020174527827007,-0.1,0,0.141301719822876,-0.1,0.087661406025825,-0.0298701298701299,-0.0571428571428571,0,0.0333333333333333,0.0385964912280702,0.0392352926302304,-0.349391793437081,-0.174349879324552,0.034845288326301,-0.144680223990569,-0.145838896306186,-0.166666666666667
"ZEB1",-0.228544061302682,-0.210063961251185,-0.240379992462435,-0.239316162675201,-0.229573619742088,-0.226480836236934,-0.226480836236934,-0.214285714285714,-0.189824561403509,-0.115132553111828,-0.147181005590371,-0.0359011795923532,0.024038684547623,-0.0370196078431373,-0.036579079208776,-0.00160832928212606,-0.0360988081690537,0.00833333333333333,0.0875,0.0181372549019608,0.100958110516934,0.0811257008858208,0.0811257008858208,0.0546666666666667,0.166666666666667,0.127648501976009,0.0680701754385965,0.128409090909091,0.11467071935157,0.0666666666666667,0.125455509110691,0.203928963443664,0.203928963443664,0.203928963443664,0.121117271881406,0.207236050057837,0.142763201418383,0.147511673377261,0.15,0.2,0.128529756610511,0.226666666666667,0.0546929685778944,0.2250938822466,0.230808167960886,0.223076923076923,0.235272045028143,0.237232829341868,0.240575687178678,0.249566787353503,0.269463391665196,0.276237930123276,0.160787789481289,0.206520654164571,0.212602032317175
"cateninnuc",0.153142857142857,0.141241884552229,-0.131861234773856,-0.130591630591631,-0.131882253144909,-0.131091739310917,-0.131091739310917,-0.124242424242424,-0.273863636363636,-0.123874452935213,-0.225226130893465,0.0949525387638769,0.153872963992454,0.170240934385128,0.167947356403477,0.249156623387999,-0.19387458383555,-0.253860640301318,-0.0566666666666667,-0.246883896115272,-0.0434297254183213,0.0851169123527047,0.0851169123527047,-0.176570048309179,0.233333333333333,-0.0414689411045958,-0.129161680275496,-0.0353551912568306,-0.162982939310483,-0.18768115942029,0.101599042461253,0.250358875358875,0.250358875358875,0.250358875358875,-0.183736707794577,0.251705676705677,0.109102453102453,-0.0424319315804352,-0.0666666666666667,0.124242424242424,-0.0883047470538209,0.270833333333333,0.0637512546765216,0.281519886363636,0.283863636363636,0.124242424242424,0.12979797979798,0.12979797979798,0.0322754849809812,0.205939055183717,0.255318421549981,0.282015464904032,-0.266706790477282,-0.141460225163583,-0.146989010989011
"ZEB2",-0.314285714285714,-0.281805813234385,-0.190578755182165,-0.189522417153996,-0.176823207373666,-0.174988344988345,-0.172424242424242,-0.159090909090909,-0.118055555555556,-0.108890142115949,-0.0895160204339695,-0.0866143629027707,-0.0704076216964945,-0.0635116015846067,-0.0574140406089969,-0.047374527112232,0.0390120472090129,0.0615384615384615,0.0642857142857143,0.0708717948717949,0.0729965156794425,0.0893829734946714,0.0893829734946714,0.0925438596491228,0.1,0.103905606588533,0.105586080586081,0.107142857142857,0.107246376811594,0.108333333333333,0.122334727564889,0.123701298701299,0.123701298701299,0.123701298701299,0.12620091244006,0.127769821185239,0.141237166589279,0.141393693533989,0.15,0.15,0.150740591235336,0.155555555555556,0.156034256355671,0.156311007268951,0.164722222222222,0.17,0.183333333333333,0.18859649122807,0.191098235701646,0.211400101234049,0.226181226446018,0.228528173561894,0.233207459207459,0.274927506356078,0.290649350649351
"TWIST1",-0.0284848484848485,-0.0419331243469175,-0.0821293356373497,-0.0810573601396467,-0.0825563909774436,-0.0825563909774436,-0.0857142857142857,-0.0857142857142857,-0.0730769230769231,-0.0526975849009747,-0.127592199721419,0.0580044848863697,-0.0195824147430017,0.216453089244851,0.207995377802065,0.128540020426813,-0.120887635756057,-0.141481481481481,-0.177777777777778,-0.138917378917379,-0.147969558599696,0.105724145197829,0.105724145197829,-0.224347826086957,0,-0.151417834461765,0.0850202429149798,-0.165777777777778,-0.0837944011857055,-0.22,0.0366169499832866,0.135623978476603,0.135623978476603,0.135623978476603,-0.124396728880963,0.133226718202631,0.034966784966785,-0.0692369772560528,-0.233333333333333,0.1,-0.0309723610468029,0.05,0.105399207838232,0.0798565840938722,0.0730769230769231,0.0857142857142857,0.0857142857142857,0.0814589665653496,0.0820718313245262,0.347918907991284,0.141275526627236,0.132700256732515,-0.0228978916807124,0.0494502086293776,0.0319331243469175
"Ecadherin",0.107454545454545,0.0944464153732446,-0.174628907668589,-0.174504374667344,-0.175671714074563,-0.173671714074563,-0.170223438212494,-0.172549019607843,-0.243809523809524,-0.133276182956404,-0.210369940067621,0.140180101336891,0.0932018737811421,0.177994376757263,0.171327710090597,0.21458389269006,-0.246733608403014,-0.223827751196172,-0.133333333333333,-0.218673112020915,-0.109005376344086,0.115840608630581,0.115840608630581,-0.187272727272727,0.2,-0.110580179493692,-0.14036366645602,-0.120833333333333,-0.150823993199595,-0.187272727272727,0.117820823244552,0.224649321266968,0.224649321266968,0.224649321266968,-0.168670650396398,0.225766639702723,0.12,-0.0613093362255374,-0.166666666666667,0.166666666666667,-0.119520121918366,0.22,0.0950304735114862,0.258816738816739,0.254920634920635,0.172549019607843,0.170223438212494,0.172832133864668,0.175375873121437,0.188732580559477,0.232258887914756,0.241648424675493,-0.245903120564474,-0.0902872833660114,-0.100787878787879
"KLF4",0.0954545454545455,0.100787878787879,-0.174504374667344,-0.172832133864668,-0.173671714074563,-0.170223438212494,-0.172549019607843,-0.166666666666667,-0.22,-0.132605042016807,-0.208824686204486,0.139035936577166,0.0935864891657575,0.187272727272727,0.177994376757263,0.218673112020915,-0.248409586056645,-0.229090909090909,-0.166666666666667,-0.223827751196172,-0.120833333333333,0.118684210526316,0.118684210526316,-0.187272727272727,0.1,-0.109005376344086,-0.144311034877073,-0.133333333333333,-0.156441970727685,-0.16,0.12,0.225384615384615,0.225384615384615,0.225384615384615,-0.167088371915385,0.224649321266968,0.12,-0.0633577533577534,-0.2,0.166666666666667,-0.0197148638852603,0.2,0.0962962962962963,0.254920634920635,0.243809523809524,0.166666666666667,0.172549019607843,0.170223438212494,0.174628907668589,0.187588691336118,0.231326921465548,0.2397927545724,-0.250250946651431,-0.0944464153732446,-0.107454545454545
"FOXC2",0.0954545454545455,0.100787878787879,-0.174504374667344,-0.172832133864668,-0.173671714074563,-0.170223438212494,-0.172549019607843,-0.166666666666667,-0.22,-0.132605042016807,-0.208824686204486,0.139035936577166,0.0935864891657575,0.187272727272727,0.177994376757263,0.218673112020915,-0.248409586056645,-0.229090909090909,-0.166666666666667,-0.223827751196172,-0.120833333333333,0.118684210526316,0.118684210526316,-0.187272727272727,0.1,-0.109005376344086,-0.144311034877073,-0.133333333333333,-0.156441970727685,-0.16,0.12,0.225384615384615,0.225384615384615,0.225384615384615,-0.167088371915385,0.224649321266968,0.12,-0.0633577533577534,-0.2,0.166666666666667,-0.0197148638852603,0.2,0.0962962962962963,0.254920634920635,0.243809523809524,0.166666666666667,0.172549019607843,0.170223438212494,0.174628907668589,0.187588691336118,0.231326921465548,0.2397927545724,-0.250250946651431,-0.0944464153732446,-0.107454545454545
"Destcompl",0.200816326530612,0.188493277528797,-0.212922942365797,-0.212101024557577,-0.212383692940163,-0.209971819099718,-0.207001522070015,-0.211111111111111,-0.302691511387164,-0.187550056780826,-0.251751411954984,0.143969665520864,0.206921502968132,0.198050364935611,0.195096778437721,0.184567430984178,-0.222412036604328,-0.190834312573443,-0.0245210727969349,-0.187573443008226,-0.0128556397843516,0.129509382846571,0.129509382846571,-0.206247086247086,0.266666666666667,-0.0200123128984715,-0.114299563875661,-0.021663929939792,-0.191476890455088,-0.212307692307692,0.177639933166249,0.257770964665342,0.257770964665342,0.257770964665342,-0.224065030775373,0.259654795120601,0.176587301587302,-0.0573672943867743,-0.0555555555555556,0.211111111111111,0.00299036106090516,0.280952380952381,0.12593867646676,0.306276976046454,0.303592412288064,0.211111111111111,0.207001522070015,0.20948908425907,0.213483880662584,0.196687870767631,0.187095672238104,0.264114797176482,-0.261079547935294,-0.186424312011556,-0.193230119634061
"miR200",-0.266666666666667,-0.241429475015813,-0.259373274876966,-0.257785973289665,-0.245774957436929,-0.244676056338028,-0.232,-0.22,-0.197894736842105,-0.0725988700564972,-0.132065930384224,-0.0385807400303684,-0.0747988169043525,-0.0706493506493506,-0.0482003710575139,-0.0385700370153906,-0.0379889027128291,0.0841379310344828,0.15,0.0289655172413793,0.118438818565401,0.158588709677419,0.158588709677419,0.0842857142857143,0.2,0.0880040359567052,0.0937814313346228,0.0766666666666667,0.122779678267507,0.114285714285714,0.141956863195801,0.208285495598928,0.208285495598928,0.208285495598928,0.112237762237762,0.212026143977981,0.0965023177412558,0.167615897933386,0.1,0.2,0.237810373207008,0.14,0.183540372670807,0.204148106114342,0.160751879699248,0.22,0.241739130434783,0.254415186772811,0.260433880937572,0.27280561221702,0.288806148244671,0.292768255409672,0.196356326600229,0.236196916876278,0.26078431372549
"AXIN2",0.235,0.241872063804217,-0.264114797176482,-0.261887364585626,-0.26219686997221,-0.26031007751938,-0.26031007751938,-0.253333333333333,-0.316908212560386,-0.238274974481871,-0.323806636155606,0.172863094602225,0.237356219579676,0.259796368057139,0.254968781850242,0.242173000067737,-0.279677126769757,-0.249122807017544,-0.0923076923076923,-0.245551378446115,-0.0577838827838828,0.188194533358646,0.188194533358646,-0.258861788617886,0.2,-0.0482756860625713,-0.155858727527732,-0.0684981684981685,-0.254487474890701,-0.246666666666667,0.227691511387164,0.327372769457545,0.327372769457545,0.327372769457545,-0.284663589477771,0.328160171032348,0.228088336783989,-0.0943011423429852,-0.1,0.233333333333333,0.0134184449630748,0.277777777777778,0.179317824186748,0.355555555555556,0.344444444444444,0.253333333333333,0.26031007751938,0.26031007751938,0.265455047933075,0.237151951299134,0.360092104373579,0.623562011526819,-0.328576809607255,-0.238241700767914,-0.243641975308642
