"","PAK1","FOXC2","SUFU","FUS","GSK3","IKK","Ecadherin","HEY1","TrCP","AKT","NFB","Jagged","LIV1","cateninmemb","SRC","STAT","Frizzled","DSH","Wnt","Destcompl","MEK","ZEB2","KLF4","miR200","RAF","PI3K","DELTA","RAS","ERK","EGR1","cfos","GLI","CD44","cateninnuc","TCFLEF","cMet","Csl","NOTCH","NOTCHic","RKIP","AXIN2","SNAI1","TWIST1","SNAI2","SMAD","ILK","ZEB1","Csn","Patched","SHH","SMO","SOSGRB2","TGF","CDC42","TGFR"
"SMAD",-0.20952380952381,-0.184407782995458,-0.175,-0.1625,-0.106688582929184,-0.115499533146592,-0.076891558376235,-0.0888062742245615,-0.2,-0.134166199813259,-0.117460317460317,-0.103016617790811,-0.08,-0.0634241462781393,-0.0657142857142857,-0.0657142857142857,-0.0523809523809524,-0.0523809523809524,-0.0543040293040293,-0.0142895906820012,-0.0128456221198157,-0.102297280650138,0.0922668255176446,0.00759310517003701,-9.25537344751311e-05,-9.25537344751311e-05,-9.25537344751311e-05,0.00188113047605118,0.0253456221198157,0.0285714285714286,0.0253456221198157,0.052865180383166,0.0673114336643749,0.0661299962809686,0.0674471188746869,0.0676750700280112,0.0933333333333333,0.102501368363437,0.092183908045977,0.128562543098342,0.108398354376507,0.125134354444838,0.108736169375761,0.211592678679348,0.0369314247396439,0.138359996168215,0.095807675389183,0.122222222222222,0.173600917431193,0.162820248286211,0.1525,0.197426796805679,0.189236620879692,0.194030851777331,0.185650963509174
"TGF",-0.08,-0.00159937888198758,-0.133333333333333,-0.193333333333333,0.0190755754356537,-0.0226190476190476,-0.0580912222430872,-0.105738233397808,0,-0.0226190476190476,-0.108333333333333,-0.116550073637702,0,-0.0562189943932597,-0.0666666666666667,-0.1,-0.0571428571428571,-0.1,-0.0471428571428571,0.00395806996695972,0.0831077694235589,-0.0858012620484016,0.0730739893211289,0.0461993944752565,0.107738095238095,0.107738095238095,0.107738095238095,0.102380952380952,-0.0764411027568922,-0.0666666666666667,-0.123809523809524,0.0490296495956873,0.0585534591194969,0.0615438897415064,0.0625008275405495,0.0566666666666667,0.0733333333333333,0.0267816091954023,0.0233333333333333,0.0848484848484848,0.0916225749559083,0.00821678321678322,0.00962962962962963,0.14869296708784,0.143685239491691,0.117878787878788,0.0217747266717518,0.0333333333333333,0.139885057471264,0.133635057471264,0.143333333333333,0.144736842105263,0.00242063492063492,0.124444444444444,0.114920634920635
"TGFR",-0.124444444444444,0.00495083945862378,-0.193333333333333,-0.143333333333333,0.0212760644332087,-0.0226190476190476,-0.0551951404713666,-0.126633755785868,-0.0333333333333333,-0.0226190476190476,-0.0226190476190476,-0.125970363492775,-0.1,-0.0555261537466084,-0.0566666666666667,-0.0666666666666667,-0.0471428571428571,-0.0571428571428571,-0.0490296495956873,0.00355484416050811,0.0803680433961616,-0.0786314507276469,0.0837882750354146,0.0453196290793621,0.102380952380952,0.102380952380952,0.102380952380952,0.104720133667502,-0.0831077694235589,-0.123809523809524,-0.0764411027568922,0.0522554560473002,0.0625008275405495,0.0614553157822505,0.0615438897415064,0.0585534591194969,0.0233333333333333,0.0260621847349706,0.0267816091954023,0.0705627705627706,0.0937684977026894,0.0214911194999691,0.00571503888229867,0.147767041161915,0.126247517071762,0.143685239491691,0.0206426512000537,0.108333333333333,0.133635057471264,0.152279125267875,0.139885057471264,0.148440545808967,-0.00254390408645728,0.114920634920635,0.00242063492063492
"PI3K",-0.1,-0.150968641114983,0,-0.05,0.127657527657528,0.186274509803922,-0.0878547456799312,-0.0758349308848754,0.2,0.193966817496229,0.133333333333333,-0.0478070175438596,0.1,-0.071996151823701,0.0111111111111111,0,0.0111111111111111,0,0.0328502415458937,-0.0150864945143443,-0.0455021352803416,-0.0769970949575604,0.0697368421052632,-0.0140455283897907,0.0967619047619048,0.0967619047619048,0.0967619047619048,0.100871493803001,0.0504201680672269,0,-0.0142857142857143,-0.022081010776663,-0.022081010776663,-0.0238912501616009,-0.0203860955224257,-0.0328502415458937,-0.05,-0.0775434243176179,-0.0807692307692308,0.0459599224305107,-0.078952380952381,0.0791022544283414,0.0692031813913496,0.0883584883310313,0.0760835534213685,0.0688835534213685,0.136697745751984,-0.166666666666667,0.017948717948718,0.0290598290598291,0.0333333333333333,0.112307692307692,0.139632711621234,0.164705882352941,0.156705882352941
"AKT",-0.164705882352941,-0.155479919310471,-0.05,-0.0333333333333333,0.13330268894785,0.193966817496229,-0.0870971699223554,-0.0826018481781085,0.166666666666667,0.0767951003245121,0.186274509803922,-0.0497937725107471,0,-0.0718942150245165,0.0328502415458937,0.0111111111111111,0.0328502415458937,0.0111111111111111,0.022081010776663,-0.0148383555565279,-0.0366413757866708,-0.0769970949575604,0.0774291497975708,-0.00923269416519175,0.100871493803001,0.100871493803001,0.100871493803001,0.102076313080109,0.0455021352803416,-0.0142857142857143,0.0504201680672269,-0.0204050331230317,-0.0203860955224257,-0.0234297117000625,-0.0238912501616009,-0.022081010776663,-0.0807692307692308,-0.0714458633420081,-0.0775434243176179,0.0453388044180883,-0.0771473268007564,0.0823603997917499,0.0725670957644383,0.0862479355672122,0.0609320382698534,0.0760835534213685,0.143547060820477,-0.133333333333333,0.0290598290598291,0.037480881691408,0.017948717948718,0.114529914529915,0.145372892890116,0.156705882352941,0.139632711621234
"NFB",-0.25,-0.282151164461921,-0.08,-0.14,0.0958252531781944,-0.0124839124839125,0.0495370514454073,-0.153178903140203,0.1,-0.0124839124839125,-0.0476190476190476,-0.106771557449448,0.1,0.0504726737614186,0.0743589743589744,0.0666666666666667,0.0743589743589744,0.0666666666666667,0.0758974358974359,-0.0219457649842757,-0.0181493930905696,-0.0745021173623714,0.0692307692307692,0.00186058260667482,0.124275964315841,0.124275964315841,0.124275964315841,0.122285914564597,0.024031746031746,0.00714285714285715,-0.00485714285714285,-0.0770210314030539,-0.0764624076488483,-0.0765894863284214,-0.0760404667205783,-0.0758974358974359,0.0138528138528139,-0.00296234231718103,-0.00360750360750361,0.106473308112652,-0.107375886524823,0.11268159302249,0.11780578898226,0.251361815914694,0.162313027306448,0.152275852585259,0.136310546481145,-0.0857142857142857,0.114584929757344,0.115789749034452,0.121481481481481,0.225225563909774,0.267242347525892,0.277272727272727,0.271672727272727
"ZEB2",-0.37012987012987,-0.3441554001554,-0.25,-0.235714285714286,-0.214886411097068,-0.211388888888889,-0.208327838462995,-0.201205729754117,-0.2,-0.197370197300104,-0.195833333333333,-0.176743893779508,-0.15,-0.141342387305417,-0.136666666666667,-0.13,-0.129393939393939,-0.122727272727273,-0.121701631701632,-0.0948083874032797,-0.0883045536737201,-0.0678217294830525,-0.0271234992408154,0.0142631825251611,0.0389177489177489,0.0389177489177489,0.0389177489177489,0.0395601472046868,0.0797679683078664,0.0833333333333333,0.0991228070175439,0.120784200508971,0.130477582846004,0.131051938068246,0.131181808198117,0.13140350877193,0.158974358974359,0.159630096679277,0.165641025641026,0.170515297906602,0.171616679337208,0.188609585859821,0.196438236531426,0.199237139753082,0.218209387658031,0.227965485219006,0.232350744874909,0.233333333333333,0.236968641114983,0.24424136838771,0.244285714285714,0.342857142857143,0.355370026798598,0.361038961038961,0.361719233147805
"RAS",-0.06,-0.0822222222222222,0.1,0.1,0.162002583979328,0.233333333333333,-0.0877252789565541,-0.0191699604743083,0.2,0.261111111111111,0.266666666666667,0.0590853538340233,0,-0.0854995488837574,0.05,0.1,0.05,0.1,0.0558823529411765,-0.0843368918950314,-0.12577915376677,-0.0675073637702504,0.0767857142857143,0.0586461538461538,0.222564102564103,0.222564102564103,0.222564102564103,0.116794871794872,0.104210526315789,0.12,0.12,-0.0683823529411765,-0.0707759699624531,-0.0636110102762469,-0.0661605853470685,-0.0558823529411765,-0.25,-0.251191658391261,-0.234210526315789,-0.0265408805031446,-0.0901449275362319,0.0100196656833825,0.0118494271685761,-0.190521219317968,-0.0871985157699443,-0.0974025974025974,0.0659167893961708,-0.3,-0.0866666666666667,-0.0951412429378531,-0.0666666666666667,0.0822510822510823,0.0743040186371578,0.04,0.0752941176470588
"IKK",-0.25,-0.287330447330447,-0.1,-0.08,0.0938644688644689,-0.0476190476190476,0.0477714013651505,-0.151393188854489,0.2,-0.0124839124839125,0.0857142857142857,-0.105332708528585,0.1,0.0497334974150617,0.0666666666666667,0.1,0.0666666666666667,0.1,0.0743589743589744,-0.0226102168115182,-0.024031746031746,-0.0664561403508772,0.0846153846153846,-0.00387959866220736,0.122867513611615,0.122867513611615,0.122867513611615,0.124275964315841,-0.00485714285714285,0.05,0.00714285714285715,-0.0758974358974359,-0.0758974358974359,-0.0760404667205783,-0.0764624076488483,-0.0743589743589744,0.00909090909090909,-0.00360750360750361,0.0138528138528139,0.105191256830601,-0.106666666666667,0.114051456036189,0.118758169934641,0.251158563882174,0.152275852585259,0.149305555555556,0.145122807017544,-0.1,0.121481481481481,0.114584929757344,0.14,0.217857142857143,0.271672727272727,0.25,0.277272727272727
"TWIST1",-0.0775757575757576,-0.104141985171618,-0.0333333333333333,-0.0444444444444444,0.0537214186220937,-0.0873626373626374,0.105881863106666,-0.114422300862979,-0.1,-0.0754982305829763,-0.0730769230769231,-0.0737524049736835,0.0666666666666667,0.0881014817055426,0.0642857142857143,0.080952380952381,0.0642857142857143,0.080952380952381,0.0695488721804511,0.0667972858067909,0.0457588487767114,-0.0657157157157157,0.07149259954138,0.0515225517940118,0.0227196354141326,0.0227196354141326,0.0227196354141326,0.0230621011675572,-0.0502364607170099,-0.0266666666666667,-0.0397101449275362,-0.0719488721804511,-0.0713522784145701,-0.0697264826667191,-0.0687489093487202,-0.0685410334346505,0.0785185185185185,0.073801537386443,0.0785185185185185,0.0852311939268461,-0.103403639371381,0.0602108060184901,-0.0674563219643311,0.22968876983914,0.126857190223527,0.125207025207025,0.0776188469170925,0.05,0.0418143074581431,0.0373808099211973,0.0404444444444444,0.0149347728295097,0.0786290919564032,0.0706792058516196,0.0806792058516196
"Frizzled",-0.0666666666666667,-0.109978344788626,0,-0.05,0.128824451410658,0.0691666666666667,-0.10777952050572,-0.0475613747954173,0.1,0.0816666666666667,0.00666666666666668,-0.033201871657754,0.1,-0.0763377723970944,0,0,0,0.1,0.0263157894736842,-0.015750015597836,-0.0247058823529412,-0.0614888892045589,0.0535014005602241,-0.00946022727272727,0.0630553656869446,0.0630553656869446,0.0630553656869446,0.0638427672617478,0.0247058823529412,0,-0.04,-0.0191729323308271,-0.0191729323308271,-0.0196711978622052,-0.0158616740526814,-0.0263157894736842,-0.0357142857142857,-0.0754201680672269,-0.0773809523809524,0.0133333333333333,-0.0709090909090909,0.0444789510006901,0.0584593837535014,0.035973838790384,0.0535344416022529,0.0376465911349632,0.110169467448897,-0.0666666666666667,0.00844155844155844,0.0116673648931713,0.0227272727272727,0.0878787878787879,0.10231884057971,0.126666666666667,0.12231884057971
"GSK3",-0.12231884057971,-0.115902245449369,-0.0227272727272727,-0.00844155844155844,0.0334953209204853,0.0667241379310345,-0.10864672952252,-0.0501777773936083,0.00666666666666668,0.0598865310934277,0.0816666666666667,-0.0339114286090356,0,-0.0758069559895874,0.0191729323308271,0.0263157894736842,0.0191729323308271,0.0263157894736842,0.0159049584746179,-0.0165012746423873,-0.0135942965703028,-0.0607611569912936,0.0599491883020161,-0.00404319127352789,0.0658035515754733,0.0658035515754733,0.0658035515754733,0.0664338036763136,0.0164352056612119,0.0247058823529412,0.0247058823529412,-0.0201502414934858,-0.0196711978622052,-0.0192452359181643,-0.0190478674971117,-0.0158616740526814,-0.0754201680672269,-0.0662693189163777,-0.0691264617735206,0.0142026394657974,-0.0704736632844835,0.0479341005023513,0.0627637398708632,0.0328649003915998,0.0371581014704321,0.0373080265079133,0.120881872826159,-0.0691666666666667,0.0245508004759934,0.0154598913850843,0.0116673648931713,0.0848498599150896,0.109116839328928,0.10231884057971,0.104757864969954
"DSH",-0.126666666666667,-0.111277046087328,-0.05,-0.0227272727272727,0.134160878324811,0.0816666666666667,-0.106638168442507,-0.0615964625147156,0.0666666666666667,0.0667241379310345,0.0691666666666667,-0.0378530344484517,0,-0.0766911292875538,0.0263157894736842,0,0.0263157894736842,0,0.0191729323308271,-0.0149866568192101,-0.0164352056612119,-0.0591266844801495,0.062239264637894,-0.00580169068736142,0.0638427672617478,0.0638427672617478,0.0638427672617478,0.0658035515754733,0.0247058823529412,-0.04,0.0247058823529412,-0.0159049584746179,-0.0158616740526814,-0.0190478674971117,-0.0196711978622052,-0.0191729323308271,-0.0773809523809524,-0.0691264617735206,-0.0754201680672269,0.00843822843822844,-0.0687993862677407,0.0511456176673568,0.0605870433279695,0.0332963067764143,0.0373080265079133,0.0535344416022529,0.115681278472519,-0.00666666666666668,0.0116673648931713,0.0245508004759934,0.00844155844155844,0.0927568366592757,0.104757864969954,0.12231884057971,0.10231884057971
"FUS",-0.166666666666667,-0.104736842105263,0.0666666666666667,-0.0933333333333333,0.00141556768825659,-0.122857142857143,-0.0862751735510439,-0.0827998088867654,-0.1,-0.119010989010989,-0.142857142857143,-0.136666666666667,0.1,-0.141913041855409,0.08,0.1,-0.0125,0,-0.00694444444444444,0.023632952799478,-0.0240109315971385,-0.0519903989463104,0.0579690346083789,0.000700947129070954,-0.00449463327370304,-0.00449463327370304,-0.00449463327370304,-0.00318458960558077,0.0274592074592075,0.02,0.0123076923076923,0.00694444444444444,-0.0865264293419633,-0.0860279004109401,-0.0827670308457227,-0.0855555555555556,0.227272727272727,0.207272727272727,0.207272727272727,0.0929356897398135,-0.239149256540561,0.101481030635017,0.00623025242674149,-0.223168007515435,0.0962621607782898,0.0917460317460317,0.147727115177983,0.1,0.0669444444444444,0.0639141414141414,0.0558333333333333,0.0796221322537112,0.172383553766532,0.175,0.177702702702703
"Wnt",-0.1,-0.128582995951417,0,0,0.13064263322884,0.00666666666666668,-0.110809823536023,-0.0369230769230769,0.1,0.0691666666666667,0.0666666666666667,-0.030171568627451,0,-0.0791949152542373,0,0.1,0.1,0.2,0,-0.0186677874811252,-0.0247058823529412,-0.050597800095648,0.0725490196078431,-0.0172727272727273,0.0766917293233083,0.0766917293233083,0.0766917293233083,0.0630553656869446,-0.04,0.1,0,-0.0263157894736842,-0.0263157894736842,-0.0158616740526814,-0.0191729323308271,0,-0.05,-0.0773809523809524,-0.0357142857142857,0.0133333333333333,-0.0709090909090909,0.041304347826087,0.0594117647058823,0.0343965517241379,0.0376465911349632,0.0213675213675214,0.128981348637016,-0.1,0.0227272727272727,0.00844155844155844,0.05,0.0727272727272727,0.12231884057971,0.0666666666666667,0.126666666666667
"SUFU",-0.175,-0.10498498106308,-0.0933333333333333,-0.0558333333333333,0.000901428870775868,-0.119010989010989,-0.0867901066097463,-0.0852094474409823,-0.1,-0.12370897558817,-0.122857142857143,-0.135954077593032,0.1,-0.143140872687605,0.0855555555555556,0.08,-0.00694444444444444,-0.0125,-0.00694444444444444,0.0254936651865062,-0.0193300805333087,-0.0500580317965519,0.0633582561652651,0.00107269434096687,-0.00318458960558077,-0.00318458960558077,-0.00318458960558077,-0.000336488339757986,0.0240109315971385,0.0123076923076923,0.0274592074592075,0.0102901693515076,-0.0827670308457227,-0.0855675423546741,-0.0860279004109401,-0.0865264293419633,0.207272727272727,0.21044733044733,0.207272727272727,0.0917111999438951,-0.237041528203324,0.103014250396516,0.00808592252983428,-0.224684157812073,0.0914122762517309,0.0962621607782898,0.150625665902621,0.142857142857143,0.0639141414141414,0.0666168441168441,0.0669444444444444,0.0831186357502147,0.17258079242531,0.177702702702703,0.172383553766532
"TCFLEF",-0.194871794871795,-0.188955195726759,-0.15,-0.143333333333333,-0.0659000498752199,0.106171763720151,0.0600407242052987,-0.0871580550004758,0.0857142857142857,0.0953021985027595,0.112623376623377,0.0378569363080961,-0.0333333333333333,0.0485658615319812,-0.0133333333333333,-0.0333333333333333,-0.00745098039215686,-0.0274509803921569,-0.0202714932126697,-0.0898168720003903,0.0152994856479177,-0.0447355130249867,0.0481315253374077,-0.0150101705523392,0.165742718221058,0.165742718221058,0.165742718221058,0.164560063818955,-0.00781649245063879,-0.0328571428571428,-0.00114982578397212,0.0184081391754026,0.024895984518626,-0.0766790441182583,-0.0786549891354404,0.0261538461538461,-0.194500239120038,-0.181074403669579,-0.182735533237685,0.0138903430224549,0.376204151404151,0.00422316409764109,0.118236294386175,0.202271888654971,0.0629156813465961,0.0707550694919116,0.105870193159667,-0.0766233766233766,0.138571428571429,0.142252410166521,0.138571428571429,0.22695470597267,0.178651451180314,0.183243887895051,0.172028934624023
"Destcompl",-0.135510204081633,-0.117330634713263,-0.1,-0.0896551724137931,0.0139608848056567,0.082099490795143,-0.00585272786900359,-0.0519693981232443,0.0666666666666667,0.080086067976351,0.0884057971014493,-0.00356677685405845,-0.0333333333333333,0.00700792938330233,-0.0132746249184605,-0.0119047619047619,-0.0132746249184605,-0.0119047619047619,-0.0162449219481635,-0.0985028311811109,-0.0373220899595666,-0.0387523310280017,0.0358637870897311,0.0264230796055477,0.0926616804651592,0.0926616804651592,0.0926616804651592,0.0925046945938876,0.0369001490312966,0.0266666666666667,0.0418181818181818,0.0142041056216329,0.0145184060129879,0.0151013487386031,0.0152033375198372,0.0167572119831372,-0.0651155503329416,-0.0620550815693275,-0.0618546807677242,0.00242826418951182,0.112055771889376,0.0211803360747312,0.0179257862223425,0.134623376572976,0.0387844611528822,0.044047619047619,0.0798829713815838,-0.0666666666666667,0.0896403685647924,0.0913811809439026,0.0839408866995074,0.117649762152702,0.124014222748991,0.123786066150598,0.122733434571651
