"","TGFR","PAK1","GSK3","EGR1","MEK","ERK","ZEB2","ZEB1","cfos","RKIP","SNAI2","Destcompl","TrCP","SOSGRB2","RAS","Wnt","DSH","cateninnuc","RAF","PI3K","DELTA","Patched","TCFLEF","SRC","Csn","miR200","Ecadherin","ILK","LIV1","FOXC2","NOTCH","Jagged","NOTCHic","Csl","cateninmemb","SMAD","AKT","IKK","NFB","HEY1","STAT","cMet","FUS","KLF4","SHH","CD44","Frizzled","SMO","GLI","AXIN2","SUFU","SNAI1","TWIST1","TGF","CDC42"
"Frizzled",-0.395072463768116,-0.366666666666667,-0.451823406478579,-0.2,-0.268104575163399,-0.245882352941176,-0.0319426490712199,-0.0319426490712199,-0.24,-0.286190476190476,-0.32675894702491,-0.499032488217595,0.1,-0.0484848484848485,-0.413157356526606,-0.190789473684211,-0.2,-0.257643778319972,-0.393472317156528,-0.393472317156528,-0.393472317156528,0.00346320346320346,-0.244786635462829,-0.175,0.133333333333333,0.147313762626263,0.0191161055047758,0.0906380441264162,-0.1,-0.0611693814141795,-0.260014005602241,-0.144027035056447,-0.23452380952381,-0.192857142857143,-0.129591740651063,-0.0953109413226779,-0.249583333333333,-0.218333333333333,-0.193333333333333,-0.100174577195854,0.1,0.190789473684211,0,0.0274509803921569,-0.00991481636642927,0.222932330827068,0.175,-0.0272727272727273,0.222932330827068,0.262861169837914,0,0.240027605244997,0.276316526610644,0.405548654244306,0.373333333333333
"AKT",-0.385703491152559,-0.355882352941176,-0.469456857360083,-0.242857142857143,-0.279430510531666,-0.266772282683565,-0.0303439452864036,-0.0303439452864036,-0.248739495798319,-0.270516567831146,-0.339182660664899,-0.510970940961624,0.0333333333333333,-0.0849145299145299,-0.421345505130288,-0.206525455221107,-0.155555555555556,-0.249086143760828,-0.401827432841131,-0.401827432841131,-0.401827432841131,0.0207264957264957,-0.239701528376213,-0.177294685990338,0.1,0.145655544209064,0.0427468533745483,0.0991014005602241,-0.1,-0.0603261813069259,-0.28665193972039,-0.152416056698036,-0.261042183622829,-0.238461538461538,-0.140832114698568,-0.102131703590527,-0.275721011015129,-0.152488687782805,-0.129411764705882,-0.109922040496256,0.155555555555556,0.206525455221107,-0.0333333333333333,0.0357624831309042,-0.0144107062528115,0.226299466520542,0.177294685990338,-0.0179487179487179,0.226078527846806,0.268227608733024,0,0.230832485803882,0.275383565620738,0.39869442770845,0.371882352941176
"cfos",0.144257703081232,0.157142857142857,-0.115844155844156,0.32,0.143787767133382,0.155652173913043,-0.0131403974018986,-0.0131403974018986,0.16,0.0886013986013986,0.13612190728979,-0.108071648692963,0,0.0847222222222222,-0.120176417450449,-0.0788888888888889,-0.05,-0.0807663108653208,-0.125054466230937,-0.125054466230937,-0.125054466230937,-0.075652841781874,-0.0811366812356911,-0.09,-0.0333333333333333,-0.0833927510398099,-0.0681910417756044,-0.0677248677248677,-0.1,-0.00724055475848876,0.00282051282051282,0.0261111111111111,0.00128205128205128,0.0166666666666667,0.0612553324050661,0.0661119644990613,0.0280701754385965,0.0333333333333333,0.0333333333333333,0.0675662168915542,0.05,0.0788888888888889,0.0761904761904762,0.0118730158730159,0.0694800022757012,0.0761861861861862,0.09,0.0595238095238095,0.0762573099415205,0.0982758620689655,0.0333333333333333,-0.0447082031892159,-0.0574372294372294,-0.147288006111536,-0.161904761904762
"PAK1",0.147288006111536,0.161904761904762,-0.117662337662338,0.16,0.142454433800049,0.143787767133382,-0.0128188539935385,-0.0128188539935385,0.155652173913043,0.0869439400378627,0.135217748157783,-0.109124280271911,-0.0333333333333333,0.0738311331133113,-0.125176417450449,-0.0762573099415205,-0.09,-0.0811801039687691,-0.120176417450449,-0.120176417450449,-0.120176417450449,-0.0694800022757012,-0.0807663108653208,-0.0788888888888889,-0.0333333333333333,-0.0828851368266119,-0.0701979621908293,-0.0661119644990613,-0.05,-0.00724055475848876,0.000622710622710621,0.0224301295160191,0.00282051282051282,0.00128205128205128,0.0599732811230149,0.0628861580474484,0.0225146198830409,0.0280701754385965,0.0333333333333333,0.0675662168915542,0.09,0.0761861861861862,0.0595238095238095,0.013512360135311,0.0674800022757012,0.0811366812356911,0.0788888888888889,0.075652841781874,0.0816231636000571,0.100791585339406,0.0761904761904762,-0.0439922127357552,-0.054176359872012,-0.146741558024104,-0.144257703081232
"EGR1",0.147288006111536,0.161904761904762,-0.117662337662338,0.16,0.142454433800049,0.143787767133382,-0.0128188539935385,-0.0128188539935385,0.155652173913043,0.0869439400378627,0.135217748157783,-0.109124280271911,-0.0333333333333333,0.0738311331133113,-0.125176417450449,-0.0762573099415205,-0.09,-0.0811801039687691,-0.120176417450449,-0.120176417450449,-0.120176417450449,-0.0694800022757012,-0.0807663108653208,-0.0788888888888889,-0.0333333333333333,-0.0828851368266119,-0.0701979621908293,-0.0661119644990613,-0.05,-0.00724055475848876,0.000622710622710621,0.0224301295160191,0.00282051282051282,0.00128205128205128,0.0599732811230149,0.0628861580474484,0.0225146198830409,0.0280701754385965,0.0333333333333333,0.0675662168915542,0.09,0.0761861861861862,0.0595238095238095,0.013512360135311,0.0674800022757012,0.0811366812356911,0.0788888888888889,0.075652841781874,0.0816231636000571,0.100791585339406,0.0761904761904762,-0.0439922127357552,-0.054176359872012,-0.146741558024104,-0.144257703081232
"NFB",-0.0932242424242424,-0.0833333333333333,-0.260284421460892,-0.0357142857142857,-0.0580672268907563,-0.0534920634920635,-0.0120033993028548,-0.0120033993028548,-0.0557142857142857,-0.0386717108028583,-0.282771179229386,-0.207246748253535,0.1,-0.050203449800973,-0.145473496503577,0.0142735042735043,0.0388888888888889,-0.00179547023756168,-0.140995884563278,-0.140995884563278,-0.140995884563278,0.0968071519795658,0.00314570623302655,0.0311965811965812,0.0857142857142857,0.0117848013014176,0.032678192654894,0.109811606160616,0.05,0.0770731791448923,-0.142874831261928,-0.0543524730356296,-0.134487734487734,-0.123376623376623,-0.0814829127186882,-0.113157331067679,-0.218116688116688,-0.215894465894466,-0.202380952380952,-0.115264263600177,-0.0388888888888889,-0.0142735042735043,-0.1,0.00659340659340659,-0.0931926941482405,-0.0103187020136173,-0.0311965811965812,-0.103703703703704,-0.0109027177566503,-0.0336271529888551,-0.12,0.0294192702584421,0.0659010270774977,0.102717913310318,0.0924242424242424
"SOSGRB2",-0.0208791208791209,-0.0285714285714286,-0.00332194531353017,0.00952380952380952,0.00848640848640849,-0.0096954096954097,-0.0114035087719298,-0.0114035087719298,-0.00158730158730159,0.0902777777777778,0.189133914404802,-0.100263867377961,0,-0.0730555555555556,-0.0255396204548747,0.00119047619047619,0,0.00813348526357876,-0.0229755178907721,-0.0229755178907721,-0.0229755178907721,0.0301801801801802,0.0117663724528713,0.0428571428571429,0,0.0543276507984561,0.147554989910091,0.0137634408602151,0,-0.0265934065934066,-0.0161331626120359,-0.00342198236056629,-0.00909090909090909,-0.00909090909090909,-0.128759603759604,-0.0144627415595158,-0.0185672514619883,-0.0269005847953216,-0.0111111111111111,-0.00284090909090909,0,-0.00372670807453416,0,0.0114035087719298,-0.00924994762204065,-0.013871635610766,-0.0428571428571429,-0.0166666666666667,-0.0113354037267081,-0.0155734323432343,0,-0.0340639658848614,-0.0231304347826087,0.0329358584677734,0.0285714285714286
"STAT",0.211782296650718,0.204545454545455,0.0564663996439697,0.233333333333333,0.199721695129665,0.205098039215686,-0.0102026178949256,-0.0102026178949256,0.193333333333333,0.111024774774775,0.15518202221833,0.0834188629557084,0,0.018431855500821,0.0646243811957582,0.0349025974025974,0.0428571428571429,0.0423287026532121,0.0564154259718776,0.0564154259718776,0.0564154259718776,-0.0416279069767442,0.041017618028659,0.0303571428571429,-0.05,-0.0879030751496762,0.0289965816104635,-0.0734299516908213,-0.1,-0.0330770279481936,0.0550738059590144,0.0537295984342781,0.04827768945416,0.0509803921568627,-0.0252913484644161,0.0734299516908213,0.0632364810330912,0.0547619047619048,0.05,0.076,-0.0428571428571429,-0.0349025974025974,0.05,0.105387205387205,0.0372031282156822,-0.0425949050949051,-0.0303571428571429,0.03,-0.0424656226126814,-0.095406162464986,0,-0.0697812443691771,-0.160701034764003,-0.211299204863278,-0.217045454545455
"Patched",-0.16,-0.1,-0.28021978021978,-0.1,-0.189230769230769,-0.12,-0.00833333333333333,-0.00833333333333333,-0.1,-0.145714285714286,-0.465501915708812,-0.347652347652348,0,0.0833333333333333,-0.357211538461538,-0.15,0,-0.322060409924488,-0.338461538461538,-0.338461538461538,-0.338461538461538,-0.0533333333333333,-0.305555555555556,-0.2,0,0.10952380952381,-0.095391046386192,0.0333333333333333,-0.1,0.03,-0.296969696969697,-0.196190476190476,-0.233333333333333,-0.2,-0.146344086021505,-0.0333333333333333,-0.171428571428571,-0.1,-0.1,-0.0384615384615385,0.1,0.25,-0.1,0.0333333333333333,0.0408333333333333,0.283333333333333,0.1,-0.0666666666666667,0.175,0.416883116883117,-0.2,0.123655913978495,0.211111111111111,0.176666666666667,0.1
"SMAD",-0.223743204103579,-0.238095238095238,-0.0605092456972156,-0.2,-0.201739136707254,-0.202700675168792,-0.00733098994030766,-0.00733098994030766,-0.209677419354839,-0.15159748655028,-0.103018838840325,0.0144756192919184,-0.05,-0.117834960070985,0.00399455267784387,0.0561355311355311,0.0619047619047619,0.0646573717566937,4.71842567912426e-05,4.71842567912426e-05,4.71842567912426e-05,-0.0257492354740061,0.0654679087374434,0.0685714285714286,-0.0611111111111111,0.109778240906575,0.0747213011963736,-0.0224529808091452,0.04,-0.0213230303153604,0.0939299397920088,0.0858044965786901,0.093136288998358,0.0942857142857143,-0.0589208545052966,-0.0761184477622834,0.0597217553688142,0.0543884220354809,0.0563492063492064,0.0554646906496139,-0.0685714285714286,-0.0626890756302521,0.0416666666666667,0.00571284989195437,0.0268644771096939,-0.0666890756302521,-0.0619047619047619,0.0266666666666667,-0.0604520778981211,-0.105219683414257,0.0166666666666667,0.120485751703494,0.113171692220225,0.224938423227085,0.22541918175721
"IKK",-0.0924242424242424,-0.05,-0.255970695970696,-0.05,-0.0534920634920635,-0.0557142857142857,-0.00702255639097744,-0.00702255639097744,-0.0357142857142857,-0.0284153005464481,-0.275047601993613,-0.201765020678785,0,-0.0533613445378151,-0.140995884563278,0.0311965811965812,0.05,0.00314570623302655,-0.122686025408348,-0.122686025408348,-0.122686025408348,0.103703703703704,0.0103187020136173,0.0388888888888889,0.1,0.00846153846153846,0.0333202472295329,0.104861111111111,0.1,0.0782683982683983,-0.134487734487734,-0.0500359262730397,-0.123376623376623,-0.109090909090909,-0.0809549296141475,-0.109811606160616,-0.215894465894466,-0.202380952380952,-0.0857142857142857,-0.109907120743034,-0.05,-0.0311965811965812,-0.12,0.00659340659340659,-0.0968071519795658,-0.0142735042735043,-0.0388888888888889,-0.1,-0.0142735042735043,-0.0414285714285714,-0.1,0.0296932428611818,0.0598692810457516,0.0932242424242424,0.0833333333333333
"GLI",0.0752841032314032,0.085,-0.221210308646021,0.0828571428571429,0.0691813159216474,0.0763636363636364,-0.00607125789383854,-0.00607125789383854,0.0828571428571429,0.0765661581053835,0.128140651911943,-0.13805248481122,-0.0166666666666667,0.0891299850591886,-0.0280033685764311,-0.20853889943074,-0.22,-0.0881715447499935,-0.0226568339229658,-0.0226568339229658,-0.0226568339229658,-0.144105800214823,-0.0877531347081525,-0.0867741935483871,-0.00555555555555556,-0.0895333356014471,-0.0824554426688919,-0.024829452932608,-0.05,0.00560694014447885,-0.0247871668561324,-0.0158818938616459,-0.0228824049513705,-0.0228824049513705,0.0651252830651529,0.0232078313109864,-0.0095609186657119,-0.0017484186657119,0.000292397660818716,0.0233746634425752,0.09,0.0794571203776554,0.130357142857143,0.0068022308022308,0.13793296070865,0.0880778100328278,0.216774193548387,0.146146616541353,0.117475069643506,0.105667270531401,0.142857142857143,-0.0572069305665736,-0.061889213408738,-0.0755193973490502,-0.0746551724137931
"SMO",0.176666666666667,0.1,0.28895764429745,0.1,0.192261072261072,0.189230769230769,0.00663841807909605,0.00663841807909605,0.12,0.14015873015873,0.488359058565955,0.360055448427541,0,-0.0675438596491228,0.382792933810376,0.175,0.1,0.336346124210202,0.357211538461538,0.357211538461538,0.357211538461538,0.0408333333333333,0.322060409924488,0.25,-0.1,-0.105726341169379,0.103878131257041,-0.0333333333333333,0.1,-0.0403448275862069,0.331969696969697,0.21047619047619,0.296969696969697,0.233333333333333,0.145373212235098,0.0444444444444444,0.207428571428571,0.171428571428571,0.1,0.0432234432234432,-0.2,-0.283333333333333,0.0666666666666667,-0.0166666666666667,-0.0519444444444444,-0.305555555555556,-0.15,-0.0533333333333333,-0.197222222222222,-0.447917599641738,0.1,-0.133179723502304,-0.216993464052288,-0.182072072072072,-0.16
"SUFU",0.192710369944413,0.176666666666667,0.301172310150207,0.189230769230769,0.212647474804481,0.200307049272566,0.00952215003724785,0.00952215003724785,0.192261072261072,0.154827360497464,0.517800612043065,0.373904736544982,-0.1,-0.0902711323763955,0.404469458048947,0.214529914529915,0.175,0.348884487381557,0.393709964378061,0.393709964378061,0.393709964378061,0.0529545454545454,0.343411341601506,0.305555555555556,-0.171428571428571,-0.108199748361399,0.114440889605305,-0.052831541218638,0.25,-0.0459018342467789,0.366132756132756,0.237048036053273,0.347878787878788,0.331969696969697,0.149530764804701,0.0539862756297234,0.238430120215355,0.218967032967033,0.207428571428571,0.0683151142553971,-0.283333333333333,-0.322060409924488,-0.0408333333333333,-0.0260904420666863,-0.0548850473850474,-0.336346124210202,-0.197222222222222,-0.0519444444444444,-0.229028055793855,-0.486752748811883,-0.0533333333333333,-0.126510056824923,-0.235237108463147,-0.199613723001612,-0.182072072072072
"Ecadherin",0.0979231337767923,0.0972727272727273,0.13776037304653,0.125454545454545,0.135986180789092,0.126182259220464,0.0116027174152275,0.0116027174152275,0.131336898395722,0.0411426811105784,0.198485269784978,0.151666589867637,-0.1,-0.0482328247720502,0.164631647244201,0.0822357972860355,0.0607843137254902,0.0899003462475629,0.163514328808446,0.163514328808446,0.163514328808446,0.0387096774193548,0.0887798980682912,0.077063383492932,-0.12,-0.0117571730979552,0.00848031043000831,-0.0379130434782609,0.0666666666666667,-0.0876446766869976,0.173961675911907,0.0899495706692108,0.166154984462092,0.163062200956938,0.00644523836597007,0.0371866512264449,0.156315536315536,0.145925925925926,0.153333333333333,0.0511541675852769,-0.0607843137254902,-0.0814112095798886,-0.0333333333333333,-0.0248476324425691,-0.0371348742697485,-0.0844212430247046,-0.077063383492932,-0.0333333333333333,-0.0849024639527022,-0.17936079051528,-0.0333333333333333,-0.0255838411975873,-0.0594626891104052,-0.100273947520011,-0.0906060606060606
"NOTCH",-0.156444444444444,-0.2,0.117572274468826,-0.2,-0.153333333333333,-0.153333333333333,0.0117552334943639,0.0117552334943639,-0.22,-0.0957559681697613,-0.083028083028083,0.112988849998196,0,-0.0726315789473684,0.131225296442688,0.0784615384615385,0.1,0.0790733076447362,0.118181818181818,0.118181818181818,0.118181818181818,0.0602564102564102,0.0721345321345322,0.04,0,0.0842424242424242,0.0667702320316921,0.0714285714285714,0,-0.00857142857142857,0.0218433179723502,-0.00534872534872535,0.105714285714286,0.12,-0.0511187352578106,-0.0647619047619048,-0.0222222222222222,-0.0222222222222222,-0.0333333333333333,0.0289855072463768,-0.1,-0.0784615384615385,-0.0333333333333333,-0.0154589371980676,-0.0779034690799397,-0.0754312354312354,-0.04,-0.0833333333333333,-0.0754312354312354,-0.111374663072776,0,0.0453846153846154,0.0486949152542373,0.137089605734767,0.144444444444444
"SNAI2",0.139258780435251,0.117647058823529,0.184118624360345,0.1,0.144488606253312,0.143137254901961,0.0124883574575205,0.0124883574575205,0.129411764705882,0.0339871794871795,0.472368180431575,0.198530521917497,-0.1,-0.0655172413793103,0.212912417407724,0.167091640753613,0.147272727272727,0.183863896105342,0.206063102339231,0.206063102339231,0.206063102339231,0.127923169267707,0.17936079051528,0.154415584415584,-0.133333333333333,-0.0134917980700901,0.29273428706823,-0.0423205902079141,0.12,-0.116490616006435,0.213038277511962,0.176521784364689,0.203947368421053,0.184649122807018,-0.097297109021247,0.0485406859016941,0.195391912477496,0.189367816091954,0.158333333333333,0.0575195901145268,-0.147272727272727,-0.167091640753613,-0.12,-0.0225,-0.132148521380383,-0.174618522474043,-0.154415584415584,-0.125882352941176,-0.175113031127944,-0.222970482914824,-0.1,-0.0245744796774545,-0.156316148333852,-0.144848842547052,-0.136694677871148
"TrCP",-0.147288006111536,-0.161904761904762,0.117662337662338,-0.16,-0.142454433800049,-0.143787767133382,0.0128188539935385,0.0128188539935385,-0.155652173913043,-0.0869439400378627,-0.135217748157783,0.109124280271911,0.0333333333333333,-0.0738311331133113,0.125176417450449,0.0762573099415205,0.09,0.0811801039687691,0.120176417450449,0.120176417450449,0.120176417450449,0.0694800022757012,0.0807663108653208,0.0788888888888889,0.0333333333333333,0.0828851368266119,0.0701979621908293,0.0661119644990613,0.05,0.00724055475848876,-0.000622710622710621,-0.0224301295160191,-0.00282051282051282,-0.00128205128205128,-0.0599732811230149,-0.0628861580474484,-0.0225146198830409,-0.0280701754385965,-0.0333333333333333,-0.0675662168915542,-0.09,-0.0761861861861862,-0.0595238095238095,-0.013512360135311,-0.0674800022757012,-0.0811366812356911,-0.0788888888888889,-0.075652841781874,-0.0816231636000571,-0.100791585339406,-0.0761904761904762,0.0439922127357552,0.054176359872012,0.146741558024104,0.144257703081232
