"","miR200","IKK","FUS","NFB","NOTCH","Csn","SUFU","Csl","MEK","cfos","EGR1","TWIST1","Ecadherin","RAS","RAF","PI3K","DELTA","cateninmemb","Wnt","GLI","cMet","CD44","LIV1","TCFLEF","cateninnuc","SNAI2","STAT","DSH","AXIN2","SRC","Frizzled","Destcompl","PAK1","CDC42","TGFR","TGF","FOXC2","GSK3","SOSGRB2","ERK","TrCP","NOTCHic","Jagged","RKIP","SNAI1","SMO","AKT","Patched","SHH","HEY1","ILK","SMAD","ZEB2","ZEB1","KLF4"
"PI3K",0.496312482378056,0.352941176470588,0.1,0.3,0.235980148883375,0.3,0.1,0.2,0.0676631308261009,0.0333333333333333,0.0333333333333333,0.237941372795257,0.262054410772845,0.243184012334697,0.232225108225108,0.232225108225108,0.232225108225108,0.129860985540501,-0.0449275362318841,-0.0341583054626533,-0.0449275362318841,-0.0341583054626533,0.1,-0.0313334467055911,-0.0323643745406427,0.15800933562198,0.1,0.1,0.0826666666666667,0.0666666666666667,0.0666666666666667,-0.317747534331106,-0.1,-0.117647058823529,-0.121647058823529,-0.127338115734099,-0.129909407665505,-0.328114478114478,-0.157692307692308,-0.0627450980392157,-0.2,-0.223076923076923,-0.165350877192982,-0.315643180349063,-0.341638486312399,-0.166666666666667,-0.386274509803922,-0.205128205128205,-0.244017094017094,-0.273995224161706,-0.301448579431773,-0.329448579431773,-0.485711573104825,-0.485711573104825,-0.445394736842105
"TGF",0.494254548133858,0.34047619047619,0.193333333333333,0.283333333333333,0.284022988505747,0.233333333333333,0.133333333333333,0.253333333333333,-0.0452631578947368,-0.0333333333333333,-0.0333333333333333,0.201296296296296,0.211160943148209,0.2875,0.271428571428571,0.271428571428571,0.271428571428571,0.246349820645344,0.23,0.224339622641509,0.23,0.224339622641509,0,0.211181727904667,0.203047756612801,0.0536679036556974,-0.1,-0.1,-0.26358024691358,-0.2,-0.2,-0.221775812067904,0.08,0.0688888888888889,0.0736507936507937,-0.0317063492063492,-0.0723291925465838,-0.252113813561954,0.160526315789474,0.0385964912280702,-0.2,-0.263333333333333,-0.182916053019146,-0.180519480519481,-0.341462174189447,-0.26,-0.387844611528822,-0.318620689655172,-0.362370689655172,-0.302256608639587,-0.348787878787879,-0.376207233626588,-0.485307999907542,-0.485307999907542,-0.45258072718027
"SRC",0.443633435807349,0.267948717948718,0.0833333333333333,0.183333333333333,0.173571428571429,0.15,0.0333333333333333,0.12,-0.0998665904326282,-0.0757575757575758,-0.0666666666666667,0.130608816470885,0.248186981863452,0.349469791785186,0.341894034209428,0.341894034209428,0.341894034209428,0.258108441850022,0.225,0.210245901639344,0.225,0.210245901639344,0,0.196831267493003,0.195265271967276,0.00131510611170208,-0.1,-0.2,-0.257235751625653,-0.225,-0.225,-0.257907310081223,-0.0666666666666667,-0.0916666666666667,-0.101190476190476,-0.101190476190476,-0.135504201680672,-0.227705627705628,0.0757142857142857,0.097979797979798,-0.1,-0.162857142857143,-0.0466696071512585,-0.157152166829586,-0.301669013125539,-0.183333333333333,-0.284615384615385,-0.194444444444444,-0.223856209150327,-0.174445547831844,-0.21359649122807,-0.234317211948791,-0.431079664570231,-0.431079664570231,-0.304328165374677
"MEK",0.408841320026607,0.233333333333333,0.18,0.2,0.241465468837732,0.2,0.2,0.2,0.336335289801908,0.397931034482759,0.36,0.179520512167571,0.0448288435294288,0.125441225441225,0.120679320679321,0.120679320679321,0.120679320679321,-0.0315758964539452,-0.0738461538461538,-0.0633566433566433,-0.0775303643724696,-0.0670408538829591,0.1,-0.0601706248753256,-0.0605423720872215,-0.300478530394906,0.1,0.1,0.105415858896872,0.0736842105263158,0.07,-0.274321473519649,-0.16,-0.131428571428571,-0.147316421895861,-0.154615691968854,-0.155057710230124,-0.386243496881795,-0.400825396825397,-0.421335289801908,-0.1,-0.211538461538462,-0.257153460064757,-0.496214801710158,-0.269321689017562,-0.232,-0.27921568627451,-0.286098360655738,-0.302438229936783,-0.333010945693873,-0.361007384435491,-0.400490779269439,-0.394854637790075,-0.394854637790075,-0.35714968914395
"SHH",0.283333333333333,-0.1,-0.2,0,0,0,-0.2,0.1,0.26,0.1,0,0.05,0.165277777777778,-0.257692307692308,-0.25,-0.25,-0.25,0.0890322580645161,-0.2,-0.1,-0.1,0,0,0.0733333333333333,0.0955555555555555,0.204061302681992,0.1,0.2,0.19047619047619,0.1,0.2,0.254805194805195,-0.2,-0.166666666666667,-0.166666666666667,-0.166666666666667,0,0.274358974358974,-0.2,-0.2,0,0,-0.0771428571428571,-0.12,-0.0666666666666667,0.3,0.1,0.266666666666667,0.146666666666667,-0.0666666666666667,-0.0666666666666667,-0.116666666666667,-0.275,-0.275,-0.25
"Patched",0.283333333333333,-0.1,-0.3,-0.1,-0.0454545454545455,0,-0.2,0,0.283076923076923,0.2,0.1,-0.00555555555555556,0.137122437971953,-0.226442307692308,-0.257692307692308,-0.257692307692308,-0.257692307692308,0.0890322580645161,-0.1,-0.0375,0,0.0733333333333333,0.1,0.0955555555555555,0.0907011866235167,0.168061302681992,0.1,0.2,0.126839826839827,0.1,0.2,0.238321678321678,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.15,0,0.26007326007326,-0.233333333333333,-0.26,0,0,-0.0586243386243386,-0.105714285714286,-0.0634408602150538,0.266666666666667,0.114285714285714,0.146666666666667,0.0841666666666667,-0.105128205128205,-0.116666666666667,-0.146666666666667,-0.275,-0.275,-0.261111111111111
"SMO",0.282067510548523,-0.114285714285714,-0.266666666666667,-0.1,-0.0604545454545454,-0.1,-0.3,0,0.286107226107226,0.26,0.2,-0.0202614379084967,0.122731294060513,-0.212488819320215,-0.226442307692308,-0.226442307692308,-0.226442307692308,0.0725274036955841,-0.0375,-0.0152777777777778,0.0733333333333333,0.0955555555555555,0.1,0.0907011866235167,0.0741598332400581,0.149013683634373,0.1,0.2,0.0889087923570682,0,0.1,0.226693771344934,-0.166666666666667,-0.166666666666667,-0.15,-0.155405405405405,-0.0241379310344828,0.243568405704328,-0.228070175438596,-0.283076923076923,0,0.0454545454545455,-0.0550529100529101,-0.111269841269841,-0.0682027649769585,0.146666666666667,0.0942857142857143,0.0841666666666667,0.0397222222222222,-0.138461538461538,-0.146666666666667,-0.151428571428571,-0.273305084745763,-0.273305084745763,-0.261111111111111
"TWIST1",0.263012612234916,0.287362637362637,0.244444444444444,0.273076923076923,0.0805069074880396,0.25,0.233333333333333,0.0585185185185185,-0.174198572355613,-0.17768115942029,-0.173333333333333,-0.0360476826123279,0.113836223345972,0.183981782086545,0.182269453319422,0.182269453319422,0.182269453319422,0.139814884566878,0.0971177944862155,0.0971177944862155,0.0959979736575481,0.0955963672318453,-0.133333333333333,0.0981997362976952,0.10193751663122,0.196225706537403,-0.119047619047619,-0.119047619047619,-0.148981985756179,-0.102380952380952,-0.102380952380952,-0.213161086277866,0.0666666666666667,0.0597701149425287,0.0547701149425287,0.0545423245097269,-0.0192812813593009,-0.212821586856302,0.201918676289386,0.17768115942029,-0.2,-0.0739031339031339,-0.018148230544451,-0.151396403570317,-0.205966281798987,-0.248444444444444,-0.294142298379586,-0.249814307458143,-0.255233026669966,-0.182560377475632,-0.194339794339794,-0.21051141150151,-0.250022829847391,-0.250022829847391,-0.238367729831144
"cateninnuc",0.136555053798068,0.224242424242424,0.0366666666666667,0.224242424242424,0.127120608263691,0.233333333333333,0.0666666666666667,0.131010671688638,-0.110946472641322,-0.128191856452726,-0.145652173913043,0.0729296390932522,-0.102310916681547,0.214797064797065,0.20974655974656,0.20974655974656,0.20974655974656,-0.0251760971283019,-0.0662993498461039,-0.0512795870002541,-0.067631161109422,-0.0525517960300569,0.0636363636363636,-0.0450088535356581,-0.144428903245683,-0.153125224227238,0.0867132867132867,0.0867132867132867,-0.118137942618005,0.0839355089355089,0.0826036976721908,-0.268048036786984,-0.0365714285714286,-0.035032967032967,-0.0338835417456107,-0.0334468605229033,-0.0987127517291452,-0.273128560891982,0.0629294071046962,0.115533628604625,-0.233333333333333,-0.129847880990963,-0.056289353359666,-0.160233401833898,-0.189053206173037,-0.0350273224043716,-0.231273674242424,-0.0505552727149306,-0.0655879524534927,-0.054556992735467,-0.0645786435786436,-0.0756291210684117,-0.141637290116916,-0.141637290116916,-0.143582899899626
"Ecadherin",0.104765929291069,0.207830687830688,0.133333333333333,0.215238095238095,0.0290595857254792,0.22,0.166666666666667,0.0265071770334928,-0.133335906058768,-0.157326203208556,-0.169090909090909,-0.055284356324777,-0.175105965338557,0.193863891065666,0.191349924585219,0.191349924585219,0.191349924585219,0.0941299734592418,0.0313010047643757,0.0453010047643757,0.0304764170582287,0.0441887916401685,-0.1,0.0567666247659469,0.0631158311151532,-0.151338663419847,-0.0470588235294118,-0.0470588235294118,-0.116845153719021,-0.0261285909712722,-0.0261285909712722,-0.243837413117201,-0.0210909090909091,-0.0277575757575758,-0.027269770879527,-0.0252806207891111,-0.11385661944856,-0.248955106234437,0.0916456019981343,0.143924141352886,-0.2,-0.0316618162087505,0.0464546195801621,-0.0873086517548797,-0.112506692141008,-0.108333333333333,-0.206531986531987,-0.10510752688172,-0.117705952078571,-0.0397165724129798,-0.0375072463768116,-0.0508244376601046,-0.106723255029126,-0.106723255029126,-0.107782466010314
"KLF4",0.0941514041514041,0.215238095238095,0.166666666666667,0.22,0.0316618162087505,0.2,0.2,0.00545454545454545,-0.143924141352886,-0.169090909090909,-0.16,-0.0480217864923747,-0.0721848358351491,0.191349924585219,0.192820512820513,0.192820512820513,0.192820512820513,0.0852838196130879,0.0261285909712722,0.0313010047643757,0.0261285909712722,0.0304764170582287,-0.166666666666667,0.0441887916401685,0.0567666247659469,-0.146341673654646,-0.1,-0.1,-0.111690514543763,-0.0470588235294118,-0.0470588235294118,-0.241227907059419,-0.00909090909090909,-0.0210909090909091,-0.0277575757575758,-0.027269770879527,-0.115000784208286,-0.250500360097572,0.103487707261292,0.157326203208556,-0.1,-0.0265071770334928,0.0430221253009859,-0.0854359925788497,-0.113139603533413,-0.133333333333333,-0.207830687830688,-0.108333333333333,-0.10510752688172,-0.0256226126814362,-0.0186666666666667,-0.0375072463768116,-0.0972445820433437,-0.0972445820433437,-0.0925925925925926
"SNAI2",0.0858768144935376,0.260344827586207,0.22,0.25,-0.0321884256094782,0.2,0.2,-0.0714912280701754,-0.189931107578166,-0.196078431372549,-0.166666666666667,-0.106198877727643,0.141143966195283,0.250597228391751,0.253793575423715,0.253793575423715,0.253793575423715,0.175191309633676,0.120292665081397,0.112271274707066,0.120292665081397,0.111690514543763,-0.22,0.116845153719021,0.126627762414673,0.161363775715266,-0.192727272727273,-0.192727272727273,-0.188950784823581,-0.14987012987013,-0.14987012987013,-0.295233483714468,-0.00588235294117647,-0.015406162464986,-0.0230984701572937,-0.0255829422069831,-0.1613424037329,-0.304080587613785,0.154022988505747,0.198039215686275,-0.1,0.0451754385964912,0.124570695259541,-0.0762307692307692,-0.107618726073916,-0.202352941176471,-0.259140008309098,-0.179903961584634,-0.170044806655056,-0.0289481615430983,-0.0146210596914822,-0.0304105333756928,-0.0888716173694147,-0.0888716173694147,-0.0832692307692308
"cateninmemb",0.0552555121270205,0.0715343915343915,-0.05,0.0752380952380952,0.0265971973271168,0.08,-0.0333333333333333,0.0343540669856459,-0.0768833269015197,-0.0868449197860963,-0.0927272727272727,0.0605496281690827,-0.0833713840476328,0.0696255803567667,0.0671116138763198,0.0671116138763198,0.0671116138763198,-0.121591462109474,-0.0669921537179427,-0.0589921537179427,-0.0677717639128452,-0.0594105598994673,0.0666666666666667,-0.0550519048558807,-0.0550519048558807,-0.0549418920268939,0.0843137254901961,0.0843137254901961,-0.0381785481661827,0.0773369813041496,0.0773369813041496,-0.0992578426864916,-0.0130909090909091,-0.0144242424242424,-0.011009608277901,-0.0104671127986966,-0.0575455936748975,-0.101098557141828,0.0443682104059463,0.0796284249407354,-0.1,-0.0291994278103882,-0.0699599482555373,-0.04685620247418,-0.057416554079322,0.05625,-0.0741317941317941,0.0487231182795699,0.0376994962323258,-0.023925020893043,-0.0262608695652174,-0.0294085693230866,-0.0567417183885278,-0.0567417183885278,-0.0580872011251758
"RAS",0.0429230769230769,0.14,0,0.2,0.155312810327706,0.1,-0.1,0.2,-0.31843653250774,-0.285,-0.26,0.0696890343698854,0.0839781498897319,0.166923076923077,0.274615384615385,0.274615384615385,0.274615384615385,0.0392021520555674,-0.0441176470588235,-0.0566176470588235,-0.0441176470588235,-0.054755944931164,0,-0.0486020987773178,-0.0500185293722187,0.323352305757302,0.1,0.1,0.0752569169960474,0.05,0.05,-0.104203182110159,-0.1,-0.08,-0.0564705882352941,-0.071322073383809,-0.0657142857142857,-0.0344832041343669,0.204761904761905,0.300789473684211,-0.1,-0.142105263157895,0.0520756948551153,0.134566037735849,-0.067590953785644,0.0666666666666667,-0.162222222222222,0.0306666666666667,0.0493107344632768,0.0604743083003953,0.0588744588744589,0.0711193568336426,-0.0316310751104565,-0.0316310751104565,-0.0367857142857143
"HEY1",-0.0941514041514041,-0.215238095238095,-0.166666666666667,-0.22,-0.0316618162087505,-0.2,-0.2,-0.00545454545454545,0.143924141352886,0.169090909090909,0.16,0.0480217864923747,0.0721848358351491,-0.191349924585219,-0.192820512820513,-0.192820512820513,-0.192820512820513,-0.0852838196130879,-0.0261285909712722,-0.0313010047643757,-0.0261285909712722,-0.0304764170582287,0.166666666666667,-0.0441887916401685,-0.0567666247659469,0.146341673654646,0.1,0.1,0.111690514543763,0.0470588235294118,0.0470588235294118,0.241227907059419,0.00909090909090909,0.0210909090909091,0.0277575757575758,0.027269770879527,0.115000784208286,0.250500360097572,-0.103487707261292,-0.157326203208556,0.1,0.0265071770334928,-0.0430221253009859,0.0854359925788497,0.113139603533413,0.133333333333333,0.207830687830688,0.108333333333333,0.10510752688172,0.0256226126814362,0.0186666666666667,0.0375072463768116,0.0972445820433437,0.0972445820433437,0.0925925925925926
"FOXC2",-0.0941514041514041,-0.215238095238095,-0.166666666666667,-0.22,-0.0316618162087505,-0.2,-0.2,-0.00545454545454545,0.143924141352886,0.169090909090909,0.16,0.0480217864923747,0.0721848358351491,-0.191349924585219,-0.192820512820513,-0.192820512820513,-0.192820512820513,-0.0852838196130879,-0.0261285909712722,-0.0313010047643757,-0.0261285909712722,-0.0304764170582287,0.166666666666667,-0.0441887916401685,-0.0567666247659469,0.146341673654646,0.1,0.1,0.111690514543763,0.0470588235294118,0.0470588235294118,0.241227907059419,0.00909090909090909,0.0210909090909091,0.0277575757575758,0.027269770879527,0.115000784208286,0.250500360097572,-0.103487707261292,-0.157326203208556,0.1,0.0265071770334928,-0.0430221253009859,0.0854359925788497,0.113139603533413,0.133333333333333,0.207830687830688,0.108333333333333,0.10510752688172,0.0256226126814362,0.0186666666666667,0.0375072463768116,0.0972445820433437,0.0972445820433437,0.0925925925925926
"TCFLEF",-0.226936229767555,0.0469459572685379,-0.0766666666666667,0.0566233766233766,0.0224865518149026,0.0766233766233766,-0.0166666666666667,0.0360752431053722,-0.23411149825784,-0.245540069686411,-0.252857142857143,-0.043967720952067,-0.101825159960879,0.122119560665479,0.117783161191103,0.117783161191103,0.117783161191103,-0.187950366681818,-0.101603821015586,-0.0860758707050267,-0.11042735042735,-0.0940751491694888,0.0666666666666667,-0.185713178951848,-0.183994965893429,-0.0674676722518841,0.116666666666667,0.107843137254902,-0.244856166056166,0.126666666666667,0.117843137254902,-0.219189384423707,-0.1,-0.1,-0.1,-0.0966887417218543,-0.15704785277699,-0.190482586462651,0.157449408874559,0.238873403019744,-0.0857142857142857,-0.0341144587916467,0.0802893778080841,0.111176011388162,-0.0164100358033412,0.0909523809523809,-0.0382503050946249,0.0974039938556067,0.0894285337329074,0.135161988137152,0.15296817802081,0.151629745898439,0.221766436292752,0.221766436292752,0.123924115100586
"FUS",-0.283057609558424,0.0942857142857143,0.146666666666667,0.114285714285714,0.0513636363636364,0.1,0.266666666666667,0.0454545454545455,-0.275762398521019,-0.283076923076923,-0.26,0.01554939602368,-0.123827184471472,0.208558688315848,0.212488819320215,0.212488819320215,0.212488819320215,-0.0570711653343178,0.0152777777777778,0.0210470085470085,-0.0955555555555555,-0.0907011866235167,-0.1,-0.0741598332400581,-0.0600293984574494,-0.147397884711573,0,-0.1,-0.0783497861458881,0.0733333333333333,-0.0375,-0.223044136308438,0.166666666666667,0.15,0.155405405405405,0.158596894767108,0.0333484573502722,-0.230524927443458,0.204993252361673,0.286107226107226,-0.1,-0.0604545454545454,0.0598721871613438,0.118486336115202,0.072919746109034,-0.0841666666666667,-0.0635164835164835,-0.0397222222222222,-0.0286111111111111,0.142809364548495,0.151428571428571,0.154654377880184,0.275145575543309,0.275145575543309,0.259471766848816
"SOSGRB2",-0.295480145815989,-0.0619883040935673,-0.3,-0.0777777777777778,-0.0903772284053974,0,-0.2,-0.0818181818181818,-0.521426621426621,-0.465079365079365,-0.40952380952381,-0.152289855072464,-0.00575614272178657,0.157851658699116,0.159133709981168,0.159133709981168,0.159133709981168,0.0564772044772045,0.0690476190476191,0.0733954451345756,0.0726708074534162,0.0770186335403727,0,0.066492317750899,0.0628594305616064,0.336175424984164,-0.1,-0.1,-0.105851210121012,-0.0857142857142857,-0.0857142857142857,0.150685481557965,0.1,0.12,0.100769230769231,0.118499727223131,0.115897435897436,0.23007108521835,0.497222222222222,0.5002145002145,0,0.0664335664335664,0.331985664782981,0.412390350877193,0.21783724235963,0.266666666666667,0.103654970760234,0.323423423423423,0.351330400167609,0.366477272727273,0.378924731182796,0.406197458455523,0.277619047619048,0.277619047619048,0.243333333333333
"SUFU",-0.286031587253592,0.0635164835164835,0.0841666666666667,0.0942857142857143,0.0434271284271284,0.114285714285714,0.146666666666667,0.0604545454545454,-0.268528355967828,-0.286107226107226,-0.283076923076923,0.00462156097213359,-0.129697421340679,0.209191599708253,0.208558688315848,0.208558688315848,0.208558688315848,-0.05052273422927,0.0210470085470085,0.0370321386585327,-0.0907011866235167,-0.0741598332400581,0,-0.0600293984574494,-0.0549654598385235,-0.154187601257387,0.0733333333333333,-0.0375,-0.0846729711575977,0.0955555555555555,-0.0152777777777778,-0.224266890162771,0.15,0.155405405405405,0.158596894767108,0.159977565378547,0.0335965963080886,-0.22461233104243,0.202895350263771,0.275762398521019,-0.1,-0.0513636363636364,0.0715111420307025,0.122976132033569,0.0819487069267512,-0.0397222222222222,-0.0534493694225238,-0.0286111111111111,-0.0289972114972115,0.148833460934037,0.154654377880184,0.155347218526836,0.278044126267946,0.278044126267946,0.263663383615283
