"","AXIN2","STAT","LIV1","ZEB1","EGR1","cfos","IKK","FUS","SHH","Jagged","SOSGRB2","NOTCH","CDC42","SNAI1","PAK1","RAF","TWIST1","FOXC2","RKIP","PI3K","DELTA","RAS","TGFR","TGF","NOTCHic","Csl","Patched","SMO","cateninmemb","MEK","SUFU","ERK","AKT","ILK","NFB","Csn","SMAD","miR200","HEY1","TrCP","Ecadherin","ZEB2","Destcompl","cateninnuc","TCFLEF","CD44","cMet","GLI","Wnt","SRC","DSH","Frizzled","SNAI2","KLF4","GSK3"
"Csl",-0.160037422884952,-0.143076923076923,-0.12,0.0180895187765233,-0.18,-0.151428571428571,0.0263565891472868,0.066025641025641,0.0659531203599776,0.0601131177352204,-0.0513871708095071,0.0683299891958636,-0.0166594982078853,-0.0203517577430621,-0.0231111111111111,0.0132242969424379,0.0138423375330233,-0.0103771386196303,0.0084690510938768,-0.0132242969424379,-0.0132242969424379,-0.0036654734130261,0.0249397529849554,0.0183637892661345,-0.0656027164685908,-0.0761290322580645,-0.0702634651875639,-0.077790346907994,0.0267497577818949,0.135807453416149,-0.0583333333333333,0.154285714285714,-0.0364341085271318,-0.0326036313806098,-0.0333333333333333,-0.0222222222222222,-0.0314925202694987,-0.0737650104124093,0.0627411633549741,-0.0333333333333333,0.050951386875493,-0.0180895187765233,0.108779878515821,0.102726701499566,0.106100057703111,0.105947385947386,0.1202331002331,0.10588239717272,0.120398526204978,0.127925407925408,0.143076923076923,0.127925407925408,0.25742737533971,-0.0220117322291235,0.10409491706554
"ILK",-0.040952380952381,0,-0.1,0.0180173491082007,0.2,0.171428571428571,0.0176470588235294,0,-0.0305555555555556,-0.0393859649122807,0.192307692307692,0.0863523573200992,-0.0926470588235294,0.165768921095008,-0.075,-0.205160173160173,-0.146586113656677,0.0925249709639953,0.161328377504848,0.205160173160173,0.205160173160173,0.179132775899899,0.0766470588235294,0.0888421807747489,-0.115384615384615,-0.1,0.0166666666666667,0.0166666666666667,-0.0647890309828594,-0.1814575010332,0,-0.212605042016807,0.00542986425339366,0.0412565026010404,0,-0.0333333333333333,0.0404565026010404,0.126505753145097,0.0282379847307705,0,-0.120373084168663,-0.0180173491082007,0.030549454572077,-0.00800857083879822,-0.0226477460965302,-0.0141731698253437,-0.0280193236714976,-0.0141731698253437,-0.0280193236714976,0.0111111111111111,0,0.0111111111111111,-0.158445441257325,-0.00328947368421052,0.186940836940837
"Destcompl",-0.0872567599837844,-0.000793650793650791,0.0277777777777778,0.0180145881972894,0.0384615384615385,0.08997668997669,0.014576688489732,0.053639846743295,0.0573125470999332,-0.0270837000581007,0.0945114801329761,0.0180532392634858,-0.0806052076002815,0.0501461137954397,-0.106122448979592,-0.045111504656386,-0.000349224617053084,0.0524272956711025,0.0258220084264305,0.045111504656386,0.045111504656386,0.067089526634408,0.0990262602318604,0.0831641912663432,0.00539365452408931,-0.0272150411280846,-0.0482216380090241,-0.0622112753147236,-0.0354197307271857,-0.0781070074699458,-0.0777777777777778,-0.0489930834193129,-0.0373954804360407,0.0250793650793651,-0.0443064182194617,-0.00952380952380952,0.0247284878863826,0.0920430993051849,0.0221385452154683,-0.0666666666666667,-0.0811350325311986,-0.0180145881972894,-0.0579269908963697,-0.0210807286103845,-0.0115957719556166,-0.0274861829145207,-0.0118145411234759,-0.0278291611660467,-0.0124302743385885,-0.0361926505762122,0.000793650793650791,-0.0361926505762122,0.0576869678007567,-0.0374621288285148,0.0120896458542952
"cateninnuc",-0.153581542484992,0.0475524475524476,0.00909090909090909,0.0118754081881139,0.0144927536231884,-0.0124913733609386,0.00701515151515152,0.0566666666666667,0.0409559680370129,-0.0235419150324221,0.102490692508952,-0.035978501345076,-0.0749450549450549,-0.00476757089360895,-0.0657142857142857,-0.0263929313929314,-0.0381543587771287,-0.00489873514463678,0.00376195681902878,0.0263929313929314,0.0263929313929314,0.0107363657363657,0.0623013767841354,0.0714716824609913,0.0227966831632579,0.0402385436283741,-0.044223941893222,-0.0386338797814208,-0.109912713847551,0.0177056341901106,-0.0666666666666667,-0.0052301456264032,0.0101723484848485,0.0166046176046176,0.0109848484848485,-0.00416666666666667,0.0159224893645085,0.0864458617825334,0.0107727611264317,0.0333333333333333,-0.194582350365695,-0.0118754081881139,0.00270327193376884,-0.121695620512218,-0.0285169405895451,-0.0238119368554151,-0.0384944765379548,-0.0254681441250828,-0.0400926500539365,-0.0308857808857809,-0.0475524475524476,-0.0324839544017626,0.111578231393397,-0.00563767983696809,0.0227059399864885
"MEK",0.128409105307839,0.1,0,0.0116491084238573,0.08,0.0558620689655172,0.198376623376623,0.08,0.0372780456444873,0.0288420018846694,-0.00126984126984127,0.148334836291041,-0.0847619047619048,0.0263089683011569,-0.08,-0.189701964701965,0.0517634652928771,0.101319887526784,0.191843579537078,0.189701964701965,0.189701964701965,0.169067044067044,0.0707432131731197,0.079502337260711,-0.16950271950272,-0.165656565656566,-0.0470819672131148,-0.052,-0.106365350798636,-0.133167033504524,-0.1,-0.0665003668378577,-0.180729564553094,-0.0663077187051183,-0.189285714285714,-0.214285714285714,-0.0681527371553028,0.0722969008308703,-0.0912117692605497,-0.2,-0.18061997472103,-0.0116491084238573,-0.0310519901398665,-0.107395222317161,-0.119662880309726,-0.1188995215311,-0.132186234817814,-0.123636363636364,-0.136923076923077,-0.105263157894737,-0.1,-0.11,0.204441603924937,-0.0024390243902439,0.0715840598819322
"Frizzled",-0.0514164904862579,0,-0.1,0.0116098697387673,0.2,0.16,0.0858333333333333,0,-0.038639854768887,-0.0429434046345811,0.227272727272727,0.0540616246498599,-0.0866666666666667,0.146325051759834,-0.0666666666666667,-0.125871496924129,-0.132647058823529,0.08176631202335,0.143571428571429,0.125871496924129,0.125871496924129,0.0935880323571994,0.0649275362318841,0.0849275362318841,-0.0952380952380952,-0.0785714285714286,0.0225108225108225,0.0272727272727273,-0.0452542372881356,-0.156732026143791,0,-0.201176470588235,-0.0483333333333333,0.054462333532101,-0.0733333333333333,-0.133333333333333,0.0535277540928486,0.125233585858586,0.0388979814511729,-0.1,-0.102852910268331,-0.0116098697387673,0.0060304805871872,-0.000799515344653018,-0.0184185629637006,-0.00451127819548872,-0.0223684210526316,-0.00451127819548872,-0.0223684210526316,0.025,0.1,0.025,-0.106749700859349,0.0109243697478992,0.0758516196447231
"TrCP",-0.128375623509,-0.12,-0.1,0.0108296447723275,-0.16,-0.138260869565217,0.0405701754385965,0.0476190476190476,0.0481236274677135,0.0448949812542604,-0.0773789878987899,0.0598901098901099,-0.0131652661064426,-0.0422550501671978,-0.019047619047619,-0.0209934109145013,0.0471332580463015,-0.000138713180814798,-0.0109168179886412,0.0209934109145013,0.0209934109145013,0.0282661381872286,0.0207410236822001,0.0147300947204515,-0.0576923076923077,-0.0653846153846154,-0.0511236274677135,-0.0572964669738863,0.0501903059792967,0.128678948661263,-0.0476190476190476,0.143345615327929,-0.0479775828460039,-0.0327786311657279,-0.0458333333333333,-0.0333333333333333,-0.0321334698754054,-0.0830244819047447,-0.0362105711849957,-0.0333333333333333,0.0652436944313335,-0.0108296447723275,0.100544150833515,0.0899282819863222,0.0929627647449429,0.0925923943745726,0.103483483483483,0.0924062187990301,0.103625730994152,0.108888888888889,0.12,0.108888888888889,0.249837035366001,-0.0160697371844913,0.0958603896103896
"PAK1",-0.128375623509,-0.12,-0.1,0.0108296447723275,-0.16,-0.138260869565217,0.0405701754385965,0.0476190476190476,0.0481236274677135,0.0448949812542604,-0.0773789878987899,0.0598901098901099,-0.0131652661064426,-0.0422550501671978,-0.019047619047619,-0.0209934109145013,0.0471332580463015,-0.000138713180814798,-0.0109168179886412,0.0209934109145013,0.0209934109145013,0.0282661381872286,0.0207410236822001,0.0147300947204515,-0.0576923076923077,-0.0653846153846154,-0.0511236274677135,-0.0572964669738863,0.0501903059792967,0.128678948661263,-0.0476190476190476,0.143345615327929,-0.0479775828460039,-0.0327786311657279,-0.0458333333333333,-0.0333333333333333,-0.0321334698754054,-0.0830244819047447,-0.0362105711849957,-0.0333333333333333,0.0652436944313335,-0.0108296447723275,0.100544150833515,0.0899282819863222,0.0929627647449429,0.0925923943745726,0.103483483483483,0.0924062187990301,0.103625730994152,0.108888888888889,0.12,0.108888888888889,0.249837035366001,-0.0160697371844913,0.0958603896103896
"GSK3",-0.051770997932841,0.0223684210526316,-0.025,0.00682813090337281,0.201176470588235,0.156732026143791,0.0678735632183908,-0.0225108225108225,-0.0361976086069121,-0.0394544667066685,0.215894394884752,0.057098587686823,-0.0849275362318841,0.150248206461553,-0.0649275362318841,-0.114596435718544,-0.130271490130909,0.0751133158966697,0.13430350351403,0.114596435718544,0.114596435718544,0.0958989567269473,0.068551229611675,0.0803461014065468,-0.0729427435309788,-0.0540616246498599,0.0318913885112183,0.038639854768887,-0.0478074048467863,-0.155775088344748,0.0272727272727273,-0.183047815617475,-0.0507795461243737,0.0523956786211505,-0.0483333333333333,-0.0858333333333333,0.0519459035087067,0.121174740463567,0.0399846080522778,-0.0733333333333333,-0.0991774334233439,-0.00682813090337281,0.0132067656461667,0.00148858748142375,-0.00765614936068151,-0.000799515344653018,-0.0184185629637006,-0.000783938202887907,-0.0182367683915672,-0.00451127819548872,-0.0223684210526316,-0.00451127819548872,-0.100164802192139,0.00767824212616937,-0.0281756975489719
"NFB",0.115531914893617,0.111111111111111,0.1,0.00507792469679947,0.0714285714285714,0.0434285714285714,0.234298584298584,0.08,0.0819880287433258,0.00972872685918744,-0.0899049093321539,0.115014662756598,0.0696969696969697,0.050349417701713,0.0833333333333333,-0.166768913541747,-0.019953314659197,-0.0272516858971042,0.0705688664705058,0.166768913541747,0.166768913541747,0.153833590158662,-0.0768969696969697,-0.0693020329881089,-0.127272727272727,-0.112987012987013,-0.0831928480204342,-0.0762962962962963,-0.050815706566062,-0.0400298786181139,-0.08,-0.058984126984127,-0.216520806520807,-0.094740099009901,-0.226190476190476,-0.142857142857143,-0.0951118462217969,0.0160590353208244,-0.102952233524989,-0.1,-0.0641697006940002,-0.00507792469679947,0.0173049979324301,-0.0829574170488642,-0.0871142797939623,-0.0807851658699116,-0.0926495726495727,-0.0814136175933929,-0.0926495726495727,-0.088034188034188,-0.111111111111111,-0.088034188034188,-0.325701335068682,0.00119047619047619,0.103948502477914
"IKK",-0.123333333333333,-0.1,-0.1,0.003734335839599,0,-0.0714285714285714,-0.226190476190476,-0.08,-0.0831928480204342,-0.00181505779443924,0.0951680672268908,-0.127272727272727,-0.0833333333333333,-0.0577466779756856,-0.05,0.158318209316394,0.00947712418300653,0.038008658008658,-0.0564663023679417,-0.158318209316394,-0.158318209316394,-0.166768913541747,0.0696969696969697,0.0768969696969697,0.112987012987013,0.127272727272727,0.0762962962962963,0.08,0.057257100441458,0.058984126984127,0.1,0.0434285714285714,0.234298584298584,0.09375,0.142857142857143,0.1,0.094740099009901,-0.0115273132664437,0.0993808049535604,0,0.0572676140166326,-0.003734335839599,-0.0276040012546893,0.0871142797939623,0.0807851658699116,0.0926495726495727,0.088034188034188,0.0926495726495727,0.088034188034188,0.111111111111111,0.1,0.111111111111111,0.325904587101203,0.00842490842490843,-0.091007326007326
"AKT",-0.0355372184975073,-0.0111111111111111,0,0.00363378746436504,0.171428571428571,0.212605042016807,-0.00542986425339366,-0.0166666666666667,-0.0252923976608187,-0.0440217265016847,0.181196581196581,0.100986503661563,-0.0766470588235294,0.178550875982226,-0.0926470588235294,-0.179132775899899,-0.132213024971661,0.0737279784827923,0.135862538995531,0.179132775899899,0.179132775899899,0.193831571080622,0.0888421807747489,0.0764554738261084,-0.0863523573200992,-0.115384615384615,0.0305555555555556,0.0166666666666667,-0.0738614061102804,-0.199179020020542,0,-0.1814575010332,-0.109721650898121,0.0404565026010404,-0.0176470588235294,0,0.0401198022643401,0.117414844054188,0.0304936238285149,-0.0333333333333333,-0.110827629623208,-0.00363378746436504,0.0480018946051622,-0.0123162631464905,-0.00800857083879822,-0.0226477460965302,-0.0141731698253437,-0.0225530580935002,-0.0141731698253437,-0.0280193236714976,0.0111111111111111,-0.0280193236714976,-0.153922828191999,-0.0178193882141251,0.16758599823116
"SMO",-0.144708165397821,-0.1,-0.1,0.00296610169491525,0.1,0.2,-0.142857142857143,0.0666666666666667,0.110555555555556,-0.0201322751322751,0.217543859649123,-0.0486363636363636,-0.226666666666667,0.161443932411674,-0.266666666666667,0.0149038461538462,-0.0566993464052288,0.0793103448275862,0.12968253968254,-0.0149038461538462,-0.0149038461538462,0.0106775491949911,0.251666666666667,0.232747747747748,0.0636363636363636,0,-0.121666666666667,-0.146666666666667,-0.123815812367331,-0.200932400932401,-0.1,-0.161538461538462,0.114857142857143,0.0766666666666667,0.1,0.1,0.0782539682539682,0.136226642555756,0.0732600732600732,0,-0.111242232810678,-0.00296610169491525,0.0140090916835103,-0.0280064238265567,-0.023495145631068,-0.04,-0.00666666666666667,0.0541666666666667,0.0875,0,0.2,0.1,0.0705528188286809,-0.0194444444444444,0.00741135886766954
"RAF",0.127508204406939,0,0,0.00212529890004782,-0.02,0.08,0.189285714285714,0.1,0.0470819672131148,0.0214649527043415,0.00539682539682539,0.16950271950272,-0.08,0.0442576862498748,-0.1,-0.171753246753247,0.0609209744503862,0.0842027704096669,0.182633053221289,0.171753246753247,0.171753246753247,0.189701964701965,0.0847619047619048,0.0707432131731197,-0.165656565656566,-0.211111111111111,-0.052,-0.08,-0.116853155676685,-0.0665003668378577,-0.1,-0.0558620689655172,-0.198376623376623,-0.0672978177150193,-0.214285714285714,-0.2,-0.0663077187051183,0.0701297181683316,-0.0912117692605497,-0.2,-0.178616331733781,-0.00212529890004782,-0.0172444587591134,-0.119662880309726,-0.1188995215311,-0.132186234817814,-0.105263157894737,-0.136923076923077,-0.11,-0.1,0,-0.1,0.199818732878708,-0.0181252989000478,0.0551221434200158
"ERK",0.129222113437921,0.105263157894737,0.1,0.00172784858133766,0.0558620689655172,0.0665003668378577,0.180729564553094,0.052,0.0430751470937627,0.0291432067039465,-0.0129203267067345,0.159138160390764,-0.0707432131731197,0.0357997090418976,-0.0847619047619048,-0.169067044067044,0.0593917593289381,0.0874737336806302,0.174851936083039,0.169067044067044,0.169067044067044,0.177317869149552,0.079502337260711,0.0709858537442274,-0.148334836291041,-0.16950271950272,-0.0372780456444873,-0.0470819672131148,-0.11344906744997,-0.141245027933494,-0.08,-0.133167033504524,-0.189903876479699,-0.0681527371553028,-0.198376623376623,-0.189285714285714,-0.0696724939942085,0.0654341557328311,-0.0895052846189115,-0.214285714285714,-0.175230342039945,-0.00172784858133766,-0.018688217122204,-0.109756333428272,-0.107395222317161,-0.119662880309726,-0.1188995215311,-0.124388243335612,-0.123636363636364,-0.132186234817814,-0.11,-0.136923076923077,0.210753596711231,-0.0140669313669881,0.0598674386285262
"Csn",-0.096435808152345,-0.0833333333333333,-0.0666666666666667,0.00104052936311001,0.0633333333333333,0.0996969696969697,0.0825,0.00317460317460317,0.00113704087791872,-0.00538125394083943,0.112676121295976,0.105670718170718,-0.0797489823609227,0.0951391875549694,-0.0931818181818182,-0.107463092111222,-0.0672237805828269,0.070048447891382,0.076390232979804,0.107463092111222,0.107463092111222,0.120322976948074,0.0912874438993842,0.0824568949733699,-0.0950937950937951,-0.117171717171717,0.0013219755155239,-0.0062049062049062,-0.0334710424554743,-0.0916883116883117,-0.0142857142857143,-0.075021645021645,-0.0945,0.0120496894409938,-0.103333333333333,-0.095,0.0117926200322534,0.0147228744387723,0.00423034330011074,-0.02,-0.0148108090416956,-0.00104052936311001,0.0520532050020737,0.0603682329168402,0.0648781547448618,0.0565180261274985,0.0676291372386096,0.056712106670924,0.0676291372386096,0.0591954022988506,0.0833333333333333,0.0591954022988506,0.0144038079172241,-0.0103425985778927,0.0940835589513737
"SHH",0.19047619047619,0.1,0,0,0,-0.1,0.1,0,-0.146666666666667,-0.00857142857142857,-0.2,0,0.166666666666667,-0.183333333333333,0.2,-0.05,0.075,-0.05,-0.14,0.05,0.05,-0.00384615384615384,-0.266666666666667,-0.226666666666667,0,0.1,0.0666666666666667,0.1,0.149247311827957,0.2,0,0.1,-0.1,-0.0666666666666667,0,0,-0.0666666666666667,-0.133333333333333,-0.0666666666666667,0,0.131111111111111,0,-0.0277922077922078,0.04,0.00666666666666667,0,-0.1,-0.1,-0.2,-0.1,-0.2,-0.2,-0.0934099616858238,0.05,-0.0128205128205128
"SUFU",-0.142753170998065,0.00666666666666667,0,-0.000391830790784636,0.161538461538462,0.200932400932401,-0.130241758241758,0.121666666666667,0.103215748215748,-0.0135816069011559,0.208452950558214,-0.0562842712842713,-0.232747747747748,0.150819073037177,-0.251666666666667,0.0124665556085024,-0.0574010250364157,0.0792940198961509,0.116941113215045,-0.0124665556085024,-0.0124665556085024,-0.00170706193761632,0.240194556258386,0.229740907343199,0.0713636363636364,0.0486363636363636,-0.0974242424242424,-0.110555555555556,-0.118108545732675,-0.188538172514695,-0.146666666666667,-0.174495619323206,0.116147798510215,0.0788991295442908,0.114857142857143,0.142857142857143,0.0786681826620737,0.130646753711853,0.0795286257308258,0.1,-0.107627825971238,0.000391830790784636,0.0112837204141513,-0.01777944172937,-0.0141477281743828,-0.0280064238265567,-0.023495145631068,0.065462062720427,0.0695512820512821,-0.04,0.0875,0.0541666666666667,0.0766216805265657,-0.00951021454359041,0.00976539245004782
