"","AXIN2","GSK3","SRC","cMet","CD44","STAT","TCFLEF","Wnt","GLI","FOXC2","LIV1","Patched","Destcompl","AKT","IKK","NFB","ILK","MEK","SOSGRB2","cfos","SNAI1","EGR1","RKIP","TGFR","TGF","CDC42","SNAI2","NOTCH","NOTCHic","Csl","PAK1","Jagged","RAF","PI3K","DELTA","RAS","TWIST1","ERK","Csn","SMAD","TrCP","SUFU","HEY1","FUS","miR200","SHH","SMO","Ecadherin","DSH","cateninnuc","Frizzled","cateninmemb","ZEB2","ZEB1","KLF4"
"NFB",0.223581560283688,-0.0726007326007326,0.181196581196581,0.164273504273504,0.167098363030566,0.188888888888889,0.169630008600187,0.164273504273504,0.16652069528474,0.109027555003651,0.2,0.138544061302682,-0.000814874510724463,0.232676962676963,0.246010296010296,0.259523809523809,0.0714383938393839,-0.0255144724556489,0.0535692171605484,-0.0602857142857143,0.0719903292396234,-0.0642857142857143,0.101064873196021,0.0179676767676768,0.00973982866641095,0.0267676767676768,0.0250618946022928,0.0997877391425779,0.1004329004329,0.105194805194805,0.0222222222222222,-0.0397139607901308,0.188257798454368,0.188257798454368,0.188257798454368,0.190745360643423,0.0242950513538749,0.0313968253968254,-0.342857142857143,-0.071066646627488,-0.3,-0.12,-0.0776149933657674,-0.16,-0.0224894327179891,-0.128905507085815,-0.148888888888889,-0.113670589051252,-0.188888888888889,-0.17096334193352,-0.181196581196581,-0.191488556130707,-0.0271187739463601,-0.0271187739463601,-0.025
"FOXC2",0.192398024510701,0.0678106897384426,0.115686274509804,0.118011855905153,0.120620551557327,0.133333333333333,0.124968377644283,0.118011855905153,0.119735993836187,-0.0950129954515919,0.166666666666667,0.114583333333333,0.0678604277645989,0.0413756613756614,0.0561904761904762,0.08,-0.0493333333333333,-0.0199911792270798,0.182289879931389,-0.0345454545454546,0.0255107805366319,-0.08,0.0251906823335395,0.108909090909091,0.110372505543237,0.120909090909091,0.0873876021027703,-0.0854505993192917,-0.0761722488038278,-0.0709090909090909,0.140909090909091,-0.136488119576575,0.0491025641025641,0.0491025641025641,0.0491025641025641,0.0527790346907994,0.141516339869281,0.0168983957219251,-0.1,0.0420869565217391,-0.1,-0.2,0.0550496562261268,-0.166666666666667,-0.00914122914122914,-0.117809139784946,-0.133333333333333,0.0962815361403326,-0.133333333333333,-0.126587306660473,-0.115686274509804,-0.120746210654747,-0.0173684210526316,-0.0173684210526316,0.0037037037037037
"TGF",-0.0822751322751323,-0.220361569285248,-0.0666666666666667,-0.0866666666666667,-0.0772327044025157,0,-0.0640748096656736,-0.0628571428571429,-0.0534231805929919,0.0957453416149068,0,-0.0736781609195402,-0.0693200391168447,-0.12719298245614,-0.116666666666667,-0.116666666666667,-0.0757575757575758,0.00177109440267336,-0.0157894736842105,-0.019047619047619,0.0659090909090909,-0.0333333333333333,-0.0376623376623377,0.0361904761904762,-0.0691666666666667,0.06,0.0277983017897574,-0.106666666666667,-0.106666666666667,-0.126666666666667,0.06,-0.0396354933726068,0.0154761904761905,0.0154761904761905,0.0154761904761905,0.0136904761904762,-0.0596296296296296,0.0137844611528822,0.166666666666667,0.0741446725317693,0.2,0.0666666666666667,0.100322372662798,0.0466666666666667,0.0351499075637007,0.0861781609195402,0.0633333333333333,0.0639222395662175,0,0.0578547139718937,0.0428571428571429,0.0700150433197673,0.00883572567783095,0.00883572567783095,0.00701754385964913
"SNAI2",-0.121687196715192,-0.0579576852453952,-0.0637662337662338,-0.0679915858789098,-0.0679915858789098,-0.0709090909090909,-0.0706719982500439,-0.0679915858789098,-0.0674568265206211,0.0824263415108444,-0.08,-0.0562304921968788,-0.0586095802751315,-0.0458108295249965,-0.0494252873563218,-0.0666666666666667,0.033869885982562,0.0471913089560148,-0.12789046653144,0.0490196078431373,-0.01137673120792,0.0666666666666667,-0.010974358974359,-0.0803203332615097,-0.0828048053111992,-0.084593837535014,-0.0591170908288334,0.0705627705627706,0.0666666666666667,0.0614035087719298,-0.0941176470588235,0.0740896018209502,-0.0528070205084011,-0.0528070205084011,-0.0528070205084011,-0.0541768835220997,-0.0742785348274115,-0.0431372549019608,0.0666666666666667,-0.0305206036859113,0.1,0.1,-0.0390596745027125,0.08,0.00588853256503342,0.0604558443095548,0.0623529411764706,-0.031684286945233,0.0709090909090909,0.0706719982500439,0.0637662337662338,0.0705324968994653,0.00984518565135305,0.00984518565135305,-0.0025
"cateninmemb",-0.0706719982500439,-0.00628299049721011,0.0275877792977656,0.0301964749499395,0.025848648862983,0.0392156862745098,0.0274675778791723,0.0310360551598346,0.0263693884931679,0.0495531717572013,0.0333333333333333,0.0403225806451613,-0.00543194898147552,-0.00638768638768639,0.000105820105820104,0.00380952380952381,0.015768115942029,0.0437168531892607,-0.0833491318347326,0.0309090909090909,-0.0166510925791781,0.0309090909090909,-0.0170447886338737,-0.0339172209903917,-0.0333747255111874,-0.0275757575757576,-0.0159589811722471,0.0196954764490724,0.0245281902037192,0.0214354066985646,-0.0289090909090909,-0.0242718831971574,-0.00906862745098039,-0.00906862745098039,-0.00906862745098039,-0.012420582758243,0.0213979868794197,-0.0401874414245548,0.02,-0.0155259851914237,0,-0.0333333333333333,-0.0163998338810814,-0.05,0.00526565303101616,-0.0403225806451613,-0.05,-0.0795135022589195,-0.0392156862745098,-0.0284012846952321,-0.0275877792977656,-0.107896445936488,0.0114468181884877,0.0114468181884877,-0.00243788091889358
"TGFR",-0.0749789949360765,-0.217183085177669,-0.0866666666666667,-0.0772327044025157,-0.0640748096656736,-0.0666666666666667,-0.0578547139718937,-0.0534231805929919,-0.0411651160768629,0.0891951232742955,0,-0.0861781609195402,-0.0673039100845866,-0.136495308037536,-0.12719298245614,-0.116666666666667,-0.0741446725317693,-0.000968631624723904,-0.034307992202729,-0.0137844611528822,0.0667940466613033,-0.019047619047619,-0.0462337662337662,-0.0691666666666667,-0.0698758865248227,0.0361904761904762,0.0296501536416092,-0.116019184652278,-0.106666666666667,-0.106666666666667,0.06,-0.0461572325030416,0.0136904761904762,0.0136904761904762,0.0136904761904762,0.0195384294068505,-0.0500210887043627,-0.00177109440267336,0.116666666666667,0.0702300817844384,0.166666666666667,0.0466666666666667,0.0958447607224997,0.0633333333333333,0.0383757140153136,0.0822233586596532,0.0736781609195402,0.0681811833481596,0.0428571428571429,0.0574118441756138,0.0628571428571429,0.0686293620264647,0.0129866690740574,0.0129866690740574,0.00880325814536342
"Csn",-0.108245691690274,0.0823618057608264,-0.0660919540229885,-0.0721160504085307,-0.0725604948529751,-0.0833333333333333,-0.0735251250780555,-0.0721160504085307,-0.0725527316312381,-0.084524585443566,-0.0666666666666667,-0.000828562118884699,0.0203048583881602,-0.1003,-0.1075,-0.111666666666667,0.0108074534161491,0.00821428571428571,-0.106899573388678,0.00848484848484848,-0.0783625020200805,0.0266666666666667,-0.0956174019420445,-0.093379257558362,-0.0955272289187439,-0.0985074626865672,-0.00675712359258158,-0.0951451326451326,-0.101875901875902,-0.097979797979798,-0.1,0.0154013605442177,-0.176508434890828,-0.176508434890828,-0.176508434890828,-0.175548741992555,-0.000375564905719183,-0.0123809523809524,0.12,-0.00952210637244727,0.22,0.0142857142857143,-0.00359911406423034,0.00317460317460317,0.0122132215362966,0.00328757851232732,0.0062049062049062,-0.00751481775753442,0.0833333333333333,0.0735852573690958,0.0660919540229885,0.0225138932524324,0.0135698924731183,0.0135698924731183,0.0132773109243698
"KLF4",-0.192398024510701,-0.0678106897384426,-0.115686274509804,-0.118011855905153,-0.120620551557327,-0.133333333333333,-0.124968377644283,-0.118011855905153,-0.119735993836187,0.0950129954515919,-0.166666666666667,-0.114583333333333,-0.0678604277645989,-0.0413756613756614,-0.0561904761904762,-0.08,0.0493333333333333,0.0199911792270798,-0.182289879931389,0.0345454545454546,-0.0255107805366319,0.08,-0.0251906823335395,-0.108909090909091,-0.110372505543237,-0.120909090909091,-0.0873876021027703,0.0854505993192917,0.0761722488038278,0.0709090909090909,-0.140909090909091,0.136488119576575,-0.0491025641025641,-0.0491025641025641,-0.0491025641025641,-0.0527790346907994,-0.141516339869281,-0.0168983957219251,0.1,-0.0420869565217391,0.1,0.2,-0.0550496562261268,0.166666666666667,0.00914122914122914,0.117809139784946,0.133333333333333,-0.0962815361403326,0.133333333333333,0.126587306660473,0.115686274509804,0.120746210654747,0.0173684210526316,0.0173684210526316,-0.0037037037037037
"HEY1",-0.192398024510701,-0.0678106897384426,-0.115686274509804,-0.118011855905153,-0.120620551557327,-0.133333333333333,-0.124968377644283,-0.118011855905153,-0.119735993836187,0.0950129954515919,-0.166666666666667,-0.114583333333333,-0.0678604277645989,-0.0413756613756614,-0.0561904761904762,-0.08,0.0493333333333333,0.0199911792270798,-0.182289879931389,0.0345454545454546,-0.0255107805366319,0.08,-0.0251906823335395,-0.108909090909091,-0.110372505543237,-0.120909090909091,-0.0873876021027703,0.0854505993192917,0.0761722488038278,0.0709090909090909,-0.140909090909091,0.136488119576575,-0.0491025641025641,-0.0491025641025641,-0.0491025641025641,-0.0527790346907994,-0.141516339869281,-0.0168983957219251,0.1,-0.0420869565217391,0.1,0.2,-0.0550496562261268,0.166666666666667,0.00914122914122914,0.117809139784946,0.133333333333333,-0.0962815361403326,0.133333333333333,0.126587306660473,0.115686274509804,0.120746210654747,0.0173684210526316,0.0173684210526316,-0.0037037037037037
"Ecadherin",-0.195078436881835,-0.0678106897384426,-0.118011855905153,-0.120620551557327,-0.124968377644283,-0.115686274509804,-0.126587306660473,-0.119735993836187,-0.123735993836187,0.0943264965957567,-0.133333333333333,-0.117809139784946,-0.0675808378298366,-0.043973063973064,-0.0413756613756614,-0.0561904761904762,0.0420869565217391,0.0282264733447268,-0.1730793536156,0.0168983957219251,-0.0283588818024546,0.0345454545454546,-0.0255652141687455,-0.110372505543237,-0.112723319286456,-0.108909090909091,-0.0875682161906691,0.0850788521073958,0.0854505993192917,0.0761722488038278,-0.120909090909091,0.137174618432411,-0.0527790346907994,-0.0527790346907994,-0.0527790346907994,-0.0578069676516933,-0.142819878044328,-0.0199911792270798,0.08,-0.0384549952626592,0.1,0.166666666666667,-0.0476671058905563,0.133333333333333,0.0104447673162757,0.122533549233765,0.114583333333333,-0.1989105526934,0.115686274509804,0.125653599844413,0.118011855905153,0.120105185013722,0.0187902220004989,0.0187902220004989,-0.00496952648851383
"cateninnuc",-0.216718752565427,0.0133906917952143,-0.0443084693084693,-0.0530041214823824,-0.0530041214823824,-0.0470862470862471,-0.0524813432897013,-0.0516723102190642,-0.0516723102190642,0.0681766594061676,-0.0393939393939394,-0.053448053490819,0.0166468977016463,0.00735132575757576,0.0112575757575758,0.0132575757575758,0.0307691197691198,0.0104953868769615,-0.169477911011691,-0.000310559006211178,-0.0885405236247583,-0.00507246376811594,-0.0876456810352592,-0.0767912087912088,-0.081158021018283,-0.0767912087912088,-0.00904570787242436,0.0186237423505851,0.0172601059869487,0.0195856873822976,-0.0737142857142857,0.0688164078151506,0.00342292842292843,0.00342292842292843,0.00342292842292843,0.00325457825457826,-0.0448219675631296,-0.00728437770264958,-0.00416666666666667,-0.0317240993052726,0.0333333333333333,0.0666666666666667,-0.031697497936754,0.0466666666666667,0.0126193469170224,0.0593304064319955,0.0515846994535519,-0.0872548475480646,0.0470862470862471,-0.048540473887874,0.0429766580451512,0.0284359886782122,0.0302181326093866,0.0302181326093866,-0.00306445235270858
"TWIST1",-0.227344590892978,-0.137792622463789,-0.154761904761905,-0.154761904761905,-0.159179575444636,-0.171428571428571,-0.160864108369597,-0.153709273182957,-0.157709273182957,-0.0639081848384174,-0.2,-0.245820395738204,-0.118451448837336,-0.187859315825418,-0.203113553113553,-0.226923076923077,-0.024028574028574,0.0759258626774594,-0.100600442019206,0.0942028985507246,-0.0664417804358076,0.133333333333333,-0.0998974129408912,-0.0205995297805643,-0.0203717393477624,-0.0318495297805643,-0.0364381563044456,0.00991506746223727,0.00142450142450142,-0.0037037037037037,-0.0490909090909091,0.0834282129288292,-0.0909174834348775,-0.0909174834348775,-0.0909174834348775,-0.0943421409691241,-0.132776415676873,-0.0784134248665141,0.25,0.0302992010912803,0.2,0.3,0.0293040293040293,0.288888888888889,0.0792680711316075,0.244342563225889,0.260888888888889,0.0267812356908889,0.171428571428571,0.161956690313243,0.154761904761905,0.167226877898684,0.0906072739406073,0.0906072739406073,0.0790077131540546
"miR200",-0.215947885529784,-0.0538125403752967,-0.18695652173913,-0.179914268218004,-0.178790672712386,-0.2,-0.179584323506037,-0.180957746478873,-0.179858845379972,0.0256972837460642,-0.2,-0.0261708860759494,-0.115900236277807,-0.0167456376791034,-0.022406015037594,-0.0252631578947368,0.00812848246476565,-0.00683364254792826,-0.0830238555770471,0.0142857142857143,-0.00342398342398342,0.0142857142857143,-0.00614722041597165,-0.0554554079696395,-0.051385640527779,-0.0602941176470588,-0.114254294201744,0.0279541343129888,0.0273891625615764,0.0308374384236453,-0.0583333333333333,0.0449875169823384,-0.0996708763872943,-0.0996708763872943,-0.0996708763872943,-0.0989227467114838,-0.11962703962704,-0.00064935064935065,0.02,-0.0084419620885901,0,0.02,-0.0100847457627119,0.0325,0.00137166710762266,0.0207361034672537,0.0325,0.155062274882045,0.2,0.180796444718158,0.188,0.184955322125683,0.103140681003584,0.103140681003584,0.1
"Destcompl",-0.12639736499498,0.0194096326960443,-0.0145031528593172,-0.0179857399239939,-0.0187320085807103,-0.0158730158730159,-0.0172251592656418,-0.0174734498890202,-0.0184010936738069,-0.0932697665175098,0.00555555555555556,-0.0678050883267964,-0.0754979759858513,-0.0873610990622954,-0.090716803760282,-0.0826086956521739,0.0204761904761905,-0.00305237959108057,-0.0920087365116765,-0.0124941724941725,-0.0303079728904368,0.00871794871794871,-0.0319859857647782,-0.10568058076225,-0.108143634949443,-0.106206896551724,-0.0221104602608831,-0.0181815138306382,-0.0215883274578927,-0.016153544849197,-0.1,0.0191835582317094,-0.0953954849741083,-0.0953954849741083,-0.0953954849741083,-0.093982612132664,0.00852349934012933,-0.00116702969161985,0.1,-0.0198913951545531,0.1,0.0777777777777778,-0.0183168967784352,0.060536398467433,0.0845187749954974,0.0695459007059066,0.0662506841817187,-0.0336216656169507,0.0158730158730159,0.0174801312187269,0.0145031528593172,-0.00119691937497061,0.112624407147996,0.112624407147996,0.107696802529607
"RAF",-0.0150375058602907,0.0830575256107171,0.0333333333333333,-0.00350877192982456,-0.0265856950067476,0,-0.0426696110906637,0.00333333333333333,-0.0197435897435897,-0.234526967285588,0,-0.0426666666666667,0.00179800143053737,-0.126623376623377,-0.135714285714286,-0.185714285714286,-0.059124946512623,-0.127402787967718,0.0138412698412698,-0.15,-0.232651972432378,-0.1,-0.117927170868347,-0.0152380952380952,-0.0273876279483756,-0.02,-0.0725400711080026,-0.142385392385392,-0.161616161616162,-0.188888888888889,-0.0666666666666667,-0.0516836445953594,-0.105519480519481,-0.105519480519481,-0.105519480519481,-0.123468198468198,0.182554961378491,0.146551724137931,0.2,0.0680358376017319,0.2,0.1,0.0820363917924894,0.0666666666666667,0.100577415856047,0.0606994535519126,0.0466666666666667,-0.0101210275181276,0,0.0352904762306128,-0.0333333333333333,-0.0185318091200444,0.177970349115256,0.177970349115256,0.181970349115256
"RAS",-0.0843478260869565,0.20297157622739,-0.05,-0.0558823529411765,-0.0622653316645807,-0.1,-0.0730345624338115,-0.0558823529411765,-0.0600490196078431,-0.168253968253968,0,-0.0713333333333333,0.0886006513913491,-0.0855555555555556,-0.113333333333333,-0.133333333333333,-0.0632034632034632,-0.0739886480908153,-0.00519480519480519,-0.055,-0.192241887905605,0.02,-0.0963522012578616,-0.110588235294118,-0.113558532323821,-0.14,-0.0206161834252737,-0.0739821251241311,-0.0947368421052632,-0.1,-0.14,-0.0491188645771733,-0.137435897435897,-0.137435897435897,-0.137435897435897,-0.22974358974359,0.0695908346972177,0.0602631578947368,0.1,0.069325912183055,0,0.1,-0.0229249011857708,0.1,0.126061538461538,0.0696384180790961,0.0833333333333333,-0.0459700331603876,0.1,0.0784169986944347,0.05,-0.00141398199803318,0.181078792341679,0.181078792341679,0.190357142857143
"ERK",-0.0348441417644876,0.0857019832960467,-0.0265856950067476,-0.0426696110906637,-0.0352904762306128,-0.00350877192982456,-0.0289707736283824,-0.0358275058275058,-0.0290605885342727,-0.23606542882405,0.0333333333333333,-0.074424943747991,0.00878431701642936,-0.150973079807403,-0.137211611917494,-0.126623376623377,-0.0684048412917688,-0.0121242364356848,-0.00933025119432887,-0.127402787967718,-0.240914080694486,-0.146551724137931,-0.135215691613106,-0.0412562410870618,-0.0486738235046442,-0.0273876279483756,-0.0669610768583443,-0.14213466953524,-0.140195611363495,-0.142385392385392,-0.0152380952380952,-0.0504640119664832,-0.133944388944389,-0.133944388944389,-0.133944388944389,-0.129653959901485,0.184212203812432,0.0124027879677183,0.135714285714286,0.0650613762461761,0.185714285714286,0.0466666666666667,0.0876026344235784,0.0426666666666667,0.107053164050061,0.0802220451972664,0.0606994535519126,-0.0110015724279815,-0.00333333333333333,0.0257068847394935,0.0197435897435897,-0.034691299325802,0.187929104270861,0.187929104270861,0.183475137076952
"SMAD",-0.0997753055798352,-0.107413609782031,-0.108412698412698,-0.0966479925303455,-0.0897389016212546,-0.102857142857143,-0.0893318459903183,-0.0702075702075702,-0.0637327500636853,-0.168417600208132,-0.06,-0.123249235474006,-0.058922501379696,-0.0986461251167134,-0.0986461251167134,-0.0849206349206349,-0.0993402944087876,-0.167643009653512,-0.0297914818101154,-0.155299539170507,-0.0956111012643271,-0.171428571428571,-0.0805173471774573,-0.0140594029727715,-0.00768490098073958,-0.00791415157612341,0.0278651675794025,-0.0600328407224959,-0.0552709359605911,-0.0495238095238095,0.00476190476190476,-0.0537792207792208,0.0731529896595399,0.0731529896595399,0.0731529896595399,0.0774293054490136,0.0653998578511918,0.159950701961205,0.0611111111111111,-0.00399303892454577,0.05,0.0916666666666667,0.129119143591246,0.104166666666667,0.0971396007685044,0.116186038447984,0.124166666666667,0.124583237320642,0.0761904761904762,0.091256871319599,0.0817460317460317,0.112733077365945,0.191985969657435,0.191985969657435,0.188936838350744
"Patched",-0.20995670995671,0.0384615384615385,-0.1,-0.05,-0.0433333333333333,-0.1,-0.0711111111111111,-0.15,-0.1375,-0.11,-0.1,-0.146666666666667,0.0135864135864136,-0.0357142857142857,-0.05,-0.1,0.0666666666666667,-0.152307692307692,-0.2,-0.1,-0.109677419354839,-0.1,-0.08,-0.233333333333333,-0.216666666666667,-0.233333333333333,-0.00367816091954023,0.0242424242424242,0.0333333333333333,0,-0.233333333333333,0.102010582010582,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0259615384615385,0.0287037037037037,0.16,0,-0.0666666666666667,0,0,-0.0743589743589744,0.1,0.1,0.134166666666667,0.0666666666666667,-0.0142988133764833,0.2,0.0720819848975189,0.2,0.0774551971326165,0.2,0.2,0.188888888888889
"PI3K",-0.0961904761904762,0.083970658970659,-0.0333333333333333,-0.0289855072463768,-0.0428316610925307,0,-0.0411367458382934,-0.0289855072463768,-0.0428316610925307,-0.185063879210221,-0.1,0.00897435897435897,0.0124612761862927,0.0150829562594268,0.0176470588235294,0,0.0371748699479792,-0.0512696882031501,-0.176923076923077,-0.0333333333333333,-0.178429951690821,-0.0333333333333333,-0.178021978021978,-0.190352941176471,-0.189539933046389,-0.182352941176471,0.00127408778211369,-0.0801488833746898,-0.0769230769230769,-0.1,-0.2,0.036140350877193,-0.120900432900433,-0.120900432900433,-0.120900432900433,-0.133229200023721,-0.00338277387457715,0.0627450980392157,0.0333333333333333,-0.0347748699479792,0,0,-0.0282379847307705,0,0.122603079980129,-0.00897435897435897,-0.0166666666666667,-0.0385180710282113,0,0.0396934468692212,0.0333333333333333,0.0280169941201778,0.225072950646737,0.225072950646737,0.22390350877193
"ILK",-0.0961904761904762,0.083970658970659,-0.0333333333333333,-0.0289855072463768,-0.0428316610925307,0,-0.0411367458382934,-0.0289855072463768,-0.0428316610925307,-0.185063879210221,-0.1,0.00897435897435897,0.0124612761862927,0.0150829562594268,0.0176470588235294,0,0.0371748699479792,-0.0512696882031501,-0.176923076923077,-0.0333333333333333,-0.178429951690821,-0.0333333333333333,-0.178021978021978,-0.190352941176471,-0.189539933046389,-0.182352941176471,0.00127408778211369,-0.0801488833746898,-0.0769230769230769,-0.1,-0.2,0.036140350877193,-0.120900432900433,-0.120900432900433,-0.120900432900433,-0.133229200023721,-0.00338277387457715,0.0627450980392157,0.0333333333333333,-0.0347748699479792,0,0,-0.0282379847307705,0,0.122603079980129,-0.00897435897435897,-0.0166666666666667,-0.0385180710282113,0,0.0396934468692212,0.0333333333333333,0.0280169941201778,0.225072950646737,0.225072950646737,0.22390350877193
"AKT",-0.0987175520027506,0.0880029170351751,-0.0289855072463768,-0.0428316610925307,-0.0411367458382934,-0.0333333333333333,-0.0396934468692212,-0.0428316610925307,-0.0411556834388994,-0.183560119811724,0,0.00897435897435897,0.0120477112565987,-0.0798665386900681,0.0150829562594268,0.0176470588235294,0.0347748699479792,-0.0550671565575805,-0.174700854700855,-0.0627450980392157,-0.180685590788566,-0.0333333333333333,-0.177400860009556,-0.189539933046389,-0.195884343922522,-0.190352941176471,-0.00164048508220792,-0.0716122980088362,-0.0801488833746898,-0.0769230769230769,-0.182352941176471,0.0341535959103056,-0.133229200023721,-0.133229200023721,-0.133229200023721,-0.130578597614082,-0.00185372188680957,0.0512696882031501,0,-0.0344381696112789,0.0333333333333333,0,-0.0259823456330262,-0.0166666666666667,0.123672598696707,-0.00265856950067476,-0.00897435897435897,-0.0377604952706355,0.0333333333333333,0.0389242160999904,0.0289855072463768,0.0246530797470891,0.226442813660436,0.226442813660436,0.224758209626631
"Frizzled",-0.130218463706836,0.0810240334378265,-0.05,-0.0657894736842105,-0.0800751879699248,0,-0.0767639296917791,-0.0657894736842105,-0.0800751879699248,-0.277777987006873,-0.1,-0.00519480519480519,0.0152762336505052,-0.113333333333333,-0.100833333333333,-0.113333333333333,0.0275889485191811,-0.0279302832244009,-0.148484848484848,-0.0133333333333333,-0.17184265010352,-0.0333333333333333,-0.18,-0.0973913043478261,-0.100248447204969,-0.08,0.0153315022299576,-0.0912464985994398,-0.0892857142857143,-0.114285714285714,-0.1,0.0505510992275698,-0.174367737525632,-0.174367737525632,-0.174367737525632,-0.18617876114768,0.088781512605042,0.0427450980392157,0.133333333333333,-0.0266543690799287,0.1,0,-0.0188979814511729,0,0.122477904040404,0.011646418098031,-0.00909090909090909,0.022299645017977,0.1,0.0724782154060648,0.05,0.0706181059994619,0.2288999057725,0.2288999057725,0.227450980392157
"DSH",-0.134015932061266,0.0858964232290098,-0.0657894736842105,-0.0800751879699248,-0.0767639296917791,-0.05,-0.0724782154060648,-0.0800751879699248,-0.0768072141137157,-0.276479285708172,0,-0.011646418098031,0.0156579130398181,-0.109885057471264,-0.113333333333333,-0.100833333333333,0.0266543690799287,-0.0331934411191377,-0.15580192165558,-0.0427450980392157,-0.173291925465839,-0.0133333333333333,-0.180699300699301,-0.100248447204969,-0.108262384487199,-0.0973913043478261,0.0133524568283278,-0.0835541909071321,-0.0912464985994398,-0.0892857142857143,-0.08,0.048225517832221,-0.18617876114768,-0.18617876114768,-0.18617876114768,-0.180856632296139,0.0923276118958221,0.0279302832244009,0.113333333333333,-0.0277864445516269,0.133333333333333,0,-0.0171435954862607,-0.00909090909090909,0.124307172333087,0.017167890490669,0.00519480519480519,0.0234409970811904,0.05,0.0720329794309981,0.0657894736842105,0.0667311802044089,0.230474708922106,0.230474708922106,0.228421854178565
"GSK3",-0.132646069047568,-0.0139371874199086,-0.0800751879699248,-0.0767639296917791,-0.0724782154060648,-0.0657894736842105,-0.0720329794309981,-0.0768072141137157,-0.0725619310948477,-0.278871630205779,-0.05,-0.017167890490669,0.016749846819318,-0.116722664308871,-0.109885057471264,-0.113333333333333,0.0277864445516269,-0.0309207138464104,-0.164639130957906,-0.0279302832244009,-0.173181183494631,-0.0427450980392157,-0.183957446062709,-0.108262384487199,-0.106980333205148,-0.100248447204969,0.0150780823675858,-0.0890087363616775,-0.0835541909071321,-0.0912464985994398,-0.0973913043478261,0.0460357368103232,-0.180856632296139,-0.180856632296139,-0.180856632296139,-0.180226380195299,0.0950164723311615,0.0331934411191377,0.100833333333333,-0.0294356199639207,0.113333333333333,-0.00909090909090909,-0.0202577823374717,0.00519480519480519,0.124893338804365,0.0152540148925829,0.011646418098031,0.0242641778516876,0.0657894736842105,0.0715066636415244,0.0800751879699248,0.0670848495235955,0.23210918143325,0.23210918143325,0.228421854178565
"ZEB2",-0.234225611932653,-0.207746654262778,-0.203333333333333,-0.198070175438596,-0.190662768031189,-0.19,-0.187493753946682,-0.185477855477855,-0.178138405936571,-0.15974358974359,-0.15,-0.142020905923345,-0.134178232666042,-0.113434579439252,-0.1125,-0.101388888888889,-0.100080482897384,-0.0983525887890458,-0.0910805860805861,-0.0885964912280702,-0.0865122721320132,-0.0833333333333333,-0.0705797101449275,-0.0558688930117502,-0.0548106919535491,-0.0524675324675325,-0.0515388868649288,-0.0399630096679277,-0.0372307692307692,-0.0358974358974359,-0.0324675324675325,-0.0273461688580404,-0.0220562770562771,-0.0220562770562771,-0.0220562770562771,-0.0162746924738359,0.030445136119084,0.0885964912280702,0.0888888888888889,0.0970317024095794,0.1,0.1,0.11108504398827,0.128571428571429,0.13208588426222,0.136566360468799,0.137142857142857,0.16859096132712,0.177272727272727,0.188402844855773,0.190606060606061,0.205965663751093,0.232356791683021,0.232356791683021,0.327033753711134
