"","SNAI2","TCFLEF","CD44","cMet","Wnt","SRC","STAT","Frizzled","PAK1","CDC42","ZEB2","Jagged","NOTCH","ZEB1","miR200","NFB","EGR1","RAS","ILK","RAF","DELTA","KLF4","Patched","HEY1","ERK","Csn","SMAD","SMO","TrCP","cfos","FUS","MEK","SOSGRB2","AKT","IKK","PI3K","SHH","SUFU","FOXC2","RKIP","TWIST1","NOTCHic","Csl","SNAI1","Ecadherin","LIV1","DSH","TGFR","TGF","cateninmemb","GLI","cateninnuc","AXIN2","Destcompl","GSK3"
"LIV1",-0.153411137816571,0.0682364542760582,0.068977195016799,0.066996996996997,0.0667836257309941,0.0588888888888889,0.07,0.0588888888888889,0.0380952380952381,0.0243697478991597,-0.128180507220237,0.00369291070211316,0.0108058608058608,0.12201742506002,-0.00111611788231675,-0.00416666666666667,0,-0.0337856808158099,-0.0251664106502816,-0.0351493171794463,-0.0351493171794463,-0.124386156648452,0.028358081583888,-0.0236609636358291,-0.0514369933677229,0.0416666666666667,-0.0393599590373784,-0.0246543778801843,0.0333333333333333,-0.0565217391304348,0.0214285714285714,0.0541036600343896,0.000165016501650167,0.00757797270955166,0.00942982456140351,0.0351493171794463,-0.022358081583888,-0.0380952380952381,0.231686821069891,-0.174152017411686,0.108234989648033,-0.00641025641025642,-0.0141025641025641,-0.140755871018401,-0.043626554465325,-0.05,-0.07,-0.0258848994143112,-0.0275242436766063,-0.0618934815518567,-0.0682470403651405,-0.0701674887588169,-0.0878687610372711,-0.109734103585381,-0.108746212121212
"CDC42",-0.151964483205359,0.068977195016799,0.066996996996997,0.0588888888888889,0.0588888888888889,0.07,0.05,0.07,0.114285714285714,0.0380952380952381,-0.124643529728275,-0.00305555555555555,0.00641025641025642,0.125554402551981,-0.0036541889483066,-0.0416666666666667,-0.06,-0.0351493171794463,-0.0396825396825397,-0.0278322440087146,-0.0278322440087146,-0.134222222222222,0.0246543778801843,-0.0427786106946527,-0.0565217391304348,-0.0333333333333333,-0.0251664106502816,-0.0214285714285714,0,0,0.0380952380952381,0.0514369933677229,-0.0166666666666667,0.00942982456140351,0.00416666666666667,0.0278322440087146,-0.028358081583888,0.0333333333333333,0.231686821069891,-0.166969696969697,0.110952380952381,-0.0141025641025641,0.0166666666666667,-0.141471861471861,-0.0472943745345292,-0.1,-0.05,-0.0243697478991597,-0.0258848994143112,-0.0585967782551534,-0.0667836257309941,-0.0682364542760582,-0.0853530377668309,-0.108079968247035,-0.105473484848485
"NOTCH",-0.247897962603845,-0.0943989343989344,-0.0889044289044289,-0.0676923076923077,-0.0676923076923077,-0.06,0,-0.06,0,-0.0111111111111111,-0.114331723027375,-0.0595093795093795,-0.0210138248847926,0.0933977455716586,0.00813852813852814,0.0333333333333333,0,0.0219235836627141,-0.0285714285714286,0.0175757575757576,0.0175757575757576,-0.110628019323672,-0.00641025641025641,-0.128985507246377,-0.0266666666666667,0,-0.0352380952380952,-0.0166666666666667,0,-0.06,-0.0333333333333333,0.0623809523809524,-0.0147368421052632,-0.0111111111111111,0.0222222222222222,-0.0175757575757576,0.0122926093514329,0,0.227755102040816,-0.128116710875332,0.154694915254237,-0.0628571428571429,-0.12,-0.083974358974359,0.0854680249009621,0,0,0.00711111111111111,0.0296917562724014,0.0909424371071742,0.0889044289044289,0.101337709909138,0.0836118598382749,0.0895628766282972,0.0307993730407524
"Jagged",-0.23255404725993,-0.0889044289044289,-0.0676923076923077,-0.06,-0.06,0,0,0,0,0,-0.110628019323672,-0.0483982683982684,0.0628571428571429,0.119323671497585,-0.0175757575757576,0,-0.1,0.0175757575757576,-0.0333333333333333,0.0266666666666667,0.0266666666666667,-0.0888888888888889,0.0166666666666667,-0.133333333333333,-0.06,0,-0.0285714285714286,0.0333333333333333,0,0,0,0.0266666666666667,-0.02,0.0222222222222222,-0.0333333333333333,-0.0266666666666667,0.00641025641025641,0,0.225714285714286,-0.138461538461538,0.153,-0.12,-0.1,-0.0916666666666667,0.0774035087719298,0,0,0.0111111111111111,0.00711111111111111,0.0904188768977501,0.0676923076923077,0.0943989343989344,0.0628571428571429,0.0764787644787645,0.0103448275862069
"DELTA",-0.23255404725993,-0.0889044289044289,-0.0676923076923077,-0.06,-0.06,0,0,0,0,0,-0.110628019323672,-0.0483982683982684,0.0628571428571429,0.119323671497585,-0.0175757575757576,0,-0.1,0.0175757575757576,-0.0333333333333333,0.0266666666666667,0.0266666666666667,-0.0888888888888889,0.0166666666666667,-0.133333333333333,-0.06,0,-0.0285714285714286,0.0333333333333333,0,0,0,0.0266666666666667,-0.02,0.0222222222222222,-0.0333333333333333,-0.0266666666666667,0.00641025641025641,0,0.225714285714286,-0.138461538461538,0.153,-0.12,-0.1,-0.0916666666666667,0.0774035087719298,0,0,0.0111111111111111,0.00711111111111111,0.0904188768977501,0.0676923076923077,0.0943989343989344,0.0628571428571429,0.0764787644787645,0.0103448275862069
"ZEB2",-0.191647655381955,-0.164065700244351,-0.160896686159844,-0.15719298245614,-0.146759906759907,-0.146666666666667,-0.14,-0.133939393939394,-0.123376623376623,-0.117922077922078,-0.10018091437536,-0.0734392869570942,-0.0628348045397226,-0.0622206859417477,-0.0364529927381623,-0.0263888888888889,-0.025,-0.0229368169303929,-0.0176337512253005,-0.0162987012987013,-0.0162987012987013,-0.0154141425736444,-0.0139198606271777,-0.0136104218362283,-0.0115874363327674,-0.0111111111111111,-0.00848740976188589,-0.000714285714285713,0,0.00131578947368421,0.00357142857142857,0.0042703631620357,0.00943223443223443,0.0124740394600208,0.0152777777777778,0.0162987012987013,0.0166471333544504,0.025,0.0408671328671329,0.0539130434782609,0.055580021549008,0.0601025641025641,0.0641025641025641,0.0866460435987624,0.0924043133444093,0.1,0.127272727272727,0.130847247990105,0.140900158043015,0.142867125383979,0.150429631530549,0.169260505439156,0.188110508919789,0.232966883027611,0.275565166014474
"CD44",-0.348997668997669,-0.0503875968992248,-0.0666666666666667,0,-0.1,0,0.1,-0.1,0,0.02,-0.0857142857142857,-0.14974358974359,0.101503759398496,0.0444444444444444,0.0194905577514273,0.1,-0.2,0.44,-0.15,0.442857142857143,0.442857142857143,0.0333333333333333,0.17,-0.163157894736842,-0.4,0,-0.172448979591837,-0.15,0.1,-0.3,0.1,0.44,0.342857142857143,-0.12,-0.1,-0.442857142857143,-0.142727272727273,-0.1,0.16375,-0.315555555555556,0.156703296703297,-0.0857142857142857,-0.1,-0.214619883040936,0.0564390402779286,-0.1,0,-0.02,-0.02,0.0798901098901099,0.0666666666666667,0.0350029815146094,0.1,-0.257279275346502,-0.434523809523809
"cMet",-0.351187450019567,-0.0350029815146094,-0.0503875968992248,-0.0666666666666667,-0.0666666666666667,0,0,-0.1,0.02,0.02,-0.0786435786435786,-0.154091415830546,0.137673972164454,0.0515151515151515,0.0304280577514273,0.1,-0.3,0.456981132075472,-0.172448979591837,0.44,0.44,0.0142857142857143,0.142727272727273,-0.188648090815273,-0.44,-0.1,-0.179721706864564,-0.17,0,-0.4,0.15,0.489090909090909,0.376190476190476,-0.1575,-0.12,-0.44,-0.167727272727273,-0.1,0.16501582278481,-0.334074074074074,0.151085319175207,-0.101503759398496,-0.0857142857142857,-0.248518188125681,0.0516044346799642,-0.1,0.1,-0.02,-0.0242553191489362,0.0752637753705369,0.0484848484848485,0.026528405243423,0.0825396825396825,-0.280927923995151,-0.465168970814132
"Patched",-0.437946360153257,-0.282222222222222,-0.26,-0.2,-0.1,-0.2,-0.1,-0.1,0.1,0,-0.0666666666666667,-0.186455026455026,-0.0575757575757576,-0.0166666666666667,0.0380952380952381,0.1,-0.1,-0.0288461538461538,-0.0166666666666667,-0.0538461538461538,-0.0538461538461538,-0.0888888888888889,-0.0266666666666667,-0.00769230769230769,0,0,-0.0266666666666667,-0.133333333333333,0,-0.1,0.1,0.0384615384615385,-0.1,-0.0642857142857143,-0.05,0.0538461538461538,0.0141666666666667,-0.2,0.07,0.0228571428571429,0.111111111111111,0.0666666666666667,0,0.0596774193548387,0.00596817691477886,0.1,0,0.02,0.045,0.181469534050179,0.15,0.308435814455232,0.397402597402597,0.472207792207792,0.367032967032967
"FUS",-0.479654490443075,-0.325729047537939,-0.308435814455232,-0.282222222222222,-0.172222222222222,-0.26,-0.2,-0.15,-0.02,-0.045,-0.0373019999306783,-0.21154108497482,-0.104848484848485,-0.0367352951370836,0.0395741201606598,0.0642857142857143,0,-0.0603989110310833,-0.00285714285714286,-0.0521019677996422,-0.0521019677996422,-0.06908014571949,-0.0308333333333333,0.00555820990603599,0.000932400932400929,-0.05,-0.00995391705069125,0.0141666666666667,0.1,-0.0384615384615385,-0.0266666666666667,-0.00438067679446989,-0.111943319838057,-0.0398241758241758,-0.0282857142857143,0.0521019677996422,0.0540656565656566,-0.133333333333333,0.0528947368421053,0.0729144166257568,0.116269719056907,0.102575757575758,0.0575757575757576,0.13173492160102,-0.000159306277861288,0.2,0.1,0.0639189189189189,0.0883870040253019,0.199570815892851,0.199145299145299,0.340131221450982,0.461077902607138,0.543612760238121,0.445235389346829
"IKK",0.355826245262184,0.0979255396204549,0.101880341880342,0.103418803418803,0.103418803418803,0.111111111111111,0.1,0.111111111111111,0.15,0.161111111111111,-0.00428571428571428,0.00357388316151203,-0.127272727272727,0.0057593984962406,0.00304347826086956,-0.342857142857143,0.05,-0.220014825796887,-0.0951388888888889,-0.215789473684211,-0.215789473684211,-0.0117216117216117,0.116296296296296,-0.0900928792569659,0.0968571428571429,0.3,-0.0901883938393839,-0.12,-0.2,0.0928571428571429,0.12,-0.112412698412698,-0.151050420168067,0.245559845559846,0.242857142857143,0.215789473684211,-0.116296296296296,-0.1,-0.126955266955267,0.0225865209471767,-0.199673202614379,0.122510822510823,0.127272727272727,-0.0011379700310998,-0.0740712025571296,-0.1,-0.1,-0.156565656565657,-0.152565656565657,-0.117980622729226,-0.101880341880342,-0.0937061303377545,-0.133333333333333,0.117720190804986,0.244322344322344
"NFB",-0.354200229002021,-0.0937061303377545,-0.0979255396204549,-0.101880341880342,-0.101880341880342,-0.103418803418803,-0.111111111111111,-0.103418803418803,-0.161111111111111,-0.156565656565657,0.00160372194854953,-0.00285445870108037,0.129208211143695,-0.00307740615907585,-0.00274136345724419,0.242857142857143,-0.0928571428571429,0.220512338234698,0.0901883938393839,0.220014825796887,0.220014825796887,0.00210622710622711,-0.116296296296296,0.0829500221141088,-0.112412698412698,-0.342857142857143,0.0935341187464471,0.116296296296296,0.3,-0.0968571428571429,-0.12,0.119602240896359,0.152103051747015,-0.247782067782068,-0.245559845559846,-0.220014825796887,0.112681838464971,0.12,0.131337737074789,-0.0277147260753818,0.20062558356676,-0.127272727272727,-0.122510822510823,-0.00242367380451664,0.072145038833213,0.1,0.111111111111111,0.152565656565657,0.151299833780846,0.116185480173788,0.098509555363488,0.0909610322985388,0.130496453900709,-0.121208562898009,-0.24785175608705
"SUFU",0.492245129862982,0.340131221450982,0.325729047537939,0.308435814455232,0.199145299145299,0.282222222222222,0.26,0.172222222222222,0.045,0.0639189189189189,0.0136305023461372,0.22508027737387,0.117546897546898,0.0478464062481947,-0.0410611090082435,-0.0282857142857143,0.0384615384615385,0.0714748603981719,0.00995391705069125,0.0603989110310833,0.0603989110310833,0.0553076906296696,0.0540656565656566,0.00167070575661461,-0.00438067679446989,0.0642857142857143,-0.000438692649077808,-0.0308333333333333,-0.05,-0.000932400932400929,0.0141666666666667,0.0235296129646827,0.116838424733162,0.0364684711261892,0.0398241758241758,-0.0603989110310833,-0.0606293631293631,-0.0266666666666667,-0.0332917591746115,-0.107608294176777,-0.111115079881649,-0.104848484848485,-0.102575757575758,-0.154051787018397,0.00530863686488498,-0.2,-0.15,-0.0883870040253019,-0.106730199291574,-0.208711334310313,-0.215873923680615,-0.353481605082696,-0.482857762091915,-0.568865285490646,-0.473770093717009
"SMO",0.4608035030104,0.308435814455232,0.282222222222222,0.26,0.15,0.2,0.2,0.1,0,0.02,0.0514124293785311,0.204312169312169,0.102575757575758,0.0115819209039548,-0.026702833031947,-0.05,0.1,0.0521019677996422,0.0266666666666667,0.0288461538461538,0.0288461538461538,0.0805555555555555,0.0141666666666667,0.021978021978022,0.0384615384615385,0.1,0.00285714285714286,-0.0266666666666667,0,0,-0.133333333333333,0.000932400932400929,0.115789473684211,0.0282857142857143,0.0642857142857143,-0.0288461538461538,-0.0308333333333333,0.1,-0.07,-0.0450793650793651,-0.119934640522876,-0.0575757575757576,-0.0666666666666667,-0.0977726574500768,0.00399492271621745,-0.1,-0.1,-0.045,-0.0639189189189189,-0.196032640846296,-0.172222222222222,-0.325729047537939,-0.431885356023287,-0.512517869727172,-0.408780539848501
"SMAD",0.257757735795921,0.125313551924614,0.117036754095578,0.107945845004669,0.0811660561660562,0.102063492063492,0.0742857142857143,0.0753968253968254,0.0261904761904762,0.0473172367538565,0.0516070997337205,0.173462365591398,0.165101258894362,-0.0608005954388857,-0.0100808666297611,0.131746031746032,-0.0285714285714286,0.111720445416837,0.12318804483188,0.107773076995784,0.107773076995784,0.0623087690397483,-0.0909097859327217,0.102848690568795,-0.0111670774836566,-0.155555555555556,0.0293785210223566,0.0991666666666667,0.1,0.000460829493087561,-0.104166666666667,0.0188593851759643,0.0124741200828157,-0.136295051353875,-0.137628384687208,-0.107773076995784,0.081616105635324,0.116666666666667,-0.141644512588707,0.0383269945229032,-0.104136182911684,-0.163513957307061,-0.148571428571429,-0.00734414510220961,-0.0778798133357794,-0.06,-0.0476190476190476,-0.0601663987650296,-0.0685329326295715,-0.104802615304536,-0.0905185741516677,-0.131291262157644,-0.116789081651176,-0.180794267610997,-0.224000278473963
"TGFR",0.0821864215814475,0.109751587373236,0.0997037404832837,0.0878616352201258,0.0688140161725067,0.0633333333333333,0.0333333333333333,0.0442857142857143,-0.04,-0.0447619047619048,0.0728192333071224,0.114791039678982,0.241251137021417,-0.0952870529918153,0.00428925604120266,0.220238095238095,-0.276190476190476,0.262312030075188,0.072238514173998,0.251785714285714,0.251785714285714,0.0821882605063383,-0.0605316091954023,0.0489429063579588,-0.310810359231412,-0.191666666666667,0.0647652045654571,0.0667816091954023,0.166666666666667,-0.313032581453634,-0.0633333333333333,0.323139126354699,0.314571150097466,-0.227826834528181,-0.225501253132832,-0.251785714285714,0.0475372589129164,0.0466666666666667,-0.178798991022268,-0.0282251082251082,-0.152479899828654,-0.230459770114943,-0.216666666666667,0.043418397103031,-0.0784725617032,0,-0.0142857142857143,-0.0695238095238095,-0.0851266464032421,-0.0969119204615347,-0.0810720806886358,-0.118874705176602,-0.0962355519222472,-0.198340026935794,-0.352279926607077
"SHH",0.40727969348659,0.26,0.2,0.2,0.1,0.1,0.1,0,-0.2,-0.1,0.075,0.145714285714286,0.0666666666666667,-0.025,-0.0166666666666667,0,0,0.0538461538461538,0,0,0,0.1,-0.133333333333333,0,0.1,0,0.0166666666666667,0.1,0,0.1,-0.2,0,0.1,0.05,0.1,0,-0.0266666666666667,0.2,-0.1,0.02,-0.1,0,-0.1,-0.05,-0.00305555555555556,0,0,0,-0.02,-0.175913978494624,-0.1,-0.282222222222222,-0.342857142857143,-0.429350649350649,-0.305128205128205
"miR200",-0.397709379559871,-0.367971976132974,-0.352495785656784,-0.323282302510716,-0.310760563380282,-0.296521739130435,-0.24,-0.284,-0.0833333333333333,-0.104901960784314,0.0751702508960573,-0.241629649164868,-0.188776265620216,0.167137096774194,0.0839006967104683,-0.0747368421052632,-0.0857142857142857,0.0706833852987127,-0.12112562625837,0.074424033677765,0.074424033677765,0.061007591442374,0.0518776371308017,-0.108248587570621,-0.062987012987013,0.08,-0.11830430964395,-0.0683333333333333,-0.1,-0.0857142857142857,0.055,0.0663883735312307,-0.033036750483559,0.0929039580082281,0.100451127819549,-0.074424033677765,-0.0410080719134104,-0.08,0.170005008541594,-0.00431087614147184,0.247799419394511,0.18256157635468,0.144630541871921,0.0516620416620417,0.272529800041586,0.2,0.24,0.119418089816572,0.142092508421223,0.339442491563555,0.33933199195171,0.382517430678429,0.377780132093954,0.441391244275209,0.371501804701148
"ZEB1",-0.496886089999343,-0.467941958861439,-0.444803660989099,-0.420498105433543,-0.405657553828285,-0.377360850531582,-0.335897435897436,-0.36527293844367,-0.108812260536398,-0.139247043145094,0.0760237302163398,-0.376015256635063,-0.30101887862583,0.188966155254629,0.197760359432722,-0.182456140350877,-0.133333333333333,0.0484427241166345,-0.219790417973247,0.061828550888288,0.061828550888288,0.0470667761467033,0.106550802139037,-0.198825742478592,-0.109803921568627,0.166666666666667,-0.213059648742477,-0.114393939393939,-0.166666666666667,-0.113333333333333,0.141666666666667,0.0890990757536495,-0.0647953216374269,0.188966678992563,0.177538107563992,-0.061828550888288,-0.0869778484023826,-0.141666666666667,0.237067904114826,-0.0335138620245003,0.331335181814908,0.276225490196078,0.2625,0.0410698247583864,0.228177001610612,0.266666666666667,0.323809523809524,0.169196281723774,0.191243525818263,0.42742498739769,0.430056179257839,0.484576009742065,0.476683823024764,0.553852474016189,0.479815281869003
"SRC",-0.179714393922248,-0.224674130347861,-0.214918032786885,-0.21,-0.21,-0.2,-0.1,-0.2,0.0888888888888889,0.0513888888888889,0.0816561844863732,-0.0954446012702894,0.102619047619048,-0.00653638814016172,-0.0147591860635339,0.133333333333333,-0.2,0.344480600750939,-0.0219298245614035,0.344480600750939,0.344480600750939,0.169121447028424,-0.022962962962963,-0.03670969877524,-0.260606060606061,-0.1,-0.0282361308677098,0.0266666666666667,0.1,-0.227272727272727,0.0333333333333333,0.247398513436249,0.14,-0.176068376068376,-0.187179487179487,-0.344480600750939,0.0259041394335512,-0.0333333333333333,-0.0123389355742297,-0.145845552297165,0.0635947960085891,-0.113333333333333,-0.08,-0.0265880012109303,0.160220269926152,0,0.2,-0.0275793650793651,-0.0330339105339105,0.220448660380183,0.214918032786885,0.228924689631977,0.252097411704705,0.0696348940914158,-0.177229437229437
