"","CDC42","TGF","GSK3","FOXC2","RKIP","AKT","SUFU","IKK","SNAI1","Ecadherin","Destcompl","KLF4","PI3K","NFB","DSH","cateninmemb","Wnt","cMet","TWIST1","ILK","cateninnuc","GLI","Jagged","NOTCHic","Frizzled","SNAI2","Csl","NOTCH","ZEB1","LIV1","ZEB2","miR200","SRC","HEY1","FUS","CD44","SMAD","AXIN2","ERK","TCFLEF","Patched","cfos","MEK","SHH","STAT","SMO","RAF","DELTA","EGR1","RAS","TrCP","Csn","SOSGRB2","TGFR","PAK1"
"STAT",-0.178409090909091,-0.16450113260754,0.107180685358255,-0.178700749829584,-0.0616763191763192,0.0478853914447135,0.05,0.0461904761904762,-0.0413256061268064,0.133383444255002,0.0691756712702121,0.470627847098435,0.0710142679900744,0.07,0.0571428571428571,0.139263810583996,0.0650974025974026,0.0650974025974026,-0.155576757076007,0.0586151368760064,0.0671712113988389,0.0676184110007639,0.0149775160474843,0.00418653948065713,0.0696428571428571,-0.011748098666196,-0.00392156862745098,0.00321566569424936,0.370100412408105,0,-0.370100412408105,-0.389538628351494,-0.0696428571428571,-0.0626666666666667,-0.075,-0.0676615051615052,-0.0551668610139375,-0.111010949834479,-0.0474509803921569,-0.0641914736157638,-0.0573255813953488,-0.0533333333333333,-0.0506767868437698,-0.0529008026342869,-0.0571428571428571,-0.055,-0.0710142679900744,-0.0710142679900744,-0.0333333333333333,-0.0710142679900744,0,-0.05,0.253817733990148,0.167882775119617,0.190909090909091
"RKIP",-0.306666666666667,-0.291624388072986,-0.203073286052009,-0.285853227232538,-0.126050420168067,-0.0926948051948052,-0.1,-0.101785714285714,-0.267267546135708,0.0859785556773161,-0.0487455609421469,0.368005738880918,-0.127922077922078,-0.114285714285714,0,0.095925000630883,-0.00666666666666667,-0.00350877192982456,-0.212144979203803,-0.0413671373555841,-0.000453557424228376,0.00102564102564102,-0.0694963214487832,-0.0888888888888889,0.0333333333333333,-0.11578597656933,-0.0888888888888889,-0.061965811965812,0.370005738880918,0,-0.370005738880918,-0.387600888215193,-0.0333333333333333,0.0355400696864112,0.1,-0.00418353576248313,0.0403770383456831,-0.00521565869667136,-0.0403448275862069,0.00630597472702736,0.052,-0.03,-0.042472487160675,0.0601967213114754,0,0.08,0.127922077922078,0.127922077922078,-0.03,0.137323787323787,0.1,0.1,0.116761904761905,0.301904761904762,0.3
"SRC",-0.276388888888889,-0.248250360750361,0.0355844155844156,-0.24375350140056,-0.251938742261323,-0.0645299145299146,0.0333333333333333,-0.058974358974359,-0.114592880945066,0.136303157626687,0.0168745023092849,0.435594315245478,-0.206441385064664,-0.0666666666666667,0.1,0.139509429726089,0.07,0.07,-0.0694012883668056,0.0969298245614035,0.0596786251942176,0.0585245901639344,0.0562297106563162,0.153333333333333,0.05,0.0126622396245917,0.12,0.153333333333333,0.335811620245582,0,-0.335811620245582,-0.352168057385449,-0.05,-0.06170969877524,-0.0833333333333333,-0.0585245901639344,-0.092425320056899,-0.102764673381784,0.194949494949495,-0.0670611755297881,-0.0922222222222222,0.206060606060606,0.189289117591004,-0.0981045751633987,0,-0.103333333333333,0.206441385064664,0.206441385064664,0.233333333333333,0.200380779004058,0.1,0.1,0.324285714285714,0.25734126984127,0.288888888888889
"TGF",-0.146666666666667,-0.221666666666667,0.125549032398347,-0.210527950310559,-0.119480519480519,0.0566416040100251,-0.0666666666666667,0.0619047619047619,-0.090483153210426,-0.00117039692972161,0.0213018579134928,0.334248665141114,0.0821428571428572,0.0333333333333333,0.1,0.0432043242088559,0.0285714285714286,0.0333333333333333,-0.132222222222222,-0.0221212121212121,0.02629171556679,0.0191374663072776,-0.0355976926853215,-0.146666666666667,0.0285714285714286,-0.00454775922887,-0.166666666666667,-0.13632183908046,0.325157756050205,0,-0.325157756050205,-0.341365243951451,-0.0333333333333333,0.00335267569310124,0.0466666666666667,-0.0238993710691824,0.0285728250244379,-0.0592151675485009,-0.0177944862155389,-0.0291625289639192,0.0236781609195402,0.019047619047619,-0.0200167084377611,0.0268031609195402,-0.1,0.0133333333333333,-0.0821428571428572,-0.0821428571428572,0.0333333333333333,-0.0857142857142857,0,-0.0333333333333333,0.168421052631579,0.132380952380952,0.18
"SOSGRB2",-0.214285714285714,-0.193527394591224,-0.199420050107287,-0.186935286935287,-0.041703216374269,-0.193347953216374,0,-0.205847953216374,-0.158233830845771,0.0965645805273395,-0.10720185854414,0.305614035087719,-0.25969868173258,-0.211111111111111,0,0.0984262704262704,-0.0107142857142857,-0.00745341614906832,-0.106086956521739,0.0464516129032258,-0.0108167500803718,-0.0121635610766046,0.0304538638154383,0.116783216783217,0.0142857142857143,-0.0191273771386727,0.109090909090909,0.132276174529696,0.307042606516291,0,-0.307042606516291,-0.321997590756578,-0.0142857142857143,0.0508522727272727,0,0.00890269151138716,-0.0457523122039251,0.00633938393839384,0.056971256971257,0.0110079546692819,-0.0355855855855856,0.0650793650793651,0.0478803478803479,-0.0332600041902368,0,-0.0166666666666667,0.25969868173258,0.25969868173258,0.0761904761904762,0.263544835578734,0.2,0.2,0.185,0.202747252747253,0.214285714285714
"SUFU",-0.0341891891891892,-0.0257561873846653,0.0708592014252858,-0.192740787109384,-0.103829861841644,0.131291393170588,0.186666666666667,0.126593406593407,-0.0939217516626088,-0.0423559189345577,0.052495572954614,0.286719184581656,0.219442567435611,0.134285714285714,0.2,0.076746592663206,0.207692307692308,0.100129449838188,-0.0994792049947007,0.0144342037890425,0.0954123662083971,0.201372605090077,-0.0958595063434373,-0.21969696969697,0.2,-0.00980779790859018,-0.224242424242424,-0.226046176046176,0.302796690542462,-0.1,-0.302796690542462,-0.307998811537748,-0.0933333333333333,-0.0280832839240382,-0.199166666666667,-0.0941144122442027,-0.0109700005557861,-0.249859145368768,0.0253307611928302,-0.0979187600702897,-0.198156565656566,0.0264801864801865,0.0180967186396387,-0.200859268359268,-0.0933333333333333,-0.199166666666667,-0.219442567435611,-0.219442567435611,0.0476923076923077,-0.221341301612826,-0.1,-0.114285714285714,0.0304011777695988,0.0267423806785509,0.045
"NFB",-0.284343434343434,-0.276510522951029,-0.22714824391295,-0.234770700746796,-0.0898066414459857,-0.0301544401544401,0.08,-0.0234877734877735,-0.0604403352426985,-0.167679509187893,-0.119005440203115,0.295054945054945,-0.233176554791544,-0.0261904761904762,-0.0888888888888889,-0.175951102731881,-0.107350427350427,-0.107350427350427,-0.0723716153127918,0.154565456545655,-0.113129276457116,-0.112968404878517,0.129898278190943,0.252669552669553,-0.111965811965812,-0.0923469140412597,0.232034632034632,0.25460503654052,0.29619013049866,0.1,-0.29619013049866,-0.307532897506627,0.111965811965812,-0.139669025504939,-0.1,0.113565116615964,-0.152706720486175,0.142821681864235,0.0589523809523809,0.108501825476724,-0.108173690932312,0.0522857142857143,0.0582987861811391,-0.10937851020942,0.0888888888888889,-0.118518518518519,0.233176554791544,0.233176554791544,0.0642857142857143,0.230688992602489,-0.1,-0.0571428571428571,0.231278195488722,0.277143434343434,0.288888888888889
"IKK",-0.288888888888889,-0.277143434343434,-0.217344322344322,-0.234372294372294,-0.0885245901639344,-0.0234877734877735,0.1,-0.0261904761904762,-0.064001979078315,-0.170889782061087,-0.126314410302783,0.298901098901099,-0.226134301270417,0.0571428571428571,-0.1,-0.176056699352789,-0.111965811965812,-0.111965811965812,-0.0752287581699346,0.155555555555556,-0.108501825476724,-0.107350427350427,0.126301155888785,0.232034632034632,-0.0888888888888889,-0.0962087026591459,0.227272727272727,0.252669552669553,0.292741854636591,0.1,-0.292741854636591,-0.308439241917503,0.0888888888888889,-0.143240454076367,-0.08,0.107350427350427,-0.154565456545655,0.137857142857143,0.0522857142857143,0.113565116615964,-0.118518518518519,0.0642857142857143,0.0589523809523809,-0.108173690932312,0.1,-0.1,0.226134301270417,0.226134301270417,0.05,0.233176554791544,0,-0.1,0.242857142857143,0.284343434343434,0.3
"AXIN2",-0.14283950617284,-0.142164836936004,-0.184405542842614,-0.120853572656851,-0.153494820591595,-0.168454106280193,-0.1,-0.169565217391304,-0.127020936110396,0.0074904175096199,-0.169617706647498,0.202760277835725,-0.205481556692629,-0.16231884057971,-0.113333333333333,-0.121121177548462,-0.125121625233895,-0.125121625233895,0.00489650934546134,0.0323901541292846,-0.137596069983102,-0.138958103221316,0.138368229889969,0.167713032581454,-0.138914728682171,-0.0801847186594647,0.148070175438596,0.1636589785274,0.206414279152433,0.133333333333333,-0.206414279152433,-0.222610673750365,0.138914728682171,-0.020436692850486,0.107692307692308,0.138686294003611,-0.03278697952611,0.517257576917776,0.160034951751387,0.129424863757421,0.100549450549451,0.146016260162602,0.15520736554449,0.0936642046478112,0.113333333333333,0.0934065934065934,0.205481556692629,0.205481556692629,0.153333333333333,0.202331950393417,0.133333333333333,0.166666666666667,0.045129839772196,0.140184638916202,0.136666666666667
"TWIST1",0.0444723092998955,0.0513003275231301,0.090796147172232,-0.0148960941534085,-0.132800382800383,0.0124542124542125,-0.0333333333333333,0.0124542124542125,-0.122892131992702,0.199550980482378,0.0767074669931779,0.17808005003127,0.106968614115989,0.00769230769230769,0.0714285714285714,0.164506717502306,0.0792063492063492,0.0800574130361364,-0.118108450474011,-0.053021203021203,0.0897430406710236,0.0912063492063492,-0.0827963798805213,-0.134301994301994,0.0992063492063492,0.0566475274757457,-0.121481481481481,-0.124868032037843,0.181047714381048,-0.1,-0.181047714381048,-0.19769660762324,-0.0992063492063492,0.0354380083193643,0,-0.091703999381518,0.054011302031104,-0.123221133705005,0.0578565980167811,-0.0817499411885624,-0.00306849315068493,0.0710144927536232,0.0603441602058358,0.00530589108576827,-0.0714285714285714,0.012,-0.106968614115989,-0.106968614115989,0.0666666666666667,-0.101489162061195,0,0,0.01742455358016,-0.0469723092998955,-0.0375757575757576
"RAS",-0.02,-0.0071869539895166,0.0115503875968992,0.00984126984126983,-0.128685534591195,-0.118888888888889,0.1,-0.113333333333333,-0.00504424778761063,-0.0171869643773188,-0.0587166604608465,0.0892857142857143,-0.257179487179487,-0.133333333333333,-0.1,-0.0386022217884104,-0.0794117647058824,-0.0794117647058824,0.0922313147845063,0.109090909090909,-0.0579164220038613,-0.0544117647058824,0.127849398777843,0.234210526315789,-0.05,0.0131782958556982,0.25,0.251191658391261,0.0738217967599411,0,-0.0738217967599411,-0.0912615384615384,0.05,-0.000197628458498024,-0.1,0.0560075093867334,-0.105009276437848,0.0880368906455863,0.153684210526316,0.0729305863098103,-0.112,0.18,0.167409700722394,-0.100135593220339,0.1,-0.1,0.257179487179487,0.257179487179487,0.18,0.164871794871795,0.1,0.1,0.111255411255411,0.0141176470588235,0.06
"CD44",-0.00666666666666668,0.0113888888888889,0.147619047619048,0.00624999999999999,-0.118888888888889,0.12,0.1,0.1,0.0542530568846358,0.0697177288025187,0.113652733820801,0.13015873015873,0.0333333333333333,0.1,0,0.102912087912088,0.1,0,0.021978021978022,0.111111111111111,0.0829815146094216,0.0666666666666667,0.102843822843823,0.0857142857142857,0.1,0.0265379065379065,0.1,0.0804511278195489,0.0206349206349207,0.1,-0.0206349206349207,-0.0372595520421607,0,-0.105847953216374,-0.1,-0.0666666666666667,-0.100907029478458,-0.1,0.155,-0.0875968992248062,-0.12,0.175,0.145,-0.12,0.1,-0.1,-0.0333333333333333,-0.0333333333333333,0.2,-0.0247619047619048,0,-0.1,0.00476190476190476,-0.00583333333333332,0.0666666666666667
"Ecadherin",0.00157575757575757,0.00289186042937201,0.0401849271364524,-0.0730514128900462,0.00389170308913487,0.0946705146705147,0.0333333333333333,0.0868783068783069,0.00374250586867263,0.119675171228171,0.0519351340641313,-0.0162681669010783,0.0957579185520362,0.0942857142857143,0.0294117647058824,0.220131323058152,0.0257229114580876,0.0250032712781776,-0.0088773992526868,-0.00666666666666667,0.0138155096962738,0.0117229114580876,-0.01007902747191,-0.102439698120653,0.00848153214774282,0.0241199030295741,-0.11377990430622,-0.113963861689426,0.00339618211964257,0,-0.00339618211964257,0.00182843227535965,-0.00848153214774282,-0.00820812034392769,-0.0166666666666667,-0.0112908966962378,0.00836158192090395,-0.12011242308483,-0.106978333976515,-0.0228724658120535,-0.019489247311828,-0.116256684491979,-0.118350882996123,-0.0273632630598594,-0.0294117647058824,-0.0291666666666667,-0.0957579185520362,-0.0957579185520362,-0.0927272727272727,-0.102182499557623,-0.1,-0.08,0.0564834040504348,-0.0059660014781966,-0.00290909090909091
"SNAI2",-0.00364145658263305,-0.0037157783960853,-0.0614158094647814,0.0580075974945211,-0.0129358974358974,-0.0685777593131145,0,-0.0770114942528736,0.0054557991557654,-0.0698646808230314,-0.0348355280970159,0.00269230769230769,-0.0808760990666734,-0.0666666666666667,-0.0145454545454545,-0.105325188105501,-0.0234991768794586,-0.0234991768794586,0.0264320968914721,0.00335345405767941,-0.0409946618796066,-0.0443547918527206,0.0387888890195656,0.0881578947368421,-0.0502597402597403,-0.0303116180621199,0.0653508771929825,0.0725734791524265,0.00317977763792742,0.06,-0.00317977763792742,-0.000992982695680704,0.0502597402597403,0.00974984930681133,0.06,0.0439292844063403,-0.00383192295720094,0.0891539500572564,0.103921568627451,0.0276406246125259,0.0489555822328932,0.0823529411764706,0.0904080551139375,0.036279525894865,0.0145454545454545,0.0305882352941176,0.0808760990666734,0.0808760990666734,0.1,0.0717436789753492,0.1,0.0666666666666667,-0.0652467883705206,-0.000632047690871221,-0.00588235294117647
"cateninnuc",0.0101538461538462,0.00938337985860949,0.0614327060309804,-0.0857439718751194,-0.0342955753923496,0.180230113636364,0.0888888888888889,0.184136363636364,-0.0558099560638336,-0.0121632387302134,0.040890179088652,-0.0264257687745232,0.199965844965845,0.176136363636364,0.0785547785547786,0.0832237679616541,0.0816667499663331,0.080487145704537,-0.097609745978486,-0.0165137085137085,-0.0103036499217249,0.0919434298082303,-0.0855082480366566,-0.225061679732551,0.0936232717054635,-0.00917038922973503,-0.213433772755807,-0.217788952459824,0.00153745896678021,-0.0939393939393939,-0.00153745896678021,0.00631978515217613,-0.0924436674436675,-0.0114958030556171,-0.0988888888888889,-0.0908046060219973,0.0174686880498613,-0.256989858679647,-0.149476723362249,-0.0832616635275985,-0.0975244657140594,-0.136818495514148,-0.141678558224634,-0.0912063829253884,-0.0785547785547786,-0.0906921675774135,-0.199965844965845,-0.199965844965845,-0.138405797101449,-0.196935541935542,-0.166666666666667,-0.179166666666667,0.0654126694297114,-0.00785499557913351,-0.004
"ZEB2",-0.196103896103896,-0.189301175015461,-0.174830912090211,-0.172609168609169,-0.103607085346216,-0.100025960539979,-0.1,-0.0972222222222222,-0.0965718827868966,-0.093600501149606,-0.0932202168426708,-0.09118258867154,-0.089978354978355,-0.0861111111111111,-0.0818181818181818,-0.079143537063798,-0.0741258741258741,-0.0729824561403509,-0.0673388306379323,-0.0657142857142857,-0.0597879016077682,-0.0585295438506448,-0.0563301191618231,-0.0502564102564103,-0.0484848484848485,-0.0438239307766157,-0.0435897435897436,-0.0376881042454813,-0.000241678418395848,0,0.000241678418395848,0.0341515352001806,0.0466666666666667,0.0561730205278592,0.0571428571428571,0.0572417153996101,0.0681533101045296,0.0689809342412526,0.0694255800792303,0.0699177717376383,0.0706620209059233,0.0758771929824561,0.077962165445084,0.0797529299968324,0.08,0.0828571428571429,0.089978354978355,0.089978354978355,0.0916666666666667,0.0966164706100466,0.1,0.111111111111111,0.177161172161172,0.194063079777366,0.205194805194805
"KLF4",0.00290909090909091,0.0059660014781966,0.060273227357203,-0.0645845936680783,0.0132549989692847,0.0868783068783069,0,0.0942857142857143,-0.00638407640980838,0.214222396155143,0.0350665413334696,-0.00740740740740741,0.103846153846154,0.08,0,0.217054399981229,0.00848153214774282,0.00848153214774282,-0.0105533769063181,-0.00666666666666667,0.0228724658120535,0.0257229114580876,-0.0194611785016583,-0.11377990430622,0.0294117647058824,0.0151494033305976,-0.0927272727272727,-0.102439698120653,-0.00229102167182663,-0.0333333333333333,0.00229102167182663,0.00201465201465202,-0.0294117647058824,-0.0102215431627196,-0.0333333333333333,-0.0250032712781776,0.00666666666666667,-0.125679433394109,-0.116256684491979,-0.0112908966962378,-0.0291666666666667,-0.0927272727272727,-0.106978333976515,-0.019489247311828,0,-0.0166666666666667,-0.103846153846154,-0.103846153846154,-0.12,-0.0957579185520362,-0.1,-0.1,0.0670097198399085,-0.00157575757575757,0.00909090909090909
"HEY1",0.00290909090909091,0.0059660014781966,0.060273227357203,-0.0645845936680783,0.0132549989692847,0.0868783068783069,0,0.0942857142857143,-0.00638407640980838,0.214222396155143,0.0350665413334696,-0.00740740740740741,0.103846153846154,0.08,0,0.217054399981229,0.00848153214774282,0.00848153214774282,-0.0105533769063181,-0.00666666666666667,0.0228724658120535,0.0257229114580876,-0.0194611785016583,-0.11377990430622,0.0294117647058824,0.0151494033305976,-0.0927272727272727,-0.102439698120653,-0.00229102167182663,-0.0333333333333333,0.00229102167182663,0.00201465201465202,-0.0294117647058824,-0.0102215431627196,-0.0333333333333333,-0.0250032712781776,0.00666666666666667,-0.125679433394109,-0.116256684491979,-0.0112908966962378,-0.0291666666666667,-0.0927272727272727,-0.106978333976515,-0.019489247311828,0,-0.0166666666666667,-0.103846153846154,-0.103846153846154,-0.12,-0.0957579185520362,-0.1,-0.1,0.0670097198399085,-0.00157575757575757,0.00909090909090909
