"","KLF4","SMAD","ZEB1","ILK","AKT","Patched","IKK","SMO","TGFR","NFB","CDC42","Jagged","Csn","NOTCH","NOTCHic","SOSGRB2","Csl","TrCP","SNAI2","cateninmemb","Ecadherin","AXIN2","MEK","cateninnuc","TCFLEF","ERK","CD44","cfos","Wnt","RAF","PI3K","Frizzled","STAT","DSH","EGR1","Destcompl","LIV1","DELTA","RAS","SRC","GLI","cMet","TWIST1","GSK3","SUFU","PAK1","RKIP","FUS","TGF","FOXC2","SNAI1","SHH","HEY1","ZEB2","miR200"
"PI3K",0.339035087719298,0.30194093637455,0.357616648002986,0.27234093637455,0.325339366515837,0.182051282051282,0.317647058823529,0.166666666666667,0.0611764705882353,0.3,0.0411764705882353,0.119649122807018,0.233333333333333,-0.0173076923076923,-0.0173076923076923,0.0123076923076923,-0.025,0.2,0.0614188603255063,0.0238577317894903,-0.0582539014349838,0.149904761904762,0.0193185470909675,0.11122057442853,0.110189646593479,0.00784313725490196,0.109624674842066,-0.0333333333333333,0.101932367149758,0.0556190476190476,0.0556190476190476,0.0888888888888889,0.1,0.1,-0.0333333333333333,-0.16728326691977,0.1,-0.0556190476190476,-0.0624683626875408,-0.0888888888888889,-0.109624674842066,-0.101932367149758,0.0529511590808811,-0.0625420875420875,-0.1,0,-0.112362637362637,-0.15,-0.0652415112386418,-0.0612102206736353,-0.130628019323671,-0.201495726495727,-0.262587024518212,-0.357616648002986,-0.360247915575784
"ILK",0.339035087719298,0.30194093637455,0.357616648002986,0.27234093637455,0.325339366515837,0.182051282051282,0.317647058823529,0.166666666666667,0.0611764705882353,0.3,0.0411764705882353,0.119649122807018,0.233333333333333,-0.0173076923076923,-0.0173076923076923,0.0123076923076923,-0.025,0.2,0.0614188603255063,0.0238577317894903,-0.0582539014349838,0.149904761904762,0.0193185470909675,0.11122057442853,0.110189646593479,0.00784313725490196,0.109624674842066,-0.0333333333333333,0.101932367149758,0.0556190476190476,0.0556190476190476,0.0888888888888889,0.1,0.1,-0.0333333333333333,-0.16728326691977,0.1,-0.0556190476190476,-0.0624683626875408,-0.0888888888888889,-0.109624674842066,-0.101932367149758,0.0529511590808811,-0.0625420875420875,-0.1,0,-0.112362637362637,-0.15,-0.0652415112386418,-0.0612102206736353,-0.130628019323671,-0.201495726495727,-0.262587024518212,-0.357616648002986,-0.360247915575784
"SNAI2",0.316730769230769,0.232737734220314,0.348135095447871,0.193024815560027,0.366483174075613,-0.255678271308523,0.326724137931034,-0.265882352941176,0.121029950441715,0.275,0.103081232492997,-0.325503905073203,0.2,-0.377005012531328,-0.362719298245614,-0.157336037863421,-0.332894736842105,0.1,0.586989863709288,0.538377528340128,0.596670430908089,0.435815998253839,-0.100132485426603,0.409548914496014,0.399611026297256,-0.096078431372549,0.386208964441586,-0.0941176470588235,0.367929394549113,0.369930634177664,0.369930634177664,0.341168831168831,0.305454545454545,0.305454545454545,-0.1,0.263808612581153,0.26,-0.369930634177664,-0.380889538287253,-0.341168831168831,-0.38664597208922,-0.367929394549113,0.227589440259317,-0.271985172434081,0.2,-0.0745098039215686,-0.29825641025641,0.26,-0.135315664727429,0.0209694988320248,-0.322132058585523,0.24159376426627,-0.134629294755877,-0.348135095447871,-0.357745723033529
"Ecadherin",0.321706516643225,0.242886479278521,0.342366195667591,0.219884057971014,0.3595670995671,-0.181787634408602,0.336190476190476,-0.197916666666667,0.139649667405765,0.302857142857143,0.127454545454545,-0.259136843061723,0.26,-0.327513899949701,-0.326398658314014,-0.114580512172369,-0.321244019138756,0.2,0.33492372991898,0.48551405685552,0.343704771289109,0.399611026297256,-0.0799852987117996,0.353494372416537,0.348265614246603,-0.0819460830255251,0.340420035168147,-0.0767914438502674,0.330801767378964,0.329438159879336,0.329438159879336,0.317008663930689,0.296078431372549,0.296078431372549,-0.0709090909090909,0.217077143802153,0.266666666666667,-0.329438159879336,-0.3364214001028,-0.317008663930689,-0.341468434045631,-0.330052142191558,0.181716069668091,-0.230237209230466,0.233333333333333,-0.115454545454545,-0.278411609792027,0.216666666666667,-0.15031874516345,-0.0257357188851968,-0.295307431385172,0.170764012361358,-0.160154634153845,-0.342366195667591,-0.352642614988984
"cateninmemb",0.321706516643225,0.242886479278521,0.342366195667591,0.219884057971014,0.3595670995671,-0.181787634408602,0.336190476190476,-0.197916666666667,0.139649667405765,0.302857142857143,0.127454545454545,-0.259136843061723,0.26,-0.327513899949701,-0.326398658314014,-0.114580512172369,-0.321244019138756,0.2,0.33492372991898,0.388279136888939,0.337005558080765,0.399611026297256,-0.0799852987117996,0.353494372416537,0.348265614246603,-0.0819460830255251,0.340420035168147,-0.0767914438502674,0.330801767378964,0.329438159879336,0.329438159879336,0.317008663930689,0.296078431372549,0.296078431372549,-0.0709090909090909,0.217077143802153,0.266666666666667,-0.329438159879336,-0.3364214001028,-0.317008663930689,-0.341468434045631,-0.330052142191558,0.181716069668091,-0.230237209230466,0.233333333333333,-0.115454545454545,-0.278411609792027,0.216666666666667,-0.15031874516345,-0.0257357188851968,-0.295307431385172,0.170764012361358,-0.160154634153845,-0.342366195667591,-0.352642614988984
"SRC",0.207945736434108,0.299182076813656,0.325808625336927,0.280263157894737,-0.058974358974359,0.271111111111111,-0.0423076923076923,0.26,0.145634920634921,-0.05,0.136111111111111,0.262623500352858,-0.05,0.360714285714286,0.342857142857143,0.284285714285714,0.3,-0.1,-0.135687614391659,-0.288859452177818,-0.254203095379566,-0.283252581920184,0.144520678482943,-0.263815945657531,-0.258670531787285,0.131313131313131,-0.246475409836066,0.0757575757575758,-0.235,-0.399048811013767,-0.399048811013767,-0.225,-0.3,-0.2,0.0666666666666667,-0.0341961299569995,-0.2,0.399048811013767,0.405109417074373,0.225,0.246475409836066,0.235,-0.224112668940255,0.228917748917749,-0.1,-0.111111111111111,0.0321277289019224,-0.2,-0.149271284271284,-0.192170868347339,-0.0778194475861859,-0.291699346405229,-0.28733862959285,-0.325808625336927,-0.328751280925194
"cateninnuc",0.306395808620008,0.23936753227067,0.322892486272015,0.222860028860029,0.326262310606061,-0.0238380341445203,0.316106060606061,-0.0319125683060109,0.172934950107364,0.298106060606061,0.163164835164835,-0.108427883120424,0.270833333333333,-0.267967209873004,-0.267512664418459,-0.0614947843797509,-0.268675455116133,0.233333333333333,0.287712116655699,0.235235614796777,0.164689654853306,0.348265614246603,-0.0564303975390907,0.105651899841022,0.203028315195896,-0.0614762690987237,0.199368867847129,-0.0678053830227743,0.194275369260479,0.28013761013761,0.28013761013761,0.185579717086566,0.175990675990676,0.175990675990676,-0.0630434782608696,0.173376904606979,0.160606060606061,-0.28013761013761,-0.285019765019765,-0.184324009324009,-0.200599479932416,-0.193019661497922,0.0663006820875586,-0.191123739039529,0.0666666666666667,-0.150857142857143,-0.256104448074671,0.0466666666666667,-0.179921849670683,-0.0813872138790172,-0.264749172866813,0.0162127618133656,-0.170141317786505,-0.322892486272015,-0.329927471302944
"KLF4",0.292592592592593,0.219884057971014,0.319143446852425,0.188,0.336190476190476,-0.197916666666667,0.302857142857143,-0.216666666666667,0.127454545454545,0.26,0.115454545454545,-0.262111671437009,0.2,-0.326398658314014,-0.321244019138756,-0.113264722698685,-0.305454545454545,0.1,0.327398142923194,0.477693544035007,0.438251996216081,0.386208964441586,-0.0819460830255251,0.348265614246603,0.340420035168147,-0.0767914438502674,0.330052142191558,-0.0709090909090909,0.317008663930689,0.322820512820513,0.322820512820513,0.296078431372549,0.266666666666667,0.266666666666667,-0.08,0.215772390773262,0.233333333333333,-0.322820512820513,-0.329438159879336,-0.296078431372549,-0.330801767378964,-0.317008663930689,0.183019607843137,-0.226484449848568,0.2,-0.0954545454545455,-0.262306740878169,0.233333333333333,-0.139649667405765,-0.0158959019515583,-0.282016292144666,0.181787634408602,-0.133980137509549,-0.319143446852425,-0.328620268620269
"HEY1",0.292592592592593,0.219884057971014,0.319143446852425,0.188,0.336190476190476,-0.197916666666667,0.302857142857143,-0.216666666666667,0.127454545454545,0.26,0.115454545454545,-0.262111671437009,0.2,-0.326398658314014,-0.321244019138756,-0.113264722698685,-0.305454545454545,0.1,0.327398142923194,0.477693544035007,0.438251996216081,0.386208964441586,-0.0819460830255251,0.348265614246603,0.340420035168147,-0.0767914438502674,0.330052142191558,-0.0709090909090909,0.317008663930689,0.322820512820513,0.322820512820513,0.296078431372549,0.266666666666667,0.266666666666667,-0.08,0.215772390773262,0.233333333333333,-0.322820512820513,-0.329438159879336,-0.296078431372549,-0.330801767378964,-0.317008663930689,0.183019607843137,-0.226484449848568,0.2,-0.0954545454545455,-0.262306740878169,0.233333333333333,-0.139649667405765,-0.0158959019515583,-0.282016292144666,0.181787634408602,-0.133980137509549,-0.319143446852425,-0.328620268620269
"FOXC2",0.292592592592593,0.219884057971014,0.319143446852425,0.188,0.336190476190476,-0.197916666666667,0.302857142857143,-0.216666666666667,0.127454545454545,0.26,0.115454545454545,-0.262111671437009,0.2,-0.326398658314014,-0.321244019138756,-0.113264722698685,-0.305454545454545,0.1,0.327398142923194,0.477693544035007,0.438251996216081,0.386208964441586,-0.0819460830255251,0.348265614246603,0.340420035168147,-0.0767914438502674,0.330052142191558,-0.0709090909090909,0.317008663930689,0.322820512820513,0.322820512820513,0.296078431372549,0.266666666666667,0.266666666666667,-0.08,0.215772390773262,0.233333333333333,-0.322820512820513,-0.329438159879336,-0.296078431372549,-0.330801767378964,-0.317008663930689,0.183019607843137,-0.226484449848568,0.2,-0.0954545454545455,-0.262306740878169,0.233333333333333,-0.139649667405765,-0.0158959019515583,-0.282016292144666,0.181787634408602,-0.133980137509549,-0.319143446852425,-0.328620268620269
"TCFLEF",0.292000891265597,0.199903667274101,0.300142743221691,0.191299460773145,0.168330941148613,0.0310291858678955,0.160722245496439,0.0261904761904762,0.118189468287273,0.163948051948052,0.112581991651759,-0.0170969266933469,0.151948051948052,-0.144696963678646,-0.144364737765025,-0.0195369261477046,-0.154168659333652,0.142857142857143,-0.192378685060958,-0.12026104627905,-0.142420307445436,0.457556532356532,-0.00567612410817986,0.00856639351484712,0.00813684025024231,-0.00839721254355401,0.107564102564103,-0.0169686411149826,0.113446455505279,0.0968777976016243,0.0968777976016243,0.110882352941176,0.1,0.105882352941176,-0.0242857142857143,-0.244949002485247,0.1,-0.0968777976016243,-0.0980604520037268,-0.105,-0.112825337492857,-0.107564102564103,0.02356560470058,0.16879332002305,0.0166666666666667,-0.11025641025641,-0.119292831886853,-0.0166666666666667,-0.121831852393233,-0.0232190512919758,-0.0472001545641713,-0.0340966705304722,-0.132312620928093,-0.300142743221691,-0.304217649820059
"Destcompl",0.23130815492767,0.237234753550543,0.242729835690058,0.231269841269841,0.10978120978121,0.283174433015419,0.10978120978121,0.278511220580186,0.13100188895885,0.114285714285714,0.129422941590429,0.304826568601457,0.114285714285714,0.136719977361696,0.134114766940854,0.143341703194021,0.128679984332158,0.1,-0.215702404360511,-0.280186765929885,-0.135501241133548,-0.289188705422652,0.0281447514234399,-0.241443393600841,-0.240321517007266,0.0281447514234399,-0.237718777281239,0.0177622377622378,-0.235216437495021,-0.00800010005029262,-0.00800010005029262,-0.232246140465319,-0.225396825396825,-0.225396825396825,0.00564102564102564,0.00662463524411581,-0.211111111111111,0.00800010005029262,0.0100409163768232,0.232246140465319,0.238741483877211,0.234733702654373,-0.195255444311829,-0.116320147981564,-0.255555555555556,-0.121836734693878,-0.155724532277859,-0.2727969348659,-0.130509278121412,-0.201526575939776,-0.156479780071683,-0.289170564543466,-0.23661705815552,-0.242729835690058,-0.253387503676575
"cMet",0.00793650793650794,0.0217522160379303,0.115007215007215,0.0290249433106576,-0.0920833333333333,0.06,-0.0733333333333333,0.06,0.0663888888888889,-0.0666666666666667,0.0608333333333333,0.0202138441268876,-0.1,0.0685330347144457,0.0578947368421053,0.166190476190476,0,-0.2,0.15284180539655,-0.116779880854614,-0.0789839714822663,-0.118412698412698,0.116818181818182,-0.102811315605955,-0.0971615980918306,0.075,-0.0910077519379845,0.065,-0.0933333333333333,-0.24,-0.24,-0.1,-0.2,-0.1,0.125,-0.0464400010618498,-0.1,0.24,0.217358490566038,0.2,0.0887878787878788,0.0933333333333333,-0.106497098407211,0.0873463901689708,0.1,-0.0733333333333333,-0.0892592592592593,0,-0.0791548463356974,-0.0868407172995781,-0.0296398417718667,-0.038125,-0.0208806329549364,-0.115007215007215,-0.130277228809838
"ERK",0.0768587412276311,0.151446588897148,0.0805562923716314,0.160261178562802,0.00472796541468964,0.190332369013179,0.0166545709192768,0.188371584699454,0.118780206536534,0.0201839826839827,0.123159768580329,0.198060943950352,0.0232142857142857,0.275157797205232,0.264908489726008,0.148376020958545,0.236441336441336,-0.0142857142857143,-0.386540330812702,-0.259593866172263,-0.232625666669158,-0.249423420023914,0.0112897739774693,-0.216816018176153,-0.213621573731709,-0.000130838835901203,-0.20897473358301,0.0982024944974321,-0.206806526806527,-0.0785314685314685,-0.0785314685314685,-0.200512820512821,-0.192982456140351,-0.196666666666667,0.125862068965517,0.0672752545197281,-0.166666666666667,0.0785314685314685,0.0773213475193673,0.196828609986505,0.212069684701264,0.203122316280211,-0.228749320354118,0.0424787353826718,-0.106666666666667,-0.139047619047619,-0.0415709415271753,-0.150666666666667,-0.121527459283786,-0.154048398531157,-0.164887924734905,-0.185501451138783,-0.175105540426443,-0.0805562923716314,-0.0794691780569162
"MEK",0.0838354854136777,0.160261178562802,0.0800838514267495,0.170962285573872,0.0166545709192768,0.188371584699454,0.0201839826839827,0.150666666666667,0.123159768580329,0.0232142857142857,0.139047619047619,0.198964558408183,-0.0142857142857143,0.264908489726008,0.236441336441336,0.161968253968254,0.197979797979798,0,-0.383294163094036,-0.254626064884314,-0.229089792999402,-0.242106346853182,-0.000130838835901203,-0.213621573731709,-0.20897473358301,0.0982024944974321,-0.203122316280211,0.125862068965517,-0.200512820512821,-0.0756743256743257,-0.0756743256743257,-0.196666666666667,-0.166666666666667,-0.166666666666667,0.15,0.069417306379931,-0.1,0.0756743256743257,0.0785314685314685,0.192982456140351,0.206806526806527,0.196828609986505,-0.223617558911677,0.0438411332028353,-0.0666666666666667,-0.153333333333333,-0.0323787409700722,-0.106666666666667,-0.118780206536534,-0.149091133573892,-0.165350887697868,-0.190332369013179,-0.184320557491289,-0.0800838514267495,-0.0804495702137789
"Csn",-0.0371988795518207,-0.0428437671313077,-0.0421290322580645,-0.0425866977225673,0.0808,-0.0548852581110646,0.08,-0.0516594516594517,-0.111010506906029,0.08,-0.108446404341927,-0.058984126984127,0.08,-0.144850982350982,-0.14004329004329,-0.128792805257696,-0.125757575757576,0.18,0.0790801749556845,0.0679404239397595,0.0341456520663493,0.179665958451369,-0.0235687229437229,0.148706297601503,0.147202990325496,-0.0162770562770563,0.145916816692056,-0.0175757575757576,0.142805705580944,0.0595323155779636,0.0595323155779636,0.136781609195402,0.133333333333333,0.133333333333333,-0.0266666666666667,-0.129847032448542,0.133333333333333,-0.0595323155779636,-0.0597242541576181,-0.136781609195402,-0.145862474139896,-0.142805705580944,0.123811750038959,0.0192433306757707,0.0142857142857143,0.115909090909091,0.0783454392537656,0.0365079365079365,0.114113132204359,0.137797226602656,0.0959733677819774,0.054065585979917,0.0481782945736434,0.0421290322580645,0.044300532367063
"RKIP",-0.0936394069823051,-0.170962285573872,-0.0856394069823051,-0.169972186563971,-0.0201839826839827,-0.150666666666667,-0.0232142857142857,-0.106666666666667,-0.139047619047619,0.0142857142857143,-0.153333333333333,-0.194866197752446,0,-0.236441336441336,-0.197979797979798,-0.170857142857143,-0.188888888888889,0,0.377941365040508,0.2504797234209,0.223807461487562,0.232196436943272,-0.0982024944974321,0.20897473358301,0.203122316280211,-0.125862068965517,0.196828609986505,-0.15,0.196666666666667,0.0525974025974026,0.0525974025974026,0.166666666666667,0.1,0.1,-0.15,-0.0692081013590105,0,-0.0525974025974026,-0.0756743256743257,-0.166666666666667,-0.200512820512821,-0.192982456140351,0.220320855614973,-0.0514578408195429,0.1,0.133333333333333,0.0284313725490196,0.0666666666666667,0.123159768580329,0.153595638078397,0.158940631287612,0.188371584699454,0.184320557491289,0.0856394069823051,0.0857127281085157
"RAF",-0.0936394069823051,-0.170962285573872,-0.0856394069823051,-0.169972186563971,-0.0201839826839827,-0.150666666666667,-0.0232142857142857,-0.106666666666667,-0.139047619047619,0.0142857142857143,-0.153333333333333,-0.194866197752446,0,-0.236441336441336,-0.197979797979798,-0.170857142857143,-0.188888888888889,0,0.377941365040508,0.2504797234209,0.223807461487562,0.232196436943272,-0.0982024944974321,0.20897473358301,0.203122316280211,-0.125862068965517,0.196828609986505,-0.15,0.196666666666667,0.0525974025974026,0.0525974025974026,0.166666666666667,0.1,0.1,-0.15,-0.0692081013590105,0,-0.0525974025974026,-0.0756743256743257,-0.166666666666667,-0.200512820512821,-0.192982456140351,0.220320855614973,-0.0514578408195429,0.1,0.133333333333333,0.0284313725490196,0.0666666666666667,0.123159768580329,0.153595638078397,0.158940631287612,0.188371584699454,0.184320557491289,0.0856394069823051,0.0857127281085157
"CD44",-0.00793650793650794,-0.0290249433106576,-0.107936507936508,-0.0555555555555556,0.0733333333333333,-0.06,0.0666666666666667,0,-0.0608333333333333,0.1,-0.0733333333333333,-0.0354312354312354,0.2,-0.0578947368421053,0,-0.192857142857143,0.1,0.1,-0.151381951381951,0.110018315018315,0.0772028009988058,0.12,-0.075,0.0971615980918306,0.0910077519379845,-0.065,0.0933333333333333,-0.125,0.1,0.242857142857143,0.242857142857143,0.1,0.1,0,-0.2,0.0410345956564444,0.1,-0.242857142857143,-0.24,-0.2,-0.0933333333333333,-0.2,0.100879120879121,-0.0970238095238095,-0.1,0.133333333333333,0.0633333333333333,-0.1,0.0663888888888889,0.0729166666666667,0.0228601807549176,0.06,0.0502923976608187,0.107936507936508,0.124027228809838
