"","TWIST1","Jagged","NOTCH","ZEB2","RKIP","Ecadherin","NFB","Csn","STAT","cMet","CD44","cateninnuc","SRC","ILK","miR200","LIV1","SNAI2","Destcompl","KLF4","TGF","SOSGRB2","TGFR","GSK3","PAK1","CDC42","FOXC2","AXIN2","HEY1","RAS","SMAD","RAF","PI3K","DELTA","cateninmemb","IKK","AKT","TCFLEF","Frizzled","GLI","Wnt","ZEB1","DSH","Patched","SHH","SMO","FUS","SUFU","MEK","NOTCHic","cfos","ERK","TrCP","EGR1","Csl","SNAI1"
"RAF",-0.140579322638146,-0.0190759155954402,0.0642968142968143,-0.250166427546628,-0.0712885154061625,0.0432982900592824,0.0428571428571429,0,0.1,0.0596491228070175,0.0404183535762483,0.0549737727118201,0.0333333333333333,0.0370881471972614,-0.189185277206339,0,0.0779979017310719,0.0607664668654918,-0.272166427546628,-0.0417089452603471,-0.0407619047619048,0.0314285714285714,0.166154452324665,0.0666666666666667,0.06,0.0294134983790156,-0.0391584622597281,-0.0278358497870693,0.163011988011988,-0.0281772561081525,0.139935064935065,0.139935064935065,0.139935064935065,-0.045137911020264,-0.0428571428571429,-0.0701298701298701,-0.0592994724573672,-0.0333333333333333,-0.0341025641025641,-0.0533333333333333,-0.0453715925394548,-0.1,-0.0173333333333333,-0.0255300546448087,-0.0133333333333333,0.0666666666666667,0.1,0.211078503301541,-0.0373737373737374,0.3,0.23448275862069,0,0.2,-0.0555555555555556,0.218833383406622
"SHH",0.05,0.162857142857143,0.0333333333333333,-0.25,-0.08,0.0619444444444444,0,0,0.1,0.2,0.2,0.231111111111111,0.1,0.0666666666666667,-0.2,0,0.0577011494252874,0.0527272727272727,-0.25,-0.0733333333333333,0,0.0333333333333333,0.058974358974359,0,0.0333333333333333,0.125,-0.0571428571428571,-0.0666666666666667,-0.0423076923076923,-0.1,-0.05,-0.05,-0.05,0.121433691756272,0.1,0.1,-0.22,0,-0.1,-0.1,-0.05,0,0.133333333333333,-0.0666666666666667,0.1,0.2,0.2,0.06,0,0.1,0,0,0,-0.1,0.0833333333333333
"STAT",-0.00853804699381911,0.0780761658453617,0.0668385118413674,-0.248323471400395,-0.00504987129987131,0.00777657933435284,0.09,0.05,0.0142857142857143,0.0233766233766234,0.0225219225219225,0.0235175497332263,0.0142857142857143,0.123993558776167,-0.158127896200185,0.1,-0.0201412925505242,0.0283825082551805,-0.352792632204397,-0.00364370247093359,0.0842775041050903,0.00412679425837321,0.065347129506008,-0.0136363636363636,-0.00113636363636364,-0.00662304021813225,-0.0312311218193571,-0.121333333333333,-0.0568186517783292,-0.118246432339386,-0.0568186517783292,-0.0568186517783292,-0.0568186517783292,-0.0193059695890117,-0.0852380952380953,-0.0903228410008071,-0.0222064651086733,-0.0142857142857143,-0.0225362872421696,-0.0233766233766234,-0.108570916263224,-0.0142857142857143,-0.108992248062016,-0.104567469300954,-0.106666666666667,-0.1,-0.1,0.12909550917141,-0.060042395336513,0.133333333333333,0.12156862745098,0,0.133333333333333,-0.0627450980392157,0.0378655103336274
"Csl",-0.10154696046449,0.0360427546913474,0.0459676316891937,-0.24768498500903,0.0201235879955584,-0.0945561694485844,0.133333333333333,0.133333333333333,-0.0876923076923077,-0.0818981018981019,-0.082306265163408,-0.0834296988376123,-0.0786013986013986,0.108307639602604,-0.156380315190244,-0.08,-0.110910751896118,-0.0651914975411874,-0.242908902691511,0.055553533515317,-0.0564620531372778,-0.0571408351026185,-0.0218154369303256,-0.0577777777777778,-0.0577777777777778,-0.0481270951094565,0.068566129738827,-0.206180077382123,0.0470568502036224,-0.110529861824826,0.0496303796153871,0.0496303796153871,0.0496303796153871,0.0675490157791622,-0.14031007751938,-0.130232558139535,0.0815429063847821,0.0786013986013986,0.0810207534401083,0.0818272050530115,-0.107521285397817,0.0876923076923077,-0.0942830730307011,-0.0908347971686321,-0.101809954751131,-0.107692307692308,-0.1,0.10203933747412,-0.0532403589619209,0.0923809523809524,0.100952380952381,-0.1,0.106666666666667,-0.0453456221198157,0.00386434016868799
"ERK",-0.136987445259861,-0.0177229628006545,0.0658132831485441,-0.247149304686986,-0.0959623169015444,0.0428799655707919,0.0701298701298701,0.0428571428571429,0.0596491228070175,0.0592994724573672,0.0549737727118201,0.0573942601137202,0.0404183535762483,0.0196901712373038,-0.192307052232139,0.0333333333333333,0.0721716493698337,0.0565796934028461,-0.247907421618676,-0.0480276265790285,-0.0216033287101248,0.0417089452603471,0.166339675943131,0.0314285714285714,0.0417089452603471,0.0371658661313834,-0.0502109781902928,-0.00862393542157131,0.155506094565501,-0.0166506575594923,0.152535797535798,0.152535797535798,0.152535797535798,-0.0446501061422152,-0.0642475171886937,-0.0725043979226386,-0.0585053712248313,-0.0341025641025641,-0.0492242844874424,-0.052983682983683,-0.0314070881025094,-0.0533333333333333,-0.013111753991214,-0.0140779375660932,-0.0255300546448087,-0.0173333333333333,-0.0133333333333333,0.109188995409247,-0.0533479091873253,0.211078503301541,0.0894118366348741,-0.0428571428571429,0.23448275862069,-0.0642968142968143,0.223178112751352
"MEK",-0.13435221641104,-0.0116988664151123,0.0533479091873253,-0.246991824372025,-0.0923411469851098,0.0467591279463498,0.0428571428571429,0.0428571428571429,0.0333333333333333,0.0404183535762483,0.0592994724573672,0.0585053712248313,0.0596491228070175,0.0281772561081525,-0.188875679683119,0.1,0.0655891426069843,0.0532350861123538,-0.252558584409374,-0.0417089452603471,-0.0274285714285714,0.0417089452603471,0.172788358958572,0.06,0.0314285714285714,0.0339180028835201,-0.0607800838813497,-0.0151085770597966,0.152535797535798,-0.0196901712373038,0.163011988011988,0.163011988011988,0.163011988011988,-0.0446501061422152,-0.0701298701298701,-0.0642475171886937,-0.0549737727118201,-0.0533333333333333,-0.052983682983683,-0.0341025641025641,-0.0318795290473913,-0.0333333333333333,-0.0255300546448087,-0.013111753991214,-0.0173333333333333,-0.0133333333333333,0.0666666666666667,0.0894118366348741,-0.0642968142968143,0.23448275862069,0.211078503301541,0,0.3,-0.0373737373737374,0.219474409047648
"NOTCHic",-0.100418292292933,0.0376052546913474,0.0532403589619209,-0.245475040257649,0.0251927124195215,-0.0952538438671891,0.133333333333333,0.1,-0.08,-0.0786013986013986,-0.0818981018981019,-0.0815429063847821,-0.0876923076923077,0.111904761904762,-0.156162450266496,-0.1,-0.109792183663456,-0.0653743128976774,-0.242908902691511,0.0571408351026185,-0.0621531100478469,-0.0577777777777778,-0.0213736107153035,-0.0777777777777778,-0.0577777777777778,-0.0510006583278473,0.0708797544174903,-0.2120624303233,0.0496303796153871,-0.108307639602604,0.047167325428195,0.047167325428195,0.047167325428195,0.0655612481950643,-0.133333333333333,-0.14031007751938,0.082306265163408,0.0876923076923077,0.0818272050530115,0.0786013986013986,-0.109178743961353,0.08,-0.101809954751131,-0.0942830730307011,-0.107692307692308,-0.1,-0.1,0.100952380952381,-0.0453456221198157,0.106666666666667,0.0923809523809524,0,0.14,0.0514285714285714,0.00742165242165242
"PAK1",-0.0849610389610389,0.0645136758691206,0.0723809523809524,-0.24314150097338,0.0220488351427578,-0.0917898213676589,0.1375,0.125,-0.1,-0.0915915915915916,-0.0915915915915916,-0.0926439542991267,-0.0888888888888889,0.108917904079194,-0.153539597657245,-0.1,-0.0860018687155341,-0.0783082706766917,-0.240380952380952,0.0516053217113969,-0.0408828382838284,-0.0521517697988286,-0.00250703463203463,-0.0571428571428571,-0.0551820728291316,-0.0442488921556848,0.0804284784831304,-0.105861774994855,0.0247617977962311,-0.11020822665984,0.0283981614325947,0.0283981614325947,0.0283981614325947,0.0812021229914474,-0.1375,-0.128240740740741,0.0908508508508508,0.0888888888888889,0.090057053202111,0.0915204678362573,-0.106135276607782,0.1,-0.104887068327929,-0.100887068327929,-0.111059907834101,-0.114285714285714,-0.114285714285714,0.0847369196757553,-0.078974358974359,0.0756521739130435,0.0807369196757553,-0.1,0.08,-0.0743589743589744,0.00110692043020371
"LIV1",-0.0849610389610389,0.0645136758691206,0.0723809523809524,-0.24314150097338,0.0220488351427578,-0.0917898213676589,0.1375,0.125,-0.1,-0.0915915915915916,-0.0915915915915916,-0.0926439542991267,-0.0888888888888889,0.108917904079194,-0.153539597657245,-0.1,-0.0860018687155341,-0.0783082706766917,-0.240380952380952,0.0516053217113969,-0.0408828382838284,-0.0521517697988286,-0.00250703463203463,-0.0571428571428571,-0.0551820728291316,-0.0442488921556848,0.0804284784831304,-0.105861774994855,0.0247617977962311,-0.11020822665984,0.0283981614325947,0.0283981614325947,0.0283981614325947,0.0812021229914474,-0.1375,-0.128240740740741,0.0908508508508508,0.0888888888888889,0.090057053202111,0.0915204678362573,-0.106135276607782,0.1,-0.104887068327929,-0.100887068327929,-0.111059907834101,-0.114285714285714,-0.114285714285714,0.0847369196757553,-0.078974358974359,0.0756521739130435,0.0807369196757553,-0.1,0.08,-0.0743589743589744,0.00110692043020371
"EGR1",-0.0849610389610389,0.0645136758691206,0.0723809523809524,-0.24314150097338,0.0220488351427578,-0.0917898213676589,0.1375,0.125,-0.1,-0.0915915915915916,-0.0915915915915916,-0.0926439542991267,-0.0888888888888889,0.108917904079194,-0.153539597657245,-0.1,-0.0860018687155341,-0.0783082706766917,-0.240380952380952,0.0516053217113969,-0.0408828382838284,-0.0521517697988286,-0.00250703463203463,-0.0571428571428571,-0.0551820728291316,-0.0442488921556848,0.0804284784831304,-0.105861774994855,0.0247617977962311,-0.11020822665984,0.0283981614325947,0.0283981614325947,0.0283981614325947,0.0812021229914474,-0.1375,-0.128240740740741,0.0908508508508508,0.0888888888888889,0.090057053202111,0.0915204678362573,-0.106135276607782,0.1,-0.104887068327929,-0.100887068327929,-0.111059907834101,-0.114285714285714,-0.114285714285714,0.0847369196757553,-0.078974358974359,0.0756521739130435,0.0807369196757553,-0.1,0.08,-0.0743589743589744,0.00110692043020371
"cfos",-0.0849610389610389,0.0663541666666667,0.078974358974359,-0.242176870748299,0.0237062937062937,-0.0926894753468977,0.125,0.1,-0.1,-0.0888888888888889,-0.0915915915915916,-0.0908508508508508,-0.1,0.113756613756614,-0.153539597657245,-0.1,-0.0852785414099283,-0.0783082706766917,-0.240380952380952,0.0521517697988286,-0.0458333333333333,-0.0551820728291316,-0.002870670995671,-0.0714285714285714,-0.0571428571428571,-0.0456282025005124,0.0823152709359606,-0.111744127936032,0.0283981614325947,-0.108917904079194,0.0271786492374728,0.0271786492374728,0.0271786492374728,0.0793706211599456,-0.1375,-0.1375,0.0915915915915916,0.1,0.0915204678362573,0.0888888888888889,-0.106456820016142,0.1,-0.111059907834101,-0.104887068327929,-0.114285714285714,-0.114285714285714,-0.1,0.0807369196757553,-0.0743589743589744,0.08,0.0756521739130435,0,0.24,-0.0666666666666667,0.00420954572853307
"CDC42",-0.0849610389610389,0.0663541666666667,0.078974358974359,-0.242176870748299,0.0237062937062937,-0.0926894753468977,0.125,0.1,-0.1,-0.0888888888888889,-0.0915915915915916,-0.0908508508508508,-0.1,0.113756613756614,-0.153539597657245,-0.1,-0.0852785414099283,-0.0783082706766917,-0.240380952380952,0.0521517697988286,-0.0458333333333333,-0.0551820728291316,-0.002870670995671,0.0285714285714286,-0.0571428571428571,-0.0456282025005124,0.0823152709359606,-0.111744127936032,0.0283981614325947,-0.108917904079194,0.0271786492374728,0.0271786492374728,0.0271786492374728,0.0793706211599456,-0.1375,-0.1375,0.0915915915915916,0.1,0.0915204678362573,0.0888888888888889,-0.106456820016142,0.1,-0.111059907834101,-0.104887068327929,-0.114285714285714,-0.114285714285714,-0.1,0.0807369196757553,-0.0743589743589744,0.08,0.0756521739130435,0,0.14,-0.0666666666666667,0.00420954572853307
"Patched",0.0685185185185185,0.188783068783069,0.0424242424242424,-0.241666666666667,-0.08,0.0706823085221144,-0.1,0,0.1,0.2,0.22,0.239848975188781,0.2,0.1,-0.192857142857143,0.1,0.048367816091954,0.0516283716283716,-0.261111111111111,-0.065,0.0666666666666667,0.0733333333333333,0.0684981684981685,0.0333333333333333,0.0333333333333333,0.115,-0.0844155844155844,-0.0897435897435898,-0.0548076923076923,-0.11,-0.0423076923076923,-0.0423076923076923,-0.0423076923076923,0.121433691756272,0.1,0.0857142857142857,-0.231111111111111,-0.1,-0.1125,-0.1,-0.0583333333333333,0,-0.0666666666666667,-0.0916666666666667,0.133333333333333,0.1,0.2,0.0369230769230769,-0.0333333333333333,0,0.06,0,0.1,0,0.0672043010752688
"SNAI1",-0.083012321012321,0.0654548523397089,0.0715646258503402,-0.24154248498322,0.0253961154774858,-0.0908532969139648,0.1375,0.1375,-0.0888888888888889,-0.0915915915915916,-0.0908508508508508,-0.0918179346811608,-0.0915915915915916,0.11020822665984,-0.152675044343124,-0.1,-0.0865047181959229,-0.0791306390977444,-0.241315531820205,0.052613386227526,-0.0412601967743944,-0.0516053217113969,-0.00151693562213364,-0.0551820728291316,-0.0521517697988286,-0.045900734595329,0.0806615787162306,-0.106457013090094,0.0239407797338337,-0.110577230349876,0.0247617977962311,0.0247617977962311,0.0247617977962311,0.07985497273238,-0.128240740740741,-0.126851851851852,0.0926439542991267,0.0915204678362573,0.0891429764196612,0.090057053202111,-0.107734292597942,0.0888888888888889,-0.100887068327929,-0.102246291628899,-0.104887068327929,-0.111059907834101,-0.114285714285714,0.0869790721421231,-0.0723809523809524,0.0807369196757553,0.0847369196757553,-0.125,0.0756521739130435,-0.078974358974359,-0.0992489514559173
"NFB",0.138048552754435,0.158591818204293,0.218461108783689,-0.240961484170196,-0.0412358133669609,0.128228541205695,0.219047619047619,0.285714285714286,0.0944444444444444,0.114444444444444,0.12743879472693,0.126337777104692,0.125213675213675,0.220331408140814,-0.177697864988027,0.15,0.0813270980144666,0.116646844512279,-0.248076923076923,-0.152025674466181,0.175846970367094,0.152658585858586,0.220512820512821,0.172222222222222,0.135858585858586,0.131313821194299,-0.10774569402229,-0.207048872180451,0.0455469769070855,-0.214011705538584,0.0564922505389262,0.0564922505389262,0.0564922505389262,-0.0797840557971934,-0.237966537966538,-0.229077649077649,-0.12406326730077,-0.125213675213675,-0.12792759051186,-0.114444444444444,-0.0696438798144787,-0.0944444444444444,-0.206130268199234,-0.203720629645017,-0.188888888888889,-0.2,-0.12,0.0671484593837535,-0.228138528138528,0.0702857142857143,0.076952380952381,-0.3,0.114285714285714,-0.204329004329004,0.0640797673130623
"AKT",-0.0531606272149146,0.0610398512838387,0.151027355807057,-0.231827712330768,-0.1009183271971,-0.120018991811268,0.0509803921568627,0.0333333333333333,0.0333333333333333,0.0321293199554069,0.0213948566785708,0.025275903466834,0.00289855072463768,0.0977613445378151,-0.17968660779654,0,-0.0226010680590465,0.0368049806551893,-0.234103688708952,-0.0736316727855389,0.0717094017094017,0.0636618842659015,0.114460852767304,0.0573529411764706,0.0693529411764706,0.063056421541659,-0.0264455905105725,-0.087815619160908,0.142336985015315,-0.0940576408341114,0.134867105497242,0.134867105497242,0.134867105497242,0.0946256714766225,-0.0484162895927602,-0.155486996663467,-0.028198980389911,-0.00289855072463768,-0.0215147948157421,-0.0321293199554069,-0.0683929759644254,-0.0333333333333333,-0.086965811965812,-0.0932816014394962,-0.106410256410256,-0.0833333333333333,-0.1,0.13064619913124,-0.135173697270471,0.131932773109244,0.104063920650227,-0.0333333333333333,0.114285714285714,-0.148076923076923,0.112736945019554
"SMO",0.0802832244008715,0.199497354497355,0.0624242424242424,-0.229802259887006,-0.0577777777777778,0.0710513122121512,-0.1,-0.1,0.2,0.22,0.231111111111111,0.242856493985774,0.2,0.11,-0.181464737793852,0.1,0.0597963875205254,0.0547291468221701,-0.252777777777778,-0.0677027027027027,0.0719298245614035,0.065,0.0694690422845763,0.0333333333333333,0.0733333333333333,0.115,-0.0809673085535154,-0.104029304029304,-0.0617844364937388,-0.111587301587302,-0.0548076923076923,-0.0548076923076923,-0.0548076923076923,0.121433691756272,0.0857142857142857,0.0657142857142857,-0.239848975188781,-0.1,-0.123611111111111,-0.1125,-0.0634180790960452,-0.1,-0.0916666666666667,-0.102777777777778,-0.0666666666666667,0.133333333333333,0.1,0.0520745920745921,-0.0424242424242424,0.06,0.0369230769230769,0,0,-0.0333333333333333,0.0719662058371736
"FUS",0.0829010254479919,0.205521450882897,0.0646969696969697,-0.226734775224429,-0.0649942726231386,0.0746129560477677,-0.0857142857142857,-0.1,0.2,0.231111111111111,0.239848975188781,0.243943450507513,0.22,0.111587301587302,-0.178494440764149,0.2,0.0578215221704357,0.0551671030265497,-0.244581056466302,-0.0762133410005751,0.0796221322537112,0.0677027027027027,0.0684656978029709,0.0733333333333333,0.065,0.122894736842105,-0.0877996066901614,-0.102580028666985,-0.0657145674981056,-0.109651817716334,-0.0617844364937388,-0.0617844364937388,-0.0617844364937388,0.122737229931319,0.0657142857142857,0.0695604395604396,-0.242856493985774,-0.1125,-0.133226495726496,-0.123611111111111,-0.0554426189733458,-0.1,-0.102777777777778,-0.107828282828283,-0.0916666666666667,-0.0666666666666667,0.133333333333333,0.0394309139136725,-0.0624242424242424,0.0369230769230769,0.0520745920745921,0.1,0.06,-0.0424242424242424,0.0681926209315132
