"","KLF4","SMAD","HEY1","SHH","Jagged","AKT","IKK","NOTCH","NOTCHic","RKIP","Csl","SUFU","MEK","ERK","cfos","Ecadherin","AXIN2","SOSGRB2","GLI","cateninnuc","TCFLEF","Wnt","FOXC2","SRC","Destcompl","STAT","TGFR","CDC42","PAK1","PI3K","RAF","DELTA","RAS","SNAI2","LIV1","TGF","cateninmemb","DSH","Frizzled","cMet","CD44","EGR1","GSK3","TrCP","Csn","TWIST1","NFB","FUS","SNAI1","SMO","Patched","ILK","ZEB2","ZEB1","miR200"
"cateninnuc",0.356102290354959,0.312533737294992,0.287884576878295,0.413215239053569,0.379684143953792,0.0754431818181818,0.0598181818181818,0.334069283028684,0.323160192119593,0.366081996580756,0.301067168863779,0.277777777777778,-0.0273856869641836,-0.0361012832944589,-0.0449620427881297,-0.124423904289192,0.476804249967971,-0.260634973331261,0.31158545643358,0.218500074274729,0.314937522493453,0.302494547342671,-0.019141235813367,0.292657342657343,0.370970116565225,0.275990675990676,-0.0626813186813187,-0.0626813186813187,-0.0611428571428571,0.00207256707256707,-0.00207256707256707,-0.00207256707256707,-0.00207256707256707,0.322738601908848,-0.260606060606061,0.060934593790489,0.265051383846048,-0.275990675990676,-0.293798895168758,-0.301352994831256,-0.310083153561414,0.0528985507246377,-0.352077586616933,0.0333333333333333,-0.0166666666666667,-0.372016329536511,-0.0318181818181818,-0.307777777777778,-0.40242574589401,-0.358597449908925,-0.389032232517621,-0.285930735930736,-0.448059991210555,-0.448059991210555,-0.458101587681703
"Csn",0.425128205128205,0.338363527678871,0.30438261351052,0.233736969300163,0.140567543540156,0.269433333333333,0.255833333333333,0.0161588411588412,0.0103896103896104,0.0539737638307865,-0.0090909090909091,0.114285714285714,0.146182359307359,0.132640692640693,0.115757575757576,0.0384602747905709,-0.221579025023607,0.189512279488066,-0.184266746250172,-0.18780934827766,-0.187628951404539,-0.185576789918294,-0.0125903206477181,-0.186781609195402,-0.302439986453929,-0.183333333333333,0.00493076575166127,-0.00532564450474898,-0.00681818181818182,-0.0022642876551037,0.0022642876551037,0.0022642876551037,0.00207234907544919,-0.244863598659359,0.2,0.000558494391536817,-0.0692284348098119,0.183333333333333,0.186781609195402,0.185576789918294,0.186021234362738,-0.106666666666667,0.101121496345164,-0.06,-0.185,-0.0437618824996104,-0.235,-0.158730158730159,-0.132028161208958,-0.204184704184704,-0.21816319880836,-0.313427795031056,-0.439923904052936,-0.439923904052936,-0.446984897709885
"ERK",0.409225584731908,0.391019488821516,0.373231932842355,0.312511397146171,0.242011013322044,0.235470022871534,0.223543417366947,0.213450787282601,0.205971562905869,-0.0070117638024276,0.187723387723388,0.206666666666667,0.100550481589644,0.092472487160675,0.182472487160675,0.178026986803187,-0.0235222579788804,0.235619047619048,-0.0141311320258689,-0.0182122306844785,-0.0189066751289229,-0.0173892773892774,0.0158298882436814,-0.0242240215924426,-0.216965945936779,-0.0280701754385965,0.0115359002595513,0.0056964842011571,0.00476190476190477,-0.105278055278055,0.105278055278055,0.105278055278055,0.105388066279155,-0.413804800670457,0.0333333333333333,-0.0104369991606502,-0.147854374064086,0.0233333333333333,0.0194871794871795,0.0221261194945405,0.0198360431586627,-0.180344827586207,-0.0112961295058808,-0.142857142857143,-0.167857142857143,-0.221179093132263,-0.201190476190476,-0.242666666666667,-0.20924755808093,-0.280371584699454,-0.298018643522983,-0.371566601283522,-0.427070349348369,-0.427070349348369,-0.439093079512164
"MEK",0.38364418938307,0.371566601283522,0.353095414071024,0.298018643522983,0.2320712542859,0.223543417366947,0.201190476190476,0.205971562905869,0.187723387723388,-0.0145326551673301,0.164646464646465,0.166666666666667,0.092472487160675,0.182472487160675,0.180344827586207,0.175452321509675,-0.0256360791170918,0.235619047619048,-0.0173892773892774,-0.0189066751289229,-0.0198360431586627,-0.0194871794871795,0.0166845890983822,-0.0280701754385965,-0.217229004937155,-0.0333333333333333,0.0056964842011571,0.00476190476190477,5.55111512312578e-18,-0.103690753690754,0.103690753690754,0.103690753690754,0.105278055278055,-0.412181716811125,0,-0.0115359002595513,-0.147118403502909,0.0333333333333333,0.0233333333333333,0.0242240215924426,0.0221261194945405,-0.17,-0.00902546647227498,-0.1,-0.142857142857143,-0.215492546669017,-0.167857142857143,-0.206666666666667,-0.201608669192041,-0.242666666666667,-0.280371584699454,-0.350533390951419,-0.409590034387739,-0.409590034387739,-0.41997543245334
"SHH",0.3,0.233333333333333,0.133333333333333,0.36,0.214285714285714,0,-0.1,0.266666666666667,0.2,0.26,0.1,0.2,0.06,0,0.1,-0.0477777777777778,0.342857142857143,-0.15,0.3,0.244444444444444,0.233333333333333,0.3,0.1,0.1,0.312987012987013,0.1,0,-0.1,0,0,0,0,-0.00769230769230769,0.23455938697318,0,0.02,0.187240143369176,-0.2,-0.2,-0.2,-0.2,0,-0.256410256410256,0,0,-0.25,0,-0.2,-0.35,-0.3,-0.4,-0.133333333333333,-0.4,-0.4,-0.4
"RKIP",0.356193208990913,0.350533390951419,0.325822686798297,0.280371584699454,0.220595844449834,0.201190476190476,0.167857142857143,0.187723387723388,0.164646464646465,-0.0303221288515406,0.155555555555556,0.1,0.182472487160675,0.180344827586207,0.17,0.173084379797471,-0.0274378809188936,0.231174603174603,-0.0194871794871795,-0.0198360431586627,-0.0221261194945405,-0.0233333333333333,0.0085764809902741,-0.0333333333333333,-0.217856619999916,0,0.00476190476190477,5.55111512312578e-18,-0.0333333333333333,-0.104545454545455,0.104545454545455,0.104545454545455,0.103690753690754,-0.410721862796526,0,-0.0056964842011571,-0.145167183990713,0,0.0333333333333333,0.0280701754385965,0.0242240215924426,-0.17,-0.00583136327817179,-0.1,-0.1,-0.203404634581105,-0.142857142857143,-0.166666666666667,-0.192634310217682,-0.206666666666667,-0.242666666666667,-0.325780915703894,-0.384193208990913,-0.384193208990913,-0.394278838026096
"cateninmemb",0.29831223628692,0.273038425097379,0.247073179485339,0.395454449242232,0.369979412207772,-0.00756132756132757,-0.0244444444444445,0.27449489927178,0.261483746855423,0.306206411744132,0.250143540669856,0.233333333333333,-0.0419218258999945,-0.047804178841171,-0.059144385026738,-0.00585366798133082,0.376417420588065,-0.24352487135506,0.316010597984182,0.324806278352922,0.320791339043865,0.308010597984182,-0.0600469745634006,0.29594163246694,0.321029672770723,0.284313725490196,-0.120245380635625,-0.119757575757576,-0.121090909090909,-0.0629826546003017,0.0629826546003017,0.0629826546003017,0.0607480177287933,0.277563098713562,-0.266666666666667,0.120787876114829,0.213299963121958,-0.284313725490196,-0.29594163246694,-0.307245980293027,-0.314938287985335,0.0709090909090909,-0.306434113923646,0.1,0.08,-0.389644478523874,0.0466666666666667,-0.3,-0.332866494644766,-0.3375,-0.368682795698925,-0.247130434782609,-0.374476300872057,-0.374476300872057,-0.384651468953145
"NFB",0.313369963369963,0.155613832758741,0.134903435058234,0.0581652279616551,0.0625088270526971,0.0906821106821107,0.0773487773487773,-0.0391127868547223,-0.0513708513708514,0.0275746111811686,-0.0688311688311688,0,0.0767245564892624,0.0669206349206349,0.0691428571428571,0.0548149808815602,0.0428622087132726,0.221855373728439,0.0228205128205128,0.022787817657058,0.0238074255001953,0.0228205128205128,0.0648857384315552,0.0243589743589744,-0.139451425359131,0.0166666666666667,0.0609010101010101,0.0601010101010101,0.0555555555555556,0.0345168409123829,-0.0345168409123829,-0.0345168409123829,-0.0305367414098954,0.227461371377077,-0.05,-0.0672301240250607,-0.0808392237507704,-0.0166666666666667,-0.0243589743589744,-0.0228205128205128,-0.0233854845719253,-0.0571428571428571,0.00397328162034044,0.1,0.0857142857142857,-0.0571521942110177,-0.0476190476190476,0,-0.07675055480033,-0.0259259259259259,-0.0569604086845466,-0.141859185918592,-0.332484487079768,-0.332484487079768,-0.334168140192047
"DSH",0.319866198906747,0.250899778803967,0.226949780342837,0.156603723474889,0.0565605784244635,0.20448275862069,0.203333333333333,-0.0385144267497209,-0.0378151260504202,-0.000311355311355314,-0.0476190476190476,0.1,0.0941307517158911,0.087363834422658,0.0725490196078431,0.0270746646946938,-0.252224155003078,0.192756836659276,-0.210795370779891,-0.217112982089009,-0.215955368553835,-0.208834586466165,-0.0288868781157643,-0.205263157894737,-0.309768598751322,-0.2,-0.00422360248447205,-0.00898550724637681,-0.0133333333333333,0.0019359422177491,-0.0019359422177491,-0.0019359422177491,-0.00165583017293117,-0.248347865403993,0.2,0.00875321920921073,-0.113805217361545,0.2,0.205263157894737,0.208834586466165,0.212145844744311,-0.0666666666666667,0.125862287164791,-0.133333333333333,-0.153333333333333,0.00932028130401097,-0.190833333333333,-0.127272727272727,-0.053015873015873,-0.151082251082251,-0.151082251082251,-0.239956382577552,-0.320175389244434,-0.320175389244434,-0.324752864005913
"Frizzled",0.303361344537815,0.239956382577552,0.218177850518276,0.151082251082251,0.0542349970291147,0.203333333333333,0.190833333333333,-0.0378151260504202,-0.0476190476190476,0.00738095238095238,-0.0642857142857143,0.1,0.087363834422658,0.0725490196078431,0.0666666666666667,0.0236506085050538,-0.247582804792107,0.187878787878788,-0.208834586466165,-0.215955368553835,-0.212145844744311,-0.205263157894737,-0.0223933716222578,-0.2,-0.306906003331475,-0.2,-0.00898550724637681,-0.0133333333333333,-0.0333333333333333,0.00902255639097744,-0.00902255639097744,-0.00902255639097744,-0.0019359422177491,-0.244273360165343,0.1,0.00422360248447205,-0.111331719128329,0.3,0.2,0.205263157894737,0.208834586466165,-0.0666666666666667,0.124702194357367,-0.1,-0.133333333333333,0.00435574229691877,-0.153333333333333,-0.1,-0.0527260179434093,-0.127272727272727,-0.151082251082251,-0.229676008745776,-0.316238381370418,-0.316238381370418,-0.318655303030303
"SRC",0.149612403100775,0.12350640113798,0.13293611386958,0.0815032679738562,0.0679446012702893,-0.038034188034188,-0.0435897435897436,0.156904761904762,0.153333333333333,0.104822417725644,0.12,0.0333333333333333,-0.0327806365542214,-0.0535353535353535,-0.0424242424242424,-0.102732011996718,-0.103695439670194,0.00571428571428571,-0.0535245901639344,-0.0554152432986537,-0.0547441023590564,-0.065,-0.0595751633986928,-0.075,0.0383241758241758,0,-0.0571428571428571,-0.0666666666666667,-0.0666666666666667,-0.178656654151022,0.178656654151022,0.178656654151022,0.184717260211628,-0.011357840496722,0,0.0607792207792208,0.0597971860499925,0.1,0.075,0.065,0.0535245901639344,0.0333333333333333,0.140779220779221,0.1,0.1,-0.0275268409751168,0.0666666666666667,-0.0333333333333333,-0.0155185223948961,-0.0733333333333333,-0.0844444444444445,-0.11359649122807,-0.260826594788859,-0.260826594788859,-0.264877763138633
"AKT",0.26049820062978,0.202351974325084,0.187308903881134,0.134385964912281,0.0426623678401301,0.179171808583573,0.282202111613876,-0.0333958724202627,-0.0346153846153846,-0.017788988505101,-0.0346153846153846,0.1,0.0658078462760908,0.0620103779216605,0.0439775910364146,-0.0142001496228419,-0.247153859377686,0.13474358974359,-0.208018119575078,-0.213349332327658,-0.212272409250735,-0.205224823485693,-0.0627823216578031,-0.206763285024155,-0.281049010538996,-0.211111111111111,-0.0376532759445242,-0.0335882352941176,-0.0455882352941176,-0.0208060250252031,0.0208060250252031,0.0208060250252031,0.020083133458938,-0.242840448875103,0.2,0.0421849979989048,-0.0833511917702028,0.211111111111111,0.206763285024155,0.205224823485693,0.20917962574558,-0.0380952380952381,0.111737187543639,-0.233333333333333,-0.233333333333333,0.0317337528300929,-0.274509803921569,-0.133333333333333,0.00275474313803833,-0.133333333333333,-0.133333333333333,-0.197974869947979,-0.257745807563782,-0.257745807563782,-0.264146797801571
"PI3K",0.25109649122807,0.197974869947979,0.186557024181885,0.133333333333333,0.0446491228070175,0.282202111613876,0.274509803921569,-0.0346153846153846,-0.0346153846153846,-0.0109566903684551,-0.05,0.1,0.0620103779216605,0.0439775910364146,0.0380952380952381,-0.0158668162895086,-0.243904761904762,0.128076923076923,-0.205224823485693,-0.212272409250735,-0.20917962574558,-0.206763285024155,-0.0575191637630662,-0.211111111111111,-0.279146611862404,-0.2,-0.0335882352941176,-0.0455882352941176,-0.075,-0.01395670995671,0.01395670995671,0.01395670995671,0.0208060250252031,-0.239925876010782,0.1,0.0376532759445242,-0.0820260133808042,0.2,0.211111111111111,0.206763285024155,0.205224823485693,-0.0666666666666667,0.110930735930736,-0.2,-0.233333333333333,0.0265349760716831,-0.233333333333333,-0.1,0.00150161030595813,-0.133333333333333,-0.133333333333333,-0.197174869947979,-0.257060876056932,-0.257060876056932,-0.262007760368416
"SOSGRB2",0.182456140350877,0.121024137153169,0.222064393939394,0.107720511208883,0.082066999347629,-0.0383771929824561,-0.0508771929824561,0.252496798975672,0.245454545454545,-0.064875730994152,0.245454545454545,0,-0.000117000117000116,-0.00617760617760618,-0.0142857142857143,0.139730147755325,0.0040497799779978,0.0916666666666667,0.0125258799171843,0.00918849205481073,0.0078500599324398,0.00238095238095238,0.0478266178266178,-0.0142857142857143,-0.0617019445878506,0,0.050989010989011,0.0471428571428571,0.00714285714285715,-0.216195856873823,0.216195856873823,0.216195856873823,0.217477908155874,-0.225752747175439,0,-0.0431875925492947,-0.11891302991303,0,0.0142857142857143,0.00124223602484472,-0.00890269151138716,-0.019047619047619,0.0419915848527349,0,0.1,-0.0403478260869565,0.0666666666666667,-0.0666666666666667,-0.0655401563610519,-0.0833333333333333,-0.0914414414414414,-0.116129032258065,-0.192456140350877,-0.192456140350877,-0.20747212341381
"Ecadherin",0.159540553211439,0.134623012948731,0.121986864300327,0.105387456608247,0.0789038495106514,0.02001924001924,0.00962962962962963,0.111824773991155,0.101787599269965,0.111235376002631,0.10488038277512,0.0333333333333333,-0.047418270025911,-0.0485947406141463,-0.0496256684491979,-0.115093904924144,0.148515874803598,-0.11536366645602,0.0491044860606632,0.0520870978338088,0.051246761699355,0.0484378193939966,-0.0299373217874494,0.0415412676698586,0.133888825599488,0.0392156862745098,-0.0335846267553585,-0.0321212121212121,-0.0334545454545455,-0.0119570135746606,0.0119570135746606,0.0119570135746606,0.0102810359210294,0.10945108201466,-0.0333333333333333,0.033403794928957,0.0363879176379176,-0.0392156862745098,-0.0415412676698586,-0.0476282241915978,-0.0486315686732031,0.0672727272727273,-0.129359340756725,0,0.02,-0.0768320736115675,-0.0133333333333333,-0.0833333333333333,-0.122218875639737,-0.0770833333333333,-0.097513440860215,-0.124695652173913,-0.188853535427641,-0.188853535427641,-0.207659702184842
"KLF4",0.148148148148148,0.124695652173913,0.113262032085561,0.097513440860215,0.0754713552314752,0.00962962962962963,0.0133333333333333,0.101787599269965,0.10488038277512,0.105617398474541,0.0890909090909091,0,-0.0485947406141463,-0.0496256684491979,-0.0672727272727273,-0.0152886468910378,0.145835462432464,-0.119311034877073,0.0484378193939966,0.051246761699355,0.0486315686732031,0.0415412676698586,-0.0319968183549551,0.0392156862745098,0.132677269215518,0.0333333333333333,-0.0321212121212121,-0.0334545454545455,-0.0454545454545455,-0.0126923076923077,0.0126923076923077,0.0126923076923077,0.0119570135746606,0.109029649142896,-0.0333333333333333,0.0335846267553585,0.0356186868686869,-0.0333333333333333,-0.0392156862745098,-0.0415412676698586,-0.0476282241915978,0.04,-0.128034837445467,0.1,0,-0.0725490196078431,0.02,-0.0333333333333333,-0.115256850323281,-0.0833333333333333,-0.0770833333333333,-0.116,-0.17890092879257,-0.17890092879257,-0.197045177045177
"HEY1",0.148148148148148,0.124695652173913,0.113262032085561,0.097513440860215,0.0754713552314752,0.00962962962962963,0.0133333333333333,0.101787599269965,0.10488038277512,0.105617398474541,0.0890909090909091,0,-0.0485947406141463,-0.0496256684491979,-0.0672727272727273,-0.0152886468910378,0.145835462432464,-0.119311034877073,0.0484378193939966,0.051246761699355,0.0486315686732031,0.0415412676698586,-0.0319968183549551,0.0392156862745098,0.132677269215518,0.0333333333333333,-0.0321212121212121,-0.0334545454545455,-0.0454545454545455,-0.0126923076923077,0.0126923076923077,0.0126923076923077,0.0119570135746606,0.109029649142896,-0.0333333333333333,0.0335846267553585,0.0356186868686869,-0.0333333333333333,-0.0392156862745098,-0.0415412676698586,-0.0476282241915978,0.04,-0.128034837445467,0.1,0,-0.0725490196078431,0.02,-0.0333333333333333,-0.115256850323281,-0.0833333333333333,-0.0770833333333333,-0.116,-0.17890092879257,-0.17890092879257,-0.197045177045177
"FOXC2",0.148148148148148,0.124695652173913,0.113262032085561,0.097513440860215,0.0754713552314752,0.00962962962962963,0.0133333333333333,0.101787599269965,0.10488038277512,0.105617398474541,0.0890909090909091,0,-0.0485947406141463,-0.0496256684491979,-0.0672727272727273,-0.0152886468910378,0.145835462432464,-0.119311034877073,0.0484378193939966,0.051246761699355,0.0486315686732031,0.0415412676698586,-0.0319968183549551,0.0392156862745098,0.132677269215518,0.0333333333333333,-0.0321212121212121,-0.0334545454545455,-0.0454545454545455,-0.0126923076923077,0.0126923076923077,0.0126923076923077,0.0119570135746606,0.109029649142896,-0.0333333333333333,0.0335846267553585,0.0356186868686869,-0.0333333333333333,-0.0392156862745098,-0.0415412676698586,-0.0476282241915978,0.04,-0.128034837445467,0.1,0,-0.0725490196078431,0.02,-0.0333333333333333,-0.115256850323281,-0.0833333333333333,-0.0770833333333333,-0.116,-0.17890092879257,-0.17890092879257,-0.197045177045177
