"","cateninmemb","AXIN2","Frizzled","DSH","STAT","Wnt","GLI","cMet","TCFLEF","CD44","ZEB2","LIV1","PAK1","TGF","TGFR","NOTCHic","CDC42","Jagged","SUFU","Csl","FUS","AKT","DELTA","HEY1","ILK","IKK","RAS","TWIST1","SNAI1","TrCP","SMAD","SHH","NFB","RAF","PI3K","Patched","SMO","RKIP","NOTCH","Csn","KLF4","FOXC2","Destcompl","EGR1","cfos","MEK","ERK","cateninnuc","SOSGRB2","SRC","SNAI2","miR200","GSK3","Ecadherin","ZEB1"
"DELTA",-0.0246862996158771,-0.0571428571428571,-0.1,0,0,0,-0.0230769230769231,0,-0.00792540792540793,-0.0230769230769231,-0.128985507246377,0,0,-0.000888888888888889,0.0111111111111111,-0.2,0,-0.0324675324675325,0,-0.1,0,0.0444444444444444,-0.0266666666666667,0.133333333333333,0.0333333333333333,0.1,-0.0187878787878788,-0.121,-0.15,0,-0.0380952380952381,0.0365384615384615,0,0.0266666666666667,0.0266666666666667,0.075,0.1,-0.21025641025641,0.142857142857143,0,-0.133333333333333,-0.241428571428571,0.0252972972972973,-0.1,-0.2,-0.253333333333333,-0.22,0.0134199134199134,-0.08,0.1,-0.113574660633484,-0.00606060606060606,-0.0340996168582375,-0.0412631578947368,-0.102898550724638
"TWIST1",-0.344960493574959,-0.194077750206782,-0.147619047619048,-0.147619047619048,-0.147619047619048,-0.142355889724311,-0.143155889724311,-0.143363728470111,-0.142884014822258,-0.14456854774722,-0.119679328451258,-0.133333333333333,-0.0375757575757576,-0.0316643012879562,-0.0309809299895507,-0.141367521367521,-0.0272309299895507,-0.146924204146495,0.233333333333333,-0.131111111111111,0.244444444444444,0.0900167628981188,0.0233627243747421,0.14656360588564,0.128760578760579,0.0934065934065934,-0.0267873819089887,-0.157727516254404,-0.103588891109608,-0.1,-0.125130215724275,0.246916136191526,0.107692307692308,-0.0233627243747421,-0.0233627243747421,0.252334855403349,0.256444444444444,-0.130045740915306,0.138537332688276,-0.1,-0.130967271211174,-0.0349545990393702,0.086335679676238,-0.153333333333333,-0.140289855072464,-0.127629472773433,-0.127131960335622,0.144091605391551,-0.0493633749926656,0.147619047619048,0.388938614628812,0.0616161827900639,0.0730283103802872,0.472500801259416,-0.098998998998999
"Wnt",0.0683050847457627,0.107272727272727,0.1,0.2,0.1,0.05,0.0552631578947368,0.05,0.0445488721804511,0.0552631578947368,-0.117216642754663,0,0.1,0.0489855072463768,0.0533333333333333,0.0571428571428571,0.0333333333333333,-0.0129901960784314,0,0.1,0,0.129166666666667,-0.0834586466165413,0.0369230769230769,0.0435897435897436,0.166666666666667,0.0834586466165413,-0.0273529411764706,-0.0258281573498965,-0.1,-0.0645199761478831,0.00757575757575757,0.0666666666666667,0.0834586466165413,0.0834586466165413,0.0409090909090909,0.05,-0.06,-0.0738095238095238,-0.1,-0.129411764705882,-0.0974089068825911,-0.00650228054608571,-0.1,-0.0666666666666667,-0.12078431372549,-0.126666666666667,-0.0465356271473385,-0.142424242424242,0,-0.106551724137931,-0.0163636363636364,0.0374608150470219,-0.0602262935071747,-0.0485891917742707
"TrCP",0.038103105056985,-0.0163692412553831,-0.00148148148148148,-0.02,-0.02,-0.0120077972709552,-0.00273950458802834,-0.0122922922922923,-0.00770483354641771,-0.00437150021308437,-0.114521060481525,0,-0.019047619047619,-0.0243177747999349,-0.0237713267125032,-0.0302564102564103,-0.0131652661064426,-0.0254618268575324,0.0571428571428571,-0.0256410256410256,0.0238095238095238,0.0721734892787524,-0.0211541527179978,0.0407237557691742,0.0400068271036013,0.0592105263157895,0.0252450618089069,-0.0986800301148127,-0.150737808760829,-0.1,-0.0425874722648916,0.0331906468680662,0.075,0.0211541527179978,0.0211541527179978,0.0371906468680662,0.0334869431643625,-0.214427230228335,0.0357509157509158,-0.05,-0.106210772833724,-0.22597932023945,0.03242956977506,-0.28,-0.284347826086957,-0.287263080324245,-0.279263080324245,0.00811862664986598,-0.146025852585259,0.00148148148148148,-0.156542816264705,0.00762341238602809,-0.0627505411255411,-0.0826734338242933,-0.113789774452481
"EGR1",0.038103105056985,-0.0163692412553831,-0.00148148148148148,-0.02,-0.02,-0.0120077972709552,-0.00273950458802834,-0.0122922922922923,-0.00770483354641771,-0.00437150021308437,-0.114521060481525,0,-0.019047619047619,-0.0243177747999349,-0.0237713267125032,-0.0302564102564103,-0.0131652661064426,-0.0254618268575324,0.0571428571428571,-0.0256410256410256,0.0238095238095238,0.0721734892787524,-0.0211541527179978,0.0407237557691742,0.0400068271036013,0.0592105263157895,0.0252450618089069,-0.0986800301148127,-0.150737808760829,-0.1,-0.0425874722648916,0.0331906468680662,0.075,0.0211541527179978,0.0211541527179978,0.0371906468680662,0.0334869431643625,-0.214427230228335,0.0357509157509158,-0.05,-0.106210772833724,-0.22597932023945,0.03242956977506,-0.28,-0.284347826086957,-0.287263080324245,-0.279263080324245,0.00811862664986598,-0.146025852585259,0.00148148148148148,-0.156542816264705,0.00762341238602809,-0.0627505411255411,-0.0826734338242933,-0.113789774452481
"GSK3",0.0710206468057868,0.106434535816303,0.0445488721804511,0.0552631578947368,0.0552631578947368,0.0465096564941766,0.0483964489470068,0.0465356271473385,0.0459161130906028,0.04796419857591,-0.113378828967785,0.05,0.0489855072463768,0.0446095579923788,0.0471736605564814,0.0809670721435427,0.046128364389234,-0.0247840469963699,0.0409090909090909,0.0914565826330532,0.00757575757575757,0.143197391688771,-0.0833748335637612,0.0540687350018674,0.0609086201260175,0.145761494252874,0.0831647495301477,-0.0314214787721283,-0.0310619192065097,-0.166666666666667,-0.0631574956882364,0.0212157667796319,0.135416666666667,0.0833748335637612,0.0833748335637612,0.0260004557748472,0.0204789833822092,-0.0708273305641727,-0.0786294098058804,-0.129166666666667,-0.107499873884186,-0.0917504690332108,-0.00784857013535113,-0.12078431372549,-0.12078431372549,-0.126983049200541,-0.127551231018723,-0.0458503236169185,-0.164680039189398,-0.0445488721804511,-0.100893596582041,-0.00705614379794283,-0.0594230585691347,-0.054375407459633,-0.0536882752338796
"AXIN2",-0.123772473336136,0.294481155336386,-0.103720930232558,-0.12,-0.12,-0.107169206094627,-0.105911344459407,-0.107169206094627,-0.105871133972113,-0.106222833854879,-0.110636990348858,-0.1,-0.04,-0.0362717412350871,-0.0382519392548891,-0.023765664160401,-0.0338271604938272,-0.111356234834496,0.1,-0.0291228070175439,0.123076923076923,0.0793236714975846,-0.0695844633560897,0.025615763546798,0.023418449505406,0.0748792270531401,0.0698469305476907,-0.100306601469549,-0.0961789035919803,-0.0666666666666667,-0.0230216241085806,0.112811505434456,0.0908212560386474,0.0695844633560897,0.0695844633560897,0.111172161172161,0.118315018315018,-0.10800041356493,0.021738637133374,-0.0777777777777778,-0.116884057411142,-0.148825187302939,0.118489189528174,-0.0866666666666667,-0.0891056910569106,-0.0839429453269718,-0.0825636349821442,0.106173771239731,0.0168665618314987,0.103720930232558,0.126446027346108,0.0488181889432045,0.112405669972032,0.068481684045007,-0.0852623845498925
"DSH",0.0728774107315163,0.105369086805648,0.0552631578947368,0.05,0.05,0.0445488721804511,0.0465096564941766,0.0445488721804511,0.04796419857591,0.0465356271473385,-0.109069765074769,0,0.0533333333333333,0.0471736605564814,0.046128364389234,0.0914565826330532,0.0489855072463768,-0.0281417112299465,0.05,0.0738095238095238,0.0409090909090909,0.145761494252874,-0.076372032443313,0.0613351709880265,0.0673237144656401,0.135416666666667,0.0833748335637612,-0.0295008641754574,-0.0349378881987578,-0.0666666666666667,-0.0609086201260175,0.0260004557748472,0.129166666666667,0.076372032443313,0.076372032443313,0.0204789833822092,0.00757575757575757,-0.0670679320679321,-0.0809670721435427,-0.166666666666667,-0.104446438769683,-0.0896771038019508,-0.00950408263975409,-0.126666666666667,-0.12078431372549,-0.127551231018723,-0.12078431372549,-0.0459161130906028,-0.166075388026608,-0.0552631578947368,-0.102101534459521,-0.00740784368070953,0.0415752775373545,-0.0555278605383291,-0.0535396868237756
"cfos",0.040117757071637,-0.0207717569786535,-0.02,0,0,-0.00148148148148148,-0.0120077972709552,-0.00148148148148148,-0.00437150021308437,-0.0122922922922923,-0.107125562089242,-0.1,-0.0142857142857143,-0.0237713267125032,-0.0131652661064426,-0.0256410256410256,-0.019047619047619,-0.0352777777777778,0.1,-0.0333333333333333,0.0571428571428571,0.0592105263157895,-0.0199346405228758,0.0583708145927036,0.0529100529100529,0.075,0.0211541527179978,-0.0975930735930736,-0.157659049810949,0,-0.0400068271036013,0.0371906468680662,0.05,0.0199346405228758,0.0199346405228758,0.0334869431643625,0.0238095238095238,-0.205034965034965,0.0302564102564103,-0.1,-0.104571428571429,-0.218393113342898,0.0298731787976164,-0.12,-0.28,-0.279263080324245,-0.284347826086957,0.00770483354641771,-0.143055555555556,0.02,-0.157808639049515,0.0040701128936423,-0.0612959956709957,-0.08454194593502,-0.11089588377724
"Frizzled",0.0737019101425881,0.104947145877378,0.05,0.1,0,0.0552631578947368,0.0445488721804511,0.0552631578947368,0.0465356271473385,0.0445488721804511,-0.10434535562595,0.1,0.0333333333333333,0.046128364389234,0.0489855072463768,0.0738095238095238,0.0533333333333333,-0.0281417112299465,0,0.0571428571428571,0.05,0.135416666666667,-0.0834586466165413,0.0560720130932897,0.0645199761478831,0.129166666666667,0.076372032443313,-0.0302100840336134,-0.0305900621118012,-0.1,-0.0673237144656401,0.0204789833822092,0.166666666666667,0.0834586466165413,0.0834586466165413,0.00757575757575757,0.0409090909090909,-0.0635714285714286,-0.0914565826330532,-0.0666666666666667,-0.115126050420168,-0.0857809999058469,-0.00835904447181515,-0.0666666666666667,-0.126666666666667,-0.12078431372549,-0.12078431372549,-0.04796419857591,-0.163636363636364,-0.05,-0.102450777765691,-0.0116761363636364,0.0441274817136886,-0.0571959904768717,-0.0535396868237756
"NOTCH",-0.0189271373122122,-0.0477088948787062,0,-0.1,-0.1,-0.0230769230769231,-0.00792540792540793,-0.0230769230769231,-0.0134199134199134,-0.00792540792540793,-0.103059581320451,0,0,0.00878853046594982,-0.000888888888888889,-0.142857142857143,0.0111111111111111,-0.0250601250601251,0,-0.2,0.1,0.0777777777777778,0.0187878787878788,0.13768115942029,0.0380952380952381,0.0444444444444444,-0.0115415019762846,-0.105745762711864,-0.151538461538462,0,-0.0480952380952381,0.0483031674208145,0.1,-0.0187878787878788,-0.0187878787878788,0.0365384615384615,0.075,-0.199911582670203,0.0331797235023042,0,-0.128985507246377,-0.231224489795918,0.027166456175802,-0.2,-0.22,-0.260476190476191,-0.253333333333333,0.00893011750154607,-0.106315789473684,0,-0.111987359046183,-0.000346320346320347,-0.0318268895855103,-0.0428760611205433,-0.114009661835749
"SOSGRB2",0.232491712491712,0.158395214521452,0.114285714285714,0.1,0.1,0.105952380952381,0.130590062111801,0.109937888198758,0.129312411463441,0.134575569358178,-0.0683583959899749,0,-0.00714285714285715,-0.0378520770010132,-0.0371428571428571,0.142657342657343,-0.0371428571428571,0.268585795257178,-0.2,0.127272727272727,-0.233333333333333,-0.213377192982456,0.0128060263653484,-0.151799242424242,-0.239354838709677,-0.217543859649123,0.00514269158336955,-0.0719710144927536,-0.128129353233831,0.2,0.233061132415971,-0.253519798868636,-0.233333333333333,-0.0128060263653484,-0.0128060263653484,-0.241891891891892,-0.25,0.128070175438597,-0.132798187727765,0.2,-0.0669298245614035,-0.105506715506716,-0.138016979292147,0.347619047619048,0.358730158730159,0.356682656682657,0.350622050622051,-0.134474935364015,0.295833333333333,-0.114285714285714,-0.472527413070304,0.00379786952244002,0.229705469845722,-0.251843709029652,-0.0589598997493734
"ZEB2",-0.149936903296454,-0.107148092742913,-0.102121212121212,-0.0954545454545455,-0.09,-0.0893006993006993,-0.0883832681080388,-0.086140350877193,-0.0859186503033797,-0.085214424951267,-0.0672476143938731,-0.05,-0.048051948051948,-0.0461416889988319,-0.0450834879406308,-0.0406153846153846,-0.038961038961039,-0.0257243289505859,-0.025,-0.0179487179487179,-0.0107142857142857,-0.00717289719626168,-0.00426406926406926,-0.00421610647417098,-0.0031009131713357,-0.0025,-0.00237404636762239,-0.00164013866626906,-0.00122536125961193,0,5.21326835308242e-05,0.0024881216344631,0.00416666666666667,0.00426406926406926,0.00426406926406926,0.013397212543554,0.0207142857142857,0.0225764895330113,0.0302328709541824,0.0333333333333333,0.0351887699818596,0.0461538461538462,0.0625669225626769,0.0666666666666667,0.0719298245614035,0.0799550015873673,0.0848330503678551,0.08617839056312,0.0893589743589744,0.0966666666666667,0.098059840163156,0.1580994366325,0.164461838021501,0.165315947520726,0.171634606847252
"Destcompl",-0.0167421581986041,-0.105871133972113,-0.0126875407697325,0.00238095238095238,0.00238095238095238,-0.00872714473012859,-0.00891267348708591,-0.00920495370505593,-0.00988988521190524,-0.00920495370505593,-0.0670810023053316,-0.0333333333333333,-0.0326530612244898,-0.0398685136486536,-0.0372084151264862,-0.0275518997258128,-0.0429978888106967,-0.0164904622797756,0.1,-0.0275518997258128,0.0827586206896552,0.0269188317918986,-0.0276620305175991,0.0359309067001375,0.0302380952380952,0.0343013821274691,0.0295458609728581,-0.0014275803302152,0.00177120783237307,-0.0333333333333333,-0.0294193817878028,0.0787952838390953,0.017184265010352,0.0276620305175991,0.0276620305175991,0.0809229434135634,0.0741871921182266,-0.00655526836063439,0.0313595149562737,-0.0476190476190476,-0.069449305889396,-0.0981931455245397,-0.0870531756894387,-0.02,-0.00787878787878788,-0.00924836662956605,-0.0138897168405365,0.00968590764943712,0.0134038986220034,0.0126875407697325,0.0833239817711063,0.0252223238502391,0.00529863726943137,0.0321551550227152,-0.0288216011042098
"ERK",0.227909966028159,0.151105679622197,0.116923076923077,0.09,0.0947368421052632,0.106433566433566,0.111195471195471,0.11117040853883,0.117443288018951,0.116513919989211,-0.0384335039181795,0.1,0.0247619047619048,0.0211928188236258,0.017346664977472,0.156765011144573,0.0275656430796618,0.158193247816616,-0.153333333333333,0.13997668997669,-0.141333333333333,-0.112689764813348,0.0566699966699967,-0.149603574002142,-0.13187084450313,-0.130120957473899,-0.0523795676270924,-0.0138402238031022,-0.0303583840038446,0.142857142857143,0.133694552709817,-0.153359383953154,-0.11482683982684,-0.0566699966699967,-0.0566699966699967,-0.156741026465231,-0.156087431693989,0.224357130331974,-0.155933986213825,0.117857142857143,-0.0357245337159254,-0.0390685114823046,-0.0568514865161526,0.285862068965517,0.300755685986794,0.18878261263489,0.199089019320127,-0.116679399130062,0.192661427030359,-0.12165991902834,-0.445862410776625,-0.0109302972770533,0.068805542850415,-0.24865948204993,-0.0279907045335259
"RKIP",0.219180861533803,0.147691045475856,0.1,0.1,0.1,0.09,0.116923076923077,0.0947368421052632,0.11117040853883,0.12165991902834,-0.0376461023433764,0,0.0666666666666667,0.0275656430796618,0.0247619047619048,0.151515151515152,0.02,0.166355404640634,-0.1,0.133333333333333,-0.133333333333333,-0.11482683982684,0.0688311688311688,-0.156987998451413,-0.144373127941806,-0.117857142857143,-0.0474636474636475,-0.00951574569221628,-0.0282038255992862,0.1,0.131501840813093,-0.156087431693989,-0.142857142857143,-0.0688311688311688,-0.0688311688311688,-0.141333333333333,-0.153333333333333,0.229341736694678,-0.13997668997669,0.1,-0.0396461023433764,-0.0402004126142057,-0.0553758088601294,0.26,0.31,0.300755685986794,0.285862068965517,-0.116513919989211,0.199047619047619,-0.1,-0.442238444949583,-0.0111108958322648,0.0643026004728132,-0.244266136973497,-0.0260946915351506
"MEK",0.22625403226551,0.147691045475856,0.09,0.1,0.1,0.116923076923077,0.106433566433566,0.12165991902834,0.116513919989211,0.11117040853883,-0.0376461023433764,0.1,0.02,0.017346664977472,0.0275656430796618,0.13997668997669,0.0247619047619048,0.154879994804568,-0.133333333333333,0.151515151515152,-0.153333333333333,-0.130120957473899,0.0474636474636475,-0.147897089360504,-0.131501840813093,-0.11482683982684,-0.0566699966699967,-0.0164754526519232,-0.0301269025223631,0.1,0.13187084450313,-0.156741026465231,-0.117857142857143,-0.0474636474636475,-0.0474636474636475,-0.156087431693989,-0.141333333333333,0.224078578799941,-0.156765011144573,0.142857142857143,-0.0357245337159254,-0.0347950072088003,-0.0562126289438114,0.31,0.285862068965517,0.199089019320127,0.300755685986794,-0.117443288018951,0.194603174603175,-0.0947368421052632,-0.443698298964182,-0.0114204933554847,0.0679881041583169,-0.246634078685701,-0.0268883423288014
"Csn",-0.0241715363526081,-0.101266525023607,-0.0770114942528736,-0.0666666666666667,-0.0666666666666667,-0.0637584822046808,-0.0685619756544625,-0.0637584822046808,-0.0670396540517691,-0.0686473710935697,-0.0171464019851117,-0.0666666666666667,-0.0681818181818182,-0.0669004062585083,-0.0628431270222315,-0.107070707070707,-0.0666892808683854,-0.00840509283736523,0.0142857142857143,-0.097979797979798,0.00317460317460317,-0.1045,0.0735584873887564,0.00634551495016611,-0.00177536231884058,-0.0925,-0.0779730747208101,-0.0848355929562101,-0.091245629073786,0.18,0.00151829291010022,0.00443015178604814,-0.0966666666666667,-0.0735584873887564,-0.0735584873887564,0.00688916817949076,0.0122655122655123,-0.0872916780444114,0.101301476301476,0.105,-0.0195906054729584,-0.113652204957634,0.0141066958528356,0.0166666666666667,-0.00151515151515152,0.00343614718614718,-0.00281385281385282,0.0667389925965676,0.0287074829931973,0.0770114942528736,0.0167163506207281,0.00649373841300474,-0.0579390012824604,0.0031926777783391,-0.0124168734491315
"NFB",-0.273560422310577,-0.148074974670719,-0.118803418803419,-0.111111111111111,-0.111111111111111,-0.114188034188034,-0.117558820704888,-0.114188034188034,-0.116455072734841,-0.118142836447921,-0.00466885604816639,-0.1,-0.0611111111111111,-0.0472722158291779,-0.0434747474747475,-0.0154401154401154,-0.0474747474747475,-0.114919483344908,0.12,-0.00432900432900433,0.12,0.190789360789361,-0.0780910508422586,0.11062030075188,0.109811606160616,0.19967824967825,0.074608463777582,-0.0116153127917834,-0.00751881286284716,-0.3,-0.105722386829761,0.13231593038822,0.202380952380952,0.0780910508422586,0.0780910508422586,0.131111111111111,0.131111111111111,-0.0191537060389519,0.016085276730438,-0.285714285714286,-0.00723443223443223,0.0573631591958285,-0.0155790484859224,-0.0357142857142857,-0.0637142857142857,-0.04096918767507,-0.0481587301587302,0.116376641362292,-0.0882330827067669,0.118803418803419,0.350562794669043,-0.000324445028241166,0.0623367808661926,0.32923372868726,-0.00614254025869271
