"","ZEB1","GSK3","SOSGRB2","ZEB2","cfos","NOTCHic","Csn","NOTCH","MEK","Csl","Jagged","ILK","cMet","ERK","Wnt","PAK1","GLI","SMAD","RAF","cateninmemb","TGFR","CDC42","DSH","KLF4","Ecadherin","TrCP","STAT","LIV1","TWIST1","FOXC2","RAS","PI3K","DELTA","Frizzled","SUFU","TGF","RKIP","cateninnuc","TCFLEF","SRC","CD44","AKT","IKK","SHH","HEY1","AXIN2","SNAI2","Patched","SNAI1","NFB","Destcompl","SMO","FUS","EGR1","miR200"
"Csn",-0.305081885856079,0.54257594073596,-0.143595065144702,-0.0715219189412738,-0.0487878787878788,-0.211976911976912,0.07,-0.215823065823066,-0.0298214285714286,-0.18989898989899,-0.0479626379049029,-0.198896221532091,0.228881041407007,-0.0319047619047619,0.228881041407007,-0.306818181818182,0.233684534856789,-0.186813959321294,0.469925563639901,0.149284856775398,-0.295949448561389,-0.293385345997286,-0.216666666666667,-0.0812454212454213,-0.0836446371735406,0.22,-0.216666666666667,-0.2,0.0376819386005922,0.266142521658477,-0.483169325636062,-0.469925563639901,-0.469925563639901,-0.213218390804598,0.1,0.302870689611508,-0.194302152851354,-0.244627192478486,-0.238914624829658,-0.213218390804598,-0.233769930295896,-0.0749666666666667,-0.0741666666666667,0.205065728677574,0.184094684385382,-0.270888908561536,-0.0639216262282392,0.202606712284132,-0.199354986657374,-0.0533333333333333,-0.543267754244951,0.192929292929293,0.177777777777778,0.103333333333333,0.222875797944483
"SRC",-0.253758610362384,0.302857142857143,-0.385714285714286,-0.0711215932914046,-0.342424242424242,-0.0183333333333333,-0.1,-0.0397619047619048,-0.32166952544311,0.015,-0.112407668783816,-0.242982456140351,0.025,-0.342424242424242,0.025,-0.311111111111111,0.0233606557377049,-0.231270744428639,0.153658740091781,-0.0365974405029187,-0.267063492063492,-0.286111111111111,0,0.0217700258397933,-0.0253601137424667,-0.1,0.1,0.2,0.110989010989011,0.246064425770308,-0.16274964918269,-0.153658740091781,-0.153658740091781,-0.025,0.0333333333333333,0.261608946608947,-0.270707070707071,-0.0247247633385125,-0.020921631347461,-0.025,-0.0233606557377049,0.150854700854701,0.156410256410256,0.195141612200436,0.253202581926514,0.0275426069956224,-0.0182273061282997,0.189259259259259,-0.115736512363081,0.133333333333333,-0.120486542443064,0.163333333333333,0.0833333333333333,0.333333333333333,0.192536963841312
"PI3K",-0.284968109450314,0.402248677248677,-0.127307692307692,-0.0581746109028353,-0.0333333333333333,-0.155769230769231,0.0333333333333333,-0.178349875930521,0.0258759241401479,-0.125,-0.00894736842105263,-0.183769507803121,0.228985507246377,0.00784313725490196,0.228985507246377,-0.3,0.239754738015608,-0.174969507803121,0.37021645021645,0.161515379195531,-0.274352941176471,-0.282352941176471,-0.2,-0.0699561403508772,-0.0971080773077192,0,-0.2,-0.1,0.0221701795472287,0.241307781649245,-0.39076439542193,-0.37021645021645,-0.37021645021645,-0.233333333333333,0,0.278417981826877,-0.16953781512605,-0.253598293260526,-0.245969427281144,-0.233333333333333,-0.239754738015608,-0.0120663650075415,0.00588235294117647,0.192521367521368,0.168761981636565,-0.276285714285714,-0.0446700571714652,0.18974358974359,-0.177041062801932,0,-0.500227950174139,0.166666666666667,0.1,0.0333333333333333,0.220263557148803
"AKT",-0.293872219039355,0.415151903055129,-0.116196581196581,-0.0520102273411914,0.00784313725490196,-0.178349875930521,0,-0.182008412515887,0.0322050380641985,-0.155769230769231,-0.0016626002091321,-0.174969507803121,0.239754738015608,0.0258759241401479,0.239754738015608,-0.282352941176471,0.245899989412256,-0.167898800732414,0.39076439542193,0.164471546371881,-0.278417981826877,-0.274352941176471,-0.233333333333333,-0.0622638326585695,-0.0952898954895373,0.0333333333333333,-0.233333333333333,-0.2,0.0261457147154244,0.248826578641726,-0.402571624337592,-0.39076439542193,-0.39076439542193,-0.228985507246377,0.1,0.286575081524762,-0.178854585312386,-0.258829062491295,-0.253598293260526,-0.228985507246377,-0.245969427281144,-0.119137072078249,-0.0120663650075415,0.190416104363473,0.15898754554634,-0.284588963383187,-0.0510017154629225,0.192521367521368,-0.188319258290654,0.00588235294117647,-0.514206444797795,0.18974358974359,0.166666666666667,0.0333333333333333,0.229354466239712
"Frizzled",-0.344625007694457,0.5391065830721,-0.133333333333333,-0.0513951825598629,-0.0333333333333333,-0.176190476190476,0.133333333333333,-0.197759103641457,0.0189542483660131,-0.142857142857143,-0.00955362448009507,-0.199562711190618,0.230263157894737,0.00784313725490196,0.230263157894737,-0.333333333333333,0.24812030075188,-0.198628131751366,0.44606971975393,0.162647296206618,-0.32231884057971,-0.326666666666667,-0.1,-0.0627450980392157,-0.0820065392252646,0.1,-0.2,-0.1,0.0458263305322129,0.29337350531965,-0.475203578021647,-0.44606971975393,-0.44606971975393,-0.225,0,0.328985507246377,-0.214047619047619,-0.264824810370297,-0.256729572275059,-0.225,-0.24812030075188,-0.132083333333333,-0.113333333333333,0.203574919703952,0.182225859247136,-0.284059196617336,-0.120006526705102,0.187445887445887,-0.23883712905452,-0.113333333333333,-0.557692640088284,0.163636363636364,0.1,0.0333333333333333,0.267462121212121
"DSH",-0.354073826592094,0.556507975183469,-0.121138211382114,-0.0482455762606503,0.00784313725490196,-0.197759103641457,0.113333333333333,-0.205451411333764,0.0257211656592462,-0.176190476190476,-0.00412726789094779,-0.198628131751366,0.24812030075188,0.0189542483660131,0.24812030075188,-0.326666666666667,0.256617032778024,-0.192967754392875,0.475203578021647,0.16535636570014,-0.328985507246377,-0.32231884057971,-0.225,-0.0559489815343613,-0.0785824830356246,0.133333333333333,-0.225,-0.2,0.0472447702485249,0.298135410081555,-0.491169964576269,-0.475203578021647,-0.475203578021647,-0.230263157894737,0.1,0.336302580417109,-0.220341325341325,-0.271503349996298,-0.264824810370297,-0.230263157894737,-0.256729572275059,-0.135531609195402,-0.132083333333333,0.20909639209659,0.178717087317311,-0.296295483537167,-0.127806293876231,0.203574919703952,-0.250141476880607,-0.113333333333333,-0.575249891996681,0.187445887445887,0.163636363636364,0.0333333333333333,0.275998706577975
"GSK3",-0.364029250069063,0.470817459376481,-0.116952164870486,-0.0466111037495061,0.0189542483660131,-0.205451411333764,0.113333333333333,-0.21142543730779,0.0365166202047007,-0.197759103641457,0.00302601678058506,-0.192967754392875,0.256729572275059,0.0257211656592462,0.256617032778024,-0.32231884057971,0.263692504476137,-0.195516480030057,0.491169964576269,0.16694787763648,-0.336302580417109,-0.328985507246377,-0.230263157894737,-0.0536589051984835,-0.0773641754952887,0.113333333333333,-0.230263157894737,-0.225,0.0478849751140819,0.30499346430803,-0.501674166256941,-0.491169964576269,-0.491169964576269,-0.24812030075188,0.163636363636364,0.343482067596596,-0.228612002033055,-0.275648086838404,-0.271503349996298,-0.24812030075188,-0.264824810370297,-0.151770925434719,-0.135531609195402,0.208617923197068,0.170758609808661,-0.305884524633058,-0.133500858155782,0.20909639209659,-0.259333060490796,-0.132083333333333,-0.588036084317921,0.203574919703952,0.187445887445887,-0.00784313725490196,0.28432227047012
"SMO",-0.288418079096045,0.350389416408834,0.0780701754385965,-0.0418079096045198,0.02,-0.0272727272727273,0.1,-0.0472727272727273,0.00881118881118881,0,0.0803174603174603,-0.106666666666667,0.12,-0.0184615384615385,0.025,-0.0333333333333333,0.0416666666666667,-0.114603174603175,0.269711538461538,0.0991164700560253,-0.0616666666666667,-0.0533333333333333,0,-0.0472222222222222,0.0549018975626649,0,-0.1,-0.1,0.00212418300653595,0.128103448275862,-0.283665026833631,-0.269711538461538,-0.269711538461538,0,0.1,0.0616666666666667,-0.14015873015873,-0.153485412560528,-0.151229773462783,-0.1,-0.136666666666667,-0.103142857142857,-0.107142857142857,0.0697222222222222,0.106227106227106,-0.283042245111211,-0.269114395183361,0.0641666666666667,-0.153917050691244,-0.15,-0.39022496882962,0.0266666666666667,0.0666666666666667,0,0.229686558167571
"cateninnuc",0.120496024088589,-0.37832546428369,-0.122446006012652,-0.0412812188376882,-0.162284334023464,0.0613665892932743,-0.245833333333333,0.0690938620205471,-0.171934781126008,0.0578782172002511,-0.115591495281063,0.016018759018759,-0.14294533968447,-0.167347625162705,-0.141385217918869,0.0548571428571428,-0.144942530171833,0.0197022515153484,-0.330239085239085,-0.036435214074991,0.0656086901604143,0.061010989010989,0.124708624708625,-0.0081204185296712,-0.196331823950728,-0.233333333333333,0.124708624708625,0.0939393939393939,0.0649309984504331,0.0204825556956705,0.338488243488244,0.330239085239085,0.330239085239085,0.137037391831912,-0.0888888888888889,-0.0695388211647811,0.149515299423488,0.0565805836188992,0.151968597979573,0.138597513597514,0.146516768255899,0.286514204545455,0.281045454545455,-0.134682514171424,-0.0149986916000725,0.310374704784966,0.328407217311767,-0.127928701535259,0.186925708205442,0.267045454545455,0.4287198410517,-0.113642987249545,-0.0988888888888889,0.154347826086957,-0.100253826899408
"FUS",-0.291485563758622,0.370121857880406,0.0703778677462888,-0.0375134310769124,-0.0184615384615385,-0.0472727272727273,0.15,-0.0495454545454545,0.0214548669721083,-0.0272727272727273,0.0863415567030025,-0.114603174603175,0.136666666666667,0.00881118881118881,0.0416666666666667,-0.0533333333333333,0.0551282051282051,-0.124280593958013,0.283665026833631,0.0944609765737162,-0.0616666666666667,-0.0616666666666667,0,-0.0554189435336976,0.0579155961928019,0.1,-0.1,-0.1,-0.00363497929712897,0.126787658802178,-0.302442319410051,-0.283665026833631,-0.283665026833631,-0.025,0.0666666666666667,0.0637943262411348,-0.151498936344297,-0.155387586473571,-0.153485412560528,-0.12,-0.151229773462783,-0.12621978021978,-0.103142857142857,0.0808333333333333,0.1134734830387,-0.29857019542177,-0.276834323370075,0.0697222222222222,-0.16240761672898,-0.107142857142857,-0.404093581968306,0.0641666666666667,0.0266666666666667,-0.02,0.231666756187373
"TWIST1",0.0729659484045449,0.141407055817856,-0.0954702810538051,-0.036036036036036,-0.0243478260869565,-0.0637037037037037,0,-0.0589867225716282,-0.0173040973621595,-0.0637037037037037,-0.0215810020613735,-0.101806351806352,0.0786052009456265,-0.0138215102974828,0.0774853801169591,-0.0757575757575758,0.0790853801169591,-0.106756846855857,0.120531020973779,0.111198151735532,-0.0864041274817137,-0.0826541274817137,-0.0666666666666667,-0.042432770481551,-0.0798567658858239,0,-0.0666666666666667,-0.0666666666666667,-0.0838571519378155,0.0396838251770735,-0.124983075768299,-0.120531020973779,-0.120531020973779,-0.0722222222222222,0.166666666666667,0.0879986605113265,0.0259610542219238,-0.0818977015379124,-0.0804600937173258,-0.0722222222222222,-0.0806132330741405,-0.0164400571180232,-0.0113553113553114,0.169057351298258,0.0996833674799776,-0.111753944979751,0.20921443819951,0.161668188736682,0.0308745490232253,0.00769230769230769,-0.143312920343147,0.165777777777778,0.177777777777778,0.02,-0.0806917513887433
"SUFU",-0.296799573420458,0.379890495412539,0.0808673782357993,-0.0341317885648351,0.00881118881118881,-0.0495454545454545,0.107142857142857,-0.0503391053391053,0.0201782712274275,-0.0472727272727273,0.0842037894820999,-0.124280593958013,0.151229773462783,0.0214548669721083,0.0551282051282051,-0.0616666666666667,0.0577304356114765,-0.121740178253625,0.302442319410051,0.0939152739816289,-0.0637943262411348,-0.0616666666666667,-0.025,-0.0512273267672306,0.0581215694162829,0.15,-0.12,-0.1,-0.000542195791974334,0.128524631506893,-0.313834724473342,-0.302442319410051,-0.302442319410051,-0.0416666666666667,0.0266666666666667,0.0679363380754543,-0.155172405732052,-0.160349223302216,-0.155387586473571,-0.136666666666667,-0.153485412560528,-0.130917766796961,-0.12621978021978,0.0920302445302445,0.120702398701351,-0.305830148583362,-0.280723578478843,0.0808333333333333,-0.168710853526254,-0.103142857142857,-0.41435408170249,0.0697222222222222,0.0641666666666667,0.0184615384615385,0.237242964365811
"Patched",-0.283333333333333,0.324175824175824,0.0833333333333333,-0.0333333333333333,0,0,0,-0.0272727272727273,-0.0184615384615385,0,0.066031746031746,-0.116666666666667,0.1,0.02,0,-0.0333333333333333,0.025,-0.106666666666667,0.238461538461538,0.0952329749103943,-0.0533333333333333,-0.0333333333333333,0,-0.0388888888888889,0.043462783171521,0,-0.1,-0.1,0.0138888888888889,0.135,-0.269711538461538,-0.238461538461538,-0.238461538461538,0,0,0.0616666666666667,-0.145714285714286,-0.151229773462783,-0.136666666666667,-0.1,-0.12,-0.107142857142857,-0.15,0.0641666666666667,0.120512820512821,-0.265800865800866,-0.257685823754789,0.0266666666666667,-0.146774193548387,-0.1,-0.37006993006993,0.0666666666666667,0.1,0.1,0.230952380952381
"cateninmemb",0.089457568510068,-0.324557873598034,-0.132762330354187,-0.029949182965778,-0.163208556149733,-0.0252069254673704,-0.22,-0.0233481894078908,-0.174245548266167,-0.0179904306220096,-0.177088489248199,0.00492753623188406,-0.194256428557267,-0.16836319532499,-0.193281915813639,0.0290909090909091,-0.194615249146972,0.0138863740042812,-0.277081447963801,-0.115093371154822,0.0454811529933481,0.0410909090909091,0.150980392156863,-0.00731364275668073,-0.0822061694797863,-0.2,0.150980392156863,0.133333333333333,0.159541777729093,0.0633867033344926,0.285740665840896,0.277081447963801,0.277081447963801,0.181212950296398,-0.166666666666667,-0.0481936303893698,0.0758612263427673,0.201313471682698,0.197298532373641,0.181212950296398,0.195928669359943,0.252563732563733,0.23957671957672,-0.182039518245703,-0.0116736481047575,0.262524235718754,0.282499605342833,-0.170228494623656,0.105852182309051,0.224761904761905,0.359832011406499,-0.15625,-0.15,0.169090909090909,-0.0765052762259466
"cMet",0.137806637806638,-0.211539938556068,0.342380952380952,-0.0278499278499279,0.315,0.230075187969925,0,0.25773476243801,0.311363636363636,0.214285714285714,0.151706699098003,0.178684807256236,0.0433333333333333,0.335,0.0433333333333333,0.113333333333333,0.0433333333333333,0.180502989074418,-0.171428571428571,0.116300627012371,0.113333333333333,0.113333333333333,-0.1,-0.134920634920635,-0.11375871807218,0.1,-0.2,-0.1,-0.0793381898999877,-0.104889240506329,0.173315363881402,0.171428571428571,0.171428571428571,-0.05,-0.1,-0.106950354609929,0.225185185185185,-0.0379308288610614,-0.0379308288610614,-0.15,-0.0410077519379845,-0.0270833333333333,-0.0333333333333333,-0.170113636363636,-0.168145854833161,-0.0652380952380952,0.227522631464237,-0.176363636363636,0.0673528325178638,0,0.161880624485666,-0.14,-0.1,-0.275,-0.130109244620114
"SHH",-0.275,0.305128205128205,0.05,-0.025,-0.1,0,0,0,0.02,0.1,0.0771428571428571,-0.0666666666666667,0.1,0,0,0,0,-0.116666666666667,0.2,0.0785663082437276,-0.0333333333333333,-0.0333333333333333,0,-0.05,0.0366666666666667,0,-0.1,0,0.025,0.125,-0.238461538461538,-0.2,-0.2,0,0,0.0533333333333333,-0.16,-0.136666666666667,-0.12,-0.1,-0.1,-0.15,-0.1,0.0266666666666667,0.0666666666666667,-0.247619047619048,-0.248352490421456,0.0666666666666667,-0.15,0,-0.342597402597403,0.1,0,0,0.216666666666667
"Ecadherin",0.0475827916599416,-0.138716606462067,-0.0674114531612049,-0.0166583764960212,-0.0927272727272727,-0.00064815271543432,-0.08,0.00418456103921252,-0.101120238160869,0.000382775119617226,0.00908517033349354,0.00747826086956522,-0.00509764269711929,-0.0999437675726335,-0.00425806248722424,0.0210909090909091,-0.00225806248722424,0.0091731761238025,-0.110120663650075,-0.0787167044788996,0.0219364375461936,0.0224242424242424,-0.00392156862745098,-0.00243788091889358,-0.157636347226441,-0.1,-0.00392156862745098,-0.0333333333333333,-0.0154207470697776,0.0339602859389019,0.112634630130522,0.110120663650075,0.110120663650075,0.00770633834929321,0.0333333333333333,-0.0232022603310038,0.04357204236819,0.00726992571934801,0.00437543458956277,0.00770633834929321,0.00275650557337348,0.0997691197691198,0.0958730158730159,0.00936944373888748,-0.00852395137432642,0.100890482417436,0.112138764683843,0.0133064516129032,0.0561599781917855,0.0847619047619048,0.153041552290191,0.0208333333333333,0.0333333333333333,0.0927272727272727,-0.0400479760256297
"KLF4",0.0461609907120743,-0.136288350391427,-0.0647798742138365,-0.0147626418988648,-0.0927272727272727,0.000382775119617226,-0.1,-0.00064815271543432,-0.0999437675726335,0.0109090909090909,0.00427967834264686,-0.00266666666666667,-0.00770633834929321,-0.0927272727272727,-0.00770633834929321,0.00909090909090909,-0.00425806248722424,0.00747826086956522,-0.107179487179487,-0.0771782429404381,0.0224242424242424,0.0210909090909091,-0.0333333333333333,-0.0037037037037037,-0.05958376689538,-0.1,-0.0333333333333333,-0.0333333333333333,-0.0126274509803922,0.0364774484102978,0.110120663650075,0.107179487179487,0.107179487179487,-0.00392156862745098,0,-0.0219364375461936,0.0409503195217481,0.00437543458956277,0.00275650557337348,-0.00392156862745098,0.00509764269711929,0.0958730158730159,0.0847619047619048,0.0133064516129032,0.00154316271963331,0.101096667984446,0.111115284852416,0.0208333333333333,0.0542612440145703,0.08,0.149966063007805,0.0333333333333333,0.0333333333333333,0.12,-0.0383719983719984
"HEY1",0.0461609907120743,-0.136288350391427,-0.0647798742138365,-0.0147626418988648,-0.0927272727272727,0.000382775119617226,-0.1,-0.00064815271543432,-0.0999437675726335,0.0109090909090909,0.00427967834264686,-0.00266666666666667,-0.00770633834929321,-0.0927272727272727,-0.00770633834929321,0.00909090909090909,-0.00425806248722424,0.00747826086956522,-0.107179487179487,-0.0771782429404381,0.0224242424242424,0.0210909090909091,-0.0333333333333333,-0.0037037037037037,-0.05958376689538,-0.1,-0.0333333333333333,-0.0333333333333333,-0.0126274509803922,0.0364774484102978,0.110120663650075,0.107179487179487,0.107179487179487,-0.00392156862745098,0,-0.0219364375461936,0.0409503195217481,0.00437543458956277,0.00275650557337348,-0.00392156862745098,0.00509764269711929,0.0958730158730159,0.0847619047619048,0.0133064516129032,0.00154316271963331,0.101096667984446,0.111115284852416,0.0208333333333333,0.0542612440145703,0.08,0.149966063007805,0.0333333333333333,0.0333333333333333,0.12,-0.0383719983719984
