"","Ecadherin","cateninnuc","TCFLEF","GLI","CD44","Destcompl","Wnt","ZEB1","DSH","STAT","SNAI2","AXIN2","LIV1","SMO","cateninmemb","SUFU","Csn","HEY1","TrCP","TWIST1","FOXC2","ERK","Jagged","Csl","cfos","SNAI1","RKIP","EGR1","NOTCHic","NOTCH","MEK","SMAD","ILK","NFB","FUS","TGF","TGFR","GSK3","IKK","CDC42","Patched","SHH","AKT","PAK1","RAF","PI3K","DELTA","RAS","SOSGRB2","ZEB2","SRC","Frizzled","miR200","cMet","KLF4"
"Frizzled",-0.183171536043291,-0.267300038174907,-0.267776228651098,-0.265789473684211,-0.265789473684211,-0.317942660496571,-0.265789473684211,0.0121809168004318,-0.3,-0.2,-0.176996899815077,-0.160606060606061,-0.1,-0.0590909090909091,0.0201869787463008,0,0.0666666666666667,-0.0120240043644299,0.1,-0.127843137254902,0.0486451369927502,-0.121176470588235,-0.0942349970291147,0.00714285714285715,-0.08,0.10588336783989,0.0933333333333333,0,0.0345238095238095,0.0560924369747899,0.132287581699346,0.021528393121525,0.0168554959252634,-0.00666666666666668,0.05,0.0168944099378882,0.0292753623188406,0.188641588296761,0.0183333333333333,0.0466666666666667,0.0733766233766234,0.0798282362798492,0.0370833333333333,0.0666666666666667,0.221907040328093,0.221907040328093,0.221907040328093,0.224269245052502,0.151515151515152,-0.0121809168004318,0.25,0.25,-0.00196022727272727,0.265789473684211,-0.0131652661064426
"ERK",-0.128358142174425,-0.150302616074988,-0.150302616074988,-0.145227053648106,-0.150488489680936,-0.265029508183923,-0.146480186480186,0.00917781941532775,-0.143333333333333,-0.149122807017544,-0.375673242450522,-0.108707076944187,-0.133333333333333,0.0395846994535519,-0.0631623504636114,0.0466666666666667,0.0321428571428571,0.0612822881032321,0.0571428571428571,-0.0505501085626728,0.0457825730239523,-0.118818782098313,-0.12617213944305,-0.1499222999223,-0.0188187820983125,0.0513454364013592,0.145510435518585,0.0258620689655172,0.157951497002592,0.158228505312841,0.114640509117811,-0.0728300738486191,-0.0749577334230872,-0.016991341991342,-0.0346666666666667,-0.0137161958036506,-0.0137161958036506,0.129814648024399,-0.0181678125795773,-0.0122563417890521,-0.0389311046823101,-0.0394141964697497,-0.0181678125795773,-0.00571428571428572,0.187564657564658,0.187564657564658,0.187564657564658,0.186574558554757,0.0541087995068578,-0.00917781941532775,0.152968960863698,0.147179487179487,0.0176186557770464,0.152269660164397,-0.0142459933491264
"AKT",-0.183637208304173,-0.26742321156075,-0.268961673099211,-0.268736549931595,-0.268755487532201,-0.294963436661112,-0.267060572277964,0.00412935875862403,-0.255555555555556,-0.255555555555556,-0.0977127752542421,-0.164892556300499,-0.2,-0.0820512820512821,0.00674643290006491,-0.05,-0.1,-0.0322911253514677,-0.0333333333333333,-0.109043115394512,0.0250347820771441,-0.120801763328282,-0.086570233530847,-0.0384615384615385,-0.112605042016807,0.0823681789013597,0.0684782608695652,-0.0714285714285714,0.0578163771712159,0.0602554015614598,0.119535940543472,0.0354284970553878,0.0350917967186875,0.129411764705882,0.0666666666666667,0.0296478838237823,0.0347838354854137,0.174958300361526,0.1473604826546,0.0453529411764706,0.0876068376068376,0.0907647323436797,0.0544311897253074,0.0573529411764706,0.221162070805906,0.221162070805906,0.221162070805906,0.221884962372172,0.145811965811966,-0.00412935875862403,0.268599033816425,0.268599033816425,-0.00673197744075275,0.267060572277964,-0.00488641475483581
"PI3K",-0.185909935576901,-0.268961673099211,-0.268755487532201,-0.267060572277964,-0.267060572277964,-0.295707853534561,-0.268599033816425,0.00138963273122677,-0.2,-0.2,-0.095602222490423,-0.163809523809524,-0.1,-0.0666666666666667,0.00521738091229733,0,-0.0333333333333333,-0.0240204486597383,0,-0.106902442611637,0.0190197444831591,-0.112605042016807,-0.0878947368421053,0,-0.0714285714285714,0.0821175523349436,0.0678571428571429,0,0.0384615384615385,0.0578163771712159,0.120801763328282,0.0350917967186875,0.0294917967186875,0.1,0.05,0.0347838354854137,0.0453529411764706,0.174555074555075,0.129411764705882,0.0573529411764706,0.0820512820512821,0.0876068376068376,0.1473604826546,0.075,0.219792207792208,0.219792207792208,0.219792207792208,0.221162070805906,0.156923076923077,-0.00138963273122677,0.255555555555556,0.255555555555556,-0.00619721808246398,0.268599033816425,0.00109649122807017
"ILK",-0.185909935576901,-0.268961673099211,-0.268755487532201,-0.267060572277964,-0.267060572277964,-0.295707853534561,-0.268599033816425,0.00138963273122677,-0.2,-0.2,-0.095602222490423,-0.163809523809524,-0.1,-0.0666666666666667,0.00521738091229733,0,-0.0333333333333333,-0.0240204486597383,0,-0.106902442611637,0.0190197444831591,-0.112605042016807,-0.0878947368421053,0,-0.0714285714285714,0.0821175523349436,0.0678571428571429,0,0.0384615384615385,0.0578163771712159,0.120801763328282,0.0350917967186875,0.0294917967186875,0.1,0.05,0.0347838354854137,0.0453529411764706,0.174555074555075,0.129411764705882,0.0573529411764706,0.0820512820512821,0.0876068376068376,0.1473604826546,0.075,0.219792207792208,0.219792207792208,0.219792207792208,0.221162070805906,0.156923076923077,-0.00138963273122677,0.255555555555556,0.255555555555556,-0.00619721808246398,0.268599033816425,0.00109649122807017
"TWIST1",-0.0681765817672332,-0.130738367561474,-0.131370915002532,-0.135141520467836,-0.133668005354752,-0.164860069946892,-0.139941520467836,-0.00347979558505874,-0.133333333333333,-0.133333333333333,0.151899857602849,-0.0993051034986519,-0.133333333333333,-0.248444444444444,-0.0328303026771486,-0.233333333333333,-0.25,-0.145787545787546,-0.2,-0.144562220769315,-0.0122961340984597,-0.201136536994661,-0.0272607662522537,-0.0837037037037037,-0.203768115942029,0.0431910322243404,-0.0195987913379218,-0.173333333333333,0.0862678062678063,0.0872112024942214,0.193673850427496,0.138859786879589,0.137869687869688,0.273076923076923,0.244444444444444,0.0820085873660809,0.0804140543364681,0.157860283507342,0.277838827838828,0.0791640543364681,0.249814307458143,0.249321696620705,0.277838827838828,0.0860606060606061,0.172197930913933,0.172197930913933,0.172197930913933,0.168773273379687,0.0881124215220325,0.00347979558505874,0.138888888888889,0.138888888888889,-0.0297393704363624,0.138888888888889,-0.00339795705649364
"RKIP",0.128825427511119,0.150488489680936,0.152269660164397,0.147179487179487,0.152968960863698,0.265308841306557,0.143333333333333,-0.00519081779053085,0.1,0.1,0.374420936061083,0.109845288326301,0,-0.0466666666666667,0.0632543467837585,-0.1,-0.1,-0.0629887727448703,-0.1,0.0524420677361854,-0.0432508104921898,-0.0258620689655172,0.127075753900881,0.111111111111111,-0.05,-0.0508824734383962,-0.153991596638655,-0.1,-0.138383838383838,-0.1499222999223,-0.0188187820983125,0.0745887297330503,0.0735986307231493,0.0571428571428571,0.0666666666666667,0.0122563417890521,0.00571428571428572,-0.12434988179669,0.0321428571428571,-0.0133333333333333,0.0346666666666667,0.0395846994535519,0.016991341991342,-0.0333333333333333,-0.187662337662338,-0.187662337662338,-0.187662337662338,-0.188517038517038,-0.0800634920634921,0.00519081779053085,-0.133333333333333,-0.133333333333333,-0.0168962615562001,-0.149122807017544,0.0111908177905308
"RAF",0.128825427511119,0.150488489680936,0.152269660164397,0.147179487179487,0.152968960863698,0.265308841306557,0.143333333333333,-0.00519081779053085,0.1,0.1,0.374420936061083,0.109845288326301,0,-0.0466666666666667,0.0632543467837585,-0.1,-0.1,-0.0629887727448703,-0.1,0.0524420677361854,-0.0432508104921898,-0.0258620689655172,0.127075753900881,0.111111111111111,-0.05,-0.0508824734383962,-0.153991596638655,-0.1,-0.138383838383838,-0.1499222999223,-0.0188187820983125,0.0745887297330503,0.0735986307231493,0.0571428571428571,0.0666666666666667,0.0122563417890521,0.00571428571428572,-0.12434988179669,0.0321428571428571,-0.0133333333333333,0.0346666666666667,0.0395846994535519,0.016991341991342,-0.0333333333333333,-0.187662337662338,-0.187662337662338,-0.187662337662338,-0.188517038517038,-0.0800634920634921,0.00519081779053085,-0.133333333333333,-0.133333333333333,-0.0168962615562001,-0.149122807017544,0.0111908177905308
"Wnt",0.187134240005995,0.267776228651098,0.265789473684211,0.265789473684211,0.265789473684211,0.317146904528402,0.25,-0.0111908177905308,0.2,0.1,0.169741379310345,0.160606060606061,0,0.05,-0.0166949152542373,0,-0.1,0.00564102564102564,-0.1,0.121176470588235,-0.0300404858299595,0.08,0.0952450980392157,-0.05,0,-0.0995341614906832,-0.0933333333333333,-0.1,0.00714285714285715,-0.0345238095238095,-0.121176470588235,-0.0168554959252634,-0.0145299145299145,0.0666666666666667,0,-0.0292753623188406,-0.0466666666666667,-0.181974921630094,0.00666666666666668,-0.0666666666666667,-0.0590909090909091,-0.0733766233766234,-0.0183333333333333,-0.1,-0.208270676691729,-0.208270676691729,-0.208270676691729,-0.221907040328093,-0.172727272727273,0.0111908177905308,-0.2,-0.3,-0.00272727272727273,-0.25,-0.00588235294117647
"MEK",0.128461128786165,0.150302616074988,0.150488489680936,0.146480186480186,0.152269660164397,0.265518046327478,0.147179487179487,-0.0115400241397372,0.133333333333333,0.133333333333333,0.376124099078115,0.109845288326301,0.1,-0.0346666666666667,0.0632543467837585,-0.0666666666666667,-0.0571428571428571,-0.0629887727448703,-0.1,0.052075767369885,-0.0459535131948925,0.0188187820983125,0.127075753900881,0.138383838383838,-0.0258620689655172,-0.0508824734383962,-0.151360017691287,-0.05,-0.1499222999223,-0.157951497002592,-0.118818782098313,0.0749577334230872,0.0745887297330503,0.0321428571428571,0.0466666666666667,0.0137161958036506,0.0122563417890521,-0.127543984990794,0.016991341991342,0.00571428571428572,0.0395846994535519,0.0389311046823101,0.0181678125795773,-0.0133333333333333,-0.188517038517038,-0.188517038517038,-0.188517038517038,-0.187564657564658,-0.0667301587301587,0.0115400241397372,-0.149122807017544,-0.143333333333333,-0.0215402244044973,-0.152968960863698,0.00726924916307987
"IKK",-0.101796495035874,-0.0954852504047956,-0.0963291322613356,-0.0935042735042735,-0.0935042735042735,0.0782498743669459,-0.0888888888888889,-0.0145513784461153,-0.1,-0.1,0.206037544393709,-0.0828571428571429,-0.1,-0.12,-0.067719524423435,-0.1,-0.3,-0.121671826625387,-0.2,0.0296732026143791,-0.133506493506494,-0.0317142857142857,0.0101811933770697,-0.109090909090909,-0.0357142857142857,-0.0794670624823297,-0.101639344262295,-0.05,0.104329004329004,0.0995670995670996,0.0339365079365079,0.11637101210121,0.117361111111111,0.314285714285714,0.12,0.147854545454545,0.145454545454545,0.00679487179487179,0.214285714285714,0.15,0.123703703703704,0.127151979565773,0.216988416988417,0.15,0.128070175438597,0.128070175438597,0.128070175438597,0.130887076847047,0.110714285714286,0.0145513784461153,0.0888888888888889,0.0888888888888889,-0.0130323299888517,0.0888888888888889,0.0175824175824176
"GSK3",0.180021738535642,0.263494910931153,0.265073858299574,0.267750257997936,0.267300038174907,0.315755633562563,0.267750257997936,-0.0172469625937418,0.265789473684211,0.265789473684211,0.179355321681304,0.16111084838326,0.25,0.0798282362798492,-0.0219537631985976,0.0590909090909091,0.0183333333333333,0.0221557350752901,-0.00666666666666668,0.130295893768192,-0.056893029451169,0.131535702000098,0.0933138178292052,0.0560924369747899,0.132287581699346,-0.106642191086074,-0.0932807543333859,0.121176470588235,-0.0595889404712934,-0.0598486807310337,-0.129262974727371,-0.0201015593685902,-0.021151034630959,-0.0370833333333333,-0.0733766233766234,-0.0106422880760102,-0.0116679291016513,-0.288339307874726,-0.0451293103448276,-0.0168944099378882,-0.0828957209424259,-0.0833741898419474,-0.048548113763631,-0.0292753623188406,-0.225109581186956,-0.225109581186956,-0.225109581186956,-0.223638992951662,-0.128043795871363,0.0172469625937418,-0.265789473684211,-0.265789473684211,0.00306179133643356,-0.267776228651098,0.0229481164732995
"DSH",0.180976628229419,0.265073858299574,0.267300038174907,0.267750257997936,0.267776228651098,0.316988462023289,0.265789473684211,-0.0176927278240539,0.25,0.25,0.179441602958266,0.161871883390871,0.2,0.0733766233766234,-0.0219537631985976,0.05,-0.00666666666666668,0.019041548224079,-0.0666666666666667,0.130680016687526,-0.0551386434862567,0.132287581699346,0.0934598032306651,0.0345238095238095,0.121176470588235,-0.106752933057281,-0.094032634032634,0.08,-0.0560924369747899,-0.0595889404712934,-0.131535702000098,-0.021151034630959,-0.021528393121525,-0.0183333333333333,-0.0590909090909091,-0.0116679291016513,-0.0168944099378882,-0.189337643981215,-0.0370833333333333,-0.0292753623188406,-0.0798282362798492,-0.0828957209424259,-0.0451293103448276,-0.0466666666666667,-0.224269245052502,-0.224269245052502,-0.224269245052502,-0.225109581186956,-0.136881005173688,0.0176927278240539,-0.265789473684211,-0.265789473684211,0.000130958980044348,-0.265789473684211,0.0160778874656659
"NFB",-0.101796495035874,-0.0958774072675407,-0.0954852504047956,-0.0968750600211274,-0.0963291322613356,0.077751535496514,-0.0935042735042735,-0.0187659378330885,-0.0888888888888889,-0.0888888888888889,0.205834292361188,-0.0835663627152989,-0.1,-0.123703703703704,-0.0688810872534245,-0.12,-0.314285714285714,-0.121671826625387,-0.3,0.0287208216619981,-0.133904899880995,-0.0339365079365079,0.0080229199957747,-0.104329004329004,-0.0317142857142857,-0.0786451446741105,-0.101639344262295,-0.0357142857142857,0.0995670995670996,0.100212260857422,0.0332829131652661,0.115255770465522,0.11637101210121,0.214285714285714,0.12,0.149120368239356,0.147854545454545,0.00797134238310709,0.216988416988417,0.145454545454545,0.127151979565773,0.128356798842881,0.219210639210639,0.15,0.130887076847047,0.130887076847047,0.130887076847047,0.13237961416048,0.109661654135338,0.0187659378330885,0.0888888888888889,0.0888888888888889,-0.0169598224359816,0.0935042735042735,0.0118131868131868
