"","FOXC2","HEY1","TWIST1","RKIP","FUS","AXIN2","CD44","Wnt","PI3K","cMet","cfos","MEK","Frizzled","DSH","STAT","EGR1","ZEB1","SOSGRB2","LIV1","PAK1","CDC42","TGFR","TGF","SRC","ERK","Ecadherin","TrCP","Jagged","Csl","RAF","DELTA","RAS","cateninmemb","GLI","TCFLEF","NOTCH","Csn","cateninnuc","NOTCHic","AKT","NFB","IKK","Destcompl","SUFU","SNAI2","SMO","GSK3","Patched","SNAI1","ILK","SHH","SMAD","miR200","ZEB2","KLF4"
"Csn",0.192708722414483,0.0122702104097453,0.176760947483248,0.155398130044892,0.0142857142857143,0.246704536512433,0.213091446244749,0.201980335133638,0.3976978064923,0.201980335133638,-0.0266666666666667,-0.0326461038961039,0.183908045977011,0.166666666666667,0.166666666666667,-0.0266666666666667,-0.0207956989247312,0.139568776663208,0.133333333333333,-0.1,-0.104477611940299,-0.107041714504401,-0.108235031926835,-0.183908045977011,0.0305627705627706,0.00251038583679855,0.22,0.0711363794798288,-0.103535353535354,-0.3976978064923,-0.3976978064923,-0.408638305532607,-0.0850941400582819,-0.212897365701324,-0.221130031453752,-0.107431457431457,0.145,-0.226121011610096,-0.107431457431457,0.182966666666667,0.161666666666667,0.174166666666667,-0.476186833131803,-0.0142857142857143,-0.16482422303357,-0.0294372294372294,-0.463696277096246,-0.0369641111576595,-0.159866002318402,-0.00556806418219462,-0.0459805046002825,-0.00736755004337714,-0.053540369495465,-0.0718213399503722,-0.0673001508295626
"HEY1",0.255424480742085,-0.0219862490450726,0.388061002178649,0.0778396206967635,0.3,0.518798125999398,0.46984040127679,0.44984040127679,0.428589743589744,0.44984040127679,-0.147272727272727,-0.160371575059265,0.419607843137255,0.366666666666667,0.366666666666667,-0.12,-0.0265273477812178,0.235134362492853,0.3,-0.00909090909090909,-0.0130909090909091,-0.0144242424242424,-0.0149120473022912,-0.419607843137255,0.153155080213904,-0.190000548728513,0.1,0.443874426423152,0.110909090909091,-0.428589743589744,-0.428589743589744,-0.444766214177979,-0.453846273419444,-0.470530056449204,-0.480877190574449,0.107816307403936,0.2,-0.48722837363796,0.110909090909091,0.376190476190476,0.3,0.342857142857143,-0.41381534097411,-0.2,-0.545880303635966,-0.333333333333333,-0.371788928568769,-0.358333333333333,-0.070321689494447,0.00666666666666667,-0.372311827956989,0.00666666666666667,-0.0356817256817257,-0.0527141382868937,-0.0703703703703704
"FOXC2",0.255424480742085,-0.0219862490450726,0.388061002178649,0.0778396206967635,0.3,0.518798125999398,0.46984040127679,0.44984040127679,0.428589743589744,0.44984040127679,-0.147272727272727,-0.160371575059265,0.419607843137255,0.366666666666667,0.366666666666667,-0.12,-0.0265273477812178,0.235134362492853,0.3,-0.00909090909090909,-0.0130909090909091,-0.0144242424242424,-0.0149120473022912,-0.419607843137255,0.153155080213904,-0.190000548728513,0.1,0.443874426423152,0.110909090909091,-0.428589743589744,-0.428589743589744,-0.444766214177979,-0.453846273419444,-0.470530056449204,-0.480877190574449,0.107816307403936,0.2,-0.48722837363796,0.110909090909091,0.376190476190476,0.3,0.342857142857143,-0.41381534097411,-0.2,-0.545880303635966,-0.333333333333333,-0.371788928568769,-0.358333333333333,-0.070321689494447,0.00666666666666667,-0.372311827956989,0.00666666666666667,-0.0356817256817257,-0.0527141382868937,-0.0703703703703704
"SNAI2",0.290200849375243,-0.026416515973478,0.431907795679839,0.0697179487179487,0.3,0.559347656917266,0.518798125999398,0.489765867934882,0.464896331468933,0.489765867934882,-0.162745098039216,-0.185930047694754,0.446103896103896,0.381818181818182,0.381818181818182,-0.133333333333333,-0.0270595762534088,0.264029749830967,0.3,-0.00588235294117647,-0.0106442577030812,-0.0132083602671838,-0.0144505962920285,-0.446103896103896,0.176470588235294,-0.376263458306074,0.1,0.490942745194539,0.16359649122807,-0.464896331468933,-0.464896331468933,-0.488640623706376,-0.519343331181165,-0.519177632640764,-0.536736270329295,0.164052175894281,0.2,-0.547450556043581,0.165350877192982,0.400789364353968,0.3,0.358620689655172,-0.461978013694277,-0.2,-0.209142014288156,-0.352941176470588,-0.417092736872991,-0.387635054021609,-0.0647284283409879,0.00617035546613011,-0.408761814584989,0.00664882436565165,-0.0352669303520808,-0.0504413677365219,-0.0655769230769231
"NFB",-0.131168141287663,-0.0947368421052632,-0.197866479925303,0.00420344682639765,-0.12,-0.129787234042553,-0.09679559611763,-0.101880341880342,0.0690771367466749,-0.101880341880342,0.0102857142857143,0.010547152194211,-0.103418803418803,-0.111111111111111,-0.111111111111111,0.0142857142857143,-0.00238314176245211,0.0829898275099513,-0.1,-0.1,-0.1,-0.1024,-0.103032911392405,0.103418803418803,-0.0125079365079365,0.0832353970218461,0.3,0.00178741355556604,-0.0956709956709957,-0.0690771367466749,-0.0690771367466749,-0.0740522611247843,0.121098585352359,0.09738595985787,0.0938420096197397,-0.0915542521994135,0.285714285714286,0.090783186090328,-0.0909090909090909,0.185233805233805,0.185714285714286,0.183011583011583,-0.139188141361921,0.12,0.347491736346319,0.123703703703704,-0.217500538677009,0.120255427841635,-0.0084595334642391,0.099009900990099,0.119050608564526,0.0993816482019949,-0.00244480594933767,-0.00391570881226054,0.000641025641025641
"IKK",-0.133160173160173,-0.0947368421052632,-0.201993464052288,0.00163934426229508,-0.12,-0.133333333333333,-0.101880341880342,-0.103418803418803,0.0648517846339988,-0.103418803418803,0.0142857142857143,0.0125079365079365,-0.111111111111111,-0.1,-0.1,0,-0.002,0.0798319327731093,-0.1,-0.1,-0.1,-0.1,-0.1024,0.111111111111111,-0.0102857142857143,0.0837169379528252,0.2,-0.00109028428616057,-0.0909090909090909,-0.0648517846339988,-0.0648517846339988,-0.0690771367466749,0.123104921149614,0.101880341880342,0.09679559611763,-0.0909090909090909,0.3,0.0938420096197397,-0.0956709956709957,0.183011583011583,0.285714285714286,0.185714285714286,-0.135533656312087,0.1,0.349930760736563,0.12,-0.213186813186813,0.123703703703704,-0.00599378003958157,0.1,0.120255427841635,0.099009900990099,-0.00153846153846154,-0.002,0.00256410256410256
"KLF4",-0.255424480742085,0.0219862490450726,-0.388061002178649,-0.0778396206967635,-0.3,-0.518798125999398,-0.46984040127679,-0.44984040127679,-0.428589743589744,-0.44984040127679,0.147272727272727,0.160371575059265,-0.419607843137255,-0.366666666666667,-0.366666666666667,0.12,0.0265273477812178,-0.235134362492853,-0.3,0.00909090909090909,0.0130909090909091,0.0144242424242424,0.0149120473022912,0.419607843137255,-0.153155080213904,0.190000548728513,-0.1,-0.443874426423152,-0.110909090909091,0.428589743589744,0.428589743589744,0.444766214177979,0.453846273419444,0.470530056449204,0.480877190574449,-0.107816307403936,-0.2,0.48722837363796,-0.110909090909091,-0.376190476190476,-0.3,-0.342857142857143,0.41381534097411,0.2,0.545880303635966,0.333333333333333,0.371788928568769,0.358333333333333,0.070321689494447,-0.00666666666666667,0.372311827956989,-0.00666666666666667,0.0356817256817257,0.0527141382868937,0.0703703703703704
"Ecadherin",-0.262975968156273,0.0213151081054753,-0.394951132532467,-0.0819594708840295,-0.333333333333333,-0.536736270329295,-0.480877190574449,-0.470530056449204,-0.444766214177979,-0.46984040127679,0.153155080213904,0.16311667309848,-0.44984040127679,-0.419607843137255,-0.419607843137255,0.147272727272727,0.0270012814305069,-0.245660678282327,-0.366666666666667,0.0130909090909091,0.0144242424242424,0.0149120473022912,0.0165395337399042,0.44984040127679,-0.160371575059265,0.0870794192251055,-0.2,-0.45142591383734,-0.110909090909091,0.444766214177979,0.444766214177979,0.453704761664012,0.455384734957906,0.481863389782537,0.48722837363796,-0.106701065768249,-0.3,0.490309606130958,-0.107816307403936,-0.393073593073593,-0.342857142857143,-0.376190476190476,0.418754763154911,0.3,0.557379400565526,0.358333333333333,0.377528442917555,0.372311827956989,0.0715875122792571,-0.00666666666666667,0.381760646854627,-0.00497175141242938,0.0392199007282806,0.0565056074812065,0.0779653070792311
"cateninmemb",-0.262975968156273,0.0213151081054753,-0.394951132532467,-0.0819594708840295,-0.333333333333333,-0.536736270329295,-0.480877190574449,-0.470530056449204,-0.444766214177979,-0.46984040127679,0.153155080213904,0.16311667309848,-0.44984040127679,-0.419607843137255,-0.419607843137255,0.147272727272727,0.0270012814305069,-0.245660678282327,-0.366666666666667,0.0130909090909091,0.0144242424242424,0.0149120473022912,0.0165395337399042,0.44984040127679,-0.160371575059265,0.104829039505842,-0.2,-0.45142591383734,-0.110909090909091,0.444766214177979,0.444766214177979,0.453704761664012,0.358083319187503,0.481863389782537,0.48722837363796,-0.106701065768249,-0.3,0.490309606130958,-0.107816307403936,-0.393073593073593,-0.342857142857143,-0.376190476190476,0.418754763154911,0.3,0.557379400565526,0.358333333333333,0.377528442917555,0.372311827956989,0.0715875122792571,-0.00666666666666667,0.381760646854627,-0.00497175141242938,0.0392199007282806,0.0565056074812065,0.0779653070792311
"CD44",-0.04,0.0719298245614035,0.0145054945054945,-0.121111111111111,0.1,0.17,0.143333333333333,0.15,0.147619047619048,0.25,-0.1,-0.06,0.1,0,0.1,-0.1,0.0396825396825397,0.119047619047619,0.1,0,0.06,0.0475,0.0586111111111111,-0.2,0.08,-0.0771338616871132,0,-0.0445687645687646,-0.2,-0.147619047619048,-0.147619047619048,-0.139047619047619,-0.132875457875458,-0.143333333333333,-0.164263565891473,-0.169924812030075,-0.1,-0.165802027429934,-0.185714285714286,0.0333333333333333,0,0,-0.219464149296082,-0.1,-0.259065379065379,-0.1,-0.168452380952381,-0.08,0.0289207868155237,-0.0666666666666667,-0.0890909090909091,-0.0605442176870748,0.0779578392621871,0.0587301587301587,-0.0365079365079365
"cateninnuc",-0.21616148878444,0.0101712997443588,-0.253961895822994,-0.136050187199071,-0.231111111111111,-0.48722837363796,-0.317067594241507,-0.314675769931875,-0.402398277398277,-0.313496165670079,0.136922015182885,0.139215593164536,-0.309240987323179,-0.294172494172494,-0.294172494172494,0.128985507246377,0.030104223273733,-0.205557039835798,-0.278787878787879,0.0142857142857143,0.0142857142857143,0.0165845648604269,0.0161478836377195,0.308061383061383,-0.136922015182885,-0.0381810807765763,-0.3,-0.290530564618683,0.00138104205900816,0.402398277398277,0.402398277398277,0.40542858042858,0.196044825936208,0.318628339101835,0.318187833225824,0.00319922387718998,-0.325,0.218215449906299,0.00138104205900816,-0.367303977272727,-0.352272727272727,-0.360272727272727,0.365828379899742,0.211111111111111,0.502657490201087,0.239307832422587,0.32708445989921,0.246140130559232,0.124122671325854,-0.00570851370851371,0.249843834262936,-0.00584493935653554,0.0397396422647412,0.063288169828086,0.0862502661435046
