"","ZEB2","ZEB1","AXIN2","EGR1","PAK1","CD44","CDC42","TGF","SRC","STAT","NFB","AKT","IKK","RAF","miR200","KLF4","Csn","SNAI1","ILK","SMAD","TrCP","SMO","FUS","SHH","TWIST1","Jagged","NOTCH","GSK3","FOXC2","NOTCHic","Csl","Patched","HEY1","SUFU","Destcompl","SOSGRB2","PI3K","DELTA","RAS","DSH","RKIP","Frizzled","LIV1","Ecadherin","Wnt","GLI","TGFR","cMet","TCFLEF","cateninnuc","ERK","cateninmemb","MEK","SNAI2","cfos"
"NOTCHic",-0.205281803542673,-0.205281803542673,0.0558265947888589,-0.22,-0.211111111111111,0.0576623376623377,-0.215111111111111,-0.22729520809077,0.0430769230769231,0.02,-0.0444444444444444,-0.0263565891472868,-0.0333333333333333,0.000105401844532282,-0.104158346470485,-0.203191856452726,-0.0333333333333333,-0.123927553927554,-0.0285714285714286,-0.0278520041109969,0,-0.041025641025641,-0.0333333333333333,-0.0501338004184304,-0.139745123121202,-0.0503915853584728,-0.0413921901528014,0.0181541116494095,-0.00775510204081633,0.0361290322580645,0.12,0.0469079939668175,-0.0725529542920847,0.0333333333333333,-0.0226550836550837,0.0656459330143541,-0.000105401844532282,-0.000105401844532282,-0.00158323435684755,-0.02,0.169464888357555,-0.0430769230769231,0,-0.101182866765293,-0.0521678321678322,-0.0575441762538537,0.221562724014337,-0.0521678321678322,-0.0637847866419295,-0.0688229545808608,0.239047619047619,-0.0837892510941388,0.236190476190476,0.0871839515656561,0.253333333333333
"CDC42",-0.186621315192744,-0.186621315192744,-0.115057471264368,-0.22,-0.0857142857142857,-0.0864064064064064,-0.171428571428571,-0.167952635599694,-0.08,-0.1,-0.0583333333333333,-0.0405701754385965,-0.0458333333333333,-0.0691176470588235,-0.0938714879891351,-0.184825396825397,-0.0333333333333333,-0.0891237876048003,-0.0248677248677249,-0.0200290151903055,0,-0.019047619047619,-0.019047619047619,-0.0185697217955282,-0.066952380952381,-0.00381944444444444,0.00282051282051282,0.0870238095238095,0.00921773587483774,-0.00128205128205128,-0.0166666666666667,0.022273425499232,0.0255372313843078,0.0333333333333333,0.0789668153786957,0.0652777777777778,0.0691176470588235,0.0691176470588235,0.0703371592539455,0.1,0.146060606060606,0.08,0.1,0.0564131606626849,0.0837037037037037,0.0863352826510721,0.169467787114846,0.0837037037037037,0.0854163073965054,0.0839348259150239,0.258260869565217,0.0878209446299434,0.253176123802506,0.198979050146933,0.28
"PAK1",-0.186299771784384,-0.186299771784384,-0.115057471264368,-0.28,-0.171428571428571,-0.0854163073965054,-0.169467787114846,-0.166859739424831,-0.0837037037037037,-0.08,-0.0458333333333333,-0.0387183235867446,-0.0405701754385965,-0.0703371592539455,-0.0933638737759371,-0.184825396825397,-0.0583333333333333,-0.0845891813995497,-0.0200290151903055,-0.0213193377709507,-0.0333333333333333,-0.022273425499232,-0.019047619047619,-0.0145697217955282,-0.0674958592132505,-0.00259245057941377,0.00501831501831502,0.0848419913419913,0.00852808070242394,-0.00282051282051282,-0.00128205128205128,0.0185697217955282,0.0225960549137196,0.019047619047619,0.0794179431982446,0.0702282728272827,0.0703371592539455,0.0703371592539455,0.0667007956175818,0.08,0.142193202745689,0.0837037037037037,0.1,0.0560671399014392,0.0863352826510721,0.0848718680169258,0.167952635599694,0.0864064064064064,0.0839348259150239,0.0847624121219205,0.253176123802506,0.087454644263643,0.250509457135839,0.197894059188525,0.258260869565217
"EGR1",-0.186299771784384,-0.186299771784384,-0.115057471264368,-0.28,-0.171428571428571,-0.0854163073965054,-0.169467787114846,-0.166859739424831,-0.0837037037037037,-0.08,-0.0458333333333333,-0.0387183235867446,-0.0405701754385965,-0.0703371592539455,-0.0933638737759371,-0.184825396825397,-0.0583333333333333,-0.0845891813995497,-0.0200290151903055,-0.0213193377709507,-0.0333333333333333,-0.022273425499232,-0.019047619047619,-0.0145697217955282,-0.0674958592132505,-0.00259245057941377,0.00501831501831502,0.0848419913419913,0.00852808070242394,-0.00282051282051282,-0.00128205128205128,0.0185697217955282,0.0225960549137196,0.019047619047619,0.0794179431982446,0.0702282728272827,0.0703371592539455,0.0703371592539455,0.0667007956175818,0.08,0.142193202745689,0.0837037037037037,0.1,0.0560671399014392,0.0863352826510721,0.0848718680169258,0.167952635599694,0.0864064064064064,0.0839348259150239,0.0847624121219205,0.253176123802506,0.087454644263643,0.250509457135839,0.197894059188525,0.258260869565217
"Patched",-0.15,-0.15,-0.341125541125541,-0.1,-0.166666666666667,-0.22,-0.0666666666666667,-0.0333333333333333,-0.1,-0.1,-0.1,-0.142857142857143,-0.1,-0.0730769230769231,-0.0595238095238095,-0.138888888888889,0,-0.00430107526881721,-0.05,-0.03,0,-0.133333333333333,-0.1,-0.0158333333333333,0.0935185185185185,0.141375661375661,0.212121212121212,0.0505494505494506,0.05,-0.166666666666667,-0.2,0.0533333333333333,0.058974358974359,0.2,0.0343656343656344,0.0833333333333333,0.0730769230769231,0.0730769230769231,0.0730769230769231,0,0.06,0,0.1,0.173451995685005,0.1,0.1125,0.0666666666666667,0.2,0.231111111111111,0.245674217907228,0.18,0.250232974910394,0.203076923076923,0.299463601532567,0.2
"SUFU",-0.117023221258249,-0.117023221258249,-0.393339480994014,-0.203076923076923,-0.0333333333333333,-0.259208052493694,-0.0117117117117117,0.0104797356843183,-0.231111111111111,-0.22,-0.146857142857143,-0.137151412346043,-0.139164835164835,-0.0784694284084962,-0.0433060520368002,-0.105886042123403,-0.142857142857143,0.0148205491451475,-0.0244905273937532,-0.0210263241604968,-0.1,0.000833333333333333,-0.0158333333333333,0.0142883467883468,0.130868713305777,0.175259006088071,0.245180375180375,0.0490271258613633,0.0512920338838025,-0.241212121212121,-0.232121212121212,-0.00386363636363636,0.0396249114950005,0.0533333333333333,0.0412400481692622,0.0865721997300945,0.0784694284084962,0.0784694284084962,0.0800517068895088,0.1125,0.0249846880332889,0.123611111111111,0.2,0.195345336579957,0.138995726495727,0.152006878912083,-0.00318190530956488,0.245674217907228,0.263827617711085,0.269096159910574,0.194299493609838,0.280768044584508,0.185363323397072,0.316691759071624,0.20004662004662
"TGFR",-0.039104939119619,-0.039104939119619,-0.133318762252954,-0.252380952380952,-0.0688888888888889,-0.0994339622641509,-0.0546031746031746,0.0500194191151638,-0.09,-0.1,-0.180952380952381,-0.16516290726817,-0.16516290726817,-0.133928571428571,-0.0505112086035334,-0.0362845519596092,-0.166666666666667,0.0372491828364716,-0.0621212121212121,-0.0582066213738812,-0.166666666666667,-0.0567816091954023,-0.0533333333333333,-0.0539567504383402,0.0272077237379728,-0.0374263622974963,0.0560150500289424,-0.0507560794131543,0.0813373023407199,-0.0495402298850575,-0.0633333333333333,0.0567816091954023,0.0554480980012895,0.0866666666666667,0.0268292990419044,0.0339506172839506,0.133928571428571,0.133928571428571,0.136267752715121,0.0857142857142857,0.0864069264069264,0.0757142857142857,0.1,0.0562017528209879,0.0851482479784367,0.0857934092687593,-0.0471825396825397,0.0994339622641509,0.0989554933646294,0.0985126235683495,0.245363408521303,0.102531647310059,0.248103134548701,0.00354232271305814,0.278696741854637
"RAS",-0.00492636229749632,-0.00492636229749632,-0.0458761528326746,-0.1,-0.02,-0.017459324155194,-5.55111512312578e-18,-0.0166569598136284,-0.05,-0.1,-0.0333333333333333,-0.0344444444444444,-0.04,-0.178461538461539,-0.0366461538461538,-0.0121428571428571,0,-0.0068141592920354,0.1004329004329,0.104514533085962,-0.1,0.1,0.1,0.0955254237288136,0.00476813966175668,0.103220973782772,0.13609731876862,-0.0817958656330749,0.0544444444444444,-0.134210526315789,-0.15,-0.104,0.00474308300395257,-0.1,-0.0577132641086129,-0.10952380952381,0.178461538461539,0.178461538461539,0.0861538461538462,0.1,0.0997924528301887,0.05,0,-0.0669655618066287,0.0323529411764706,0.0198529411764706,0.0176470588235294,0.0323529411764706,0.0205362472321171,0.0145872387335335,0.119736842105263,-0.0356455282930602,0.121697626418989,-0.208799486313972,0.125
"TGF",0.0379728636479209,0.0379728636479209,0.131172839506173,0.266666666666667,0.08,0.0994339622641509,0.0688888888888889,-0.0471825396825397,0.1,0.1,0.166666666666667,0.16516290726817,0.180952380952381,0.133928571428571,0.0508044637354982,0.0434274091024663,0.166666666666667,-0.038134138588684,0.0621212121212121,0.0621212121212121,0.2,0.0533333333333333,0.0866666666666667,0.0567816091954023,-0.0268518518518518,0.0374263622974963,-0.0495402298850575,0.0549125586307582,-0.0809006211180124,0.0633333333333333,0.0333333333333333,-0.0567816091954023,-0.0554480980012895,-0.0666666666666667,-0.0290470409773883,-0.05,-0.133928571428571,-0.133928571428571,-0.133928571428571,-0.1,-0.0835497835497835,-0.0857142857142857,0,-0.0555203218158772,-0.0757142857142857,-0.0851482479784367,-0.0546031746031746,-0.09,-0.0994339622641509,-0.0989554933646294,-0.278696741854637,-0.100684072252323,-0.245363408521303,-0.00493121160194703,-0.252380952380952
"Destcompl",0.0736488847774694,0.0736488847774694,0.189436421809133,0.078974358974359,0.0422448979591837,0.088582608808534,0.0291414496833216,0.0215500574095337,0.076766688410524,0.0753968253968254,0.114285714285714,0.112254152522609,0.111583011583012,0.124800814159035,0.059634483103342,0.0695661734395415,0.114285714285714,-0.0179159434527395,7.93650793650788e-05,-0.00307852965747703,0.1,-0.0978762999452655,-0.0950191570881226,-0.104791444110988,-0.0514040770981828,-0.0582931936406134,-0.110182264254321,0.014669140698476,-0.0804254177783572,0.103969839404622,0.107230708969839,0.101503242950447,-0.0106461060307214,0.0777777777777778,-0.0891312157478913,-0.0400217836769184,-0.124800814159035,-0.124800814159035,-0.126684644614294,-0.0753968253968254,-0.00486136903845825,-0.076766688410524,-0.0611111111111111,-0.116546347322253,-0.0856775794996329,-0.0888315683679075,-0.0259835549464795,-0.0852243998533101,-0.0909113759318217,-0.0926961796034178,-0.0796201612595055,-0.10008721016757,-0.0825737477573958,-0.156059163629855,-0.0910955710955711
"FUS",0.118472496620568,0.118472496620568,0.378585382633359,0.18,0.0666666666666667,0.245674217907228,0.0333333333333333,-0.00318190530956488,0.22,0.2,0.142857142857143,0.139164835164835,0.146857142857143,0.0684257602862254,0.0421908104011124,0.120856102003643,0.1,-0.0071544503376518,0.0315873015873016,0.0244905273937532,0.1,0.0158333333333333,0.0533333333333333,-0.00386363636363636,-0.125301702996498,-0.164095110601135,-0.241212121212121,-0.0487700564526229,-0.0431034482758621,0.232121212121212,0.212121212121212,0.000833333333333333,-0.0432393693263258,-0.133333333333333,-0.0402299471591612,-0.0942645074224022,-0.0684257602862254,-0.0684257602862254,-0.0784694284084962,-0.1,-0.0229438717067583,-0.1125,-0.1,-0.1873123808642,-0.123611111111111,-0.138995726495727,-0.0117117117117117,-0.231111111111111,-0.259208052493694,-0.263827617711085,-0.20004662004662,-0.275038167367591,-0.194299493609838,-0.313725378056462,-0.203076923076923
"AXIN2",0.124889054482432,0.124889054482432,0.559925994558198,0.14,0.0675,0.184395390156143,0.0613271604938272,0.0447670974078726,0.169612403100775,0.153333333333333,0.157487922705314,0.161835748792271,0.161835748792271,0.178419849656874,0.09482307423947,0.124400507871755,0.144444444444444,0.0844849272805182,-0.00197837589141937,-0.00316885208189556,0.133333333333333,-0.121978021978022,-0.107692307692308,-0.134038911907764,-0.0473278373143147,-0.159565598913425,-0.168190408453566,0.12347467190831,-0.111968593467422,0.164812030075188,0.150526315789474,0.129120879120879,-0.00887665410991983,0.1,0.118351731762199,-0.065168940456458,-0.178419849656874,-0.178419849656874,-0.180257119998081,-0.153333333333333,-0.106988951908307,-0.169612403100775,-0.133333333333333,-0.152333516823456,-0.176508954824913,-0.184685055453844,-0.0507076914672785,-0.176508954824913,-0.189436421809133,-0.192765431752929,-0.150850239343515,-0.208423081258903,-0.146712308309032,-0.204054337736352,-0.142439024390244
"miR200",0.12844982078853,0.12844982078853,-0.300251449375896,-0.0142857142857143,0.0708333333333333,-0.268468043237441,0.0884803921568627,0.111267338893547,-0.241739130434783,-0.22,-0.0252631578947368,-0.0300070932047099,-0.0281203007518797,-0.140329123612706,0.0170519152188612,0.127726017943409,-0.02,0.0573831723831724,0.00989839396919043,0.0127197105836105,0,0.0391666666666667,0.0325,0.0578100348559897,0.190873339339597,0.0929729241588748,0.0931513178035679,0.0757472080523762,0.0293210312722508,-0.0835467980295566,-0.0732019704433498,-0.0480274261603375,-0.00502824858757062,-0.02,0.149498703393563,0.000593165699548679,0.140329123612706,0.140329123612706,0.142573512640137,0.22,-0.0430329931299652,0.24,0.2,0.302847563674207,0.255492957746479,0.26648196873549,-0.101383617963314,0.257232088181261,0.276007725777124,0.28237136214076,0.00974025974025974,0.312456254121252,0.00769944341372913,0.221649750112782,0.0142857142857143
"SMO",0.13135593220339,0.13135593220339,0.361815196297955,0.2,0.0666666666666667,0.231111111111111,0.0666666666666667,0.0117117117117117,0.2,0.1,0.1,0.146857142857143,0.142857142857143,0.0730769230769231,0.0481314044605184,0.138888888888889,0.1,-0.00998463901689708,0.03,0.0315873015873016,0,0.0533333333333333,0.133333333333333,-0.000833333333333333,-0.111165577342048,-0.155661375661376,-0.232121212121212,-0.0437533340445962,-0.0431034482758621,0.212121212121212,0.166666666666667,-0.0158333333333333,-0.0446886446886447,-0.1,-0.0397919909547817,-0.109649122807018,-0.0730769230769231,-0.0730769230769231,-0.0684257602862254,0,-0.0322222222222222,-0.1,-0.1,-0.180463065795706,-0.1125,-0.123611111111111,-0.0333333333333333,-0.22,-0.245674217907228,-0.259208052493694,-0.203076923076923,-0.264796081706511,-0.20004662004662,-0.307082649151615,-0.18
"SHH",0.15,0.15,0.304761904761905,0,0.2,0.2,0.166666666666667,0.0666666666666667,0.1,0.1,0,0.1,0.1,0.05,0.0666666666666667,0.15,0,0.0333333333333333,0.0666666666666667,0.05,0,0.1,0.2,0.0533333333333333,-0.075,-0.122857142857143,-0.166666666666667,-0.041025641025641,-0.05,0.2,0.1,-0.133333333333333,-0.0666666666666667,-0.2,-0.0376623376623377,-0.15,-0.05,-0.05,-0.0730769230769231,0,-0.06,0,0,-0.158888888888889,0,-0.1,-0.0666666666666667,-0.1,-0.22,-0.231111111111111,-0.2,-0.225232974910394,-0.18,-0.2927969348659,-0.1
"cateninnuc",0.172409298099666,0.172409298099666,-0.425209367757412,-0.0456521739130435,0.281142857142857,-0.29343108582239,0.301142857142857,0.32117498081901,-0.267016317016317,-0.25034965034965,-0.0303030303030303,-0.0349905303030303,-0.0303030303030303,-0.0748965448965449,0.109381614195056,0.18788894972169,-0.0333333333333333,0.0668085929484706,0.0746277056277056,0.0780383468282513,-0.0333333333333333,0.193752276867031,0.185555555555556,0.215357440671683,0.27770248327382,0.286659161547119,0.29689909872606,0.0231952133771136,0.0758909396614315,-0.283717280544242,-0.277903327055869,-0.205553519103056,-0.0377378771714406,-0.155555555555556,0.0364731555955961,-0.0510621562112737,0.0748965448965449,0.0748965448965449,0.0770850970850971,0.25034965034965,-0.0500308227752396,0.268157869527733,0.227272727272727,0.325619683631368,0.286636130397298,0.294541268737219,-0.310912972085386,0.285494577885882,0.300974028316789,0.206856381257965,0.035204112832071,0.358775074496513,0.0384151220063829,0.306811109108079,0.0440648723257419
"TWIST1",0.17364030697364,0.17364030697364,-0.210662348404284,0.133333333333333,0.249090909090909,-0.164778465432144,0.255987460815047,0.267021059903885,-0.153174603174603,-0.147619047619048,0.0923076923076923,0.0956975228161669,0.0923076923076923,-0.0107052948925182,0.129317332215351,0.179789451740671,0.1,0.155119316667692,0.103899353899354,0.104229386902654,0.1,0.242222222222222,0.222222222222222,0.253505034827661,0.189662653009335,0.160925893826753,0.137733698865774,0.0984028520499109,0.123057793669197,-0.133960113960114,-0.123703703703704,-0.249071537290715,-0.0808157943751164,-0.233333333333333,0.102008384118161,-0.048268106162843,0.0107052948925182,0.0107052948925182,0.0124176236596415,0.147619047619048,-0.17480928133102,0.153174603174603,0.133333333333333,0.1602568207962,0.160543024227235,0.166143024227235,-0.262237460815047,0.159557581898007,0.168913228066141,0.171615930768844,-0.146376811594203,0.198582564108954,-0.149859398658879,-0.165141476484767,-0.146376811594203
"SNAI1",0.183716745954125,0.183716745954125,0.114125070331967,0.258260869565217,0.169467787114846,0.0839348259150239,0.167952635599694,0.16544844910225,0.0864064064064064,0.0837037037037037,0.0405701754385965,0.0373294346978557,0.0387183235867446,0.0667007956175818,0.0915387056683482,0.185136923305148,0.0458333333333333,-0.0132755872837244,0.0213193377709507,0.021442339000963,0.0583333333333333,0.0185697217955282,0.022273425499232,0.0159289450964991,0.0661625258799172,0.00400421528529612,-0.00624280481423338,-0.0851720243452917,-0.00585971983838328,0.00501831501831502,0.00282051282051282,-0.0145697217955282,-0.0225960549137196,-0.019047619047619,-0.079253469514034,-0.0713603482989808,-0.0667007956175818,-0.0667007956175818,-0.0673576100674997,-0.0837037037037037,-0.137590692285438,-0.0863352826510721,-0.08,-0.0549745280387962,-0.0848718680169258,-0.0835921605214962,-0.166859739424831,-0.0854163073965054,-0.0847624121219205,-0.0843494023129375,-0.250509457135839,-0.0876964404639884,-0.250509457135839,-0.198061675681988,-0.253176123802506
"TrCP",0.186299771784384,0.186299771784384,0.115057471264368,0.28,0.171428571428571,0.0854163073965054,0.169467787114846,0.166859739424831,0.0837037037037037,0.08,0.0458333333333333,0.0387183235867446,0.0405701754385965,0.0703371592539455,0.0933638737759371,0.184825396825397,0.0583333333333333,0.0845891813995497,0.0200290151903055,0.0213193377709507,0.0333333333333333,0.022273425499232,0.019047619047619,0.0145697217955282,0.0674958592132505,0.00259245057941377,-0.00501831501831502,-0.0848419913419913,-0.00852808070242394,0.00282051282051282,0.00128205128205128,-0.0185697217955282,-0.0225960549137196,-0.019047619047619,-0.0794179431982446,-0.0702282728272827,-0.0703371592539455,-0.0703371592539455,-0.0667007956175818,-0.08,-0.142193202745689,-0.0837037037037037,-0.1,-0.0560671399014392,-0.0863352826510721,-0.0848718680169258,-0.167952635599694,-0.0864064064064064,-0.0839348259150239,-0.0847624121219205,-0.253176123802506,-0.087454644263643,-0.250509457135839,-0.197894059188525,-0.258260869565217
