"","EGR1","cfos","SOSGRB2","MEK","ERK","cateninmemb","AXIN2","Jagged","LIV1","PI3K","AKT","NOTCHic","Csl","NOTCH","STAT","Frizzled","DSH","ILK","HEY1","SNAI1","FOXC2","RKIP","TWIST1","SNAI2","GLI","Wnt","SMAD","TCFLEF","cateninnuc","SHH","CD44","SMO","Patched","cMet","SRC","FUS","IKK","RAF","DELTA","RAS","NFB","TrCP","SUFU","Csn","Ecadherin","Destcompl","ZEB2","ZEB1","TGF","TGFR","CDC42","miR200","PAK1","KLF4","GSK3"
"SHH",0,-0.1,-0.05,-0.06,0,-0.0963440860215054,0.219047619047619,0.0657142857142857,0,0.2,0.1,0,0.1,-0.0333333333333333,0.1,0.2,0.2,0,0,-0.25,-0.1,0.26,0.15,0.0276628352490421,-0.15,-0.2,-0.0166666666666667,-0.0566666666666667,-0.0455555555555556,-0.186666666666667,-0.05,-0.1,-0.0666666666666667,-0.1,-0.1,0,-0.1,-0.2,-0.2,-0.192307692307692,0,0,0,0,0.0258333333333333,-0.208051948051948,-0.075,-0.075,0.173333333333333,0.133333333333333,0.0333333333333333,0.05,0,-0.1,-0.192307692307692
"Wnt",0,-0.0333333333333333,-0.142424242424242,-0.0474509803921569,-0.0533333333333333,0.0700847457627119,-0.247272727272727,-0.0537009803921569,0,0.219548872180451,0.165833333333333,-0.164285714285714,-0.15,-0.164285714285714,-0.1,-0.3,-0.2,0.0521367521367521,0.061025641025641,-0.213871635610766,-0.117165991902834,0.203333333333333,0.0541176470588235,0.105,0.215789473684211,0.2,-0.0591134963227986,0.222932330827068,0.224919085793955,0.00432900432900433,0.215789473684211,0,0.00909090909090909,0.2,0.2,0,-0.153333333333333,-0.219548872180451,-0.219548872180451,-0.224094326725906,-0.133333333333333,-0.1,0,-0.1,0.0633247161964707,-0.259593082084092,-0.0741272118603539,-0.0741272118603539,0.32695652173913,0.34,0.333333333333333,0.0371717171717172,0.3,-0.096078431372549,-0.375078369905956
"Csl",-0.226666666666667,-0.212380952380952,-0.211916598591823,-0.217287784679089,-0.223809523809524,0.0121687365985493,0.0136842688765859,0.0439767441443766,0.02,0.0523766688084529,0.0808785529715762,0.0246082949308756,0.0246082949308756,0.0264264767490574,0.0123076923076923,0.00927738927738928,0.0123076923076923,0.0697259335388832,-0.0333293986490917,-0.0386260357999488,0.0232258064516129,0.0838963962606821,0.0795823891670956,0.0579778431591414,-0.0119655613204,-0.0103526580945936,-0.0680592668722165,-0.0110430609012943,-0.0117863427766516,-0.0645147029462936,-0.012417106702821,-0.066025641025641,-0.0671009098428453,-0.0103762903762904,-0.00927738927738928,-0.066025641025641,-0.0801033591731266,-0.0523766688084529,-0.0523766688084529,-0.0523766688084529,-0.0777777777777778,-0.0333333333333333,-0.0583333333333333,-0.0666666666666667,-0.0285979527041025,-0.006677073216276,-0.0676765331269295,-0.0676765331269295,0.163438838174815,0.165026139762117,0.165663082437276,0.0421482060448399,0.168888888888889,-0.0600414078674948,0.0260858512409752
"TrCP",-0.24,-0.209565217391304,-0.191886688668867,-0.218152788012773,-0.22481945467944,-0.0643748544542471,-0.0708176100628931,0.0415625,-0.05,0.0308823529411765,0.077948343079922,0.0241025641025641,0.0256410256410256,0.0252014652014652,-0.05,-0.0537037037037037,-0.05,0.0686806622290493,0.0656392392039274,-0.0206598328008557,0.0227720491055968,0.0682116962227459,0.053980707698099,0.0624872835747824,0.0502890695573622,0.0537037037037037,-0.0654548557774364,0.0527062706270627,0.0518786844201662,-0.0647460886385618,0.0497433076640997,-0.0675115207373272,-0.0687460886385618,0.0537037037037037,0.0537037037037037,-0.0642857142857143,-0.0760964912280702,-0.0308823529411765,-0.0308823529411765,-0.0313368983957219,-0.0708333333333333,-0.0333333333333333,-0.0476190476190476,-0.0583333333333333,0.0535531016661549,0.0828668663359644,-0.061126039603263,-0.061126039603263,0.146374406692632,0.148013750954927,0.146498599439776,0.0409730974377137,0.152380952380952,-0.0528040593286495,0.0853479437229437
"LIV1",-0.24,-0.209565217391304,-0.191886688668867,-0.218152788012773,-0.22481945467944,-0.0643748544542471,-0.0708176100628931,0.0415625,-0.05,0.0308823529411765,0.077948343079922,0.0241025641025641,0.0256410256410256,0.0252014652014652,-0.05,-0.0537037037037037,-0.05,0.0686806622290493,0.0656392392039274,-0.0206598328008557,0.0227720491055968,0.0682116962227459,0.053980707698099,0.0624872835747824,0.0502890695573622,0.0537037037037037,-0.0654548557774364,0.0527062706270627,0.0518786844201662,-0.0647460886385618,0.0497433076640997,-0.0675115207373272,-0.0687460886385618,0.0537037037037037,0.0537037037037037,-0.0642857142857143,-0.0760964912280702,-0.0308823529411765,-0.0308823529411765,-0.0313368983957219,-0.0708333333333333,-0.0333333333333333,-0.0476190476190476,-0.0583333333333333,0.0535531016661549,0.0828668663359644,-0.061126039603263,-0.061126039603263,0.146374406692632,0.148013750954927,0.146498599439776,0.0409730974377137,0.152380952380952,-0.0528040593286495,0.0853479437229437
"NOTCHic",-0.26,-0.226666666666667,-0.217607655502392,-0.223809523809524,-0.212380952380952,0.0112513054058887,0.0123989218328841,0.0444975774777099,0,0.0518840579710145,0.0801033591731266,0.0246082949308756,0.134285714285714,0.0246082949308756,0.02,0.0123076923076923,0.02,0.0747619047619048,-0.0274470457079153,-0.0354639804639805,0.0232258064516129,0.087122202712295,0.0798081228014071,0.0576049870815873,-0.0103526580945936,-0.00927738927738928,-0.0697259335388832,-0.012417106702821,-0.0110430609012943,-0.0671009098428453,-0.0103762903762904,-0.066025641025641,-0.066025641025641,-0.00927738927738928,-0.0123076923076923,-0.0583333333333333,-0.0777777777777778,-0.0518840579710145,-0.0518840579710145,-0.0523766688084529,-0.0666666666666667,0,-0.0333333333333333,-0.0333333333333333,-0.0279002782854979,-0.00698176547709258,-0.0610466988727858,-0.0610466988727858,0.165026139762117,0.165663082437276,0.168888888888889,0.0345229337136852,0.188888888888889,-0.0743271221532091,0.0271167790760267
"SNAI2",0.0333333333333333,0.0627450980392157,-0.0668018931710615,0.0541600423953365,0.0568627450980392,0.0432860268943746,0.0627729167852918,0.0182801936387972,0.02,0.0631350084771062,0.066832848635923,0.025,0.0197368421052632,0.0211038961038961,0.0109090909090909,0.0180519480519481,0.0109090909090909,0.00898725687458082,0.00364677516576251,-0.041543202267965,0.0352497223862795,0.0436923076923077,0.0234758493550117,-0.0294297111337173,-0.0168920474719978,-0.0110096945308213,-0.0056379745779301,-0.0151932661969337,-0.0153485457000393,-0.01883164533419,-0.0174613074340471,-0.0141176470588235,-0.0202400960384154,-0.0110096945308213,-0.0180519480519481,-0.02,-0.0632183908045977,-0.0631350084771062,-0.0631350084771062,-0.0654181134999372,-0.0666666666666667,-0.1,0,-0.0666666666666667,-0.00366377914823083,-0.0640508927976168,-0.0538460247535137,-0.0538460247535137,0.0229226584725306,0.023543776484953,0.0226890756302521,0.0505524748088828,0.0274509803921569,-0.0484615384615385,-0.0664172727114181
"Jagged",-0.1,-0.2,-0.22,-0.226666666666667,-0.26,0.0123175416133163,0.0142857142857143,0.0425108225108225,0,0.0533333333333333,0.0666666666666667,0.12,0.1,0.134285714285714,0,0,0,0.0666666666666667,-0.0333333333333333,-0.0416666666666667,0.0342857142857143,0.0769230769230769,0.08,0.060306686777275,-0.0123076923076923,-0.02,-0.0714285714285714,-0.00927738927738928,-0.0103762903762904,-0.066025641025641,-0.0123076923076923,-0.0333333333333333,-0.0583333333333333,-0.02,0,0,-0.0333333333333333,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,0,0,0,0,-0.0306666666666667,-0.00758301158301158,-0.0528985507246377,-0.0528985507246377,0.168888888888889,0.188888888888889,0.2,0.0272727272727273,0.2,-0.0833333333333333,0.0256704980842912
"DELTA",-0.1,-0.2,-0.22,-0.226666666666667,-0.26,0.0123175416133163,0.0142857142857143,0.0425108225108225,0,0.0533333333333333,0.0666666666666667,0.12,0.1,0.134285714285714,0,0,0,0.0666666666666667,-0.0333333333333333,-0.0416666666666667,0.0342857142857143,0.0769230769230769,0.08,0.060306686777275,-0.0123076923076923,-0.02,-0.0714285714285714,-0.00927738927738928,-0.0103762903762904,-0.066025641025641,-0.0123076923076923,-0.0333333333333333,-0.0583333333333333,-0.02,0,0,-0.0333333333333333,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,0,0,0,0,-0.0306666666666667,-0.00758301158301158,-0.0528985507246377,-0.0528985507246377,0.168888888888889,0.188888888888889,0.2,0.0272727272727273,0.2,-0.0833333333333333,0.0256704980842912
"SMAD",-0.2,-0.183870967741935,-0.18153652765454,-0.185480985631023,-0.193173293323331,0.00485925306444445,0.0289625463537114,-0.0493845831587767,0.02,-0.0633111400971663,-0.0638655462184874,-0.0517898193760263,-0.0552380952380953,-0.0509961685823755,0.02,0.0388888888888889,0.0333333333333333,-0.0386301369863014,-0.025195059283879,0.0149679388711647,0.0626220169674282,0.02681856015845,0.0763916719336397,0.0514909679158976,-0.0417665867306155,-0.0388888888888889,-0.0594651011089367,-0.0281498567767224,-0.0292643451252533,0.03050359241954,-0.0288282828282828,0.0291666666666667,0.026414373088685,-0.0255555555555556,-0.0255555555555556,0.0291666666666667,0.0638655462184874,0.0633111400971663,0.0633111400971663,0.0639690348340084,0.0619047619047619,0.1,0.0416666666666667,0.0666666666666667,-0.0292438926352725,0.0463899319919371,-0.0470569235229881,-0.0470569235229881,0.116644560098018,0.116644560098018,0.117203219315895,0.0445363465650678,0.121428571428571,-0.0387082326725574,0.170963375249089
"STAT",-0.266666666666667,-0.226666666666667,-0.110262725779967,-0.220847564832385,-0.209019607843137,-0.0847712004674626,-0.104036747566159,0.0258702920583884,0,-0.0717483457402812,0.0393704600484261,0.0213036565977742,0.0294117647058824,0.0183910352385509,-0.0571428571428571,-0.0571428571428571,-0.0571428571428571,0.0718196457326892,0.072,-0.0141174226052588,0.00640081799591002,0.0628362290862291,-0.0128621836268013,0.0321363125725636,0.0591673032849503,0.0616883116883117,-0.0649230940085513,0.0588087517109599,0.060834973403451,-0.0464406256431364,0.0591242091242091,-0.045,-0.0473255813953488,0.0616883116883117,0.0571428571428571,-0.025,-0.0342857142857143,0.0717483457402812,0.0717483457402812,0.0710020770835648,-0.02,0,0,0,0.144145489809504,0.114906501000723,-0.0429532006455083,-0.0429532006455083,0.149176548089592,0.147727272727273,0.147727272727273,0.0295809632318972,0.172727272727273,0.04178055060408,0.135200267022697
"SOSGRB2",0.104761904761905,0.0936507936507937,-0.00805555555555556,0.0797277797277797,0.0585156585156585,0.0919103779103779,-0.0280734323432343,-0.0207714498733384,0,-0.183804143126177,-0.201681286549708,0.0727272727272727,0.0727272727272727,0.0882202304737516,0,-0.0428571428571429,0,-0.00967741935483871,-0.106060606060606,-0.00523098791755508,-0.00813186813186813,-0.105226608187135,0.0636231884057971,0.0335731497525334,0.0222049689440994,0.0178571428571429,0.00618091585833521,0.0275711016672115,0.0254678511892,0.013963963963964,0.0254658385093168,0.0166666666666667,0.013963963963964,0.0211180124223602,0.0428571428571429,0.0333333333333333,0.205847953216374,0.183804143126177,0.183804143126177,0.18636824569028,0.211111111111111,0.2,0,0.2,-0.0772247281426406,-0.089052371938278,-0.0357393483709273,-0.0357393483709273,0.0908206686930091,0.105714285714286,0.105714285714286,0.0341740457630112,0.0857142857142857,-0.0485964912280702,0.00909219501084859
"SRC",0.333333333333333,0.360606060606061,0.308571428571429,0.347398513436249,0.360606060606061,0.093998652896273,0.0834098346721068,-0.0661097388849682,0,0.245323320817689,0.0867521367521367,-0.178333333333333,-0.145,-0.181904761904762,0,0.05,0.1,-0.0969298245614035,-0.06170969877524,-0.0954483874706974,-0.131148459383753,-0.0680677745193874,-0.0479512441581407,0.020713239632136,-0.0383606557377049,-0.04,0.0960289236605026,-0.0347021191523391,-0.0322412690404822,0.0747930283224401,-0.0383606557377049,0.0533333333333333,0.0718518518518519,-0.04,-0.05,0.0333333333333333,-0.0923076923076923,-0.245323320817689,-0.245323320817689,-0.24683847233284,-0.1,-0.1,0.0333333333333333,-0.1,-0.146591262767733,-0.170684822423953,-0.00316711590296496,-0.00316711590296496,-0.0346248196248196,-0.0400793650793651,-0.0638888888888889,-0.0102737520128824,-0.0888888888888889,-0.107945736434109,-0.39021645021645
"TCFLEF",0.0157142857142857,0.00839721254355401,0.185141716566866,9.78928156628499e-05,-0.00398373983739837,0.156169600789261,-0.546609523809524,-0.170113043017288,-0.133333333333333,-0.0509060279980858,-0.0849361395967287,-0.0595090068547744,-0.0555874382273234,-0.0585123291139106,-0.170833333333333,-0.182745098039216,-0.162745098039216,-0.0274308498519025,-0.025222571129508,-0.0436890120572129,-0.219498445662366,0.0146071543371447,-0.184899949867953,-0.000537333517910995,0.189657026690275,0.185309200603318,0.0245627810182505,0.100205449902493,0.100720913820019,0.148922846399593,0.197799951620706,0.142857142857143,0.147695852534562,0.193397435897436,0.190833333333333,0.133333333333333,0.0838491830749895,0.0509060279980858,0.0509060279980858,0.0505118098640516,0.0806233766233766,0.0857142857142857,0.1,0.0766233766233766,-0.0960995833808911,-0.310657467417092,0.0109451089845827,0.0109451089845827,-0.0647167077642169,-0.0627299527973295,-0.0655336911150865,-0.0146123020219406,-0.0794871794871795,0.0118426916221034,-0.232497010860897
"cMet",0.275,0.335,0.291428571428571,0.321363636363636,0.345,0.124646670055923,0.0852380952380952,-0.11776730515861,-0.1,0.0247619047619048,-0.106666666666667,-0.11203007518797,-0.0857142857142857,-0.126923692209247,0,0.1,0.1,-0.127210884353741,-0.12218782249742,-0.00560601555249191,0.0333175105485232,-0.184074074074074,0.0161674280775404,0.0265316030279534,-0.0624242424242424,-0.0533333333333333,0.132665429808287,-0.0572331544424568,-0.0544082956853946,0.12625,-0.0603100775193798,0.12,0.12,-0.0533333333333333,0,0.1,0.106666666666667,-0.0247619047619048,-0.0247619047619048,-0.026648697214735,0.1,0.1,0.1,0.1,-0.160027818271273,-0.176147682660288,0.0253968253968254,0.0253968253968254,-0.013806146572104,-0.0244444444444445,-0.0466666666666667,-0.0385028271848924,-0.0466666666666667,-0.0634920634920635,-0.199308755760369
"Csn",-0.04,-0.04,-0.0170690649141012,-0.0381872294372294,-0.0361038961038961,-0.0585303678174611,0.202050775102298,0.0474206290460917,0.133333333333333,-0.210704210233238,-0.1224,0.154834054834055,0.153535353535354,0.155795593295593,0.15,0.160344827586207,0.15,-0.00184135610766046,-0.0116389811738649,0.12826055444692,0.1257908192098,-0.107045973370616,0.016824840268038,-0.0476463620857753,-0.165269329085654,-0.163959285417532,0.00209842551640082,-0.167221879201026,-0.168244128148711,-0.0303220693754803,-0.165292618750866,-0.0284271284271284,-0.0295023972443327,-0.163959285417532,-0.160344827586207,-0.0253968253968254,0.12,0.210704210233238,0.210704210233238,0.21204778029082,0.12,0.22,-0.0142857142857143,0.12,-0.00340635029085089,0.268209938557137,0.0279503722084367,0.0279503722084367,-0.133912802012934,-0.135583446404342,-0.135583446404342,-0.010550019873095,-0.134090909090909,0.0312403935933348,0.391903346762465
"CD44",0.3,0.275,0.271428571428571,0.345,0.335,0.125714285714286,0.09,-0.124289044289044,-0.1,0.0333333333333333,-0.106666666666667,-0.0857142857142857,-0.1,-0.11203007518797,-0.1,0.1,0,-0.133333333333333,-0.128070175438597,-0.0191653375863902,0.0345833333333333,-0.176666666666667,0.0105494505494505,0.01996225996226,-0.0533333333333333,-0.1,0.127210884353741,-0.0603100775193798,-0.0572331544424568,0.12,-0.0533333333333333,0.1,0.12,0,0,0.1,0.1,-0.0333333333333333,-0.0333333333333333,-0.0247619047619048,0.1,0,0.1,0.1,-0.160282271197481,-0.175472006984612,0.0365079365079365,0.0365079365079365,-0.0244444444444445,-0.0466666666666667,-0.0466666666666667,-0.0463153271848924,-0.0666666666666667,-0.073015873015873,-0.192857142857143
"Ecadherin",-0.0490909090909091,-0.0549732620320856,0.0752407390689417,-0.04893323777496,-0.0477567671867247,-0.0222478921259409,-0.069865204265875,0.0264536152976143,0.0333333333333333,-0.0761802413273002,-0.0802405002405002,0.00873871651950871,0.00564593301435407,0.00390600276486187,0.0274509803921569,0.0344277245782034,0.0274509803921569,-0.011768115942029,-0.00909654893073764,0.0442950117576902,-0.0308434720261701,-0.041348129309606,-0.00133306556638795,0.00606001635848414,-0.0285886441184333,-0.0292553107850999,0.011041723690213,-0.0291271169071371,-0.029313858270349,-0.0252206629413259,-0.0280063198959291,-0.0270833333333333,-0.026008064516129,-0.0283407680564642,-0.0344277245782034,-0.0333333333333333,0.0789417989417989,0.0761802413273002,0.0761802413273002,0.0767389005451773,0.0752380952380952,0.1,-0.0333333333333333,0.08,-0.0884184586498669,0.0801453650762457,0.0491830146875413,0.0491830146875413,-0.0421956298307024,-0.045269770879527,-0.0457575757575758,-0.0388691300423144,-0.0470909090909091,0.0543834974214721,0.0847386099958256
"NFB",-0.0357142857142857,-0.0317142857142857,-0.0955860238832375,-0.0254397759103641,-0.0339365079365079,-0.101573920240483,-0.0390830800405269,0.0442721024679788,-0.05,-0.133108390208158,-0.00936078936078936,0.143145743145743,0.132034632034632,0.13991993669413,-0.0388888888888889,-0.0235042735042735,-0.0388888888888889,0.0979304180418042,0.0904522335249889,0.145346493623185,0.156818383033522,-0.117738545607398,-0.00344070961718021,0.0490871219483079,0.018595025448958,0.021965811965812,-0.0960716819823246,0.0196987734190051,0.0183654400856718,-0.110944929141855,0.018011009705925,-0.111111111111111,-0.11455938697318,0.021965811965812,0.0235042735042735,-0.1,0.0115830115830116,0.133108390208158,0.133108390208158,0.133605902645969,0.0142857142857143,0.1,-0.08,0.114285714285714,0.0919362984372058,0.223750556688759,0.0501707717569786,0.0501707717569786,0.0080415803605677,0.00677575757575758,0.00757575757575758,-0.0204359614289997,0.0166666666666667,0.0527472527472527,0.336362852833441
