"","NFB","SMO","Patched","TrCP","SUFU","FUS","AXIN2","RKIP","STAT","Csn","CD44","Destcompl","cateninmemb","Wnt","SRC","GLI","ZEB2","RAF","DELTA","RAS","PAK1","TGF","CDC42","TGFR","SOSGRB2","PI3K","GSK3","ZEB1","LIV1","KLF4","Frizzled","SNAI2","cfos","DSH","cateninnuc","MEK","TCFLEF","cMet","ERK","Ecadherin","SMAD","AKT","ILK","SHH","EGR1","IKK","SNAI1","TWIST1","NOTCHic","HEY1","Csl","Jagged","NOTCH","miR200","FOXC2"
"Csl",-0.0333333333333333,0.0325037707390649,0.0249768890186348,-0.0333333333333333,0.0166666666666667,0.00897435897435898,0.164848936114518,0.0391474255532912,0.133846153846154,-0.0222222222222222,0.11837876409305,0.105430671653536,0.101565540836301,0.131304609369126,0.106573426573427,0.118401383562674,0.00202827376980632,-0.0850512406134595,-0.0850512406134595,-0.0935071229664007,0.0435555555555556,0.0617355143413437,-0.0596845878136201,-0.0628693011894162,-0.0735410588555646,0.0850512406134595,0.0304009865647393,-0.00202827376980632,-0.08,0.0189061421670117,-0.106573426573427,-0.151260760837593,-0.132857142857143,-0.133846153846154,-0.123139608894223,-0.139534161490683,-0.129829145772439,-0.131848151848152,-0.147142857142857,-0.194086092571745,-0.00815918693616535,0.0457364341085271,-0.00593696471394313,-0.0335975786738072,-0.14,0.0403100775193798,-0.0506142649620911,-0.147444344182552,-0.0580548144554936,0.0916903840689007,-0.0633179723502304,-0.0547907190001561,-0.073509359910039,-0.0928302601474992,-0.218299395397759
"SRC",-0.0666666666666667,0.0133333333333333,0.00222222222222222,-0.1,0.0333333333333333,0.0333333333333333,-0.185430745038038,-0.214336917562724,0,-0.1,-0.139918032786885,-0.042269071508202,-0.135273162700195,-0.135,-0.125,-0.139918032786885,0.00485923929320156,-0.146616604088444,-0.146616604088444,-0.139040846512686,0.0666666666666667,0.0487121212121212,-0.0541666666666667,-0.0541666666666667,-0.0185714285714286,0.146616604088444,-0.0215584415584416,-0.00485923929320156,0,0.104198966408269,0.125,0.0426922572029966,0.106060606060606,0.1,0.142010573846524,0.0635029540689918,0.143576569372251,0.135,0.0616161616161616,0.2911622527799,-0.0289710763394974,0.0786324786324786,-0.0280701754385965,0.00660130718954249,0.133333333333333,0.0897435897435898,0.142735307059746,0.121797398004295,-0.105714285714286,-0.0474097980801059,-0.12,0.0191143260409315,-0.0914285714285714,0.112276387058996,0.273650793650794
"DSH",-0.138333333333333,0.0465367965367965,0.0271819578271191,-0.133333333333333,0.05,0.0227272727272727,0.0696277464072578,-0.209245754245754,0.05,-0.113333333333333,0.000265149629039485,0.0544302918723856,-0.124992280715764,0.031390977443609,-0.00789473684210527,0.000672023195243004,0.00661077517731552,-0.231863660583097,-0.231863660583097,-0.242788030330996,0.106666666666667,0.102392566782811,-0.106666666666667,-0.107619047619048,-0.143532889874353,0.231863660583097,0.146742103004604,-0.00661077517731552,0,0.0307524951728264,0.00789473684210527,0.0306528531794007,0.0309803921568627,-0.05,-0.00456570511392266,0.0341549953314659,-0.0212175305814204,-0.031390977443609,0.0198692810457516,0.204479804045831,-0.02926061136524,0.13617816091954,-0.0303926868369381,-0.0425193811400026,0.0133333333333333,0.125833333333333,0.226190476190476,0.126483401871387,-0.135224089635854,-0.0449076865650214,-0.160714285714286,-0.00388824980309249,-0.155503809915575,0.134388935082533,0.310232721175194
"Jagged",0,-0.0333333333333333,0.0166666666666667,0,0,0,0.154285714285714,0.0256410256410257,0,0,0.133846153846154,0.0767104247104247,0.112376074629596,0.08,0.1,0.133846153846154,0.00676328502415459,-0.0533333333333333,-0.0533333333333333,-0.0715151515151515,0,0.0435555555555556,0,-0.0555555555555556,-0.06,0.0533333333333333,0.0448275862068966,-0.00676328502415459,0,0.0111111111111111,-0.1,-0.131271995977878,-0.2,0,-0.131848151848152,-0.14,-0.106573426573427,-0.08,-0.14,-0.20059649122807,-0.00476190476190476,0.0222222222222222,0,-0.00897435897435898,-0.1,0.0333333333333333,-0.0833333333333333,-0.153,0.08,0.1,0.1,-0.0624242424242424,0.0657142857142857,-0.0909090909090909,-0.204285714285714
"DELTA",0,-0.0333333333333333,0.0166666666666667,0,0,0,0.154285714285714,0.0256410256410257,0,0,0.133846153846154,0.0767104247104247,0.112376074629596,0.08,0.1,0.133846153846154,0.00676328502415459,-0.0533333333333333,-0.0533333333333333,-0.0715151515151515,0,0.0435555555555556,0,-0.0555555555555556,-0.06,0.0533333333333333,0.0448275862068966,-0.00676328502415459,0,0.0111111111111111,-0.1,-0.131271995977878,-0.2,0,-0.131848151848152,-0.14,-0.106573426573427,-0.08,-0.14,-0.20059649122807,-0.00476190476190476,0.0222222222222222,0,-0.00897435897435898,-0.1,0.0333333333333333,-0.0833333333333333,-0.153,0.08,0.1,0.1,-0.0624242424242424,0.0657142857142857,-0.0909090909090909,-0.204285714285714
"SMAD",-0.128571428571429,-0.0916666666666667,-0.0925840978593272,-0.1,-0.0916666666666667,-0.0916666666666667,-0.0280408873675363,-0.0799796621393789,-0.02,-0.133333333333333,-0.0273737373737374,0.0139149870372952,-0.0307122478840672,-0.00555555555555555,-0.0255555555555556,-0.00771382893685052,0.00714988662051168,-0.111335034688746,-0.111335034688746,-0.113637666267694,0.0380952380952381,0.0254236332250815,-0.0254191817572099,-0.0282124778465954,-0.00677314404022479,0.111335034688746,0.127431041528786,-0.00714988662051168,0.02,0.0100984116127909,0.00555555555555555,0.0955672478220071,0.130414746543779,0,0.0282150681610828,0.139471097169897,0.026695311322177,0.0255555555555556,0.132740327939128,0.0750267020876266,-0.00349107513491075,0.124022408963585,0.0931755915317559,0.089238372952264,0.114285714285714,0.122689075630252,0.10993907302375,0.105831456287223,0.0895566502463054,0.125625250453763,0.0838095238095238,0.109018014243821,0.0879693486590038,0.110280590923399,0.234362414452338
"CDC42",-0.00833333333333333,0.00952380952380952,0.025652841781874,0,-0.0333333333333333,0.00952380952380952,0.165402298850575,0.0444755244755245,0.1,-0.0333333333333333,0.1404004004004,0.101770713089778,0.119609796728024,0.121481481481481,0.14,0.13990253411306,0.00734078942311388,-0.0500544662309368,-0.0500544662309368,-0.0524934906211807,-0.0571428571428571,0.046218487394958,-0.0285714285714286,-0.046218487394958,-0.05,0.0500544662309368,0.0184929653679654,-0.00734078942311388,-0.1,0.000825396825396826,-0.14,-0.122396435681107,-0.12,-0.1,-0.139388299190279,-0.136212232866618,-0.130499410301391,-0.121481481481481,-0.124347826086957,-0.19466989507989,-0.00153609831029186,0.0260964912280702,-0.00476190476190476,-0.0194800022757012,-0.14,0.0208333333333333,-0.0851915173434161,-0.145593073593074,-0.0397435897435897,-0.00434782608695652,-0.0166666666666667,-0.0448263888888889,-0.0382051282051282,-0.0937568966980732,-0.210574571291931
"NFB",-0.180952380952381,-0.0762962962962963,-0.0831928480204342,-0.1,-0.08,-0.08,0.0759827760891591,-0.177861846714306,0.0833333333333333,-0.114285714285714,0.0559887005649718,0.100274349704454,-0.0149711094762802,0.0633333333333333,0.0525641025641026,0.0565917602996255,0.010812490997609,-0.118642161498939,-0.118642161498939,-0.121129723687994,-0.0333333333333333,-0.0346157268891446,0.0287878787878788,0.0263878787878788,0.0143011941618753,0.118642161498939,0.209089635854342,-0.010812490997609,-0.05,0.0267399267399267,-0.0525641025641026,0.0286738737518989,0.0468571428571429,-0.0833333333333333,-0.0562944836376945,0.0358767507002801,-0.058098405206322,-0.0633333333333333,0.0313015873015873,0.0756058836409616,0.0738169216549908,0.193204633204633,0.0741886688668867,0.0843976672975427,0.0428571428571429,0.1998712998713,0.195421783804091,0.155924369747899,-0.0972582972582973,0.069093690107622,-0.105194805194805,0.0109674022731206,-0.1030647488712,0.127249812230766,0.350709945211937
"NOTCHic",-0.0222222222222222,0.00897435897435898,0.0325037707390649,0,-0.0333333333333333,0.0166666666666667,0.167676699610662,0.0230183932952267,0.08,-0.0333333333333333,0.131848151848152,0.0878194589783375,0.105235265606944,0.106573426573427,0.133846153846154,0.131304609369126,0.0163929146537842,-0.0845586297760211,-0.0845586297760211,-0.0850512406134595,0.0555555555555556,0.0628693011894162,-0.0435555555555556,-0.0596845878136201,-0.0743540669856459,0.0845586297760211,0.0479267597606156,-0.0163929146537842,-0.1,0.00319185645272602,-0.133846153846154,-0.139105652709331,-0.14,-0.08,-0.129829145772439,-0.147142857142857,-0.11837876409305,-0.106573426573427,-0.132857142857143,-0.199086092571745,-0.00593696471394313,0.0403100775193798,-0.00809523809523809,-0.0249768890186348,-0.14,0.0333333333333333,-0.0715628815628816,-0.147670077816864,-0.0633179723502304,0.0910367892976589,0.0657142857142857,-0.0641657190001561,-0.0580548144554936,-0.085640717663839,-0.207379855167874
"PI3K",-0.2,0.0333333333333333,0.0487179487179487,-0.2,0,0.05,0.0753333333333333,-0.205785391079509,0,-0.233333333333333,0.0234336677814939,0.0239818853084832,-0.113700775454808,-0.00579710144927537,0.0333333333333333,0.0234336677814939,0.0185103137121249,-0.211341991341991,-0.211341991341991,-0.196273498191306,0.175,0.190338115734099,-0.192647058823529,-0.184647058823529,-0.181538461538462,0.211341991341991,0.173881673881674,-0.0185103137121249,-0.1,-0.00065789473684211,-0.0333333333333333,0.0177568692923523,0.019047619047619,0,-0.0181008004042442,0.0219405795104927,-0.00139976947640912,0.00579710144927537,0.0366946778711485,0.174175128497337,-0.037093237294918,0.204826546003017,-0.033093237294918,-0.0320512820512821,0.0333333333333333,0.217647058823529,0.166509661835749,-0.0115772324610528,-0.148076923076923,-0.0464198029125887,-0.125,-0.0231578947368421,-0.128722084367246,0.123414025053369,0.18006968641115
"ILK",-0.2,0.0333333333333333,0.0487179487179487,-0.2,0,0.05,0.0753333333333333,-0.205785391079509,0,-0.233333333333333,0.0234336677814939,0.0239818853084832,-0.113700775454808,-0.00579710144927537,0.0333333333333333,0.0234336677814939,0.0185103137121249,-0.211341991341991,-0.211341991341991,-0.196273498191306,0.175,0.190338115734099,-0.192647058823529,-0.184647058823529,-0.181538461538462,0.211341991341991,0.173881673881674,-0.0185103137121249,-0.1,-0.00065789473684211,-0.0333333333333333,0.0177568692923523,0.019047619047619,0,-0.0181008004042442,0.0219405795104927,-0.00139976947640912,0.00579710144927537,0.0366946778711485,0.174175128497337,-0.037093237294918,0.204826546003017,-0.033093237294918,-0.0320512820512821,0.0333333333333333,0.217647058823529,0.166509661835749,-0.0115772324610528,-0.148076923076923,-0.0464198029125887,-0.125,-0.0231578947368421,-0.128722084367246,0.123414025053369,0.18006968641115
"TGFR",0.00476190476190476,-0.076551724137931,-0.079676724137931,0.0333333333333333,-0.0466666666666667,-0.08,0.00166375245059079,-0.056017316017316,0,0.0333333333333333,0.00188679245283019,-0.00279961067439028,0.00815108465728521,0.0161725067385445,0,0.0155273454482219,0.0258048120774255,0.0803571428571429,0.0803571428571429,0.0809419381787803,-0.0311111111111111,0.0905200945626478,0.0073015873015873,-0.0855555555555556,-0.00930799220272904,-0.0803571428571429,-0.0723196518674009,-0.0258048120774255,0,0.0210290218299372,-0.0142857142857143,-0.00768983950361735,0.049874686716792,-0.0142857142857143,-0.00365911923564599,0.0705748389237935,-0.00427913695043784,-0.00188679245283019,0.0609857978279031,-0.0181993549382674,0.0810353332428869,-0.0100250626566416,0.0863734115347019,0.075721921878044,0.0761904761904762,-0.0100250626566416,-0.0380000825133568,-0.0279372611045209,0.170114942528736,0.108278722441949,0.166666666666667,0.0762379671725257,0.172273215910031,0.0543728873400731,-0.0406506143372481
"GSK3",-0.125833333333333,0.0271819578271191,0.0425193811400026,-0.113333333333333,0.0227272727272727,0.0465367965367965,0.0779991314909716,-0.234559037453774,-0.00789473684210527,-0.138333333333333,0.0212175305814204,0.0289635782408252,-0.119333571608779,0.000672023195243004,0.031390977443609,0.0209550420631675,0.0269673873615651,-0.242788030330996,-0.242788030330996,-0.232283828650324,0.106666666666667,0.107777182167426,-0.107619047619048,-0.102392566782811,-0.157021261967377,0.242788030330996,0.0750282926884642,-0.0269673873615651,-0.05,0.00937844937129969,-0.031390977443609,0.0465286081405741,0.0198692810457516,0.00789473684210527,-0.0164078103770806,0.0222231771496477,-0.00456570511392266,-0.000265149629039485,0.0341549953314659,0.201220008194662,-0.0303100866276088,0.127631152372532,-0.02926061136524,-0.0305576586519643,0.0309803921568627,0.13617816091954,0.203488372093023,0.126867524790721,-0.155503809915575,-0.0459457488487584,-0.135224089635854,-0.0162970089271801,-0.139659654071419,0.145526098036812,0.326341174125752
"Destcompl",-0.140786749482402,0.126655719759168,0.107484735303209,-0.133333333333333,0.122222222222222,0.0980842911877395,0.166874566664379,-0.0752261521887542,0.0793650793650794,-0.119047619047619,0.0452326592737552,-0.0287476449241908,-0.0723062045998788,0.0695725932671545,0.0368993259404218,0.0448972685918298,0.0284123680307769,-0.169292570633728,-0.169292570633728,-0.182636369691813,0.151224489795918,0.145263898662913,-0.142258972554539,-0.152258972554539,-0.11849413633907,0.169292570633728,0.0501137413162699,-0.0284123680307769,-0.0222222222222222,0.0605391909097296,-0.0368993259404218,-0.0414962300971173,0.00783216783216784,-0.0793650793650794,-0.049501378755708,0.00305247633323998,-0.0641367688627963,-0.0702326592737552,-0.0112935152279415,0.0811316730319826,-0.0258939014202172,0.142709477579626,-0.0292857142857143,-0.123152046715202,-0.0164102564102564,0.127273235968888,0.0920118925993287,0.00794679596261705,-0.110714845280063,-0.0381244396629012,-0.131367019193106,-0.038684162771932,-0.130955326241987,0.106572696367174,0.123466346584037
"SMO",-0.15,-0.0133333333333333,0.0116666666666667,0,0.1,0.0666666666666667,0.393013882669055,-0.0636507936507937,0.2,-0.1,0.233333333333333,0.107459672110835,-0.151138427810836,0.1375,0.2,0.1375,0.0295197740112994,-0.266346153846154,-0.266346153846154,-0.296578711985689,0,0.0452252252252252,-0.02,-0.0533333333333333,-0.105263157894737,0.266346153846154,0.0859490024538568,-0.0295197740112994,-0.1,0.0722222222222222,-0.1,-0.0770421455938697,-0.18,-0.1,-0.239063678614011,-0.114265734265734,-0.242071197411003,-0.233333333333333,-0.141538461538462,-0.00350507728378254,0.0117460317460317,0.176285714285714,0.0133333333333333,-0.0394444444444444,-0.2,0.164285714285714,0.0662058371735791,-0.10359477124183,-0.224242424242424,0.00439560439560439,-0.233333333333333,-0.146190476190476,-0.264242424242424,-0.0328209764918626,-0.0703448275862069
"Frizzled",-0.113333333333333,0.0227272727272727,0.0465367965367965,-0.1,0,0.05,0.0835517970401692,-0.240714285714286,0,-0.133333333333333,0.031390977443609,0.0219875437807825,-0.115922787193974,-0.00789473684210527,0.05,0.031390977443609,0.03023282242141,-0.24524948735475,-0.24524948735475,-0.231863660583097,0.1,0.107619047619048,-0.106666666666667,-0.106666666666667,-0.160606060606061,0.24524948735475,0.184561128526646,-0.03023282242141,-0.1,0.0103641456582633,-0.05,0.0517238659849886,0.0133333333333333,0.1,-0.0212175305814204,0.0198692810457516,-0.000265149629039485,0.00789473684210527,0.0309803921568627,0.199299821605093,-0.0303926868369381,0.125833333333333,-0.0275889485191811,-0.0271819578271191,0.0333333333333333,0.138333333333333,0.198654244306418,0.124355742296919,-0.160714285714286,-0.0431533006001091,-0.135714285714286,-0.020942513368984,-0.135224089635854,0.147193813131313,0.330579041521514
"SUFU",-0.176285714285714,0.0394444444444444,0.0404545454545455,-0.15,-0.0133333333333333,0.0116666666666667,0.405680617217472,-0.0722180143535077,0.233333333333333,-0.164285714285714,0.239063678614011,0.106558613891298,-0.158223669705959,0.145192307692308,0.233333333333333,0.142590077209036,0.0396202452480737,-0.292648580981322,-0.292648580981322,-0.303091618956005,0.0533333333333333,0.0587738424563302,-0.0452252252252252,-0.063310331608204,-0.110158262789842,0.292648580981322,0.0976099803493267,-0.0396202452480737,-0.2,0.0673925373297121,-0.1375,-0.0760335878834685,-0.114265734265734,-0.1375,-0.240220967616568,-0.128782731086473,-0.243954982961837,-0.242071197411003,-0.129208263001366,0.000746435772944742,0.0132747511083204,0.193064237775647,0.009810547875064,-0.0447016497016497,-0.141538461538462,0.176285714285714,0.0694699559740034,-0.0990565297564304,-0.273333333333333,-0.00115704096846056,-0.264242424242424,-0.151026924119961,-0.287619047619048,-0.0242855132801139,-0.0623749960594993
"RAF",-0.0857142857142857,-0.0466666666666667,-0.0586666666666667,-0.1,-0.1,-0.0666666666666667,-0.0174402250351617,-0.125770308123249,0,-0.1,-0.0196356275303644,0.0249041079846573,-0.134728846493552,-0.01,0,-0.0138461538461538,0.0456939263510282,-0.11038961038961,-0.11038961038961,-0.10953490953491,0.0666666666666667,0.0390298175344904,-0.0333333333333333,-0.0380952380952381,0.0264126984126984,0.11038961038961,0.178368794326241,-0.0456939263510282,0,0.0396939263510282,0,0.110571195430437,0.2,0,0.0224968884068924,0.132795304475422,0.0217335296282665,0.0157894736842105,0.168965517241379,0.173884000742918,0.0765819553714036,0.0944264069264069,0.0696512623020967,0.0701420765027322,0.15,0.0732142857142857,0.257910578209925,0.208972073677956,0.0575757575757576,0.0820363917924894,0.0666666666666667,0.0840306411189264,0.0614219114219114,0.112769100140754,0.258149130562924
"ERK",-0.0944264069264069,-0.0701420765027322,-0.0760244294439087,-0.0857142857142857,-0.0466666666666667,-0.0586666666666667,-0.0228324465249442,-0.144019098623176,-0.0157894736842105,-0.0732142857142857,-0.0224968884068924,0.0238429880420177,-0.134217481582295,-0.0159440559440559,-0.0196356275303644,-0.0171971887761361,0.0476024377870987,-0.104138084138084,-0.104138084138084,-0.104908161145785,0.0380952380952381,0.0383861181681633,-0.0390298175344904,-0.0397597445417897,0.00975681923254739,0.104138084138084,0.175873408179629,-0.0476024377870987,0,0.0479018606875535,0.0138461538461538,0.109147102793112,0.132795304475422,0.01,0.022792995387479,0.041982862506991,0.0211957731652567,0.0217335296282665,0.0344619711420885,0.174736594823721,0.0697873524709673,0.0936492887396827,0.0725229147809977,0.0740920622941503,0.168965517241379,0.090896995161701,0.258676247725595,0.215259637247073,0.0723708165314005,0.0812358953605936,0.0614219114219114,0.0869241824975556,0.0754179079441429,0.11629077196738,0.267703300117093
"MEK",-0.0732142857142857,-0.0586666666666667,-0.0701420765027322,-0.1,-0.0666666666666667,-0.0466666666666667,-0.0210438286387653,-0.137612413386407,0,-0.0857142857142857,-0.0217335296282665,0.0226028527545318,-0.133021529420382,-0.0138461538461538,-0.0157894736842105,-0.0159440559440559,0.0480748787319806,-0.10953490953491,-0.10953490953491,-0.104138084138084,0.0333333333333333,0.0397597445417897,-0.0380952380952381,-0.0390298175344904,0.0175238095238095,0.10953490953491,0.179597295554742,-0.0480748787319806,0,0.0455762792922047,0.01,0.109597959420704,0.168965517241379,0,0.0211957731652567,0.0344619711420885,0.0224968884068924,0.0196356275303644,0.132795304475422,0.174976896917782,0.0725229147809977,0.090896995161701,0.0765819553714036,0.0760244294439087,0.2,0.0944264069264069,0.259833655133002,0.213733978439861,0.0614219114219114,0.085672755428853,0.0575757575757576,0.0881290017746641,0.0723708165314005,0.115555477849733,0.26445543686923
"FUS",-0.164285714285714,0.0116666666666667,0.0394444444444444,-0.1,0.0666666666666667,-0.0133333333333333,0.403572888880235,-0.083238422516773,0.2,-0.15,0.242071197411003,0.0965107670013458,-0.154676602857391,0.1375,0.233333333333333,0.145192307692308,0.0497651727843056,-0.296578711985689,-0.296578711985689,-0.292648580981322,0.02,0.063310331608204,-0.0533333333333333,-0.0452252252252252,-0.120647773279352,0.296578711985689,0.106350340246499,-0.0497651727843056,-0.2,0.047632058287796,-0.1375,-0.0739900809619128,-0.141538461538462,-0.1,-0.243954982961837,-0.129208263001366,-0.239063678614011,-0.233333333333333,-0.114265734265734,-0.00131329646186473,0.009810547875064,0.176285714285714,0.0117460317460317,-0.0404545454545455,-0.18,0.176285714285714,0.0577152711358433,-0.096788488519317,-0.264242424242424,4.77783086478695e-05,-0.224242424242424,-0.152214572576018,-0.273333333333333,-0.0209397883730507,-0.0611343012704174
"Patched",-0.1,0.0666666666666667,-0.0133333333333333,0,0,0.1,0.379220779220779,-0.0914285714285714,0.1,0,0.233333333333333,0.0857542457542457,-0.148225806451613,0.1,0.2,0.1375,0.0583333333333333,-0.253846153846154,-0.253846153846154,-0.266346153846154,-0.1,0.0533333333333333,0,-0.02,-0.1,0.253846153846154,0.104395604395604,-0.0583333333333333,-0.1,0.0388888888888889,-0.1,-0.0703754789272031,-0.2,0,-0.242071197411003,-0.141538461538462,-0.233333333333333,-0.2,-0.18,-0.0134681769147789,0.0133333333333333,0.164285714285714,0.0333333333333333,-0.0116666666666667,-0.1,0.15,0.0376344086021505,-0.0888888888888889,-0.233333333333333,0.0282051282051282,-0.2,-0.139047619047619,-0.224242424242424,-0.0214285714285714,-0.06
"HEY1",-0.12,0.0833333333333333,0.114583333333333,-0.1,0,0.1,0.18426622294864,-0.0893424036281179,0.0333333333333333,-0.1,0.0795202125339519,0.0553437778632766,0.0462834060699914,0.0560419516643867,0.0862745098039216,0.078455744767835,0.061687306501548,-0.168717948717949,-0.168717948717949,-0.155482654600302,0.109090909090909,0.133188470066519,-0.129090909090909,-0.117090909090909,-0.188136077758719,0.168717948717949,0.086542010142305,-0.061687306501548,-0.1,0.0555555555555556,-0.0862745098039216,-0.045519699929446,-0.0672727272727273,-0.0333333333333333,-0.0763789821145797,-0.0615723027730305,-0.0638011489888014,-0.0560419516643867,-0.0378609625668449,-0.17325372264457,-0.0417971014492754,0.126878306878307,-0.036,-0.0984543010752688,-0.04,0.134285714285714,0.0652491004947478,-0.00498910675381264,-0.174832535885167,-0.0505576776165011,-0.132727272727273,-0.0756212802689564,-0.159368618359394,0.102682132682133,0.00253075216777576
"TWIST1",-0.0576923076923077,-0.0582222222222222,-0.0376742770167428,-0.1,-0.1,-0.0222222222222222,0.0742831362186201,-0.0919928289493507,0.0142857142857143,-0.05,0.0613576901323633,0.0363564409117052,0.0499417030396165,0.034344193817878,0.0753968253968254,0.062344193817878,0.0835616318072459,0.0198756782374746,0.0198756782374746,0.0356291028950088,-0.0418181818181818,-0.038717384551667,0.0418181818181818,0.0530681818181818,0.009202214007706,-0.0198756782374746,0.0557932430796462,-0.0835616318072459,-0.1,0.0486554096310194,-0.0753968253968254,0.0275895300207413,-0.0457971014492754,-0.0142857142857143,-0.0558450255339732,-0.0573708118446668,-0.0412964343896374,-0.0328436339074637,-0.0300076277650648,-0.0519895999832244,0.0571944131350072,0.0543024771838331,0.0601647101647102,0.0578713213517181,-0.00666666666666668,0.0576923076923077,0.052099745300617,-0.0393175420435146,0.0174358974358974,0.0657043521450301,0.0533333333333333,0.0280645244942219,0.0447943880019352,0.100291723439192,0.130655878255278
"AXIN2",-0.171014492753623,0.133699633699634,0.149771062271062,-0.133333333333333,0.1,0.138461538461538,0.553823692767917,-0.197086828941668,0.146666666666667,-0.166666666666667,0.176839396676103,0.179876076842509,-0.181261083384698,0.161381983426891,0.176899224806202,0.176476323049533,0.106190315433695,-0.232349656873878,-0.232349656873878,-0.228675116191464,0.159583333333333,0.178219218554107,-0.173163580246914,-0.172278624494701,-0.16015356935413,0.232349656873878,0.199295174949637,-0.106190315433695,-0.166666666666667,0.0987454640510756,-0.176899224806202,-0.0964847863880438,-0.00731707317073171,-0.146666666666667,-0.175132240680808,-0.00275374735700306,-0.166874566664379,-0.161381983426891,0.00483245953954867,0.0918798843190124,-0.0274844720496894,0.184734299516908,-0.0247066942719117,-0.143541554074341,0,0.18695652173913,0.189368644650939,0.00688064596110573,-0.189880952380952,-0.0356798264506175,-0.166666666666667,-0.163368229889969,-0.185826898326898,0.147322968427057,0.161691189372688
"CD44",-0.2,-0.05,-0.03,-0.1,-0.1,-0.1,-0.13,-0.131851851851852,0.1,-0.2,-0.106666666666667,0.076863472661792,-0.171923076923077,-0.1,0,-0.106666666666667,0.111111111111111,-0.214285714285714,-0.214285714285714,-0.205714285714286,0.133333333333333,0.111666666666667,-0.153333333333333,-0.128333333333333,-0.157142857142857,0.214285714285714,0.148214285714286,-0.111111111111111,-0.1,0.225396825396825,0.1,0.0336641136641137,0.075,0,0.126022659511032,0.125,0.122945736434109,0,0.135,0.28438985995006,0.0268707482993197,0.18,0.0166666666666667,0.03,0,0.2,0.238410419989367,0.205641025641026,-0.0428571428571429,0.00526315789473685,0,0.0599533799533799,-0.0586466165413534,0.166258234519104,0.281666666666667
