"","TGFR","TGF","Wnt","DSH","SUFU","FUS","NFB","Csn","HEY1","TrCP","LIV1","Csl","Jagged","NOTCHic","NOTCH","GSK3","EGR1","SNAI2","FOXC2","cfos","MEK","ERK","RAF","PI3K","DELTA","RKIP","RAS","SNAI1","SMAD","ILK","STAT","SRC","cMet","SMO","Frizzled","IKK","CD44","Patched","TCFLEF","SHH","AKT","cateninnuc","GLI","Destcompl","TWIST1","AXIN2","CDC42","PAK1","SOSGRB2","cateninmemb","Ecadherin","miR200","ZEB2","ZEB1","KLF4"
"IKK",-0.161111111111111,-0.165111111111111,-0.0888888888888889,-0.1,-0.1,-0.12,-0.114285714285714,-0.1,-0.111145510835913,0,-0.1,-0.0909090909090909,-0.0122430490471728,-0.0956709956709957,-0.1004329004329,0.218205128205128,0.05,-0.214540842212075,0.071024531024531,-0.00714285714285715,-0.00180952380952381,0.00485714285714285,-0.0822746521476104,-0.0822746521476104,-0.0822746521476104,0.121584699453552,-0.080866201443385,0.114927905004241,0.11637101210121,0.117361111111111,0.1,0.0888888888888889,0.0888888888888889,0.12,0.0888888888888889,0.0142857142857143,0.0904273504273504,0.123703703703704,0.0921222656815877,0.127151979565773,0.016988416988417,0.0912783838250476,0.0904273504273504,-0.12163795985203,0.231895424836601,0.120952380952381,0.161111111111111,0.15,0.122478991596639,0.251546209842299,0.309720921542611,-0.0204905239687848,0.0315739348370927,0.0315739348370927,0.0318681318681319
"TWIST1",-0.103254963427377,-0.0966490408761244,-0.17030910609858,-0.147619047619048,-0.233333333333333,-0.244444444444444,-0.273076923076923,-0.25,-0.137635810517166,-0.2,-0.133333333333333,0.0911111111111111,0.0602842338819562,0.0988034188034188,0.111067569746815,-0.22689915827235,-0.02,-0.154623453857736,0.172592701746865,0.00695652173913044,0.00318590115782643,0.00169336384439359,0.209753951392155,0.209753951392155,0.209753951392155,0.0190659842833756,0.217630663720922,-0.0162819527294344,0.128430545757278,0.128760578760579,0.147619047619048,0.158730158730159,0.169368456602499,0.256444444444444,0.158730158730159,0.282600732600733,0.17378612728523,0.257814307458143,0.177920889919227,0.260277361645335,0.291075308871919,0.181198635750164,0.17510910609858,0.268840119091916,0.141234154226145,0.218884341464987,0.108254963427377,0.115151515151515,0.146558704453441,0.32933610634765,0.397898936154275,-0.039711420885302,0.0328749802434013,0.0328749802434013,0.0492703773191578
"ZEB1",0.25447783722352,0.259595947459741,-0.0331658179219155,-0.019047619047619,0.0916666666666667,0.0791666666666667,0.0614035087719298,0.0666666666666667,0.104143869946979,0.0666666666666667,-0.0333333333333333,0.158333333333333,0.133291635490314,0.16421568627451,0.170827256522444,-0.170923789344814,0.05,0.187366325844344,0.0641608190919426,-0.038,-0.0428613630474216,-0.0485882352941176,0.166358793298404,0.166358793298404,0.166358793298404,-0.162353404171586,0.171240683062184,-0.190485252113931,-0.126100427774504,-0.124177350851427,0.0256410256410256,0.0378361475922451,0.0397969319059706,-0.0837121212121212,0.0312427409988386,-0.0597641645096348,0.0439635985726373,-0.0837121212121212,0.0447614709130628,-0.0840679930982422,-0.0569070216524919,0.0473055022242174,0.0376331718738055,0.197991281218812,-0.0540110459870597,0.148742151658293,-0.250924537731134,-0.24367816091954,-0.153255360623782,0.244151641253969,0.148698792206117,0.195453781964806,0.0673571359116822,0.0673571359116822,0.0781183185468528
"CDC42",-0.203641456582633,-0.199096002037179,-0.123703703703704,-0.1,-0.0333333333333333,-0.0476190476190476,-0.0583333333333333,-0.0333333333333333,-0.0445777111444278,0,-0.1,0.0166666666666667,0.0126736111111111,0.0397435897435897,0.0443589743589744,-0.148598484848485,0.06,-0.101837772932663,0.0248479879756781,0,0.0249078850405306,0.0130434782608696,0.175054466230937,0.175054466230937,0.175054466230937,0.0852680652680653,0.179932515011425,0.0994805194805195,0.0422768390510326,0.0455026455026455,0.1,0.12,0.123703703703704,0.0476190476190476,0.12,0.0833333333333333,0.131811811811812,0.0572964669738863,0.136762306861317,0.0634693064800592,0.093859649122807,0.139354899453909,0.131598440545809,0.190516800299504,0.149134199134199,0.158144499178982,0.20952380952381,0.314285714285714,0.198611111111111,0.226880525656127,0.242529052766444,-0.0389185977421272,0.0794169645259234,0.0794169645259234,0.0962222222222222
"SNAI1",-0.198003105862315,-0.195583751023605,-0.136964294204346,-0.123703703703704,-0.0476190476190476,-0.0572964669738863,-0.093859649122807,-0.0833333333333333,-0.0431071229091337,-0.0583333333333333,-0.12,0.0443589743589744,0.0193210308151891,0.0476556776556777,0.052145473574045,-0.160722097209721,-0.0130434782608696,-0.0983806903325891,0.0302390408609254,0.0249078850405306,0.0204714126937443,0.0195745517071972,0.187205242284152,0.187205242284152,0.187205242284152,0.0769160460350733,0.191474536208618,-0.0112903380942858,0.038742339189905,0.0403413551800649,0.123703703703704,0.131811811811812,0.136762306861317,0.0634693064800592,0.131598440545809,0.101267056530214,0.139354899453909,0.0644693064800592,0.141148002902185,0.0654401802664669,0.102655945419103,0.142748415911994,0.139706524551695,0.201437852931083,0.151677119981468,0.168396511317787,0.199096002037179,0.203641456582633,0.202242719554974,0.229071115722364,0.241922886323616,-0.0404667967112948,0.0805955615208965,0.0805955615208965,0.0905023917743391
"Jagged",-0.211111111111111,-0.215111111111111,-0.02,0,0,0,0,0,-0.133333333333333,0,0,0.1,-0.00614718614718615,0.08,0.0942857142857143,-0.0478927203065134,-0.1,-0.144444444444444,-0.00428571428571428,0,-0.0266666666666667,-0.06,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.107692307692308,0.0824242424242424,0.125,0.0380952380952381,0.0333333333333333,0,0,0.02,0.0333333333333333,0,0.0333333333333333,0.0276923076923077,0.0333333333333333,0.0307226107226107,0.041025641025641,0.0444444444444444,0.034019314019314,0.0276923076923077,0.0343938223938224,0.129,0.0242857142857143,0.2,0.2,0.18,0.0686006950795683,0.10519298245614,-0.0454545454545455,0.0838164251207729,0.0838164251207729,0.105555555555556
"DELTA",-0.211111111111111,-0.215111111111111,-0.02,0,0,0,0,0,-0.133333333333333,0,0,0.1,-0.00614718614718615,0.08,0.0942857142857143,-0.0478927203065134,-0.1,-0.144444444444444,-0.00428571428571428,0,-0.0266666666666667,-0.06,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.107692307692308,0.0824242424242424,0.125,0.0380952380952381,0.0333333333333333,0,0,0.02,0.0333333333333333,0,0.0333333333333333,0.0276923076923077,0.0333333333333333,0.0307226107226107,0.041025641025641,0.0444444444444444,0.034019314019314,0.0276923076923077,0.0343938223938224,0.129,0.0242857142857143,0.2,0.2,0.18,0.0686006950795683,0.10519298245614,-0.0454545454545455,0.0838164251207729,0.0838164251207729,0.105555555555556
"TrCP",-0.199096002037179,-0.198003105862315,-0.131598440545809,-0.12,-0.0476190476190476,-0.0476190476190476,-0.0833333333333333,-0.0583333333333333,-0.0431071229091337,-0.0333333333333333,-0.1,0.0397435897435897,0.0169680896387185,0.0443589743589744,0.0476556776556777,-0.155507575757576,0,-0.0994869591894446,0.0255376431480919,0.0130434782608696,0.0195745517071972,0.0249078850405306,0.179932515011425,0.179932515011425,0.179932515011425,0.0836106067045294,0.187205242284152,0.0935139323683476,0.0403413551800649,0.0422768390510326,0.12,0.123703703703704,0.131811811811812,0.0572964669738863,0.123703703703704,0.093859649122807,0.136762306861317,0.0634693064800592,0.139354899453909,0.0644693064800592,0.101267056530214,0.141148002902185,0.136964294204346,0.196832589773188,0.152395068699416,0.164433807355083,0.203641456582633,0.20952380952381,0.199601210121012,0.228345727121328,0.242183032005198,-0.0480556535796906,0.0880986365516468,0.0880986365516468,0.0814681238615665
"PAK1",-0.199096002037179,-0.198003105862315,-0.131598440545809,-0.12,-0.0476190476190476,-0.0476190476190476,-0.0833333333333333,-0.0583333333333333,-0.0431071229091337,-0.0333333333333333,-0.1,0.0397435897435897,0.0169680896387185,0.0443589743589744,0.0476556776556777,-0.155507575757576,0,-0.0994869591894446,0.0255376431480919,0.0130434782608696,0.0195745517071972,0.0249078850405306,0.179932515011425,0.179932515011425,0.179932515011425,0.0836106067045294,0.187205242284152,0.0935139323683476,0.0403413551800649,0.0422768390510326,0.12,0.123703703703704,0.131811811811812,0.0572964669738863,0.123703703703704,0.093859649122807,0.136762306861317,0.0634693064800592,0.139354899453909,0.0644693064800592,0.101267056530214,0.141148002902185,0.136964294204346,0.196832589773188,0.152395068699416,0.164433807355083,0.203641456582633,0.20952380952381,0.199601210121012,0.228345727121328,0.242183032005198,-0.0480556535796906,0.0880986365516468,0.0880986365516468,0.0814681238615665
"LIV1",-0.199096002037179,-0.198003105862315,-0.131598440545809,-0.12,-0.0476190476190476,-0.0476190476190476,-0.0833333333333333,-0.0583333333333333,-0.0431071229091337,-0.0333333333333333,-0.1,0.0397435897435897,0.0169680896387185,0.0443589743589744,0.0476556776556777,-0.155507575757576,0,-0.0994869591894446,0.0255376431480919,0.0130434782608696,0.0195745517071972,0.0249078850405306,0.179932515011425,0.179932515011425,0.179932515011425,0.0836106067045294,0.187205242284152,0.0935139323683476,0.0403413551800649,0.0422768390510326,0.12,0.123703703703704,0.131811811811812,0.0572964669738863,0.123703703703704,0.093859649122807,0.136762306861317,0.0634693064800592,0.139354899453909,0.0644693064800592,0.101267056530214,0.141148002902185,0.136964294204346,0.196832589773188,0.152395068699416,0.164433807355083,0.203641456582633,0.20952380952381,0.199601210121012,0.228345727121328,0.242183032005198,-0.0480556535796906,0.0880986365516468,0.0880986365516468,0.0814681238615665
"EGR1",-0.199096002037179,-0.198003105862315,-0.131598440545809,-0.12,-0.0476190476190476,-0.0476190476190476,-0.0833333333333333,-0.0583333333333333,-0.0431071229091337,-0.0333333333333333,-0.1,0.0397435897435897,0.0169680896387185,0.0443589743589744,0.0476556776556777,-0.155507575757576,0,-0.0994869591894446,0.0255376431480919,0.0130434782608696,0.0195745517071972,0.0249078850405306,0.179932515011425,0.179932515011425,0.179932515011425,0.0836106067045294,0.187205242284152,0.0935139323683476,0.0403413551800649,0.0422768390510326,0.12,0.123703703703704,0.131811811811812,0.0572964669738863,0.123703703703704,0.093859649122807,0.136762306861317,0.0634693064800592,0.139354899453909,0.0644693064800592,0.101267056530214,0.141148002902185,0.136964294204346,0.196832589773188,0.152395068699416,0.164433807355083,0.203641456582633,0.20952380952381,0.199601210121012,0.228345727121328,0.242183032005198,-0.0480556535796906,0.0880986365516468,0.0880986365516468,0.0814681238615665
"RAS",-0.117647058823529,-0.126557949912638,0.0558823529411765,0.1,0.1,0.1,-0.0666666666666667,-0.1,-0.0316205533596838,0,0,0.15,0.0581076286221171,0.134210526315789,0.128550148957299,0.187325581395349,-0.02,-0.295590966336696,-0.0868253968253968,0.045,0.0390144478844169,0.0292105263157895,-0.0643589743589743,-0.0643589743589743,-0.0643589743589743,0.0423270440251572,-0.166282051282051,0.11220255653884,-0.0747680890538033,-0.0727272727272727,-0.1,-0.05,-0.0558823529411765,-0.0833333333333333,-0.05,0.0733333333333333,-0.0537546933667084,-0.0713333333333333,-0.0599085395205545,-0.0764180790960452,0.0733333333333333,-0.0601918256395347,-0.0558823529411765,-0.184021493905215,0.0695362793235134,-0.0785507246376812,0.1,0.1,0.09004329004329,0.0773345609246528,0.159574652873886,-0.0617230769230769,0.088578792341679,0.088578792341679,0.0978571428571429
"NOTCHic",-0.211885304659498,-0.20997447663402,-0.0307226107226107,-0.02,-0.0333333333333333,-0.0333333333333333,-0.0444444444444444,-0.0333333333333333,-0.142296544035674,0,0,0.0942857142857143,-0.00680943780281529,0.0104147465437788,0.0130463254911472,-0.0542976789841994,0.06,-0.1391937313781,0.00183673469387755,-0.0266666666666667,0.000476190476190475,-0.00523809523809524,0.0838735177865613,0.0838735177865613,0.0838735177865613,0.106915231441701,0.0853513502988765,0.123990638990639,0.0440424803014731,0.0447619047619048,0.02,0.0276923076923077,0.0307226107226107,0.041025641025641,0.0276923076923077,0.0666666666666667,0.034019314019314,0.0469079939668175,0.0376927834070691,0.052284338052839,0.0736434108527132,0.0387614856971455,0.0339484171742236,0.0443346323626697,0.129191877198593,0.0341127583108715,0.215111111111111,0.211111111111111,0.183827751196172,0.0774024537321176,0.108990591506182,-0.0470565272877412,0.0919645732689211,0.0919645732689211,0.0981021394064872
"cateninmemb",-0.086050258684405,-0.091294381650047,0.0602025252763495,0.0509803921568627,0.0333333333333333,0.0333333333333333,0.134285714285714,0.12,-0.00126250378125625,0.1,0.0333333333333333,-0.14488038277512,-0.0592784947239299,-0.154158733290584,-0.159734941469022,0.197965737107193,0.0672727272727273,-0.139241348723411,-0.145989066870074,-0.0613903743315508,-0.0676325413014315,-0.0727305805171178,-0.167582956259427,-0.167582956259427,-0.167582956259427,0.130344606347817,-0.173169548438198,0.141432214058914,0.0210742183387725,0.0203478260869565,-0.0509803921568627,-0.0533059735522116,-0.0593929300739507,-0.0333333333333333,-0.0533059735522116,-0.137989417989418,-0.0617340671976965,-0.0365591397849462,-0.0650964582313204,-0.0373465413597494,-0.145781625781626,-0.0664970184554101,-0.0622025252763495,-0.218580033934732,0.0167198792614501,-0.160788015574172,0.0777575757575758,0.0710909090909091,-0.0501978574222864,0.0990630538145199,0.168496268910106,-0.0603215757964361,0.0919753349082212,0.0919753349082212,0.0918893577121425
"Csl",-0.20997447663402,-0.210201234003635,-0.0339484171742236,-0.0276923076923077,-0.0333333333333333,-0.041025641025641,-0.0666666666666667,-0.0444444444444444,-0.142950138806916,-0.0333333333333333,-0.02,0.0104147465437788,-0.00420527113614862,0.0130463254911472,0.0130463254911472,-0.0582741149193982,0.0266666666666667,-0.138373448007481,0.00241144733755571,-0.00523809523809524,-0.00278467908902692,0.000476190476190475,0.0853513502988765,0.0853513502988765,0.0853513502988765,0.104611083976263,0.0893954679459354,0.122409611322655,0.0418202580792509,0.0440424803014731,0.0276923076923077,0.0307226107226107,0.034019314019314,0.0469079939668175,0.0307226107226107,0.0736434108527132,0.0376927834070691,0.052284338052839,0.0387614856971455,0.0531464070183562,0.0775193798449612,0.0398478207457447,0.0379806752387398,0.0473206165186722,0.13167494717602,0.0379687994419769,0.211885304659498,0.215111111111111,0.187892791846579,0.0786256953223317,0.10910687057595,-0.0511959608389394,0.0969369489595288,0.0969369489595288,0.0923878536922015
"NOTCH",-0.215111111111111,-0.211885304659498,-0.0276923076923077,0,0,-0.0333333333333333,-0.0333333333333333,0,-0.13768115942029,0,0,0.08,-0.00614718614718615,0.0942857142857143,0.0104147465437788,-0.0501654475792407,0,-0.141798941798942,0.00183673469387755,-0.06,-0.00523809523809524,-0.0266666666666667,0.0824242424242424,0.0824242424242424,0.0824242424242424,0.111140583554377,0.0838735177865613,0.123461538461538,0.0447619047619048,0.0380952380952381,0,0.02,0.0276923076923077,0.0333333333333333,0.02,0.0444444444444444,0.0307226107226107,0.041025641025641,0.034019314019314,0.0469079939668175,0.0666666666666667,0.0376927834070691,0.0307226107226107,0.0400012990293364,0.127305084745763,0.0299460916442049,0.211111111111111,0.2,0.174736842105263,0.0743598573832332,0.10761233729485,-0.0568831168831169,0.0986312399355878,0.0986312399355878,0.0838164251207729
"SMAD",-0.249150208513652,-0.251540646760664,-0.0352564102564103,-0.0333333333333333,-0.133333333333333,-0.145833333333333,-0.125396825396825,-0.111111111111111,-0.111498984715165,-0.1,-0.02,-0.11047619047619,-0.114031001256808,-0.113924466338259,-0.115511767925561,0.115150213195326,0.0285714285714286,-0.156975960968748,-0.0125717040607281,-0.0124423963133641,-0.0124423963133641,-0.0124423963133641,-0.046002684360763,-0.046002684360763,-0.046002684360763,0.121040344604467,-0.0446868948870788,0.143200884241207,0.0458403240595021,0.147268895488074,0.02,0.02,0.0219607843137255,0.150833333333333,0.0333333333333333,0.127357609710551,0.02450623885918,0.155420489296636,0.0240991832282438,0.155792236508532,0.130024276377218,0.024403134596025,0.0381341080981369,-0.0312676398437969,0.151362616189641,0.0249929449307993,0.248591549295775,0.25,0.204939367051168,0.0791463326742326,0.123784752944179,-0.0562401901722622,0.112914802532973,0.112914802532973,0.110485659899566
"SOSGRB2",-0.236703296703297,-0.245923154859325,0.105952380952381,0.1,0,0.0333333333333333,0.0111111111111111,0,-0.0976325757575758,-0.1,0,-0.0909090909090909,-0.0308978149808101,-0.106293706293706,-0.116152861223284,0.30492825547524,-0.0238095238095238,0.0591740854314486,-0.0776556776556777,0.0126984126984127,0.0136812136812137,0.0045903045903046,-0.0939736346516008,-0.0939736346516008,-0.0939736346516008,0.170504385964912,-0.101665942343908,0.227831556503198,0.0156447853222047,0.0163440860215054,-0.1,-0.114285714285714,-0.109937888198758,-0.0333333333333333,-0.114285714285714,-0.00584795321637427,-0.108488612836439,-0.0198198198198198,-0.111646507573281,-0.0105174942384245,0.00248538011695906,-0.115279394762574,-0.104503105590062,-0.339494062983996,0.16936231884058,-0.140573432343234,0.232857142857143,0.242857142857143,0.196388888888889,-0.0914871104871105,-0.0151455357592258,-0.0547432768233306,0.131741854636591,0.131741854636591,0.127456140350877
"SNAI2",-0.0746678158442864,-0.0833634680181995,0.15041887689775,0.129090909090909,0.1,0.12,0.158333333333333,0.133333333333333,0.00721820373719108,0.1,0.12,-0.174122807017544,-0.15460963290593,-0.189912280701754,-0.201600592390066,0.239148528445342,0.0666666666666667,0.167600647172613,-0.1809103563997,-0.0725490196078431,-0.0773449920508744,-0.0705882352941176,-0.208249688797265,-0.208249688797265,-0.208249688797265,0.181192307692308,-0.21601224587489,0.192959662163248,0.0190434472865904,0.0156941649899396,-0.129090909090909,-0.143376623376623,-0.15041887689775,-0.125882352941176,-0.143376623376623,-0.175574712643678,-0.156870489800976,-0.127923169267707,-0.160788015574172,-0.130740070676158,-0.184008447583437,-0.1643594441456,-0.157370748555504,-0.261375926855043,-0.0802831142568251,-0.207080652406349,0.065266106442577,0.0509803921568627,-0.0870858688302907,-0.321792146567373,-0.383109890910274,-0.0890002220902931,0.132251730648206,0.132251730648206,0.103269230769231
"Frizzled",-0.384057971014493,-0.400248447204969,0.130263157894737,0,0,0,0.153333333333333,0.133333333333333,-0.0431533006001091,0.1,0.1,-0.192857142857143,-0.0863213012477718,-0.20952380952381,-0.223249299719888,0.480501567398119,0.0333333333333333,-0.207600348090939,-0.162905564447792,-0.0533333333333333,-0.0356862745098039,-0.0356862745098039,-0.358783321941217,-0.358783321941217,-0.358783321941217,0.32,-0.373743951862476,0.347515527950311,0.065655552397565,0.0591134963227986,-0.1,-0.125,-0.130263157894737,0.00909090909090909,-0.125,-0.153333333333333,-0.140977443609023,0.00432900432900433,-0.146937708509685,0.00755481078061723,-0.165833333333333,-0.150747232319209,-0.140977443609023,-0.483485605788364,0.140644257703081,-0.185567300916138,0.366666666666667,0.333333333333333,0.145454545454545,0.0493818940005381,0.243159319044449,-0.0748705808080808,0.137043245214048,0.137043245214048,0.110084033613445
"PI3K",-0.374411764705882,-0.389858919177427,0.115458937198068,0.1,0,0,0.0666666666666667,0.0333333333333333,-0.0501933878182491,0,0.1,-0.2,-0.0828947368421053,-0.215384615384615,-0.225062034739454,0.47967772967773,0.0333333333333333,-0.211908527890646,-0.152480836236934,-0.0619047619047619,-0.0393396702943472,-0.0442577030812325,-0.348467532467532,-0.348467532467532,-0.348467532467532,0.318584356819651,-0.362166162604519,0.335157004830918,0.0725381352541016,0.0653381352541016,-0.1,-0.111111111111111,-0.115458937198068,0.0166666666666667,-0.111111111111111,-0.0607843137254902,-0.126228167967298,0.0166666666666667,-0.13131291373001,0.0194444444444444,-0.0684766214177979,-0.134405697235165,-0.126228167967298,-0.477439469528202,0.141718992182285,-0.168571428571429,0.354411764705882,0.325,0.157692307692308,0.0805841423544645,0.276504314254483,-0.0793054604530014,0.140240761478164,0.140240761478164,0.118201754385965
"ILK",-0.374411764705882,-0.389858919177427,0.115458937198068,0.1,0,0,0.0666666666666667,0.0333333333333333,-0.0501933878182491,0,0.1,-0.2,-0.0828947368421053,-0.215384615384615,-0.225062034739454,0.47967772967773,0.0333333333333333,-0.211908527890646,-0.152480836236934,-0.0619047619047619,-0.0393396702943472,-0.0442577030812325,-0.348467532467532,-0.348467532467532,-0.348467532467532,0.318584356819651,-0.362166162604519,0.335157004830918,0.0725381352541016,0.0653381352541016,-0.1,-0.111111111111111,-0.115458937198068,0.0166666666666667,-0.111111111111111,-0.0607843137254902,-0.126228167967298,0.0166666666666667,-0.13131291373001,0.0194444444444444,-0.0684766214177979,-0.134405697235165,-0.126228167967298,-0.477439469528202,0.141718992182285,-0.168571428571429,0.354411764705882,0.325,0.157692307692308,0.0805841423544645,0.276504314254483,-0.0793054604530014,0.140240761478164,0.140240761478164,0.118201754385965
"AKT",-0.389858919177427,-0.398620248482563,0.126228167967298,0.111111111111111,0,-0.0166666666666667,0.0607843137254902,0.0666666666666667,-0.0539527863144897,0.0333333333333333,0.1,-0.215384615384615,-0.0888550017427675,-0.225062034739454,-0.236037644495552,0.490161600645471,0.0619047619047619,-0.216632145981098,-0.157743994131671,-0.0442577030812325,-0.0342763791551067,-0.0393396702943472,-0.362166162604519,-0.362166162604519,-0.362166162604519,0.327901127005986,-0.373009536098495,0.348440212850968,0.074895037611004,0.0725381352541016,-0.111111111111111,-0.115458937198068,-0.126228167967298,0.0166666666666667,-0.115458937198068,-0.0684766214177979,-0.13131291373001,0.0194444444444444,-0.134405697235165,0.0204970760233918,-0.173527126468303,-0.13702108185055,-0.131256100928192,-0.487447740826796,0.14385966496516,-0.175430634347602,0.374411764705882,0.354411764705882,0.171025641025641,0.0831325623340772,0.282261890012059,-0.0718188294369587,0.141610624491862,0.141610624491862,0.137859874044085
"GSK3",-0.410352976821694,-0.418558105026822,0.146859796550199,0.130263157894737,-0.00909090909090909,-0.00432900432900433,0.165833333333333,0.153333333333333,-0.0470080932911793,0.153333333333333,0.125,-0.223249299719888,-0.0955885450660257,-0.235137411608,-0.244228320698909,0.401485928343334,0.0356862745098039,-0.217040765294562,-0.174753365769278,-0.0356862745098039,-0.035904148740836,-0.0319268760135633,-0.384668321610376,-0.384668321610376,-0.384668321610376,0.342268959111064,-0.390550674551552,0.368779912369397,0.0700910704875766,0.0675423448503952,-0.130263157894737,-0.140977443609023,-0.146937708509685,0.00755481078061723,-0.140977443609023,-0.171580459770115,-0.150747232319209,0.00816830771313257,-0.154041978534703,0.00721136991408951,-0.17670866489832,-0.156213031166282,-0.150633381455859,-0.502670473592047,0.147450407302159,-0.198911423606541,0.400248447204969,0.384057971014493,0.162765946475532,0.0527989269898874,0.253399022924861,-0.0706244480771169,0.148781729612265,0.148781729612265,0.133592519495014
"miR200",0.0248339658444023,0.0289037332862627,-0.133859154929577,-0.12,-0.02,-0.02,-0.0252631578947368,-0.02,-2.82485875706215e-05,0,-0.1,0.0446305418719212,0.0393516982338368,0.0515270935960591,0.0588717263644207,-0.12111207376999,-0.0142857142857143,0.154036333520464,0.0463595483107678,0.00428571428571428,0.00679035250463822,0.00883116883116883,0.161986222732491,0.161986222732491,0.161986222732491,-0.0407326152309331,0.168719389814786,-0.0558498908498909,-0.00296834688046162,-0.00265486725663717,0.12,0.124347826086957,0.134206981016534,0.0266666666666667,0.124,0.0338345864661654,0.137577767533388,0.0279324894514768,0.141942846898467,0.0301064024949551,0.039494963824656,0.143912543868164,0.137155858226281,0.212537648049083,0.1,0.183766653633845,-0.0183823529411765,-0.0125,0.0187749838813669,0.287640643788061,0.30679623713896,0.254906811300232,0.299422043010753,0.299422043010753,0.300776397515528
"ZEB2",-0.204069264069264,-0.200894660894661,-0.139067599067599,-0.127272727272727,-0.125,-0.125,-0.123611111111111,-0.111111111111111,-0.106099706744868,-0.1,-0.1,-0.058974358974359,-0.0582567351823637,-0.0496410256410256,-0.0458158890290038,-0.0456720770617608,-0.0416666666666667,0.00997060404362242,0.0305811965811966,0.0364035087719298,0.0460809281267685,0.0460809281267685,0.0721861471861472,0.0721861471861472,0.0721861471861472,0.0742351046698873,0.0766829351947125,0.0953966287371694,0.118930562738533,0.119540318836093,0.12,0.126666666666667,0.131929824561404,0.133571428571429,0.133939393939394,0.134722222222222,0.136559454191033,0.138449477351916,0.140080580951597,0.141176750079189,0.141264278296989,0.141768892639908,0.143654755030902,0.158922208022396,0.161300892668545,0.164187109835882,0.208831168831169,0.214285714285714,0.231410256410256,0.246374876301661,0.276271022098369,0.325726342047116,0.33110589333655,0.33110589333655,0.427340645159046
