"","FOXC2","miR200","NOTCHic","NOTCH","HEY1","LIV1","Csl","SMAD","Patched","SHH","Csn","TWIST1","RAF","PI3K","NFB","cfos","STAT","Frizzled","SNAI1","SRC","CD44","ZEB1","ZEB2","Ecadherin","PAK1","TGF","TGFR","SOSGRB2","cMet","CDC42","TCFLEF","cateninnuc","cateninmemb","Wnt","GLI","ERK","SNAI2","AXIN2","MEK","RKIP","DSH","IKK","AKT","RAS","EGR1","DELTA","ILK","KLF4","TrCP","Jagged","SMO","FUS","Destcompl","SUFU","GSK3"
"GSK3",0.341639437673709,0.00604134309454306,-0.137740200975495,-0.137480460715755,-0.0120348021754191,0.075,-0.134243697478992,-0.00045663297352749,0.00522046394795257,0.00282811945034492,0.140833333333333,0.150404791551295,-0.229783029513655,-0.229783029513655,0.140833333333333,0.198474945533769,0.0592105263157895,0.0520676691729323,0.237676023560756,0.0520676691729323,0.0501849823233581,0.18156985536639,-0.18156985536639,0.24152574515574,0.0846376811594203,0.0919815567959789,0.0909559157703378,-0.0197047044466216,-0.0487564108947866,0.091304347826087,-0.0529454453687721,-0.0549849190529827,0.103961339660794,-0.0487996953167232,-0.0506864877695534,-0.206745622225498,-0.0710022329165348,-0.0950560842495305,-0.208450167680044,-0.272894999737105,-0.0592105263157895,-0.144281609195402,-0.145136310050103,0.231043533715336,-0.205882352941176,0.229783029513655,0.00210580838582134,-0.176042417263355,-0.153333333333333,0.00576103708356796,-0.00828794861052926,-0.017965367965368,0.312597241935062,-0.0227272727272727,0.229248576118631
"DSH",0.337971176110711,0.00428284368070953,-0.134243697478992,-0.137740200975495,-0.0096126568466994,0.1,-0.144047619047619,-0.00210580838582134,0.00828794861052926,0.00522046394795257,0.153333333333333,0.149764586685738,-0.22502112475175,-0.22502112475175,0.140833333333333,0.205882352941176,0.075,0.0592105263157895,0.234685990338164,0.0592105263157895,0.0487564108947866,0.177557968293581,-0.177557968293581,0.241163545616722,0.0933333333333333,0.0909559157703378,0.091304347826087,-0.0266814486326681,-0.0520676691729323,0.0846376811594203,-0.0501849823233581,-0.0529454453687721,0.105729686256727,-0.0520676691729323,-0.0487996953167232,-0.198474945533769,-0.0709159516395719,-0.096121533260185,-0.206745622225498,-0.270639360639361,-0.075,-0.140833333333333,-0.144281609195402,0.229783029513655,-0.2,0.22502112475175,0.000219015932991155,-0.169935547034348,-0.133333333333333,0.00415519766750957,-0.017965367965368,-0.0227272727272727,0.311082624111885,-0.05,0.325754399745919
"Wnt",0.327692307692308,0.0163636363636364,-0.135714285714286,-0.144047619047619,0.00102564102564102,0,-0.15,0.000715563506261181,0.0227272727272727,0.017965367965368,0.1,0.137647058823529,-0.209022556390977,-0.209022556390977,0.133333333333333,0.2,0.1,0,0.227743271221532,0.1,0.0592105263157895,0.176996652319464,-0.176996652319464,0.244517814993818,0.1,0.0846376811594203,0.0933333333333333,-0.0272727272727273,-0.075,0.1,-0.0520676691729323,-0.0487564108947866,0.106779661016949,-0.075,-0.0592105263157895,-0.2,-0.0605172413793103,-0.110909090909091,-0.205882352941176,-0.26,0,-0.153333333333333,-0.140833333333333,0.222658920027341,-0.1,0.209022556390977,-0.00769230769230769,-0.184313725490196,-0.1,0.0067156862745098,-0.05,0,0.301355874157443,0,0.312539184952978
"NFB",0.405503067096693,0.0195373635515498,-0.112265512265512,-0.11678164129777,-0.0929824561403509,-0.1,-0.104329004329004,-0.0897575259384674,-0.125415070242656,-0.124210250965548,0.114285714285714,0.351633986928105,-0.21177798795191,-0.21177798795191,0.0476190476190476,0.112857142857143,-0.111111111111111,-0.126495726495726,0.193560559409142,-0.126495726495726,-0.118742575691728,0.176457753579351,-0.176457753579351,0.202787770583732,-0.0777777777777778,-0.0751144866385373,-0.0801777777777778,-0.0380274214949137,0.124957264957265,-0.0777777777777778,0.116210930122108,0.114877596788775,0.194616086131398,0.124957264957265,0.119339287429175,-0.132857142857143,-0.422994055847085,0.151919959473151,-0.141353874883287,-0.194521507636262,0.111111111111111,-0.0503217503217503,-0.056988416988417,0.213270525265343,-0.0928571428571429,0.21177798795191,0.0878987898789879,-0.182692307692308,-0.1,-0.0153719498627902,0.118518518518519,0.1,0.326583078990089,0.12,0.383104934281405
"ERK",0.373464525533491,-0.00267260241726937,0.021271105212711,0.0137918808359797,0.0944955086535042,-0.0666666666666667,0.0161616161616162,0.0901439379376981,0.0522417229186757,0.0503093557689172,0.226785714285714,0.332136488741286,-0.29991563991564,-0.29991563991564,0.229816017316017,0.131445341159208,-0.124561403508772,-0.147435897435897,0.35073387910495,-0.155330634278003,-0.158316452530997,0.174407154270709,-0.174407154270709,0.352335181466782,0.06,0.0685221620592383,0.065225458762535,0.129706272152874,0.161624340571709,0.057196261682243,0.152368497140662,0.147507386029551,0.320223159031431,0.153729603729604,0.150471458366195,-0.241445341159208,0.114415895533977,0.167204323805127,-0.25955119074138,-0.209836035279087,0.116666666666667,-0.238051311433664,-0.249977916938252,0.307286376989347,-0.116551724137931,0.29991563991564,-0.0916636947766038,-0.168191473980403,-0.214285714285714,-0.17460776414605,-0.0659672131147541,-0.084,0.410960701382339,-0.12,0.296145417311862
"MEK",0.359618371687337,-0.000221622025112505,0.0161616161616162,0.021271105212711,0.0921064301552106,0,0.0161616161616162,0.0916636947766038,0.0659672131147541,0.0522417229186757,0.214285714285714,0.327004727298845,-0.287534687534687,-0.287534687534687,0.226785714285714,0.116551724137931,-0.0666666666666667,-0.116666666666667,0.34147461984569,-0.124561403508772,-0.161624340571709,0.167005579467559,-0.167005579467559,0.351270986478797,0.06,0.065225458762535,0.057196261682243,0.126793650793651,0.155330634278003,0.06,0.158316452530997,0.152368497140662,0.322983048635846,0.147435897435897,0.153729603729604,-0.131445341159208,0.116670178671939,0.162814079902688,-0.241445341159208,-0.194515701017249,0.0666666666666667,-0.229816017316017,-0.238051311433664,0.29991563991564,-0.12,0.287534687534687,-0.0912946910865669,-0.161214729794357,-0.2,-0.176414993061713,-0.084,-0.12,0.403933268086585,-0.1,0.284973755186521
"RKIP",0.341600353669319,-0.000531219548332319,0.0161616161616162,0.0161616161616162,0.0975609756097561,0,-0.0111111111111111,0.0912946910865669,0.084,0.0659672131147541,0.2,0.314916815210933,-0.261038961038961,-0.261038961038961,0.214285714285714,0.12,0,-0.0666666666666667,0.326090004461075,-0.0666666666666667,-0.155330634278003,0.161450023912004,-0.161450023912004,0.350906687753842,0.0666666666666667,0.057196261682243,0.06,0.113460317460317,0.124561403508772,0.06,0.161624340571709,0.158316452530997,0.324446463269993,0.116666666666667,0.147435897435897,-0.116551724137931,0.125672611761963,0.144796061884669,-0.131445341159208,-0.180042016806723,0,-0.226785714285714,-0.229816017316017,0.287534687534687,-0.02,0.261038961038961,-0.0962451861360719,-0.149450023912004,-0.2,-0.174775648799418,-0.12,-0.1,0.390125736705832,-0.1,0.265563435776202
"RAF",0.341600353669319,-0.000531219548332319,0.0161616161616162,0.0161616161616162,0.0975609756097561,0,-0.0111111111111111,0.0912946910865669,0.084,0.0659672131147541,0.2,0.314916815210933,-0.261038961038961,-0.261038961038961,0.214285714285714,0.12,0,-0.0666666666666667,0.326090004461075,-0.0666666666666667,-0.155330634278003,0.161450023912004,-0.161450023912004,0.350906687753842,0.0666666666666667,0.057196261682243,0.06,0.113460317460317,0.124561403508772,0.06,0.161624340571709,0.158316452530997,0.324446463269993,0.116666666666667,0.147435897435897,-0.116551724137931,0.125672611761963,0.144796061884669,-0.131445341159208,-0.180042016806723,0,-0.226785714285714,-0.229816017316017,0.287534687534687,-0.02,0.261038961038961,-0.0962451861360719,-0.149450023912004,-0.2,-0.174775648799418,-0.12,-0.1,0.390125736705832,-0.1,0.265563435776202
"STAT",0.376013633265167,0.0114128375585212,0.0580816110227875,0.0396350090810399,0.00666666666666667,-0.1,0.0607843137254902,-0.00510300405352879,-0.0949612403100775,-0.0887665500445908,0.05,0.351575402774803,-0.294039495450786,-0.294039495450786,0.07,0.28,-0.271428571428571,-0.296428571428571,0.248030045187906,-0.296428571428571,-0.276226551226551,0.157495069033531,-0.157495069033531,0.32971397156309,0.0272727272727273,0.0408930552666251,0.0394437799043062,0.137274220032841,0.287337662337662,0.0210227272727273,0.267709201068823,0.262107294036641,0.347017252736415,0.287337662337662,0.276413292589763,-0.303529411764706,-0.367288897111582,0.334908620790974,-0.343314358001265,-0.275242921492921,0.271428571428571,-0.0938095238095238,-0.115843422114609,0.302248450674666,-0.2,0.294039495450786,-0.000644122383252818,-0.0528520499108734,0,-0.120658325469775,0.0833333333333333,0.05,0.394133407046028,0,0.299621717846017
"Destcompl",0.109063124451089,-0.0342393973570812,-0.137058362710537,-0.134052350686489,-0.00638694638694639,0.261111111111111,-0.143580101840971,0.00527151211361738,0.148947480367884,0.145659279207343,0.1,-0.0178360208161552,-0.080720764991564,-0.080720764991564,0.091304347826087,0.113519813519814,0.246825396825397,0.231756903674712,0.177812245098712,0.231756903674712,0.219567848948344,0.154901839860212,-0.154901839860212,0.104400110596122,0.0795918367346939,0.0781477091744139,0.0766698766620986,-0.0661504751686619,-0.223299192231926,0.0761435608726249,-0.218882917441494,-0.219749822081984,-0.164536600091115,-0.223836111595504,-0.220311065213315,-0.107508884558065,0.257651838742471,-0.279677576752436,-0.107086943629795,-0.199941475375118,-0.246825396825397,-0.0867998433215825,-0.0874709842611798,0.0829185671893662,-0.125641025641026,0.080720764991564,-0.00492063492063492,-0.145405625629955,-0.1,0.213811962104323,-0.154646962233169,-0.163218390804598,0.131966273288435,-0.166666666666667,0.218239662939577
"Csn",0.356864566570327,0.00925431672712639,-0.102525252525253,-0.11021756021756,-0.00565060908084164,0.0666666666666667,-0.111616161616162,-0.00369474072181684,-0.0174556626169529,-0.0182753347481005,0.145,0.176499142901667,-0.266599576662071,-0.266599576662071,0.136666666666667,0.211515151515152,0.0166666666666667,-0.00747126436781609,0.246815176593938,-0.00747126436781609,-0.0106412777546969,0.152962779156328,-0.152962779156328,0.231143417670457,0.1,0.101329363828919,0.101090700344432,-0.00910411622276029,0.0110857221991414,0.0895522388059702,0.0067827568543754,0.00251336419051491,0.162299694383262,0.0110857221991414,0.010649040976434,-0.207619047619048,-0.178244606130059,-0.0168618193264086,-0.225327380952381,-0.28022751848656,-0.0166666666666667,-0.140833333333333,-0.149633333333333,0.27293354979067,-0.193333333333333,0.266599576662071,0.000866977225672878,-0.144606765783236,-0.22,-0.0323567649281935,0.00562770562770563,-0.00952380952380952,0.362632114980626,-0.0428571428571429,0.358545652765298
"PI3K",0.176608594657375,0.0171238302385843,-0.132692307692308,-0.123014888337469,-0.00126458816802879,0.1,-0.125,0.0114116046418567,0.0333333333333333,0.0222222222222222,0.0333333333333333,0.00010408534998699,-0.179861471861472,-0.179861471861472,0.0333333333333333,0.185714285714286,0.1,0.0888888888888889,0.16695652173913,0.0888888888888889,0.0712300260126347,0.144709658048915,-0.144709658048915,0.169561376375096,0.175,0.17532137733142,0.172882352941176,0.0215384615384615,-0.0758454106280193,0.180882352941176,-0.0706650542612223,-0.0716959820962738,0.0586329361491633,-0.0758454106280193,-0.0712300260126347,-0.191596638655462,0.0219687054395587,-0.118761904761905,-0.180121228819397,-0.211344537815126,-0.1,-0.0274509803921569,-0.0248868778280543,0.178491608847773,-0.2,0.179861471861472,-0.00901160464185674,-0.146929824561404,0,0.0103508771929825,-0.0333333333333333,-0.05,0.261206059845419,0,0.192592592592593
"ILK",0.176608594657375,0.0171238302385843,-0.132692307692308,-0.123014888337469,-0.00126458816802879,0.1,-0.125,0.0114116046418567,0.0333333333333333,0.0222222222222222,0.0333333333333333,0.00010408534998699,-0.179861471861472,-0.179861471861472,0.0333333333333333,0.185714285714286,0.1,0.0888888888888889,0.16695652173913,0.0888888888888889,0.0712300260126347,0.144709658048915,-0.144709658048915,0.169561376375096,0.175,0.17532137733142,0.172882352941176,0.0215384615384615,-0.0758454106280193,0.180882352941176,-0.0706650542612223,-0.0716959820962738,0.0586329361491633,-0.0758454106280193,-0.0712300260126347,-0.191596638655462,0.0219687054395587,-0.118761904761905,-0.180121228819397,-0.211344537815126,-0.1,-0.0274509803921569,-0.0248868778280543,0.178491608847773,-0.2,0.179861471861472,-0.00901160464185674,-0.146929824561404,0,0.0103508771929825,-0.0333333333333333,-0.05,0.261206059845419,0,0.192592592592593
"GLI",0.323822561919505,0.034678324771204,0.0390893015030946,0.0343273967411898,0.0233746634425752,-0.2,0.0490893015030946,0.0211145807367232,-0.12421679197995,-0.125451359881184,0.0944444444444444,0.234804628497328,-0.277255551680037,-0.277255551680037,0.0997076023391813,0.362619047619048,-0.24,-0.336774193548387,0.187874739650649,-0.236774193548387,-0.228300686399523,0.144428400750981,-0.144428400750981,0.237074759741144,0.125,0.142635016010308,0.142870310127955,0.0359349500057465,0.234335169158143,0.142241379310345,0.221482504581341,0.217597268478531,0.271932139388609,0.333244781783681,0.226861803060277,-0.387294372294372,-0.408258141137132,0.279856582125604,-0.397791609863433,-0.224981536173195,0.34,-0.113993316624896,-0.118680816624896,0.279433769501819,-0.354285714285714,0.277255551680037,-0.018952418574561,-0.139577005577006,-0.0833333333333333,-0.108782504417813,0.12421679197995,0.113690476190476,0.316314476593192,0.0761904761904762,0.215334293022349
"AKT",0.178112354055871,0.0144500334471405,-0.123014888337469,-0.126673424922835,0.00249481032821181,0.1,-0.132692307692308,0.00972810295835506,0.0222222222222222,0.0222222222222222,0.0333333333333333,0.000409895747540506,-0.178491608847773,-0.178491608847773,0.0274509803921569,0.191596638655462,0.0888888888888889,0.0758454106280193,0.169713413969707,0.0758454106280193,0.0706650542612223,0.144024726542066,-0.144024726542066,0.168046224859944,0.180882352941176,0.175019262527795,0.17532137733142,0.0193162393162393,-0.0712300260126347,0.172882352941176,-0.0716959820962738,-0.0732344436347354,0.0571038841613957,-0.0712300260126347,-0.0706713667947576,-0.180121228819397,0.0208631778013678,-0.11623482894963,-0.183918697173827,-0.211965655827548,-0.0888888888888889,-0.0248868778280543,-0.123876776817953,0.181142211257412,-0.185714285714286,0.178491608847773,-0.0114116046418567,-0.142656320287899,-0.0333333333333333,0.00902637388172417,-0.0333333333333333,-0.0333333333333333,0.262612180606378,-0.05,0.194608721624851
"SNAI1",0.305832603053393,0.0228764902516713,0.0352747252747253,0.0271114599686028,0.00170838950272763,-0.24,0.0407692307692308,-0.00525413011426581,-0.0552824714115037,-0.0496514034503386,0.0458333333333333,0.232743256743257,-0.19926293059722,-0.19926293059722,0.0668859649122807,0.283330876934414,-0.236296296296296,-0.228401559454191,0.0926428019257622,-0.228188188188188,-0.211869889691672,0.13720625062398,-0.13720625062398,0.218746511392887,0.0215686274509804,0.0241182845187496,0.024723123228427,0.0306666562882703,0.219277297099079,0.0230837789661319,0.208007820726155,0.207233427334312,0.256046430749863,0.219133266771264,0.212369098581136,-0.295330876934414,-0.395341276923596,0.269213503910966,-0.305196347786432,-0.22970694000052,0.236296296296296,-0.0742933723196881,-0.0777655945419103,0.199755541434659,-0.244347826086957,0.19926293059722,0.00267110428400751,-0.142744900912206,-0.0333333333333333,-0.0740391806006656,0.0552824714115037,0.0589861751152074,0.316930751845034,0.0428571428571429,0.156516764176418
"LIV1",0.304180760613749,0.0174009859289047,0.0407692307692308,0.0352747252747253,-0.00186303906870094,-0.2,0.0576923076923077,-0.00267110428400751,-0.0552824714115037,-0.0552824714115037,0.0333333333333333,0.235307359307359,-0.198808385142675,-0.198808385142675,0.0458333333333333,0.244347826086957,-0.24,-0.236296296296296,0.190685506552097,-0.236296296296296,-0.219277297099079,0.136837246933944,-0.136837246933944,0.217653899530244,0,0.024723123228427,0.0230837789661319,0.0408553355335533,0.228188188188188,0.0215686274509804,0.211869889691672,0.208007820726155,0.256771819350899,0.228401559454191,0.219133266771264,-0.283330876934414,-0.397386198143844,0.275740310437773,-0.295330876934414,-0.222175559247382,0.24,-0.0668859649122807,-0.0742933723196881,0.19926293059722,-0.24,0.198808385142675,0.00589691073562041,-0.130595368201926,-0.0333333333333333,-0.0775685923653715,0.0589861751152074,0.0428571428571429,0.317150050090648,0.00952380952380952,0.156450757575758
"EGR1",0.304180760613749,0.0174009859289047,0.0407692307692308,0.0352747252747253,-0.00186303906870094,-0.2,0.0576923076923077,-0.00267110428400751,-0.0552824714115037,-0.0552824714115037,0.0333333333333333,0.235307359307359,-0.198808385142675,-0.198808385142675,0.0458333333333333,0.244347826086957,-0.24,-0.236296296296296,0.190685506552097,-0.236296296296296,-0.219277297099079,0.136837246933944,-0.136837246933944,0.217653899530244,0,0.024723123228427,0.0230837789661319,0.0408553355335533,0.228188188188188,0.0215686274509804,0.211869889691672,0.208007820726155,0.256771819350899,0.228401559454191,0.219133266771264,-0.283330876934414,-0.397386198143844,0.275740310437773,-0.295330876934414,-0.222175559247382,0.24,-0.0668859649122807,-0.0742933723196881,0.19926293059722,-0.24,0.198808385142675,0.00589691073562041,-0.130595368201926,-0.0333333333333333,-0.0775685923653715,0.0589861751152074,0.0428571428571429,0.317150050090648,0.00952380952380952,0.156450757575758
"SMAD",0.263997992662367,0.0301723707490746,0.15799671592775,0.150853858784893,0.115591272928095,-0.2,0.175238095238095,-0.00423206930056245,0.041085626911315,0.0429443629707945,0.111111111111111,0.228722268747451,-0.103602109680712,-0.103602109680712,0.125396825396825,0.209677419354839,-0.242857142857143,-0.20952380952381,0.139518969829454,-0.242857142857143,-0.221780494015788,0.113964044705348,-0.113964044705348,0.223072729029689,-0.0404761904761905,-0.0169825969848635,-0.0193730352318754,0.0426205264714581,0.233053221288515,-0.0221663313212609,0.214046437028,0.21050033773722,0.262592989501682,0.199908424908425,0.188397633541518,-0.244561140285071,-0.393039299994726,0.280146958998226,-0.259945755669687,-0.161617794033215,0.20952380952381,-0.146965452847806,-0.156298786181139,0.104260004417554,-0.2,0.103602109680712,-0.0933869783184852,-0.110873153326739,-0.1,-0.196865102639296,-0.0383333333333333,-0.0583333333333333,0.221640379623543,-0.0833333333333333,0.0545099943220244
