"","TGFR","CDC42","TGF","FOXC2","NOTCHic","NOTCH","Csl","Jagged","FUS","TWIST1","SMO","Patched","SHH","SMAD","SNAI1","SUFU","miR200","RKIP","AKT","NFB","IKK","RAS","PI3K","DELTA","SRC","cateninmemb","STAT","EGR1","MEK","GSK3","LIV1","cfos","ERK","ZEB2","ZEB1","DSH","Ecadherin","TCFLEF","CD44","cateninnuc","RAF","GLI","Frizzled","cMet","AXIN2","Wnt","SNAI2","HEY1","Destcompl","ILK","Csn","TrCP","KLF4","SOSGRB2","PAK1"
"STAT",0.193540669856459,0.190909090909091,0.194023761643899,0.212410361281527,0.00418653948065713,-0.0103765673154594,-0.00392156862745098,-0.030566875196589,0,0.16945942613109,-0.02,-0.0316279069767442,-0.0272031282156822,-0.0436837136987062,0.0896936243480022,0,-0.0963696544419436,0.0786325611325611,-0.0567635189669088,-0.07,-0.0652380952380952,0.126871767095046,0.124632961124897,0.124632961124897,-0.0321428571428571,-0.100590588417638,-0.0571428571428571,-0.0666666666666667,-0.074471853257432,0.0797641299510458,0,0.106666666666667,0.0949019607843137,-0.194531109915725,-0.194531109915725,0.0571428571428571,0.0634509599564509,0.0530208925319335,0.0545981795981796,0.0512330498620885,-0.124632961124897,0.0545263559969442,0.0321428571428571,0.0503246753246753,0.0968568686215745,0.0503246753246753,-0.147465354797187,0.0373333333333333,0.107964673132587,0.0413848631239936,0.05,0,-0.0975539710833828,-0.238587848932677,-0.190909090909091
"Jagged",0.188888888888889,0.2,0.192888888888889,0.185714285714286,0.08,0.0942857142857143,0.1,0.00337662337662337,0,0.071,-0.0333333333333333,-0.0333333333333333,-0.041025641025641,-0.0380952380952381,0.0916666666666667,0,-0.0975757575757576,0.0564102564102564,-0.0444444444444444,0,-0.0333333333333333,0.0151515151515151,0.0333333333333333,0.0333333333333333,0,0.072698006219133,0,0.1,-0.0933333333333333,-0.0547892720306513,0,0,0.06,-0.193236714975845,-0.193236714975845,0,-0.0934035087719298,-0.033986013986014,-0.0430769230769231,-0.0306893106893107,-0.0333333333333333,-0.0430769230769231,0,-0.02,-0.0342857142857143,-0.02,-0.133810960281549,0.133333333333333,-0.0262857142857143,0.0333333333333333,0,0,-0.188888888888889,-0.18,-0.2
"DELTA",0.188888888888889,0.2,0.192888888888889,0.185714285714286,0.08,0.0942857142857143,0.1,0.00337662337662337,0,0.071,-0.0333333333333333,-0.0333333333333333,-0.041025641025641,-0.0380952380952381,0.0916666666666667,0,-0.0975757575757576,0.0564102564102564,-0.0444444444444444,0,-0.0333333333333333,0.0151515151515151,0.0333333333333333,0.0333333333333333,0,0.072698006219133,0,0.1,-0.0933333333333333,-0.0547892720306513,0,0,0.06,-0.193236714975845,-0.193236714975845,0,-0.0934035087719298,-0.033986013986014,-0.0430769230769231,-0.0306893106893107,-0.0333333333333333,-0.0430769230769231,0,-0.02,-0.0342857142857143,-0.02,-0.133810960281549,0.133333333333333,-0.0262857142857143,0.0333333333333333,0,0,-0.188888888888889,-0.18,-0.2
"SMAD",0.181802172438729,0.182360831656606,0.180606953315223,0.179707998956875,0.11576354679803,0.103858784893268,0.123809523809524,0.0789090909090909,0.0666666666666667,0.0924385980503515,0.0516666666666667,0.0470795107033639,0.0504252356104271,-0.0434726916918698,0.0807172200559298,0.0916666666666667,-0.0914579873435584,0.0875253273955084,0.0378207282913165,0.0214285714285714,0.0351540616246499,0.1569091267271,0.154277547779731,0.154277547779731,0.00285714285714285,-0.0188774118321832,0.00285714285714285,-0.114285714285714,-0.0685726033156641,0.0718044208645712,-0.04,0.0981566820276498,0.0772264494695102,-0.181981865442475,-0.181981865442475,-0.00952380952380952,-0.0415472049167896,0.00825925376935035,0.0124654952890247,0.00755003391119432,-0.154277547779731,0.00586080586080587,-0.00952380952380952,0.0128291316526611,0.0476039459574072,0.00586080586080587,-0.189956015594705,-0.0389399618131674,-0.0170572470663173,-0.0555749273557493,-0.0166666666666667,-0.05,-0.184058789570257,-0.16081041112097,-0.180952380952381
"PI3K",-0.00188235294117647,-0.00588235294117647,0.00218268770923003,0.020513356562137,-0.0865384615384615,-0.0800868486352357,-0.125,-0.0657894736842105,0,0.027192297684101,0.0333333333333333,0.0256410256410256,0.0173076923076923,-0.0159734293717487,0.00619162640901771,0,-0.073693626562479,-0.0073852617970265,-0.0817496229260935,-0.0666666666666667,-0.0843137254901961,0.095501630789302,0.0927619047619048,0.0927619047619048,-0.166666666666667,-0.0579854074826921,-0.2,0,-0.0582724893235983,0.0575396825396825,-0.1,0.0285714285714286,0.0697478991596639,-0.167878994433354,-0.167878994433354,0.2,-0.00472505058492453,0.16947716493774,0.164392419175028,0.168858608236709,-0.0927619047619048,0.164392419175028,0.166666666666667,0.153623188405797,0.195428571428571,0.153623188405797,-0.111990440877374,0.00583863047792016,0.275304247330384,0.0135734293717487,0.0333333333333333,0,-0.165570175438597,-0.122307692307692,0
"ILK",-0.00188235294117647,-0.00588235294117647,0.00218268770923003,0.020513356562137,-0.0865384615384615,-0.0800868486352357,-0.125,-0.0657894736842105,0,0.027192297684101,0.0333333333333333,0.0256410256410256,0.0173076923076923,-0.0159734293717487,0.00619162640901771,0,-0.073693626562479,-0.0073852617970265,-0.0817496229260935,-0.0666666666666667,-0.0843137254901961,0.095501630789302,0.0927619047619048,0.0927619047619048,-0.166666666666667,-0.0579854074826921,-0.2,0,-0.0582724893235983,0.0575396825396825,-0.1,0.0285714285714286,0.0697478991596639,-0.167878994433354,-0.167878994433354,0.2,-0.00472505058492453,0.16947716493774,0.164392419175028,0.168858608236709,-0.0927619047619048,0.164392419175028,0.166666666666667,0.153623188405797,0.195428571428571,0.153623188405797,-0.111990440877374,0.00583863047792016,0.275304247330384,0.0135734293717487,0.0333333333333333,0,-0.165570175438597,-0.122307692307692,0
"Csn",0.0677060501687367,0.0612957937584803,0.0669900597152761,0.0790360206170401,-0.0770562770562771,-0.0885947385947386,-0.0939393939393939,-0.0469315067420175,0.00793650793650794,0.0999953249181861,-0.00115440115440116,-0.0151328957780571,-0.0151328957780571,-0.0327194903053431,-0.0309281334323958,-0.0142857142857143,-0.0708425099558558,-0.0305684139241751,0.0154,0.005,0.005,0.155902992926956,0.153023914232138,0.153023914232138,-0.128735632183908,-0.0357392196772401,-0.166666666666667,-0.0733333333333333,-0.0784604978354978,0.137930846058819,-0.2,0.118787878787879,0.104502164502164,-0.153970223325062,-0.153970223325062,0.166666666666667,-0.0360168415251433,0.14932084979605,0.147391589345889,0.146735161281318,-0.153023914232138,0.147213035245938,0.128735632183908,0.137169367123667,0.177812991816179,0.137169367123667,-0.211711464181365,0.0212541528239203,0.260228247054974,0.0293775879917184,-0.03,0.02,-0.157874021403433,-0.125970252507783,-0.0568181818181818
"MEK",0.138958611481976,0.134285714285714,0.146987808562268,0.139795763933695,0.0860916860916861,0.0999602992303722,0.0707070707070707,0.0635738274825085,0.0466666666666667,0.139079907021083,0.0586666666666667,0.0603060109289617,0.0531164684453016,0.048985901922594,0.0525813165703369,0.0666666666666667,-0.0828515005205124,-0.0491707209199469,0.0168130888719124,0.0321428571428571,0.0109307359307359,0.141141636141636,0.151617826617827,0.151617826617827,-0.0508771929824561,0.0971317228275622,-0.0666666666666667,0.05,-0.127149669845928,0.0618318511935533,0,0.00172413793103449,0.0421496698459281,-0.149602468629728,-0.149602468629728,0.0666666666666667,-0.116354418381073,0.0266943783416262,0.0162618083670715,0.0307835976724813,-0.151617826617827,0.012051282051282,0.0466666666666667,0.0239541160593792,0.0264371966903612,0.0197435897435897,-0.351936363570614,-0.0444029141590117,0.183161102558616,-0.0515689277528523,-0.0571428571428571,-0.1,-0.140793878527021,-0.170095238095238,-0.153333333333333
"RKIP",0.134285714285714,0.153333333333333,0.138958611481976,0.136192160330091,0.0707070707070707,0.0860916860916861,0.0888888888888889,0.0578361225644757,0.0666666666666667,0.138713606654783,0.0466666666666667,0.0586666666666667,0.0603060109289617,0.0515689277528523,0.0512992652882856,0.1,-0.0782075376722152,-0.0689075630252101,0.0109307359307359,0.0571428571428571,0.0321428571428571,0.151617826617827,0.167857142857143,0.167857142857143,-0.0666666666666667,0.109570747217806,0,0.15,-0.0421496698459281,0.0625689519306541,0,-0.05,0.00172413793103449,-0.14087230989957,-0.14087230989957,0,-0.119815256268141,0.0162618083670715,0.0239541160593792,0.0266943783416262,-0.167857142857143,0.0197435897435897,0.0666666666666667,0.0508771929824561,0.0372480075011721,0.0466666666666667,-0.352909599580346,-0.0407665505226481,0.180232232265729,-0.0485986307231493,-0.1,-0.1,-0.13687230989957,-0.198984126984127,-0.2
"RAF",0.134285714285714,0.153333333333333,0.138958611481976,0.136192160330091,0.0707070707070707,0.0860916860916861,0.0888888888888889,0.0578361225644757,0.0666666666666667,0.138713606654783,0.0466666666666667,0.0586666666666667,0.0603060109289617,0.0515689277528523,0.0512992652882856,0.1,-0.0782075376722152,-0.0689075630252101,0.0109307359307359,0.0571428571428571,0.0321428571428571,0.151617826617827,0.167857142857143,0.167857142857143,-0.0666666666666667,0.109570747217806,0,0.15,-0.0421496698459281,0.0625689519306541,0,-0.05,0.00172413793103449,-0.14087230989957,-0.14087230989957,0,-0.119815256268141,0.0162618083670715,0.0239541160593792,0.0266943783416262,-0.167857142857143,0.0197435897435897,0.0666666666666667,0.0508771929824561,0.0372480075011721,0.0466666666666667,-0.352909599580346,-0.0407665505226481,0.180232232265729,-0.0485986307231493,-0.1,-0.1,-0.13687230989957,-0.198984126984127,-0.2
"SOSGRB2",0.128901098901099,0.144285714285714,0.128191879042943,0.124969474969475,0.0755244755244755,0.0882005318625037,0.0909090909090909,0.158118841660242,0.166666666666667,0.110434782608696,0.15,0.152702702702703,0.148051539912005,0.143925107150914,0.0570966595593461,0.2,-0.0823081434950428,-0.0559941520467836,0.134210526315789,0.166666666666667,0.150877192982456,0.0637186730407069,0.0726930320150659,0.0726930320150659,-0.0428571428571429,0.102516204516205,0,0.142857142857143,0.0633321633321633,0.0497927380395823,0,-0.10952380952381,-0.0906048906048906,-0.116115288220551,-0.116115288220551,0,-0.106010897631669,0.00570992699139152,0.0109730848861284,0.0101076325363246,-0.0726930320150659,0.00771221532091097,0.0428571428571429,0.0211180124223602,0.0181724422442244,0.0178571428571429,-0.351674039650789,-0.133143939393939,0.0795904319394252,-0.143225806451613,-0.2,-0.2,-0.117543859649123,-0.233888888888889,-0.164285714285714
"TCFLEF",0.0412836674301573,0.0422182468694096,0.042277044913601,0.148475566211667,0.0148095010361868,0.0111550159863529,0.00696636378128487,-0.15525176917921,0.0933333333333333,0.190779774410237,0.0933333333333333,0.0933333333333333,0.0970143149284254,-0.0538683657983245,-0.0687709431433281,0.1,-0.0341413272136164,0.0536129861780778,-0.190931003078268,-0.18774025974026,-0.194191872643486,0.222185948650274,0.222842978873665,0.222842978873665,-0.195,-0.0655702760858838,-0.2,-0.144285714285714,-0.17123112659698,0.229965461307954,-0.2,0.175993031358885,0.18075493612079,-0.100081694134326,-0.100081694134326,0.194117647058824,-0.0569833629134925,0.103781589933117,0.202063376874698,0.104898428421089,-0.222842978873665,0.196188836738709,0.189117647058824,0.202692307692308,0.5539663003663,0.196809954751131,-0.336877129642766,0.0430003489072858,0.299045951344415,0.0532947520315941,0.15974025974026,0.114285714285714,-0.101725235548765,-0.102978658068478,-0.0538461538461538
"RAS",0.0376470588235294,0.02,0.0465579499126383,0.0601587301587302,-0.00526315789473684,0.0192651439920556,0,-0.110313424009462,-0.1,-0.0301036552100382,-0.0833333333333333,-0.0633333333333333,-0.0718079096045198,-0.0800247371675943,0.0284562438544739,-0.1,-0.0816923076923077,0.111194968553459,-0.126666666666667,-0.133333333333333,-0.126666666666667,0.00141025641025641,0.107179487179487,0.107179487179487,-0.15,-0.0735769347950783,-0.1,0.08,-0.0154592363261094,0.0530878552971576,0,0.02,0.0252631578947368,-0.0814212076583211,-0.0814212076583211,0.1,0.0593924315444228,0.12054202368345,0.106695869837297,0.127057604419994,-0.107179487179487,0.108823529411765,0.15,0.108823529411765,0.134571805006588,0.108823529411765,0.184335652307659,0.0646245059288538,0.129553413274343,0.0718614718614718,0.1,0.1,-0.0721428571428571,0.0402597402597403,-0.02
"HEY1",0.0117575757575758,0.0130909090909091,0.0122453806356245,-0.0442792005556676,0.00488038277511962,-0.000274256400138116,-0.0109090909090909,-0.0180727817909227,0.0333333333333333,0.0195337690631808,0.0333333333333333,0.0208333333333333,0.0240591397849462,0.00521739130434783,0.0334028749158579,0,-0.0132763532763533,0.0207276850133993,0.0826455026455026,0.08,0.0752380952380952,-0.0814781297134238,-0.082948717948718,-0.082948717948718,-0.00392156862745098,0.0761030602189139,-0.0333333333333333,0.12,0.0981134571916864,-0.086911464932241,-0.0333333333333333,-0.110909090909091,-0.099144385026738,-0.023921568627451,-0.023921568627451,0.0333333333333333,0.0417940151400266,0.0149116907399189,0.015246138900454,0.0120474317112763,0.082948717948718,0.0160707266066009,0.00392156862745098,0.0108983128134975,-0.0844527182646219,0.0108983128134975,0.0966846365713902,-0.00517952635599695,-0.0878740424187182,-0.00666666666666667,-0.1,-0.1,-0.0111111111111111,0.0420097198399085,-0.00909090909090909
"FOXC2",0.0117575757575758,0.0130909090909091,0.0122453806356245,-0.0442792005556676,0.00488038277511962,-0.000274256400138116,-0.0109090909090909,-0.0180727817909227,0.0333333333333333,0.0195337690631808,0.0333333333333333,0.0208333333333333,0.0240591397849462,0.00521739130434783,0.0334028749158579,0,-0.0132763532763533,0.0207276850133993,0.0826455026455026,0.08,0.0752380952380952,-0.0814781297134238,-0.082948717948718,-0.082948717948718,-0.00392156862745098,0.0761030602189139,-0.0333333333333333,0.12,0.0981134571916864,-0.086911464932241,-0.0333333333333333,-0.110909090909091,-0.099144385026738,-0.023921568627451,-0.023921568627451,0.0333333333333333,0.0417940151400266,0.0149116907399189,0.015246138900454,0.0120474317112763,0.082948717948718,0.0160707266066009,0.00392156862745098,0.0108983128134975,-0.0844527182646219,0.0108983128134975,0.0966846365713902,-0.00517952635599695,-0.0878740424187182,-0.00666666666666667,-0.1,-0.1,-0.0111111111111111,0.0420097198399085,-0.00909090909090909
"ZEB1",0.190296053326974,0.189788439113776,0.189508651752171,0.207600728300255,0.124877450980392,0.1240510046994,0.122916666666667,0.0915162690619105,0.120833333333333,0.165447623003305,0.111742424242424,0.107820855614973,0.104618008639884,0.0798077750026208,0.0761689498038697,0.108333333333333,0.0743671686568646,0.0769432372913998,0.0353736801018941,0.0308771929824561,0.0325165372447512,0.1540364869216,0.153249085346797,0.153249085346797,-0.00293933708567855,-0.1913413519581,-0.0102564102564103,0,0.0046053381705105,0.0920657528061768,-0.0333333333333333,0.012,0.00376470588235294,-0.0201803316182891,-0.0201803316182891,0.00476190476190476,0.085300860046931,0.00483928146059163,0.00457332401378312,0.00405650259562099,-0.153249085346797,-0.00124668307972306,-0.00255516840882695,-0.000982231541772434,0.110678345058806,-0.00640132225498079,-0.171758336409499,-0.0718605142698407,0.0976680476346363,-0.0812500826949285,-0.0466666666666667,-0.0666666666666667,-0.0248867081889732,-0.153996101364522,-0.18544061302682
"KLF4",-0.0117575757575758,-0.0130909090909091,-0.0122453806356245,0.0442792005556676,-0.00488038277511962,0.000274256400138116,0.0109090909090909,0.0180727817909227,-0.0333333333333333,-0.0195337690631808,-0.0333333333333333,-0.0208333333333333,-0.0240591397849462,-0.00521739130434783,-0.0334028749158579,0,0.0132763532763533,-0.0207276850133993,-0.0826455026455026,-0.08,-0.0752380952380952,0.0814781297134238,0.082948717948718,0.082948717948718,0.00392156862745098,-0.0761030602189139,0.0333333333333333,-0.12,-0.0981134571916864,0.086911464932241,0.0333333333333333,0.110909090909091,0.099144385026738,0.023921568627451,0.023921568627451,-0.0333333333333333,-0.0417940151400266,-0.0149116907399189,-0.015246138900454,-0.0120474317112763,-0.082948717948718,-0.0160707266066009,-0.00392156862745098,-0.0108983128134975,0.0844527182646219,-0.0108983128134975,-0.0966846365713902,0.00517952635599695,0.0878740424187182,0.00666666666666667,0.1,0.1,0.0111111111111111,-0.0420097198399085,0.00909090909090909
"SNAI2",-0.0114989585577821,-0.0106442577030812,-0.0121200765702044,0.0766282941208466,-0.0451754385964912,-0.0451754385964912,-0.0364035087719298,-0.0836803946598248,0.08,0.0783276758630651,0.0741176470588235,0.0802400960384154,0.0802400960384154,-0.00569188656660858,-0.0290578906282099,0.1,0.0149127438636394,-0.0161538461538462,-0.13349951530259,-0.133333333333333,-0.129885057471264,0.134620952252207,0.134620952252207,0.134620952252207,-0.0851948051948052,-0.175407611562148,-0.0709090909090909,-0.133333333333333,-0.130630630630631,0.134700323830759,-0.08,0.13921568627451,0.133333333333333,0.0243929095867422,0.0243929095867422,0.0709090909090909,0.165931350270345,0.083834161563591,0.0844527182646219,0.0853869565946469,-0.134620952252207,0.0839294591075867,0.0851948051948052,0.0866032558990305,0.137842984670475,0.0866032558990305,0.202386252498991,-0.00215491259795057,0.135899702644675,0.00617035546613011,0.133333333333333,0.1,0.0101923076923077,-0.0727180527383367,0.00588235294117647
