"Network","JSD0","JSDAll","MinFrust","MeanFrust","MaxFrust","MinCoh","MeanCoh","MaxCoh","GroupStrength","netStrength","Jmetric","JStrength"
"OVOL2-OVOL2_2-0",9.43849775013084e-06,9.43849775013084e-06,0.142857142857143,0.222222222222222,0.285714285714286,"0.563","0.630333333333333","0.687",0.295775409086199,27.8478384874463,0.203589010302569,25.4370730729655
"OVOL2-OVOL2_2-1",0.278262537194611,0.278262537194611,0.136363636363636,0.255244755244755,0.363636363636364,"0.354","0.489115384615385","0.587",0.150230387129788,27.9675940054638,0.181721529798504,23.5358489271139
"OVOL2-ZEB_2-0",0.00207030458731214,0.00207030458731214,0.19047619047619,0.26984126984127,0.333333333333333,"0.516","0.591583333333333","0.662",0.198424484812789,23.4799728804839,0.223839621042793,26.6199560823007
"OVOL2-ZEB_2-1",0.00163663020450247,0.00163663020450247,0.227272727272727,0.303030303030303,0.363636363636364,"0.504","0.583916666666667","0.647",0.145240408402351,17.2714402410758,0.221774445317316,26.4912626605038
"SNAIL-miR200_2-0",0.260478445079279,0.260478445079279,0.19047619047619,0.285714285714286,0.333333333333333,"0.414","0.502227272727273","0.639",0.233724789425176,22.3815898920682,0.180862939290763,23.9127108541887
"SNAIL-miR200_2-1",1,1,0.227272727272727,0.290909090909091,0.318181818181818,"0.464","0.6006","0.774",0.173839151652484,17.8961281424579,0.232659912637278,27.3173368408561
"SNAIL-miR34_2-0",0.16226209337108,0.16226209337108,0.19047619047619,0.238095238095238,0.285714285714286,"0.568","0.67025","0.792",0.255753283748354,23.4345778398741,0.240650314525378,29.4036932298538
"SNAIL-miR34_2-1",0.207662453245708,0.207662453245708,0.227272727272727,0.263636363636364,0.272727272727273,"0.494","0.6109","0.789",0.21944756434374,20.6027382379899,0.229914727274915,28.2752550513519
"SNAIL-SNAIL_2-0",2.09978459288933e-05,2.09978459288933e-05,0.142857142857143,0.222222222222222,0.285714285714286,"0.549","0.628","0.689",0.406124679242631,34.2266575320285,0.203737220851789,25.4418805618634
"SNAIL-SNAIL_2-1",0.108746491188933,0.108746491188933,0.136363636363636,0.227272727272727,0.318181818181818,"0.544","0.587625","0.656",0.439831737613629,36.0906574863172,0.210104828028492,26.4123091408475
"SNAIL-ZEB_1-0",0.000340941126998557,0.000340941126998557,0.19047619047619,0.246031746031746,0.285714285714286,"0.555","0.6395","0.709",0.230242180079424,21.3722223032807,0.197623368407973,25.0528167197102
"SNAIL-ZEB_1-2",0.00110090333035557,0.00110090333035557,0.227272727272727,0.257575757575758,0.272727272727273,"0.562","0.633916666666667","0.712",0.102267004290094,16.5655995662131,0.195851146986306,25.3122112027634
"wild",0,0,0.181818181818182,0.257575757575758,0.318181818181818,"0.568","0.6315","0.692",0.170924040642642,22.7923421132029,0.203918425885917,25.4538966598621
"ZEB-Ecad_2-0",0.266902747235142,0.266902747235142,0.19047619047619,0.30952380952381,0.428571428571429,"0.232","0.4835","0.735",0.265523566273298,17.0844087224755,0.206877848085875,24.2421320859195
"ZEB-Ecad_2-1",1,1,0.181818181818182,0.333333333333333,0.409090909090909,"0.332","0.517083333333333","0.84",0.109276664170378,17.4619483279445,0.316988402319111,33.4130861302361
"ZEB-GRHL2_2-0",7.25452001544371e-05,7.25452001544371e-05,0.19047619047619,0.293650793650794,0.380952380952381,"0.423","0.508083333333333","0.591",0.133056838166559,14.2408823937352,0.183313136316126,22.1037962822816
"ZEB-GRHL2_2-1",0.000357821304424125,0.000357821304424125,0.227272727272727,0.303030303030303,0.363636363636364,"0.514","0.585083333333333","0.642",0.117974785451617,14.8106126138436,0.204586852758643,25.9207708878016
"ZEB-miR200_2-0",0.110481753555555,0.110481753555555,0.19047619047619,0.244897959183673,0.285714285714286,"0.475","0.588571428571429","0.7",0.0853004030617027,19.0374856422928,0.24994530969765,27.5175690467199
"ZEB-miR200_2-1",0.470056138500855,0.470056138500855,0.227272727272727,0.25,0.272727272727273,"0.608","0.686875","0.789",0.0686495438999017,15.6036883638296,0.351382362236135,34.7766943216914
"ZEB-miR34_2-0",0.134695027135344,0.134695027135344,0.19047619047619,0.238095238095238,0.285714285714286,"0.542","0.6455","0.8",0.114220888922786,19.2278248886718,0.240900995671958,26.3546654845642
"ZEB-miR34_2-1",0.228242452548613,0.228242452548613,0.227272727272727,0.257575757575758,0.272727272727273,"0.481","0.592583333333333","0.8",0.0664467329263083,19.1713818296896,0.279882326994364,29.9629422049445
"ZEB-OVOL2_2-1",1,1,0.181818181818182,0.292207792207792,0.363636363636364,"0.435","0.560428571428571","0.667",0.195385695803349,19.6691216308292,0.27439331486665,29.852599567564
"ZEB-ZEB_1-0",0.00296366396289332,0.00296366396289332,0.19047619047619,0.26984126984127,0.333333333333333,"0.484","0.586083333333333","0.668",0.102208984299625,12.3555998235615,0.228137934714816,26.8923236939037
"ZEB-ZEB_1-2",0.00303480215828545,0.00303480215828545,0.227272727272727,0.303030303030303,0.363636363636364,"0.504","0.5875","0.661",0.0666945697742499,6.40389602672329,0.22843363287079,26.905716351336
